tick,day,slot,selected_resident,scrub_frame,index_frame,memory_debt_frame,schedule_diff_frame,localstorage_snapshot_frame,invariant_frame,causality_frame,audit_ui_frame,audit_layer_attached_to_v58_loop,boundary_visible
3692,206,2,Fay,3692,3692,3692,3692,3692,3692,3692,3692,True,True
3693,206,3,Milo,3693,3693,3693,3693,3693,3693,3693,3693,True,True
3694,206,4,Sera,3694,3694,3694,3694,3694,3694,3694,3694,True,True
3695,206,5,Tovan,3695,3695,3695,3695,3695,3695,3695,3695,True,True
3696,206,6,Nia,3696,3696,3696,3696,3696,3696,3696,3696,True,True
3697,206,7,Ari,3697,3697,3697,3697,3697,3697,3697,3697,True,True
3698,206,8,Fay,3698,3698,3698,3698,3698,3698,3698,3698,True,True
3699,206,9,Milo,3699,3699,3699,3699,3699,3699,3699,3699,True,True
3700,206,10,Sera,3700,3700,3700,3700,3700,3700,3700,3700,True,True
3701,206,11,Tovan,3701,3701,3701,3701,3701,3701,3701,3701,True,True
3702,206,12,Nia,3702,3702,3702,3702,3702,3702,3702,3702,True,True
3703,206,13,Ari,3703,3703,3703,3703,3703,3703,3703,3703,True,True
3704,206,14,Fay,3704,3704,3704,3704,3704,3704,3704,3704,True,True
3705,206,15,Milo,3705,3705,3705,3705,3705,3705,3705,3705,True,True
3706,206,16,Sera,3706,3706,3706,3706,3706,3706,3706,3706,True,True
3707,206,17,Tovan,3707,3707,3707,3707,3707,3707,3707,3707,True,True
3708,207,0,Nia,3708,3708,3708,3708,3708,3708,3708,3708,True,True
3709,207,1,Ari,3709,3709,3709,3709,3709,3709,3709,3709,True,True
3710,207,2,Fay,3710,3710,3710,3710,3710,3710,3710,3710,True,True
3711,207,3,Milo,3711,3711,3711,3711,3711,3711,3711,3711,True,True
3712,207,4,Sera,3712,3712,3712,3712,3712,3712,3712,3712,True,True
3713,207,5,Tovan,3713,3713,3713,3713,3713,3713,3713,3713,True,True
3714,207,6,Nia,3714,3714,3714,3714,3714,3714,3714,3714,True,True
3715,207,7,Ari,3715,3715,3715,3715,3715,3715,3715,3715,True,True
3716,207,8,Fay,3716,3716,3716,3716,3716,3716,3716,3716,True,True
3717,207,9,Milo,3717,3717,3717,3717,3717,3717,3717,3717,True,True
3718,207,10,Sera,3718,3718,3718,3718,3718,3718,3718,3718,True,True
3719,207,11,Tovan,3719,3719,3719,3719,3719,3719,3719,3719,True,True
3720,207,12,Nia,3720,3720,3720,3720,3720,3720,3720,3720,True,True
3721,207,13,Ari,3721,3721,3721,3721,3721,3721,3721,3721,True,True
3722,207,14,Fay,3722,3722,3722,3722,3722,3722,3722,3722,True,True
3723,207,15,Milo,3723,3723,3723,3723,3723,3723,3723,3723,True,True
3724,207,16,Sera,3724,3724,3724,3724,3724,3724,3724,3724,True,True
3725,207,17,Tovan,3725,3725,3725,3725,3725,3725,3725,3725,True,True
3726,208,0,Nia,3726,3726,3726,3726,3726,3726,3726,3726,True,True
3727,208,1,Ari,3727,3727,3727,3727,3727,3727,3727,3727,True,True
3728,208,2,Fay,3728,3728,3728,3728,3728,3728,3728,3728,True,True
3729,208,3,Milo,3729,3729,3729,3729,3729,3729,3729,3729,True,True
3730,208,4,Sera,3730,3730,3730,3730,3730,3730,3730,3730,True,True
3731,208,5,Tovan,3731,3731,3731,3731,3731,3731,3731,3731,True,True
3732,208,6,Nia,3732,3732,3732,3732,3732,3732,3732,3732,True,True
3733,208,7,Ari,3733,3733,3733,3733,3733,3733,3733,3733,True,True
3734,208,8,Fay,3734,3734,3734,3734,3734,3734,3734,3734,True,True
3735,208,9,Milo,3735,3735,3735,3735,3735,3735,3735,3735,True,True
3736,208,10,Sera,3736,3736,3736,3736,3736,3736,3736,3736,True,True
3737,208,11,Tovan,3737,3737,3737,3737,3737,3737,3737,3737,True,True
3738,208,12,Nia,3738,3738,3738,3738,3738,3738,3738,3738,True,True
3739,208,13,Ari,3739,3739,3739,3739,3739,3739,3739,3739,True,True
3740,208,14,Fay,3740,3740,3740,3740,3740,3740,3740,3740,True,True
3741,208,15,Milo,3741,3741,3741,3741,3741,3741,3741,3741,True,True
3742,208,16,Sera,3742,3742,3742,3742,3742,3742,3742,3742,True,True
3743,208,17,Tovan,3743,3743,3743,3743,3743,3743,3743,3743,True,True
3744,209,0,Nia,3744,3744,3744,3744,3744,3744,3744,3744,True,True
3745,209,1,Ari,3745,3745,3745,3745,3745,3745,3745,3745,True,True
3746,209,2,Fay,3746,3746,3746,3746,3746,3746,3746,3746,True,True
3747,209,3,Milo,3747,3747,3747,3747,3747,3747,3747,3747,True,True
3748,209,4,Sera,3748,3748,3748,3748,3748,3748,3748,3748,True,True
3749,209,5,Tovan,3749,3749,3749,3749,3749,3749,3749,3749,True,True
3750,209,6,Nia,3750,3750,3750,3750,3750,3750,3750,3750,True,True
3751,209,7,Ari,3751,3751,3751,3751,3751,3751,3751,3751,True,True
3752,209,8,Fay,3752,3752,3752,3752,3752,3752,3752,3752,True,True
3753,209,9,Milo,3753,3753,3753,3753,3753,3753,3753,3753,True,True
3754,209,10,Sera,3754,3754,3754,3754,3754,3754,3754,3754,True,True
3755,209,11,Tovan,3755,3755,3755,3755,3755,3755,3755,3755,True,True
3756,209,12,Nia,3756,3756,3756,3756,3756,3756,3756,3756,True,True
3757,209,13,Ari,3757,3757,3757,3757,3757,3757,3757,3757,True,True
3758,209,14,Fay,3758,3758,3758,3758,3758,3758,3758,3758,True,True
3759,209,15,Milo,3759,3759,3759,3759,3759,3759,3759,3759,True,True
3760,209,16,Sera,3760,3760,3760,3760,3760,3760,3760,3760,True,True
3761,209,17,Tovan,3761,3761,3761,3761,3761,3761,3761,3761,True,True
3762,210,0,Nia,3762,3762,3762,3762,3762,3762,3762,3762,True,True
3763,210,1,Ari,3763,3763,3763,3763,3763,3763,3763,3763,True,True
3764,210,2,Fay,3764,3764,3764,3764,3764,3764,3764,3764,True,True
3765,210,3,Milo,3765,3765,3765,3765,3765,3765,3765,3765,True,True
3766,210,4,Sera,3766,3766,3766,3766,3766,3766,3766,3766,True,True
3767,210,5,Tovan,3767,3767,3767,3767,3767,3767,3767,3767,True,True
3768,210,6,Nia,3768,3768,3768,3768,3768,3768,3768,3768,True,True
3769,210,7,Ari,3769,3769,3769,3769,3769,3769,3769,3769,True,True
3770,210,8,Fay,3770,3770,3770,3770,3770,3770,3770,3770,True,True
3771,210,9,Milo,3771,3771,3771,3771,3771,3771,3771,3771,True,True
3772,210,10,Sera,3772,3772,3772,3772,3772,3772,3772,3772,True,True
3773,210,11,Tovan,3773,3773,3773,3773,3773,3773,3773,3773,True,True
3774,210,12,Nia,3774,3774,3774,3774,3774,3774,3774,3774,True,True
3775,210,13,Ari,3775,3775,3775,3775,3775,3775,3775,3775,True,True
3776,210,14,Fay,3776,3776,3776,3776,3776,3776,3776,3776,True,True
3777,210,15,Milo,3777,3777,3777,3777,3777,3777,3777,3777,True,True
3778,210,16,Sera,3778,3778,3778,3778,3778,3778,3778,3778,True,True
3779,210,17,Tovan,3779,3779,3779,3779,3779,3779,3779,3779,True,True
3780,211,0,Nia,3780,3780,3780,3780,3780,3780,3780,3780,True,True
3781,211,1,Ari,3781,3781,3781,3781,3781,3781,3781,3781,True,True
3782,211,2,Fay,3782,3782,3782,3782,3782,3782,3782,3782,True,True
3783,211,3,Milo,3783,3783,3783,3783,3783,3783,3783,3783,True,True
3784,211,4,Sera,3784,3784,3784,3784,3784,3784,3784,3784,True,True
3785,211,5,Tovan,3785,3785,3785,3785,3785,3785,3785,3785,True,True
3786,211,6,Nia,3786,3786,3786,3786,3786,3786,3786,3786,True,True
3787,211,7,Ari,3787,3787,3787,3787,3787,3787,3787,3787,True,True
3788,211,8,Fay,3788,3788,3788,3788,3788,3788,3788,3788,True,True
3789,211,9,Milo,3789,3789,3789,3789,3789,3789,3789,3789,True,True
3790,211,10,Sera,3790,3790,3790,3790,3790,3790,3790,3790,True,True
3791,211,11,Tovan,3791,3791,3791,3791,3791,3791,3791,3791,True,True
3792,211,12,Nia,3792,3792,3792,3792,3792,3792,3792,3792,True,True
3793,211,13,Ari,3793,3793,3793,3793,3793,3793,3793,3793,True,True
3794,211,14,Fay,3794,3794,3794,3794,3794,3794,3794,3794,True,True
3795,211,15,Milo,3795,3795,3795,3795,3795,3795,3795,3795,True,True
3796,211,16,Sera,3796,3796,3796,3796,3796,3796,3796,3796,True,True
3797,211,17,Tovan,3797,3797,3797,3797,3797,3797,3797,3797,True,True
3798,212,0,Nia,3798,3798,3798,3798,3798,3798,3798,3798,True,True
3799,212,1,Ari,3799,3799,3799,3799,3799,3799,3799,3799,True,True
3800,212,2,Fay,3800,3800,3800,3800,3800,3800,3800,3800,True,True
3801,212,3,Milo,3801,3801,3801,3801,3801,3801,3801,3801,True,True
3802,212,4,Sera,3802,3802,3802,3802,3802,3802,3802,3802,True,True
3803,212,5,Tovan,3803,3803,3803,3803,3803,3803,3803,3803,True,True
3804,212,6,Nia,3804,3804,3804,3804,3804,3804,3804,3804,True,True
3805,212,7,Ari,3805,3805,3805,3805,3805,3805,3805,3805,True,True
3806,212,8,Fay,3806,3806,3806,3806,3806,3806,3806,3806,True,True
3807,212,9,Milo,3807,3807,3807,3807,3807,3807,3807,3807,True,True
3808,212,10,Sera,3808,3808,3808,3808,3808,3808,3808,3808,True,True
3809,212,11,Tovan,3809,3809,3809,3809,3809,3809,3809,3809,True,True
3810,212,12,Nia,3810,3810,3810,3810,3810,3810,3810,3810,True,True
3811,212,13,Ari,3811,3811,3811,3811,3811,3811,3811,3811,True,True
3812,212,14,Fay,3812,3812,3812,3812,3812,3812,3812,3812,True,True
3813,212,15,Milo,3813,3813,3813,3813,3813,3813,3813,3813,True,True
3814,212,16,Sera,3814,3814,3814,3814,3814,3814,3814,3814,True,True
3815,212,17,Tovan,3815,3815,3815,3815,3815,3815,3815,3815,True,True
3816,213,0,Nia,3816,3816,3816,3816,3816,3816,3816,3816,True,True
3817,213,1,Ari,3817,3817,3817,3817,3817,3817,3817,3817,True,True
3818,213,2,Fay,3818,3818,3818,3818,3818,3818,3818,3818,True,True
3819,213,3,Milo,3819,3819,3819,3819,3819,3819,3819,3819,True,True
3820,213,4,Sera,3820,3820,3820,3820,3820,3820,3820,3820,True,True
3821,213,5,Tovan,3821,3821,3821,3821,3821,3821,3821,3821,True,True
3822,213,6,Nia,3822,3822,3822,3822,3822,3822,3822,3822,True,True
3823,213,7,Ari,3823,3823,3823,3823,3823,3823,3823,3823,True,True
3824,213,8,Fay,3824,3824,3824,3824,3824,3824,3824,3824,True,True
3825,213,9,Milo,3825,3825,3825,3825,3825,3825,3825,3825,True,True
3826,213,10,Sera,3826,3826,3826,3826,3826,3826,3826,3826,True,True
3827,213,11,Tovan,3827,3827,3827,3827,3827,3827,3827,3827,True,True
3828,213,12,Nia,3828,3828,3828,3828,3828,3828,3828,3828,True,True
3829,213,13,Ari,3829,3829,3829,3829,3829,3829,3829,3829,True,True
3830,213,14,Fay,3830,3830,3830,3830,3830,3830,3830,3830,True,True
3831,213,15,Milo,3831,3831,3831,3831,3831,3831,3831,3831,True,True
3832,213,16,Sera,3832,3832,3832,3832,3832,3832,3832,3832,True,True
3833,213,17,Tovan,3833,3833,3833,3833,3833,3833,3833,3833,True,True
3834,214,0,Nia,3834,3834,3834,3834,3834,3834,3834,3834,True,True
3835,214,1,Ari,3835,3835,3835,3835,3835,3835,3835,3835,True,True
3836,214,2,Fay,3836,3836,3836,3836,3836,3836,3836,3836,True,True
3837,214,3,Milo,3837,3837,3837,3837,3837,3837,3837,3837,True,True
3838,214,4,Sera,3838,3838,3838,3838,3838,3838,3838,3838,True,True
3839,214,5,Tovan,3839,3839,3839,3839,3839,3839,3839,3839,True,True
3840,214,6,Nia,3840,3840,3840,3840,3840,3840,3840,3840,True,True
3841,214,7,Ari,3841,3841,3841,3841,3841,3841,3841,3841,True,True
3842,214,8,Fay,3842,3842,3842,3842,3842,3842,3842,3842,True,True
3843,214,9,Milo,3843,3843,3843,3843,3843,3843,3843,3843,True,True
3844,214,10,Sera,3844,3844,3844,3844,3844,3844,3844,3844,True,True
3845,214,11,Tovan,3845,3845,3845,3845,3845,3845,3845,3845,True,True
3846,214,12,Nia,3846,3846,3846,3846,3846,3846,3846,3846,True,True
3847,214,13,Ari,3847,3847,3847,3847,3847,3847,3847,3847,True,True
3848,214,14,Fay,3848,3848,3848,3848,3848,3848,3848,3848,True,True
3849,214,15,Milo,3849,3849,3849,3849,3849,3849,3849,3849,True,True
3850,214,16,Sera,3850,3850,3850,3850,3850,3850,3850,3850,True,True
3851,214,17,Tovan,3851,3851,3851,3851,3851,3851,3851,3851,True,True
3852,215,0,Nia,3852,3852,3852,3852,3852,3852,3852,3852,True,True
3853,215,1,Ari,3853,3853,3853,3853,3853,3853,3853,3853,True,True
3854,215,2,Fay,3854,3854,3854,3854,3854,3854,3854,3854,True,True
3855,215,3,Milo,3855,3855,3855,3855,3855,3855,3855,3855,True,True
3856,215,4,Sera,3856,3856,3856,3856,3856,3856,3856,3856,True,True
3857,215,5,Tovan,3857,3857,3857,3857,3857,3857,3857,3857,True,True
3858,215,6,Nia,3858,3858,3858,3858,3858,3858,3858,3858,True,True
3859,215,7,Ari,3859,3859,3859,3859,3859,3859,3859,3859,True,True
3860,215,8,Fay,3860,3860,3860,3860,3860,3860,3860,3860,True,True
3861,215,9,Milo,3861,3861,3861,3861,3861,3861,3861,3861,True,True
3862,215,10,Sera,3862,3862,3862,3862,3862,3862,3862,3862,True,True
3863,215,11,Tovan,3863,3863,3863,3863,3863,3863,3863,3863,True,True
3864,215,12,Nia,3864,3864,3864,3864,3864,3864,3864,3864,True,True
3865,215,13,Ari,3865,3865,3865,3865,3865,3865,3865,3865,True,True
3866,215,14,Fay,3866,3866,3866,3866,3866,3866,3866,3866,True,True
3867,215,15,Milo,3867,3867,3867,3867,3867,3867,3867,3867,True,True
3868,215,16,Sera,3868,3868,3868,3868,3868,3868,3868,3868,True,True
3869,215,17,Tovan,3869,3869,3869,3869,3869,3869,3869,3869,True,True
3870,216,0,Nia,3870,3870,3870,3870,3870,3870,3870,3870,True,True
3871,216,1,Ari,3871,3871,3871,3871,3871,3871,3871,3871,True,True
3872,216,2,Fay,3872,3872,3872,3872,3872,3872,3872,3872,True,True
3873,216,3,Milo,3873,3873,3873,3873,3873,3873,3873,3873,True,True
3874,216,4,Sera,3874,3874,3874,3874,3874,3874,3874,3874,True,True
3875,216,5,Tovan,3875,3875,3875,3875,3875,3875,3875,3875,True,True
3876,216,6,Nia,3876,3876,3876,3876,3876,3876,3876,3876,True,True
3877,216,7,Ari,3877,3877,3877,3877,3877,3877,3877,3877,True,True
3878,216,8,Fay,3878,3878,3878,3878,3878,3878,3878,3878,True,True
3879,216,9,Milo,3879,3879,3879,3879,3879,3879,3879,3879,True,True
3880,216,10,Sera,3880,3880,3880,3880,3880,3880,3880,3880,True,True
3881,216,11,Tovan,3881,3881,3881,3881,3881,3881,3881,3881,True,True
3882,216,12,Nia,3882,3882,3882,3882,3882,3882,3882,3882,True,True
3883,216,13,Ari,3883,3883,3883,3883,3883,3883,3883,3883,True,True
3884,216,14,Fay,3884,3884,3884,3884,3884,3884,3884,3884,True,True
3885,216,15,Milo,3885,3885,3885,3885,3885,3885,3885,3885,True,True
3886,216,16,Sera,3886,3886,3886,3886,3886,3886,3886,3886,True,True
3887,216,17,Tovan,3887,3887,3887,3887,3887,3887,3887,3887,True,True
3888,217,0,Nia,3888,3888,3888,3888,3888,3888,3888,3888,True,True
3889,217,1,Ari,3889,3889,3889,3889,3889,3889,3889,3889,True,True
3890,217,2,Fay,3890,3890,3890,3890,3890,3890,3890,3890,True,True
3891,217,3,Milo,3891,3891,3891,3891,3891,3891,3891,3891,True,True
3892,217,4,Sera,3892,3892,3892,3892,3892,3892,3892,3892,True,True
3893,217,5,Tovan,3893,3893,3893,3893,3893,3893,3893,3893,True,True
3894,217,6,Nia,3894,3894,3894,3894,3894,3894,3894,3894,True,True
3895,217,7,Ari,3895,3895,3895,3895,3895,3895,3895,3895,True,True
3896,217,8,Fay,3896,3896,3896,3896,3896,3896,3896,3896,True,True
3897,217,9,Milo,3897,3897,3897,3897,3897,3897,3897,3897,True,True
3898,217,10,Sera,3898,3898,3898,3898,3898,3898,3898,3898,True,True
3899,217,11,Tovan,3899,3899,3899,3899,3899,3899,3899,3899,True,True
3900,217,12,Nia,3900,3900,3900,3900,3900,3900,3900,3900,True,True
3901,217,13,Ari,3901,3901,3901,3901,3901,3901,3901,3901,True,True
3902,217,14,Fay,3902,3902,3902,3902,3902,3902,3902,3902,True,True
3903,217,15,Milo,3903,3903,3903,3903,3903,3903,3903,3903,True,True
3904,217,16,Sera,3904,3904,3904,3904,3904,3904,3904,3904,True,True
3905,217,17,Tovan,3905,3905,3905,3905,3905,3905,3905,3905,True,True
3906,218,0,Nia,3906,3906,3906,3906,3906,3906,3906,3906,True,True
3907,218,1,Ari,3907,3907,3907,3907,3907,3907,3907,3907,True,True
3908,218,2,Fay,3908,3908,3908,3908,3908,3908,3908,3908,True,True
3909,218,3,Milo,3909,3909,3909,3909,3909,3909,3909,3909,True,True
3910,218,4,Sera,3910,3910,3910,3910,3910,3910,3910,3910,True,True
3911,218,5,Tovan,3911,3911,3911,3911,3911,3911,3911,3911,True,True
3912,218,6,Nia,3912,3912,3912,3912,3912,3912,3912,3912,True,True
3913,218,7,Ari,3913,3913,3913,3913,3913,3913,3913,3913,True,True
3914,218,8,Fay,3914,3914,3914,3914,3914,3914,3914,3914,True,True
3915,218,9,Milo,3915,3915,3915,3915,3915,3915,3915,3915,True,True
3916,218,10,Sera,3916,3916,3916,3916,3916,3916,3916,3916,True,True
3917,218,11,Tovan,3917,3917,3917,3917,3917,3917,3917,3917,True,True
3918,218,12,Nia,3918,3918,3918,3918,3918,3918,3918,3918,True,True
3919,218,13,Ari,3919,3919,3919,3919,3919,3919,3919,3919,True,True
3920,218,14,Fay,3920,3920,3920,3920,3920,3920,3920,3920,True,True
3921,218,15,Milo,3921,3921,3921,3921,3921,3921,3921,3921,True,True
3922,218,16,Sera,3922,3922,3922,3922,3922,3922,3922,3922,True,True
3923,218,17,Tovan,3923,3923,3923,3923,3923,3923,3923,3923,True,True
3924,219,0,Nia,3924,3924,3924,3924,3924,3924,3924,3924,True,True
3925,219,1,Ari,3925,3925,3925,3925,3925,3925,3925,3925,True,True
3926,219,2,Fay,3926,3926,3926,3926,3926,3926,3926,3926,True,True
3927,219,3,Milo,3927,3927,3927,3927,3927,3927,3927,3927,True,True
3928,219,4,Sera,3928,3928,3928,3928,3928,3928,3928,3928,True,True
3929,219,5,Tovan,3929,3929,3929,3929,3929,3929,3929,3929,True,True
3930,219,6,Nia,3930,3930,3930,3930,3930,3930,3930,3930,True,True
3931,219,7,Ari,3931,3931,3931,3931,3931,3931,3931,3931,True,True
3932,219,8,Fay,3932,3932,3932,3932,3932,3932,3932,3932,True,True
3933,219,9,Milo,3933,3933,3933,3933,3933,3933,3933,3933,True,True
3934,219,10,Sera,3934,3934,3934,3934,3934,3934,3934,3934,True,True
3935,219,11,Tovan,3935,3935,3935,3935,3935,3935,3935,3935,True,True
3936,219,12,Nia,3936,3936,3936,3936,3936,3936,3936,3936,True,True
3937,219,13,Ari,3937,3937,3937,3937,3937,3937,3937,3937,True,True
3938,219,14,Fay,3938,3938,3938,3938,3938,3938,3938,3938,True,True
3939,219,15,Milo,3939,3939,3939,3939,3939,3939,3939,3939,True,True
3940,219,16,Sera,3940,3940,3940,3940,3940,3940,3940,3940,True,True
3941,219,17,Tovan,3941,3941,3941,3941,3941,3941,3941,3941,True,True
3942,220,0,Nia,3942,3942,3942,3942,3942,3942,3942,3942,True,True
3943,220,1,Ari,3943,3943,3943,3943,3943,3943,3943,3943,True,True
3944,220,2,Fay,3944,3944,3944,3944,3944,3944,3944,3944,True,True
3945,220,3,Milo,3945,3945,3945,3945,3945,3945,3945,3945,True,True
3946,220,4,Sera,3946,3946,3946,3946,3946,3946,3946,3946,True,True
3947,220,5,Tovan,3947,3947,3947,3947,3947,3947,3947,3947,True,True
3948,220,6,Nia,3948,3948,3948,3948,3948,3948,3948,3948,True,True
3949,220,7,Ari,3949,3949,3949,3949,3949,3949,3949,3949,True,True
3950,220,8,Fay,3950,3950,3950,3950,3950,3950,3950,3950,True,True
3951,220,9,Milo,3951,3951,3951,3951,3951,3951,3951,3951,True,True
3952,220,10,Sera,3952,3952,3952,3952,3952,3952,3952,3952,True,True
3953,220,11,Tovan,3953,3953,3953,3953,3953,3953,3953,3953,True,True
3954,220,12,Nia,3954,3954,3954,3954,3954,3954,3954,3954,True,True
3955,220,13,Ari,3955,3955,3955,3955,3955,3955,3955,3955,True,True
3956,220,14,Fay,3956,3956,3956,3956,3956,3956,3956,3956,True,True
3957,220,15,Milo,3957,3957,3957,3957,3957,3957,3957,3957,True,True
3958,220,16,Sera,3958,3958,3958,3958,3958,3958,3958,3958,True,True
3959,220,17,Tovan,3959,3959,3959,3959,3959,3959,3959,3959,True,True
3960,221,0,Nia,3960,3960,3960,3960,3960,3960,3960,3960,True,True
3961,221,1,Ari,3961,3961,3961,3961,3961,3961,3961,3961,True,True
3962,221,2,Fay,3962,3962,3962,3962,3962,3962,3962,3962,True,True
3963,221,3,Milo,3963,3963,3963,3963,3963,3963,3963,3963,True,True
3964,221,4,Sera,3964,3964,3964,3964,3964,3964,3964,3964,True,True
3965,221,5,Tovan,3965,3965,3965,3965,3965,3965,3965,3965,True,True
3966,221,6,Nia,3966,3966,3966,3966,3966,3966,3966,3966,True,True
3967,221,7,Ari,3967,3967,3967,3967,3967,3967,3967,3967,True,True
3968,221,8,Fay,3968,3968,3968,3968,3968,3968,3968,3968,True,True
3969,221,9,Milo,3969,3969,3969,3969,3969,3969,3969,3969,True,True
3970,221,10,Sera,3970,3970,3970,3970,3970,3970,3970,3970,True,True
3971,221,11,Tovan,3971,3971,3971,3971,3971,3971,3971,3971,True,True
3972,221,12,Nia,3972,3972,3972,3972,3972,3972,3972,3972,True,True
3973,221,13,Ari,3973,3973,3973,3973,3973,3973,3973,3973,True,True
3974,221,14,Fay,3974,3974,3974,3974,3974,3974,3974,3974,True,True
3975,221,15,Milo,3975,3975,3975,3975,3975,3975,3975,3975,True,True
3976,221,16,Sera,3976,3976,3976,3976,3976,3976,3976,3976,True,True
3977,221,17,Tovan,3977,3977,3977,3977,3977,3977,3977,3977,True,True
3978,222,0,Nia,3978,3978,3978,3978,3978,3978,3978,3978,True,True
3979,222,1,Ari,3979,3979,3979,3979,3979,3979,3979,3979,True,True
3980,222,2,Fay,3980,3980,3980,3980,3980,3980,3980,3980,True,True
3981,222,3,Milo,3981,3981,3981,3981,3981,3981,3981,3981,True,True
3982,222,4,Sera,3982,3982,3982,3982,3982,3982,3982,3982,True,True
3983,222,5,Tovan,3983,3983,3983,3983,3983,3983,3983,3983,True,True
3984,222,6,Nia,3984,3984,3984,3984,3984,3984,3984,3984,True,True
3985,222,7,Ari,3985,3985,3985,3985,3985,3985,3985,3985,True,True
3986,222,8,Fay,3986,3986,3986,3986,3986,3986,3986,3986,True,True
3987,222,9,Milo,3987,3987,3987,3987,3987,3987,3987,3987,True,True
3988,222,10,Sera,3988,3988,3988,3988,3988,3988,3988,3988,True,True
3989,222,11,Tovan,3989,3989,3989,3989,3989,3989,3989,3989,True,True
3990,222,12,Nia,3990,3990,3990,3990,3990,3990,3990,3990,True,True
3991,222,13,Ari,3991,3991,3991,3991,3991,3991,3991,3991,True,True
3992,222,14,Fay,3992,3992,3992,3992,3992,3992,3992,3992,True,True
3993,222,15,Milo,3993,3993,3993,3993,3993,3993,3993,3993,True,True
3994,222,16,Sera,3994,3994,3994,3994,3994,3994,3994,3994,True,True
3995,222,17,Tovan,3995,3995,3995,3995,3995,3995,3995,3995,True,True
3996,223,0,Nia,3996,3996,3996,3996,3996,3996,3996,3996,True,True
3997,223,1,Ari,3997,3997,3997,3997,3997,3997,3997,3997,True,True
3998,223,2,Fay,3998,3998,3998,3998,3998,3998,3998,3998,True,True
3999,223,3,Milo,3999,3999,3999,3999,3999,3999,3999,3999,True,True
4000,223,4,Sera,4000,4000,4000,4000,4000,4000,4000,4000,True,True
4001,223,5,Tovan,4001,4001,4001,4001,4001,4001,4001,4001,True,True
4002,223,6,Nia,4002,4002,4002,4002,4002,4002,4002,4002,True,True
4003,223,7,Ari,4003,4003,4003,4003,4003,4003,4003,4003,True,True
4004,223,8,Fay,4004,4004,4004,4004,4004,4004,4004,4004,True,True
4005,223,9,Milo,4005,4005,4005,4005,4005,4005,4005,4005,True,True
4006,223,10,Sera,4006,4006,4006,4006,4006,4006,4006,4006,True,True
4007,223,11,Tovan,4007,4007,4007,4007,4007,4007,4007,4007,True,True
4008,223,12,Nia,4008,4008,4008,4008,4008,4008,4008,4008,True,True
4009,223,13,Ari,4009,4009,4009,4009,4009,4009,4009,4009,True,True
4010,223,14,Fay,4010,4010,4010,4010,4010,4010,4010,4010,True,True
4011,223,15,Milo,4011,4011,4011,4011,4011,4011,4011,4011,True,True
4012,223,16,Sera,4012,4012,4012,4012,4012,4012,4012,4012,True,True
4013,223,17,Tovan,4013,4013,4013,4013,4013,4013,4013,4013,True,True
4014,224,0,Nia,4014,4014,4014,4014,4014,4014,4014,4014,True,True
4015,224,1,Ari,4015,4015,4015,4015,4015,4015,4015,4015,True,True
4016,224,2,Fay,4016,4016,4016,4016,4016,4016,4016,4016,True,True
4017,224,3,Milo,4017,4017,4017,4017,4017,4017,4017,4017,True,True
4018,224,4,Sera,4018,4018,4018,4018,4018,4018,4018,4018,True,True
4019,224,5,Tovan,4019,4019,4019,4019,4019,4019,4019,4019,True,True
4020,224,6,Nia,4020,4020,4020,4020,4020,4020,4020,4020,True,True
4021,224,7,Ari,4021,4021,4021,4021,4021,4021,4021,4021,True,True
4022,224,8,Fay,4022,4022,4022,4022,4022,4022,4022,4022,True,True
4023,224,9,Milo,4023,4023,4023,4023,4023,4023,4023,4023,True,True
4024,224,10,Sera,4024,4024,4024,4024,4024,4024,4024,4024,True,True
4025,224,11,Tovan,4025,4025,4025,4025,4025,4025,4025,4025,True,True
4026,224,12,Nia,4026,4026,4026,4026,4026,4026,4026,4026,True,True
4027,224,13,Ari,4027,4027,4027,4027,4027,4027,4027,4027,True,True
4028,224,14,Fay,4028,4028,4028,4028,4028,4028,4028,4028,True,True
4029,224,15,Milo,4029,4029,4029,4029,4029,4029,4029,4029,True,True
4030,224,16,Sera,4030,4030,4030,4030,4030,4030,4030,4030,True,True
4031,224,17,Tovan,4031,4031,4031,4031,4031,4031,4031,4031,True,True
4032,225,0,Nia,4032,4032,4032,4032,4032,4032,4032,4032,True,True
4033,225,1,Ari,4033,4033,4033,4033,4033,4033,4033,4033,True,True
4034,225,2,Fay,4034,4034,4034,4034,4034,4034,4034,4034,True,True
4035,225,3,Milo,4035,4035,4035,4035,4035,4035,4035,4035,True,True
4036,225,4,Sera,4036,4036,4036,4036,4036,4036,4036,4036,True,True
4037,225,5,Tovan,4037,4037,4037,4037,4037,4037,4037,4037,True,True
4038,225,6,Nia,4038,4038,4038,4038,4038,4038,4038,4038,True,True
4039,225,7,Ari,4039,4039,4039,4039,4039,4039,4039,4039,True,True
4040,225,8,Fay,4040,4040,4040,4040,4040,4040,4040,4040,True,True
4041,225,9,Milo,4041,4041,4041,4041,4041,4041,4041,4041,True,True
4042,225,10,Sera,4042,4042,4042,4042,4042,4042,4042,4042,True,True
4043,225,11,Tovan,4043,4043,4043,4043,4043,4043,4043,4043,True,True
4044,225,12,Nia,4044,4044,4044,4044,4044,4044,4044,4044,True,True
4045,225,13,Ari,4045,4045,4045,4045,4045,4045,4045,4045,True,True
