tick_id,day,settlement_id,resident_id,partner_id,requested_rest_minutes,workload_before,workload_after,fatigue_before,fatigue_after,autonomy_respected,refusal_or_delay,visible_rest_marker,recovery_path_open,schedule_tradeoff_recorded
3226,180,cinder_garden,Juno,Pax,15,0.184,0.18,0.0444,0.0084,True,short pause negotiated,True,True,True
3227,180,lichen_bridge,Luma,Rin,20,0.18,0.18,0.5711,0.5351,True,short pause negotiated,True,True,True
3228,180,orchid_engine,Dax,Eli,25,0.18,0.18,0.52848,0.49248,True,short pause negotiated,True,True,True
3229,180,moss_ward,Tala,Ari,30,0.18,0.18,0.56944,0.53344,True,short pause negotiated,True,True,True
3231,180,cinder_garden,Pax,Vale,40,0.18,0.18,0.3111,0.2511,True,rest granted before duty resumes,True,True,True
3233,180,orchid_engine,Eli,Bea,50,0.18,0.18,0.59974,0.56374,True,short pause negotiated,True,True,True
3234,180,moss_ward,Ari,Fay,15,0.188,0.18,0.4173,0.3813,True,short pause negotiated,True,True,True
3235,180,glass_harbor,Oren,Puck,20,0.18,0.18,0.5669,0.5309,True,short pause negotiated,True,True,True
3236,180,cinder_garden,Vale,Wren,25,0.184,0.18,0.61188,0.57588,True,short pause negotiated,True,True,True
3237,180,lichen_bridge,Sol,Kio,30,0.18,0.18,0.57344,0.53744,True,short pause negotiated,True,True,True
3239,180,moss_ward,Fay,Milo,40,0.18,0.18,0.5597,0.5237,True,short pause negotiated,True,True,True
3240,181,cinder_garden,Juno,Pax,40,0.184,0.18,0.0402,0.0102,True,delayed with named relief time,True,True,True
3241,181,lichen_bridge,Luma,Rin,45,0.18,0.18,0.57122,0.53522,True,short pause negotiated,True,True,True
3243,181,moss_ward,Tala,Ari,15,0.18,0.18,0.5782,0.5422,True,short pause negotiated,True,True,True
3245,181,cinder_garden,Pax,Vale,25,0.18,0.18,0.28722,0.25122,True,short pause negotiated,True,True,True
3246,181,lichen_bridge,Rin,Sol,30,0.18,0.18,0.52032,0.48432,True,short pause negotiated,True,True,True
3247,181,orchid_engine,Eli,Bea,35,0.18,0.18,0.6085,0.5725,True,short pause negotiated,True,True,True
3249,181,glass_harbor,Oren,Puck,45,0.18,0.18,0.52702,0.49102,True,short pause negotiated,True,True,True
3250,181,cinder_garden,Vale,Wren,50,0.184,0.18,0.61632,0.58032,True,short pause negotiated,True,True,True
3251,181,lichen_bridge,Sol,Kio,15,0.18,0.18,0.5822,0.5462,True,short pause negotiated,True,True,True
3252,181,orchid_engine,Bea,Cai,20,0.18,0.18,0.356,0.32,True,short pause negotiated,True,True,True
3254,181,glass_harbor,Puck,Sera,30,0.18,0.18,0.56364,0.52764,True,short pause negotiated,True,True,True
3255,181,cinder_garden,Wren,Juno,35,0.18,0.18,0.6222,0.5622,True,rest granted before duty resumes,True,True,True
3257,181,orchid_engine,Cai,Dax,45,0.18,0.18,0.55242,0.51642,True,short pause negotiated,True,True,True
3258,182,glass_harbor,Nia,Oren,45,0.18,0.18,0.4061,0.3701,True,short pause negotiated,True,True,True
3259,182,cinder_garden,Pax,Vale,50,0.18,0.18,0.28734,0.25134,True,short pause negotiated,True,True,True
3261,182,orchid_engine,Eli,Bea,20,0.18,0.18,0.54726,0.51126,True,short pause negotiated,True,True,True
3264,182,cinder_garden,Vale,Wren,35,0.184,0.18,0.62076,0.56076,True,rest granted before duty resumes,True,True,True
3265,182,lichen_bridge,Sol,Kio,40,0.18,0.18,0.59096,0.55496,True,short pause negotiated,True,True,True
3267,182,moss_ward,Fay,Milo,50,0.18,0.18,0.52594,0.48994,True,short pause negotiated,True,True,True
3268,182,glass_harbor,Puck,Sera,15,0.18,0.18,0.56808,0.53208,True,short pause negotiated,True,True,True
3269,182,cinder_garden,Wren,Juno,20,0.18,0.18,0.60696,0.57096,True,short pause negotiated,True,True,True
3270,182,lichen_bridge,Kio,Luma,25,0.18,0.18,0.374,0.338,True,short pause negotiated,True,True,True
3271,182,orchid_engine,Cai,Dax,30,0.18,0.18,0.55254,0.51654,True,short pause negotiated,True,True,True
3272,182,moss_ward,Milo,Tala,35,0.18,0.18,0.55032,0.52032,True,delayed with named relief time,True,True,True
3273,182,glass_harbor,Sera,Nia,40,0.18,0.18,0.5531,0.5171,True,short pause negotiated,True,True,True
3274,182,cinder_garden,Juno,Pax,45,0.184,0.18,0.042,0.006,True,short pause negotiated,True,True,True
3275,182,lichen_bridge,Luma,Rin,50,0.18,0.18,0.57134,0.53534,True,short pause negotiated,True,True,True
3276,183,moss_ward,Ari,Fay,50,0.184,0.18,0.4067,0.3707,True,short pause negotiated,True,True,True
3277,183,glass_harbor,Oren,Puck,15,0.18,0.18,0.56326,0.52726,True,short pause negotiated,True,True,True
3278,183,cinder_garden,Vale,Wren,20,0.184,0.18,0.6012,0.5652,True,short pause negotiated,True,True,True
3279,183,lichen_bridge,Sol,Kio,25,0.18,0.18,0.59972,0.56372,True,short pause negotiated,True,True,True
3282,183,glass_harbor,Puck,Sera,40,0.18,0.18,0.57252,0.53652,True,short pause negotiated,True,True,True
3283,183,cinder_garden,Wren,Juno,45,0.18,0.18,0.61572,0.57972,True,short pause negotiated,True,True,True
3285,183,orchid_engine,Cai,Dax,15,0.18,0.18,0.55266,0.51666,True,short pause negotiated,True,True,True
3286,183,moss_ward,Milo,Tala,20,0.18,0.18,0.56076,0.52476,True,short pause negotiated,True,True,True
3288,183,cinder_garden,Juno,Pax,30,0.184,0.18,0.0378,0.0078,True,delayed with named relief time,True,True,True
3289,183,lichen_bridge,Luma,Rin,35,0.18,0.18,0.57146,0.53546,True,short pause negotiated,True,True,True
3291,183,moss_ward,Tala,Ari,45,0.18,0.18,0.51696,0.48096,True,short pause negotiated,True,True,True
3293,183,cinder_garden,Pax,Vale,15,0.18,0.18,0.28746,0.25146,True,short pause negotiated,True,True,True
3294,184,orchid_engine,Bea,Cai,15,0.192,0.18,0.4154,0.3794,True,short pause negotiated,True,True,True
3295,184,moss_ward,Fay,Milo,20,0.18,0.18,0.56218,0.52618,True,short pause negotiated,True,True,True
3297,184,cinder_garden,Wren,Juno,30,0.18,0.18,0.62448,0.56448,True,rest granted before duty resumes,True,True,True
3299,184,orchid_engine,Cai,Dax,40,0.18,0.18,0.55278,0.51678,True,short pause negotiated,True,True,True
3300,184,moss_ward,Milo,Tala,45,0.18,0.18,0.4952,0.4592,True,short pause negotiated,True,True,True
3302,184,cinder_garden,Juno,Pax,15,0.184,0.18,0.0396,0.0036,True,short pause negotiated,True,True,True
3303,184,lichen_bridge,Luma,Rin,20,0.18,0.18,0.57158,0.53558,True,short pause negotiated,True,True,True
3304,184,orchid_engine,Dax,Eli,25,0.18,0.18,0.5438,0.5138,True,delayed with named relief time,True,True,True
3306,184,glass_harbor,Nia,Oren,35,0.184,0.18,0.4337,0.3977,True,short pause negotiated,True,True,True
3307,184,cinder_garden,Pax,Vale,40,0.18,0.18,0.28758,0.25158,True,short pause negotiated,True,True,True
3309,184,orchid_engine,Eli,Bea,50,0.18,0.18,0.55602,0.52002,True,short pause negotiated,True,True,True
3311,184,glass_harbor,Oren,Puck,20,0.18,0.18,0.56338,0.52738,True,short pause negotiated,True,True,True
3312,185,lichen_bridge,Kio,Luma,20,0.18,0.18,0.4334,0.4034,True,delayed with named relief time,True,True,True
3313,185,orchid_engine,Cai,Dax,25,0.18,0.18,0.5529,0.5169,True,short pause negotiated,True,True,True
3315,185,glass_harbor,Sera,Nia,35,0.18,0.18,0.58138,0.54538,True,short pause negotiated,True,True,True
3316,185,cinder_garden,Juno,Pax,40,0.184,0.18,0.0354,0.0,True,short pause negotiated,True,True,True
3317,185,lichen_bridge,Luma,Rin,45,0.18,0.18,0.5717,0.5357,True,short pause negotiated,True,True,True
3318,185,orchid_engine,Dax,Eli,50,0.18,0.18,0.55424,0.51824,True,short pause negotiated,True,True,True
3319,185,moss_ward,Tala,Ari,15,0.18,0.18,0.57048,0.53448,True,short pause negotiated,True,True,True
3321,185,cinder_garden,Pax,Vale,25,0.18,0.18,0.2877,0.2517,True,short pause negotiated,True,True,True
3323,185,orchid_engine,Eli,Bea,35,0.18,0.18,0.56478,0.52878,True,short pause negotiated,True,True,True
3324,185,moss_ward,Ari,Fay,40,0.188,0.18,0.4343,0.3983,True,short pause negotiated,True,True,True
3326,185,cinder_garden,Vale,Wren,50,0.184,0.18,0.60564,0.56964,True,short pause negotiated,True,True,True
3327,185,lichen_bridge,Sol,Kio,15,0.18,0.18,0.60848,0.57248,True,short pause negotiated,True,True,True
3330,186,cinder_garden,Juno,Pax,25,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3331,186,lichen_bridge,Luma,Rin,30,0.18,0.18,0.57182,0.53582,True,short pause negotiated,True,True,True
3332,186,orchid_engine,Dax,Eli,35,0.18,0.18,0.55868,0.52268,True,short pause negotiated,True,True,True
3333,186,moss_ward,Tala,Ari,40,0.18,0.18,0.57924,0.54324,True,short pause negotiated,True,True,True
3335,186,cinder_garden,Pax,Vale,50,0.18,0.18,0.28782,0.25182,True,short pause negotiated,True,True,True
3336,186,lichen_bridge,Rin,Sol,15,0.18,0.18,0.57608,0.54608,True,delayed with named relief time,True,True,True
3339,186,glass_harbor,Oren,Puck,30,0.18,0.18,0.52962,0.49362,True,short pause negotiated,True,True,True
3340,186,cinder_garden,Vale,Wren,35,0.184,0.18,0.61008,0.57408,True,short pause negotiated,True,True,True
3341,186,lichen_bridge,Sol,Kio,40,0.18,0.18,0.61724,0.58124,True,short pause negotiated,True,True,True
3342,186,orchid_engine,Bea,Cai,45,0.188,0.18,0.373,0.337,True,short pause negotiated,True,True,True
3344,186,glass_harbor,Puck,Sera,15,0.18,0.18,0.5474,0.5174,True,delayed with named relief time,True,True,True
3345,186,cinder_garden,Wren,Juno,20,0.18,0.18,0.60924,0.57324,True,short pause negotiated,True,True,True
3347,186,orchid_engine,Cai,Dax,30,0.18,0.18,0.55302,0.51702,True,short pause negotiated,True,True,True
3348,187,glass_harbor,Nia,Oren,30,0.18,0.18,0.4231,0.3871,True,short pause negotiated,True,True,True
3349,187,cinder_garden,Pax,Vale,35,0.18,0.18,0.28794,0.25194,True,short pause negotiated,True,True,True
3350,187,lichen_bridge,Rin,Sol,40,0.18,0.18,0.58652,0.55052,True,short pause negotiated,True,True,True
3351,187,orchid_engine,Eli,Bea,45,0.18,0.18,0.5483,0.5123,True,short pause negotiated,True,True,True
3354,187,cinder_garden,Vale,Wren,20,0.184,0.18,0.61452,0.57852,True,short pause negotiated,True,True,True
3355,187,lichen_bridge,Sol,Kio,25,0.18,0.18,0.626,0.566,True,rest granted before duty resumes,True,True,True
3357,187,moss_ward,Fay,Milo,35,0.18,0.18,0.56454,0.52854,True,short pause negotiated,True,True,True
3358,187,glass_harbor,Puck,Sera,40,0.18,0.18,0.55784,0.52184,True,short pause negotiated,True,True,True
3359,187,cinder_garden,Wren,Juno,45,0.18,0.18,0.618,0.582,True,short pause negotiated,True,True,True
3360,187,lichen_bridge,Kio,Luma,50,0.184,0.18,0.397,0.367,True,delayed with named relief time,True,True,True
3361,187,orchid_engine,Cai,Dax,15,0.18,0.18,0.55314,0.51714,True,short pause negotiated,True,True,True
3362,187,moss_ward,Milo,Tala,20,0.18,0.18,0.54008,0.50408,True,short pause negotiated,True,True,True
3363,187,glass_harbor,Sera,Nia,25,0.18,0.18,0.52014,0.48414,True,short pause negotiated,True,True,True
3364,187,cinder_garden,Juno,Pax,30,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3365,187,lichen_bridge,Luma,Rin,35,0.18,0.18,0.57194,0.53594,True,short pause negotiated,True,True,True
3366,188,moss_ward,Ari,Fay,35,0.188,0.18,0.4237,0.3877,True,short pause negotiated,True,True,True
3367,188,glass_harbor,Oren,Puck,40,0.18,0.18,0.56586,0.52986,True,short pause negotiated,True,True,True
3368,188,cinder_garden,Vale,Wren,45,0.184,0.18,0.61896,0.58896,True,delayed with named relief time,True,True,True
3369,188,lichen_bridge,Sol,Kio,50,0.18,0.18,0.61076,0.57476,True,short pause negotiated,True,True,True
3371,188,moss_ward,Fay,Milo,20,0.18,0.18,0.56466,0.52866,True,short pause negotiated,True,True,True
3372,188,glass_harbor,Puck,Sera,25,0.18,0.18,0.49228,0.45628,True,short pause negotiated,True,True,True
3373,188,cinder_garden,Wren,Juno,30,0.18,0.18,0.62676,0.56676,True,rest granted before duty resumes,True,True,True
3375,188,orchid_engine,Cai,Dax,40,0.18,0.18,0.51326,0.47726,True,short pause negotiated,True,True,True
3378,188,cinder_garden,Juno,Pax,15,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3379,188,lichen_bridge,Luma,Rin,20,0.18,0.18,0.57206,0.53606,True,short pause negotiated,True,True,True
3380,188,orchid_engine,Dax,Eli,25,0.18,0.18,0.56312,0.52712,True,short pause negotiated,True,True,True
3381,188,moss_ward,Tala,Ari,30,0.18,0.18,0.588,0.552,True,short pause negotiated,True,True,True
3383,188,cinder_garden,Pax,Vale,40,0.18,0.18,0.28806,0.25206,True,short pause negotiated,True,True,True
3384,189,orchid_engine,Bea,Cai,40,0.184,0.18,0.3924,0.3624,True,delayed with named relief time,True,True,True
3387,189,cinder_garden,Wren,Juno,15,0.18,0.18,0.61152,0.57552,True,short pause negotiated,True,True,True
3390,189,moss_ward,Milo,Tala,30,0.18,0.18,0.51496,0.47896,True,short pause negotiated,True,True,True
3391,189,glass_harbor,Sera,Nia,35,0.18,0.18,0.57366,0.53766,True,short pause negotiated,True,True,True
3392,189,cinder_garden,Juno,Pax,40,0.184,0.18,0.0318,0.0018,True,delayed with named relief time,True,True,True
3393,189,lichen_bridge,Luma,Rin,45,0.18,0.18,0.53218,0.49618,True,short pause negotiated,True,True,True
3394,189,orchid_engine,Dax,Eli,50,0.18,0.18,0.56756,0.53156,True,short pause negotiated,True,True,True
3395,189,moss_ward,Tala,Ari,15,0.18,0.18,0.59676,0.56076,True,short pause negotiated,True,True,True
3396,189,glass_harbor,Nia,Oren,20,0.18,0.18,0.4507,0.4147,True,short pause negotiated,True,True,True
3397,189,cinder_garden,Pax,Vale,25,0.18,0.18,0.28818,0.25218,True,short pause negotiated,True,True,True
3398,189,lichen_bridge,Rin,Sol,30,0.18,0.18,0.59096,0.55496,True,short pause negotiated,True,True,True
3399,189,orchid_engine,Eli,Bea,35,0.18,0.18,0.55706,0.52106,True,short pause negotiated,True,True,True
3402,190,lichen_bridge,Kio,Luma,45,0.18,0.18,0.4224,0.3864,True,short pause negotiated,True,True,True
3403,190,orchid_engine,Cai,Dax,50,0.18,0.18,0.5495,0.5135,True,short pause negotiated,True,True,True
3405,190,glass_harbor,Sera,Nia,20,0.18,0.18,0.58242,0.54642,True,short pause negotiated,True,True,True
3406,190,cinder_garden,Juno,Pax,25,0.184,0.18,0.0336,0.0,True,short pause negotiated,True,True,True
3408,190,orchid_engine,Dax,Eli,35,0.18,0.18,0.572,0.542,True,delayed with named relief time,True,True,True
3409,190,moss_ward,Tala,Ari,40,0.18,0.18,0.60552,0.56952,True,short pause negotiated,True,True,True
3411,190,cinder_garden,Pax,Vale,50,0.18,0.18,0.2883,0.2523,True,short pause negotiated,True,True,True
3412,190,lichen_bridge,Rin,Sol,15,0.18,0.18,0.5954,0.5594,True,short pause negotiated,True,True,True
3413,190,orchid_engine,Eli,Bea,20,0.18,0.18,0.56582,0.52982,True,short pause negotiated,True,True,True
3414,190,moss_ward,Ari,Fay,25,0.188,0.18,0.3813,0.3453,True,short pause negotiated,True,True,True
3416,190,cinder_garden,Vale,Wren,35,0.184,0.18,0.6294,0.5694,True,rest granted before duty resumes,True,True,True
3417,190,lichen_bridge,Sol,Kio,40,0.18,0.18,0.61952,0.58352,True,short pause negotiated,True,True,True
3420,191,cinder_garden,Juno,Pax,50,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3421,191,lichen_bridge,Luma,Rin,15,0.18,0.18,0.56842,0.53242,True,short pause negotiated,True,True,True
3423,191,moss_ward,Tala,Ari,25,0.18,0.18,0.54428,0.50828,True,short pause negotiated,True,True,True
3425,191,cinder_garden,Pax,Vale,35,0.18,0.18,0.28842,0.25242,True,short pause negotiated,True,True,True
3426,191,lichen_bridge,Rin,Sol,40,0.18,0.18,0.59984,0.56384,True,short pause negotiated,True,True,True
3427,191,orchid_engine,Eli,Bea,45,0.18,0.18,0.57458,0.53858,True,short pause negotiated,True,True,True
3429,191,glass_harbor,Oren,Puck,15,0.18,0.18,0.56822,0.53222,True,short pause negotiated,True,True,True
3430,191,cinder_garden,Vale,Wren,20,0.184,0.18,0.60984,0.57384,True,short pause negotiated,True,True,True
3431,191,lichen_bridge,Sol,Kio,25,0.18,0.18,0.55828,0.52228,True,short pause negotiated,True,True,True
3432,191,orchid_engine,Bea,Cai,30,0.18,0.18,0.426,0.396,True,delayed with named relief time,True,True,True
3433,191,moss_ward,Fay,Milo,35,0.18,0.18,0.56702,0.53102,True,short pause negotiated,True,True,True
3435,191,cinder_garden,Wren,Juno,45,0.18,0.18,0.62028,0.56028,True,rest granted before duty resumes,True,True,True
3437,191,orchid_engine,Cai,Dax,15,0.18,0.18,0.54962,0.51362,True,short pause negotiated,True,True,True
3438,192,glass_harbor,Nia,Oren,15,0.18,0.18,0.4401,0.4041,True,short pause negotiated,True,True,True
3439,192,cinder_garden,Pax,Vale,20,0.18,0.18,0.28854,0.25254,True,short pause negotiated,True,True,True
3441,192,orchid_engine,Eli,Bea,30,0.18,0.18,0.58334,0.54734,True,short pause negotiated,True,True,True
3443,192,glass_harbor,Oren,Puck,40,0.18,0.18,0.56834,0.53234,True,short pause negotiated,True,True,True
3444,192,cinder_garden,Vale,Wren,45,0.184,0.18,0.61428,0.57828,True,short pause negotiated,True,True,True
3445,192,lichen_bridge,Sol,Kio,50,0.18,0.18,0.56704,0.53104,True,short pause negotiated,True,True,True
3447,192,moss_ward,Fay,Milo,20,0.18,0.18,0.56714,0.53114,True,short pause negotiated,True,True,True
3449,192,cinder_garden,Wren,Juno,30,0.18,0.18,0.60504,0.56904,True,short pause negotiated,True,True,True
3450,192,lichen_bridge,Kio,Luma,35,0.18,0.18,0.45,0.414,True,short pause negotiated,True,True,True
3453,192,glass_harbor,Sera,Nia,50,0.18,0.18,0.59118,0.55518,True,short pause negotiated,True,True,True
3454,192,cinder_garden,Juno,Pax,15,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3455,192,lichen_bridge,Luma,Rin,20,0.18,0.18,0.56854,0.53254,True,short pause negotiated,True,True,True
3456,193,moss_ward,Ari,Fay,20,0.18,0.18,0.4407,0.4107,True,delayed with named relief time,True,True,True
3458,193,cinder_garden,Vale,Wren,30,0.184,0.18,0.61872,0.58272,True,short pause negotiated,True,True,True
3459,193,lichen_bridge,Sol,Kio,35,0.18,0.18,0.5758,0.5398,True,short pause negotiated,True,True,True
3461,193,moss_ward,Fay,Milo,45,0.18,0.18,0.56726,0.53126,True,short pause negotiated,True,True,True
3462,193,glass_harbor,Puck,Sera,50,0.18,0.18,0.54804,0.51204,True,short pause negotiated,True,True,True
3463,193,cinder_garden,Wren,Juno,15,0.18,0.18,0.6138,0.5778,True,short pause negotiated,True,True,True
3465,193,orchid_engine,Cai,Dax,25,0.18,0.18,0.51586,0.47986,True,short pause negotiated,True,True,True
3467,193,glass_harbor,Sera,Nia,35,0.18,0.18,0.59994,0.56394,True,short pause negotiated,True,True,True
3468,193,cinder_garden,Juno,Pax,40,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3469,193,lichen_bridge,Luma,Rin,45,0.18,0.18,0.56866,0.53266,True,short pause negotiated,True,True,True
3470,193,orchid_engine,Dax,Eli,50,0.18,0.18,0.55288,0.51688,True,short pause negotiated,True,True,True
3471,193,moss_ward,Tala,Ari,15,0.18,0.18,0.55304,0.51704,True,short pause negotiated,True,True,True
3473,193,cinder_garden,Pax,Vale,25,0.18,0.18,0.28866,0.25266,True,short pause negotiated,True,True,True
3474,194,orchid_engine,Bea,Cai,25,0.184,0.18,0.4214,0.3854,True,short pause negotiated,True,True,True
3475,194,moss_ward,Fay,Milo,30,0.18,0.18,0.56738,0.53138,True,short pause negotiated,True,True,True
3476,194,glass_harbor,Puck,Sera,35,0.18,0.18,0.55248,0.51648,True,short pause negotiated,True,True,True
3477,194,cinder_garden,Wren,Juno,40,0.18,0.18,0.62256,0.56256,True,rest granted before duty resumes,True,True,True
3480,194,moss_ward,Milo,Tala,15,0.18,0.18,0.57072,0.54072,True,delayed with named relief time,True,True,True
3481,194,glass_harbor,Sera,Nia,20,0.18,0.18,0.6087,0.5727,True,short pause negotiated,True,True,True
3482,194,cinder_garden,Juno,Pax,25,0.184,0.18,0.0318,0.0,True,short pause negotiated,True,True,True
3483,194,lichen_bridge,Luma,Rin,30,0.18,0.18,0.56878,0.53278,True,short pause negotiated,True,True,True
3484,194,orchid_engine,Dax,Eli,35,0.18,0.18,0.55732,0.52132,True,short pause negotiated,True,True,True
3485,194,moss_ward,Tala,Ari,40,0.18,0.18,0.5618,0.5258,True,short pause negotiated,True,True,True
3486,194,glass_harbor,Nia,Oren,45,0.18,0.18,0.3977,0.3617,True,short pause negotiated,True,True,True
3487,194,cinder_garden,Pax,Vale,50,0.18,0.18,0.28878,0.22878,True,rest granted before duty resumes,True,True,True
3488,194,lichen_bridge,Rin,Sol,15,0.18,0.18,0.57472,0.54472,True,delayed with named relief time,True,True,True
3489,194,orchid_engine,Eli,Bea,20,0.18,0.18,0.5221,0.4861,True,short pause negotiated,True,True,True
3492,195,lichen_bridge,Kio,Luma,30,0.18,0.18,0.4394,0.4034,True,short pause negotiated,True,True,True
3493,195,orchid_engine,Cai,Dax,35,0.18,0.18,0.5521,0.5161,True,short pause negotiated,True,True,True
3494,195,moss_ward,Milo,Tala,40,0.18,0.18,0.58116,0.54516,True,short pause negotiated,True,True,True
3495,195,glass_harbor,Sera,Nia,45,0.18,0.18,0.54746,0.51146,True,short pause negotiated,True,True,True
3496,195,cinder_garden,Juno,Pax,50,0.184,0.18,0.0318,0.0018,True,delayed with named relief time,True,True,True
3497,195,lichen_bridge,Luma,Rin,15,0.18,0.18,0.5689,0.5329,True,short pause negotiated,True,True,True
3498,195,orchid_engine,Dax,Eli,20,0.18,0.18,0.49176,0.45576,True,short pause negotiated,True,True,True
3499,195,moss_ward,Tala,Ari,25,0.18,0.18,0.57056,0.53456,True,short pause negotiated,True,True,True
3501,195,cinder_garden,Pax,Vale,35,0.18,0.18,0.2649,0.2289,True,short pause negotiated,True,True,True
3502,195,lichen_bridge,Rin,Sol,40,0.18,0.18,0.58516,0.54916,True,short pause negotiated,True,True,True
3504,195,moss_ward,Ari,Fay,50,0.184,0.18,0.4043,0.3743,True,delayed with named relief time,True,True,True
3505,195,glass_harbor,Oren,Puck,15,0.18,0.18,0.5707,0.5347,True,short pause negotiated,True,True,True
3506,195,cinder_garden,Vale,Wren,20,0.184,0.18,0.62316,0.56316,True,rest granted before duty resumes,True,True,True
3507,195,lichen_bridge,Sol,Kio,25,0.18,0.18,0.51456,0.47856,True,short pause negotiated,True,True,True
3509,195,moss_ward,Fay,Milo,35,0.18,0.18,0.5675,0.5315,True,short pause negotiated,True,True,True
3510,196,cinder_garden,Juno,Pax,35,0.184,0.18,0.0336,0.0,True,short pause negotiated,True,True,True
3511,196,lichen_bridge,Luma,Rin,40,0.18,0.18,0.56902,0.53302,True,short pause negotiated,True,True,True
3513,196,moss_ward,Tala,Ari,50,0.18,0.18,0.57932,0.54332,True,short pause negotiated,True,True,True
3515,196,cinder_garden,Pax,Vale,20,0.18,0.18,0.26502,0.22902,True,short pause negotiated,True,True,True
3516,196,lichen_bridge,Rin,Sol,25,0.18,0.18,0.5196,0.4836,True,short pause negotiated,True,True,True
3517,196,orchid_engine,Eli,Bea,30,0.18,0.18,0.57562,0.53962,True,short pause negotiated,True,True,True
3519,196,glass_harbor,Oren,Puck,40,0.18,0.18,0.57082,0.53482,True,short pause negotiated,True,True,True
3520,196,cinder_garden,Vale,Wren,45,0.184,0.18,0.6036,0.5736,True,delayed with named relief time,True,True,True
3522,196,orchid_engine,Bea,Cai,15,0.18,0.18,0.449,0.413,True,short pause negotiated,True,True,True
3523,196,moss_ward,Fay,Milo,20,0.18,0.18,0.56762,0.53162,True,short pause negotiated,True,True,True
3525,196,cinder_garden,Wren,Juno,30,0.18,0.18,0.60732,0.57132,True,short pause negotiated,True,True,True
3528,197,glass_harbor,Nia,Oren,40,0.18,0.18,0.4571,0.4271,True,delayed with named relief time,True,True,True
3529,197,cinder_garden,Pax,Vale,45,0.18,0.18,0.26514,0.22914,True,short pause negotiated,True,True,True
3531,197,orchid_engine,Eli,Bea,15,0.18,0.18,0.58438,0.54838,True,short pause negotiated,True,True,True
3534,197,cinder_garden,Vale,Wren,30,0.184,0.18,0.61404,0.57804,True,short pause negotiated,True,True,True
3535,197,lichen_bridge,Sol,Kio,35,0.18,0.18,0.56808,0.53208,True,short pause negotiated,True,True,True
3537,197,moss_ward,Fay,Milo,45,0.18,0.18,0.52774,0.49174,True,short pause negotiated,True,True,True
3539,197,cinder_garden,Wren,Juno,15,0.18,0.18,0.61608,0.58008,True,short pause negotiated,True,True,True
3540,197,lichen_bridge,Kio,Luma,20,0.18,0.18,0.467,0.431,True,short pause negotiated,True,True,True
3542,197,moss_ward,Milo,Tala,30,0.18,0.18,0.5856,0.5496,True,short pause negotiated,True,True,True
3543,197,glass_harbor,Sera,Nia,35,0.18,0.18,0.55622,0.52022,True,short pause negotiated,True,True,True
3544,197,cinder_garden,Juno,Pax,40,0.184,0.18,0.0318,0.0018,True,delayed with named relief time,True,True,True
3545,197,lichen_bridge,Luma,Rin,45,0.18,0.18,0.56914,0.53314,True,short pause negotiated,True,True,True
3546,198,moss_ward,Ari,Fay,45,0.18,0.18,0.4297,0.3937,True,short pause negotiated,True,True,True
3548,198,cinder_garden,Vale,Wren,15,0.184,0.18,0.61848,0.58248,True,short pause negotiated,True,True,True
3549,198,lichen_bridge,Sol,Kio,20,0.18,0.18,0.57684,0.54084,True,short pause negotiated,True,True,True
3552,198,glass_harbor,Puck,Sera,35,0.18,0.18,0.5678,0.5378,True,delayed with named relief time,True,True,True
3553,198,cinder_garden,Wren,Juno,40,0.18,0.18,0.62484,0.56484,True,rest granted before duty resumes,True,True,True
3555,198,orchid_engine,Cai,Dax,50,0.18,0.18,0.55446,0.51846,True,short pause negotiated,True,True,True
3556,198,moss_ward,Milo,Tala,15,0.18,0.18,0.59004,0.55404,True,short pause negotiated,True,True,True
3557,198,glass_harbor,Sera,Nia,20,0.18,0.18,0.56498,0.52898,True,short pause negotiated,True,True,True
3558,198,cinder_garden,Juno,Pax,25,0.184,0.18,0.0336,0.0,True,short pause negotiated,True,True,True
3559,198,lichen_bridge,Luma,Rin,30,0.18,0.18,0.56926,0.53326,True,short pause negotiated,True,True,True
3561,198,moss_ward,Tala,Ari,40,0.18,0.18,0.58808,0.55208,True,short pause negotiated,True,True,True
3563,198,cinder_garden,Pax,Vale,50,0.18,0.18,0.26526,0.22926,True,short pause negotiated,True,True,True
3564,199,orchid_engine,Bea,Cai,50,0.184,0.18,0.4384,0.4024,True,short pause negotiated,True,True,True
3565,199,moss_ward,Fay,Milo,15,0.18,0.18,0.56398,0.52798,True,short pause negotiated,True,True,True
3566,199,glass_harbor,Puck,Sera,20,0.18,0.18,0.57824,0.54224,True,short pause negotiated,True,True,True
3567,199,cinder_garden,Wren,Juno,25,0.18,0.18,0.6096,0.5736,True,short pause negotiated,True,True,True
3569,199,orchid_engine,Cai,Dax,35,0.18,0.18,0.55458,0.51858,True,short pause negotiated,True,True,True
3570,199,moss_ward,Milo,Tala,40,0.18,0.18,0.59448,0.55848,True,short pause negotiated,True,True,True
