tick_id,day,settlement_id,resident_id,object_id,owner_id,object_use,action,permission_state,location_before,location_after,carried_after,relationship_before,relationship_after,queue_before,queue_after,consequence_label,consequence_visible,bounded_consequence,rollback_available
2193,122,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2196,123,riverbend,Lio,dry shawl,shared,care,request_permission,granted,dry ridge,dry ridge,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
2199,123,signal,Milo,signal lens,Milo,craft,move_forward,observed,lantern walk,lantern walk,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
2202,123,riverbend,Lio,ridge lantern,Lio,signal,move_forward,observed,wet crossing,wet crossing,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
2205,123,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2206,123,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2208,123,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2209,123,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2211,123,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
2214,124,roofward,Fay,sun lens,Fay,craft,wait_respectfully,observed,glass stair,glass stair,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2217,124,orchard,Mara,apple wrap,shared,care,turn_right,observed,mud row,mud row,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2220,124,roofward,Fay,brass hinge,Fay,repair,turn_right,observed,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2222,124,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
2223,124,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
2225,124,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
2226,124,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2229,124,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
2232,125,archive,Toma,ink ribbon,Toma,craft,listen_memory,observed,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2235,125,repair_ring,Juno,insulated tongs,Juno,repair,approach_resident,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2238,125,archive,Toma,clean cloth,shared,care,approach_resident,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2239,125,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2240,125,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2241,125,repair_ring,Juno,bell gauge,Juno,diagnostic,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2242,125,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2243,125,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
2244,125,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2247,125,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2250,126,signal,Milo,signal lens,Milo,craft,move_forward,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2253,126,riverbend,Lio,ridge lantern,Lio,signal,move_forward,observed,wet crossing,wet crossing,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
2256,126,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2257,126,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2259,126,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2260,126,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2262,126,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2265,126,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
2268,127,orchard,Mara,apple wrap,shared,care,turn_right,observed,mud row,mud row,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
2271,127,roofward,Fay,brass hinge,Fay,repair,turn_right,observed,sun sill,sun sill,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2273,127,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2274,127,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
2276,127,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
2277,127,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
2280,127,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2283,127,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
2286,128,repair_ring,Juno,insulated tongs,Juno,repair,approach_resident,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2289,128,archive,Toma,clean cloth,shared,care,approach_resident,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2290,128,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2291,128,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2292,128,repair_ring,Juno,bell gauge,Juno,diagnostic,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2293,128,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2294,128,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2295,128,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2298,128,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2301,128,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2303,128,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2304,129,riverbend,Lio,ridge lantern,Lio,signal,move_forward,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2307,129,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
2308,129,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
2310,129,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2311,129,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2313,129,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
2316,129,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2319,129,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
2320,129,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
2321,129,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2322,130,roofward,Fay,brass hinge,Fay,repair,turn_right,observed,sun sill,sun sill,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
2324,130,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2325,130,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
2327,130,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2328,130,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
2331,130,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2334,130,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2337,130,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
2338,130,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2340,131,archive,Toma,clean cloth,shared,care,approach_resident,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2341,131,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2342,131,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
2343,131,repair_ring,Juno,bell gauge,Juno,diagnostic,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2344,131,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2345,131,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2346,131,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2349,131,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2352,131,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2354,131,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2355,131,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2357,131,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2358,132,signal,Milo,mast rope,Milo,repair,drop_object,returning,arrival court,arrival court,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
2359,132,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
2361,132,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
2362,132,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
2364,132,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
2367,132,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.064,0.054,respectful pressure reduction,True,True,True
2370,132,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
2371,132,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
2372,132,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2373,132,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.054,0.06,attention cost,True,True,True
2374,132,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.054,0.06,object attention registered,True,True,True
2375,132,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2376,133,orchard,Mara,market token,Mara,trade,request_permission,granted,satchel shed,satchel shed,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
2378,133,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2379,133,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.06,0.056,permission negotiated,True,True,True
2382,133,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
2385,133,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2388,133,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2389,133,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2391,133,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.055,0.061,object attention registered,True,True,True
2392,133,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2394,134,repair_ring,Juno,bell gauge,Juno,diagnostic,wait_respectfully,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2395,134,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2396,134,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.061,0.057,permission negotiated,True,True,True
2397,134,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2400,134,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2403,134,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2405,134,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
2406,134,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2408,134,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2409,134,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2412,135,riverbend,Lio,dry shawl,shared,care,drop_object,returning,dry ridge,dry ridge,False,0.98,0.98,0.064,0.07,object attention registered,True,True,True
2413,135,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.063,0.059,permission negotiated,True,True,True
2415,135,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2418,135,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.07,0.06,respectful pressure reduction,True,True,True
2421,135,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2422,135,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2423,135,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
2424,135,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.06,0.066,attention cost,True,True,True
2425,135,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.059,0.065,object attention registered,True,True,True
2426,135,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2427,135,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2430,136,roofward,Fay,sun lens,Fay,craft,request_permission,granted,glass stair,glass stair,False,0.98,0.98,0.065,0.061,permission negotiated,True,True,True
2433,136,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
2436,136,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.061,0.06,ambient ownership awareness,True,True,True
2439,136,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2440,136,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2442,136,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.06,0.066,object attention registered,True,True,True
2443,136,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2445,136,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
2448,137,archive,Toma,ink ribbon,Toma,craft,wait_respectfully,observed,spool room,spool room,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2451,137,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2454,137,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2456,137,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
2457,137,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
2459,137,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.066,0.072,object attention registered,True,True,True
2460,137,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2463,137,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
2466,138,signal,Milo,signal lens,Milo,craft,listen_memory,observed,lantern walk,lantern walk,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2469,138,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2472,138,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2473,138,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2474,138,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2475,138,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2476,138,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.062,0.068,object attention registered,True,True,True
2477,138,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.052,0.05,permission negotiated,True,True,True
2478,138,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2481,138,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2484,139,orchard,Mara,apple wrap,shared,care,move_forward,observed,mud row,mud row,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2487,139,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.058,0.057,ambient ownership awareness,True,True,True
2490,139,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2491,139,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2493,139,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.057,0.063,object attention registered,True,True,True
2494,139,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2496,139,orchard,Mara,apple wrap,shared,care,listen_memory,observed,mud row,mud row,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2499,139,roofward,Fay,brass hinge,Fay,repair,listen_memory,observed,sun sill,sun sill,False,0.98,0.98,0.063,0.053,respectful pressure reduction,True,True,True
2502,140,repair_ring,Juno,insulated tongs,Juno,repair,turn_right,observed,wire bench,wire bench,False,0.98,0.98,0.052,0.051,ambient ownership awareness,True,True,True
2505,140,archive,Toma,clean cloth,shared,care,turn_right,observed,ink niche,ink niche,False,0.98,0.98,0.056,0.055,ambient ownership awareness,True,True,True
2507,140,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2508,140,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.051,0.05,permission negotiated,True,True,True
2510,140,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.053,0.059,object attention registered,True,True,True
2511,140,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.055,0.051,permission negotiated,True,True,True
2514,140,repair_ring,Juno,insulated tongs,Juno,repair,move_forward,observed,wire bench,wire bench,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2517,140,archive,Toma,clean cloth,shared,care,move_forward,observed,ink niche,ink niche,False,0.98,0.98,0.051,0.05,ambient ownership awareness,True,True,True
2520,141,riverbend,Lio,ridge lantern,Lio,signal,listen_memory,observed,wet crossing,wet crossing,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2523,141,signal,Milo,mast rope,Milo,repair,approach_resident,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,attention cost,True,True,True
2524,141,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.056,0.062,object attention registered,True,True,True
2525,141,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.056,0.052,permission negotiated,True,True,True
2526,141,riverbend,Lio,dry shawl,shared,care,approach_resident,observed,dry ridge,dry ridge,False,0.98,0.98,0.056,0.062,attention cost,True,True,True
2527,141,roofward,Fay,sun lens,Fay,craft,drop_object,returning,glass stair,glass stair,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2528,141,archive,Toma,ink ribbon,Toma,craft,request_permission,granted,spool room,spool room,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2529,141,signal,Milo,signal lens,Milo,craft,wait_respectfully,observed,lantern walk,lantern walk,False,0.98,0.98,0.056,0.05,respectful pressure reduction,True,True,True
2532,141,riverbend,Lio,ridge lantern,Lio,signal,wait_respectfully,observed,wet crossing,wet crossing,False,0.98,0.98,0.062,0.052,respectful pressure reduction,True,True,True
2535,141,signal,Milo,mast rope,Milo,repair,turn_right,observed,arrival court,arrival court,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2537,141,repair_ring,Juno,bell gauge,Juno,diagnostic,drop_object,returning,wire bench,wire bench,False,0.98,0.98,0.052,0.058,object attention registered,True,True,True
2538,142,roofward,Fay,brass hinge,Fay,repair,move_forward,observed,sun sill,sun sill,False,0.98,0.98,0.05,0.056,object attention registered,True,True,True
2541,142,orchard,Mara,market token,Mara,trade,drop_object,returning,satchel shed,satchel shed,False,0.98,0.98,0.058,0.064,object attention registered,True,True,True
2542,142,repair_ring,Juno,bell gauge,Juno,diagnostic,request_permission,granted,wire bench,wire bench,False,0.98,0.98,0.058,0.054,permission negotiated,True,True,True
