tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
2202,123,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2203,123,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.848,0.85,0.003,resident waits for clearer intent,True,True
2204,123,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2205,123,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2206,123,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.838,0.848,0.016,"resident turns toward avatar, shoulders lower",True,True
2207,123,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.794,0.8,0.01,"resident listens, then corrects sequence",True,True
2208,123,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2209,123,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2210,123,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.83,0.832,0.003,resident waits for clearer intent,True,True
2211,123,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2212,123,cinder_garden,Juno,wait at ash path,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2213,123,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2214,124,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2215,124,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2216,124,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2217,124,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.86,0.862,0.003,resident waits for clearer intent,True,True
2218,124,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2219,124,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2220,124,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.858,0.86,0.003,resident waits for clearer intent,True,True
2221,124,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.802,0.79,-0.018,resident steps between avatar and custom boundary,True,True
2222,124,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2223,124,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2224,124,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.834,0.84,0.01,"resident listens, then corrects sequence",True,True
2225,124,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
2226,124,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2227,124,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2228,124,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2229,124,moss_ward,Tala,stand by rain gate,step_back,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
2230,124,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2231,124,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2232,125,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2233,125,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2234,125,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.87,0.872,0.003,resident waits for clearer intent,True,True
2235,125,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.78,0.768,-0.018,resident steps between avatar and custom boundary,True,True
2236,125,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2237,125,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2238,125,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.842,0.83,-0.018,resident steps between avatar and custom boundary,True,True
2239,125,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
2240,125,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2241,125,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2242,125,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.908,0.914,0.01,"resident listens, then corrects sequence",True,True
2243,125,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.924,0.93,0.01,"resident listens, then corrects sequence",True,True
2244,125,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2245,125,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2246,125,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.904,0.914,0.016,"resident turns toward avatar, shoulders lower",True,True
2247,125,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2248,125,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2249,125,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2250,126,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2251,126,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2252,126,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.82,0.808,-0.018,resident steps between avatar and custom boundary,True,True
2253,126,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2254,126,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2255,126,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2256,126,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.924,0.934,0.016,"resident turns toward avatar, shoulders lower",True,True
2257,126,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2258,126,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2259,126,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2260,126,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.924,0.93,0.01,"resident listens, then corrects sequence",True,True
2261,126,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2262,126,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2263,126,glass_harbor,Oren,tap lantern rail,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2264,126,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2265,126,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.864,0.852,-0.018,resident steps between avatar and custom boundary,True,True
2266,126,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2267,126,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2268,127,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2269,127,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2270,127,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.936,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2271,127,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
2272,127,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2273,127,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2274,127,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2275,127,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2276,127,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2277,127,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2278,127,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2279,127,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.842,0.83,-0.018,resident steps between avatar and custom boundary,True,True
2280,127,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2281,127,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2282,127,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.874,0.862,-0.018,resident steps between avatar and custom boundary,True,True
2283,127,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.75,0.76,0.016,"resident turns toward avatar, shoulders lower",True,True
2284,127,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2285,127,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2286,128,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2287,128,cinder_garden,Pax,wait at ash path,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2288,128,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.94,0.94,0.003,resident waits for clearer intent,True,True
2289,128,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2290,128,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2291,128,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2292,128,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2293,128,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.812,0.818,0.01,"resident listens, then corrects sequence",True,True
2294,128,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2295,128,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2296,128,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.852,0.84,-0.018,resident steps between avatar and custom boundary,True,True
2297,128,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.762,0.772,0.016,"resident turns toward avatar, shoulders lower",True,True
2298,128,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2299,128,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2300,128,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.79,0.8,0.016,"resident turns toward avatar, shoulders lower",True,True
2301,128,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2302,128,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2303,128,lichen_bridge,Luma,wait for shared-bowl offer,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2304,129,moss_ward,Ari,stand by rain gate,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2305,129,glass_harbor,Oren,tap lantern rail,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2306,129,cinder_garden,Vale,repeat cool-hand sign,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2307,129,lichen_bridge,Sol,touch rope post,wait_for_resident_lead,respected,0.828,0.838,0.016,"resident turns toward avatar, shoulders lower",True,True
2308,129,orchid_engine,Bea,show palms to valve listener,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2309,129,moss_ward,Fay,wait for warm-cup phrase,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2310,129,glass_harbor,Puck,pause at lamp pier,ask_translation,partially_matched,0.822,0.828,0.01,"resident listens, then corrects sequence",True,True
2311,129,cinder_garden,Wren,wait at ash path,repeat_local_phrase,partially_matched,0.782,0.788,0.01,"resident listens, then corrects sequence",True,True
2312,129,lichen_bridge,Kio,wait for shared-bowl offer,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2313,129,orchid_engine,Cai,stand outside engine ring,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2314,129,moss_ward,Milo,show empty hands,step_back,respected,0.802,0.812,0.016,"resident turns toward avatar, shoulders lower",True,True
2315,129,glass_harbor,Sera,accept tea-before-crossing,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2316,129,cinder_garden,Juno,bow to shade cloth,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2317,129,lichen_bridge,Luma,listen for signal hush,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2318,129,orchid_engine,Dax,wait for orchid-cup,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2319,129,moss_ward,Tala,stand by rain gate,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
2320,129,glass_harbor,Nia,tap lantern rail,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2321,129,cinder_garden,Pax,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2322,130,orchid_engine,Bea,stand outside engine ring,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2323,130,moss_ward,Fay,show empty hands,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2324,130,glass_harbor,Puck,accept tea-before-crossing,wait_for_resident_lead,respected,0.838,0.848,0.016,"resident turns toward avatar, shoulders lower",True,True
2325,130,cinder_garden,Wren,bow to shade cloth,observe_before_speaking,respected,0.79,0.8,0.016,"resident turns toward avatar, shoulders lower",True,True
2326,130,lichen_bridge,Kio,listen for signal hush,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2327,130,orchid_engine,Cai,wait for orchid-cup,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2328,130,moss_ward,Milo,stand by rain gate,repeat_local_phrase,partially_matched,0.822,0.828,0.01,"resident listens, then corrects sequence",True,True
2329,130,glass_harbor,Sera,tap lantern rail,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2330,130,cinder_garden,Juno,repeat cool-hand sign,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2331,130,lichen_bridge,Luma,touch rope post,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2332,130,orchid_engine,Dax,show palms to valve listener,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2333,130,moss_ward,Tala,wait for warm-cup phrase,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
2334,130,glass_harbor,Nia,pause at lamp pier,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2335,130,cinder_garden,Pax,wait at ash path,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2336,130,lichen_bridge,Rin,wait for shared-bowl offer,offer_greeting,partially_matched,0.94,0.94,0.01,"resident listens, then corrects sequence",True,True
2337,130,orchid_engine,Eli,stand outside engine ring,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
2338,130,moss_ward,Ari,show empty hands,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2339,130,glass_harbor,Oren,accept tea-before-crossing,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2340,131,lichen_bridge,Kio,touch rope post,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2341,131,orchid_engine,Cai,show palms to valve listener,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2342,131,moss_ward,Milo,wait for warm-cup phrase,observe_before_speaking,respected,0.83,0.84,0.016,"resident turns toward avatar, shoulders lower",True,True
2343,131,glass_harbor,Sera,pause at lamp pier,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2344,131,cinder_garden,Juno,wait at ash path,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2345,131,lichen_bridge,Luma,wait for shared-bowl offer,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2346,131,orchid_engine,Dax,stand outside engine ring,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2347,131,moss_ward,Tala,show empty hands,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
2348,131,glass_harbor,Nia,accept tea-before-crossing,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2349,131,cinder_garden,Pax,bow to shade cloth,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2350,131,lichen_bridge,Rin,listen for signal hush,interrupt_protocol,warning,0.94,0.928,-0.018,resident steps between avatar and custom boundary,True,True
2351,131,orchid_engine,Eli,wait for orchid-cup,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2352,131,moss_ward,Ari,stand by rain gate,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2353,131,glass_harbor,Oren,tap lantern rail,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2354,131,cinder_garden,Vale,repeat cool-hand sign,ask_translation,partially_matched,0.916,0.922,0.01,"resident listens, then corrects sequence",True,True
2355,131,lichen_bridge,Sol,touch rope post,repeat_local_phrase,partially_matched,0.84,0.846,0.01,"resident listens, then corrects sequence",True,True
2356,131,orchid_engine,Bea,show palms to valve listener,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2357,131,moss_ward,Fay,wait for warm-cup phrase,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2358,132,cinder_garden,Juno,bow to shade cloth,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2359,132,lichen_bridge,Luma,listen for signal hush,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2360,132,orchid_engine,Dax,wait for orchid-cup,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2361,132,moss_ward,Tala,stand by rain gate,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
2362,132,glass_harbor,Nia,tap lantern rail,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2363,132,cinder_garden,Pax,repeat cool-hand sign,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2364,132,lichen_bridge,Rin,touch rope post,touch_restricted_object,warning,0.918,0.906,-0.018,resident steps between avatar and custom boundary,True,True
2365,132,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2366,132,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2367,132,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2368,132,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.932,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2369,132,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.848,0.858,0.016,"resident turns toward avatar, shoulders lower",True,True
2370,132,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2371,132,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2372,132,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.85,0.856,0.01,"resident listens, then corrects sequence",True,True
2373,132,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.81,0.812,0.003,resident waits for clearer intent,True,True
2374,132,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2375,132,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2376,133,glass_harbor,Nia,pause at lamp pier,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2377,133,cinder_garden,Pax,wait at ash path,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2378,133,lichen_bridge,Rin,wait for shared-bowl offer,ask_translation,partially_matched,0.888,0.894,0.01,"resident listens, then corrects sequence",True,True
2379,133,orchid_engine,Eli,stand outside engine ring,repeat_local_phrase,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2380,133,moss_ward,Ari,show empty hands,offer_trade_good,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2381,133,glass_harbor,Oren,accept tea-before-crossing,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2382,133,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2383,133,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.868,0.87,0.003,resident waits for clearer intent,True,True
2384,133,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2385,133,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2386,133,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.858,0.868,0.016,"resident turns toward avatar, shoulders lower",True,True
2387,133,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.814,0.82,0.01,"resident listens, then corrects sequence",True,True
2388,133,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2389,133,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.934,0.94,0.01,"resident listens, then corrects sequence",True,True
2390,133,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.85,0.852,0.003,resident waits for clearer intent,True,True
2391,133,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.938,0.926,-0.018,resident steps between avatar and custom boundary,True,True
2392,133,cinder_garden,Juno,wait at ash path,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2393,133,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.938,0.94,0.003,resident waits for clearer intent,True,True
2394,134,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2395,134,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.886,0.892,0.01,"resident listens, then corrects sequence",True,True
2396,134,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.938,0.94,0.01,"resident listens, then corrects sequence",True,True
2397,134,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.88,0.882,0.003,resident waits for clearer intent,True,True
2398,134,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.916,0.904,-0.018,resident steps between avatar and custom boundary,True,True
2399,134,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.914,0.924,0.016,"resident turns toward avatar, shoulders lower",True,True
2400,134,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.878,0.88,0.003,resident waits for clearer intent,True,True
2401,134,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.822,0.81,-0.018,resident steps between avatar and custom boundary,True,True
2402,134,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.902,0.912,0.016,"resident turns toward avatar, shoulders lower",True,True
2403,134,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.938,0.94,0.016,"resident turns toward avatar, shoulders lower",True,True
2404,134,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.854,0.86,0.01,"resident listens, then corrects sequence",True,True
