tick_id,agent_id,trace_event,payload_hash,public_selector,expected_public_signal,observed_public_signal,private_fields_redacted,replay_exportable,deterministic_order
0,Ari,public_ego_expression,v36-125837,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.51,Ari: turns away with object shielded; consent=no; respect=0.51,True,True,1
817,Fay,public_ego_expression,v36-045367,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.07,Fay: hands open near the ledger; consent=yes_later; respect=0.07,True,True,468
818,Nia,public_ego_expression,v36-217441,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.96,Nia: chin lifted toward the spool; consent=no; respect=0.96,True,True,469
820,Ivo,public_ego_expression,v36-282250,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.74,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.74,True,True,470
823,Fay,public_ego_expression,v36-192119,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.10,Fay: hands open near the ledger; consent=yes_later; respect=0.10,True,True,471
825,Milo,public_ego_expression,v36-180810,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.05,Milo: turns away with object shielded; consent=no; respect=0.05,True,True,472
827,Juno,public_ego_expression,v36-183017,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.08,Juno: turns away with object shielded; consent=no; respect=0.08,True,True,473
828,Fay,public_ego_expression,v36-045698,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.11,Fay: hands open near the ledger; consent=yes_later; respect=0.11,True,True,474
830,Milo,public_ego_expression,v36-180145,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,475
832,Juno,public_ego_expression,v36-302386,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.12,Juno: elbows tucked around the wire; consent=yes_later; respect=0.12,True,True,476
833,Ari,public_ego_expression,v36-155278,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.81,Ari: turns away with object shielded; consent=no; respect=0.81,True,True,477
835,Nia,public_ego_expression,v36-248780,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,478
837,Ivo,public_ego_expression,v36-283577,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.77,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.77,True,True,479
839,Ari,public_ego_expression,v36-156274,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.75,Ari: turns away with object shielded; consent=no; respect=0.75,True,True,480
840,Fay,public_ego_expression,v36-098231,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.13,Fay: hands open near the ledger; consent=yes_later; respect=0.13,True,True,481
842,Milo,public_ego_expression,v36-145881,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,482
844,Juno,public_ego_expression,v36-244829,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.05,Juno: turns away with object shielded; consent=no; respect=0.05,True,True,483
847,Nia,public_ego_expression,v36-217120,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,484
849,Ivo,public_ego_expression,v36-221211,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.71,Ivo: turns away with object shielded; consent=no; respect=0.71,True,True,485
851,Ari,public_ego_expression,v36-336484,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.78,Ari: shoulders angled toward the ridge; consent=no; respect=0.78,True,True,486
852,Fay,public_ego_expression,v36-160905,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.16,Fay: hands open near the ledger; consent=no; respect=0.16,True,True,487
854,Milo,public_ego_expression,v36-398692,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,488
856,Juno,public_ego_expression,v36-183346,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,489
859,Nia,public_ego_expression,v36-155903,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.83,Nia: turns away with object shielded; consent=no; respect=0.83,True,True,490
861,Ivo,public_ego_expression,v36-158499,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.64,Ivo: turns away with object shielded; consent=no; respect=0.64,True,True,491
862,Juno,public_ego_expression,v36-017955,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.10,Juno: softens and faces avatar; consent=yes; respect=0.10,True,True,492
863,Ari,public_ego_expression,v36-369103,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,True,True,493
864,Fay,public_ego_expression,v36-218344,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.10,Fay: turns away with object shielded; consent=no; respect=0.10,True,True,494
866,Milo,public_ego_expression,v36-366207,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.11,Milo: lantern held between body and road; consent=no; respect=0.11,True,True,495
867,Ivo,public_ego_expression,v36-221209,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.58,Ivo: turns away with object shielded; consent=no; respect=0.58,True,True,496
868,Juno,public_ego_expression,v36-272200,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.14,Juno: elbows tucked around the wire; consent=no; respect=0.14,True,True,497
871,Nia,public_ego_expression,v36-217269,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.87,Nia: chin lifted toward the spool; consent=no; respect=0.87,True,True,498
873,Ivo,public_ego_expression,v36-134048,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.59,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.59,True,True,499
875,Ari,public_ego_expression,v36-217984,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.75,Ari: turns away with object shielded; consent=no; respect=0.75,True,True,500
876,Fay,public_ego_expression,v36-157127,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,501
878,Milo,public_ego_expression,v36-399686,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.15,Milo: lantern held between body and road; consent=yes_later; respect=0.15,True,True,502
880,Juno,public_ego_expression,v36-302879,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.17,Juno: elbows tucked around the wire; consent=yes_later; respect=0.17,True,True,503
883,Nia,public_ego_expression,v36-249273,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.90,Nia: chin lifted toward the spool; consent=yes_later; respect=0.90,True,True,504
884,Milo,public_ego_expression,v36-181634,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.08,Milo: turns away with object shielded; consent=no; respect=0.08,True,True,505
885,Ivo,public_ego_expression,v36-995352,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.65,Ivo: softens and faces avatar; consent=yes; respect=0.65,True,True,506
887,Ari,public_ego_expression,v36-156767,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.69,Ari: turns away with object shielded; consent=no; respect=0.69,True,True,507
888,Fay,public_ego_expression,v36-123030,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,508
889,Nia,public_ego_expression,v36-218762,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.94,Nia: chin lifted toward the spool; consent=no; respect=0.94,True,True,509
890,Milo,public_ego_expression,v36-243115,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,510
892,Juno,public_ego_expression,v36-245322,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.11,Juno: turns away with object shielded; consent=no; respect=0.11,True,True,511
895,Nia,public_ego_expression,v36-217613,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.87,Nia: turns away with object shielded; consent=no; respect=0.87,True,True,512
897,Ivo,public_ego_expression,v36-921380,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.71,Ivo: softens and faces avatar; consent=yes; respect=0.71,True,True,513
899,Ari,public_ego_expression,v36-218693,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.70,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.70,True,True,514
900,Fay,public_ego_expression,v36-191455,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.08,Fay: hands open near the ledger; consent=yes_later; respect=0.08,True,True,515
902,Milo,public_ego_expression,v36-180146,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,516
904,Juno,public_ego_expression,v36-182353,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,517
906,Fay,public_ego_expression,v36-192451,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.11,Fay: hands open near the ledger; consent=yes_later; respect=0.11,True,True,518
907,Nia,public_ego_expression,v36-154910,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.81,Nia: turns away with object shielded; consent=no; respect=0.81,True,True,519
909,Ivo,public_ego_expression,v36-922158,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.77,Ivo: softens and faces avatar; consent=yes; respect=0.77,True,True,520
911,Ari,public_ego_expression,v36-990639,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.76,Ari: softens and faces avatar; consent=yes; respect=0.76,True,True,521
912,Fay,public_ego_expression,v36-160409,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.15,Fay: hands open near the ledger; consent=no; respect=0.15,True,True,522
914,Milo,public_ego_expression,v36-365214,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.08,Milo: lantern held between body and road; consent=no; respect=0.08,True,True,523
916,Juno,public_ego_expression,v36-152735,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.05,Juno: elbows tucked around the wire; consent=yes_later; respect=0.05,True,True,524
917,Ari,public_ego_expression,v36-336984,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.80,Ari: shoulders angled toward the ridge; consent=no; respect=0.80,True,True,525
919,Nia,public_ego_expression,v36-100497,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.82,Nia: chin lifted toward the spool; consent=yes_later; respect=0.82,True,True,526
921,Ivo,public_ego_expression,v36-016718,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.83,Ivo: softens and faces avatar; consent=yes; respect=0.83,True,True,527
923,Ari,public_ego_expression,v36-916667,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.86,Ari: softens and faces avatar; consent=yes; respect=0.86,True,True,528
924,Fay,public_ego_expression,v36-192449,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.18,Fay: hands open near the ledger; consent=yes_later; respect=0.18,True,True,529
926,Milo,public_ego_expression,v36-398693,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.11,Milo: lantern held between body and road; consent=yes_later; respect=0.11,True,True,530
928,Juno,public_ego_expression,v36-018455,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.11,Juno: softens and faces avatar; consent=yes; respect=0.11,True,True,531
931,Nia,public_ego_expression,v36-990268,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.88,Nia: softens and faces avatar; consent=yes; respect=0.88,True,True,532
933,Ivo,public_ego_expression,v36-133552,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.84,True,True,533
935,Ari,public_ego_expression,v36-918931,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.92,Ari: softens and faces avatar; consent=yes; respect=0.92,True,True,534
936,Fay,public_ego_expression,v36-218345,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.12,Fay: turns away with object shielded; consent=no; respect=0.12,True,True,535
938,Milo,public_ego_expression,v36-243617,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.05,Milo: turns away with object shielded; consent=no; respect=0.05,True,True,536
940,Juno,public_ego_expression,v36-942639,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.17,Juno: softens and faces avatar; consent=yes; respect=0.17,True,True,537
943,Nia,public_ego_expression,v36-916296,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.94,Nia: softens and faces avatar; consent=yes; respect=0.94,True,True,538
945,Ivo,public_ego_expression,v36-188338,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.85,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.85,True,True,539
946,Juno,public_ego_expression,v36-245325,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.11,Juno: turns away with object shielded; consent=no; respect=0.11,True,True,540
947,Ari,public_ego_expression,v36-014986,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,541
948,Nia,public_ego_expression,v36-218100,#ego-Nia,Nia: chin lifted toward the spool; consent=no; respect=0.96,Nia: chin lifted toward the spool; consent=no; respect=0.96,True,True,542
950,Ivo,public_ego_expression,v36-133384,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.86,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.86,True,True,543
952,Ari,public_ego_expression,v36-217320,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,544
955,Milo,public_ego_expression,v36-039543,#ego-Milo,Milo: softens and faces avatar; consent=yes; respect=0.11,Milo: softens and faces avatar; consent=yes; respect=0.11,True,True,545
956,Ivo,public_ego_expression,v36-188669,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.88,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.88,True,True,546
957,Juno,public_ego_expression,v36-245656,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,547
959,Fay,public_ego_expression,v36-100054,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.13,Fay: hands open near the ledger; consent=yes_later; respect=0.13,True,True,548
960,Nia,public_ego_expression,v36-248609,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,549
961,Milo,public_ego_expression,v36-180970,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,550
962,Ivo,public_ego_expression,v36-994688,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.94,Ivo: softens and faces avatar; consent=yes; respect=0.94,True,True,551
964,Ari,public_ego_expression,v36-156103,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.83,Ari: turns away with object shielded; consent=no; respect=0.83,True,True,552
967,Milo,public_ego_expression,v36-246940,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.05,Milo: lantern held between body and road; consent=yes_later; respect=0.05,True,True,553
969,Juno,public_ego_expression,v36-184173,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,554
971,Fay,public_ego_expression,v36-161233,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.16,Fay: hands open near the ledger; consent=no; respect=0.16,True,True,555
972,Nia,public_ego_expression,v36-216949,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.90,Nia: turns away with object shielded; consent=no; respect=0.90,True,True,556
974,Ivo,public_ego_expression,v36-920716,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,557
976,Ari,public_ego_expression,v36-218029,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.84,True,True,558
978,Nia,public_ego_expression,v36-014946,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,559
979,Milo,public_ego_expression,v36-302771,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.06,Milo: lantern held between body and road; consent=yes_later; respect=0.06,True,True,560
981,Juno,public_ego_expression,v36-148414,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,561
983,Fay,public_ego_expression,v36-218672,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.10,Fay: turns away with object shielded; consent=no; respect=0.10,True,True,562
984,Nia,public_ego_expression,v36-155732,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.89,Nia: turns away with object shielded; consent=no; respect=0.89,True,True,563
986,Ivo,public_ego_expression,v36-922980,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,564
988,Ari,public_ego_expression,v36-992956,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.90,Ari: softens and faces avatar; consent=yes; respect=0.90,True,True,565
989,Fay,public_ego_expression,v36-921111,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.16,Fay: softens and faces avatar; consent=yes; respect=0.16,True,True,566
991,Milo,public_ego_expression,v36-366036,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.10,Milo: lantern held between body and road; consent=no; respect=0.10,True,True,567
993,Juno,public_ego_expression,v36-303706,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,Juno: elbows tucked around the wire; consent=yes_later; respect=0.08,True,True,568
995,Fay,public_ego_expression,v36-157455,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.09,Fay: turns away with object shielded; consent=no; respect=0.09,True,True,569
996,Nia,public_ego_expression,v36-101319,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.90,Nia: chin lifted toward the spool; consent=yes_later; respect=0.90,True,True,570
998,Ivo,public_ego_expression,v36-019035,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,571
1000,Ari,public_ego_expression,v36-927067,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,572
1003,Milo,public_ego_expression,v36-255006,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,573
1005,Juno,public_ego_expression,v36-283727,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.11,Juno: elbows tucked around the wire; consent=no; respect=0.11,True,True,574
1006,Ari,public_ego_expression,v36-229759,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,575
1007,Fay,public_ego_expression,v36-133880,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,576
1008,Nia,public_ego_expression,v36-002516,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,577
1010,Ivo,public_ego_expression,v36-144916,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,578
1012,Ari,public_ego_expression,v36-929344,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,579
1015,Milo,public_ego_expression,v36-193260,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,580
1017,Juno,public_ego_expression,v36-316023,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,True,True,581
1019,Fay,public_ego_expression,v36-205594,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.08,Fay: hands open near the ledger; consent=yes_later; respect=0.08,True,True,582
1020,Nia,public_ego_expression,v36-926694,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,583
1022,Ivo,public_ego_expression,v36-199956,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,584
1023,Juno,public_ego_expression,v36-257224,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.08,Juno: turns away with object shielded; consent=no; respect=0.08,True,True,585
1024,Ari,public_ego_expression,v36-025851,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,586
1027,Milo,public_ego_expression,v36-158832,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.04,Milo: turns away with object shielded; consent=no; respect=0.04,True,True,587
1029,Juno,public_ego_expression,v36-258226,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,588
1031,Fay,public_ego_expression,v36-172928,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.11,Fay: hands open near the ledger; consent=no; respect=0.11,True,True,589
1032,Nia,public_ego_expression,v36-928971,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,590
1034,Ivo,public_ego_expression,v36-263737,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.96,Ivo: one palm over the satchel cord; consent=no; respect=0.96,True,True,591
1036,Ari,public_ego_expression,v36-229947,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,592
1039,Milo,public_ego_expression,v36-412727,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.08,Milo: lantern held between body and road; consent=yes_later; respect=0.08,True,True,593
1040,Ivo,public_ego_expression,v36-295611,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.96,True,True,594
1041,Juno,public_ego_expression,v36-194976,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.04,Juno: turns away with object shielded; consent=no; respect=0.04,True,True,595
1043,Fay,public_ego_expression,v36-205090,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.15,Fay: hands open near the ledger; consent=yes_later; respect=0.15,True,True,596
1044,Nia,public_ego_expression,v36-025478,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,597
1045,Milo,public_ego_expression,v36-314559,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.09,Milo: lantern held between body and road; consent=yes_later; respect=0.09,True,True,598
1046,Ivo,public_ego_expression,v36-233499,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,599
1048,Ari,public_ego_expression,v36-285779,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,600
1051,Milo,public_ego_expression,v36-378622,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.12,Milo: lantern held between body and road; consent=no; respect=0.12,True,True,601
1053,Juno,public_ego_expression,v36-284223,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.08,Juno: elbows tucked around the wire; consent=no; respect=0.08,True,True,602
1055,Fay,public_ego_expression,v36-231117,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.08,Fay: turns away with object shielded; consent=no; respect=0.08,True,True,603
1056,Nia,public_ego_expression,v36-112715,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,604
1058,Ivo,public_ego_expression,v36-172019,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.83,Ivo: turns away with object shielded; consent=no; respect=0.83,True,True,605
1060,Ari,public_ego_expression,v36-349775,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,True,True,606
1062,Nia,public_ego_expression,v36-261666,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,607
1063,Milo,public_ego_expression,v36-412223,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.16,Milo: lantern held between body and road; consent=yes_later; respect=0.16,True,True,608
1065,Juno,public_ego_expression,v36-316519,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.11,Juno: elbows tucked around the wire; consent=yes_later; respect=0.11,True,True,609
1067,Fay,public_ego_expression,v36-169637,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,610
1068,Milo,public_ego_expression,v36-379957,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.19,Milo: lantern held between body and road; consent=no; respect=0.19,True,True,611
1070,Juno,public_ego_expression,v36-315850,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,Juno: elbows tucked around the wire; consent=yes_later; respect=0.15,True,True,612
1072,Fay,public_ego_expression,v36-168968,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,613
1075,Ivo,public_ego_expression,v36-171850,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.77,Ivo: turns away with object shielded; consent=no; respect=0.77,True,True,614
1077,Ari,public_ego_expression,v36-383351,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,615
1078,Fay,public_ego_expression,v36-169970,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,616
1079,Nia,public_ego_expression,v36-263001,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,617
1080,Milo,public_ego_expression,v36-255833,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.13,Milo: turns away with object shielded; consent=no; respect=0.13,True,True,618
1082,Juno,public_ego_expression,v36-284554,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.18,Juno: elbows tucked around the wire; consent=no; respect=0.18,True,True,619
1083,Ari,public_ego_expression,v36-230586,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,620
1084,Fay,public_ego_expression,v36-134707,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.04,Fay: turns away with object shielded; consent=no; respect=0.04,True,True,621
1087,Ivo,public_ego_expression,v36-265068,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.80,Ivo: one palm over the satchel cord; consent=no; respect=0.80,True,True,622
1089,Ari,public_ego_expression,v36-231588,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.83,Ari: turns away with object shielded; consent=no; respect=0.83,True,True,623
