tick_id,day,tick,household,infrastructure_id,resource,stock_before,produced,consumed,stock_after,shortage,exchange_partner,visible_ledger
694,39,10,Signal House,dusk_signal_workshop,oil,22.30554,0.0,0.0,22.30554,False,West House,Signal House:oil:22.31
695,39,11,West House,river_mill_bridge,planks,28.06932,0.3114,0.17,28.21072,False,Roof House,West House:planks:28.21
696,39,12,Roof House,roof_greenhouse_cistern,water,49.174675,0.0,0.0,49.174675,False,Archive House,Roof House:water:49.17
697,39,13,Archive House,archive_public_kiosk,paper,25.1443,0.0,0.0,25.1443,False,Signal House,Archive House:paper:25.14
698,39,14,Signal House,dusk_signal_workshop,oil,22.30554,0.2764,0.17,22.41194,False,West House,Signal House:oil:22.41
699,39,15,West House,river_mill_bridge,planks,28.21072,0.0,0.0,28.21072,False,Roof House,West House:planks:28.21
700,39,16,Roof House,roof_greenhouse_cistern,water,49.174675,0.0,0.0,49.174675,False,Archive House,Roof House:water:49.17
701,39,17,Archive House,archive_public_kiosk,paper,25.1443,0.0,0.0,25.0443,False,Signal House,Archive House:paper:25.04
702,40,0,West House,river_mill_bridge,planks,28.21072,0.2414,0.145,28.30712,False,Roof House,West House:planks:28.31
703,40,1,Roof House,roof_greenhouse_cistern,water,49.174675,0.0,0.0,49.174675,False,Archive House,Roof House:water:49.17
704,40,2,Archive House,archive_public_kiosk,paper,25.0443,0.3114,0.12,25.2357,False,Signal House,Archive House:paper:25.24
705,40,3,Signal House,dusk_signal_workshop,oil,22.41194,0.0,0.0,22.41194,False,West House,Signal House:oil:22.41
706,40,4,West House,river_mill_bridge,planks,28.30712,0.0,0.0,28.30712,False,Roof House,West House:planks:28.31
707,40,5,Roof House,roof_greenhouse_cistern,water,49.174675,0.2764,0.12,49.331075,False,Archive House,Roof House:water:49.33
708,40,6,Archive House,archive_public_kiosk,paper,25.2357,0.0,0.0,25.2357,False,Signal House,Archive House:paper:25.24
709,40,7,Signal House,dusk_signal_workshop,oil,22.41194,0.3464,0.17,22.58834,False,West House,Signal House:oil:22.59
710,40,8,West House,river_mill_bridge,planks,28.30712,0.2414,0.12,28.42852,False,Roof House,West House:planks:28.43
711,40,9,Roof House,roof_greenhouse_cistern,water,49.331075,0.2764,0.145,49.462475,False,Archive House,Roof House:water:49.46
712,40,10,Archive House,archive_public_kiosk,paper,25.2357,0.0,0.0,25.2357,False,Signal House,Archive House:paper:25.24
713,40,11,Signal House,dusk_signal_workshop,oil,22.58834,0.3464,0.12,22.81474,False,West House,Signal House:oil:22.81
714,40,12,West House,river_mill_bridge,planks,28.42852,0.0,0.0,28.42852,False,Roof House,West House:planks:28.43
715,40,13,Roof House,roof_greenhouse_cistern,water,49.462475,0.0,0.0,49.462475,False,Archive House,Roof House:water:49.46
716,40,14,Archive House,archive_public_kiosk,paper,25.2357,0.3114,0.12,25.4271,False,Signal House,Archive House:paper:25.43
717,40,15,Signal House,dusk_signal_workshop,oil,22.81474,0.0,0.0,22.81474,False,West House,Signal House:oil:22.81
718,40,16,West House,river_mill_bridge,planks,28.42852,0.0,0.0,28.42852,False,Roof House,West House:planks:28.43
719,40,17,Roof House,roof_greenhouse_cistern,water,49.462475,0.0,0.0,49.362475,False,Archive House,Roof House:water:49.36
720,41,0,Archive House,archive_public_kiosk,paper,25.4271,0.0,0.0,25.3271,False,Signal House,Archive House:paper:25.33
721,41,1,Signal House,dusk_signal_workshop,oil,22.81474,0.0,0.0,22.81474,False,West House,Signal House:oil:22.81
722,41,2,West House,river_mill_bridge,planks,28.42852,0.3464,0.145,28.62992,False,Roof House,West House:planks:28.63
723,41,3,Roof House,roof_greenhouse_cistern,water,49.362475,0.0,0.0,49.362475,False,Archive House,Roof House:water:49.36
724,41,4,Archive House,archive_public_kiosk,paper,25.3271,0.0,0.0,25.2271,False,Signal House,Archive House:paper:25.23
725,41,5,Signal House,dusk_signal_workshop,oil,22.81474,0.3114,0.145,22.98114,False,West House,Signal House:oil:22.98
726,41,6,West House,river_mill_bridge,planks,28.62992,0.0,0.0,28.62992,False,Roof House,West House:planks:28.63
727,41,7,Roof House,roof_greenhouse_cistern,water,49.362475,0.0,0.0,49.362475,False,Archive House,Roof House:water:49.36
728,41,8,Archive House,archive_public_kiosk,paper,25.2271,0.2764,0.145,25.3585,False,Signal House,Archive House:paper:25.36
729,41,9,Signal House,dusk_signal_workshop,oil,22.98114,0.0,0.0,22.88114,False,West House,Signal House:oil:22.88
730,41,10,West House,river_mill_bridge,planks,28.62992,0.0,0.0,28.62992,False,Roof House,West House:planks:28.63
731,41,11,Roof House,roof_greenhouse_cistern,water,49.362475,0.2414,0.145,49.458875,False,Archive House,Roof House:water:49.46
732,41,12,Archive House,archive_public_kiosk,paper,25.3585,0.0,0.0,25.3585,False,Signal House,Archive House:paper:25.36
733,41,13,Signal House,dusk_signal_workshop,oil,22.88114,0.0,0.0,22.88114,False,West House,Signal House:oil:22.88
734,41,14,West House,river_mill_bridge,planks,28.62992,0.3464,0.145,28.83132,False,Roof House,West House:planks:28.83
735,41,15,Roof House,roof_greenhouse_cistern,water,49.458875,0.0,0.0,49.458875,False,Archive House,Roof House:water:49.46
736,41,16,Archive House,archive_public_kiosk,paper,25.3585,0.0,0.0,25.3585,False,Signal House,Archive House:paper:25.36
737,41,17,Signal House,dusk_signal_workshop,oil,22.88114,0.0,0.0,22.78114,False,West House,Signal House:oil:22.78
738,42,0,West House,river_mill_bridge,planks,28.83132,0.0,0.0,28.73132,False,Roof House,West House:planks:28.73
739,42,1,Roof House,roof_greenhouse_cistern,water,49.458875,0.0,0.0,49.458875,False,Archive House,Roof House:water:49.46
740,42,2,Archive House,archive_public_kiosk,paper,25.3585,0.2414,0.17,25.4299,False,Signal House,Archive House:paper:25.43
741,42,3,Signal House,dusk_signal_workshop,oil,22.78114,0.0,0.0,22.78114,False,West House,Signal House:oil:22.78
742,42,4,West House,river_mill_bridge,planks,28.73132,0.0,0.0,28.73132,False,Roof House,West House:planks:28.73
743,42,5,Roof House,roof_greenhouse_cistern,water,49.458875,0.3464,0.22,49.585275,False,Archive House,Roof House:water:49.59
744,42,6,Archive House,archive_public_kiosk,paper,25.4299,0.2414,0.12,25.5513,False,Signal House,Archive House:paper:25.55
745,42,7,Signal House,dusk_signal_workshop,oil,22.78114,0.0,0.0,22.78114,False,West House,Signal House:oil:22.78
746,42,8,West House,river_mill_bridge,planks,28.73132,0.3114,0.17,28.87272,False,Roof House,West House:planks:28.87
747,42,9,Roof House,roof_greenhouse_cistern,water,49.585275,0.0,0.0,49.485275,False,Archive House,Roof House:water:49.49
748,42,10,Archive House,archive_public_kiosk,paper,25.5513,0.0,0.0,25.5513,False,Signal House,Archive House:paper:25.55
749,42,11,Signal House,dusk_signal_workshop,oil,22.78114,0.2764,0.17,22.88754,False,West House,Signal House:oil:22.89
750,42,12,West House,river_mill_bridge,planks,28.87272,0.0,0.0,28.87272,False,Roof House,West House:planks:28.87
751,42,13,Roof House,roof_greenhouse_cistern,water,49.485275,0.0,0.0,49.485275,False,Archive House,Roof House:water:49.49
752,42,14,Archive House,archive_public_kiosk,paper,25.5513,0.2414,0.17,25.6227,False,Signal House,Archive House:paper:25.62
753,42,15,Signal House,dusk_signal_workshop,oil,22.88754,0.2764,0.12,23.04394,False,West House,Signal House:oil:23.04
754,42,16,West House,river_mill_bridge,planks,28.87272,0.0,0.0,28.87272,False,Roof House,West House:planks:28.87
755,42,17,Roof House,roof_greenhouse_cistern,water,49.485275,0.3464,0.17,49.661675,False,Archive House,Roof House:water:49.66
756,43,0,Archive House,archive_public_kiosk,paper,25.6227,0.0,0.0,25.5227,False,Signal House,Archive House:paper:25.52
757,43,1,Signal House,dusk_signal_workshop,oil,23.04394,0.0,0.0,23.04394,False,West House,Signal House:oil:23.04
758,43,2,West House,river_mill_bridge,planks,28.87272,0.2764,0.12,29.02912,False,Roof House,West House:planks:29.03
759,43,3,Roof House,roof_greenhouse_cistern,water,49.661675,0.0,0.0,49.661675,False,Archive House,Roof House:water:49.66
760,43,4,Archive House,archive_public_kiosk,paper,25.5227,0.0,0.0,25.5227,False,Signal House,Archive House:paper:25.52
761,43,5,Signal House,dusk_signal_workshop,oil,23.04394,0.2414,0.12,23.16534,False,West House,Signal House:oil:23.17
762,43,6,West House,river_mill_bridge,planks,29.02912,0.0,0.0,29.02912,False,Roof House,West House:planks:29.03
763,43,7,Roof House,roof_greenhouse_cistern,water,49.661675,0.0,0.0,49.661675,False,Archive House,Roof House:water:49.66
764,43,8,Archive House,archive_public_kiosk,paper,25.5227,0.3464,0.12,25.7491,False,Signal House,Archive House:paper:25.75
765,43,9,Signal House,dusk_signal_workshop,oil,23.16534,0.0,0.0,23.16534,False,West House,Signal House:oil:23.17
766,43,10,West House,river_mill_bridge,planks,29.02912,0.0,0.0,29.02912,False,Roof House,West House:planks:29.03
767,43,11,Roof House,roof_greenhouse_cistern,water,49.661675,0.3114,0.12,49.853075,False,Archive House,Roof House:water:49.85
768,43,12,Archive House,archive_public_kiosk,paper,25.7491,0.0,0.0,25.7491,False,Signal House,Archive House:paper:25.75
769,43,13,Signal House,dusk_signal_workshop,oil,23.16534,0.0,0.0,23.16534,False,West House,Signal House:oil:23.17
770,43,14,West House,river_mill_bridge,planks,29.02912,0.2764,0.12,29.18552,False,Roof House,West House:planks:29.19
771,43,15,Roof House,roof_greenhouse_cistern,water,49.853075,0.0,0.0,49.853075,False,Archive House,Roof House:water:49.85
772,43,16,Archive House,archive_public_kiosk,paper,25.7491,0.0,0.0,25.7491,False,Signal House,Archive House:paper:25.75
773,43,17,Signal House,dusk_signal_workshop,oil,23.16534,0.0,0.0,23.16534,False,West House,Signal House:oil:23.17
774,44,0,Roof House,roof_greenhouse_cistern,water,49.853075,0.0,0.0,49.753075,False,Archive House,Roof House:water:49.75
775,44,1,Archive House,archive_public_kiosk,paper,25.7491,0.0,0.0,25.6491,False,Signal House,Archive House:paper:25.65
776,44,2,Signal House,dusk_signal_workshop,oil,23.16534,0.3114,0.145,23.33174,False,West House,Signal House:oil:23.33
777,44,3,West House,river_mill_bridge,planks,29.18552,0.0,0.0,29.18552,False,Roof House,West House:planks:29.19
778,44,4,Roof House,roof_greenhouse_cistern,water,49.753075,0.0,0.05,49.703075,False,Archive House,Roof House:water:49.70
779,44,5,Archive House,archive_public_kiosk,paper,25.6491,0.2764,0.145,25.7805,False,Signal House,Archive House:paper:25.78
780,44,6,Signal House,dusk_signal_workshop,oil,23.33174,0.0,0.0,23.33174,False,West House,Signal House:oil:23.33
781,44,7,West House,river_mill_bridge,planks,29.18552,0.0,0.0,29.18552,False,Roof House,West House:planks:29.19
782,44,8,Roof House,roof_greenhouse_cistern,water,49.703075,0.2414,0.145,49.799475,False,Archive House,Roof House:water:49.80
783,44,9,Archive House,archive_public_kiosk,paper,25.7805,0.0,0.0,25.6805,False,Signal House,Archive House:paper:25.68
784,44,10,Signal House,dusk_signal_workshop,oil,23.33174,0.0,0.0,23.33174,False,West House,Signal House:oil:23.33
785,44,11,West House,river_mill_bridge,planks,29.18552,0.3464,0.145,29.38692,False,Roof House,West House:planks:29.39
786,44,12,Roof House,roof_greenhouse_cistern,water,49.799475,0.0,0.0,49.799475,False,Archive House,Roof House:water:49.80
787,44,13,Archive House,archive_public_kiosk,paper,25.6805,0.0,0.0,25.6805,False,Signal House,Archive House:paper:25.68
788,44,14,Signal House,dusk_signal_workshop,oil,23.33174,0.3114,0.145,23.49814,False,West House,Signal House:oil:23.50
789,44,15,West House,river_mill_bridge,planks,29.38692,0.0,0.0,29.38692,False,Roof House,West House:planks:29.39
790,44,16,Roof House,roof_greenhouse_cistern,water,49.799475,0.0,0.0,49.799475,False,Archive House,Roof House:water:49.80
791,44,17,Archive House,archive_public_kiosk,paper,25.6805,0.0,0.0,25.6805,False,Signal House,Archive House:paper:25.68
792,45,0,Signal House,dusk_signal_workshop,oil,23.49814,0.0,0.0,23.49814,False,West House,Signal House:oil:23.50
793,45,1,West House,river_mill_bridge,planks,29.38692,0.0,0.0,29.38692,False,Roof House,West House:planks:29.39
794,45,2,Roof House,roof_greenhouse_cistern,water,49.799475,0.3464,0.17,49.975875,False,Archive House,Roof House:water:49.98
795,45,3,Archive House,archive_public_kiosk,paper,25.6805,0.2414,0.12,25.8019,False,Signal House,Archive House:paper:25.80
796,45,4,Signal House,dusk_signal_workshop,oil,23.49814,0.0,0.0,23.49814,False,West House,Signal House:oil:23.50
797,45,5,West House,river_mill_bridge,planks,29.38692,0.3114,0.17,29.52832,False,Roof House,West House:planks:29.53
798,45,6,Roof House,roof_greenhouse_cistern,water,49.975875,0.0,0.0,49.975875,False,Archive House,Roof House:water:49.98
799,45,7,Archive House,archive_public_kiosk,paper,25.8019,0.0,0.0,25.8019,False,Signal House,Archive House:paper:25.80
800,45,8,Signal House,dusk_signal_workshop,oil,23.49814,0.2764,0.17,23.60454,False,West House,Signal House:oil:23.60
801,45,9,West House,river_mill_bridge,planks,29.52832,0.0,0.0,29.42832,False,Roof House,West House:planks:29.43
802,45,10,Roof House,roof_greenhouse_cistern,water,49.975875,0.0,0.0,49.875875,False,Archive House,Roof House:water:49.88
803,45,11,Archive House,archive_public_kiosk,paper,25.8019,0.2414,0.17,25.8733,False,Signal House,Archive House:paper:25.87
804,45,12,Signal House,dusk_signal_workshop,oil,23.60454,0.2764,0.12,23.76094,False,West House,Signal House:oil:23.76
805,45,13,West House,river_mill_bridge,planks,29.42832,0.0,0.0,29.42832,False,Roof House,West House:planks:29.43
806,45,14,Roof House,roof_greenhouse_cistern,water,49.875875,0.3464,0.17,50.052275,False,Archive House,Roof House:water:50.05
807,45,15,Archive House,archive_public_kiosk,paper,25.8733,0.0,0.0,25.8733,False,Signal House,Archive House:paper:25.87
808,45,16,Signal House,dusk_signal_workshop,oil,23.76094,0.0,0.0,23.76094,False,West House,Signal House:oil:23.76
809,45,17,West House,river_mill_bridge,planks,29.42832,0.0,0.0,29.32832,False,Roof House,West House:planks:29.33
810,46,0,Roof House,roof_greenhouse_cistern,water,50.052275,0.0,0.0,49.952275,False,Archive House,Roof House:water:49.95
811,46,1,Archive House,archive_public_kiosk,paper,25.8733,0.0,0.0,25.8733,False,Signal House,Archive House:paper:25.87
812,46,2,Signal House,dusk_signal_workshop,oil,23.76094,0.2414,0.12,23.88234,False,West House,Signal House:oil:23.88
813,46,3,West House,river_mill_bridge,planks,29.32832,0.0,0.0,29.32832,False,Roof House,West House:planks:29.33
814,46,4,Roof House,roof_greenhouse_cistern,water,49.952275,0.0,0.0,49.952275,False,Archive House,Roof House:water:49.95
815,46,5,Archive House,archive_public_kiosk,paper,25.8733,0.3464,0.12,26.0997,False,Signal House,Archive House:paper:26.10
816,46,6,Signal House,dusk_signal_workshop,oil,23.88234,0.0,0.0,23.88234,False,West House,Signal House:oil:23.88
817,46,7,West House,river_mill_bridge,planks,29.32832,0.0,0.0,29.32832,False,Roof House,West House:planks:29.33
818,46,8,Roof House,roof_greenhouse_cistern,water,49.952275,0.3114,0.12,50.143675,False,Archive House,Roof House:water:50.14
819,46,9,Archive House,archive_public_kiosk,paper,26.0997,0.0,0.0,26.0997,False,Signal House,Archive House:paper:26.10
820,46,10,Signal House,dusk_signal_workshop,oil,23.88234,0.0,0.0,23.88234,False,West House,Signal House:oil:23.88
821,46,11,West House,river_mill_bridge,planks,29.32832,0.2764,0.12,29.48472,False,Roof House,West House:planks:29.48
822,46,12,Roof House,roof_greenhouse_cistern,water,50.143675,0.0,0.0,50.143675,False,Archive House,Roof House:water:50.14
823,46,13,Archive House,archive_public_kiosk,paper,26.0997,0.0,0.0,26.0997,False,Signal House,Archive House:paper:26.10
824,46,14,Signal House,dusk_signal_workshop,oil,23.88234,0.2414,0.12,24.00374,False,West House,Signal House:oil:24.00
825,46,15,West House,river_mill_bridge,planks,29.48472,0.0,0.0,29.38472,False,Roof House,West House:planks:29.38
826,46,16,Roof House,roof_greenhouse_cistern,water,50.143675,0.0,0.05,50.093675,False,Archive House,Roof House:water:50.09
827,46,17,Archive House,archive_public_kiosk,paper,26.0997,0.0,0.0,26.0997,False,Signal House,Archive House:paper:26.10
828,47,0,Signal House,dusk_signal_workshop,oil,24.00374,0.3464,0.17,24.08014,False,West House,Signal House:oil:24.08
829,47,1,West House,river_mill_bridge,planks,29.38472,0.0,0.0,29.28472,False,Roof House,West House:planks:29.28
830,47,2,Roof House,roof_greenhouse_cistern,water,50.093675,0.2764,0.145,50.225075,False,Archive House,Roof House:water:50.23
831,47,3,Archive House,archive_public_kiosk,paper,26.0997,0.0,0.0,26.0997,False,Signal House,Archive House:paper:26.10
832,47,4,Signal House,dusk_signal_workshop,oil,24.08014,0.0,0.0,24.08014,False,West House,Signal House:oil:24.08
833,47,5,West House,river_mill_bridge,planks,29.28472,0.2414,0.145,29.38112,False,Roof House,West House:planks:29.38
834,47,6,Roof House,roof_greenhouse_cistern,water,50.225075,0.0,0.0,50.225075,False,Archive House,Roof House:water:50.23
835,47,7,Archive House,archive_public_kiosk,paper,26.0997,0.0,0.0,26.0997,False,Signal House,Archive House:paper:26.10
836,47,8,Signal House,dusk_signal_workshop,oil,24.08014,0.3464,0.145,24.28154,False,West House,Signal House:oil:24.28
837,47,9,West House,river_mill_bridge,planks,29.38112,0.0,0.0,29.28112,False,Roof House,West House:planks:29.28
838,47,10,Roof House,roof_greenhouse_cistern,water,50.225075,0.0,0.0,50.225075,False,Archive House,Roof House:water:50.23
839,47,11,Archive House,archive_public_kiosk,paper,26.0997,0.3114,0.145,26.2661,False,Signal House,Archive House:paper:26.27
840,47,12,Signal House,dusk_signal_workshop,oil,24.28154,0.0,0.0,24.28154,False,West House,Signal House:oil:24.28
841,47,13,West House,river_mill_bridge,planks,29.28112,0.2414,0.12,29.40252,False,Roof House,West House:planks:29.40
842,47,14,Roof House,roof_greenhouse_cistern,water,50.225075,0.2764,0.145,50.356475,False,Archive House,Roof House:water:50.36
843,47,15,Archive House,archive_public_kiosk,paper,26.2661,0.0,0.0,26.2661,False,Signal House,Archive House:paper:26.27
844,47,16,Signal House,dusk_signal_workshop,oil,24.28154,0.0,0.0,24.28154,False,West House,Signal House:oil:24.28
845,47,17,West House,river_mill_bridge,planks,29.40252,0.0,0.0,29.30252,False,Roof House,West House:planks:29.30
846,48,0,Archive House,archive_public_kiosk,paper,26.2661,0.2414,0.12,26.3875,False,Signal House,Archive House:paper:26.39
847,48,1,Signal House,dusk_signal_workshop,oil,24.28154,0.0,0.0,24.28154,False,West House,Signal House:oil:24.28
848,48,2,West House,river_mill_bridge,planks,29.30252,0.3114,0.17,29.44392,False,Roof House,West House:planks:29.44
849,48,3,Roof House,roof_greenhouse_cistern,water,50.356475,0.0,0.0,50.356475,False,Archive House,Roof House:water:50.36
850,48,4,Archive House,archive_public_kiosk,paper,26.3875,0.0,0.0,26.3875,False,Signal House,Archive House:paper:26.39
851,48,5,Signal House,dusk_signal_workshop,oil,24.28154,0.2764,0.17,24.38794,False,West House,Signal House:oil:24.39
852,48,6,West House,river_mill_bridge,planks,29.44392,0.0,0.0,29.44392,False,Roof House,West House:planks:29.44
853,48,7,Roof House,roof_greenhouse_cistern,water,50.356475,0.0,0.0,50.256475,False,Archive House,Roof House:water:50.26
854,48,8,Archive House,archive_public_kiosk,paper,26.3875,0.2414,0.17,26.4589,False,Signal House,Archive House:paper:26.46
855,48,9,Signal House,dusk_signal_workshop,oil,24.38794,0.2764,0.12,24.44434,False,West House,Signal House:oil:24.44
856,48,10,West House,river_mill_bridge,planks,29.44392,0.0,0.0,29.44392,False,Roof House,West House:planks:29.44
857,48,11,Roof House,roof_greenhouse_cistern,water,50.256475,0.3464,0.17,50.432875,False,Archive House,Roof House:water:50.43
858,48,12,Archive House,archive_public_kiosk,paper,26.4589,0.0,0.0,26.4589,False,Signal House,Archive House:paper:26.46
859,48,13,Signal House,dusk_signal_workshop,oil,24.44434,0.0,0.0,24.44434,False,West House,Signal House:oil:24.44
860,48,14,West House,river_mill_bridge,planks,29.44392,0.3114,0.17,29.58532,False,Roof House,West House:planks:29.59
861,48,15,Roof House,roof_greenhouse_cistern,water,50.432875,0.0,0.0,50.432875,False,Archive House,Roof House:water:50.43
862,48,16,Archive House,archive_public_kiosk,paper,26.4589,0.0,0.0,26.4589,False,Signal House,Archive House:paper:26.46
863,48,17,Signal House,dusk_signal_workshop,oil,24.44434,0.0,0.0,24.44434,False,West House,Signal House:oil:24.44
