tick,day,speaker,listener,bystander,action,consequence,speaker_trust_delta,listener_trust_delta,bystander_trust_delta,group_mood_before,group_mood_after,replayable,not_overdriven
3615,201,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.468212,0.482412,True,True
3616,201,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.473092,0.481892,True,True
3617,201,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.478014,0.480314,True,True
3618,202,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.414492,0.414192,True,True
3619,202,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.418537,0.419687,True,True
3620,202,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.422674,0.422374,True,True
3621,202,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.426899,0.431999,True,True
3622,202,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.431208,0.440008,True,True
3623,202,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.435596,0.440696,True,True
3624,202,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.44006,0.43976,True,True
3625,202,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.444596,0.445746,True,True
3626,202,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.449201,0.448901,True,True
3627,202,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.453868,0.458968,True,True
3628,202,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.458596,0.467396,True,True
3629,202,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.463378,0.468478,True,True
3630,202,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.468212,0.467912,True,True
3631,202,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.473092,0.474242,True,True
3632,202,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.478014,0.477714,True,True
3633,202,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.482975,0.488075,True,True
3634,202,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.487968,0.496768,True,True
3635,202,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.49299,0.49809,True,True
3636,203,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.426899,0.435699,True,True
3637,203,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.431208,0.420458,True,True
3638,203,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.435596,0.444396,True,True
3639,203,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.44006,0.45426,True,True
3640,203,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.444596,0.441496,True,True
3641,203,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.449201,0.463401,True,True
3642,203,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.453868,0.462668,True,True
3643,203,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.458596,0.447846,True,True
3644,203,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.463378,0.472178,True,True
3645,203,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.468212,0.482412,True,True
3646,203,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.473092,0.469992,True,True
3647,203,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.478014,0.492214,True,True
3648,203,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.482975,0.491775,True,True
3649,203,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.487968,0.477218,True,True
3650,203,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.49299,0.50179,True,True
3651,203,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.498037,0.512237,True,True
3652,203,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.503103,0.500003,True,True
3653,203,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.508185,0.522385,True,True
3654,204,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.44006,0.44886,True,True
3655,204,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.444596,0.436646,True,True
3656,204,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.449201,0.448901,True,True
3657,204,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.453868,0.468068,True,True
3658,204,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.458596,0.458296,True,True
3659,204,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.463378,0.468478,True,True
3660,204,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.468212,0.477012,True,True
3661,204,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.473092,0.465142,True,True
3662,204,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.478014,0.477714,True,True
3663,204,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.482975,0.497175,True,True
3664,204,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.487968,0.487668,True,True
3665,204,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.49299,0.49809,True,True
3666,204,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.498037,0.506837,True,True
3667,204,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.503103,0.495153,True,True
3668,204,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.508185,0.507885,True,True
3669,204,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.513277,0.527477,True,True
3670,204,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.518376,0.518076,True,True
3671,204,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.523475,0.528575,True,True
3672,205,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.453868,0.450768,True,True
3673,205,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.458596,0.459746,True,True
3674,205,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.463378,0.472178,True,True
3675,205,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.468212,0.470512,True,True
3676,205,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.473092,0.481892,True,True
3677,205,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.478014,0.492214,True,True
3678,205,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.482975,0.479875,True,True
3679,205,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.487968,0.489118,True,True
3680,205,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.49299,0.50179,True,True
3681,205,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.498037,0.500337,True,True
3682,205,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.503103,0.511903,True,True
3683,205,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.508185,0.522385,True,True
3684,205,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.513277,0.510177,True,True
3685,205,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.518376,0.519526,True,True
3686,205,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.523475,0.532275,True,True
3687,205,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.528572,0.530872,True,True
3688,205,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.533661,0.542461,True,True
3689,205,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.538737,0.552937,True,True
3690,206,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.468212,0.467912,True,True
3691,206,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.473092,0.465142,True,True
3692,206,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.478014,0.486814,True,True
3693,206,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.482975,0.488075,True,True
3694,206,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.487968,0.487668,True,True
3695,206,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.49299,0.50719,True,True
3696,206,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.498037,0.497737,True,True
3697,206,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.503103,0.495153,True,True
3698,206,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.508185,0.516985,True,True
3699,206,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.513277,0.518377,True,True
3700,206,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.518376,0.518076,True,True
3701,206,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.523475,0.537675,True,True
3702,206,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.528572,0.528272,True,True
3703,206,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.533661,0.525711,True,True
3704,206,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.538737,0.547537,True,True
3705,206,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.543797,0.548897,True,True
3706,206,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.548835,0.548535,True,True
3707,206,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.553848,0.568048,True,True
3708,207,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.482975,0.491775,True,True
3709,207,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.487968,0.489118,True,True
3710,207,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.49299,0.48989,True,True
3711,207,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.498037,0.512237,True,True
3712,207,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.503103,0.511903,True,True
3713,207,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.508185,0.510485,True,True
3714,207,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.513277,0.522077,True,True
3715,207,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.518376,0.519526,True,True
3716,207,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.523475,0.520375,True,True
3717,207,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.528572,0.542772,True,True
3718,207,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.533661,0.542461,True,True
3719,207,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.538737,0.541037,True,True
3720,207,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.543797,0.552597,True,True
3721,207,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.548835,0.549985,True,True
3722,207,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.553848,0.550748,True,True
3723,207,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.55883,0.57303,True,True
3724,207,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.563777,0.572577,True,True
3725,207,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.568684,0.570984,True,True
3726,208,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.498037,0.497737,True,True
3727,208,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.503103,0.504253,True,True
3728,208,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.508185,0.507885,True,True
3729,208,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.513277,0.518377,True,True
3730,208,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.518376,0.527176,True,True
3731,208,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.523475,0.528575,True,True
3732,208,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.528572,0.528272,True,True
3733,208,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.533661,0.534811,True,True
3734,208,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.538737,0.538437,True,True
3735,208,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.543797,0.548897,True,True
3736,208,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.548835,0.557635,True,True
3737,208,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.553848,0.558948,True,True
3738,208,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.55883,0.55853,True,True
3739,208,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.563777,0.564927,True,True
3740,208,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.568684,0.568384,True,True
3741,208,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.573548,0.578648,True,True
3742,208,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.578364,0.587164,True,True
3743,208,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.583127,0.588227,True,True
3744,209,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.513277,0.522077,True,True
3745,209,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.518376,0.507626,True,True
3746,209,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.523475,0.532275,True,True
3747,209,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.528572,0.542772,True,True
3748,209,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.533661,0.530561,True,True
3749,209,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.538737,0.552937,True,True
3750,209,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.543797,0.552597,True,True
3751,209,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.548835,0.538085,True,True
3752,209,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.553848,0.562648,True,True
3753,209,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.55883,0.57303,True,True
3754,209,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.563777,0.560677,True,True
3755,209,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.568684,0.582884,True,True
3756,209,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.573548,0.582348,True,True
3757,209,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.578364,0.567614,True,True
3758,209,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.583127,0.591927,True,True
3759,209,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.587833,0.602033,True,True
3760,209,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.592478,0.589378,True,True
3761,209,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.597058,0.611258,True,True
3762,210,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.528572,0.537372,True,True
3763,210,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.533661,0.525711,True,True
3764,210,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.538737,0.538437,True,True
3765,210,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.543797,0.557997,True,True
3766,210,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.548835,0.548535,True,True
3767,210,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.553848,0.558948,True,True
3768,210,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.55883,0.56763,True,True
3769,210,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.563777,0.555827,True,True
3770,210,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.568684,0.568384,True,True
3771,210,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.573548,0.587748,True,True
3772,210,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.578364,0.578064,True,True
3773,210,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.583127,0.588227,True,True
3774,210,Sera,Milo,Tovan,return resource,trust warms,0.006,0.014,0.006,0.587833,0.596633,True,True
3775,210,Tovan,Sera,Nia,ask for distance,bystander learns caution,-0.011,-0.012,0.006,0.592478,0.584528,True,True
3776,210,Nia,Tovan,Ari,repair together,work slows but recovers,0.006,-0.012,0.006,0.597058,0.596758,True,True
3777,210,Ari,Nia,Fay,share tool,trust warms,0.018,0.014,0.006,0.601569,0.615769,True,True
3778,210,Fay,Ari,Milo,interrupt warning,bystander learns caution,0.006,-0.012,0.006,0.606006,0.605706,True,True
3779,210,Milo,Fay,Sera,comfort after failure,work slows but recovers,0.018,-0.012,0.006,0.610366,0.615466,True,True
3780,211,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.543797,0.540697,True,True
3781,211,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.548835,0.549985,True,True
3782,211,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.553848,0.562648,True,True
3783,211,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.55883,0.56113,True,True
3784,211,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.563777,0.572577,True,True
3785,211,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.568684,0.582884,True,True
3786,211,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.573548,0.570448,True,True
3787,211,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.578364,0.579514,True,True
3788,211,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.583127,0.591927,True,True
3789,211,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.587833,0.590133,True,True
3790,211,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.592478,0.601278,True,True
3791,211,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.597058,0.611258,True,True
3792,211,Sera,Milo,Tovan,return resource,guardedness rises,0.006,-0.012,-0.008,0.601569,0.598469,True,True
3793,211,Tovan,Sera,Nia,ask for distance,group mood steadies,-0.011,0.014,0.006,0.606006,0.607156,True,True
3794,211,Nia,Tovan,Ari,repair together,debt is marked paid,0.006,0.014,0.006,0.610366,0.619166,True,True
3795,211,Ari,Nia,Fay,share tool,guardedness rises,0.018,-0.012,-0.008,0.614644,0.616944,True,True
3796,211,Fay,Ari,Milo,interrupt warning,group mood steadies,0.006,0.014,0.006,0.618837,0.627637,True,True
3797,211,Milo,Fay,Sera,comfort after failure,debt is marked paid,0.018,0.014,0.006,0.622942,0.637142,True,True
3798,212,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.55883,0.55853,True,True
3799,212,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.563777,0.555827,True,True
3800,212,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.568684,0.577484,True,True
3801,212,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.573548,0.578648,True,True
3802,212,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.578364,0.578064,True,True
3803,212,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.583127,0.597327,True,True
3804,212,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.587833,0.587533,True,True
3805,212,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.592478,0.584528,True,True
3806,212,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.597058,0.605858,True,True
3807,212,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.601569,0.606669,True,True
3808,212,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.606006,0.605706,True,True
3809,212,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.610366,0.624566,True,True
3810,212,Sera,Milo,Tovan,return resource,bystander learns caution,0.006,-0.012,0.006,0.614644,0.614344,True,True
3811,212,Tovan,Sera,Nia,ask for distance,work slows but recovers,-0.011,-0.012,0.006,0.618837,0.610887,True,True
3812,212,Nia,Tovan,Ari,repair together,trust warms,0.006,0.014,0.006,0.622942,0.631742,True,True
3813,212,Ari,Nia,Fay,share tool,bystander learns caution,0.018,-0.012,0.006,0.626954,0.632054,True,True
3814,212,Fay,Ari,Milo,interrupt warning,work slows but recovers,0.006,-0.012,0.006,0.630869,0.630569,True,True
3815,212,Milo,Fay,Sera,comfort after failure,trust warms,0.018,0.014,0.006,0.634685,0.648885,True,True
3816,213,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.573548,0.582348,True,True
3817,213,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.578364,0.579514,True,True
3818,213,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.583127,0.580027,True,True
3819,213,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.587833,0.602033,True,True
3820,213,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.592478,0.601278,True,True
3821,213,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.597058,0.599358,True,True
3822,213,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.601569,0.610369,True,True
3823,213,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.606006,0.607156,True,True
3824,213,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.610366,0.607266,True,True
3825,213,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.614644,0.628844,True,True
3826,213,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.618837,0.627637,True,True
3827,213,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.622942,0.625242,True,True
3828,213,Sera,Milo,Tovan,return resource,group mood steadies,0.006,0.014,0.006,0.626954,0.635754,True,True
3829,213,Tovan,Sera,Nia,ask for distance,debt is marked paid,-0.011,0.014,0.006,0.630869,0.632019,True,True
3830,213,Nia,Tovan,Ari,repair together,guardedness rises,0.006,-0.012,-0.008,0.634685,0.631585,True,True
3831,213,Ari,Nia,Fay,share tool,group mood steadies,0.018,0.014,0.006,0.638397,0.652597,True,True
3832,213,Fay,Ari,Milo,interrupt warning,debt is marked paid,0.006,0.014,0.006,0.642003,0.650803,True,True
3833,213,Milo,Fay,Sera,comfort after failure,guardedness rises,0.018,-0.012,-0.008,0.645499,0.647799,True,True
3834,214,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.587833,0.587533,True,True
3835,214,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.592478,0.593628,True,True
3836,214,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.597058,0.596758,True,True
3837,214,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.601569,0.606669,True,True
3838,214,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.606006,0.614806,True,True
3839,214,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.610366,0.615466,True,True
3840,214,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.614644,0.614344,True,True
3841,214,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.618837,0.619987,True,True
3842,214,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.622942,0.622642,True,True
3843,214,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.626954,0.632054,True,True
3844,214,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.630869,0.639669,True,True
3845,214,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.634685,0.639785,True,True
3846,214,Sera,Milo,Tovan,return resource,work slows but recovers,0.006,-0.012,0.006,0.638397,0.638097,True,True
3847,214,Tovan,Sera,Nia,ask for distance,trust warms,-0.011,0.014,0.006,0.642003,0.643153,True,True
3848,214,Nia,Tovan,Ari,repair together,bystander learns caution,0.006,-0.012,0.006,0.645499,0.645199,True,True
3849,214,Ari,Nia,Fay,share tool,work slows but recovers,0.018,-0.012,0.006,0.648882,0.653982,True,True
3850,214,Fay,Ari,Milo,interrupt warning,trust warms,0.006,0.014,0.006,0.65215,0.66095,True,True
3851,214,Milo,Fay,Sera,comfort after failure,bystander learns caution,0.018,-0.012,0.006,0.655298,0.660398,True,True
3852,215,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.601569,0.610369,True,True
3853,215,Tovan,Sera,Nia,ask for distance,guardedness rises,-0.011,-0.012,-0.008,0.606006,0.595256,True,True
3854,215,Nia,Tovan,Ari,repair together,group mood steadies,0.006,0.014,0.006,0.610366,0.619166,True,True
3855,215,Ari,Nia,Fay,share tool,debt is marked paid,0.018,0.014,0.006,0.614644,0.628844,True,True
3856,215,Fay,Ari,Milo,interrupt warning,guardedness rises,0.006,-0.012,-0.008,0.618837,0.615737,True,True
3857,215,Milo,Fay,Sera,comfort after failure,group mood steadies,0.018,0.014,0.006,0.622942,0.637142,True,True
3858,215,Sera,Milo,Tovan,return resource,debt is marked paid,0.006,0.014,0.006,0.626954,0.635754,True,True
