tick_id,day,season,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_route
662,48,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
663,48,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
664,48,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
665,48,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
666,48,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
667,48,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
668,48,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
669,48,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
670,48,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
671,48,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
672,49,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
673,49,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
674,49,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
675,49,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
676,49,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
677,49,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
678,49,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
679,49,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
680,49,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
681,49,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
682,49,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
683,49,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
684,49,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
685,49,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
686,50,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
687,50,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
688,50,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
689,50,autumn_wind,riverbend_roofward,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
690,50,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
691,50,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
692,50,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
693,50,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
694,50,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
695,50,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
696,50,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
697,50,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
698,50,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
699,50,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
700,51,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
701,51,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
702,51,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
703,51,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
704,51,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
705,51,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
706,51,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
707,51,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
708,51,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
709,51,autumn_wind,archive_signal,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
710,51,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
711,51,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
712,51,autumn_wind,central_repair_ring,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
713,51,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
714,52,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
715,52,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
716,52,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
717,52,autumn_wind,orchard_riverbend,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
718,52,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
719,52,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
720,52,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
721,52,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
722,52,autumn_wind,signal_orchard,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
723,52,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
724,52,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
725,52,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
726,52,autumn_wind,roofward_archive,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
727,52,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
728,53,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
729,53,autumn_wind,orchard_riverbend,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
730,53,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
731,53,autumn_wind,riverbend_roofward,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
732,53,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
733,53,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
734,53,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
735,53,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
736,53,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
737,53,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
738,53,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
739,53,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
740,53,autumn_wind,signal_orchard,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
741,53,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
742,54,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
743,54,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
744,54,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
745,54,autumn_wind,archive_signal,blocked route sign,guild hammer stop,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
746,54,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
747,54,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
748,54,autumn_wind,central_repair_ring,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
749,54,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
750,54,autumn_wind,roofward_archive,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
751,54,autumn_wind,archive_signal,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
752,54,autumn_wind,signal_orchard,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
753,54,autumn_wind,orchard_riverbend,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,caravan-pulse,True
754,54,autumn_wind,central_repair_ring,detour flags,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,flower-node,True
755,54,autumn_wind,riverbend_roofward,caravan markers,wheel rattle,leaf smoke,cool damp,wind damp,tired caravan pace,ambient-rate,True
756,55,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
757,55,winter_cold,archive_signal,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
758,55,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
759,55,winter_cold,orchard_riverbend,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
760,55,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
761,55,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
762,55,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
763,55,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
764,55,winter_cold,signal_orchard,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,flower-node,True
765,55,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
766,55,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
767,55,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
768,55,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
769,55,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
770,56,winter_cold,orchard_riverbend,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
771,56,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
772,56,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
773,56,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
774,56,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
775,56,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
776,56,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
777,56,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
778,56,winter_cold,riverbend_roofward,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,flower-node,True
779,56,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
780,56,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
781,56,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
782,56,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
783,56,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
784,57,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
785,57,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
786,57,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
787,57,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
788,57,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
789,57,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
790,57,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
791,57,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
792,57,winter_cold,archive_signal,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,flower-node,True
793,57,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
794,57,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
795,57,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
796,57,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
797,57,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
798,58,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
799,58,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
800,58,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
801,58,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
802,58,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
803,58,winter_cold,roofward_archive,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
804,58,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
805,58,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
806,58,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
807,58,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
808,58,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
809,58,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
810,58,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
811,58,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
812,59,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
813,59,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
814,59,winter_cold,riverbend_roofward,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
815,59,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
816,59,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
817,59,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
818,59,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
819,59,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
820,59,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
821,59,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
822,59,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
823,59,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
824,59,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
825,59,winter_cold,central_repair_ring,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
826,60,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
827,60,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
828,60,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
829,60,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
830,60,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
831,60,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
832,60,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
833,60,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
834,60,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
835,60,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
836,60,winter_cold,orchard_riverbend,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
837,60,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
838,60,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
839,60,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
840,61,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
841,61,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
842,61,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
843,61,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
844,61,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
845,61,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
846,61,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
847,61,winter_cold,signal_orchard,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
848,61,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
849,61,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
850,61,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
851,61,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
852,61,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
853,61,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
854,62,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
855,62,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
856,62,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
857,62,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
858,62,winter_cold,archive_signal,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
859,62,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
860,62,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
861,62,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
862,62,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
863,62,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
864,62,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
865,62,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
866,62,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
867,62,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
868,63,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
869,63,winter_cold,archive_signal,caravan markers,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
870,63,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
871,63,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
872,63,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
873,63,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
874,63,winter_cold,roofward_archive,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
875,63,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
876,63,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
877,63,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
878,63,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
879,63,winter_cold,riverbend_roofward,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
880,63,winter_cold,roofward_archive,blocked route sign,guild hammer stop,cold oil,cold bite,icy,tired caravan pace,flower-node,True
881,63,winter_cold,archive_signal,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,ambient-rate,True
882,64,winter_cold,signal_orchard,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,flower-node,True
883,64,winter_cold,orchard_riverbend,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
884,64,winter_cold,central_repair_ring,detour flags,wheel rattle,cold oil,cold bite,icy,tired caravan pace,caravan-pulse,True
