tick_id,day,settlement_id,resident_id,help_offer,resident_boundary,response,refusal_present,refusal_respected,autonomy_before,autonomy_after,trust_before,trust_after,useful_without_coercion
2314,129,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2316,129,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2317,129,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2319,129,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2322,130,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2324,130,lichen_bridge,Rin,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2325,130,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2326,130,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2328,130,cinder_garden,Vale,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2331,130,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2334,130,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2335,130,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2337,130,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2338,130,cinder_garden,Juno,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2340,131,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2342,131,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2343,131,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2345,131,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2346,131,glass_harbor,Puck,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2349,131,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2352,131,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2353,131,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2355,131,moss_ward,Tala,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2356,131,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2357,131,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2358,132,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2359,132,moss_ward,Fay,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2361,132,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2362,132,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2364,132,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2366,132,cinder_garden,Juno,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2367,132,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2369,132,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2370,132,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2371,132,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2373,132,orchid_engine,Eli,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2376,133,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2378,133,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2379,133,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2382,133,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2385,133,cinder_garden,Pax,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2387,133,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2388,133,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2389,133,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2391,133,lichen_bridge,Sol,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2392,133,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2394,134,cinder_garden,Juno,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2395,134,lichen_bridge,Luma,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2397,134,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2398,134,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2400,134,lichen_bridge,Rin,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2401,134,orchid_engine,Eli,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2403,134,glass_harbor,Oren,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2404,134,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2406,134,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2408,134,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2409,134,cinder_garden,Wren,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2410,134,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2412,135,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2414,135,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2415,135,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2418,135,cinder_garden,Vale,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2421,135,moss_ward,Fay,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2422,135,glass_harbor,Puck,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2424,135,lichen_bridge,Kio,repair together,do not step on tension rope,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2427,135,glass_harbor,Sera,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2428,135,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2429,135,lichen_bridge,Luma,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2430,136,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2432,136,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2433,136,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2436,136,glass_harbor,Puck,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2439,136,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2442,136,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2443,136,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2444,136,orchid_engine,Dax,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2445,136,moss_ward,Tala,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2448,137,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2451,137,cinder_garden,Wren,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2454,137,moss_ward,Milo,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2456,137,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2457,137,lichen_bridge,Luma,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2460,137,glass_harbor,Nia,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2461,137,cinder_garden,Pax,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2462,137,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2463,137,orchid_engine,Eli,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2464,137,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2465,137,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2466,138,lichen_bridge,Kio,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2467,138,orchid_engine,Cai,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2469,138,glass_harbor,Sera,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2470,138,cinder_garden,Juno,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2471,138,lichen_bridge,Luma,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2472,138,orchid_engine,Dax,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2475,138,cinder_garden,Pax,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2478,138,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2481,138,lichen_bridge,Sol,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2484,139,cinder_garden,Juno,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2487,139,moss_ward,Tala,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2490,139,lichen_bridge,Rin,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2492,139,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2493,139,glass_harbor,Oren,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2494,139,cinder_garden,Vale,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2496,139,orchid_engine,Bea,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2499,139,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2500,139,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2502,140,glass_harbor,Nia,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2503,140,cinder_garden,Pax,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2504,140,lichen_bridge,Rin,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2505,140,orchid_engine,Eli,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2506,140,moss_ward,Ari,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2508,140,cinder_garden,Vale,carry object,cool bowl shared,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2510,140,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2511,140,moss_ward,Fay,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2513,140,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2514,140,lichen_bridge,Kio,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2517,140,glass_harbor,Sera,translate phrase,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2518,140,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2519,140,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2520,141,moss_ward,Ari,repair together,do not move root ledger,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2523,141,lichen_bridge,Sol,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2526,141,glass_harbor,Puck,repair together,do not dim lamp,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2527,141,cinder_garden,Wren,watch route,shade caller leads,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2529,141,orchid_engine,Cai,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2530,141,moss_ward,Milo,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2532,141,cinder_garden,Juno,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2533,141,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2534,141,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2535,141,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2537,141,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2538,142,orchid_engine,Bea,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2539,142,moss_ward,Fay,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2541,142,cinder_garden,Wren,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2544,142,moss_ward,Milo,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2547,142,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2548,142,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2550,142,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2553,142,orchid_engine,Eli,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2554,142,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2556,143,lichen_bridge,Kio,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2559,143,glass_harbor,Sera,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2561,143,lichen_bridge,Luma,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2562,143,orchid_engine,Dax,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2563,143,moss_ward,Tala,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2565,143,cinder_garden,Pax,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2566,143,lichen_bridge,Rin,repair together,do not step on tension rope,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2568,143,moss_ward,Ari,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2569,143,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2571,143,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2574,144,cinder_garden,Juno,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2575,144,lichen_bridge,Luma,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2576,144,orchid_engine,Dax,carry object,orchid keeper decides,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2577,144,moss_ward,Tala,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2578,144,glass_harbor,Nia,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2580,144,lichen_bridge,Rin,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2583,144,glass_harbor,Oren,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2585,144,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2586,144,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2589,144,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2592,145,glass_harbor,Nia,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2595,145,orchid_engine,Eli,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2597,145,glass_harbor,Oren,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2598,145,cinder_garden,Vale,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2599,145,lichen_bridge,Sol,carry object,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2601,145,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2603,145,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2604,145,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2605,145,orchid_engine,Cai,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2607,145,glass_harbor,Sera,watch route,net keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2608,145,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2609,145,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2610,146,moss_ward,Ari,carry object,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2611,146,glass_harbor,Oren,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2613,146,lichen_bridge,Sol,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2614,146,orchid_engine,Bea,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2616,146,glass_harbor,Puck,carry object,tea before crossing,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2617,146,cinder_garden,Wren,repair together,do not cross seed rows,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2618,146,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2619,146,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2620,146,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2622,146,cinder_garden,Juno,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2624,146,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2625,146,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2626,146,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2627,146,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2628,147,orchid_engine,Bea,repair together,do not turn valve key,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2629,147,moss_ward,Fay,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2631,147,cinder_garden,Wren,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2632,147,lichen_bridge,Kio,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2634,147,moss_ward,Milo,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2637,147,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2638,147,orchid_engine,Dax,wait for resident lead,keep gear lane open,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2639,147,moss_ward,Tala,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2640,147,glass_harbor,Nia,repair together,do not dim lamp,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2643,147,orchid_engine,Eli,step back,do not turn valve key,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2644,147,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2645,147,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2646,148,lichen_bridge,Kio,watch route,signal keeper answers,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2647,148,orchid_engine,Cai,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2648,148,moss_ward,Milo,step back,do not move root ledger,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2649,148,glass_harbor,Sera,wait for resident lead,net keeper decides,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2652,148,orchid_engine,Dax,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2653,148,moss_ward,Tala,translate phrase,rain path first,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2655,148,cinder_garden,Pax,wait for resident lead,shade caller leads,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2656,148,lichen_bridge,Rin,carry object,meal room welcomes,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2658,148,moss_ward,Ari,watch route,ask before loom repair,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2661,148,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2662,148,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2664,149,cinder_garden,Juno,translate phrase,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2665,149,lichen_bridge,Luma,step back,do not step on tension rope,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2667,149,moss_ward,Tala,carry object,rain path first,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2670,149,lichen_bridge,Rin,translate phrase,meal room welcomes,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2672,149,moss_ward,Ari,wait for resident lead,ask before loom repair,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2673,149,glass_harbor,Oren,carry object,tea before crossing,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2674,149,cinder_garden,Vale,repair together,do not cross seed rows,resident refuses; avatar records boundary and steps back,True,True,0.94,0.94,0.94,0.94,True
2676,149,orchid_engine,Bea,translate phrase,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2679,149,cinder_garden,Wren,carry object,cool bowl shared,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2681,149,orchid_engine,Cai,watch route,keep gear lane open,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2682,150,glass_harbor,Nia,step back,do not dim lamp,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2685,150,orchid_engine,Eli,repair together,do not turn valve key,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2688,150,cinder_garden,Vale,step back,do not cross seed rows,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2689,150,lichen_bridge,Sol,wait for resident lead,signal keeper answers,resident keeps plan ownership,False,True,0.94,0.94,0.94,0.94,True
2690,150,orchid_engine,Bea,carry object,orchid keeper decides,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
2691,150,moss_ward,Fay,repair together,do not move root ledger,resident accepts bounded help,False,True,0.94,0.94,0.94,0.94,True
