tick,day,absent_ticks,resident,offscreen_task,progress_before,progress_after,resource_delta,changed_without_avatar,visible_on_return
4350,242,16,Tovan,sort herbs,0.529809,0.537809,0,True,True
4351,242,17,Nia,carry water,0.548944,0.556944,0,True,True
4352,242,18,Ari,dry cloaks,0.560353,0.568353,0,True,True
4353,242,19,Fay,map safe route,0.553546,0.561546,0,True,True
4354,242,20,Milo,rest after rain,0.534782,0.542782,0,True,True
4355,242,21,Sera,recover focus,0.521313,0.529313,0,True,True
4356,243,22,Tovan,sort herbs,0.567568,0.575568,0,True,True
4357,243,23,Nia,carry water,0.584397,0.592397,0,True,True
4358,243,24,Ari,dry cloaks,0.585754,0.593754,0,True,True
4359,243,25,Fay,map safe route,0.57039,0.57839,0,True,True
4360,243,26,Milo,rest after rain,0.552432,0.560432,0,True,True
4361,243,27,Sera,recover focus,0.548389,0.556389,0,True,True
4362,243,28,Tovan,repair awning,0.561979,0.569979,0,True,True
4363,243,29,Nia,sort herbs,0.580707,0.588707,0,True,True
4364,243,30,Ari,carry water,0.587355,0.595355,0,True,True
4365,243,31,Fay,dry cloaks,0.57581,0.58381,0,True,True
4366,243,32,Milo,map safe route,0.556687,0.564687,0,True,True
4367,243,33,Sera,rest after rain,0.547568,0.555568,0,True,True
4368,243,34,Tovan,recover focus,0.556836,0.564836,0,True,True
4369,243,35,Nia,repair awning,0.575971,0.583971,0,True,True
4370,243,36,Ari,sort herbs,0.58738,0.59538,0,True,True
4371,243,6,Fay,carry water,0.580573,0.588573,0,True,True
4372,243,7,Milo,dry cloaks,0.56181,0.56981,0,True,True
4373,243,8,Sera,map safe route,0.54834,0.55634,0,True,True
4374,244,9,Tovan,recover focus,0.594595,0.602595,0,True,True
4375,244,10,Nia,repair awning,0.611424,0.619424,0,True,True
4376,244,11,Ari,sort herbs,0.612781,0.620781,0,True,True
4377,244,12,Fay,carry water,0.597417,0.605417,0,True,True
4378,244,13,Milo,dry cloaks,0.579459,0.587459,0,True,True
4379,244,14,Sera,map safe route,0.575416,0.583416,0,True,True
4380,244,15,Tovan,rest after rain,0.589006,0.597006,0,True,True
4381,244,16,Nia,recover focus,0.607734,0.615734,0,True,True
4382,244,17,Ari,repair awning,0.614382,0.622382,0,True,True
4383,244,18,Fay,sort herbs,0.602837,0.610837,0,True,True
4384,244,19,Milo,carry water,0.583714,0.591714,0,True,True
4385,244,20,Sera,dry cloaks,0.574595,0.582595,0,True,True
4386,244,21,Tovan,map safe route,0.583863,0.591863,0,True,True
4387,244,22,Nia,rest after rain,0.602998,0.610998,0,True,True
4388,244,23,Ari,recover focus,0.614407,0.622407,0,True,True
4389,244,24,Fay,repair awning,0.6076,0.6156,0,True,True
4390,244,25,Milo,sort herbs,0.588837,0.596837,0,True,True
4391,244,26,Sera,carry water,0.575367,0.583367,0,True,True
4392,245,27,Tovan,map safe route,0.621622,0.629622,0,True,True
4393,245,28,Nia,rest after rain,0.638451,0.646451,0,True,True
4394,245,29,Ari,recover focus,0.639808,0.647808,0,True,True
4395,245,30,Fay,repair awning,0.624444,0.632444,0,True,True
4396,245,31,Milo,sort herbs,0.606486,0.614486,0,True,True
4397,245,32,Sera,carry water,0.602443,0.610443,0,True,True
4398,245,33,Tovan,dry cloaks,0.616033,0.624033,0,True,True
4399,245,34,Nia,map safe route,0.634761,0.642761,0,True,True
4400,245,35,Ari,rest after rain,0.641409,0.649409,0,True,True
4401,245,36,Fay,recover focus,0.629864,0.637864,0,True,True
4402,245,6,Milo,repair awning,0.610741,0.618741,0,True,True
4403,245,7,Sera,sort herbs,0.601622,0.609622,0,True,True
4404,245,8,Tovan,carry water,0.61089,0.61889,0,True,True
4405,245,9,Nia,dry cloaks,0.630025,0.638025,0,True,True
4406,245,10,Ari,map safe route,0.641434,0.649434,0,True,True
4407,245,11,Fay,rest after rain,0.634627,0.642627,0,True,True
4408,245,12,Milo,recover focus,0.615864,0.623864,0,True,True
4409,245,13,Sera,repair awning,0.602394,0.610394,0,True,True
4410,246,14,Tovan,carry water,0.648649,0.656649,0,True,True
4411,246,15,Nia,dry cloaks,0.665478,0.673478,0,True,True
4412,246,16,Ari,map safe route,0.666835,0.674835,0,True,True
4413,246,17,Fay,rest after rain,0.651471,0.659471,0,True,True
4414,246,18,Milo,recover focus,0.633513,0.641513,0,True,True
4415,246,19,Sera,repair awning,0.62947,0.63747,0,True,True
4416,246,20,Tovan,sort herbs,0.64306,0.65106,0,True,True
4417,246,21,Nia,carry water,0.661788,0.669788,0,True,True
4418,246,22,Ari,dry cloaks,0.668436,0.676436,0,True,True
4419,246,23,Fay,map safe route,0.656891,0.664891,0,True,True
4420,246,24,Milo,rest after rain,0.637768,0.645768,0,True,True
4421,246,25,Sera,recover focus,0.628649,0.636649,0,True,True
4422,246,26,Tovan,repair awning,0.637917,0.645917,0,True,True
4423,246,27,Nia,sort herbs,0.657052,0.665052,0,True,True
4424,246,28,Ari,carry water,0.668461,0.676461,0,True,True
4425,246,29,Fay,dry cloaks,0.661654,0.669654,0,True,True
4426,246,30,Milo,map safe route,0.642891,0.650891,0,True,True
4427,246,31,Sera,rest after rain,0.629421,0.637421,0,True,True
4428,247,32,Tovan,repair awning,0.675676,0.683676,0,True,True
4429,247,33,Nia,sort herbs,0.692505,0.700505,0,True,True
4430,247,34,Ari,carry water,0.693862,0.701862,0,True,True
4431,247,35,Fay,dry cloaks,0.678498,0.686498,0,True,True
4432,247,36,Milo,map safe route,0.66054,0.66854,0,True,True
4433,247,6,Sera,rest after rain,0.656497,0.664497,0,True,True
4434,247,7,Tovan,recover focus,0.670087,0.678087,0,True,True
4435,247,8,Nia,repair awning,0.688815,0.696815,0,True,True
4436,247,9,Ari,sort herbs,0.695463,0.703463,0,True,True
4437,247,10,Fay,carry water,0.683918,0.691918,0,True,True
4438,247,11,Milo,dry cloaks,0.664795,0.672795,0,True,True
4439,247,12,Sera,map safe route,0.655676,0.663676,0,True,True
4440,247,13,Tovan,rest after rain,0.664944,0.672944,0,True,True
4441,247,14,Nia,recover focus,0.684079,0.692079,0,True,True
4442,247,15,Ari,repair awning,0.695488,0.703488,0,True,True
4443,247,16,Fay,sort herbs,0.688681,0.696681,0,True,True
4444,247,17,Milo,carry water,0.669918,0.677918,0,True,True
4445,247,18,Sera,dry cloaks,0.656448,0.664448,0,True,True
4446,248,19,Tovan,rest after rain,0.702703,0.710703,0,True,True
4447,248,20,Nia,recover focus,0.719532,0.727532,0,True,True
4448,248,21,Ari,repair awning,0.720889,0.728889,0,True,True
4449,248,22,Fay,sort herbs,0.705525,0.713525,0,True,True
4450,248,23,Milo,carry water,0.687567,0.695567,0,True,True
4451,248,24,Sera,dry cloaks,0.683524,0.691524,0,True,True
4452,248,25,Tovan,map safe route,0.697114,0.705114,0,True,True
4453,248,26,Nia,rest after rain,0.715842,0.723842,0,True,True
4454,248,27,Ari,recover focus,0.72249,0.73049,0,True,True
4455,248,28,Fay,repair awning,0.710945,0.718945,0,True,True
4456,248,29,Milo,sort herbs,0.691822,0.699822,0,True,True
4457,248,30,Sera,carry water,0.682703,0.690703,0,True,True
4458,248,31,Tovan,dry cloaks,0.691971,0.699971,0,True,True
4459,248,32,Nia,map safe route,0.711106,0.719106,0,True,True
4460,248,33,Ari,rest after rain,0.722515,0.730515,0,True,True
4461,248,34,Fay,recover focus,0.715708,0.723708,0,True,True
4462,248,35,Milo,repair awning,0.696945,0.704945,0,True,True
4463,248,36,Sera,sort herbs,0.683475,0.691475,0,True,True
4464,249,6,Tovan,dry cloaks,0.72973,0.73773,0,True,True
4465,249,7,Nia,map safe route,0.746559,0.754559,0,True,True
4466,249,8,Ari,rest after rain,0.747916,0.755916,0,True,True
4467,249,9,Fay,recover focus,0.732552,0.740552,0,True,True
4468,249,10,Milo,repair awning,0.714594,0.722594,0,True,True
4469,249,11,Sera,sort herbs,0.710551,0.718551,0,True,True
4470,249,12,Tovan,carry water,0.724141,0.732141,0,True,True
4471,249,13,Nia,dry cloaks,0.742869,0.750869,0,True,True
4472,249,14,Ari,map safe route,0.749517,0.757517,0,True,True
4473,249,15,Fay,rest after rain,0.737972,0.745972,0,True,True
4474,249,16,Milo,recover focus,0.718849,0.726849,0,True,True
4475,249,17,Sera,repair awning,0.70973,0.71773,0,True,True
4476,249,18,Tovan,sort herbs,0.718998,0.726998,0,True,True
4477,249,19,Nia,carry water,0.738133,0.746133,0,True,True
4478,249,20,Ari,dry cloaks,0.749542,0.757542,0,True,True
4479,249,21,Fay,map safe route,0.742735,0.750735,0,True,True
4480,249,22,Milo,rest after rain,0.723972,0.731972,0,True,True
4481,249,23,Sera,recover focus,0.710502,0.718502,0,True,True
4482,250,24,Tovan,sort herbs,0.756757,0.764757,0,True,True
4483,250,25,Nia,carry water,0.773586,0.781586,0,True,True
4484,250,26,Ari,dry cloaks,0.774943,0.782943,0,True,True
4485,250,27,Fay,map safe route,0.759579,0.767579,0,True,True
4486,250,28,Milo,rest after rain,0.741621,0.749621,0,True,True
4487,250,29,Sera,recover focus,0.737578,0.745578,0,True,True
4488,250,30,Tovan,repair awning,0.751168,0.759168,0,True,True
4489,250,31,Nia,sort herbs,0.769896,0.777896,0,True,True
4490,250,32,Ari,carry water,0.776544,0.784544,0,True,True
4491,250,33,Fay,dry cloaks,0.764999,0.772999,0,True,True
4492,250,34,Milo,map safe route,0.745876,0.753876,0,True,True
4493,250,35,Sera,rest after rain,0.736757,0.744757,0,True,True
4494,250,36,Tovan,recover focus,0.746025,0.754025,0,True,True
4495,250,6,Nia,repair awning,0.76516,0.77316,0,True,True
4496,250,7,Ari,sort herbs,0.776569,0.784569,0,True,True
4497,250,8,Fay,carry water,0.769763,0.777763,0,True,True
4498,250,9,Milo,dry cloaks,0.750999,0.758999,0,True,True
4499,250,10,Sera,map safe route,0.737529,0.745529,0,True,True
4500,251,11,Tovan,recover focus,0.783784,0.791784,0,True,True
4501,251,12,Nia,repair awning,0.800613,0.808613,0,True,True
4502,251,13,Ari,sort herbs,0.80197,0.80997,0,True,True
4503,251,14,Fay,carry water,0.786606,0.794606,0,True,True
4504,251,15,Milo,dry cloaks,0.768648,0.776648,0,True,True
4505,251,16,Sera,map safe route,0.764605,0.772605,0,True,True
4506,251,17,Tovan,rest after rain,0.778195,0.786195,0,True,True
4507,251,18,Nia,recover focus,0.796924,0.804924,0,True,True
4508,251,19,Ari,repair awning,0.803571,0.811571,0,True,True
4509,251,20,Fay,sort herbs,0.792026,0.800026,0,True,True
4510,251,21,Milo,carry water,0.772903,0.780903,0,True,True
4511,251,22,Sera,dry cloaks,0.763784,0.771784,0,True,True
4512,251,23,Tovan,map safe route,0.773052,0.781052,0,True,True
4513,251,24,Nia,rest after rain,0.792187,0.800187,0,True,True
4514,251,25,Ari,recover focus,0.803596,0.811596,0,True,True
4515,251,26,Fay,repair awning,0.79679,0.80479,0,True,True
4516,251,27,Milo,sort herbs,0.778026,0.786026,0,True,True
4517,251,28,Sera,carry water,0.764556,0.772556,0,True,True
4518,252,29,Tovan,map safe route,0.810811,0.818811,0,True,True
4519,252,30,Nia,rest after rain,0.82764,0.83564,0,True,True
4520,252,31,Ari,recover focus,0.828997,0.836997,0,True,True
4521,252,32,Fay,repair awning,0.813633,0.821633,0,True,True
4522,252,33,Milo,sort herbs,0.795675,0.803675,0,True,True
4523,252,34,Sera,carry water,0.791632,0.799632,0,True,True
4524,252,35,Tovan,dry cloaks,0.805223,0.813223,0,True,True
4525,252,36,Nia,map safe route,0.823951,0.831951,0,True,True
4526,252,6,Ari,rest after rain,0.830598,0.838598,0,True,True
4527,252,7,Fay,recover focus,0.819053,0.827053,0,True,True
4528,252,8,Milo,repair awning,0.79993,0.80793,0,True,True
4529,252,9,Sera,sort herbs,0.790811,0.798811,0,True,True
4530,252,10,Tovan,carry water,0.800079,0.808079,0,True,True
4531,252,11,Nia,dry cloaks,0.819214,0.827214,0,True,True
4532,252,12,Ari,map safe route,0.830623,0.838623,0,True,True
4533,252,13,Fay,rest after rain,0.823817,0.831817,0,True,True
4534,252,14,Milo,recover focus,0.805053,0.813053,0,True,True
4535,252,15,Sera,repair awning,0.791583,0.799583,0,True,True
4536,253,16,Tovan,carry water,0.837838,0.845838,0,True,True
4537,253,17,Nia,dry cloaks,0.854667,0.862667,0,True,True
4538,253,18,Ari,map safe route,0.856024,0.864024,0,True,True
4539,253,19,Fay,rest after rain,0.84066,0.84866,0,True,True
4540,253,20,Milo,recover focus,0.822702,0.830702,0,True,True
4541,253,21,Sera,repair awning,0.818659,0.826659,0,True,True
4542,253,22,Tovan,sort herbs,0.83225,0.84025,0,True,True
4543,253,23,Nia,carry water,0.850978,0.858978,0,True,True
4544,253,24,Ari,dry cloaks,0.857625,0.865625,0,True,True
4545,253,25,Fay,map safe route,0.84608,0.85408,0,True,True
4546,253,26,Milo,rest after rain,0.826957,0.834957,0,True,True
4547,253,27,Sera,recover focus,0.817838,0.825838,0,True,True
4548,253,28,Tovan,repair awning,0.827106,0.835106,0,True,True
4549,253,29,Nia,sort herbs,0.846241,0.854241,0,True,True
4550,253,30,Ari,carry water,0.85765,0.86565,0,True,True
4551,253,31,Fay,dry cloaks,0.850844,0.858844,0,True,True
4552,253,32,Milo,map safe route,0.83208,0.84008,0,True,True
4553,253,33,Sera,rest after rain,0.81861,0.82661,0,True,True
4554,254,34,Tovan,repair awning,0.864865,0.872865,0,True,True
4555,254,35,Nia,sort herbs,0.881694,0.889694,0,True,True
4556,254,36,Ari,carry water,0.883051,0.891051,0,True,True
4557,254,6,Fay,dry cloaks,0.867687,0.875687,0,True,True
4558,254,7,Milo,map safe route,0.849729,0.857729,0,True,True
4559,254,8,Sera,rest after rain,0.845686,0.853686,0,True,True
4560,254,9,Tovan,recover focus,0.859277,0.867277,0,True,True
4561,254,10,Nia,repair awning,0.878005,0.886005,0,True,True
4562,254,11,Ari,sort herbs,0.884652,0.892652,0,True,True
4563,254,12,Fay,carry water,0.873107,0.881107,0,True,True
4564,254,13,Milo,dry cloaks,0.853984,0.861984,0,True,True
4565,254,14,Sera,map safe route,0.844865,0.852865,0,True,True
4566,254,15,Tovan,rest after rain,0.854133,0.862133,0,True,True
4567,254,16,Nia,recover focus,0.873268,0.881268,0,True,True
4568,254,17,Ari,repair awning,0.884677,0.892677,0,True,True
4569,254,18,Fay,sort herbs,0.877871,0.885871,0,True,True
4570,254,19,Milo,carry water,0.859107,0.867107,0,True,True
4571,254,20,Sera,dry cloaks,0.845637,0.853637,0,True,True
4572,255,21,Tovan,rest after rain,0.891892,0.899892,0,True,True
4573,255,22,Nia,recover focus,0.908721,0.916721,0,True,True
4574,255,23,Ari,repair awning,0.910078,0.918078,0,True,True
4575,255,24,Fay,sort herbs,0.894714,0.902714,0,True,True
4576,255,25,Milo,carry water,0.876756,0.884756,0,True,True
4577,255,26,Sera,dry cloaks,0.872713,0.880713,0,True,True
4578,255,27,Tovan,map safe route,0.886304,0.894304,0,True,True
4579,255,28,Nia,rest after rain,0.905032,0.913032,0,True,True
4580,255,29,Ari,recover focus,0.911679,0.919679,0,True,True
4581,255,30,Fay,repair awning,0.900134,0.908134,0,True,True
4582,255,31,Milo,sort herbs,0.881011,0.889011,0,True,True
4583,255,32,Sera,carry water,0.871892,0.879892,0,True,True
4584,255,33,Tovan,dry cloaks,0.88116,0.88916,0,True,True
4585,255,34,Nia,map safe route,0.900295,0.908295,0,True,True
4586,255,35,Ari,rest after rain,0.911704,0.919704,0,True,True
4587,255,36,Fay,recover focus,0.904898,0.912898,0,True,True
4588,255,6,Milo,repair awning,0.886134,0.894134,0,True,True
4589,255,7,Sera,sort herbs,0.872664,0.880664,0,True,True
4590,256,8,Tovan,dry cloaks,0.918919,0.926919,0,True,True
4591,256,9,Nia,map safe route,0.935748,0.943748,0,True,True
4592,256,10,Ari,rest after rain,0.937105,0.945105,0,True,True
4593,256,11,Fay,recover focus,0.921741,0.929741,0,True,True
4594,256,12,Milo,repair awning,0.903783,0.911783,0,True,True
4595,256,13,Sera,sort herbs,0.89974,0.90774,0,True,True
4596,256,14,Tovan,carry water,0.913331,0.921331,0,True,True
4597,256,15,Nia,dry cloaks,0.932059,0.940059,0,True,True
4598,256,16,Ari,map safe route,0.938706,0.946706,0,True,True
4599,256,17,Fay,rest after rain,0.927161,0.935161,0,True,True
4600,256,18,Milo,recover focus,0.908038,0.916038,0,True,True
4601,256,19,Sera,repair awning,0.898919,0.906919,0,True,True
4602,256,20,Tovan,sort herbs,0.908187,0.916187,0,True,True
4603,256,21,Nia,carry water,0.927322,0.935322,0,True,True
4604,256,22,Ari,dry cloaks,0.938731,0.946731,0,True,True
4605,256,23,Fay,map safe route,0.931925,0.939925,0,True,True
4606,256,24,Milo,rest after rain,0.913161,0.921161,0,True,True
4607,256,25,Sera,recover focus,0.899691,0.907691,0,True,True
4608,257,26,Tovan,sort herbs,0.945946,0.953946,0,True,True
4609,257,27,Nia,carry water,0.962775,0.970775,0,True,True
4610,257,28,Ari,dry cloaks,0.964132,0.972132,0,True,True
4611,257,29,Fay,map safe route,0.948768,0.956768,0,True,True
4612,257,30,Milo,rest after rain,0.93081,0.93881,0,True,True
4613,257,31,Sera,recover focus,0.926767,0.934767,0,True,True
4614,257,32,Tovan,repair awning,0.940358,0.948358,0,True,True
4615,257,33,Nia,sort herbs,0.959086,0.967086,0,True,True
4616,257,34,Ari,carry water,0.965733,0.973733,0,True,True
4617,257,35,Fay,dry cloaks,0.954188,0.962188,0,True,True
4618,257,36,Milo,map safe route,0.935066,0.943066,0,True,True
4619,257,6,Sera,rest after rain,0.925946,0.933946,0,True,True
4620,257,7,Tovan,recover focus,0.935214,0.943214,0,True,True
4621,257,8,Nia,repair awning,0.954349,0.962349,0,True,True
4622,257,9,Ari,sort herbs,0.965758,0.973758,0,True,True
4623,257,10,Fay,carry water,0.958952,0.966952,0,True,True
4624,257,11,Milo,dry cloaks,0.940188,0.948188,0,True,True
4625,257,12,Sera,map safe route,0.926718,0.934718,0,True,True
4626,258,13,Tovan,recover focus,0.972973,0.980973,0,True,True
4627,258,14,Nia,repair awning,0.98,0.988,0,True,True
4628,258,15,Ari,sort herbs,0.98,0.988,0,True,True
4629,258,16,Fay,carry water,0.975795,0.983795,0,True,True
4630,258,17,Milo,dry cloaks,0.957837,0.965837,0,True,True
4631,258,18,Sera,map safe route,0.953794,0.961794,0,True,True
4632,258,19,Tovan,rest after rain,0.967385,0.975385,0,True,True
4633,258,20,Nia,recover focus,0.98,0.988,0,True,True
4634,258,21,Ari,repair awning,0.98,0.988,0,True,True
4635,258,22,Fay,sort herbs,0.98,0.988,0,True,True
4636,258,23,Milo,carry water,0.962093,0.970093,0,True,True
4637,258,24,Sera,dry cloaks,0.952973,0.960973,0,True,True
4638,258,25,Tovan,map safe route,0.962242,0.970242,0,True,True
4639,258,26,Nia,rest after rain,0.98,0.988,0,True,True
4640,258,27,Ari,recover focus,0.98,0.988,0,True,True
4641,258,28,Fay,repair awning,0.98,0.988,0,True,True
4642,258,29,Milo,sort herbs,0.967215,0.975215,0,True,True
4643,258,30,Sera,carry water,0.953745,0.961745,0,True,True
4644,259,31,Tovan,map safe route,0.0,0.008,0,True,True
4645,259,32,Nia,rest after rain,0.016829,0.024829,0,True,True
4646,259,33,Ari,recover focus,0.018186,0.026186,0,True,True
4647,259,34,Fay,repair awning,0.002822,0.010822,0,True,True
4648,259,35,Milo,sort herbs,0.0,0.008,0,True,True
4649,259,36,Sera,carry water,0.0,0.008,0,True,True
4650,259,6,Tovan,dry cloaks,0.0,0.008,0,True,True
4651,259,7,Nia,map safe route,0.01314,0.02114,0,True,True
4652,259,8,Ari,rest after rain,0.019787,0.027787,0,True,True
4653,259,9,Fay,recover focus,0.008242,0.016242,0,True,True
4654,259,10,Milo,repair awning,0.0,0.008,0,True,True
4655,259,11,Sera,sort herbs,0.0,0.008,0,True,True
4656,259,12,Tovan,carry water,0.0,0.008,0,True,True
4657,259,13,Nia,dry cloaks,0.008403,0.016403,0,True,True
4658,259,14,Ari,map safe route,0.019812,0.027812,0,True,True
4659,259,15,Fay,rest after rain,0.013006,0.021006,0,True,True
4660,259,16,Milo,recover focus,0.0,0.008,0,True,True
4661,259,17,Sera,repair awning,0.0,0.008,0,True,True
4662,260,18,Tovan,carry water,0.027027,0.035027,0,True,True
4663,260,19,Nia,dry cloaks,0.043856,0.051856,0,True,True
4664,260,20,Ari,map safe route,0.045213,0.053213,0,True,True
4665,260,21,Fay,rest after rain,0.029849,0.037849,0,True,True
4666,260,22,Milo,recover focus,0.011891,0.019891,0,True,True
4667,260,23,Sera,repair awning,0.007849,0.015849,0,True,True
4668,260,24,Tovan,sort herbs,0.021439,0.029439,0,True,True
4669,260,25,Nia,carry water,0.040167,0.048167,0,True,True
4670,260,26,Ari,dry cloaks,0.046814,0.054814,0,True,True
4671,260,27,Fay,map safe route,0.035269,0.043269,0,True,True
4672,260,28,Milo,rest after rain,0.016147,0.024147,0,True,True
4673,260,29,Sera,recover focus,0.007027,0.015027,0,True,True
4674,260,30,Tovan,repair awning,0.016296,0.024296,0,True,True
4675,260,31,Nia,sort herbs,0.03543,0.04343,0,True,True
4676,260,32,Ari,carry water,0.046839,0.054839,0,True,True
4677,260,33,Fay,dry cloaks,0.040033,0.048033,0,True,True
4678,260,34,Milo,map safe route,0.021269,0.029269,0,True,True
4679,260,35,Sera,rest after rain,0.007799,0.015799,0,True,True
4680,261,36,Tovan,repair awning,0.054054,0.062054,0,True,True
4681,261,6,Nia,sort herbs,0.070883,0.078883,0,True,True
4682,261,7,Ari,carry water,0.07224,0.08024,0,True,True
4683,261,8,Fay,dry cloaks,0.056876,0.064876,0,True,True
4684,261,9,Milo,map safe route,0.038918,0.046918,0,True,True
4685,261,10,Sera,rest after rain,0.034876,0.042876,0,True,True
4686,261,11,Tovan,recover focus,0.048466,0.056466,0,True,True
4687,261,12,Nia,repair awning,0.067194,0.075194,0,True,True
4688,261,13,Ari,sort herbs,0.073841,0.081841,0,True,True
4689,261,14,Fay,carry water,0.062296,0.070296,0,True,True
4690,261,15,Milo,dry cloaks,0.043174,0.051174,0,True,True
4691,261,16,Sera,map safe route,0.034054,0.042054,0,True,True
4692,261,17,Tovan,rest after rain,0.043323,0.051323,0,True,True
4693,261,18,Nia,recover focus,0.062457,0.070457,0,True,True
4694,261,19,Ari,repair awning,0.073866,0.081866,0,True,True
4695,261,20,Fay,sort herbs,0.06706,0.07506,0,True,True
4696,261,21,Milo,carry water,0.048296,0.056296,0,True,True
4697,261,22,Sera,dry cloaks,0.034826,0.042826,0,True,True
4698,262,23,Tovan,rest after rain,0.081081,0.089081,0,True,True
4699,262,24,Nia,recover focus,0.097911,0.105911,0,True,True
4700,262,25,Ari,repair awning,0.099267,0.107267,0,True,True
4701,262,26,Fay,sort herbs,0.083903,0.091903,0,True,True
4702,262,27,Milo,carry water,0.065945,0.073945,0,True,True
4703,262,28,Sera,dry cloaks,0.061903,0.069903,0,True,True
4704,262,29,Tovan,map safe route,0.075493,0.083493,0,True,True
4705,262,30,Nia,rest after rain,0.094221,0.102221,0,True,True
4706,262,31,Ari,recover focus,0.100868,0.108868,0,True,True
4707,262,32,Fay,repair awning,0.089323,0.097323,0,True,True
4708,262,33,Milo,sort herbs,0.070201,0.078201,0,True,True
4709,262,34,Sera,carry water,0.061081,0.069081,0,True,True
4710,262,35,Tovan,dry cloaks,0.07035,0.07835,0,True,True
4711,262,36,Nia,map safe route,0.089484,0.097484,0,True,True
4712,262,6,Ari,rest after rain,0.100893,0.108893,0,True,True
4713,262,7,Fay,recover focus,0.094087,0.102087,0,True,True
4714,262,8,Milo,repair awning,0.075323,0.083323,0,True,True
4715,262,9,Sera,sort herbs,0.061853,0.069853,0,True,True
4716,263,10,Tovan,dry cloaks,0.108108,0.116108,0,True,True
4717,263,11,Nia,map safe route,0.124938,0.132938,0,True,True
4718,263,12,Ari,rest after rain,0.126294,0.134294,0,True,True
4719,263,13,Fay,recover focus,0.110931,0.118931,0,True,True
4720,263,14,Milo,repair awning,0.092972,0.100972,0,True,True
4721,263,15,Sera,sort herbs,0.08893,0.09693,0,True,True
4722,263,16,Tovan,carry water,0.10252,0.11052,0,True,True
4723,263,17,Nia,dry cloaks,0.121248,0.129248,0,True,True
4724,263,18,Ari,map safe route,0.127895,0.135895,0,True,True
4725,263,19,Fay,rest after rain,0.11635,0.12435,0,True,True
4726,263,20,Milo,recover focus,0.097228,0.105228,0,True,True
4727,263,21,Sera,repair awning,0.088108,0.096108,0,True,True
4728,263,22,Tovan,sort herbs,0.097377,0.105377,0,True,True
4729,263,23,Nia,carry water,0.116511,0.124511,0,True,True
4730,263,24,Ari,dry cloaks,0.12792,0.13592,0,True,True
4731,263,25,Fay,map safe route,0.121114,0.129114,0,True,True
4732,263,26,Milo,rest after rain,0.10235,0.11035,0,True,True
4733,263,27,Sera,recover focus,0.08888,0.09688,0,True,True
4734,264,28,Tovan,sort herbs,0.135135,0.143135,0,True,True
4735,264,29,Nia,carry water,0.151965,0.159965,0,True,True
4736,264,30,Ari,dry cloaks,0.153321,0.161321,0,True,True
4737,264,31,Fay,map safe route,0.137958,0.145958,0,True,True
4738,264,32,Milo,rest after rain,0.119999,0.127999,0,True,True
4739,264,33,Sera,recover focus,0.115957,0.123957,0,True,True
4740,264,34,Tovan,repair awning,0.129547,0.137547,0,True,True
4741,264,35,Nia,sort herbs,0.148275,0.156275,0,True,True
4742,264,36,Ari,carry water,0.154922,0.162922,0,True,True
4743,264,6,Fay,dry cloaks,0.143378,0.151378,0,True,True
4744,264,7,Milo,map safe route,0.124255,0.132255,0,True,True
4745,264,8,Sera,rest after rain,0.115135,0.123135,0,True,True
4746,264,9,Tovan,recover focus,0.124404,0.132404,0,True,True
4747,264,10,Nia,repair awning,0.143538,0.151538,0,True,True
4748,264,11,Ari,sort herbs,0.154947,0.162947,0,True,True
4749,264,12,Fay,carry water,0.148141,0.156141,0,True,True
4750,264,13,Milo,dry cloaks,0.129377,0.137377,0,True,True
4751,264,14,Sera,map safe route,0.115907,0.123907,0,True,True
4752,265,15,Tovan,recover focus,0.162162,0.170162,0,True,True
4753,265,16,Nia,repair awning,0.178992,0.186992,0,True,True
4754,265,17,Ari,sort herbs,0.180348,0.188348,0,True,True
4755,265,18,Fay,carry water,0.164985,0.172985,0,True,True
4756,265,19,Milo,dry cloaks,0.147026,0.155026,0,True,True
4757,265,20,Sera,map safe route,0.142984,0.150984,0,True,True
4758,265,21,Tovan,rest after rain,0.156574,0.164574,0,True,True
4759,265,22,Nia,recover focus,0.175302,0.183302,0,True,True
4760,265,23,Ari,repair awning,0.181949,0.189949,0,True,True
4761,265,24,Fay,sort herbs,0.170405,0.178405,0,True,True
4762,265,25,Milo,carry water,0.151282,0.159282,0,True,True
4763,265,26,Sera,dry cloaks,0.142162,0.150162,0,True,True
4764,265,27,Tovan,map safe route,0.151431,0.159431,0,True,True
4765,265,28,Nia,rest after rain,0.170566,0.178566,0,True,True
4766,265,29,Ari,recover focus,0.181974,0.189974,0,True,True
4767,265,30,Fay,repair awning,0.175168,0.183168,0,True,True
4768,265,31,Milo,sort herbs,0.156404,0.164404,0,True,True
4769,265,32,Sera,carry water,0.142934,0.150934,0,True,True
4770,266,33,Tovan,map safe route,0.189189,0.197189,0,True,True
4771,266,34,Nia,rest after rain,0.206019,0.214019,0,True,True
4772,266,35,Ari,recover focus,0.207375,0.215375,0,True,True
4773,266,36,Fay,repair awning,0.192012,0.200012,0,True,True
4774,266,6,Milo,sort herbs,0.174053,0.182053,0,True,True
4775,266,7,Sera,carry water,0.170011,0.178011,0,True,True
4776,266,8,Tovan,dry cloaks,0.183601,0.191601,0,True,True
4777,266,9,Nia,map safe route,0.202329,0.210329,0,True,True
