tick_id,day,agent_id,avatar_event,consent_request_visible,consent_decision,no_line,yes_line,recovery_offer_visible,recovery_accepted,consent_loop_closed,autonomy_preserved,no_endless_distress
1395,117,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
1396,117,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1399,117,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1401,117,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1403,117,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
1404,118,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
1406,118,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1408,118,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
1411,118,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1412,118,Fay,offer_apology,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
1413,118,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
1415,118,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
1416,119,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
1417,119,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1418,119,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
1420,119,Milo,ask_help,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1423,119,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
1425,119,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
1427,119,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
1428,120,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
1430,120,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
1432,120,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
1435,120,Fay,offer_care,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
1437,120,Milo,ask_status,False,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
1439,120,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
