tick_id,day,settlement_id,resident_a,resident_b,mediator_id,role_a,role_b,contested_duty,conflict_reason,mediation_state,fairness_before,fairness_after,resentment_before,resentment_after,visible_mediation_card,bounded_conflict
2936,164,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.748,0.74,True,True
2938,164,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.64,0.632,True,True
2940,164,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,deferred with visible queue,1.0,0.994,0.718,0.724,True,True
2942,164,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.562,0.554,True,True
2944,164,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.71,0.702,True,True
2946,164,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,0.994,1.0,0.644,0.636,True,True
2948,164,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.75,0.742,True,True
2950,164,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,loan priority conflict,mediated by household role,1.0,1.0,0.642,0.634,True,True
2952,165,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2954,165,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
2956,165,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2958,165,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2960,165,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,0.994,1.0,0.0,0.0,True,True
2962,165,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2964,165,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2966,165,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
2968,165,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
2970,166,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.564,0.556,True,True
2972,166,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.722,0.714,True,True
2974,166,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.656,0.648,True,True
2976,166,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.718,0.71,True,True
2978,166,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.674,0.666,True,True
2980,166,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.728,0.72,True,True
2982,166,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,deferred with visible queue,1.0,0.994,0.556,0.562,True,True
2984,166,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.724,0.716,True,True
2986,166,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.658,0.65,True,True
2988,167,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2990,167,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,0.994,1.0,0.0,0.0,True,True
2992,167,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
2994,167,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
2996,167,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
2998,167,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3000,167,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3002,167,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3004,167,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3006,168,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.696,0.688,True,True
3008,168,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.738,0.73,True,True
3010,168,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,deferred with visible queue,0.994,0.988,0.582,0.588,True,True
3012,168,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.726,0.718,True,True
3014,168,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.66,0.652,True,True
3016,168,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,0.988,0.998,0.696,0.688,True,True
3018,168,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.698,0.69,True,True
3020,168,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,loan priority conflict,mediated by household role,1.0,1.0,0.728,0.72,True,True
3022,168,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.998,1.0,0.598,0.59,True,True
3024,169,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
3026,169,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3028,169,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3030,169,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,0.994,1.0,0.0,0.0,True,True
3032,169,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3034,169,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3036,169,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.018,0.01,True,True
3038,169,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3040,169,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3042,170,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.652,0.644,True,True
3044,170,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.684,0.676,True,True
3046,170,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.71,0.702,True,True
3048,170,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.736,0.728,True,True
3050,170,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.63,0.622,True,True
3052,170,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,deferred with visible queue,1.0,0.994,0.758,0.76,True,True
3054,170,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.644,0.636,True,True
3056,170,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.674,0.666,True,True
3058,170,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.712,0.704,True,True
3060,171,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,0.994,1.0,0.0,0.0,True,True
3062,171,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3064,171,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.01,0.002,True,True
3066,171,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3068,171,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3070,171,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3072,171,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3074,171,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3076,171,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.002,0.0,True,True
3078,172,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.652,0.644,True,True
3080,172,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,deferred with visible queue,1.0,0.994,0.76,0.76,True,True
3082,172,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.656,0.648,True,True
3084,172,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.664,0.656,True,True
3086,172,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.994,1.0,0.704,0.696,True,True
3088,172,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.748,0.74,True,True
3090,172,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.654,0.646,True,True
3092,172,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3094,172,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,1.0,0.994,0.658,0.664,True,True
3096,173,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3098,173,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3100,173,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3102,173,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3104,173,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3106,173,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
3108,173,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3110,173,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3112,173,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3114,174,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.716,0.708,True,True
3116,174,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.994,1.0,0.76,0.752,True,True
3118,174,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.666,0.658,True,True
3120,174,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.76,0.752,True,True
3122,174,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,deferred with visible queue,1.0,0.994,0.704,0.71,True,True
3124,174,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.66,0.652,True,True
3126,174,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.718,0.71,True,True
3128,174,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.994,1.0,0.76,0.752,True,True
3130,174,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,loan priority conflict,mediated by household role,1.0,1.0,0.658,0.65,True,True
3132,175,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3134,175,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3136,175,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,deferred with visible queue,0.994,0.988,0.006,0.012,True,True
3138,175,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3140,175,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3142,175,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,0.988,0.998,0.0,0.0,True,True
3144,175,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3146,175,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3148,175,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.998,1.0,0.012,0.004,True,True
3150,176,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,deferred with visible queue,1.0,0.994,0.74,0.746,True,True
3152,176,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.67,0.662,True,True
3154,176,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.718,0.71,True,True
3156,176,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,0.994,1.0,0.76,0.752,True,True
3158,176,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.65,0.642,True,True
3160,176,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.76,0.752,True,True
3162,176,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.756,0.748,True,True
3164,176,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.66,0.666,True,True
3166,176,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.72,0.712,True,True
3168,177,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3170,177,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3172,177,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3174,177,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3176,177,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3178,177,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3180,177,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3182,177,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3184,177,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3186,178,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.662,0.654,True,True
3188,178,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3190,178,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.758,0.75,True,True
3192,178,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,deferred with visible queue,1.0,0.994,0.682,0.688,True,True
3194,178,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.728,0.72,True,True
3196,178,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3198,178,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,0.994,1.0,0.664,0.656,True,True
3200,178,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,loan priority conflict,mediated by household role,1.0,1.0,0.76,0.752,True,True
3202,178,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.75,0.742,True,True
3204,179,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3206,179,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3208,179,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3210,179,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3212,179,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3214,179,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3216,179,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3218,179,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.012,0.004,True,True
3220,179,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3222,180,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.726,0.718,True,True
3224,180,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.752,0.744,True,True
3226,180,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.676,0.668,True,True
3228,180,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3230,180,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.742,0.734,True,True
3232,180,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.708,0.7,True,True
3234,180,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,1.0,0.994,0.728,0.734,True,True
3236,180,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.754,0.746,True,True
3238,180,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.678,0.67,True,True
3240,181,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3242,181,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3244,181,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3246,181,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.004,0.0,True,True
3248,181,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3250,181,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3252,181,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3254,181,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3256,181,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3258,182,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.754,0.746,True,True
3260,182,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.72,0.712,True,True
3262,182,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,deferred with visible queue,0.994,0.988,0.72,0.726,True,True
3264,182,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,mediated by household role,1.0,1.0,0.76,0.752,True,True
3266,182,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.71,0.702,True,True
3268,182,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,0.988,0.998,0.76,0.752,True,True
3270,182,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,1.0,1.0,0.756,0.748,True,True
3272,182,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,role overlap,mediated by household role,1.0,1.0,0.722,0.714,True,True
3274,182,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,0.998,1.0,0.724,0.716,True,True
3276,183,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,deferred with visible queue,1.0,0.994,0.012,0.018,True,True
3278,183,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3280,183,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3282,183,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3284,183,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3286,183,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3288,183,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.018,0.01,True,True
3290,183,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,loan priority conflict,deferred with visible queue,1.0,0.994,0.0,0.006,True,True
3292,183,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3294,184,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.722,0.714,True,True
3296,184,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.752,0.744,True,True
3298,184,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,role overlap,mediated by household role,1.0,1.0,0.748,0.74,True,True
3300,184,orchard,Pim,Suf,Mara,cord repairer,row watcher,dry rows,loan priority conflict,mediated by household role,1.0,1.0,0.724,0.716,True,True
3302,184,riverbend,Ari,Lio,Nox,repair lead,signal keeper,repair crossing,role overlap,mediated by household role,1.0,1.0,0.714,0.706,True,True
3304,184,archive,Vell,Rin,Toma,tag archivist,quiet watcher,seal desk,role overlap,deferred with visible queue,1.0,0.994,0.76,0.76,True,True
3306,184,orchard,Ivo,Mara,Suf,seed keeper,trade steward,count seeds,role overlap,mediated by household role,1.0,1.0,0.714,0.706,True,True
3308,184,riverbend,Cee,Nox,Lio,cord steward,water watcher,dry cords,role overlap,mediated by household role,1.0,1.0,0.754,0.746,True,True
3310,184,archive,Nia,Toma,Rin,memory keeper,ink maker,sort tags,loan priority conflict,mediated by household role,0.994,1.0,0.75,0.742,True,True
3312,185,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3314,185,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3316,185,signal,Milo,Ren,Oda,rope keeper,lantern steward,check rope,role overlap,mediated by household role,1.0,1.0,0.01,0.002,True,True
3318,185,repair_ring,Vale,Wren,Pax,gauge reader,cool watcher,test bell,role overlap,deferred with visible queue,1.0,0.994,0.006,0.012,True,True
3320,185,roofward,Fay,Sera,Bex,lens keeper,ledger steward,clean lens,loan priority conflict,mediated by household role,1.0,1.0,0.0,0.0,True,True
3322,185,signal,Kesh,Oda,Ren,lens crafter,wind watcher,watch lens,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
3324,185,repair_ring,Juno,Pax,Wren,tool keeper,wire maker,cool bench,role overlap,mediated by household role,0.994,1.0,0.0,0.0,True,True
3326,185,roofward,Orr,Bex,Sera,hinge repairer,shade watcher,set hinge,role overlap,mediated by household role,1.0,1.0,0.0,0.0,True,True
