tick_id,day,settlement_id,resident_id,phrase,relationship_prompt,relationship_days,mastery_before,mastery_after,trust_before,trust_after,phrase_used_in_project,phrase_linked_to_resident_memory,persists_across_reload,no_autonomous_language_claim,no_llm_call
2626,146,cinder_garden,Vale,seed sleep,kept the path cool,146,0.541,0.551,0.94,0.94,True,True,True,True,True
2627,146,lichen_bridge,Sol,signal hush,heard my signal,146,0.553,0.561,0.94,0.94,True,True,True,True,True
2628,147,moss_ward,Tala,path dry,helped after rain,147,0.545,0.555,0.94,0.94,True,True,True,True,True
2629,147,glass_harbor,Nia,net keeper,kept net lane clear,147,0.552,0.56,0.94,0.94,True,True,True,True,True
2630,147,cinder_garden,Pax,cool hand,remembered shade first,147,0.551,0.561,0.94,0.94,True,True,True,True,True
2631,147,lichen_bridge,Rin,rope safe,waited at the rope,147,0.542,0.55,0.94,0.94,True,True,True,True,True
2632,147,orchid_engine,Eli,gear lane,kept the gear lane open,147,0.535,0.545,0.94,0.94,True,True,True,True,True
2633,147,moss_ward,Ari,ledger no touch,asked before ledger,147,0.535,0.543,0.94,0.94,True,True,True,True,True
2634,147,glass_harbor,Oren,lamp bright,guarded lamp for me,147,0.546,0.556,0.94,0.94,True,True,True,True,True
2635,147,cinder_garden,Vale,shade first,left my basket sorted,147,0.553,0.561,0.94,0.94,True,True,True,True,True
2636,147,lichen_bridge,Sol,bowl shared,kept bowl shared,147,0.541,0.551,0.94,0.94,True,True,True,True,True
2637,147,orchid_engine,Bea,valve wait,did not turn the valve,147,0.534,0.542,0.94,0.94,True,True,True,True,True
2638,147,moss_ward,Fay,loom wait,waited during repair,147,0.534,0.544,0.94,0.94,True,True,True,True,True
2639,147,glass_harbor,Puck,tea first,shared crossing tea,147,0.544,0.552,0.94,0.94,True,True,True,True,True
2640,147,cinder_garden,Wren,seed sleep,kept the path cool,147,0.551,0.561,0.94,0.94,True,True,True,True,True
2641,147,lichen_bridge,Kio,signal hush,heard my signal,147,0.55,0.558,0.94,0.94,True,True,True,True,True
2642,147,orchid_engine,Cai,orchid rest,let orchid rest,147,0.541,0.551,0.94,0.94,True,True,True,True,True
2643,147,moss_ward,Milo,path dry,helped after rain,147,0.543,0.551,0.94,0.94,True,True,True,True,True
2644,147,glass_harbor,Sera,net keeper,kept net lane clear,147,0.541,0.551,0.94,0.94,True,True,True,True,True
2645,147,cinder_garden,Juno,cool hand,remembered shade first,147,0.553,0.561,0.94,0.94,True,True,True,True,True
2646,148,orchid_engine,Bea,gear lane,kept the gear lane open,148,0.553,0.563,0.94,0.94,True,True,True,True,True
2647,148,moss_ward,Fay,ledger no touch,asked before ledger,148,0.562,0.57,0.94,0.94,True,True,True,True,True
2648,148,glass_harbor,Puck,lamp bright,guarded lamp for me,148,0.556,0.566,0.94,0.94,True,True,True,True,True
2649,148,cinder_garden,Wren,shade first,left my basket sorted,148,0.55,0.558,0.94,0.94,True,True,True,True,True
2650,148,lichen_bridge,Kio,bowl shared,kept bowl shared,148,0.54,0.55,0.94,0.94,True,True,True,True,True
2651,148,orchid_engine,Cai,valve wait,did not turn the valve,148,0.543,0.553,0.94,0.94,True,True,True,True,True
2652,148,moss_ward,Milo,loom wait,waited during repair,148,0.554,0.564,0.94,0.94,True,True,True,True,True
2653,148,glass_harbor,Sera,tea first,shared crossing tea,148,0.562,0.57,0.94,0.94,True,True,True,True,True
2654,148,cinder_garden,Juno,seed sleep,kept the path cool,148,0.551,0.561,0.94,0.94,True,True,True,True,True
2655,148,lichen_bridge,Luma,signal hush,heard my signal,148,0.545,0.553,0.94,0.94,True,True,True,True,True
2656,148,orchid_engine,Dax,orchid rest,let orchid rest,148,0.543,0.553,0.94,0.94,True,True,True,True,True
2657,148,moss_ward,Tala,path dry,helped after rain,148,0.555,0.563,0.94,0.94,True,True,True,True,True
2658,148,glass_harbor,Nia,net keeper,kept net lane clear,148,0.56,0.57,0.94,0.94,True,True,True,True,True
2659,148,cinder_garden,Pax,cool hand,remembered shade first,148,0.561,0.569,0.94,0.94,True,True,True,True,True
2660,148,lichen_bridge,Rin,rope safe,waited at the rope,148,0.55,0.56,0.94,0.94,True,True,True,True,True
2661,148,orchid_engine,Eli,gear lane,kept the gear lane open,148,0.545,0.553,0.94,0.94,True,True,True,True,True
2662,148,moss_ward,Ari,ledger no touch,asked before ledger,148,0.543,0.553,0.94,0.94,True,True,True,True,True
2663,148,glass_harbor,Oren,lamp bright,guarded lamp for me,148,0.556,0.564,0.94,0.94,True,True,True,True,True
2664,149,lichen_bridge,Luma,bowl shared,kept bowl shared,149,0.553,0.563,0.94,0.94,True,True,True,True,True
2665,149,orchid_engine,Dax,valve wait,did not turn the valve,149,0.562,0.57,0.94,0.94,True,True,True,True,True
2666,149,moss_ward,Tala,loom wait,waited during repair,149,0.56,0.57,0.94,0.94,True,True,True,True,True
2667,149,glass_harbor,Nia,tea first,shared crossing tea,149,0.552,0.56,0.94,0.94,True,True,True,True,True
2668,149,cinder_garden,Pax,seed sleep,kept the path cool,149,0.544,0.554,0.94,0.94,True,True,True,True,True
2669,149,lichen_bridge,Rin,signal hush,heard my signal,149,0.545,0.553,0.94,0.94,True,True,True,True,True
2670,149,orchid_engine,Eli,orchid rest,let orchid rest,149,0.554,0.564,0.94,0.94,True,True,True,True,True
2671,149,moss_ward,Ari,path dry,helped after rain,149,0.562,0.57,0.94,0.94,True,True,True,True,True
2672,149,glass_harbor,Oren,net keeper,kept net lane clear,149,0.56,0.57,0.94,0.94,True,True,True,True,True
2673,149,cinder_garden,Vale,cool hand,remembered shade first,149,0.553,0.561,0.94,0.94,True,True,True,True,True
2674,149,lichen_bridge,Sol,rope safe,waited at the rope,149,0.553,0.563,0.94,0.94,True,True,True,True,True
2675,149,orchid_engine,Bea,gear lane,kept the gear lane open,149,0.563,0.571,0.94,0.94,True,True,True,True,True
2676,149,moss_ward,Fay,ledger no touch,asked before ledger,149,0.57,0.58,0.94,0.94,True,True,True,True,True
2677,149,glass_harbor,Puck,lamp bright,guarded lamp for me,149,0.566,0.574,0.94,0.94,True,True,True,True,True
2678,149,cinder_garden,Wren,shade first,left my basket sorted,149,0.558,0.568,0.94,0.94,True,True,True,True,True
2679,149,lichen_bridge,Kio,bowl shared,kept bowl shared,149,0.55,0.558,0.94,0.94,True,True,True,True,True
2680,149,orchid_engine,Cai,valve wait,did not turn the valve,149,0.553,0.563,0.94,0.94,True,True,True,True,True
2681,149,moss_ward,Milo,loom wait,waited during repair,149,0.564,0.572,0.94,0.94,True,True,True,True,True
2682,150,cinder_garden,Vale,seed sleep,kept the path cool,150,0.551,0.561,0.94,0.94,True,True,True,True,True
2683,150,lichen_bridge,Sol,signal hush,heard my signal,150,0.561,0.569,0.94,0.94,True,True,True,True,True
2684,150,orchid_engine,Bea,orchid rest,let orchid rest,150,0.558,0.568,0.94,0.94,True,True,True,True,True
2685,150,moss_ward,Fay,path dry,helped after rain,150,0.551,0.559,0.94,0.94,True,True,True,True,True
2686,150,glass_harbor,Puck,net keeper,kept net lane clear,150,0.542,0.552,0.94,0.94,True,True,True,True,True
2687,150,cinder_garden,Wren,cool hand,remembered shade first,150,0.544,0.552,0.94,0.94,True,True,True,True,True
2688,150,lichen_bridge,Kio,rope safe,waited at the rope,150,0.552,0.562,0.94,0.94,True,True,True,True,True
2689,150,orchid_engine,Cai,gear lane,kept the gear lane open,150,0.561,0.569,0.94,0.94,True,True,True,True,True
2690,150,moss_ward,Milo,ledger no touch,asked before ledger,150,0.558,0.568,0.94,0.94,True,True,True,True,True
2691,150,glass_harbor,Sera,lamp bright,guarded lamp for me,150,0.551,0.559,0.94,0.94,True,True,True,True,True
2692,150,cinder_garden,Juno,shade first,left my basket sorted,150,0.553,0.563,0.94,0.94,True,True,True,True,True
2693,150,lichen_bridge,Luma,bowl shared,kept bowl shared,150,0.563,0.571,0.94,0.94,True,True,True,True,True
2694,150,orchid_engine,Dax,valve wait,did not turn the valve,150,0.57,0.58,0.94,0.94,True,True,True,True,True
2695,150,moss_ward,Tala,loom wait,waited during repair,150,0.57,0.578,0.94,0.94,True,True,True,True,True
2696,150,glass_harbor,Nia,tea first,shared crossing tea,150,0.56,0.57,0.94,0.94,True,True,True,True,True
2697,150,cinder_garden,Pax,seed sleep,kept the path cool,150,0.554,0.562,0.94,0.94,True,True,True,True,True
2698,150,lichen_bridge,Rin,signal hush,heard my signal,150,0.553,0.563,0.94,0.94,True,True,True,True,True
2699,150,orchid_engine,Eli,orchid rest,let orchid rest,150,0.564,0.572,0.94,0.94,True,True,True,True,True
2700,151,glass_harbor,Sera,net keeper,kept net lane clear,151,0.551,0.561,0.94,0.94,True,True,True,True,True
2701,151,cinder_garden,Juno,cool hand,remembered shade first,151,0.561,0.569,0.94,0.94,True,True,True,True,True
2702,151,lichen_bridge,Luma,rope safe,waited at the rope,151,0.558,0.568,0.94,0.94,True,True,True,True,True
2703,151,orchid_engine,Dax,gear lane,kept the gear lane open,151,0.551,0.559,0.94,0.94,True,True,True,True,True
2704,151,moss_ward,Tala,ledger no touch,asked before ledger,151,0.542,0.552,0.94,0.94,True,True,True,True,True
2705,151,glass_harbor,Nia,lamp bright,guarded lamp for me,151,0.544,0.552,0.94,0.94,True,True,True,True,True
2706,151,cinder_garden,Pax,shade first,left my basket sorted,151,0.552,0.562,0.94,0.94,True,True,True,True,True
2707,151,lichen_bridge,Rin,bowl shared,kept bowl shared,151,0.561,0.569,0.94,0.94,True,True,True,True,True
2708,151,orchid_engine,Eli,valve wait,did not turn the valve,151,0.558,0.568,0.94,0.94,True,True,True,True,True
2709,151,moss_ward,Ari,loom wait,waited during repair,151,0.551,0.559,0.94,0.94,True,True,True,True,True
2710,151,glass_harbor,Oren,tea first,shared crossing tea,151,0.551,0.561,0.94,0.94,True,True,True,True,True
2711,151,cinder_garden,Vale,seed sleep,kept the path cool,151,0.561,0.569,0.94,0.94,True,True,True,True,True
2712,151,lichen_bridge,Sol,signal hush,heard my signal,151,0.569,0.579,0.94,0.94,True,True,True,True,True
2713,151,orchid_engine,Bea,orchid rest,let orchid rest,151,0.568,0.576,0.94,0.94,True,True,True,True,True
2714,151,moss_ward,Fay,path dry,helped after rain,151,0.559,0.569,0.94,0.94,True,True,True,True,True
2715,151,glass_harbor,Puck,net keeper,kept net lane clear,151,0.552,0.56,0.94,0.94,True,True,True,True,True
2716,151,cinder_garden,Wren,cool hand,remembered shade first,151,0.552,0.562,0.94,0.94,True,True,True,True,True
2717,151,lichen_bridge,Kio,rope safe,waited at the rope,151,0.562,0.57,0.94,0.94,True,True,True,True,True
2718,152,moss_ward,Ari,ledger no touch,asked before ledger,152,0.553,0.563,0.94,0.94,True,True,True,True,True
2719,152,glass_harbor,Oren,lamp bright,guarded lamp for me,152,0.564,0.572,0.94,0.94,True,True,True,True,True
2720,152,cinder_garden,Vale,shade first,left my basket sorted,152,0.561,0.571,0.94,0.94,True,True,True,True,True
2721,152,lichen_bridge,Sol,bowl shared,kept bowl shared,152,0.551,0.559,0.94,0.94,True,True,True,True,True
2722,152,orchid_engine,Bea,valve wait,did not turn the valve,152,0.542,0.552,0.94,0.94,True,True,True,True,True
2723,152,moss_ward,Fay,loom wait,waited during repair,152,0.544,0.552,0.94,0.94,True,True,True,True,True
2724,152,glass_harbor,Puck,tea first,shared crossing tea,152,0.552,0.562,0.94,0.94,True,True,True,True,True
2725,152,cinder_garden,Wren,seed sleep,kept the path cool,152,0.561,0.569,0.94,0.94,True,True,True,True,True
2726,152,lichen_bridge,Kio,signal hush,heard my signal,152,0.558,0.568,0.94,0.94,True,True,True,True,True
2727,152,orchid_engine,Cai,orchid rest,let orchid rest,152,0.551,0.559,0.94,0.94,True,True,True,True,True
2728,152,moss_ward,Milo,path dry,helped after rain,152,0.551,0.561,0.94,0.94,True,True,True,True,True
2729,152,glass_harbor,Sera,net keeper,kept net lane clear,152,0.561,0.569,0.94,0.94,True,True,True,True,True
2730,152,cinder_garden,Juno,cool hand,remembered shade first,152,0.569,0.579,0.94,0.94,True,True,True,True,True
2731,152,lichen_bridge,Luma,rope safe,waited at the rope,152,0.568,0.576,0.94,0.94,True,True,True,True,True
2732,152,orchid_engine,Dax,gear lane,kept the gear lane open,152,0.559,0.569,0.94,0.94,True,True,True,True,True
2733,152,moss_ward,Tala,ledger no touch,asked before ledger,152,0.552,0.56,0.94,0.94,True,True,True,True,True
2734,152,glass_harbor,Nia,lamp bright,guarded lamp for me,152,0.552,0.562,0.94,0.94,True,True,True,True,True
2735,152,cinder_garden,Pax,shade first,left my basket sorted,152,0.562,0.57,0.94,0.94,True,True,True,True,True
2736,153,orchid_engine,Cai,valve wait,did not turn the valve,153,0.563,0.573,0.94,0.94,True,True,True,True,True
2737,153,moss_ward,Milo,loom wait,waited during repair,153,0.572,0.58,0.94,0.94,True,True,True,True,True
2738,153,glass_harbor,Sera,tea first,shared crossing tea,153,0.57,0.58,0.94,0.94,True,True,True,True,True
2739,153,cinder_garden,Juno,seed sleep,kept the path cool,153,0.561,0.569,0.94,0.94,True,True,True,True,True
2740,153,lichen_bridge,Luma,signal hush,heard my signal,153,0.553,0.563,0.94,0.94,True,True,True,True,True
2741,153,orchid_engine,Dax,orchid rest,let orchid rest,153,0.553,0.561,0.94,0.94,True,True,True,True,True
2742,153,moss_ward,Tala,path dry,helped after rain,153,0.563,0.573,0.94,0.94,True,True,True,True,True
2743,153,glass_harbor,Nia,net keeper,kept net lane clear,153,0.57,0.578,0.94,0.94,True,True,True,True,True
2744,153,cinder_garden,Pax,cool hand,remembered shade first,153,0.569,0.579,0.94,0.94,True,True,True,True,True
2745,153,lichen_bridge,Rin,rope safe,waited at the rope,153,0.56,0.568,0.94,0.94,True,True,True,True,True
2746,153,orchid_engine,Eli,gear lane,kept the gear lane open,153,0.553,0.563,0.94,0.94,True,True,True,True,True
2747,153,moss_ward,Ari,ledger no touch,asked before ledger,153,0.563,0.571,0.94,0.94,True,True,True,True,True
2748,153,glass_harbor,Oren,lamp bright,guarded lamp for me,153,0.572,0.582,0.94,0.94,True,True,True,True,True
2749,153,cinder_garden,Vale,shade first,left my basket sorted,153,0.571,0.579,0.94,0.94,True,True,True,True,True
2750,153,lichen_bridge,Sol,bowl shared,kept bowl shared,153,0.559,0.569,0.94,0.94,True,True,True,True,True
2751,153,orchid_engine,Bea,valve wait,did not turn the valve,153,0.552,0.56,0.94,0.94,True,True,True,True,True
2752,153,moss_ward,Fay,loom wait,waited during repair,153,0.552,0.562,0.94,0.94,True,True,True,True,True
2753,153,glass_harbor,Puck,tea first,shared crossing tea,153,0.562,0.57,0.94,0.94,True,True,True,True,True
2754,154,lichen_bridge,Rin,signal hush,heard my signal,154,0.563,0.573,0.94,0.94,True,True,True,True,True
2755,154,orchid_engine,Eli,orchid rest,let orchid rest,154,0.572,0.58,0.94,0.94,True,True,True,True,True
2756,154,moss_ward,Ari,path dry,helped after rain,154,0.57,0.58,0.94,0.94,True,True,True,True,True
2757,154,glass_harbor,Oren,net keeper,kept net lane clear,154,0.57,0.578,0.94,0.94,True,True,True,True,True
2758,154,cinder_garden,Vale,cool hand,remembered shade first,154,0.561,0.571,0.94,0.94,True,True,True,True,True
2759,154,lichen_bridge,Sol,rope safe,waited at the rope,154,0.563,0.571,0.94,0.94,True,True,True,True,True
2760,154,orchid_engine,Bea,gear lane,kept the gear lane open,154,0.571,0.581,0.94,0.94,True,True,True,True,True
2761,154,moss_ward,Fay,ledger no touch,asked before ledger,154,0.58,0.588,0.94,0.94,True,True,True,True,True
2762,154,glass_harbor,Puck,lamp bright,guarded lamp for me,154,0.574,0.584,0.94,0.94,True,True,True,True,True
2763,154,cinder_garden,Wren,shade first,left my basket sorted,154,0.568,0.576,0.94,0.94,True,True,True,True,True
2764,154,lichen_bridge,Kio,bowl shared,kept bowl shared,154,0.558,0.568,0.94,0.94,True,True,True,True,True
2765,154,orchid_engine,Cai,valve wait,did not turn the valve,154,0.573,0.581,0.94,0.94,True,True,True,True,True
2766,154,moss_ward,Milo,loom wait,waited during repair,154,0.58,0.59,0.94,0.94,True,True,True,True,True
2767,154,glass_harbor,Sera,tea first,shared crossing tea,154,0.58,0.588,0.94,0.94,True,True,True,True,True
2768,154,cinder_garden,Juno,seed sleep,kept the path cool,154,0.569,0.579,0.94,0.94,True,True,True,True,True
2769,154,lichen_bridge,Luma,signal hush,heard my signal,154,0.563,0.571,0.94,0.94,True,True,True,True,True
2770,154,orchid_engine,Dax,orchid rest,let orchid rest,154,0.561,0.571,0.94,0.94,True,True,True,True,True
2771,154,moss_ward,Tala,path dry,helped after rain,154,0.573,0.581,0.94,0.94,True,True,True,True,True
2772,155,cinder_garden,Wren,cool hand,remembered shade first,155,0.562,0.572,0.94,0.94,True,True,True,True,True
2773,155,lichen_bridge,Kio,rope safe,waited at the rope,155,0.57,0.578,0.94,0.94,True,True,True,True,True
2774,155,orchid_engine,Cai,gear lane,kept the gear lane open,155,0.569,0.579,0.94,0.94,True,True,True,True,True
2775,155,moss_ward,Milo,ledger no touch,asked before ledger,155,0.568,0.576,0.94,0.94,True,True,True,True,True
2776,155,glass_harbor,Sera,lamp bright,guarded lamp for me,155,0.559,0.569,0.94,0.94,True,True,True,True,True
2777,155,cinder_garden,Juno,shade first,left my basket sorted,155,0.563,0.571,0.94,0.94,True,True,True,True,True
2778,155,lichen_bridge,Luma,bowl shared,kept bowl shared,155,0.571,0.581,0.94,0.94,True,True,True,True,True
2779,155,orchid_engine,Dax,valve wait,did not turn the valve,155,0.58,0.588,0.94,0.94,True,True,True,True,True
2780,155,moss_ward,Tala,loom wait,waited during repair,155,0.578,0.588,0.94,0.94,True,True,True,True,True
2781,155,glass_harbor,Nia,tea first,shared crossing tea,155,0.57,0.578,0.94,0.94,True,True,True,True,True
2782,155,cinder_garden,Pax,seed sleep,kept the path cool,155,0.562,0.572,0.94,0.94,True,True,True,True,True
2783,155,lichen_bridge,Rin,signal hush,heard my signal,155,0.573,0.581,0.94,0.94,True,True,True,True,True
2784,155,orchid_engine,Eli,orchid rest,let orchid rest,155,0.58,0.59,0.94,0.94,True,True,True,True,True
2785,155,moss_ward,Ari,path dry,helped after rain,155,0.58,0.588,0.94,0.94,True,True,True,True,True
2786,155,glass_harbor,Oren,net keeper,kept net lane clear,155,0.578,0.588,0.94,0.94,True,True,True,True,True
2787,155,cinder_garden,Vale,cool hand,remembered shade first,155,0.571,0.579,0.94,0.94,True,True,True,True,True
2788,155,lichen_bridge,Sol,rope safe,waited at the rope,155,0.571,0.581,0.94,0.94,True,True,True,True,True
2789,155,orchid_engine,Bea,gear lane,kept the gear lane open,155,0.581,0.589,0.94,0.94,True,True,True,True,True
2790,156,glass_harbor,Nia,lamp bright,guarded lamp for me,156,0.562,0.572,0.94,0.94,True,True,True,True,True
2791,156,cinder_garden,Pax,shade first,left my basket sorted,156,0.57,0.578,0.94,0.94,True,True,True,True,True
2792,156,lichen_bridge,Rin,bowl shared,kept bowl shared,156,0.569,0.579,0.94,0.94,True,True,True,True,True
2793,156,orchid_engine,Eli,valve wait,did not turn the valve,156,0.568,0.576,0.94,0.94,True,True,True,True,True
2794,156,moss_ward,Ari,loom wait,waited during repair,156,0.559,0.569,0.94,0.94,True,True,True,True,True
2795,156,glass_harbor,Oren,tea first,shared crossing tea,156,0.561,0.569,0.94,0.94,True,True,True,True,True
2796,156,cinder_garden,Vale,seed sleep,kept the path cool,156,0.569,0.579,0.94,0.94,True,True,True,True,True
2797,156,lichen_bridge,Sol,signal hush,heard my signal,156,0.579,0.587,0.94,0.94,True,True,True,True,True
2798,156,orchid_engine,Bea,orchid rest,let orchid rest,156,0.576,0.586,0.94,0.94,True,True,True,True,True
2799,156,moss_ward,Fay,path dry,helped after rain,156,0.569,0.577,0.94,0.94,True,True,True,True,True
2800,156,glass_harbor,Puck,net keeper,kept net lane clear,156,0.56,0.57,0.94,0.94,True,True,True,True,True
2801,156,cinder_garden,Wren,cool hand,remembered shade first,156,0.572,0.58,0.94,0.94,True,True,True,True,True
2802,156,lichen_bridge,Kio,rope safe,waited at the rope,156,0.578,0.588,0.94,0.94,True,True,True,True,True
2803,156,orchid_engine,Cai,gear lane,kept the gear lane open,156,0.579,0.587,0.94,0.94,True,True,True,True,True
2804,156,moss_ward,Milo,ledger no touch,asked before ledger,156,0.576,0.586,0.94,0.94,True,True,True,True,True
2805,156,glass_harbor,Sera,lamp bright,guarded lamp for me,156,0.569,0.579,0.94,0.94,True,True,True,True,True
2806,156,cinder_garden,Juno,shade first,left my basket sorted,156,0.571,0.581,0.94,0.94,True,True,True,True,True
2807,156,lichen_bridge,Luma,bowl shared,kept bowl shared,156,0.581,0.589,0.94,0.94,True,True,True,True,True
2808,157,moss_ward,Fay,loom wait,waited during repair,157,0.562,0.572,0.94,0.94,True,True,True,True,True
2809,157,glass_harbor,Puck,tea first,shared crossing tea,157,0.57,0.578,0.94,0.94,True,True,True,True,True
2810,157,cinder_garden,Wren,seed sleep,kept the path cool,157,0.569,0.579,0.94,0.94,True,True,True,True,True
2811,157,lichen_bridge,Kio,signal hush,heard my signal,157,0.568,0.576,0.94,0.94,True,True,True,True,True
2812,157,orchid_engine,Cai,orchid rest,let orchid rest,157,0.559,0.569,0.94,0.94,True,True,True,True,True
2813,157,moss_ward,Milo,path dry,helped after rain,157,0.561,0.569,0.94,0.94,True,True,True,True,True
2814,157,glass_harbor,Sera,net keeper,kept net lane clear,157,0.569,0.579,0.94,0.94,True,True,True,True,True
2815,157,cinder_garden,Juno,cool hand,remembered shade first,157,0.579,0.587,0.94,0.94,True,True,True,True,True
2816,157,lichen_bridge,Luma,rope safe,waited at the rope,157,0.576,0.586,0.94,0.94,True,True,True,True,True
2817,157,orchid_engine,Dax,gear lane,kept the gear lane open,157,0.569,0.577,0.94,0.94,True,True,True,True,True
2818,157,moss_ward,Tala,ledger no touch,asked before ledger,157,0.56,0.57,0.94,0.94,True,True,True,True,True
2819,157,glass_harbor,Nia,lamp bright,guarded lamp for me,157,0.572,0.58,0.94,0.94,True,True,True,True,True
2820,157,cinder_garden,Pax,shade first,left my basket sorted,157,0.578,0.588,0.94,0.94,True,True,True,True,True
2821,157,lichen_bridge,Rin,bowl shared,kept bowl shared,157,0.579,0.587,0.94,0.94,True,True,True,True,True
2822,157,orchid_engine,Eli,valve wait,did not turn the valve,157,0.576,0.586,0.94,0.94,True,True,True,True,True
2823,157,moss_ward,Ari,loom wait,waited during repair,157,0.569,0.577,0.94,0.94,True,True,True,True,True
2824,157,glass_harbor,Oren,tea first,shared crossing tea,157,0.569,0.579,0.94,0.94,True,True,True,True,True
2825,157,cinder_garden,Vale,seed sleep,kept the path cool,157,0.579,0.587,0.94,0.94,True,True,True,True,True
2826,158,orchid_engine,Dax,orchid rest,let orchid rest,158,0.571,0.581,0.94,0.94,True,True,True,True,True
2827,158,moss_ward,Tala,path dry,helped after rain,158,0.581,0.589,0.94,0.94,True,True,True,True,True
2828,158,glass_harbor,Nia,net keeper,kept net lane clear,158,0.578,0.588,0.94,0.94,True,True,True,True,True
2829,158,cinder_garden,Pax,cool hand,remembered shade first,158,0.579,0.587,0.94,0.94,True,True,True,True,True
2830,158,lichen_bridge,Rin,rope safe,waited at the rope,158,0.568,0.578,0.94,0.94,True,True,True,True,True
2831,158,orchid_engine,Eli,gear lane,kept the gear lane open,158,0.563,0.571,0.94,0.94,True,True,True,True,True
2832,158,moss_ward,Ari,ledger no touch,asked before ledger,158,0.571,0.581,0.94,0.94,True,True,True,True,True
2833,158,glass_harbor,Oren,lamp bright,guarded lamp for me,158,0.582,0.59,0.94,0.94,True,True,True,True,True
2834,158,cinder_garden,Vale,shade first,left my basket sorted,158,0.579,0.589,0.94,0.94,True,True,True,True,True
2835,158,lichen_bridge,Sol,bowl shared,kept bowl shared,158,0.569,0.577,0.94,0.94,True,True,True,True,True
2836,158,orchid_engine,Bea,valve wait,did not turn the valve,158,0.56,0.57,0.94,0.94,True,True,True,True,True
2837,158,moss_ward,Fay,loom wait,waited during repair,158,0.572,0.58,0.94,0.94,True,True,True,True,True
2838,158,glass_harbor,Puck,tea first,shared crossing tea,158,0.578,0.588,0.94,0.94,True,True,True,True,True
2839,158,cinder_garden,Wren,seed sleep,kept the path cool,158,0.579,0.587,0.94,0.94,True,True,True,True,True
2840,158,lichen_bridge,Kio,signal hush,heard my signal,158,0.576,0.586,0.94,0.94,True,True,True,True,True
2841,158,orchid_engine,Cai,orchid rest,let orchid rest,158,0.569,0.577,0.94,0.94,True,True,True,True,True
2842,158,moss_ward,Milo,path dry,helped after rain,158,0.569,0.579,0.94,0.94,True,True,True,True,True
2843,158,glass_harbor,Sera,net keeper,kept net lane clear,158,0.579,0.587,0.94,0.94,True,True,True,True,True
2844,159,lichen_bridge,Sol,rope safe,waited at the rope,159,0.581,0.591,0.94,0.94,True,True,True,True,True
2845,159,orchid_engine,Bea,gear lane,kept the gear lane open,159,0.589,0.597,0.94,0.94,True,True,True,True,True
2846,159,moss_ward,Fay,ledger no touch,asked before ledger,159,0.588,0.598,0.94,0.94,True,True,True,True,True
2847,159,glass_harbor,Puck,lamp bright,guarded lamp for me,159,0.584,0.592,0.94,0.94,True,True,True,True,True
2848,159,cinder_garden,Wren,shade first,left my basket sorted,159,0.576,0.586,0.94,0.94,True,True,True,True,True
2849,159,lichen_bridge,Kio,bowl shared,kept bowl shared,159,0.568,0.578,0.94,0.94,True,True,True,True,True
2850,159,orchid_engine,Cai,valve wait,did not turn the valve,159,0.581,0.591,0.94,0.94,True,True,True,True,True
2851,159,moss_ward,Milo,loom wait,waited during repair,159,0.59,0.598,0.94,0.94,True,True,True,True,True
2852,159,glass_harbor,Sera,tea first,shared crossing tea,159,0.588,0.598,0.94,0.94,True,True,True,True,True
2853,159,cinder_garden,Juno,seed sleep,kept the path cool,159,0.579,0.587,0.94,0.94,True,True,True,True,True
2854,159,lichen_bridge,Luma,signal hush,heard my signal,159,0.571,0.581,0.94,0.94,True,True,True,True,True
2855,159,orchid_engine,Dax,orchid rest,let orchid rest,159,0.581,0.589,0.94,0.94,True,True,True,True,True
2856,159,moss_ward,Tala,path dry,helped after rain,159,0.589,0.599,0.94,0.94,True,True,True,True,True
2857,159,glass_harbor,Nia,net keeper,kept net lane clear,159,0.588,0.596,0.94,0.94,True,True,True,True,True
2858,159,cinder_garden,Pax,cool hand,remembered shade first,159,0.587,0.597,0.94,0.94,True,True,True,True,True
2859,159,lichen_bridge,Rin,rope safe,waited at the rope,159,0.578,0.586,0.94,0.94,True,True,True,True,True
2860,159,orchid_engine,Eli,gear lane,kept the gear lane open,159,0.571,0.581,0.94,0.94,True,True,True,True,True
2861,159,moss_ward,Ari,ledger no touch,asked before ledger,159,0.581,0.589,0.94,0.94,True,True,True,True,True
2862,160,cinder_garden,Juno,shade first,left my basket sorted,160,0.581,0.591,0.94,0.94,True,True,True,True,True
2863,160,lichen_bridge,Luma,bowl shared,kept bowl shared,160,0.589,0.597,0.94,0.94,True,True,True,True,True
2864,160,orchid_engine,Dax,valve wait,did not turn the valve,160,0.588,0.598,0.94,0.94,True,True,True,True,True
2865,160,moss_ward,Tala,loom wait,waited during repair,160,0.588,0.596,0.94,0.94,True,True,True,True,True
2866,160,glass_harbor,Nia,tea first,shared crossing tea,160,0.578,0.588,0.94,0.94,True,True,True,True,True
2867,160,cinder_garden,Pax,seed sleep,kept the path cool,160,0.572,0.58,0.94,0.94,True,True,True,True,True
2868,160,lichen_bridge,Rin,signal hush,heard my signal,160,0.581,0.591,0.94,0.94,True,True,True,True,True
2869,160,orchid_engine,Eli,orchid rest,let orchid rest,160,0.59,0.598,0.94,0.94,True,True,True,True,True
2870,160,moss_ward,Ari,path dry,helped after rain,160,0.588,0.598,0.94,0.94,True,True,True,True,True
