tick_id,day,settlement_id,resident_id,local_phrase,candidate_meaning_a,candidate_meaning_b,confidence_before,confidence_after,misunderstanding_risk_before,misunderstanding_risk_after,repair_action,autonomous_language_claim_blocked,translation_ui_visible
2147,120,orchid_engine,Cai,engine ring Cai day-1 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2148,120,moss_ward,Milo,moss breath Milo day-1 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.866,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2149,120,glass_harbor,Sera,harbor chime Sera day-1 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2150,120,cinder_garden,Juno,cinder pulse Juno day-1 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2151,120,lichen_bridge,Luma,bridge hum Luma day-1 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2152,120,orchid_engine,Dax,engine ring Dax day-1 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2153,120,moss_ward,Tala,moss breath Tala day-1 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2154,120,glass_harbor,Nia,harbor chime Nia day-1 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2155,120,cinder_garden,Pax,cinder pulse Pax day-1 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2156,120,lichen_bridge,Rin,bridge hum Rin day-1 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2157,120,orchid_engine,Eli,engine ring Eli day-1 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2158,120,moss_ward,Ari,moss breath Ari day-1 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2159,120,glass_harbor,Oren,harbor chime Oren day-1 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2160,121,lichen_bridge,Kio,bridge hum Kio day-2 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2161,121,orchid_engine,Cai,engine ring Cai day-2 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2162,121,moss_ward,Milo,moss breath Milo day-2 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2163,121,glass_harbor,Sera,harbor chime Sera day-2 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2164,121,cinder_garden,Juno,cinder pulse Juno day-2 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2165,121,lichen_bridge,Luma,bridge hum Luma day-2 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2166,121,orchid_engine,Dax,engine ring Dax day-2 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2167,121,moss_ward,Tala,moss breath Tala day-2 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2168,121,glass_harbor,Nia,harbor chime Nia day-2 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2169,121,cinder_garden,Pax,cinder pulse Pax day-2 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2170,121,lichen_bridge,Rin,bridge hum Rin day-2 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2171,121,orchid_engine,Eli,engine ring Eli day-2 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2172,121,moss_ward,Ari,moss breath Ari day-2 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2173,121,glass_harbor,Oren,harbor chime Oren day-2 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2174,121,cinder_garden,Vale,cinder pulse Vale day-2 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2175,121,lichen_bridge,Sol,bridge hum Sol day-2 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2176,121,orchid_engine,Bea,engine ring Bea day-2 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2177,121,moss_ward,Fay,moss breath Fay day-2 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2178,122,cinder_garden,Juno,cinder pulse Juno day-3 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2179,122,lichen_bridge,Luma,bridge hum Luma day-3 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2180,122,orchid_engine,Dax,engine ring Dax day-3 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2181,122,moss_ward,Tala,moss breath Tala day-3 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2182,122,glass_harbor,Nia,harbor chime Nia day-3 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2183,122,cinder_garden,Pax,cinder pulse Pax day-3 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2184,122,lichen_bridge,Rin,bridge hum Rin day-3 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2185,122,orchid_engine,Eli,engine ring Eli day-3 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2186,122,moss_ward,Ari,moss breath Ari day-3 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2187,122,glass_harbor,Oren,harbor chime Oren day-3 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2188,122,cinder_garden,Vale,cinder pulse Vale day-3 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2189,122,lichen_bridge,Sol,bridge hum Sol day-3 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2190,122,orchid_engine,Bea,engine ring Bea day-3 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2191,122,moss_ward,Fay,moss breath Fay day-3 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2192,122,glass_harbor,Puck,harbor chime Puck day-3 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2193,122,cinder_garden,Wren,cinder pulse Wren day-3 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2194,122,lichen_bridge,Kio,bridge hum Kio day-3 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2195,122,orchid_engine,Cai,engine ring Cai day-3 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2196,123,glass_harbor,Nia,harbor chime Nia day-4 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2197,123,cinder_garden,Pax,cinder pulse Pax day-4 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2198,123,lichen_bridge,Rin,bridge hum Rin day-4 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2199,123,orchid_engine,Eli,engine ring Eli day-4 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2200,123,moss_ward,Ari,moss breath Ari day-4 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2201,123,glass_harbor,Oren,harbor chime Oren day-4 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2202,123,cinder_garden,Vale,cinder pulse Vale day-4 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2203,123,lichen_bridge,Sol,bridge hum Sol day-4 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2204,123,orchid_engine,Bea,engine ring Bea day-4 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2205,123,moss_ward,Fay,moss breath Fay day-4 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2206,123,glass_harbor,Puck,harbor chime Puck day-4 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2207,123,cinder_garden,Wren,cinder pulse Wren day-4 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2208,123,lichen_bridge,Kio,bridge hum Kio day-4 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2209,123,orchid_engine,Cai,engine ring Cai day-4 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2210,123,moss_ward,Milo,moss breath Milo day-4 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2211,123,glass_harbor,Sera,harbor chime Sera day-4 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2212,123,cinder_garden,Juno,cinder pulse Juno day-4 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2213,123,lichen_bridge,Luma,bridge hum Luma day-4 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2214,124,moss_ward,Ari,moss breath Ari day-5 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2215,124,glass_harbor,Oren,harbor chime Oren day-5 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2216,124,cinder_garden,Vale,cinder pulse Vale day-5 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2217,124,lichen_bridge,Sol,bridge hum Sol day-5 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2218,124,orchid_engine,Bea,engine ring Bea day-5 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2219,124,moss_ward,Fay,moss breath Fay day-5 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2220,124,glass_harbor,Puck,harbor chime Puck day-5 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2221,124,cinder_garden,Wren,cinder pulse Wren day-5 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2222,124,lichen_bridge,Kio,bridge hum Kio day-5 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2223,124,orchid_engine,Cai,engine ring Cai day-5 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2224,124,moss_ward,Milo,moss breath Milo day-5 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2225,124,glass_harbor,Sera,harbor chime Sera day-5 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2226,124,cinder_garden,Juno,cinder pulse Juno day-5 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2227,124,lichen_bridge,Luma,bridge hum Luma day-5 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2228,124,orchid_engine,Dax,engine ring Dax day-5 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2229,124,moss_ward,Tala,moss breath Tala day-5 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2230,124,glass_harbor,Nia,harbor chime Nia day-5 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2231,124,cinder_garden,Pax,cinder pulse Pax day-5 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2232,125,orchid_engine,Bea,engine ring Bea day-6 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2233,125,moss_ward,Fay,moss breath Fay day-6 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2234,125,glass_harbor,Puck,harbor chime Puck day-6 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2235,125,cinder_garden,Wren,cinder pulse Wren day-6 repeat cool-hand sign,greeting: bow to shade cloth,custom warning: ask before shade pole,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2236,125,lichen_bridge,Kio,bridge hum Kio day-6 wait for shared-bowl offer,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2237,125,orchid_engine,Cai,engine ring Cai day-6 wait for orchid-cup,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2238,125,moss_ward,Milo,moss breath Milo day-6 wait for warm-cup phrase,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2239,125,glass_harbor,Sera,harbor chime Sera day-6 accept tea-before-crossing,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2240,125,cinder_garden,Juno,cinder pulse Juno day-6 repeat cool-hand sign,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2241,125,lichen_bridge,Luma,bridge hum Luma day-6 wait for shared-bowl offer,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2242,125,orchid_engine,Dax,engine ring Dax day-6 wait for orchid-cup,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.87,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2243,125,moss_ward,Tala,moss breath Tala day-6 wait for warm-cup phrase,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2244,125,glass_harbor,Nia,harbor chime Nia day-6 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2245,125,cinder_garden,Pax,cinder pulse Pax day-6 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2246,125,lichen_bridge,Rin,bridge hum Rin day-6 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2247,125,orchid_engine,Eli,engine ring Eli day-6 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2248,125,moss_ward,Ari,moss breath Ari day-6 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2249,125,glass_harbor,Oren,harbor chime Oren day-6 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2250,126,lichen_bridge,Kio,bridge hum Kio day-7 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2251,126,orchid_engine,Cai,engine ring Cai day-7 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2252,126,moss_ward,Milo,moss breath Milo day-7 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2253,126,glass_harbor,Sera,harbor chime Sera day-7 pause at lamp pier,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2254,126,cinder_garden,Juno,cinder pulse Juno day-7 bow to shade cloth,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2255,126,lichen_bridge,Luma,bridge hum Luma day-7 touch rope post,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2256,126,orchid_engine,Dax,engine ring Dax day-7 stand outside engine ring,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2257,126,moss_ward,Tala,moss breath Tala day-7 stand by rain gate,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2258,126,glass_harbor,Nia,harbor chime Nia day-7 pause at lamp pier,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2259,126,cinder_garden,Pax,cinder pulse Pax day-7 bow to shade cloth,greeting: bow to shade cloth,custom warning: ask before shade pole,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2260,126,lichen_bridge,Rin,bridge hum Rin day-7 touch rope post,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2261,126,orchid_engine,Eli,engine ring Eli day-7 stand outside engine ring,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2262,126,moss_ward,Ari,moss breath Ari day-7 stand by rain gate,greeting: stand by rain gate,custom warning: step around blanket circle,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2263,126,glass_harbor,Oren,harbor chime Oren day-7 pause at lamp pier,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2264,126,cinder_garden,Vale,cinder pulse Vale day-7 bow to shade cloth,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2265,126,lichen_bridge,Sol,bridge hum Sol day-7 touch rope post,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2266,126,orchid_engine,Bea,engine ring Bea day-7 stand outside engine ring,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2267,126,moss_ward,Fay,moss breath Fay day-7 stand by rain gate,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2268,127,cinder_garden,Juno,cinder pulse Juno day-8 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2269,127,lichen_bridge,Luma,bridge hum Luma day-8 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2270,127,orchid_engine,Dax,engine ring Dax day-8 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2271,127,moss_ward,Tala,moss breath Tala day-8 show empty hands,greeting: stand by rain gate,custom warning: step around blanket circle,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2272,127,glass_harbor,Nia,harbor chime Nia day-8 tap lantern rail,greeting: tap lantern rail,custom warning: leave fog catcher capped,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2273,127,cinder_garden,Pax,cinder pulse Pax day-8 wait at ash path,greeting: repeat cool-hand sign,custom warning: do not cross seed rows,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2274,127,lichen_bridge,Rin,bridge hum Rin day-8 listen for signal hush,greeting: touch rope post,custom warning: ask before signal bell,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2275,127,orchid_engine,Eli,engine ring Eli day-8 show palms to valve listener,greeting: show palms to valve listener,custom warning: keep gear wash lane open,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2276,127,moss_ward,Ari,moss breath Ari day-8 show empty hands,greeting: wait for warm-cup phrase,custom warning: ask before touching rain clay,0.86,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2277,127,glass_harbor,Oren,harbor chime Oren day-8 tap lantern rail,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2278,127,cinder_garden,Vale,cinder pulse Vale day-8 wait at ash path,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2279,127,lichen_bridge,Sol,bridge hum Sol day-8 listen for signal hush,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2280,127,orchid_engine,Bea,engine ring Bea day-8 show palms to valve listener,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2281,127,moss_ward,Fay,moss breath Fay day-8 show empty hands,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2282,127,glass_harbor,Puck,harbor chime Puck day-8 tap lantern rail,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2283,127,cinder_garden,Wren,cinder pulse Wren day-8 wait at ash path,greeting: bow to shade cloth,custom warning: ask before shade pole,0.86,0.868,0.02,0.02,context observed without claiming fluency,True,True
2284,127,lichen_bridge,Kio,bridge hum Kio day-8 listen for signal hush,greeting: listen for signal hush,custom warning: meal room first for strangers,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2285,127,orchid_engine,Cai,engine ring Cai day-8 show palms to valve listener,greeting: wait for orchid-cup,custom warning: do not turn valve key,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2286,128,glass_harbor,Nia,harbor chime Nia day-9 accept tea-before-crossing,greeting: pause at lamp pier,custom warning: ask before lifting nets,0.87,0.86,0.02,0.02,misread phrase requires warning,True,True
2287,128,cinder_garden,Pax,cinder pulse Pax day-9 repeat cool-hand sign,greeting: wait at ash path,custom warning: cool stone is shared,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2288,128,lichen_bridge,Rin,bridge hum Rin day-9 wait for shared-bowl offer,greeting: wait for shared-bowl offer,custom warning: do not step on tension rope,0.88,0.88,0.02,0.02,resident gives slower phrase and gesture,True,True
2289,128,orchid_engine,Eli,engine ring Eli day-9 wait for orchid-cup,greeting: stand outside engine ring,custom warning: ask before orchid lamp,0.88,0.87,0.02,0.02,misread phrase requires warning,True,True
2290,128,moss_ward,Ari,moss breath Ari day-9 wait for warm-cup phrase,greeting: show empty hands,custom warning: leave door-watch path clear,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
2291,128,glass_harbor,Oren,harbor chime Oren day-9 accept tea-before-crossing,greeting: accept tea-before-crossing,custom warning: do not dim public lamp,0.88,0.88,0.02,0.02,context observed without claiming fluency,True,True
