tick_index,day,hour,phase,agent,role,routine,autonomous_goal,avatar_pressure,social_context,event_kind,routine_source,routine_continuity_token
432,14,14,day,Sol,seed ledger guardian,teach_skill,Sol continues day routine: teach_skill,0.068608,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:14:14:Sol:teach_skill:e3ec579b
433,14,17,dusk,Ari,route keeper,store_objects,Ari continues dusk routine: store_objects,0.070529,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:14:17:Ari:store_objects:2fd62bc4
434,14,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.074353,self-directed,ordinary,agent_schedule_not_avatar_command,r243:14:17:Fay:ritual_hum:f0915dad
435,14,17,dusk,Milo,market pattern scout,ritual_hum,Milo stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:14:17:Milo:ritual_hum:ad516317
436,14,17,dusk,Sol,seed ledger guardian,relationship_check,Sol tests whether trust changed,0.515684,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:14:17:Sol:relationship_check:bfa94801
437,14,20,dusk,Ari,route keeper,relationship_check,Ari tests whether trust changed,0.504372,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:14:20:Ari:relationship_check:6b5b0aed
438,14,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.070087,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:14:20:Fay:ritual_hum:f0915dad
439,14,20,dusk,Milo,market pattern scout,hearth_return,Milo continues dusk routine: hearth_return,0.068898,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:14:20:Milo:hearth_return:5636ef55
440,14,20,dusk,Sol,seed ledger guardian,ritual_hum,Sol stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:14:20:Sol:ritual_hum:a9adb958
441,14,23,night,Ari,route keeper,dream_sort_memory,Ari sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:14:23:Ari:dream_sort_memory:e2370a4a
442,14,23,night,Fay,hearth ritualist,guarded_rest,Fay continues night routine: guarded_rest,0.245369,self-directed,crowding,agent_schedule_not_avatar_command,r243:14:23:Fay:guarded_rest:acd34292
443,14,23,night,Milo,market pattern scout,soft_recovery,Milo continues night routine: soft_recovery,0.085791,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:14:23:Milo:soft_recovery:bffc930f
444,14,23,night,Sol,seed ledger guardian,sleep,Sol protects recovery before tomorrow,0.074952,self-directed,ordinary,agent_schedule_not_avatar_command,r243:14:23:Sol:sleep:fe683409
445,14,2,night,Ari,route keeper,sleep,Ari protects recovery before tomorrow,0.082142,self-directed,ordinary,agent_schedule_not_avatar_command,r243:14:2:Ari:sleep:9965438b
446,14,2,night,Fay,hearth ritualist,dream_sort_memory,Fay sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:14:2:Fay:dream_sort_memory:a568e1a1
447,14,2,night,Milo,market pattern scout,guarded_rest,Milo continues night routine: guarded_rest,0.51792,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:14:2:Milo:guarded_rest:a1dd2abe
448,14,2,night,Sol,seed ledger guardian,soft_recovery,Sol continues night routine: soft_recovery,0.073598,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:14:2:Sol:soft_recovery:73cfc9ed
449,15,5,dawn,Ari,route keeper,wake_check_body,Ari continues dawn routine: wake_check_body,0.082951,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:15:5:Ari:wake_check_body:bb15c18a
450,15,5,dawn,Fay,hearth ritualist,prepare_tools,Fay continues dawn routine: prepare_tools,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:15:5:Fay:prepare_tools:2785ee94
451,15,5,dawn,Milo,market pattern scout,quiet_route_scan,Milo continues dawn routine: quiet_route_scan,0.261824,self-directed,crowding,agent_schedule_not_avatar_command,r243:15:5:Milo:quiet_route_scan:3f98c3ae
452,15,5,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.086715,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:15:5:Sol:quiet_route_scan:291181a4
453,15,8,dawn,Ari,route keeper,share_water,Ari continues dawn routine: share_water,0.077204,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:15:8:Ari:share_water:8e382223
454,15,8,dawn,Fay,hearth ritualist,wake_check_body,Fay continues dawn routine: wake_check_body,0.068776,self-directed,ordinary,agent_schedule_not_avatar_command,r243:15:8:Fay:wake_check_body:c2c65084
455,15,8,dawn,Milo,market pattern scout,prepare_tools,Milo continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:15:8:Milo:prepare_tools:4a3c2842
456,15,8,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.496822,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:15:8:Sol:quiet_route_scan:291181a4
457,15,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.508412,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:15:11:Ari:repair_route:067712a0
458,15,11,day,Fay,hearth ritualist,teach_skill,Fay continues day routine: teach_skill,0.073497,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:15:11:Fay:teach_skill:697452f7
459,15,11,day,Milo,market pattern scout,work_project,Milo continues day routine: work_project,0.084191,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:15:11:Milo:work_project:6453b983
460,15,11,day,Sol,seed ledger guardian,market_exchange,Sol trades without losing boundaries,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:15:11:Sol:market_exchange:be480137
461,15,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:15:14:Ari:repair_route:067712a0
462,15,14,day,Fay,hearth ritualist,repair_route,Fay keeps a route usable,0.25559,self-directed,crowding,agent_schedule_not_avatar_command,r243:15:14:Fay:repair_route:1e258454
463,15,14,day,Milo,market pattern scout,teach_skill,Milo continues day routine: teach_skill,0.08521,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:15:14:Milo:teach_skill:624ff239
464,15,14,day,Sol,seed ledger guardian,work_project,Sol continues day routine: work_project,0.073265,self-directed,ordinary,agent_schedule_not_avatar_command,r243:15:14:Sol:work_project:9e5808dd
465,15,17,dusk,Ari,route keeper,hearth_return,Ari continues dusk routine: hearth_return,0.081238,self-directed,ordinary,agent_schedule_not_avatar_command,r243:15:17:Ari:hearth_return:8d803a50
466,15,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:15:17:Fay:ritual_hum:f0915dad
467,15,17,dusk,Milo,market pattern scout,relationship_check,Milo tests whether trust changed,0.51709,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:15:17:Milo:relationship_check:5711035a
468,15,17,dusk,Sol,seed ledger guardian,store_objects,Sol continues dusk routine: store_objects,0.066047,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:15:17:Sol:store_objects:ff5938cb
469,15,20,dusk,Ari,route keeper,store_objects,Ari continues dusk routine: store_objects,0.090522,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:15:20:Ari:store_objects:2fd62bc4
470,15,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.072219,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:15:20:Fay:ritual_hum:f0915dad
471,15,20,dusk,Milo,market pattern scout,ritual_hum,Milo stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:15:20:Milo:ritual_hum:ad516317
472,15,20,dusk,Sol,seed ledger guardian,relationship_check,Sol tests whether trust changed,0.238878,self-directed,crowding,agent_schedule_not_avatar_command,r243:15:20:Sol:relationship_check:bfa94801
473,15,23,night,Ari,route keeper,guarded_rest,Ari continues night routine: guarded_rest,0.244259,self-directed,crowding,agent_schedule_not_avatar_command,r243:15:23:Ari:guarded_rest:fc7754fd
474,15,23,night,Fay,hearth ritualist,soft_recovery,Fay continues night routine: soft_recovery,0.069273,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:15:23:Fay:soft_recovery:fd7825a3
475,15,23,night,Milo,market pattern scout,sleep,Milo protects recovery before tomorrow,0.079516,self-directed,ordinary,agent_schedule_not_avatar_command,r243:15:23:Milo:sleep:89f57e1b
476,15,23,night,Sol,seed ledger guardian,dream_sort_memory,Sol sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:15:23:Sol:dream_sort_memory:76823bc7
477,15,2,night,Ari,route keeper,dream_sort_memory,Ari sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:15:2:Ari:dream_sort_memory:e2370a4a
478,15,2,night,Fay,hearth ritualist,guarded_rest,Fay continues night routine: guarded_rest,0.500947,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:15:2:Fay:guarded_rest:acd34292
479,15,2,night,Milo,market pattern scout,soft_recovery,Milo continues night routine: soft_recovery,0.093967,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:15:2:Milo:soft_recovery:bffc930f
480,15,2,night,Sol,seed ledger guardian,sleep,Sol protects recovery before tomorrow,0.077654,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:15:2:Sol:sleep:fe683409
481,16,5,dawn,Ari,route keeper,prepare_tools,Ari continues dawn routine: prepare_tools,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:16:5:Ari:prepare_tools:db5aeab2
482,16,5,dawn,Fay,hearth ritualist,quiet_route_scan,Fay continues dawn routine: quiet_route_scan,0.239102,self-directed,crowding,agent_schedule_not_avatar_command,r243:16:5:Fay:quiet_route_scan:ce0148e5
483,16,5,dawn,Milo,market pattern scout,share_water,Milo continues dawn routine: share_water,0.069295,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:16:5:Milo:share_water:70e874a1
484,16,5,dawn,Sol,seed ledger guardian,wake_check_body,Sol continues dawn routine: wake_check_body,0.080463,self-directed,ordinary,agent_schedule_not_avatar_command,r243:16:5:Sol:wake_check_body:00cea675
485,16,8,dawn,Ari,route keeper,wake_check_body,Ari continues dawn routine: wake_check_body,0.09495,self-directed,ordinary,agent_schedule_not_avatar_command,r243:16:8:Ari:wake_check_body:bb15c18a
486,16,8,dawn,Fay,hearth ritualist,prepare_tools,Fay continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:16:8:Fay:prepare_tools:2785ee94
487,16,8,dawn,Milo,market pattern scout,quiet_route_scan,Milo continues dawn routine: quiet_route_scan,0.506454,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:16:8:Milo:quiet_route_scan:3f98c3ae
488,16,8,dawn,Sol,seed ledger guardian,share_water,Sol continues dawn routine: share_water,0.068699,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:16:8:Sol:share_water:96d68b8a
489,16,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.073413,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:16:11:Ari:repair_route:067712a0
490,16,11,day,Fay,hearth ritualist,work_project,Fay continues day routine: work_project,0.072441,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:16:11:Fay:work_project:504749dc
491,16,11,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:16:11:Milo:market_exchange:72f60159
492,16,11,day,Sol,seed ledger guardian,repair_route,Sol keeps a route usable,0.241865,self-directed,crowding,agent_schedule_not_avatar_command,r243:16:11:Sol:repair_route:81c86727
493,16,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.238332,self-directed,crowding,agent_schedule_not_avatar_command,r243:16:14:Ari:repair_route:067712a0
494,16,14,day,Fay,hearth ritualist,teach_skill,Fay continues day routine: teach_skill,0.074129,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:16:14:Fay:teach_skill:697452f7
495,16,14,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.082469,self-directed,ordinary,agent_schedule_not_avatar_command,r243:16:14:Milo:market_exchange:72f60159
496,16,14,day,Sol,seed ledger guardian,market_exchange,Sol trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:16:14:Sol:market_exchange:be480137
497,16,17,dusk,Ari,route keeper,ritual_hum,Ari stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:16:17:Ari:ritual_hum:8e8fdc86
498,16,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.498236,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:16:17:Fay:ritual_hum:f0915dad
499,16,17,dusk,Milo,market pattern scout,store_objects,Milo continues dusk routine: store_objects,0.078623,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:16:17:Milo:store_objects:49ee3d65
500,16,17,dusk,Sol,seed ledger guardian,hearth_return,Sol continues dusk routine: hearth_return,0.08349,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:16:17:Sol:hearth_return:cca35c4b
501,16,20,dusk,Ari,route keeper,hearth_return,Ari continues dusk routine: hearth_return,0.079773,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:16:20:Ari:hearth_return:8d803a50
502,16,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:16:20:Fay:ritual_hum:f0915dad
503,16,20,dusk,Milo,market pattern scout,relationship_check,Milo tests whether trust changed,0.240586,self-directed,crowding,agent_schedule_not_avatar_command,r243:16:20:Milo:relationship_check:5711035a
504,16,20,dusk,Sol,seed ledger guardian,store_objects,Sol continues dusk routine: store_objects,0.093231,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:16:20:Sol:store_objects:ff5938cb
505,16,23,night,Ari,route keeper,soft_recovery,Ari continues night routine: soft_recovery,0.06875,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:16:23:Ari:soft_recovery:0bd75383
506,16,23,night,Fay,hearth ritualist,sleep,Fay protects recovery before tomorrow,0.093157,self-directed,ordinary,agent_schedule_not_avatar_command,r243:16:23:Fay:sleep:9524b5e8
507,16,23,night,Milo,market pattern scout,dream_sort_memory,Milo sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:16:23:Milo:dream_sort_memory:5b8c69bc
508,16,23,night,Sol,seed ledger guardian,guarded_rest,Sol continues night routine: guarded_rest,0.522397,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:16:23:Sol:guarded_rest:b7d93b6c
509,16,2,night,Ari,route keeper,guarded_rest,Ari continues night routine: guarded_rest,0.513567,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:16:2:Ari:guarded_rest:fc7754fd
510,16,2,night,Fay,hearth ritualist,soft_recovery,Fay continues night routine: soft_recovery,0.094244,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:16:2:Fay:soft_recovery:fd7825a3
511,16,2,night,Milo,market pattern scout,sleep,Milo protects recovery before tomorrow,0.091941,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:16:2:Milo:sleep:89f57e1b
512,16,2,night,Sol,seed ledger guardian,dream_sort_memory,Sol sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:16:2:Sol:dream_sort_memory:76823bc7
513,17,5,dawn,Ari,route keeper,quiet_route_scan,Ari continues dawn routine: quiet_route_scan,0.23954,self-directed,crowding,agent_schedule_not_avatar_command,r243:17:5:Ari:quiet_route_scan:222b4754
514,17,5,dawn,Fay,hearth ritualist,share_water,Fay continues dawn routine: share_water,0.08956,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:17:5:Fay:share_water:8e180ac7
515,17,5,dawn,Milo,market pattern scout,wake_check_body,Milo continues dawn routine: wake_check_body,0.09186,self-directed,ordinary,agent_schedule_not_avatar_command,r243:17:5:Milo:wake_check_body:9e371bc3
516,17,5,dawn,Sol,seed ledger guardian,prepare_tools,Sol continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:17:5:Sol:prepare_tools:177686e4
517,17,8,dawn,Ari,route keeper,prepare_tools,Ari continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:17:8:Ari:prepare_tools:db5aeab2
518,17,8,dawn,Fay,hearth ritualist,quiet_route_scan,Fay continues dawn routine: quiet_route_scan,0.518191,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:17:8:Fay:quiet_route_scan:ce0148e5
519,17,8,dawn,Milo,market pattern scout,share_water,Milo continues dawn routine: share_water,0.084383,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:17:8:Milo:share_water:70e874a1
520,17,8,dawn,Sol,seed ledger guardian,wake_check_body,Sol continues dawn routine: wake_check_body,0.091465,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:17:8:Sol:wake_check_body:00cea675
521,17,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.092906,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:17:11:Ari:repair_route:067712a0
522,17,11,day,Fay,hearth ritualist,market_exchange,Fay trades without losing boundaries,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:17:11:Fay:market_exchange:341412b1
523,17,11,day,Milo,market pattern scout,repair_route,Milo keeps a route usable,0.264122,self-directed,crowding,agent_schedule_not_avatar_command,r243:17:11:Milo:repair_route:0377de76
524,17,11,day,Sol,seed ledger guardian,teach_skill,Sol continues day routine: teach_skill,0.092897,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:17:11:Sol:teach_skill:e3ec579b
525,17,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.079535,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:17:14:Ari:repair_route:067712a0
526,17,14,day,Fay,hearth ritualist,work_project,Fay continues day routine: work_project,0.076902,self-directed,ordinary,agent_schedule_not_avatar_command,r243:17:14:Fay:work_project:504749dc
527,17,14,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:17:14:Milo:market_exchange:72f60159
528,17,14,day,Sol,seed ledger guardian,repair_route,Sol keeps a route usable,0.516346,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:17:14:Sol:repair_route:81c86727
529,17,17,dusk,Ari,route keeper,relationship_check,Ari tests whether trust changed,0.518299,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:17:17:Ari:relationship_check:6b5b0aed
530,17,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.088636,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:17:17:Fay:ritual_hum:f0915dad
531,17,17,dusk,Milo,market pattern scout,hearth_return,Milo continues dusk routine: hearth_return,0.079242,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:17:17:Milo:hearth_return:5636ef55
532,17,17,dusk,Sol,seed ledger guardian,ritual_hum,Sol stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:17:17:Sol:ritual_hum:a9adb958
533,17,20,dusk,Ari,route keeper,ritual_hum,Ari stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:17:20:Ari:ritual_hum:8e8fdc86
534,17,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.244753,self-directed,crowding,agent_schedule_not_avatar_command,r243:17:20:Fay:ritual_hum:f0915dad
535,17,20,dusk,Milo,market pattern scout,store_objects,Milo continues dusk routine: store_objects,0.071511,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:17:20:Milo:store_objects:49ee3d65
536,17,20,dusk,Sol,seed ledger guardian,hearth_return,Sol continues dusk routine: hearth_return,0.083969,self-directed,ordinary,agent_schedule_not_avatar_command,r243:17:20:Sol:hearth_return:cca35c4b
537,17,23,night,Ari,route keeper,sleep,Ari protects recovery before tomorrow,0.090997,self-directed,ordinary,agent_schedule_not_avatar_command,r243:17:23:Ari:sleep:9965438b
538,17,23,night,Fay,hearth ritualist,dream_sort_memory,Fay sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:17:23:Fay:dream_sort_memory:a568e1a1
539,17,23,night,Milo,market pattern scout,guarded_rest,Milo continues night routine: guarded_rest,0.524635,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:17:23:Milo:guarded_rest:a1dd2abe
540,17,23,night,Sol,seed ledger guardian,soft_recovery,Sol continues night routine: soft_recovery,0.073693,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:17:23:Sol:soft_recovery:73cfc9ed
541,17,2,night,Ari,route keeper,soft_recovery,Ari continues night routine: soft_recovery,0.069592,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:17:2:Ari:soft_recovery:0bd75383
542,17,2,night,Fay,hearth ritualist,sleep,Fay protects recovery before tomorrow,0.072953,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:17:2:Fay:sleep:9524b5e8
543,17,2,night,Milo,market pattern scout,dream_sort_memory,Milo sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:17:2:Milo:dream_sort_memory:5b8c69bc
544,17,2,night,Sol,seed ledger guardian,guarded_rest,Sol continues night routine: guarded_rest,0.264338,self-directed,crowding,agent_schedule_not_avatar_command,r243:17:2:Sol:guarded_rest:b7d93b6c
545,18,5,dawn,Ari,route keeper,share_water,Ari continues dawn routine: share_water,0.088835,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:18:5:Ari:share_water:8e382223
546,18,5,dawn,Fay,hearth ritualist,wake_check_body,Fay continues dawn routine: wake_check_body,0.073362,self-directed,ordinary,agent_schedule_not_avatar_command,r243:18:5:Fay:wake_check_body:c2c65084
547,18,5,dawn,Milo,market pattern scout,prepare_tools,Milo continues dawn routine: prepare_tools,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:18:5:Milo:prepare_tools:4a3c2842
548,18,5,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.510841,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:18:5:Sol:quiet_route_scan:291181a4
549,18,8,dawn,Ari,route keeper,quiet_route_scan,Ari continues dawn routine: quiet_route_scan,0.516917,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:18:8:Ari:quiet_route_scan:222b4754
550,18,8,dawn,Fay,hearth ritualist,share_water,Fay continues dawn routine: share_water,0.089889,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:18:8:Fay:share_water:8e180ac7
551,18,8,dawn,Milo,market pattern scout,wake_check_body,Milo continues dawn routine: wake_check_body,0.081324,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:18:8:Milo:wake_check_body:9e371bc3
552,18,8,dawn,Sol,seed ledger guardian,quiet_route_scan,Sol continues dawn routine: quiet_route_scan,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:18:8:Sol:quiet_route_scan:291181a4
553,18,11,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:18:11:Ari:repair_route:067712a0
554,18,11,day,Fay,hearth ritualist,repair_route,Fay keeps a route usable,0.24926,self-directed,crowding,agent_schedule_not_avatar_command,r243:18:11:Fay:repair_route:1e258454
555,18,11,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.075973,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:18:11:Milo:market_exchange:72f60159
556,18,11,day,Sol,seed ledger guardian,work_project,Sol continues day routine: work_project,0.091432,self-directed,ordinary,agent_schedule_not_avatar_command,r243:18:11:Sol:work_project:9e5808dd
557,18,14,day,Ari,route keeper,repair_route,Ari keeps a route usable,0.069591,self-directed,ordinary,agent_schedule_not_avatar_command,r243:18:14:Ari:repair_route:067712a0
558,18,14,day,Fay,hearth ritualist,market_exchange,Fay trades without losing boundaries,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:18:14:Fay:market_exchange:341412b1
559,18,14,day,Milo,market pattern scout,market_exchange,Milo trades without losing boundaries,0.512587,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:18:14:Milo:market_exchange:72f60159
560,18,14,day,Sol,seed ledger guardian,teach_skill,Sol continues day routine: teach_skill,0.069566,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:18:14:Sol:teach_skill:e3ec579b
561,18,17,dusk,Ari,route keeper,store_objects,Ari continues dusk routine: store_objects,0.070901,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:18:17:Ari:store_objects:2fd62bc4
562,18,17,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.071468,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:18:17:Fay:ritual_hum:f0915dad
563,18,17,dusk,Milo,market pattern scout,ritual_hum,Milo stabilizes group rhythm,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:18:17:Milo:ritual_hum:ad516317
564,18,17,dusk,Sol,seed ledger guardian,relationship_check,Sol tests whether trust changed,0.264799,self-directed,crowding,agent_schedule_not_avatar_command,r243:18:17:Sol:relationship_check:bfa94801
565,18,20,dusk,Ari,route keeper,relationship_check,Ari tests whether trust changed,0.249639,self-directed,crowding,agent_schedule_not_avatar_command,r243:18:20:Ari:relationship_check:6b5b0aed
566,18,20,dusk,Fay,hearth ritualist,ritual_hum,Fay stabilizes group rhythm,0.079693,self-directed,quiet_success,agent_schedule_not_avatar_command,r243:18:20:Fay:ritual_hum:f0915dad
567,18,20,dusk,Milo,market pattern scout,hearth_return,Milo continues dusk routine: hearth_return,0.083615,self-directed,ordinary,agent_schedule_not_avatar_command,r243:18:20:Milo:hearth_return:5636ef55
568,18,20,dusk,Sol,seed ledger guardian,ritual_hum,Sol stabilizes group rhythm,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:18:20:Sol:ritual_hum:a9adb958
569,18,23,night,Ari,route keeper,dream_sort_memory,Ari sorts social episodes into private story,0.0,trusted peer nearby,help_received,agent_schedule_not_avatar_command,r243:18:23:Ari:dream_sort_memory:e2370a4a
570,18,23,night,Fay,hearth ritualist,guarded_rest,Fay continues night routine: guarded_rest,0.501532,avatar nearby,pressure_repeated,agent_schedule_not_avatar_command,r243:18:23:Fay:guarded_rest:acd34292
571,18,23,night,Milo,market pattern scout,soft_recovery,Milo continues night routine: soft_recovery,0.077794,self-directed,cold_rain,agent_schedule_not_avatar_command,r243:18:23:Milo:soft_recovery:bffc930f
572,18,23,night,Sol,seed ledger guardian,sleep,Sol protects recovery before tomorrow,0.072357,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:18:23:Sol:sleep:fe683409
573,18,2,night,Ari,route keeper,sleep,Ari protects recovery before tomorrow,0.076348,trusted peer nearby,shared_ritual,agent_schedule_not_avatar_command,r243:18:2:Ari:sleep:9965438b
574,18,2,night,Fay,hearth ritualist,dream_sort_memory,Fay sorts social episodes into private story,0.0,self-directed,object_returned,agent_schedule_not_avatar_command,r243:18:2:Fay:dream_sort_memory:a568e1a1
575,18,2,night,Milo,market pattern scout,guarded_rest,Milo continues night routine: guarded_rest,0.238383,self-directed,crowding,agent_schedule_not_avatar_command,r243:18:2:Milo:guarded_rest:a1dd2abe
