tick_id,day,agent,project_id,public_memory_key,remembered_delegate,remembered_debt,remembered_conflict,remembered_outcome,private_workspace_sealed,replay_pointer
419,21,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day21,Milo->Fay:comfort_corner,Fay->Ari:rope:0.48,rope:dusk_signal_court,not_ready,True,replay:419:dusk_signal_court
420,22,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day22,Fay->Fay:plant_bed,Milo->Fay:water:0.00,water:none,practice_run,True,replay:420:greenhouse_heat_loop
421,22,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day22,Ari->Nia:survey_piers,Ari->Nia:planks:0.62,planks:flood_bridge_market_route,not_ready,True,replay:421:flood_bridge_market_route
422,22,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day22,Nia->Fay:weather_copy,Fay->Milo:thread:0.36,thread:archive_public_kiosk,not_ready,True,replay:422:archive_public_kiosk
423,22,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day22,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:none,not_ready,True,replay:423:dusk_signal_court
424,22,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day22,Fay->Fay:plant_bed,Milo->Fay:water:0.17,water:flood_bridge_market_route,practice_run,True,replay:424:greenhouse_heat_loop
425,22,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day22,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:425:flood_bridge_market_route
426,22,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day22,Nia->Fay:weather_copy,Fay->Milo:thread:0.50,thread:archive_public_kiosk,not_ready,True,replay:426:archive_public_kiosk
427,22,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day22,Milo->Ari:stake_posts,Ari->Fay:oil:0.62,oil:dusk_signal_court,not_ready,True,replay:427:dusk_signal_court
428,22,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day22,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:flood_bridge_market_route,practice_run,True,replay:428:greenhouse_heat_loop
429,22,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day22,Ari->Nia:survey_piers,Ari->Nia:planks:0.76,planks:flood_bridge_market_route,not_ready,True,replay:429:flood_bridge_market_route
430,22,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day22,Nia->Fay:weather_copy,Fay->Nia:thread:0.11,thread:none,not_ready,True,replay:430:archive_public_kiosk
431,22,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day22,Milo->Ari:stake_posts,Ari->Fay:oil:0.51,oil:dusk_signal_court,not_ready,True,replay:431:dusk_signal_court
432,22,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day22,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:none,practice_run,True,replay:432:greenhouse_heat_loop
433,22,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day22,Ari->Nia:survey_piers,Ari->Nia:planks:0.93,planks:flood_bridge_market_route,not_ready,True,replay:433:flood_bridge_market_route
434,22,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day22,Nia->Fay:weather_copy,Fay->Milo:thread:0.61,thread:archive_public_kiosk,not_ready,True,replay:434:archive_public_kiosk
435,22,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day22,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:none,not_ready,True,replay:435:dusk_signal_court
436,22,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day22,Fay->Fay:plant_bed,Fay->Ari:water:0.73,water:greenhouse_heat_loop,practice_run,True,replay:436:greenhouse_heat_loop
437,22,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day22,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:437:flood_bridge_market_route
438,22,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day22,Nia->Fay:weather_copy,Fay->Milo:thread:0.75,thread:archive_public_kiosk,not_ready,True,replay:438:archive_public_kiosk
439,22,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day22,Milo->Ari:stake_posts,Ari->Fay:oil:0.68,oil:dusk_signal_court,not_ready,True,replay:439:dusk_signal_court
440,23,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day23,Fay->Nia:index_care,Nia->Fay:compost:0.28,compost:none,practice_run,True,replay:440:greenhouse_heat_loop
441,23,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day23,Ari->Ari:cut_planks,Fay->Ari:resin:0.24,resin:dusk_signal_court,not_ready,True,replay:441:flood_bridge_market_route
442,23,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day23,Nia->Milo:lamp_mount,Milo->Nia:glass:0.34,glass:none,not_ready,True,replay:442:archive_public_kiosk
443,23,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day23,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:443:dusk_signal_court
444,23,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day23,Fay->Nia:index_care,Nia->Fay:compost:0.28,compost:none,practice_run,True,replay:444:greenhouse_heat_loop
445,23,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day23,Ari->Ari:cut_planks,Fay->Ari:resin:0.24,resin:none,not_ready,True,replay:445:flood_bridge_market_route
446,23,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day23,Nia->Milo:lamp_mount,Milo->Nia:glass:0.51,glass:greenhouse_heat_loop,not_ready,True,replay:446:archive_public_kiosk
447,23,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day23,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:447:dusk_signal_court
448,23,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day23,Fay->Nia:index_care,Nia->Fay:compost:0.42,compost:archive_public_kiosk,practice_run,True,replay:448:greenhouse_heat_loop
449,23,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day23,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:449:flood_bridge_market_route
450,23,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day23,Nia->Milo:lamp_mount,Milo->Nia:glass:0.51,glass:none,not_ready,True,replay:450:archive_public_kiosk
451,23,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day23,Milo->Milo:string_wire,Milo->Ari:wire:0.14,wire:dusk_signal_court,not_ready,True,replay:451:dusk_signal_court
452,23,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day23,Fay->Nia:index_care,Nia->Fay:compost:0.42,compost:none,practice_run,True,replay:452:greenhouse_heat_loop
453,23,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day23,Ari->Ari:cut_planks,Ari->Milo:resin:0.11,resin:flood_bridge_market_route,not_ready,True,replay:453:flood_bridge_market_route
454,23,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day23,Nia->Milo:lamp_mount,Milo->Nia:glass:0.51,glass:none,not_ready,True,replay:454:archive_public_kiosk
455,23,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day23,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:455:dusk_signal_court
456,23,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day23,Fay->Nia:index_care,Nia->Fay:compost:0.42,compost:none,practice_run,True,replay:456:greenhouse_heat_loop
457,23,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day23,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:457:flood_bridge_market_route
458,23,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day23,Nia->Milo:lamp_mount,Milo->Fay:glass:0.34,glass:archive_public_kiosk,practice_run,True,replay:458:archive_public_kiosk
459,23,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day23,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:459:dusk_signal_court
460,24,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day24,Fay->Ari:fit_glass,Fay->Ari:glass:1.26,glass:greenhouse_heat_loop,practice_run,True,replay:460:greenhouse_heat_loop
461,24,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day24,Ari->Fay:seal_joints,Fay->Nia:rope:2.00,rope:flood_bridge_market_route,not_ready,True,replay:461:flood_bridge_market_route
462,24,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day24,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,partial_public_use,True,replay:462:archive_public_kiosk
463,24,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day24,Milo->Nia:signal_code,Nia->Milo:glass:0.44,glass:greenhouse_heat_loop,not_ready,True,replay:463:dusk_signal_court
464,24,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day24,Fay->Ari:fit_glass,Ari->Fay:glass:1.52,glass:none,practice_run,True,replay:464:greenhouse_heat_loop
465,24,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day24,Ari->Fay:seal_joints,Fay->Ari:rope:0.65,rope:archive_public_kiosk,not_ready,True,replay:465:flood_bridge_market_route
466,24,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day24,Nia->Nia:sort_index,Nia->Milo:paper:0.95,paper:archive_public_kiosk,practice_run,True,replay:466:archive_public_kiosk
467,24,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day24,Milo->Nia:signal_code,Nia->Milo:glass:0.44,glass:none,not_ready,True,replay:467:dusk_signal_court
468,24,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day24,Fay->Ari:fit_glass,Fay->Ari:glass:1.21,glass:greenhouse_heat_loop,practice_run,True,replay:468:greenhouse_heat_loop
469,24,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day24,Ari->Fay:seal_joints,Fay->Ari:rope:0.65,rope:none,not_ready,True,replay:469:flood_bridge_market_route
470,24,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day24,Nia->Nia:sort_index,Nia->Milo:paper:1.09,paper:archive_public_kiosk,practice_run,True,replay:470:archive_public_kiosk
471,24,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day24,Milo->Nia:signal_code,Nia->Fay:glass:1.91,glass:dusk_signal_court,not_ready,True,replay:471:dusk_signal_court
472,24,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day24,Fay->Ari:fit_glass,Fay->Ari:glass:1.32,glass:greenhouse_heat_loop,practice_run,True,replay:472:greenhouse_heat_loop
473,24,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day24,Ari->Fay:seal_joints,Fay->Nia:rope:2.14,rope:flood_bridge_market_route,not_ready,True,replay:473:flood_bridge_market_route
474,24,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day24,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:474:archive_public_kiosk
475,24,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day24,Milo->Nia:signal_code,Nia->Fay:glass:2.02,glass:dusk_signal_court,not_ready,True,replay:475:dusk_signal_court
476,24,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day24,Fay->Ari:fit_glass,Ari->Fay:glass:1.58,glass:none,practice_run,True,replay:476:greenhouse_heat_loop
477,24,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day24,Ari->Fay:seal_joints,Fay->Nia:rope:2.31,rope:flood_bridge_market_route,not_ready,True,replay:477:flood_bridge_market_route
478,24,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day24,Nia->Nia:sort_index,Nia->Milo:paper:1.20,paper:archive_public_kiosk,practice_run,True,replay:478:archive_public_kiosk
479,24,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day24,Milo->Nia:signal_code,Nia->Milo:glass:0.44,glass:none,not_ready,True,replay:479:dusk_signal_court
480,25,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day25,Ari->Fay:seal_joints,Fay->Ari:rope:0.79,rope:dusk_signal_court,not_ready,True,replay:480:flood_bridge_market_route
481,25,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day25,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:481:archive_public_kiosk
482,25,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day25,Milo->Nia:signal_code,Nia->Ari:glass:1.18,glass:dusk_signal_court,not_ready,True,replay:482:dusk_signal_court
483,25,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day25,Fay->Ari:fit_glass,Ari->Fay:glass:1.64,glass:none,practice_run,True,replay:483:greenhouse_heat_loop
484,25,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day25,Ari->Fay:seal_joints,Fay->Ari:rope:0.96,rope:dusk_signal_court,not_ready,True,replay:484:flood_bridge_market_route
485,25,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day25,Nia->Nia:sort_index,Nia->Fay:paper:1.16,paper:archive_public_kiosk,practice_run,True,replay:485:archive_public_kiosk
486,25,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day25,Milo->Nia:signal_code,Nia->Milo:glass:0.44,glass:none,not_ready,True,replay:486:dusk_signal_court
487,25,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day25,Fay->Ari:fit_glass,Ari->Nia:glass:1.63,glass:greenhouse_heat_loop,practice_run,True,replay:487:greenhouse_heat_loop
488,25,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day25,Ari->Fay:seal_joints,Fay->Ari:rope:0.96,rope:none,not_ready,True,replay:488:flood_bridge_market_route
489,25,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day25,Nia->Nia:sort_index,Nia->Fay:paper:1.30,paper:archive_public_kiosk,practice_run,True,replay:489:archive_public_kiosk
490,25,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day25,Milo->Nia:signal_code,Nia->Ari:glass:1.35,glass:dusk_signal_court,not_ready,True,replay:490:dusk_signal_court
491,25,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day25,Fay->Ari:fit_glass,Ari->Nia:glass:1.74,glass:greenhouse_heat_loop,practice_run,True,replay:491:greenhouse_heat_loop
492,25,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day25,Ari->Fay:seal_joints,Fay->Ari:rope:1.10,rope:dusk_signal_court,not_ready,True,replay:492:flood_bridge_market_route
493,25,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day25,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,practice_run,True,replay:493:archive_public_kiosk
494,25,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day25,Milo->Nia:signal_code,Nia->Ari:glass:1.46,glass:dusk_signal_court,not_ready,True,replay:494:dusk_signal_court
495,25,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day25,Fay->Ari:fit_glass,Ari->Fay:glass:1.70,glass:none,practice_run,True,replay:495:greenhouse_heat_loop
496,25,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day25,Ari->Fay:seal_joints,Fay->Ari:rope:1.27,rope:dusk_signal_court,not_ready,True,replay:496:flood_bridge_market_route
497,25,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day25,Nia->Nia:sort_index,Nia->Fay:paper:1.41,paper:archive_public_kiosk,practice_run,True,replay:497:archive_public_kiosk
498,25,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day25,Milo->Nia:signal_code,Nia->Milo:glass:0.44,glass:none,not_ready,True,replay:498:dusk_signal_court
499,25,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day25,Fay->Ari:fit_glass,Ari->Nia:glass:1.71,glass:greenhouse_heat_loop,practice_run,True,replay:499:greenhouse_heat_loop
500,26,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day26,Ari->Milo:lamp_markers,Milo->Ari:oil:0.44,oil:none,not_ready,True,replay:500:flood_bridge_market_route
501,26,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day26,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:501:archive_public_kiosk
502,26,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day26,Milo->Fay:comfort_corner,Milo->Fay:rope:0.56,rope:dusk_signal_court,not_ready,True,replay:502:dusk_signal_court
503,26,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day26,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:503:greenhouse_heat_loop
504,26,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day26,Ari->Milo:lamp_markers,Milo->Ari:oil:0.55,oil:archive_public_kiosk,not_ready,True,replay:504:flood_bridge_market_route
505,26,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day26,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:505:archive_public_kiosk
506,26,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day26,Milo->Fay:comfort_corner,Fay->Milo:rope:1.03,rope:none,not_ready,True,replay:506:dusk_signal_court
507,26,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day26,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:507:greenhouse_heat_loop
508,26,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day26,Ari->Milo:lamp_markers,Milo->Ari:oil:0.55,oil:none,not_ready,True,replay:508:flood_bridge_market_route
509,26,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day26,Nia->Ari:build_frame,Ari->Milo:ink:0.51,ink:archive_public_kiosk,practice_run,True,replay:509:archive_public_kiosk
510,26,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day26,Milo->Fay:comfort_corner,Fay->Milo:rope:1.09,rope:none,not_ready,True,replay:510:dusk_signal_court
511,26,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day26,Fay->Milo:coil_pipe,Milo->Ari:copper:0.42,copper:greenhouse_heat_loop,practice_run,True,replay:511:greenhouse_heat_loop
512,26,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day26,Ari->Milo:lamp_markers,Milo->Ari:oil:0.55,oil:none,not_ready,True,replay:512:flood_bridge_market_route
513,26,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day26,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:513:archive_public_kiosk
514,26,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day26,Milo->Fay:comfort_corner,Milo->Fay:rope:0.70,rope:dusk_signal_court,not_ready,True,replay:514:dusk_signal_court
515,26,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day26,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:515:greenhouse_heat_loop
516,26,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day26,Ari->Milo:lamp_markers,Milo->Ari:oil:0.46,oil:archive_public_kiosk,not_ready,True,replay:516:flood_bridge_market_route
517,26,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day26,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,practice_run,True,replay:517:archive_public_kiosk
518,26,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day26,Milo->Fay:comfort_corner,Fay->Milo:rope:1.09,rope:none,not_ready,True,replay:518:dusk_signal_court
519,26,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day26,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,practice_run,True,replay:519:greenhouse_heat_loop
520,27,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day27,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:520:flood_bridge_market_route
521,27,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day27,Nia->Fay:weather_copy,Milo->Fay:thread:0.75,thread:archive_public_kiosk,practice_run,True,replay:521:archive_public_kiosk
522,27,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day27,Milo->Ari:stake_posts,Fay->Ari:oil:0.28,oil:dusk_signal_court,not_ready,True,replay:522:dusk_signal_court
523,27,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day27,Fay->Fay:plant_bed,Fay->Nia:water:0.95,water:greenhouse_heat_loop,practice_run,True,replay:523:greenhouse_heat_loop
524,27,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day27,Ari->Nia:survey_piers,Nia->Ari:planks:0.45,planks:dusk_signal_court,not_ready,True,replay:524:flood_bridge_market_route
525,27,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day27,Nia->Fay:weather_copy,Fay->Nia:thread:0.17,thread:none,practice_run,True,replay:525:archive_public_kiosk
526,27,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day27,Milo->Ari:stake_posts,Fay->Ari:oil:0.39,oil:dusk_signal_court,not_ready,True,replay:526:dusk_signal_court
527,27,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day27,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:none,practice_run,True,replay:527:greenhouse_heat_loop
528,27,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day27,Ari->Nia:survey_piers,Nia->Ari:planks:0.62,planks:dusk_signal_court,not_ready,True,replay:528:flood_bridge_market_route
529,27,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day27,Nia->Fay:weather_copy,Milo->Fay:thread:0.86,thread:archive_public_kiosk,practice_run,True,replay:529:archive_public_kiosk
530,27,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day27,Milo->Ari:stake_posts,Ari->Milo:oil:0.25,oil:none,not_ready,True,replay:530:dusk_signal_court
531,27,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day27,Fay->Fay:plant_bed,Fay->Nia:water:1.12,water:greenhouse_heat_loop,practice_run,True,replay:531:greenhouse_heat_loop
532,27,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day27,Ari->Nia:survey_piers,Nia->Ari:planks:0.62,planks:none,not_ready,True,replay:532:flood_bridge_market_route
533,27,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day27,Nia->Fay:weather_copy,Milo->Fay:thread:1.00,thread:archive_public_kiosk,practice_run,True,replay:533:archive_public_kiosk
534,27,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day27,Milo->Ari:stake_posts,Fay->Ari:oil:0.56,oil:dusk_signal_court,not_ready,True,replay:534:dusk_signal_court
535,27,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day27,Fay->Fay:plant_bed,Fay->Nia:water:1.23,water:greenhouse_heat_loop,practice_run,True,replay:535:greenhouse_heat_loop
536,27,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day27,Ari->Nia:survey_piers,Nia->Milo:planks:0.85,planks:flood_bridge_market_route,not_ready,True,replay:536:flood_bridge_market_route
537,27,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day27,Nia->Fay:weather_copy,Fay->Nia:thread:0.23,thread:none,practice_run,True,replay:537:archive_public_kiosk
538,27,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day27,Milo->Ari:stake_posts,Fay->Ari:oil:0.67,oil:dusk_signal_court,not_ready,True,replay:538:dusk_signal_court
539,27,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day27,Fay->Fay:plant_bed,Milo->Fay:water:0.28,water:none,practice_run,True,replay:539:greenhouse_heat_loop
540,28,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day28,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:540:flood_bridge_market_route
541,28,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day28,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:dusk_signal_court,practice_run,True,replay:541:archive_public_kiosk
542,28,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day28,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:542:dusk_signal_court
543,28,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day28,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:flood_bridge_market_route,carried_into_later_routine,True,replay:543:greenhouse_heat_loop
544,28,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day28,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:544:flood_bridge_market_route
545,28,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day28,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:545:archive_public_kiosk
546,28,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day28,Milo->Milo:string_wire,Milo->Fay:wire:0.42,wire:dusk_signal_court,not_ready,True,replay:546:dusk_signal_court
547,28,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day28,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,carried_into_later_routine,True,replay:547:greenhouse_heat_loop
548,28,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day28,Ari->Ari:cut_planks,Ari->Nia:resin:0.33,resin:flood_bridge_market_route,not_ready,True,replay:548:flood_bridge_market_route
549,28,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day28,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:549:archive_public_kiosk
550,28,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day28,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:550:dusk_signal_court
551,28,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day28,Fay->Nia:index_care,Nia->Fay:compost:0.56,compost:none,carried_into_later_routine,True,replay:551:greenhouse_heat_loop
552,28,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day28,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:552:flood_bridge_market_route
553,28,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day28,Nia->Milo:lamp_mount,Nia->Milo:glass:0.41,glass:archive_public_kiosk,practice_run,True,replay:553:archive_public_kiosk
554,28,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day28,Milo->Milo:string_wire,Nia->Milo:wire:0.20,wire:none,not_ready,True,replay:554:dusk_signal_court
555,28,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day28,Fay->Nia:index_care,Nia->Ari:compost:0.42,compost:greenhouse_heat_loop,carried_into_later_routine,True,replay:555:greenhouse_heat_loop
556,28,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day28,Ari->Ari:cut_planks,Fay->Ari:resin:0.06,resin:none,not_ready,True,replay:556:flood_bridge_market_route
557,28,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day28,Nia->Milo:lamp_mount,Milo->Nia:glass:0.68,glass:none,practice_run,True,replay:557:archive_public_kiosk
558,28,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day28,Milo->Milo:string_wire,Milo->Fay:wire:0.56,wire:dusk_signal_court,practice_run,True,replay:558:dusk_signal_court
