tick_id,day,agent,route_id,public_memory_key,remembered_branch,remembered_import_export,remembered_simultaneous_task,remembered_dialogue,remembered_recovery,private_workspace_sealed,replay_pointer
452,31,Nia,archive_signal,v31:Nia:archive_signal:day31,stone kiosk path,imports:16 rev:17,tasks:27 debt:0.00,turn:10 kind:none,0.94,True,replay:452:archive_signal
453,31,Milo,signal_orchard,v31:Milo:signal_orchard:day31,river lantern loop,imports:18 rev:19,tasks:28 debt:0.00,turn:7 kind:thanks,0.94,True,replay:453:signal_orchard
454,31,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day31,market plank route,imports:19 rev:20,tasks:25 debt:0.00,turn:11 kind:none,0.93,True,replay:454:orchard_riverbend
455,31,Juno,central_repair_ring,v31:Juno:central_repair_ring:day31,outer bell path,imports:17 rev:18,tasks:27 debt:0.02,turn:6 kind:none,0.94,True,replay:455:central_repair_ring
456,31,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day31,orchard ridge detour,imports:18 rev:19,tasks:25 debt:0.00,turn:9 kind:none,0.94,True,replay:456:riverbend_roofward
457,31,Fay,roofward_archive,v31:Fay:roofward_archive:day31,cool archive lane,imports:18 rev:19,tasks:26 debt:0.00,turn:8 kind:none,0.93,True,replay:457:roofward_archive
458,31,Nia,archive_signal,v31:Nia:archive_signal:day31,stone kiosk path,imports:16 rev:17,tasks:27 debt:0.00,turn:10 kind:none,0.93,True,replay:458:archive_signal
459,31,Milo,signal_orchard,v31:Milo:signal_orchard:day31,river lantern loop,imports:19 rev:20,tasks:28 debt:0.00,turn:7 kind:none,0.94,True,replay:459:signal_orchard
460,31,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day31,market plank route,imports:19 rev:20,tasks:26 debt:0.00,turn:11 kind:none,0.94,True,replay:460:orchard_riverbend
461,31,Juno,central_repair_ring,v31:Juno:central_repair_ring:day31,outer bell path,imports:17 rev:18,tasks:27 debt:0.02,turn:7 kind:planning_followup,0.94,True,replay:461:central_repair_ring
462,31,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day31,orchard ridge detour,imports:19 rev:20,tasks:25 debt:0.00,turn:9 kind:none,0.94,True,replay:462:riverbend_roofward
463,31,Fay,roofward_archive,v31:Fay:roofward_archive:day31,cool archive lane,imports:18 rev:19,tasks:27 debt:0.00,turn:8 kind:none,0.94,True,replay:463:roofward_archive
464,31,Nia,archive_signal,v31:Nia:archive_signal:day31,stone kiosk path,imports:17 rev:18,tasks:27 debt:0.00,turn:10 kind:none,0.94,True,replay:464:archive_signal
465,32,Milo,signal_orchard,v31:Milo:signal_orchard:day32,river lantern loop,imports:19 rev:20,tasks:28 debt:0.00,turn:7 kind:none,0.94,True,replay:465:signal_orchard
466,32,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day32,market plank route,imports:20 rev:21,tasks:26 debt:0.00,turn:11 kind:none,0.94,True,replay:466:orchard_riverbend
467,32,Juno,central_repair_ring,v31:Juno:central_repair_ring:day32,outer bell path,imports:17 rev:18,tasks:28 debt:0.01,turn:7 kind:none,0.94,True,replay:467:central_repair_ring
468,32,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day32,orchard ridge detour,imports:19 rev:20,tasks:26 debt:0.02,turn:10 kind:planning_followup,0.94,True,replay:468:riverbend_roofward
469,32,Fay,roofward_archive,v31:Fay:roofward_archive:day32,cool archive lane,imports:19 rev:20,tasks:27 debt:0.00,turn:8 kind:none,0.94,True,replay:469:roofward_archive
470,32,Nia,archive_signal,v31:Nia:archive_signal:day32,stone kiosk path,imports:17 rev:18,tasks:28 debt:0.00,turn:10 kind:none,0.94,True,replay:470:archive_signal
471,32,Milo,signal_orchard,v31:Milo:signal_orchard:day32,river lantern loop,imports:19 rev:20,tasks:28 debt:0.00,turn:7 kind:none,0.93,True,replay:471:signal_orchard
472,32,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day32,market plank route,imports:20 rev:21,tasks:26 debt:0.00,turn:11 kind:none,0.94,True,replay:472:orchard_riverbend
473,32,Juno,central_repair_ring,v31:Juno:central_repair_ring:day32,outer bell path,imports:17 rev:18,tasks:28 debt:0.01,turn:7 kind:none,0.93,True,replay:473:central_repair_ring
474,32,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day32,orchard ridge detour,imports:20 rev:21,tasks:27 debt:0.04,turn:10 kind:none,0.94,True,replay:474:riverbend_roofward
475,32,Fay,roofward_archive,v31:Fay:roofward_archive:day32,cool archive lane,imports:19 rev:20,tasks:28 debt:0.00,turn:8 kind:none,0.94,True,replay:475:roofward_archive
476,32,Nia,archive_signal,v31:Nia:archive_signal:day32,stone kiosk path,imports:17 rev:18,tasks:28 debt:0.00,turn:11 kind:planning_followup,0.94,True,replay:476:archive_signal
477,32,Milo,signal_orchard,v31:Milo:signal_orchard:day32,river lantern loop,imports:19 rev:20,tasks:28 debt:0.00,turn:7 kind:none,0.93,True,replay:477:signal_orchard
478,32,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day32,market plank route,imports:20 rev:21,tasks:27 debt:0.00,turn:11 kind:none,0.94,True,replay:478:orchard_riverbend
479,32,Juno,central_repair_ring,v31:Juno:central_repair_ring:day32,outer bell path,imports:18 rev:19,tasks:28 debt:0.01,turn:7 kind:none,0.94,True,replay:479:central_repair_ring
480,33,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day33,river ford,imports:20 rev:21,tasks:27 debt:0.04,turn:10 kind:none,0.94,True,replay:480:riverbend_roofward
481,33,Fay,roofward_archive,v31:Fay:roofward_archive:day33,cool archive lane,imports:20 rev:21,tasks:29 debt:0.00,turn:8 kind:none,0.94,True,replay:481:roofward_archive
482,33,Nia,archive_signal,v31:Nia:archive_signal:day33,stone kiosk path,imports:17 rev:18,tasks:29 debt:0.00,turn:11 kind:none,0.94,True,replay:482:archive_signal
483,33,Milo,signal_orchard,v31:Milo:signal_orchard:day33,river lantern loop,imports:19 rev:20,tasks:28 debt:0.00,turn:8 kind:thanks,0.94,True,replay:483:signal_orchard
484,33,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day33,market plank route,imports:20 rev:21,tasks:27 debt:0.00,turn:11 kind:none,0.93,True,replay:484:orchard_riverbend
485,33,Juno,central_repair_ring,v31:Juno:central_repair_ring:day33,outer bell path,imports:18 rev:19,tasks:29 debt:0.00,turn:7 kind:none,0.94,True,replay:485:central_repair_ring
486,33,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day33,river ford,imports:20 rev:21,tasks:27 debt:0.04,turn:10 kind:none,0.93,True,replay:486:riverbend_roofward
487,33,Fay,roofward_archive,v31:Fay:roofward_archive:day33,cool archive lane,imports:20 rev:21,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:487:roofward_archive
488,33,Nia,archive_signal,v31:Nia:archive_signal:day33,stone kiosk path,imports:17 rev:18,tasks:29 debt:0.00,turn:11 kind:none,0.94,True,replay:488:archive_signal
489,33,Milo,signal_orchard,v31:Milo:signal_orchard:day33,river lantern loop,imports:20 rev:21,tasks:28 debt:0.00,turn:8 kind:none,0.94,True,replay:489:signal_orchard
490,33,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day33,market plank route,imports:20 rev:21,tasks:28 debt:0.00,turn:11 kind:none,0.94,True,replay:490:orchard_riverbend
491,33,Juno,central_repair_ring,v31:Juno:central_repair_ring:day33,outer bell path,imports:18 rev:19,tasks:29 debt:0.00,turn:8 kind:planning_followup,0.94,True,replay:491:central_repair_ring
492,33,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day33,river ford,imports:20 rev:21,tasks:27 debt:0.04,turn:10 kind:none,0.93,True,replay:492:riverbend_roofward
493,33,Fay,roofward_archive,v31:Fay:roofward_archive:day33,cool archive lane,imports:20 rev:21,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:493:roofward_archive
494,33,Nia,archive_signal,v31:Nia:archive_signal:day33,stone kiosk path,imports:18 rev:19,tasks:29 debt:0.00,turn:11 kind:none,0.94,True,replay:494:archive_signal
495,34,Milo,signal_orchard,v31:Milo:signal_orchard:day34,river lantern loop,imports:20 rev:21,tasks:28 debt:0.00,turn:8 kind:none,0.94,True,replay:495:signal_orchard
496,34,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day34,market plank route,imports:20 rev:21,tasks:28 debt:0.00,turn:11 kind:none,0.93,True,replay:496:orchard_riverbend
497,34,Juno,central_repair_ring,v31:Juno:central_repair_ring:day34,outer bell path,imports:18 rev:19,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:497:central_repair_ring
498,34,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day34,river ford,imports:20 rev:21,tasks:27 debt:0.04,turn:11 kind:thanks,0.94,True,replay:498:riverbend_roofward
499,34,Fay,roofward_archive,v31:Fay:roofward_archive:day34,cool archive lane,imports:20 rev:21,tasks:30 debt:0.00,turn:8 kind:none,0.93,True,replay:499:roofward_archive
500,34,Nia,archive_signal,v31:Nia:archive_signal:day34,stone kiosk path,imports:18 rev:19,tasks:30 debt:0.00,turn:11 kind:none,0.94,True,replay:500:archive_signal
501,34,Milo,signal_orchard,v31:Milo:signal_orchard:day34,river lantern loop,imports:20 rev:21,tasks:28 debt:0.00,turn:8 kind:none,0.94,True,replay:501:signal_orchard
502,34,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day34,market plank route,imports:20 rev:21,tasks:28 debt:0.00,turn:11 kind:none,0.93,True,replay:502:orchard_riverbend
503,34,Juno,central_repair_ring,v31:Juno:central_repair_ring:day34,outer bell path,imports:18 rev:19,tasks:30 debt:0.00,turn:8 kind:none,0.93,True,replay:503:central_repair_ring
504,34,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day34,river ford,imports:21 rev:22,tasks:27 debt:0.04,turn:11 kind:none,0.94,True,replay:504:riverbend_roofward
505,34,Fay,roofward_archive,v31:Fay:roofward_archive:day34,cool archive lane,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:505:roofward_archive
506,34,Nia,archive_signal,v31:Nia:archive_signal:day34,stone kiosk path,imports:18 rev:19,tasks:31 debt:0.00,turn:12 kind:planning_followup,0.94,True,replay:506:archive_signal
507,34,Milo,signal_orchard,v31:Milo:signal_orchard:day34,river lantern loop,imports:20 rev:21,tasks:28 debt:0.00,turn:8 kind:none,0.94,True,replay:507:signal_orchard
508,34,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day34,market plank route,imports:20 rev:21,tasks:29 debt:0.00,turn:11 kind:none,0.94,True,replay:508:orchard_riverbend
509,34,Juno,central_repair_ring,v31:Juno:central_repair_ring:day34,outer bell path,imports:19 rev:20,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:509:central_repair_ring
510,35,Fay,roofward_archive,v31:Fay:roofward_archive:day35,cool archive lane,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:510:roofward_archive
511,35,Nia,archive_signal,v31:Nia:archive_signal:day35,stone kiosk path,imports:19 rev:20,tasks:31 debt:0.00,turn:12 kind:none,0.94,True,replay:511:archive_signal
512,35,Milo,signal_orchard,v31:Milo:signal_orchard:day35,river lantern loop,imports:20 rev:21,tasks:29 debt:0.00,turn:8 kind:none,0.94,True,replay:512:signal_orchard
513,35,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day35,market plank route,imports:20 rev:21,tasks:29 debt:0.00,turn:12 kind:planning_followup,0.94,True,replay:513:orchard_riverbend
514,35,Juno,central_repair_ring,v31:Juno:central_repair_ring:day35,outer bell path,imports:19 rev:20,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:514:central_repair_ring
515,35,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day35,river ford,imports:21 rev:22,tasks:28 debt:0.02,turn:11 kind:none,0.94,True,replay:515:riverbend_roofward
516,35,Fay,roofward_archive,v31:Fay:roofward_archive:day35,cool archive lane,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:516:roofward_archive
517,35,Nia,archive_signal,v31:Nia:archive_signal:day35,stone kiosk path,imports:19 rev:20,tasks:31 debt:0.00,turn:12 kind:none,0.94,True,replay:517:archive_signal
518,35,Milo,signal_orchard,v31:Milo:signal_orchard:day35,river lantern loop,imports:21 rev:22,tasks:30 debt:0.00,turn:8 kind:none,0.94,True,replay:518:signal_orchard
519,35,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day35,market plank route,imports:21 rev:22,tasks:29 debt:0.00,turn:12 kind:none,0.94,True,replay:519:orchard_riverbend
520,35,Juno,central_repair_ring,v31:Juno:central_repair_ring:day35,outer bell path,imports:19 rev:20,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:520:central_repair_ring
521,35,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day35,river ford,imports:21 rev:22,tasks:28 debt:0.02,turn:12 kind:planning_followup,0.94,True,replay:521:riverbend_roofward
522,35,Fay,roofward_archive,v31:Fay:roofward_archive:day35,cool archive lane,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:522:roofward_archive
523,35,Nia,archive_signal,v31:Nia:archive_signal:day35,stone kiosk path,imports:19 rev:20,tasks:32 debt:0.00,turn:12 kind:none,0.94,True,replay:523:archive_signal
524,35,Milo,signal_orchard,v31:Milo:signal_orchard:day35,river lantern loop,imports:22 rev:23,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:524:signal_orchard
525,36,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day36,market plank route,imports:22 rev:23,tasks:30 debt:0.00,turn:12 kind:none,0.94,True,replay:525:orchard_riverbend
526,36,Juno,central_repair_ring,v31:Juno:central_repair_ring:day36,outer bell path,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:526:central_repair_ring
527,36,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day36,river ford,imports:21 rev:22,tasks:28 debt:0.02,turn:12 kind:none,0.94,True,replay:527:riverbend_roofward
528,36,Fay,roofward_archive,v31:Fay:roofward_archive:day36,cool archive lane,imports:20 rev:21,tasks:31 debt:0.00,turn:9 kind:planning_followup,0.94,True,replay:528:roofward_archive
529,36,Nia,archive_signal,v31:Nia:archive_signal:day36,paper lane,imports:19 rev:20,tasks:32 debt:0.00,turn:12 kind:none,0.94,True,replay:529:archive_signal
530,36,Milo,signal_orchard,v31:Milo:signal_orchard:day36,river lantern loop,imports:22 rev:23,tasks:32 debt:0.00,turn:8 kind:none,0.94,True,replay:530:signal_orchard
531,36,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day36,market plank route,imports:22 rev:23,tasks:31 debt:0.00,turn:12 kind:none,0.94,True,replay:531:orchard_riverbend
532,36,Juno,central_repair_ring,v31:Juno:central_repair_ring:day36,outer bell path,imports:20 rev:21,tasks:31 debt:0.00,turn:8 kind:none,0.94,True,replay:532:central_repair_ring
533,36,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day36,river ford,imports:21 rev:22,tasks:28 debt:0.02,turn:12 kind:none,0.94,True,replay:533:riverbend_roofward
534,36,Fay,roofward_archive,v31:Fay:roofward_archive:day36,cool archive lane,imports:21 rev:22,tasks:31 debt:0.00,turn:9 kind:none,0.94,True,replay:534:roofward_archive
535,36,Nia,archive_signal,v31:Nia:archive_signal:day36,paper lane,imports:19 rev:20,tasks:33 debt:0.00,turn:12 kind:none,0.94,True,replay:535:archive_signal
536,36,Milo,signal_orchard,v31:Milo:signal_orchard:day36,river lantern loop,imports:22 rev:23,tasks:32 debt:0.00,turn:9 kind:planning_followup,0.94,True,replay:536:signal_orchard
537,36,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day36,market plank route,imports:22 rev:23,tasks:32 debt:0.00,turn:12 kind:none,0.94,True,replay:537:orchard_riverbend
538,36,Juno,central_repair_ring,v31:Juno:central_repair_ring:day36,outer bell path,imports:20 rev:21,tasks:32 debt:0.00,turn:8 kind:none,0.94,True,replay:538:central_repair_ring
539,36,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day36,river ford,imports:22 rev:23,tasks:28 debt:0.02,turn:12 kind:none,0.94,True,replay:539:riverbend_roofward
540,37,Fay,roofward_archive,v31:Fay:roofward_archive:day37,cool archive lane,imports:21 rev:22,tasks:31 debt:0.00,turn:9 kind:none,0.94,True,replay:540:roofward_archive
541,37,Nia,archive_signal,v31:Nia:archive_signal:day37,paper lane,imports:20 rev:21,tasks:33 debt:0.00,turn:12 kind:none,0.94,True,replay:541:archive_signal
542,37,Milo,signal_orchard,v31:Milo:signal_orchard:day37,river lantern loop,imports:22 rev:23,tasks:33 debt:0.00,turn:9 kind:none,0.94,True,replay:542:signal_orchard
543,37,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day37,fen track,imports:22 rev:23,tasks:32 debt:0.00,turn:13 kind:planning_followup,0.94,True,replay:543:orchard_riverbend
544,37,Juno,central_repair_ring,v31:Juno:central_repair_ring:day37,outer bell path,imports:20 rev:21,tasks:32 debt:0.00,turn:8 kind:none,0.93,True,replay:544:central_repair_ring
545,37,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day37,river ford,imports:22 rev:23,tasks:29 debt:0.01,turn:12 kind:none,0.94,True,replay:545:riverbend_roofward
546,37,Fay,roofward_archive,v31:Fay:roofward_archive:day37,cool archive lane,imports:21 rev:22,tasks:31 debt:0.00,turn:9 kind:none,0.94,True,replay:546:roofward_archive
547,37,Nia,archive_signal,v31:Nia:archive_signal:day37,paper lane,imports:20 rev:21,tasks:33 debt:0.00,turn:12 kind:none,0.93,True,replay:547:archive_signal
548,37,Milo,signal_orchard,v31:Milo:signal_orchard:day37,river lantern loop,imports:22 rev:23,tasks:33 debt:0.00,turn:9 kind:none,0.94,True,replay:548:signal_orchard
549,37,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day37,fen track,imports:23 rev:24,tasks:32 debt:0.00,turn:13 kind:none,0.94,True,replay:549:orchard_riverbend
550,37,Juno,central_repair_ring,v31:Juno:central_repair_ring:day37,outer bell path,imports:20 rev:21,tasks:33 debt:0.00,turn:8 kind:none,0.94,True,replay:550:central_repair_ring
551,37,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day37,river ford,imports:22 rev:23,tasks:29 debt:0.01,turn:13 kind:planning_followup,0.94,True,replay:551:riverbend_roofward
552,37,Fay,roofward_archive,v31:Fay:roofward_archive:day37,cool archive lane,imports:21 rev:22,tasks:31 debt:0.00,turn:9 kind:none,0.94,True,replay:552:roofward_archive
553,37,Nia,archive_signal,v31:Nia:archive_signal:day37,paper lane,imports:20 rev:21,tasks:34 debt:0.00,turn:12 kind:none,0.94,True,replay:553:archive_signal
554,37,Milo,signal_orchard,v31:Milo:signal_orchard:day37,river lantern loop,imports:23 rev:24,tasks:33 debt:0.00,turn:9 kind:none,0.94,True,replay:554:signal_orchard
555,38,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day38,market plank route,imports:23 rev:24,tasks:32 debt:0.00,turn:13 kind:none,0.94,True,replay:555:orchard_riverbend
556,38,Juno,central_repair_ring,v31:Juno:central_repair_ring:day38,inner repair yard,imports:21 rev:22,tasks:33 debt:0.00,turn:8 kind:none,0.94,True,replay:556:central_repair_ring
557,38,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day38,river ford,imports:22 rev:23,tasks:30 debt:0.00,turn:13 kind:none,0.94,True,replay:557:riverbend_roofward
558,38,Fay,roofward_archive,v31:Fay:roofward_archive:day38,cool archive lane,imports:21 rev:22,tasks:31 debt:0.00,turn:10 kind:thanks,0.94,True,replay:558:roofward_archive
559,38,Nia,archive_signal,v31:Nia:archive_signal:day38,paper lane,imports:20 rev:21,tasks:34 debt:0.00,turn:12 kind:none,0.94,True,replay:559:archive_signal
560,38,Milo,signal_orchard,v31:Milo:signal_orchard:day38,river lantern loop,imports:23 rev:24,tasks:34 debt:0.00,turn:9 kind:none,0.94,True,replay:560:signal_orchard
561,38,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day38,market plank route,imports:23 rev:24,tasks:32 debt:0.00,turn:13 kind:none,0.94,True,replay:561:orchard_riverbend
562,38,Juno,central_repair_ring,v31:Juno:central_repair_ring:day38,outer bell path,imports:21 rev:22,tasks:33 debt:0.00,turn:8 kind:none,0.94,True,replay:562:central_repair_ring
563,38,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day38,river ford,imports:22 rev:23,tasks:30 debt:0.00,turn:13 kind:none,0.93,True,replay:563:riverbend_roofward
564,38,Fay,roofward_archive,v31:Fay:roofward_archive:day38,cool archive lane,imports:22 rev:23,tasks:31 debt:0.00,turn:10 kind:none,0.94,True,replay:564:roofward_archive
565,38,Nia,archive_signal,v31:Nia:archive_signal:day38,paper lane,imports:20 rev:21,tasks:35 debt:0.00,turn:12 kind:none,0.94,True,replay:565:archive_signal
566,38,Milo,signal_orchard,v31:Milo:signal_orchard:day38,river lantern loop,imports:23 rev:24,tasks:34 debt:0.00,turn:10 kind:planning_followup,0.94,True,replay:566:signal_orchard
567,38,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day38,market plank route,imports:24 rev:25,tasks:32 debt:0.00,turn:13 kind:none,0.94,True,replay:567:orchard_riverbend
568,38,Juno,central_repair_ring,v31:Juno:central_repair_ring:day38,outer bell path,imports:21 rev:22,tasks:34 debt:0.00,turn:8 kind:none,0.94,True,replay:568:central_repair_ring
569,38,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day38,river ford,imports:23 rev:24,tasks:30 debt:0.00,turn:13 kind:none,0.94,True,replay:569:riverbend_roofward
570,39,Fay,roofward_archive,v31:Fay:roofward_archive:day39,cool archive lane,imports:22 rev:23,tasks:31 debt:0.00,turn:10 kind:none,0.94,True,replay:570:roofward_archive
571,39,Nia,archive_signal,v31:Nia:archive_signal:day39,paper lane,imports:21 rev:22,tasks:35 debt:0.00,turn:12 kind:none,0.94,True,replay:571:archive_signal
572,39,Milo,signal_orchard,v31:Milo:signal_orchard:day39,river lantern loop,imports:23 rev:24,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:572:signal_orchard
573,39,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day39,market plank route,imports:24 rev:25,tasks:32 debt:0.00,turn:14 kind:planning_followup,0.94,True,replay:573:orchard_riverbend
574,39,Juno,central_repair_ring,v31:Juno:central_repair_ring:day39,outer bell path,imports:22 rev:23,tasks:34 debt:0.00,turn:8 kind:none,0.94,True,replay:574:central_repair_ring
575,39,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day39,river ford,imports:23 rev:24,tasks:31 debt:0.00,turn:13 kind:none,0.94,True,replay:575:riverbend_roofward
576,39,Fay,roofward_archive,v31:Fay:roofward_archive:day39,cool archive lane,imports:22 rev:23,tasks:31 debt:0.00,turn:10 kind:none,0.93,True,replay:576:roofward_archive
577,39,Nia,archive_signal,v31:Nia:archive_signal:day39,paper lane,imports:21 rev:22,tasks:35 debt:0.00,turn:12 kind:none,0.94,True,replay:577:archive_signal
578,39,Milo,signal_orchard,v31:Milo:signal_orchard:day39,river lantern loop,imports:23 rev:24,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:578:signal_orchard
579,39,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day39,market plank route,imports:25 rev:26,tasks:32 debt:0.00,turn:14 kind:none,0.94,True,replay:579:orchard_riverbend
580,39,Juno,central_repair_ring,v31:Juno:central_repair_ring:day39,outer bell path,imports:22 rev:23,tasks:35 debt:0.00,turn:8 kind:none,0.94,True,replay:580:central_repair_ring
581,39,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day39,river ford,imports:23 rev:24,tasks:31 debt:0.00,turn:14 kind:planning_followup,0.94,True,replay:581:riverbend_roofward
582,39,Fay,roofward_archive,v31:Fay:roofward_archive:day39,cool archive lane,imports:22 rev:23,tasks:31 debt:0.00,turn:10 kind:none,0.93,True,replay:582:roofward_archive
583,39,Nia,archive_signal,v31:Nia:archive_signal:day39,paper lane,imports:21 rev:22,tasks:36 debt:0.00,turn:12 kind:none,0.94,True,replay:583:archive_signal
584,39,Milo,signal_orchard,v31:Milo:signal_orchard:day39,river lantern loop,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:584:signal_orchard
585,40,Juno,central_repair_ring,v31:Juno:central_repair_ring:day40,inner repair yard,imports:22 rev:23,tasks:35 debt:0.00,turn:8 kind:none,0.94,True,replay:585:central_repair_ring
586,40,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day40,river ford,imports:24 rev:25,tasks:32 debt:0.00,turn:14 kind:none,0.94,True,replay:586:riverbend_roofward
587,40,Fay,roofward_archive,v31:Fay:roofward_archive:day40,cool archive lane,imports:22 rev:23,tasks:32 debt:0.00,turn:10 kind:none,0.94,True,replay:587:roofward_archive
588,40,Nia,archive_signal,v31:Nia:archive_signal:day40,paper lane,imports:21 rev:22,tasks:36 debt:0.00,turn:13 kind:planning_followup,0.94,True,replay:588:archive_signal
589,40,Milo,signal_orchard,v31:Milo:signal_orchard:day40,river lantern loop,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.93,True,replay:589:signal_orchard
590,40,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day40,market plank route,imports:25 rev:26,tasks:33 debt:0.00,turn:14 kind:none,0.94,True,replay:590:orchard_riverbend
591,40,Juno,central_repair_ring,v31:Juno:central_repair_ring:day40,inner repair yard,imports:22 rev:23,tasks:35 debt:0.00,turn:8 kind:none,0.93,True,replay:591:central_repair_ring
592,40,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day40,river ford,imports:24 rev:25,tasks:33 debt:0.00,turn:14 kind:none,0.94,True,replay:592:riverbend_roofward
593,40,Fay,roofward_archive,v31:Fay:roofward_archive:day40,cool archive lane,imports:22 rev:23,tasks:32 debt:0.00,turn:10 kind:none,0.94,True,replay:593:roofward_archive
594,40,Nia,archive_signal,v31:Nia:archive_signal:day40,paper lane,imports:22 rev:23,tasks:36 debt:0.00,turn:13 kind:none,0.94,True,replay:594:archive_signal
595,40,Milo,signal_orchard,v31:Milo:signal_orchard:day40,river lantern loop,imports:24 rev:25,tasks:35 debt:0.00,turn:10 kind:none,0.93,True,replay:595:signal_orchard
596,40,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day40,market plank route,imports:25 rev:26,tasks:33 debt:0.00,turn:15 kind:planning_followup,0.94,True,replay:596:orchard_riverbend
597,40,Juno,central_repair_ring,v31:Juno:central_repair_ring:day40,inner repair yard,imports:22 rev:23,tasks:35 debt:0.00,turn:8 kind:none,0.93,True,replay:597:central_repair_ring
598,40,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day40,river ford,imports:24 rev:25,tasks:34 debt:0.00,turn:14 kind:none,0.94,True,replay:598:riverbend_roofward
599,40,Fay,roofward_archive,v31:Fay:roofward_archive:day40,cool archive lane,imports:23 rev:24,tasks:32 debt:0.00,turn:10 kind:none,0.94,True,replay:599:roofward_archive
600,41,Nia,archive_signal,v31:Nia:archive_signal:day41,stone kiosk path,imports:22 rev:23,tasks:36 debt:0.00,turn:13 kind:none,0.94,True,replay:600:archive_signal
601,41,Milo,signal_orchard,v31:Milo:signal_orchard:day41,river lantern loop,imports:25 rev:26,tasks:35 debt:0.00,turn:10 kind:none,0.94,True,replay:601:signal_orchard
602,41,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day41,market plank route,imports:25 rev:26,tasks:34 debt:0.00,turn:15 kind:none,0.94,True,replay:602:orchard_riverbend
