tick_id,day,tick,caravan_id,route_id,source,destination,position,speed,cargo,cargo_amount,fatigue,blocked,arrived,visible_marker
628,45,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.035483,0.095523,seeds,1.8,0.840728,False,False,moving
629,45,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.360617,0.09408,wire,1.2,0.92,False,False,moving
630,46,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.115937,0.097202,planks,1.35,0.885064,False,False,moving
631,46,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.577094,0.09408,herbs,1.5,0.92,False,False,moving
632,46,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.967928,0.095665,paper,1.65,0.92,False,False,moving
633,46,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.727153,0.09288,oil,1.8,0.92,False,False,moving
634,46,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.052632,0.094148,seeds,1.2,0.851992,False,False,moving
635,46,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.388861,0.09648,wire,1.35,0.92,False,False,moving
636,46,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.138755,0.095839,planks,1.35,0.895608,False,False,moving
637,46,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.598241,0.09288,herbs,1.5,0.92,False,False,moving
638,46,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.987192,0.092465,paper,1.65,0.92,False,False,moving
639,46,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.742273,0.09408,oil,1.8,0.92,False,False,moving
640,46,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.070623,0.098768,seeds,1.2,0.861816,False,False,moving
641,46,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.416753,0.09528,wire,1.35,0.92,False,False,moving
642,46,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.138755,0.0,planks,1.35,0.913608,True,False,blocked
643,46,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.625375,0.09768,herbs,1.5,0.92,False,False,moving
644,47,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.0,0.091265,paper,1.8,0.82,False,True,arrived
645,47,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.75778,0.09648,oil,1.2,0.92,False,False,moving
646,47,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.087929,0.095011,seeds,1.35,0.87272,False,False,moving
647,47,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.444645,0.09528,wire,1.5,0.92,False,False,moving
648,47,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.16149,0.095485,planks,1.5,0.92,False,False,moving
649,47,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.651508,0.09408,herbs,1.65,0.92,False,False,moving
650,47,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.020683,0.09928,paper,1.8,0.829824,False,False,moving
651,47,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.773093,0.09528,oil,1.2,0.92,False,False,moving
652,47,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.104548,0.091236,seeds,1.35,0.884704,False,False,moving
653,47,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.472889,0.09648,wire,1.5,0.92,False,False,moving
654,47,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.184176,0.09528,planks,1.5,0.92,False,False,moving
655,47,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.677308,0.09288,herbs,1.65,0.92,False,False,moving
656,47,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.036995,0.095523,paper,1.8,0.840728,False,False,moving
657,47,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.788213,0.09408,oil,1.2,0.92,False,False,moving
658,48,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.122006,0.095845,seeds,1.5,0.895248,False,False,moving
659,48,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.500079,0.09288,wire,1.65,0.92,False,False,moving
660,48,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.207433,0.09768,planks,1.65,0.92,False,False,moving
661,48,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.703108,0.09288,herbs,1.8,0.92,False,False,moving
662,48,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.053073,0.094148,paper,1.2,0.851992,False,False,moving
663,48,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.807131,0.09648,oil,1.35,0.92,False,False,moving
664,48,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.139214,0.094476,seeds,1.5,0.906152,False,False,moving
665,48,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.534964,0.09768,wire,1.65,0.92,False,False,moving
666,48,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.229833,0.09408,planks,1.65,0.92,False,False,moving
667,48,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.729241,0.09408,herbs,1.8,0.92,False,False,moving
668,48,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.069939,0.098768,paper,1.2,0.861816,False,False,moving
669,48,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.825813,0.09528,oil,1.35,0.92,False,False,moving
670,48,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.155736,0.090702,seeds,1.5,0.918136,False,False,moving
671,48,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.569421,0.09648,wire,1.65,0.92,False,False,moving
672,49,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.756375,0.09768,herbs,1.2,0.92,False,False,moving
673,49,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.086368,0.096211,paper,1.35,0.87236,False,False,moving
674,49,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.844025,0.09288,oil,1.5,0.92,False,False,moving
675,49,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.172878,0.09411,seeds,1.65,0.92,False,False,moving
676,49,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.603021,0.09408,wire,1.8,0.92,False,False,moving
677,49,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.251947,0.09288,planks,1.8,0.92,False,False,moving
678,49,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.783175,0.09648,herbs,1.2,0.92,False,False,moving
679,49,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.102564,0.094842,paper,1.35,0.883264,False,False,moving
680,49,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.862708,0.09528,oil,1.5,0.92,False,False,moving
681,49,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.190233,0.09528,seeds,1.65,0.92,False,False,moving
682,49,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.636193,0.09288,wire,1.8,0.92,False,False,moving
683,49,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.275204,0.09768,planks,1.8,0.92,False,False,moving
684,49,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.808975,0.09288,herbs,1.2,0.92,False,False,moving
685,49,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.118525,0.093468,paper,1.35,0.894528,False,False,moving
686,50,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.877828,0.09408,oil,1.65,0.92,False,False,moving
687,50,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.208025,0.09768,seeds,1.8,0.92,False,False,moving
688,50,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.670221,0.09528,wire,1.2,0.92,False,False,moving
689,50,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.275204,0.0,planks,1.2,0.92,True,False,blocked
690,50,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.836108,0.09768,herbs,1.35,0.92,False,False,moving
691,50,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.134865,0.095688,paper,1.5,0.905072,False,False,moving
692,50,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.892756,0.09288,oil,1.65,0.92,False,False,moving
693,50,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.229465,0.09648,seeds,1.8,0.92,False,False,moving
694,50,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.69706,0.09168,wire,1.2,0.92,False,False,moving
695,50,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.29667,0.090155,planks,1.2,0.92,False,False,moving
696,50,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.862908,0.09648,herbs,1.35,0.92,False,False,moving
697,50,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.150971,0.094319,paper,1.5,0.915976,False,False,moving
698,50,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.908069,0.09528,oil,1.65,0.92,False,False,moving
699,50,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.250639,0.09528,seeds,1.8,0.92,False,False,moving
700,51,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.731517,0.09648,wire,1.35,0.92,False,False,moving
701,51,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.319355,0.09528,planks,1.35,0.92,False,False,moving
702,51,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.888708,0.09288,herbs,1.5,0.92,False,False,moving
703,51,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.167048,0.094144,paper,1.65,0.92,False,False,moving
704,51,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.926516,0.09408,oil,1.8,0.92,False,False,moving
705,51,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.272345,0.09768,seeds,1.2,0.92,False,False,moving
706,51,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.765545,0.09528,wire,1.35,0.92,False,False,moving
707,51,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.337716,0.09408,planks,1.35,0.92,False,False,moving
708,51,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.915175,0.09528,herbs,1.5,0.92,False,False,moving
709,51,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.183318,0.09528,paper,1.65,0.92,False,False,moving
710,51,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.941444,0.09288,oil,1.8,0.92,False,False,moving
711,51,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.293785,0.09648,seeds,1.2,0.92,False,False,moving
712,51,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.765545,0.0,wire,1.35,0.92,True,False,blocked
713,51,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.355842,0.09288,planks,1.35,0.92,False,False,moving
714,52,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.936595,0.09408,herbs,1.65,0.92,False,False,moving
715,52,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.203668,0.09768,paper,1.8,0.92,False,False,moving
716,52,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.956757,0.09528,oil,1.2,0.92,False,False,moving
717,52,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.293785,0.0,seeds,1.35,0.92,True,False,blocked
718,52,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.799681,0.095581,wire,1.5,0.92,False,False,moving
719,52,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.374437,0.09528,planks,1.5,0.92,False,False,moving
720,52,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.957743,0.09288,herbs,1.65,0.92,False,False,moving
721,52,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.223768,0.09648,paper,1.8,0.92,False,False,moving
722,52,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.971492,0.09168,oil,1.2,0.92,False,False,moving
723,52,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.314693,0.094083,seeds,1.35,0.92,False,False,moving
724,52,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.83371,0.09528,wire,1.5,0.92,False,False,moving
725,52,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.392798,0.09408,planks,1.5,0.92,False,False,moving
726,52,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.98421,0.09528,herbs,1.65,0.92,False,False,moving
727,52,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.243618,0.09528,paper,1.8,0.92,False,False,moving
728,53,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.99041,0.09648,oil,1.35,0.92,False,False,moving
729,53,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.335599,0.09408,seeds,1.5,0.92,False,False,moving
730,53,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.868596,0.09768,wire,1.65,0.92,False,False,moving
731,53,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.411159,0.09408,planks,1.65,0.92,False,False,moving
732,53,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.0,0.09408,herbs,1.8,0.82,False,True,arrived
733,53,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.263968,0.09768,paper,1.2,0.92,False,False,moving
734,53,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.0,0.09528,oil,1.35,0.82,False,True,arrived
735,53,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.352517,0.09288,seeds,1.5,0.92,False,False,moving
736,53,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.902196,0.09408,wire,1.65,0.92,False,False,moving
737,53,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.433844,0.09528,planks,1.65,0.92,False,False,moving
738,53,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.021512,0.09448,herbs,1.8,0.831264,False,False,moving
739,53,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.284068,0.09648,paper,1.2,0.92,False,False,moving
740,53,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.0,0.0,oil,1.35,0.838,True,False,blocked
741,53,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.37031,0.09768,seeds,1.5,0.92,False,False,moving
742,54,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.929385,0.09288,wire,1.8,0.92,False,False,moving
743,54,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.457102,0.09768,planks,1.8,0.92,False,False,moving
744,54,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.043529,0.0967,herbs,1.2,0.841808,False,False,moving
745,54,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.284068,0.0,paper,1.35,0.92,True,False,blocked
746,54,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.018989,0.096843,oil,1.5,0.848198,False,False,moving
747,54,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.387446,0.09408,seeds,1.65,0.92,False,False,moving
748,54,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.964271,0.09768,wire,1.8,0.92,False,False,moving
749,54,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.480073,0.09648,planks,1.8,0.92,False,False,moving
750,54,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.064688,0.092931,herbs,1.2,0.853432,False,False,moving
751,54,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.303669,0.094083,paper,1.35,0.92,False,False,moving
752,54,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.037896,0.096429,oil,1.5,0.858742,False,False,moving
753,54,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.404364,0.09288,seeds,1.65,0.92,False,False,moving
754,54,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.991812,0.09408,wire,1.8,0.92,False,False,moving
755,54,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.502759,0.09528,planks,1.8,0.92,False,False,moving
756,55,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.086352,0.095145,herbs,1.35,0.864336,False,False,moving
757,55,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.322769,0.09168,paper,1.5,0.92,False,False,moving
758,55,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.056771,0.09626,oil,1.65,0.869286,False,False,moving
759,55,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.404364,0.0,seeds,1.8,0.92,True,False,blocked
760,55,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.0,0.09048,wire,1.2,0.82,False,True,arrived
761,55,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.525444,0.09528,planks,1.2,0.92,False,False,moving
762,55,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.107702,0.093771,herbs,1.35,0.8756,False,False,moving
763,55,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.33822,0.09048,paper,1.5,0.92,False,False,moving
764,55,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.056771,0.0,oil,1.65,0.887286,True,False,blocked
765,55,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.420732,0.089858,seeds,1.8,0.92,False,False,moving
766,55,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.028361,0.09688,wire,1.2,0.830544,False,False,moving
767,55,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.547844,0.09408,planks,1.2,0.92,False,False,moving
768,55,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.128191,0.08999,herbs,1.35,0.887944,False,False,moving
769,55,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.35449,0.09528,paper,1.5,0.92,False,False,moving
770,56,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.441905,0.09528,seeds,1.2,0.92,False,False,moving
771,56,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.055969,0.094311,wire,1.35,0.841808,False,False,moving
772,56,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.569673,0.09168,planks,1.35,0.92,False,False,moving
773,56,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.149456,0.093393,herbs,1.5,0.899208,False,False,moving
774,56,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.370351,0.09288,paper,1.65,0.92,False,False,moving
775,56,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.074081,0.088279,oil,1.8,0.899311,False,False,moving
776,56,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.459042,0.09408,seeds,1.2,0.92,False,False,moving
777,56,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.083174,0.092931,wire,1.35,0.853432,False,False,moving
778,56,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.569673,0.0,planks,1.35,0.92,True,False,blocked
779,56,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.170952,0.094413,herbs,1.5,0.910112,False,False,moving
780,56,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.386007,0.09168,paper,1.65,0.92,False,False,moving
781,56,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.092725,0.095086,oil,1.8,0.909863,False,False,moving
782,56,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.475523,0.09048,seeds,1.2,0.92,False,False,moving
783,56,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.109973,0.091545,wire,1.35,0.865416,False,False,moving
784,57,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.587069,0.089139,planks,1.5,0.92,False,False,moving
785,57,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.191589,0.090638,herbs,1.65,0.92,False,False,moving
786,57,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.402072,0.09408,paper,1.8,0.92,False,False,moving
787,57,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.1071,0.089442,oil,1.2,0.92,False,False,moving
788,57,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.492878,0.09528,seeds,1.35,0.92,False,False,moving
789,57,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.137418,0.093753,wire,1.5,0.87668,False,False,moving
790,57,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.60458,0.089723,planks,1.5,0.92,False,False,moving
791,57,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.213283,0.09528,herbs,1.65,0.92,False,False,moving
792,57,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.402072,0.0,paper,1.8,0.92,True,False,blocked
793,57,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.121642,0.09048,oil,1.2,0.92,False,False,moving
794,57,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.510015,0.09408,seeds,1.35,0.92,False,False,moving
795,57,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.16446,0.092373,wire,1.5,0.888304,False,False,moving
796,57,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.621736,0.087908,planks,1.5,0.92,False,False,moving
797,57,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.234704,0.09408,herbs,1.65,0.92,False,False,moving
798,58,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.41803,0.093451,paper,1.2,0.92,False,False,moving
799,58,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.13657,0.09288,oil,1.35,0.92,False,False,moving
800,58,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.526495,0.09048,seeds,1.5,0.92,False,False,moving
801,58,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.191446,0.092187,wire,1.65,0.899928,False,False,moving
802,58,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.639862,0.09288,planks,1.65,0.92,False,False,moving
803,58,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.259838,0.09048,herbs,1.8,0.92,False,False,moving
804,58,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.434085,0.094018,paper,1.2,0.92,False,False,moving
805,58,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.151304,0.09168,oil,1.35,0.92,False,False,moving
806,58,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.543413,0.09288,seeds,1.5,0.92,False,False,moving
807,58,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.21873,0.093201,wire,1.65,0.911192,False,False,moving
808,58,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.657755,0.09168,planks,1.65,0.92,False,False,moving
809,58,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.281531,0.09528,herbs,1.8,0.92,False,False,moving
810,58,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.449536,0.09048,paper,1.2,0.92,False,False,moving
811,58,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.165846,0.09048,oil,1.35,0.92,False,False,moving
812,59,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.560113,0.09168,seeds,1.65,0.92,False,False,moving
813,59,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.246664,0.095421,wire,1.8,0.92,False,False,moving
814,59,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.680155,0.09408,planks,1.8,0.92,False,False,moving
815,59,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.301859,0.08928,herbs,1.2,0.92,False,False,moving
816,59,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.465807,0.09528,paper,1.35,0.92,False,False,moving
817,59,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.180774,0.09288,oil,1.5,0.92,False,False,moving
818,59,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.576594,0.09048,seeds,1.65,0.92,False,False,moving
819,59,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.274205,0.09408,wire,1.8,0.92,False,False,moving
820,59,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.697813,0.09048,planks,1.8,0.92,False,False,moving
821,59,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.32246,0.09048,herbs,1.2,0.92,False,False,moving
822,59,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.481872,0.09408,paper,1.35,0.92,False,False,moving
823,59,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.195509,0.09168,oil,1.5,0.92,False,False,moving
824,59,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.593512,0.09288,seeds,1.65,0.92,False,False,moving
825,59,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.307376,0.09288,wire,1.8,0.92,False,False,moving
826,60,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.716408,0.09528,planks,1.2,0.92,False,False,moving
827,60,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.343608,0.09288,herbs,1.35,0.92,False,False,moving
828,60,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.497323,0.09048,paper,1.5,0.92,False,False,moving
829,60,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.210244,0.09168,oil,1.65,0.92,False,False,moving
830,60,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.610211,0.09168,seeds,1.8,0.92,False,False,moving
831,60,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.335268,0.09528,wire,1.2,0.92,False,False,moving
832,60,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.734768,0.09408,planks,1.2,0.92,False,False,moving
833,60,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.364482,0.09168,herbs,1.35,0.92,False,False,moving
834,60,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.513184,0.09288,paper,1.5,0.92,False,False,moving
835,60,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.225171,0.09288,oil,1.65,0.92,False,False,moving
836,60,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.630318,0.09048,seeds,1.8,0.92,False,False,moving
837,60,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.362809,0.09408,wire,1.2,0.92,False,False,moving
838,60,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.752426,0.09048,planks,1.2,0.92,False,False,moving
