tick_id,day,settlement_id,scheduler_id,partner_id,witness_id,scheduled_task,scheduled_room,avatar_action,schedule_source,dependency,start_slot,duration_slots,schedule_status,advanced_without_avatar,visible_schedule_card,private_workspace_sealed
3085,172,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,inspect_role_board,resident-to-resident,cool bench,7,3,scheduled,True,True,True
3086,172,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
3087,172,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
3088,172,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
3089,172,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,11,1,scheduled,True,True,True
3090,172,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
3091,172,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,13,3,scheduled,True,True,True
3092,172,riverbend,Cee,Nox,Ari,dry cords,plank hall,absent,resident-to-resident,watch water,14,1,scheduled,True,True,True
3093,172,roofward,Bex,Fay,Sera,shade stair,warm lane,ask_about_debt,resident-to-resident,clean lens,15,2,scheduled,True,True,True
3094,172,archive,Nia,Toma,Vell,sort tags,ink niche,ask_forgiveness_limit,resident-to-resident,thread spool,16,3,scheduled,True,True,True
3095,172,signal,Ren,Kesh,Oda,fill lantern,signal perch,inspect_role_board,resident-to-resident,watch lens,17,1,scheduled,True,True,True
3096,173,repair_ring,Juno,Pax,Vale,cool bench,bell alcove,absent,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
3097,173,riverbend,Lio,Cee,Nox,trim lantern,kit alcove,ask_forgiveness_limit,resident-to-resident,dry cords,1,1,scheduled,True,True,True
3098,173,roofward,Orr,Bex,Fay,set hinge,arrival court,inspect_role_board,resident-to-resident,shade stair,2,2,scheduled,True,True,True
3099,173,archive,Rin,Nia,Toma,quiet stacks,stone stacks,absent,resident-to-resident,sort tags,3,3,scheduled,True,True,True
3100,173,signal,Milo,Ren,Kesh,check rope,lantern walk,ask_about_debt,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
3101,173,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_forgiveness_limit,resident-to-resident,dry rows,5,2,scheduled,True,True,True
3102,173,repair_ring,Vale,Wren,Juno,test bell,cool corner,inspect_role_board,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
3103,173,riverbend,Nox,Ari,Lio,watch water,arrival court,ask_about_debt,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
3104,173,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
3105,173,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
3106,173,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,10,1,scheduled,True,True,True
3107,173,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,11,2,scheduled,True,True,True
3108,173,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,12,3,scheduled,True,True,True
3109,173,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,13,1,scheduled,True,True,True
3110,173,roofward,Orr,Bex,Fay,set hinge,warm lane,ask_about_debt,resident-to-resident,shade stair,14,2,scheduled,True,True,True
3111,173,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_forgiveness_limit,resident-to-resident,sort tags,15,3,scheduled,True,True,True
3112,173,signal,Milo,Ren,Kesh,check rope,signal perch,inspect_role_board,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
3113,173,orchard,Mara,Pim,Suf,trade tokens,arrival court,absent,resident-to-resident,dry rows,17,2,scheduled,True,True,True
3114,174,riverbend,Ari,Lio,Cee,repair crossing,kit alcove,ask_forgiveness_limit,resident-to-resident,trim lantern,0,1,renegotiated,True,True,True
3115,174,roofward,Sera,Orr,Bex,sort ledger,arrival court,inspect_role_board,resident-to-resident,set hinge,1,2,scheduled,True,True,True
3116,174,archive,Vell,Rin,Nia,seal desk,stone stacks,absent,resident-to-resident,quiet stacks,2,3,scheduled,True,True,True
3117,174,signal,Oda,Milo,Ren,read wind,lantern walk,ask_about_debt,resident-to-resident,check rope,3,1,scheduled,True,True,True
3118,174,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_forgiveness_limit,resident-to-resident,trade tokens,4,2,scheduled,True,True,True
3119,174,repair_ring,Pax,Vale,Wren,clip wire,cool corner,inspect_role_board,resident-to-resident,test bell,5,3,scheduled,True,True,True
3120,174,riverbend,Cee,Nox,Ari,dry cords,arrival court,ask_about_debt,resident-to-resident,watch water,6,1,scheduled,True,True,True
3121,174,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_forgiveness_limit,resident-to-resident,clean lens,7,2,scheduled,True,True,True
3122,174,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,8,3,scheduled,True,True,True
3123,174,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,9,1,renegotiated,True,True,True
3124,174,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,10,2,scheduled,True,True,True
3125,174,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,11,3,scheduled,True,True,True
3126,174,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,12,1,scheduled,True,True,True
3127,174,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,13,2,scheduled,True,True,True
3128,174,archive,Vell,Rin,Nia,seal desk,ink niche,ask_forgiveness_limit,resident-to-resident,quiet stacks,14,3,scheduled,True,True,True
3129,174,signal,Oda,Milo,Ren,read wind,signal perch,inspect_role_board,resident-to-resident,check rope,15,1,scheduled,True,True,True
3130,174,orchard,Ivo,Mara,Pim,count seeds,arrival court,absent,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
3131,174,repair_ring,Pax,Vale,Wren,clip wire,wire bench,ask_about_debt,resident-to-resident,test bell,17,3,scheduled,True,True,True
3132,175,roofward,Fay,Sera,Orr,clean lens,arrival court,inspect_role_board,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
3133,175,archive,Toma,Vell,Rin,thread spool,stone stacks,absent,resident-to-resident,seal desk,1,3,scheduled,True,True,True
3134,175,signal,Kesh,Oda,Milo,watch lens,lantern walk,ask_about_debt,resident-to-resident,read wind,2,1,scheduled,True,True,True
3135,175,orchard,Suf,Ivo,Mara,watch mud,market plank,ask_forgiveness_limit,resident-to-resident,count seeds,3,2,scheduled,True,True,True
3136,175,repair_ring,Juno,Pax,Vale,cool bench,cool corner,inspect_role_board,resident-to-resident,clip wire,4,3,scheduled,True,True,True
3137,175,riverbend,Lio,Cee,Nox,trim lantern,arrival court,ask_about_debt,resident-to-resident,dry cords,5,1,scheduled,True,True,True
3138,175,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_forgiveness_limit,resident-to-resident,shade stair,6,2,scheduled,True,True,True
3139,175,archive,Rin,Nia,Toma,quiet stacks,spool room,inspect_role_board,resident-to-resident,sort tags,7,3,scheduled,True,True,True
3140,175,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
3141,175,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
3142,175,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
3143,175,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
3144,175,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
3145,175,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,13,3,scheduled,True,True,True
3146,175,signal,Kesh,Oda,Milo,watch lens,signal perch,inspect_role_board,resident-to-resident,read wind,14,1,scheduled,True,True,True
3147,175,orchard,Suf,Ivo,Mara,watch mud,arrival court,absent,resident-to-resident,count seeds,15,2,scheduled,True,True,True
3148,175,repair_ring,Juno,Pax,Vale,cool bench,wire bench,ask_about_debt,resident-to-resident,clip wire,16,3,scheduled,True,True,True
3149,175,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,inspect_role_board,resident-to-resident,dry cords,17,1,scheduled,True,True,True
3150,176,archive,Nia,Toma,Vell,sort tags,stone stacks,absent,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
3151,176,signal,Ren,Kesh,Oda,fill lantern,lantern walk,ask_about_debt,resident-to-resident,watch lens,1,1,scheduled,True,True,True
3152,176,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_forgiveness_limit,resident-to-resident,watch mud,2,2,scheduled,True,True,True
3153,176,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,inspect_role_board,resident-to-resident,cool bench,3,3,scheduled,True,True,True
3154,176,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
3155,176,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,5,2,scheduled,True,True,True
3156,176,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
3157,176,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,7,1,scheduled,True,True,True
3158,176,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
3159,176,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,9,3,renegotiated,True,True,True
3160,176,riverbend,Cee,Nox,Ari,dry cords,plank hall,absent,resident-to-resident,watch water,10,1,scheduled,True,True,True
3161,176,roofward,Bex,Fay,Sera,shade stair,warm lane,ask_about_debt,resident-to-resident,clean lens,11,2,scheduled,True,True,True
3162,176,archive,Nia,Toma,Vell,sort tags,ink niche,ask_forgiveness_limit,resident-to-resident,thread spool,12,3,scheduled,True,True,True
3163,176,signal,Ren,Kesh,Oda,fill lantern,signal perch,inspect_role_board,resident-to-resident,watch lens,13,1,scheduled,True,True,True
3164,176,orchard,Pim,Suf,Ivo,dry rows,arrival court,absent,resident-to-resident,watch mud,14,2,scheduled,True,True,True
3165,176,repair_ring,Wren,Juno,Pax,watch sparks,wire bench,ask_about_debt,resident-to-resident,cool bench,15,3,scheduled,True,True,True
3166,176,riverbend,Ari,Lio,Cee,repair crossing,wet crossing,inspect_role_board,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
3167,176,roofward,Sera,Orr,Bex,sort ledger,ledger loft,absent,resident-to-resident,set hinge,17,2,scheduled,True,True,True
3168,177,signal,Milo,Ren,Kesh,check rope,lantern walk,ask_about_debt,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
3169,177,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_forgiveness_limit,resident-to-resident,dry rows,1,2,scheduled,True,True,True
3170,177,repair_ring,Vale,Wren,Juno,test bell,cool corner,inspect_role_board,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
3171,177,riverbend,Nox,Ari,Lio,watch water,arrival court,ask_about_debt,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
3172,177,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
3173,177,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,5,3,scheduled,True,True,True
3174,177,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,6,1,scheduled,True,True,True
3175,177,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,7,2,scheduled,True,True,True
3176,177,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,8,3,scheduled,True,True,True
3177,177,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
3178,177,roofward,Orr,Bex,Fay,set hinge,warm lane,ask_about_debt,resident-to-resident,shade stair,10,2,scheduled,True,True,True
3179,177,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_forgiveness_limit,resident-to-resident,sort tags,11,3,scheduled,True,True,True
3180,177,signal,Milo,Ren,Kesh,check rope,signal perch,inspect_role_board,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
3181,177,orchard,Mara,Pim,Suf,trade tokens,arrival court,absent,resident-to-resident,dry rows,13,2,scheduled,True,True,True
3182,177,repair_ring,Vale,Wren,Juno,test bell,wire bench,ask_about_debt,resident-to-resident,watch sparks,14,3,scheduled,True,True,True
3183,177,riverbend,Nox,Ari,Lio,watch water,wet crossing,inspect_role_board,resident-to-resident,repair crossing,15,1,scheduled,True,True,True
3184,177,roofward,Fay,Sera,Orr,clean lens,ledger loft,absent,resident-to-resident,sort ledger,16,2,scheduled,True,True,True
3185,177,archive,Toma,Vell,Rin,thread spool,memory desk,ask_about_debt,resident-to-resident,seal desk,17,3,scheduled,True,True,True
3186,178,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_forgiveness_limit,resident-to-resident,trade tokens,0,2,renegotiated,True,True,True
3187,178,repair_ring,Pax,Vale,Wren,clip wire,cool corner,inspect_role_board,resident-to-resident,test bell,1,3,scheduled,True,True,True
3188,178,riverbend,Cee,Nox,Ari,dry cords,arrival court,ask_about_debt,resident-to-resident,watch water,2,1,scheduled,True,True,True
3189,178,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_forgiveness_limit,resident-to-resident,clean lens,3,2,scheduled,True,True,True
3190,178,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,4,3,scheduled,True,True,True
3191,178,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,5,1,scheduled,True,True,True
3192,178,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,6,2,scheduled,True,True,True
3193,178,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,7,3,scheduled,True,True,True
3194,178,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
3195,178,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
3196,178,archive,Vell,Rin,Nia,seal desk,ink niche,ask_forgiveness_limit,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
3197,178,signal,Oda,Milo,Ren,read wind,signal perch,inspect_role_board,resident-to-resident,check rope,11,1,scheduled,True,True,True
3198,178,orchard,Ivo,Mara,Pim,count seeds,arrival court,absent,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
3199,178,repair_ring,Pax,Vale,Wren,clip wire,wire bench,ask_about_debt,resident-to-resident,test bell,13,3,scheduled,True,True,True
3200,178,riverbend,Cee,Nox,Ari,dry cords,wet crossing,inspect_role_board,resident-to-resident,watch water,14,1,scheduled,True,True,True
3201,178,roofward,Bex,Fay,Sera,shade stair,ledger loft,absent,resident-to-resident,clean lens,15,2,scheduled,True,True,True
3202,178,archive,Nia,Toma,Vell,sort tags,memory desk,ask_about_debt,resident-to-resident,thread spool,16,3,scheduled,True,True,True
3203,178,signal,Ren,Kesh,Oda,fill lantern,arrival court,ask_forgiveness_limit,resident-to-resident,watch lens,17,1,scheduled,True,True,True
3204,179,repair_ring,Juno,Pax,Vale,cool bench,cool corner,inspect_role_board,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
3205,179,riverbend,Lio,Cee,Nox,trim lantern,arrival court,ask_about_debt,resident-to-resident,dry cords,1,1,scheduled,True,True,True
3206,179,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_forgiveness_limit,resident-to-resident,shade stair,2,2,scheduled,True,True,True
3207,179,archive,Rin,Nia,Toma,quiet stacks,spool room,inspect_role_board,resident-to-resident,sort tags,3,3,scheduled,True,True,True
3208,179,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
3209,179,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,5,2,scheduled,True,True,True
3210,179,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
3211,179,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
3212,179,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
3213,179,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
3214,179,signal,Kesh,Oda,Milo,watch lens,signal perch,inspect_role_board,resident-to-resident,read wind,10,1,scheduled,True,True,True
3215,179,orchard,Suf,Ivo,Mara,watch mud,arrival court,absent,resident-to-resident,count seeds,11,2,scheduled,True,True,True
3216,179,repair_ring,Juno,Pax,Vale,cool bench,wire bench,ask_about_debt,resident-to-resident,clip wire,12,3,scheduled,True,True,True
3217,179,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,inspect_role_board,resident-to-resident,dry cords,13,1,scheduled,True,True,True
3218,179,roofward,Orr,Bex,Fay,set hinge,ledger loft,absent,resident-to-resident,shade stair,14,2,scheduled,True,True,True
3219,179,archive,Rin,Nia,Toma,quiet stacks,memory desk,ask_about_debt,resident-to-resident,sort tags,15,3,scheduled,True,True,True
3220,179,signal,Milo,Ren,Kesh,check rope,arrival court,ask_forgiveness_limit,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
3221,179,orchard,Mara,Pim,Suf,trade tokens,seed lane,inspect_role_board,resident-to-resident,dry rows,17,2,scheduled,True,True,True
3222,180,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,0,1,renegotiated,True,True,True
3223,180,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,1,2,scheduled,True,True,True
3224,180,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,2,3,scheduled,True,True,True
3225,180,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,3,1,scheduled,True,True,True
3226,180,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,4,2,scheduled,True,True,True
3227,180,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,5,3,scheduled,True,True,True
3228,180,riverbend,Cee,Nox,Ari,dry cords,plank hall,absent,resident-to-resident,watch water,6,1,scheduled,True,True,True
3229,180,roofward,Bex,Fay,Sera,shade stair,warm lane,ask_about_debt,resident-to-resident,clean lens,7,2,scheduled,True,True,True
3230,180,archive,Nia,Toma,Vell,sort tags,ink niche,ask_forgiveness_limit,resident-to-resident,thread spool,8,3,scheduled,True,True,True
3231,180,signal,Ren,Kesh,Oda,fill lantern,signal perch,inspect_role_board,resident-to-resident,watch lens,9,1,renegotiated,True,True,True
3232,180,orchard,Pim,Suf,Ivo,dry rows,arrival court,absent,resident-to-resident,watch mud,10,2,scheduled,True,True,True
3233,180,repair_ring,Wren,Juno,Pax,watch sparks,wire bench,ask_about_debt,resident-to-resident,cool bench,11,3,scheduled,True,True,True
3234,180,riverbend,Ari,Lio,Cee,repair crossing,wet crossing,inspect_role_board,resident-to-resident,trim lantern,12,1,scheduled,True,True,True
3235,180,roofward,Sera,Orr,Bex,sort ledger,ledger loft,absent,resident-to-resident,set hinge,13,2,scheduled,True,True,True
3236,180,archive,Vell,Rin,Nia,seal desk,memory desk,ask_about_debt,resident-to-resident,quiet stacks,14,3,scheduled,True,True,True
3237,180,signal,Oda,Milo,Ren,read wind,arrival court,ask_forgiveness_limit,resident-to-resident,check rope,15,1,scheduled,True,True,True
3238,180,orchard,Ivo,Mara,Pim,count seeds,seed lane,inspect_role_board,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
3239,180,repair_ring,Pax,Vale,Wren,clip wire,spark lane,absent,resident-to-resident,test bell,17,3,scheduled,True,True,True
3240,181,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
3241,181,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,1,3,scheduled,True,True,True
3242,181,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,2,1,scheduled,True,True,True
3243,181,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,3,2,scheduled,True,True,True
3244,181,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,4,3,scheduled,True,True,True
3245,181,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,5,1,scheduled,True,True,True
3246,181,roofward,Orr,Bex,Fay,set hinge,warm lane,ask_about_debt,resident-to-resident,shade stair,6,2,scheduled,True,True,True
3247,181,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_forgiveness_limit,resident-to-resident,sort tags,7,3,scheduled,True,True,True
3248,181,signal,Milo,Ren,Kesh,check rope,signal perch,inspect_role_board,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
3249,181,orchard,Mara,Pim,Suf,trade tokens,arrival court,absent,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
3250,181,repair_ring,Vale,Wren,Juno,test bell,wire bench,ask_about_debt,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
3251,181,riverbend,Nox,Ari,Lio,watch water,wet crossing,inspect_role_board,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
3252,181,roofward,Fay,Sera,Orr,clean lens,ledger loft,absent,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
3253,181,archive,Toma,Vell,Rin,thread spool,memory desk,ask_about_debt,resident-to-resident,seal desk,13,3,scheduled,True,True,True
3254,181,signal,Kesh,Oda,Milo,watch lens,arrival court,ask_forgiveness_limit,resident-to-resident,read wind,14,1,scheduled,True,True,True
3255,181,orchard,Suf,Ivo,Mara,watch mud,seed lane,inspect_role_board,resident-to-resident,count seeds,15,2,scheduled,True,True,True
3256,181,repair_ring,Juno,Pax,Vale,cool bench,spark lane,absent,resident-to-resident,clip wire,16,3,scheduled,True,True,True
3257,181,riverbend,Lio,Cee,Nox,trim lantern,dry ridge,ask_forgiveness_limit,resident-to-resident,dry cords,17,1,scheduled,True,True,True
3258,182,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
3259,182,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,1,1,scheduled,True,True,True
3260,182,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,2,2,scheduled,True,True,True
3261,182,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,3,3,scheduled,True,True,True
3262,182,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
3263,182,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,5,2,scheduled,True,True,True
3264,182,archive,Vell,Rin,Nia,seal desk,ink niche,ask_forgiveness_limit,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
3265,182,signal,Oda,Milo,Ren,read wind,signal perch,inspect_role_board,resident-to-resident,check rope,7,1,scheduled,True,True,True
3266,182,orchard,Ivo,Mara,Pim,count seeds,arrival court,absent,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
3267,182,repair_ring,Pax,Vale,Wren,clip wire,wire bench,ask_about_debt,resident-to-resident,test bell,9,3,renegotiated,True,True,True
3268,182,riverbend,Cee,Nox,Ari,dry cords,wet crossing,inspect_role_board,resident-to-resident,watch water,10,1,scheduled,True,True,True
3269,182,roofward,Bex,Fay,Sera,shade stair,ledger loft,absent,resident-to-resident,clean lens,11,2,scheduled,True,True,True
3270,182,archive,Nia,Toma,Vell,sort tags,memory desk,ask_about_debt,resident-to-resident,thread spool,12,3,scheduled,True,True,True
3271,182,signal,Ren,Kesh,Oda,fill lantern,arrival court,ask_forgiveness_limit,resident-to-resident,watch lens,13,1,scheduled,True,True,True
3272,182,orchard,Pim,Suf,Ivo,dry rows,seed lane,inspect_role_board,resident-to-resident,watch mud,14,2,scheduled,True,True,True
3273,182,repair_ring,Wren,Juno,Pax,watch sparks,spark lane,absent,resident-to-resident,cool bench,15,3,scheduled,True,True,True
3274,182,riverbend,Ari,Lio,Cee,repair crossing,dry ridge,ask_forgiveness_limit,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
3275,182,roofward,Sera,Orr,Bex,sort ledger,sun sill,inspect_role_board,resident-to-resident,set hinge,17,2,scheduled,True,True,True
3276,183,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
3277,183,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,1,2,scheduled,True,True,True
3278,183,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
3279,183,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
3280,183,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
3281,183,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,5,3,scheduled,True,True,True
3282,183,signal,Kesh,Oda,Milo,watch lens,signal perch,inspect_role_board,resident-to-resident,read wind,6,1,scheduled,True,True,True
3283,183,orchard,Suf,Ivo,Mara,watch mud,arrival court,absent,resident-to-resident,count seeds,7,2,scheduled,True,True,True
3284,183,repair_ring,Juno,Pax,Vale,cool bench,wire bench,ask_about_debt,resident-to-resident,clip wire,8,3,scheduled,True,True,True
3285,183,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,inspect_role_board,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
3286,183,roofward,Orr,Bex,Fay,set hinge,ledger loft,absent,resident-to-resident,shade stair,10,2,scheduled,True,True,True
3287,183,archive,Rin,Nia,Toma,quiet stacks,memory desk,ask_about_debt,resident-to-resident,sort tags,11,3,scheduled,True,True,True
3288,183,signal,Milo,Ren,Kesh,check rope,arrival court,ask_forgiveness_limit,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
3289,183,orchard,Mara,Pim,Suf,trade tokens,seed lane,inspect_role_board,resident-to-resident,dry rows,13,2,scheduled,True,True,True
