tick_id,day,week,settlement_id,caregiver_id,recipient_id,ritual,care_reason,reciprocity_before,reciprocity_after,trust_before,trust_after,burden_before,burden_after,remembered_over_weeks,reciprocal_not_transactional,visible_reciprocity_marker
3117,195,28,cinder_garden,Wren,Pax,cool hand sign,fatigue cover,0.87,0.91,0.7654,0.7822,0.349,0.36,True,True,Wren->Pax:cool hand sign
3118,195,28,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3120,196,28,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3122,196,28,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3124,196,28,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3126,196,28,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3128,196,28,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3130,196,28,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3132,196,28,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3134,196,28,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3136,197,29,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
3138,197,29,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
3140,197,29,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3142,197,29,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3144,197,29,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3146,197,29,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3148,197,29,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3150,197,29,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3152,198,29,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3154,198,29,cinder_garden,Juno,Vale,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3156,198,29,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3158,198,29,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3160,198,29,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3162,198,29,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3164,198,29,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3166,198,29,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3168,199,29,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3170,199,29,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3172,199,29,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
3173,199,29,cinder_garden,Wren,Pax,seed-count chant,fatigue cover,0.91,0.92,0.7822,0.7948,0.36,0.371,True,True,Wren->Pax:seed-count chant
3174,199,29,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
3176,199,29,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
3178,199,29,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
3180,199,29,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
3182,199,29,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
3184,200,29,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
3186,200,29,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
3188,200,29,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
3190,200,29,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
3192,200,29,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
3194,200,29,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
3196,200,29,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
3197,200,29,cinder_garden,Wren,Pax,shade cloth bow,fatigue cover,0.92,0.92,0.7948,0.8074,0.371,0.382,True,True,Wren->Pax:shade cloth bow
3198,200,29,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
3200,201,29,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
3202,201,29,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
3204,201,29,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
3206,201,29,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
3208,201,29,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
3210,201,29,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
3212,201,29,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
3214,201,29,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
3216,202,29,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
3218,202,29,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
3220,202,29,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3222,202,29,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3224,202,29,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3226,202,29,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3228,202,29,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3230,202,29,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3232,203,29,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3234,203,29,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3236,203,29,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3238,203,29,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3240,203,29,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3242,203,29,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3244,203,29,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3246,203,29,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3248,204,30,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3250,204,30,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3252,204,30,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3254,204,30,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3256,204,30,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3258,204,30,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3260,204,30,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3262,204,30,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3264,205,30,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3266,205,30,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3268,205,30,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3270,205,30,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3272,205,30,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3274,205,30,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3276,205,30,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
3278,205,30,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
3280,206,30,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
3282,206,30,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
3284,206,30,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
3286,206,30,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
3288,206,30,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
3290,206,30,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
3292,206,30,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
3294,206,30,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
3296,207,30,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
3298,207,30,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
3300,207,30,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
3302,207,30,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
3304,207,30,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
3306,207,30,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
3308,207,30,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
3310,207,30,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
3312,208,30,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
3314,208,30,cinder_garden,Juno,Vale,cool hand sign,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
3316,208,30,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
3318,208,30,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
3320,208,30,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
3322,208,30,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
3324,208,30,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3326,208,30,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3328,209,30,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3330,209,30,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3332,209,30,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3334,209,30,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3336,209,30,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3338,209,30,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3340,209,30,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3342,209,30,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3344,210,30,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3346,210,30,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3348,210,30,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3350,210,30,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3352,210,30,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3354,210,30,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3356,210,30,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
3357,210,30,cinder_garden,Wren,Pax,seed-count chant,fatigue cover,0.92,0.92,0.8074,0.82,0.382,0.393,True,True,Wren->Pax:seed-count chant
3358,210,30,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
3360,211,31,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3362,211,31,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3364,211,31,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3366,211,31,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3368,211,31,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3370,211,31,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3372,211,31,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3374,211,31,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3376,212,31,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3378,212,31,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3380,212,31,cinder_garden,Vale,Juno,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:cool hand sign
3382,212,31,orchid_engine,Bea,Dax,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:orchid cup
3384,212,31,glass_harbor,Puck,Nia,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:tea before crossing
3386,212,31,lichen_bridge,Kio,Rin,signal hush,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:signal hush
3388,212,31,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
3390,212,31,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
3392,213,31,moss_ward,Milo,Ari,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:blanket share
3394,213,31,cinder_garden,Juno,Vale,shade cloth bow,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:shade cloth bow
3396,213,31,orchid_engine,Dax,Bea,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:gear-wash thanks
3398,213,31,glass_harbor,Nia,Puck,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:lamp touch
3400,213,31,lichen_bridge,Rin,Kio,rope touch,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:rope touch
3402,213,31,moss_ward,Ari,Milo,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:door-watch blessing
3404,213,31,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
3406,213,31,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
3408,214,31,cinder_garden,Vale,Juno,seed-count chant,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:seed-count chant
3410,214,31,orchid_engine,Bea,Dax,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:valve pause
3412,214,31,glass_harbor,Puck,Nia,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:net-knot thanks
3414,214,31,lichen_bridge,Kio,Rin,shared bowl,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:shared bowl
3416,214,31,moss_ward,Milo,Ari,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:warm cup before work
3418,214,31,cinder_garden,Juno,Vale,cool hand sign,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:cool hand sign
3420,214,31,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
3422,214,31,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
3424,215,31,orchid_engine,Dax,Bea,orchid cup,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:orchid cup
3426,215,31,glass_harbor,Nia,Puck,tea before crossing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:tea before crossing
3428,215,31,lichen_bridge,Rin,Kio,signal hush,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:signal hush
3430,215,31,moss_ward,Ari,Milo,blanket share,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:blanket share
3432,215,31,cinder_garden,Vale,Juno,shade cloth bow,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Vale->Juno:shade cloth bow
3434,215,31,orchid_engine,Bea,Dax,gear-wash thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Bea->Dax:gear-wash thanks
3436,215,31,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3437,215,31,cinder_garden,Wren,Pax,cool hand sign,fatigue cover,0.92,0.92,0.82,0.8326,0.393,0.404,True,True,Wren->Pax:cool hand sign
3438,215,31,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3440,216,31,glass_harbor,Puck,Nia,lamp touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Puck->Nia:lamp touch
3442,216,31,lichen_bridge,Kio,Rin,rope touch,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Kio->Rin:rope touch
3444,216,31,moss_ward,Milo,Ari,door-watch blessing,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Milo->Ari:door-watch blessing
3446,216,31,cinder_garden,Juno,Vale,seed-count chant,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Juno->Vale:seed-count chant
3448,216,31,orchid_engine,Dax,Bea,valve pause,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Dax->Bea:valve pause
3450,216,31,glass_harbor,Nia,Puck,net-knot thanks,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Nia->Puck:net-knot thanks
3452,216,31,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
3454,216,31,moss_ward,Ari,Milo,warm cup before work,meal or shelter care,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Ari->Milo:warm cup before work
3456,217,31,lichen_bridge,Rin,Kio,shared bowl,fatigue cover,0.92,0.92,0.95,0.95,0.72,0.72,True,True,Rin->Kio:shared bowl
