tick,day,resident,memory_key,debt_name,debt_before,debt_after,trust_before,trust_after,causal_action,visible_in_dashboard,persists_after_restore,history_not_erased
4087,228,Ari,ari:repair_promise:audit:d228:s01,repair promise,0.52065,0.54465,0.680811,0.662811,borrow_tool,True,True,True
4088,228,Fay,fay:care_favor:audit:d228:s02,care favor,0.517175,0.499175,0.643401,0.660401,return_tool,True,True,True
4089,228,Milo,milo:tool_loan:audit:d228:s03,tool loan,0.513431,0.537431,0.461593,0.443593,interrupt_work,True,True,True
4090,228,Sera,sera:repair_promise:audit:d228:s04,repair promise,0.509421,0.505421,0.295906,0.297906,wait_offscreen,True,True,True
4091,228,Tovan,tovan:care_favor:audit:d228:s05,care favor,0.505153,0.487153,0.324128,0.341128,repair_trust,True,True,True
4092,228,Nia,nia:tool_loan:audit:d228:s06,tool loan,0.50063,0.49663,0.510261,0.512261,move,True,True,True
4093,228,Ari,ari:repair_promise:audit:d228:s07,repair promise,0.495861,0.491861,0.683333,0.700333,talk,True,True,True
4094,228,Fay,fay:care_favor:audit:d228:s08,care favor,0.490851,0.472851,0.629333,0.646333,offer_help,True,True,True
4095,228,Milo,milo:tool_loan:audit:d228:s09,tool loan,0.485607,0.509607,0.452804,0.434804,borrow_tool,True,True,True
4096,228,Sera,sera:repair_promise:audit:d228:s10,repair promise,0.480136,0.462136,0.305175,0.322175,return_tool,True,True,True
4097,228,Tovan,tovan:care_favor:audit:d228:s11,care favor,0.474447,0.498447,0.320445,0.302445,interrupt_work,True,True,True
4098,228,Nia,nia:tool_loan:audit:d228:s12,tool loan,0.468545,0.464545,0.491941,0.493941,wait_offscreen,True,True,True
4099,228,Ari,ari:repair_promise:audit:d228:s13,repair promise,0.462441,0.444441,0.686151,0.703151,repair_trust,True,True,True
4100,228,Fay,fay:care_favor:audit:d228:s14,care favor,0.456141,0.452141,0.641414,0.643414,move,True,True,True
4101,228,Milo,milo:tool_loan:audit:d228:s15,tool loan,0.449655,0.445655,0.462227,0.479227,talk,True,True,True
4102,228,Sera,sera:repair_promise:audit:d228:s16,repair promise,0.442992,0.424992,0.302811,0.319811,offer_help,True,True,True
4103,228,Tovan,tovan:care_favor:audit:d228:s17,care favor,0.43616,0.46016,0.324251,0.306251,borrow_tool,True,True,True
4104,229,Nia,nia:tool_loan:audit:d229:s00,tool loan,0.429169,0.453169,0.506727,0.488727,interrupt_work,True,True,True
4105,229,Ari,ari:repair_promise:audit:d229:s01,repair promise,0.422029,0.418029,0.684035,0.686035,wait_offscreen,True,True,True
4106,229,Fay,fay:care_favor:audit:d229:s02,care favor,0.414749,0.396749,0.621865,0.638865,repair_trust,True,True,True
4107,229,Milo,milo:tool_loan:audit:d229:s03,tool loan,0.40734,0.40334,0.428501,0.430501,move,True,True,True
4108,229,Sera,sera:repair_promise:audit:d229:s04,repair promise,0.39981,0.39581,0.314026,0.331026,talk,True,True,True
4109,229,Tovan,tovan:care_favor:audit:d229:s05,care favor,0.392172,0.374172,0.333589,0.350589,offer_help,True,True,True
4110,229,Nia,nia:tool_loan:audit:d229:s06,tool loan,0.384435,0.408435,0.507739,0.489739,borrow_tool,True,True,True
4111,229,Ari,ari:repair_promise:audit:d229:s07,repair promise,0.37661,0.35861,0.694718,0.711718,return_tool,True,True,True
4112,229,Fay,fay:care_favor:audit:d229:s08,care favor,0.368707,0.392707,0.634104,0.616104,interrupt_work,True,True,True
4113,229,Milo,milo:tool_loan:audit:d229:s09,tool loan,0.360737,0.356737,0.436961,0.438961,wait_offscreen,True,True,True
4114,229,Sera,sera:repair_promise:audit:d229:s10,repair promise,0.352712,0.334712,0.29962,0.31662,repair_trust,True,True,True
4115,229,Tovan,tovan:care_favor:audit:d229:s11,care favor,0.344642,0.340642,0.334773,0.336773,move,True,True,True
4116,229,Nia,nia:tool_loan:audit:d229:s12,tool loan,0.336538,0.332538,0.50696,0.52396,talk,True,True,True
4117,229,Ari,ari:repair_promise:audit:d229:s13,repair promise,0.328412,0.310412,0.68866,0.70566,offer_help,True,True,True
4118,229,Fay,fay:care_favor:audit:d229:s14,care favor,0.320274,0.344274,0.619834,0.601834,borrow_tool,True,True,True
4119,229,Milo,milo:tool_loan:audit:d229:s15,tool loan,0.312135,0.294135,0.441084,0.458084,return_tool,True,True,True
4120,229,Sera,sera:repair_promise:audit:d229:s16,repair promise,0.304008,0.328008,0.289882,0.271882,interrupt_work,True,True,True
4121,229,Tovan,tovan:care_favor:audit:d229:s17,care favor,0.295902,0.291902,0.342528,0.344528,wait_offscreen,True,True,True
4122,230,Nia,nia:tool_loan:audit:d230:s00,tool loan,0.287829,0.283829,0.531705,0.533705,move,True,True,True
4123,230,Ari,ari:repair_promise:audit:d230:s01,repair promise,0.279801,0.275801,0.694137,0.711137,talk,True,True,True
4124,230,Fay,fay:care_favor:audit:d230:s02,care favor,0.271827,0.253827,0.625123,0.642123,offer_help,True,True,True
4125,230,Milo,milo:tool_loan:audit:d230:s03,tool loan,0.263919,0.287919,0.431966,0.413966,borrow_tool,True,True,True
4126,230,Sera,sera:repair_promise:audit:d230:s04,repair promise,0.256089,0.238089,0.305567,0.322567,return_tool,True,True,True
4127,230,Tovan,tovan:care_favor:audit:d230:s05,care favor,0.248345,0.272345,0.3496,0.3316,interrupt_work,True,True,True
4128,230,Nia,nia:tool_loan:audit:d230:s06,tool loan,0.2407,0.2367,0.538152,0.540152,wait_offscreen,True,True,True
4129,230,Ari,ari:repair_promise:audit:d230:s07,repair promise,0.233163,0.215163,0.680001,0.697001,repair_trust,True,True,True
4130,230,Fay,fay:care_favor:audit:d230:s08,care favor,0.225745,0.221745,0.620753,0.622753,move,True,True,True
4131,230,Milo,milo:tool_loan:audit:d230:s09,tool loan,0.218456,0.214456,0.436567,0.453567,talk,True,True,True
4132,230,Sera,sera:repair_promise:audit:d230:s10,repair promise,0.211306,0.193306,0.297732,0.314732,offer_help,True,True,True
4133,230,Tovan,tovan:care_favor:audit:d230:s11,care favor,0.204305,0.228305,0.35214,0.33414,borrow_tool,True,True,True
4134,230,Nia,nia:tool_loan:audit:d230:s12,tool loan,0.197462,0.179462,0.53392,0.55092,return_tool,True,True,True
4135,230,Ari,ari:repair_promise:audit:d230:s13,repair promise,0.190787,0.214787,0.682763,0.664763,interrupt_work,True,True,True
4136,230,Fay,fay:care_favor:audit:d230:s14,care favor,0.184289,0.180289,0.627971,0.629971,wait_offscreen,True,True,True
4137,230,Milo,milo:tool_loan:audit:d230:s15,tool loan,0.177977,0.159977,0.44021,0.45721,repair_trust,True,True,True
4138,230,Sera,sera:repair_promise:audit:d230:s16,repair promise,0.171859,0.167859,0.305012,0.307012,move,True,True,True
4139,230,Tovan,tovan:care_favor:audit:d230:s17,care favor,0.165944,0.161944,0.343974,0.360974,talk,True,True,True
4140,231,Nia,nia:tool_loan:audit:d231:s00,tool loan,0.160239,0.184239,0.52892,0.51092,borrow_tool,True,True,True
4141,231,Ari,ari:repair_promise:audit:d231:s01,repair promise,0.154754,0.136754,0.688148,0.705148,return_tool,True,True,True
4142,231,Fay,fay:care_favor:audit:d231:s02,care favor,0.149494,0.173494,0.606104,0.588104,interrupt_work,True,True,True
4143,231,Milo,milo:tool_loan:audit:d231:s03,tool loan,0.144468,0.140468,0.427243,0.429243,wait_offscreen,True,True,True
4144,231,Sera,sera:repair_promise:audit:d231:s04,repair promise,0.139682,0.121682,0.29235,0.30935,repair_trust,True,True,True
4145,231,Tovan,tovan:care_favor:audit:d231:s05,care favor,0.135144,0.131144,0.35266,0.35466,move,True,True,True
4146,231,Nia,nia:tool_loan:audit:d231:s06,tool loan,0.130858,0.126858,0.532303,0.549303,talk,True,True,True
4147,231,Ari,ari:repair_promise:audit:d231:s07,repair promise,0.126831,0.108831,0.682333,0.699333,offer_help,True,True,True
4148,231,Fay,fay:care_favor:audit:d231:s08,care favor,0.123068,0.147068,0.598247,0.580247,borrow_tool,True,True,True
4149,231,Milo,milo:tool_loan:audit:d231:s09,tool loan,0.119575,0.101575,0.423419,0.440419,return_tool,True,True,True
4150,231,Sera,sera:repair_promise:audit:d231:s10,repair promise,0.116356,0.140356,0.291219,0.273219,interrupt_work,True,True,True
4151,231,Tovan,tovan:care_favor:audit:d231:s11,care favor,0.113417,0.109417,0.354142,0.356142,wait_offscreen,True,True,True
4152,231,Nia,nia:tool_loan:audit:d231:s12,tool loan,0.110759,0.092759,0.540395,0.557395,repair_trust,True,True,True
4153,231,Ari,ari:repair_promise:audit:d231:s13,repair promise,0.108389,0.104389,0.695896,0.697896,move,True,True,True
4154,231,Fay,fay:care_favor:audit:d231:s14,care favor,0.106308,0.102308,0.602676,0.619676,talk,True,True,True
4155,231,Milo,milo:tool_loan:audit:d231:s15,tool loan,0.104519,0.086519,0.419649,0.436649,offer_help,True,True,True
4156,231,Sera,sera:repair_promise:audit:d231:s16,repair promise,0.103026,0.127026,0.307895,0.289895,borrow_tool,True,True,True
4157,231,Tovan,tovan:care_favor:audit:d231:s17,care favor,0.101829,0.083829,0.366393,0.383393,return_tool,True,True,True
4158,232,Nia,nia:tool_loan:audit:d232:s00,tool loan,0.100931,0.096931,0.545593,0.547593,wait_offscreen,True,True,True
4159,232,Ari,ari:repair_promise:audit:d232:s01,repair promise,0.100333,0.082333,0.685157,0.702157,repair_trust,True,True,True
4160,232,Fay,fay:care_favor:audit:d232:s02,care favor,0.100036,0.096036,0.60838,0.61038,move,True,True,True
4161,232,Milo,milo:tool_loan:audit:d232:s03,tool loan,0.10004,0.09604,0.399922,0.416922,talk,True,True,True
4162,232,Sera,sera:repair_promise:audit:d232:s04,repair promise,0.100344,0.082344,0.298462,0.315462,offer_help,True,True,True
4163,232,Tovan,tovan:care_favor:audit:d232:s05,care favor,0.10095,0.12495,0.369423,0.351423,borrow_tool,True,True,True
4164,232,Nia,nia:tool_loan:audit:d232:s06,tool loan,0.101855,0.083855,0.560862,0.577862,return_tool,True,True,True
4165,232,Ari,ari:repair_promise:audit:d232:s07,repair promise,0.103059,0.127059,0.69521,0.67721,interrupt_work,True,True,True
4166,232,Fay,fay:care_favor:audit:d232:s08,care favor,0.10456,0.10056,0.595331,0.597331,wait_offscreen,True,True,True
4167,232,Milo,milo:tool_loan:audit:d232:s09,tool loan,0.106356,0.088356,0.408039,0.425039,repair_trust,True,True,True
4168,232,Sera,sera:repair_promise:audit:d232:s10,repair promise,0.108444,0.104444,0.293963,0.295963,move,True,True,True
4169,232,Tovan,tovan:care_favor:audit:d232:s11,care favor,0.110822,0.106822,0.376047,0.393047,talk,True,True,True
4170,232,Nia,nia:tool_loan:audit:d232:s12,tool loan,0.113486,0.095486,0.541498,0.558498,offer_help,True,True,True
4171,232,Ari,ari:repair_promise:audit:d232:s13,repair promise,0.116433,0.140433,0.689343,0.671343,borrow_tool,True,True,True
4172,232,Fay,fay:care_favor:audit:d232:s14,care favor,0.119659,0.101659,0.598394,0.615394,return_tool,True,True,True
4173,232,Milo,milo:tool_loan:audit:d232:s15,tool loan,0.123158,0.147158,0.405885,0.387885,interrupt_work,True,True,True
4174,232,Sera,sera:repair_promise:audit:d232:s16,repair promise,0.126928,0.122928,0.300822,0.302822,wait_offscreen,True,True,True
4175,232,Tovan,tovan:care_favor:audit:d232:s17,care favor,0.130961,0.112961,0.359072,0.376072,repair_trust,True,True,True
4176,233,Nia,nia:tool_loan:audit:d233:s00,tool loan,0.135253,0.131253,0.57373,0.59073,talk,True,True,True
4177,233,Ari,ari:repair_promise:audit:d233:s01,repair promise,0.139799,0.121799,0.695859,0.712859,offer_help,True,True,True
4178,233,Fay,fay:care_favor:audit:d233:s02,care favor,0.14459,0.16859,0.577074,0.559074,borrow_tool,True,True,True
4179,233,Milo,milo:tool_loan:audit:d233:s03,tool loan,0.149622,0.131622,0.400725,0.417725,return_tool,True,True,True
4180,233,Sera,sera:repair_promise:audit:d233:s04,repair promise,0.154887,0.178887,0.282356,0.264356,interrupt_work,True,True,True
4181,233,Tovan,tovan:care_favor:audit:d233:s05,care favor,0.160379,0.156379,0.373108,0.375108,wait_offscreen,True,True,True
4182,233,Nia,nia:tool_loan:audit:d233:s06,tool loan,0.166088,0.148088,0.55345,0.57045,repair_trust,True,True,True
4183,233,Ari,ari:repair_promise:audit:d233:s07,repair promise,0.172009,0.168009,0.680409,0.682409,move,True,True,True
4184,233,Fay,fay:care_favor:audit:d233:s08,care favor,0.178131,0.174131,0.591658,0.608658,talk,True,True,True
4185,233,Milo,milo:tool_loan:audit:d233:s09,tool loan,0.184449,0.166449,0.407729,0.424729,offer_help,True,True,True
4186,233,Sera,sera:repair_promise:audit:d233:s10,repair promise,0.190951,0.214951,0.302548,0.284548,borrow_tool,True,True,True
4187,233,Tovan,tovan:care_favor:audit:d233:s11,care favor,0.19763,0.17963,0.368323,0.385323,return_tool,True,True,True
4188,233,Nia,nia:tool_loan:audit:d233:s12,tool loan,0.204477,0.228477,0.555058,0.537058,interrupt_work,True,True,True
4189,233,Ari,ari:repair_promise:audit:d233:s13,repair promise,0.211482,0.207482,0.689256,0.691256,wait_offscreen,True,True,True
4190,233,Fay,fay:care_favor:audit:d233:s14,care favor,0.218636,0.200636,0.586236,0.603236,repair_trust,True,True,True
4191,233,Milo,milo:tool_loan:audit:d233:s15,tool loan,0.225928,0.221928,0.393861,0.395861,move,True,True,True
4192,233,Sera,sera:repair_promise:audit:d233:s16,repair promise,0.233349,0.229349,0.293954,0.310954,talk,True,True,True
4193,233,Tovan,tovan:care_favor:audit:d233:s17,care favor,0.240889,0.222889,0.378456,0.395456,offer_help,True,True,True
4194,234,Nia,nia:tool_loan:audit:d234:s00,tool loan,0.248536,0.230536,0.579821,0.596821,return_tool,True,True,True
4195,234,Ari,ari:repair_promise:audit:d234:s01,repair promise,0.256282,0.280282,0.684836,0.666836,interrupt_work,True,True,True
4196,234,Fay,fay:care_favor:audit:d234:s02,care favor,0.264115,0.260115,0.564617,0.566617,wait_offscreen,True,True,True
4197,234,Milo,milo:tool_loan:audit:d234:s03,tool loan,0.272025,0.254025,0.373819,0.390819,repair_trust,True,True,True
4198,234,Sera,sera:repair_promise:audit:d234:s04,repair promise,0.28,0.276,0.281543,0.283543,move,True,True,True
4199,234,Tovan,tovan:care_favor:audit:d234:s05,care favor,0.28803,0.28403,0.391056,0.408056,talk,True,True,True
4200,234,Nia,nia:tool_loan:audit:d234:s06,tool loan,0.296103,0.278103,0.580773,0.597773,offer_help,True,True,True
4201,234,Ari,ari:repair_promise:audit:d234:s07,repair promise,0.30421,0.32821,0.697127,0.679127,borrow_tool,True,True,True
4202,234,Fay,fay:care_favor:audit:d234:s08,care favor,0.312338,0.294338,0.568715,0.585715,return_tool,True,True,True
4203,234,Milo,milo:tool_loan:audit:d234:s09,tool loan,0.320476,0.344476,0.386432,0.368432,interrupt_work,True,True,True
4204,234,Sera,sera:repair_promise:audit:d234:s10,repair promise,0.328614,0.324614,0.292733,0.294733,wait_offscreen,True,True,True
4205,234,Tovan,tovan:care_favor:audit:d234:s11,care favor,0.33674,0.31874,0.372003,0.389003,repair_trust,True,True,True
4206,234,Nia,nia:tool_loan:audit:d234:s12,tool loan,0.344843,0.340843,0.563858,0.565858,move,True,True,True
4207,234,Ari,ari:repair_promise:audit:d234:s13,repair promise,0.352912,0.348912,0.702827,0.719827,talk,True,True,True
4208,234,Fay,fay:care_favor:audit:d234:s14,care favor,0.360936,0.342936,0.573855,0.590855,offer_help,True,True,True
4209,234,Milo,milo:tool_loan:audit:d234:s15,tool loan,0.368904,0.392904,0.383099,0.365099,borrow_tool,True,True,True
4210,234,Sera,sera:repair_promise:audit:d234:s16,repair promise,0.376805,0.358805,0.286766,0.303766,return_tool,True,True,True
4211,234,Tovan,tovan:care_favor:audit:d234:s17,care favor,0.384628,0.408628,0.372446,0.354446,interrupt_work,True,True,True
4212,235,Nia,nia:tool_loan:audit:d235:s00,tool loan,0.392363,0.374363,0.576134,0.593134,repair_trust,True,True,True
4213,235,Ari,ari:repair_promise:audit:d235:s01,repair promise,0.399999,0.395999,0.677621,0.679621,move,True,True,True
4214,235,Fay,fay:care_favor:audit:d235:s02,care favor,0.407525,0.403525,0.554609,0.571609,talk,True,True,True
4215,235,Milo,milo:tool_loan:audit:d235:s03,tool loan,0.414932,0.396932,0.382131,0.399131,offer_help,True,True,True
4216,235,Sera,sera:repair_promise:audit:d235:s04,repair promise,0.422208,0.446208,0.303182,0.285182,borrow_tool,True,True,True
4217,235,Tovan,tovan:care_favor:audit:d235:s05,care favor,0.429345,0.411345,0.401165,0.418165,return_tool,True,True,True
4218,235,Nia,nia:tool_loan:audit:d235:s06,tool loan,0.436332,0.460332,0.5767,0.5587,interrupt_work,True,True,True
4219,235,Ari,ari:repair_promise:audit:d235:s07,repair promise,0.44316,0.43916,0.695675,0.697675,wait_offscreen,True,True,True
4220,235,Fay,fay:care_favor:audit:d235:s08,care favor,0.449819,0.431819,0.563321,0.580321,repair_trust,True,True,True
4221,235,Milo,milo:tool_loan:audit:d235:s09,tool loan,0.4563,0.4523,0.375174,0.377174,move,True,True,True
4222,235,Sera,sera:repair_promise:audit:d235:s10,repair promise,0.462595,0.458595,0.303523,0.320523,talk,True,True,True
4223,235,Tovan,tovan:care_favor:audit:d235:s11,care favor,0.468695,0.450695,0.397347,0.414347,offer_help,True,True,True
4224,235,Nia,nia:tool_loan:audit:d235:s12,tool loan,0.474591,0.498591,0.577652,0.559652,borrow_tool,True,True,True
4225,235,Ari,ari:repair_promise:audit:d235:s13,repair promise,0.480275,0.462275,0.687612,0.704612,return_tool,True,True,True
4226,235,Fay,fay:care_favor:audit:d235:s14,care favor,0.48574,0.50974,0.575685,0.557685,interrupt_work,True,True,True
4227,235,Milo,milo:tool_loan:audit:d235:s15,tool loan,0.490978,0.486978,0.383156,0.385156,wait_offscreen,True,True,True
4228,235,Sera,sera:repair_promise:audit:d235:s16,repair promise,0.495983,0.477983,0.303603,0.320603,repair_trust,True,True,True
4229,235,Tovan,tovan:care_favor:audit:d235:s17,care favor,0.500746,0.496746,0.384342,0.386342,move,True,True,True
4230,236,Nia,nia:tool_loan:audit:d236:s00,tool loan,0.505262,0.487262,0.59167,0.60867,offer_help,True,True,True
4231,236,Ari,ari:repair_promise:audit:d236:s01,repair promise,0.509524,0.533524,0.694381,0.676381,borrow_tool,True,True,True
4232,236,Fay,fay:care_favor:audit:d236:s02,care favor,0.513527,0.495527,0.560641,0.577641,return_tool,True,True,True
4233,236,Milo,milo:tool_loan:audit:d236:s03,tool loan,0.517265,0.541265,0.360543,0.342543,interrupt_work,True,True,True
4234,236,Sera,sera:repair_promise:audit:d236:s04,repair promise,0.520733,0.516733,0.296321,0.298321,wait_offscreen,True,True,True
4235,236,Tovan,tovan:care_favor:audit:d236:s05,care favor,0.523926,0.505926,0.39397,0.41097,repair_trust,True,True,True
4236,236,Nia,nia:tool_loan:audit:d236:s06,tool loan,0.52684,0.52284,0.599459,0.601459,move,True,True,True
4237,236,Ari,ari:repair_promise:audit:d236:s07,repair promise,0.529471,0.525471,0.693874,0.710874,talk,True,True,True
4238,236,Fay,fay:care_favor:audit:d236:s08,care favor,0.531815,0.513815,0.563104,0.580104,offer_help,True,True,True
4239,236,Milo,milo:tool_loan:audit:d236:s09,tool loan,0.533869,0.557869,0.354678,0.336678,borrow_tool,True,True,True
4240,236,Sera,sera:repair_promise:audit:d236:s10,repair promise,0.535631,0.517631,0.284322,0.301322,return_tool,True,True,True
4241,236,Tovan,tovan:care_favor:audit:d236:s11,care favor,0.537097,0.561097,0.393432,0.375432,interrupt_work,True,True,True
4242,236,Nia,nia:tool_loan:audit:d236:s12,tool loan,0.538266,0.534266,0.592832,0.594832,wait_offscreen,True,True,True
4243,236,Ari,ari:repair_promise:audit:d236:s13,repair promise,0.539136,0.521136,0.677974,0.694974,repair_trust,True,True,True
4244,236,Fay,fay:care_favor:audit:d236:s14,care favor,0.539707,0.535707,0.556113,0.558113,move,True,True,True
4245,236,Milo,milo:tool_loan:audit:d236:s15,tool loan,0.539976,0.535976,0.356975,0.373975,talk,True,True,True
4246,236,Sera,sera:repair_promise:audit:d236:s16,repair promise,0.539945,0.521945,0.282659,0.299659,offer_help,True,True,True
4247,236,Tovan,tovan:care_favor:audit:d236:s17,care favor,0.539612,0.563612,0.405289,0.387289,borrow_tool,True,True,True
4248,237,Nia,nia:tool_loan:audit:d237:s00,tool loan,0.538979,0.562979,0.60812,0.59012,interrupt_work,True,True,True
4249,237,Ari,ari:repair_promise:audit:d237:s01,repair promise,0.538046,0.534046,0.675565,0.677565,wait_offscreen,True,True,True
4250,237,Fay,fay:care_favor:audit:d237:s02,care favor,0.536815,0.518815,0.55395,0.57095,repair_trust,True,True,True
4251,237,Milo,milo:tool_loan:audit:d237:s03,tool loan,0.535287,0.531287,0.346706,0.348706,move,True,True,True
4252,237,Sera,sera:repair_promise:audit:d237:s04,repair promise,0.533464,0.529464,0.286611,0.303611,talk,True,True,True
4253,237,Tovan,tovan:care_favor:audit:d237:s05,care favor,0.531349,0.513349,0.408454,0.425454,offer_help,True,True,True
4254,237,Nia,nia:tool_loan:audit:d237:s06,tool loan,0.528945,0.552945,0.608978,0.590978,borrow_tool,True,True,True
4255,237,Ari,ari:repair_promise:audit:d237:s07,repair promise,0.526254,0.508254,0.670776,0.687776,return_tool,True,True,True
4256,237,Fay,fay:care_favor:audit:d237:s08,care favor,0.523281,0.547281,0.536694,0.518694,interrupt_work,True,True,True
4257,237,Milo,milo:tool_loan:audit:d237:s09,tool loan,0.52003,0.51603,0.368271,0.370271,wait_offscreen,True,True,True
4258,237,Sera,sera:repair_promise:audit:d237:s10,repair promise,0.516506,0.498506,0.283997,0.300997,repair_trust,True,True,True
4259,237,Tovan,tovan:care_favor:audit:d237:s11,care favor,0.512712,0.508712,0.41488,0.41688,move,True,True,True
4260,237,Nia,nia:tool_loan:audit:d237:s12,tool loan,0.508654,0.504654,0.60527,0.62227,talk,True,True,True
4261,237,Ari,ari:repair_promise:audit:d237:s13,repair promise,0.504339,0.486339,0.685584,0.702584,offer_help,True,True,True
4262,237,Fay,fay:care_favor:audit:d237:s14,care favor,0.49977,0.52377,0.540399,0.522399,borrow_tool,True,True,True
4263,237,Milo,milo:tool_loan:audit:d237:s15,tool loan,0.494956,0.476956,0.365832,0.382832,return_tool,True,True,True
4264,237,Sera,sera:repair_promise:audit:d237:s16,repair promise,0.489903,0.513903,0.298111,0.280111,interrupt_work,True,True,True
4265,237,Tovan,tovan:care_favor:audit:d237:s17,care favor,0.484616,0.480616,0.421774,0.423774,wait_offscreen,True,True,True
4266,238,Nia,nia:tool_loan:audit:d238:s00,tool loan,0.479105,0.475105,0.621828,0.623828,move,True,True,True
4267,238,Ari,ari:repair_promise:audit:d238:s01,repair promise,0.473375,0.469375,0.677199,0.694199,talk,True,True,True
4268,238,Fay,fay:care_favor:audit:d238:s02,care favor,0.467436,0.449436,0.533894,0.550894,offer_help,True,True,True
4269,238,Milo,milo:tool_loan:audit:d238:s03,tool loan,0.461295,0.485295,0.348636,0.330636,borrow_tool,True,True,True
4270,238,Sera,sera:repair_promise:audit:d238:s04,repair promise,0.45496,0.43696,0.294605,0.311605,return_tool,True,True,True
4271,238,Tovan,tovan:care_favor:audit:d238:s05,care favor,0.448441,0.472441,0.42394,0.40594,interrupt_work,True,True,True
4272,238,Nia,nia:tool_loan:audit:d238:s06,tool loan,0.441746,0.437746,0.619853,0.621853,wait_offscreen,True,True,True
4273,238,Ari,ari:repair_promise:audit:d238:s07,repair promise,0.434884,0.416884,0.684712,0.701712,repair_trust,True,True,True
4274,238,Fay,fay:care_favor:audit:d238:s08,care favor,0.427865,0.423865,0.518352,0.520352,move,True,True,True
4275,238,Milo,milo:tool_loan:audit:d238:s09,tool loan,0.420698,0.416698,0.342124,0.359124,talk,True,True,True
4276,238,Sera,sera:repair_promise:audit:d238:s10,repair promise,0.413394,0.395394,0.301465,0.318465,offer_help,True,True,True
4277,238,Tovan,tovan:care_favor:audit:d238:s11,care favor,0.405962,0.429962,0.41973,0.40173,borrow_tool,True,True,True
4278,238,Nia,nia:tool_loan:audit:d238:s12,tool loan,0.398411,0.380411,0.623521,0.640521,return_tool,True,True,True
4279,238,Ari,ari:repair_promise:audit:d238:s13,repair promise,0.390754,0.414754,0.678015,0.660015,interrupt_work,True,True,True
4280,238,Fay,fay:care_favor:audit:d238:s14,care favor,0.383,0.379,0.518548,0.520548,wait_offscreen,True,True,True
4281,238,Milo,milo:tool_loan:audit:d238:s15,tool loan,0.375159,0.357159,0.35813,0.37513,repair_trust,True,True,True
4282,238,Sera,sera:repair_promise:audit:d238:s16,repair promise,0.367244,0.363244,0.302386,0.304386,move,True,True,True
4283,238,Tovan,tovan:care_favor:audit:d238:s17,care favor,0.359263,0.355263,0.425121,0.442121,talk,True,True,True
4284,239,Nia,nia:tool_loan:audit:d239:s00,tool loan,0.351229,0.375229,0.632897,0.614897,borrow_tool,True,True,True
4285,239,Ari,ari:repair_promise:audit:d239:s01,repair promise,0.343151,0.325151,0.672152,0.689152,return_tool,True,True,True
4286,239,Fay,fay:care_favor:audit:d239:s02,care favor,0.335043,0.359043,0.528088,0.510088,interrupt_work,True,True,True
4287,239,Milo,milo:tool_loan:audit:d239:s03,tool loan,0.326913,0.322913,0.327676,0.329676,wait_offscreen,True,True,True
4288,239,Sera,sera:repair_promise:audit:d239:s04,repair promise,0.318774,0.300774,0.29581,0.31281,repair_trust,True,True,True
4289,239,Tovan,tovan:care_favor:audit:d239:s05,care favor,0.310637,0.306637,0.441844,0.443844,move,True,True,True
4290,239,Nia,nia:tool_loan:audit:d239:s06,tool loan,0.302513,0.298513,0.616036,0.633036,talk,True,True,True
4291,239,Ari,ari:repair_promise:audit:d239:s07,repair promise,0.294412,0.276412,0.671004,0.688004,offer_help,True,True,True
4292,239,Fay,fay:care_favor:audit:d239:s08,care favor,0.286347,0.310347,0.50707,0.48907,borrow_tool,True,True,True
4293,239,Milo,milo:tool_loan:audit:d239:s09,tool loan,0.278328,0.260328,0.344613,0.361613,return_tool,True,True,True
4294,239,Sera,sera:repair_promise:audit:d239:s10,repair promise,0.270365,0.294365,0.310655,0.292655,interrupt_work,True,True,True
4295,239,Tovan,tovan:care_favor:audit:d239:s11,care favor,0.262471,0.258471,0.441257,0.443257,wait_offscreen,True,True,True
4296,239,Nia,nia:tool_loan:audit:d239:s12,tool loan,0.254655,0.236655,0.613686,0.630686,repair_trust,True,True,True
4297,239,Ari,ari:repair_promise:audit:d239:s13,repair promise,0.246929,0.242929,0.667948,0.669948,move,True,True,True
4298,239,Fay,fay:care_favor:audit:d239:s14,care favor,0.239303,0.235303,0.521768,0.538768,talk,True,True,True
4299,239,Milo,milo:tool_loan:audit:d239:s15,tool loan,0.231787,0.213787,0.338441,0.355441,offer_help,True,True,True
4300,239,Sera,sera:repair_promise:audit:d239:s16,repair promise,0.224393,0.248393,0.313393,0.295393,borrow_tool,True,True,True
4301,239,Tovan,tovan:care_favor:audit:d239:s17,care favor,0.217129,0.199129,0.441335,0.458335,return_tool,True,True,True
4302,240,Nia,nia:tool_loan:audit:d240:s00,tool loan,0.210005,0.206005,0.645696,0.647696,wait_offscreen,True,True,True
4303,240,Ari,ari:repair_promise:audit:d240:s01,repair promise,0.203033,0.185033,0.670308,0.687308,repair_trust,True,True,True
4304,240,Fay,fay:care_favor:audit:d240:s02,care favor,0.19622,0.19222,0.511958,0.513958,move,True,True,True
4305,240,Milo,milo:tool_loan:audit:d240:s03,tool loan,0.189577,0.185577,0.329782,0.346782,talk,True,True,True
4306,240,Sera,sera:repair_promise:audit:d240:s04,repair promise,0.183112,0.165112,0.298909,0.315909,offer_help,True,True,True
4307,240,Tovan,tovan:care_favor:audit:d240:s05,care favor,0.176835,0.200835,0.444101,0.426101,borrow_tool,True,True,True
