tick_id,day,session_id,settlement_id,resident_id,phrase,phrase_memory,phrase_context,mastery_before,mastery_after,trust_before,trust_after,used_in_current_loop,remembered_from_prior_session,saved_session_visible,no_autonomous_language_claim,no_llm_call
2985,166,session-028,moss_ward,Milo,path dry,waited during repair,save_session:raise warm-cup shelf:rain_gate,0.532,0.538,0.95,0.95,True,True,True,True,True
2986,166,session-028,glass_harbor,Sera,net keeper,shared crossing tea,path_to_site:relight public lamp:net_room,0.517,0.524,0.95,0.95,True,True,True,True,True
2987,166,session-028,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:sort ember fruit:shade_tent,0.529,0.535,0.95,0.95,True,True,True,True,True
2988,167,session-028,orchid_engine,Bea,gear lane,let orchid rest,save_session:tend orchid lamp:gear_wash,0.518,0.525,0.95,0.95,True,True,True,True,True
2989,167,session-028,moss_ward,Fay,ledger no touch,helped after rain,path_to_site:raise warm-cup shelf:root_alcove,0.52,0.526,0.95,0.95,True,True,True,True,True
2990,167,session-028,glass_harbor,Puck,lamp bright,kept net lane clear,pickup_tool:relight public lamp:lamp_pier,0.523,0.53,0.95,0.95,True,True,True,True,True
2991,167,session-028,cinder_garden,Wren,shade first,remembered shade first,execute_task:sort ember fruit:ash_path,0.52,0.526,0.95,0.95,True,True,True,True,True
2992,167,session-028,lichen_bridge,Kio,bowl shared,waited at the rope,recover_failed_work:mark signal bell:meal_room,0.519,0.526,0.95,0.95,True,True,True,True,True
2993,167,session-028,orchid_engine,Cai,valve wait,kept the gear lane open,drop_tool:stabilize steam kettle:engine_ring,0.516,0.523,0.95,0.95,True,True,True,True,True
2994,167,session-028,moss_ward,Milo,loom wait,asked before ledger,relationship_phrase:drain rain path:blanket_room,0.517,0.526,0.95,0.95,True,True,True,True,True
2995,167,session-028,glass_harbor,Sera,tea first,guarded lamp for me,save_session:mend fog net:fog_rail,0.533,0.54,0.95,0.95,True,True,True,True,True
2996,167,session-028,cinder_garden,Juno,seed sleep,left my basket sorted,path_to_site:cool ash path:seed_shelf,0.531,0.538,0.95,0.95,True,True,True,True,True
2997,167,session-028,lichen_bridge,Luma,signal hush,kept bowl shared,pickup_tool:repair meal ledger:signal_post,0.532,0.538,0.95,0.95,True,True,True,True,True
2998,167,session-028,orchid_engine,Dax,orchid rest,did not turn the valve,execute_task:listen to valve pulse:orchid_bay,0.524,0.531,0.95,0.95,True,True,True,True,True
2999,167,session-028,moss_ward,Tala,path dry,waited during repair,recover_failed_work:patch blanket loom:rain_gate,0.521,0.528,0.95,0.95,True,True,True,True,True
3000,167,session-028,glass_harbor,Nia,net keeper,shared crossing tea,drop_tool:seal fog catcher:net_room,0.524,0.531,0.95,0.95,True,True,True,True,True
3001,167,session-028,cinder_garden,Pax,cool hand,kept the path cool,relationship_phrase:repair seed calendar:shade_tent,0.526,0.534,0.95,0.95,True,True,True,True,True
3002,167,session-028,lichen_bridge,Rin,rope safe,heard my signal,save_session:test rope bridge:rope_bridge,0.53,0.537,0.95,0.95,True,True,True,True,True
3003,167,session-028,orchid_engine,Eli,gear lane,let orchid rest,path_to_site:clean gear wash:gear_wash,0.528,0.534,0.95,0.95,True,True,True,True,True
3004,167,session-028,moss_ward,Ari,ledger no touch,helped after rain,pickup_tool:copy root ledger:root_alcove,0.523,0.53,0.95,0.95,True,True,True,True,True
3005,167,session-028,glass_harbor,Oren,lamp bright,kept net lane clear,execute_task:mark crossing rope:lamp_pier,0.536,0.543,0.95,0.95,True,True,True,True,True
3006,168,session-028,lichen_bridge,Luma,bowl shared,waited at the rope,path_to_site:test rope bridge:meal_room,0.511,0.518,0.95,0.95,True,True,True,True,True
3007,168,session-028,orchid_engine,Dax,valve wait,kept the gear lane open,pickup_tool:clean gear wash:engine_ring,0.519,0.525,0.95,0.95,True,True,True,True,True
3008,168,session-028,moss_ward,Tala,loom wait,asked before ledger,execute_task:copy root ledger:blanket_room,0.52,0.527,0.95,0.95,True,True,True,True,True
3009,168,session-028,glass_harbor,Nia,tea first,guarded lamp for me,recover_failed_work:mark crossing rope:fog_rail,0.526,0.533,0.95,0.95,True,True,True,True,True
3010,168,session-028,cinder_garden,Pax,seed sleep,left my basket sorted,drop_tool:shade seed rows:seed_shelf,0.524,0.531,0.95,0.95,True,True,True,True,True
3011,168,session-028,lichen_bridge,Rin,signal hush,kept bowl shared,relationship_phrase:weave spare rope:signal_post,0.513,0.522,0.95,0.95,True,True,True,True,True
3012,168,session-028,orchid_engine,Eli,orchid rest,did not turn the valve,save_session:tend orchid lamp:orchid_bay,0.526,0.533,0.95,0.95,True,True,True,True,True
3013,168,session-028,moss_ward,Ari,path dry,waited during repair,path_to_site:raise warm-cup shelf:rain_gate,0.53,0.536,0.95,0.95,True,True,True,True,True
3014,168,session-028,glass_harbor,Oren,net keeper,shared crossing tea,pickup_tool:relight public lamp:net_room,0.526,0.533,0.95,0.95,True,True,True,True,True
3015,168,session-028,cinder_garden,Vale,cool hand,kept the path cool,execute_task:sort ember fruit:shade_tent,0.528,0.535,0.95,0.95,True,True,True,True,True
3016,168,session-028,lichen_bridge,Sol,rope safe,heard my signal,recover_failed_work:mark signal bell:rope_bridge,0.523,0.53,0.95,0.95,True,True,True,True,True
3017,168,session-028,orchid_engine,Bea,gear lane,let orchid rest,drop_tool:stabilize steam kettle:gear_wash,0.525,0.531,0.95,0.95,True,True,True,True,True
3018,168,session-028,moss_ward,Fay,ledger no touch,helped after rain,relationship_phrase:drain rain path:root_alcove,0.526,0.535,0.95,0.95,True,True,True,True,True
3019,168,session-028,glass_harbor,Puck,lamp bright,kept net lane clear,save_session:mend fog net:lamp_pier,0.53,0.536,0.95,0.95,True,True,True,True,True
3020,168,session-028,cinder_garden,Wren,shade first,remembered shade first,path_to_site:cool ash path:ash_path,0.526,0.533,0.95,0.95,True,True,True,True,True
3021,168,session-028,lichen_bridge,Kio,bowl shared,waited at the rope,pickup_tool:repair meal ledger:meal_room,0.526,0.532,0.95,0.95,True,True,True,True,True
3022,168,session-028,orchid_engine,Cai,valve wait,kept the gear lane open,execute_task:listen to valve pulse:engine_ring,0.523,0.53,0.95,0.95,True,True,True,True,True
3023,168,session-028,moss_ward,Milo,loom wait,asked before ledger,recover_failed_work:patch blanket loom:blanket_room,0.526,0.533,0.95,0.95,True,True,True,True,True
3024,169,session-029,cinder_garden,Vale,seed sleep,left my basket sorted,pickup_tool:cool ash path:seed_shelf,0.522,0.529,0.95,0.95,True,True,True,True,True
3025,169,session-029,lichen_bridge,Sol,signal hush,kept bowl shared,execute_task:repair meal ledger:signal_post,0.532,0.538,0.95,0.95,True,True,True,True,True
3026,169,session-029,orchid_engine,Bea,orchid rest,did not turn the valve,recover_failed_work:listen to valve pulse:orchid_bay,0.533,0.54,0.95,0.95,True,True,True,True,True
3027,169,session-029,moss_ward,Fay,path dry,waited during repair,drop_tool:patch blanket loom:rain_gate,0.533,0.54,0.95,0.95,True,True,True,True,True
3028,169,session-029,glass_harbor,Puck,net keeper,shared crossing tea,relationship_phrase:seal fog catcher:net_room,0.525,0.534,0.95,0.95,True,True,True,True,True
3029,169,session-029,cinder_garden,Wren,cool hand,kept the path cool,save_session:repair seed calendar:shade_tent,0.525,0.532,0.95,0.95,True,True,True,True,True
3030,169,session-029,lichen_bridge,Kio,rope safe,heard my signal,path_to_site:test rope bridge:rope_bridge,0.525,0.532,0.95,0.95,True,True,True,True,True
3031,169,session-029,orchid_engine,Cai,gear lane,let orchid rest,pickup_tool:clean gear wash:gear_wash,0.527,0.533,0.95,0.95,True,True,True,True,True
3032,169,session-029,moss_ward,Milo,ledger no touch,helped after rain,execute_task:copy root ledger:root_alcove,0.527,0.534,0.95,0.95,True,True,True,True,True
3033,169,session-029,glass_harbor,Sera,lamp bright,kept net lane clear,recover_failed_work:mark crossing rope:lamp_pier,0.528,0.535,0.95,0.95,True,True,True,True,True
3034,169,session-029,cinder_garden,Juno,shade first,remembered shade first,drop_tool:shade seed rows:ash_path,0.524,0.531,0.95,0.95,True,True,True,True,True
3035,169,session-029,lichen_bridge,Luma,bowl shared,waited at the rope,relationship_phrase:weave spare rope:meal_room,0.518,0.526,0.95,0.95,True,True,True,True,True
3036,169,session-029,orchid_engine,Dax,valve wait,kept the gear lane open,save_session:tend orchid lamp:engine_ring,0.525,0.532,0.95,0.95,True,True,True,True,True
3037,169,session-029,moss_ward,Tala,loom wait,asked before ledger,path_to_site:raise warm-cup shelf:blanket_room,0.527,0.533,0.95,0.95,True,True,True,True,True
3038,169,session-029,glass_harbor,Nia,tea first,guarded lamp for me,pickup_tool:relight public lamp:fog_rail,0.533,0.54,0.95,0.95,True,True,True,True,True
3039,169,session-029,cinder_garden,Pax,seed sleep,left my basket sorted,execute_task:sort ember fruit:seed_shelf,0.531,0.538,0.95,0.95,True,True,True,True,True
3040,169,session-029,lichen_bridge,Rin,signal hush,kept bowl shared,recover_failed_work:mark signal bell:signal_post,0.522,0.529,0.95,0.95,True,True,True,True,True
3041,169,session-029,orchid_engine,Eli,orchid rest,did not turn the valve,drop_tool:stabilize steam kettle:orchid_bay,0.533,0.54,0.95,0.95,True,True,True,True,True
3042,170,session-029,glass_harbor,Sera,net keeper,shared crossing tea,execute_task:relight public lamp:net_room,0.524,0.531,0.95,0.95,True,True,True,True,True
3043,170,session-029,cinder_garden,Juno,cool hand,kept the path cool,recover_failed_work:sort ember fruit:shade_tent,0.535,0.542,0.95,0.95,True,True,True,True,True
3044,170,session-029,lichen_bridge,Luma,rope safe,heard my signal,drop_tool:mark signal bell:rope_bridge,0.537,0.544,0.95,0.95,True,True,True,True,True
3045,170,session-029,orchid_engine,Dax,gear lane,let orchid rest,relationship_phrase:stabilize steam kettle:gear_wash,0.535,0.544,0.95,0.95,True,True,True,True,True
3046,170,session-029,moss_ward,Tala,ledger no touch,helped after rain,save_session:drain rain path:root_alcove,0.538,0.545,0.95,0.95,True,True,True,True,True
3047,170,session-029,glass_harbor,Nia,lamp bright,kept net lane clear,path_to_site:mend fog net:lamp_pier,0.53,0.536,0.95,0.95,True,True,True,True,True
3048,170,session-029,cinder_garden,Pax,shade first,remembered shade first,pickup_tool:cool ash path:ash_path,0.53,0.537,0.95,0.95,True,True,True,True,True
3049,170,session-029,lichen_bridge,Rin,bowl shared,waited at the rope,execute_task:repair meal ledger:meal_room,0.535,0.541,0.95,0.95,True,True,True,True,True
3050,170,session-029,orchid_engine,Eli,valve wait,kept the gear lane open,recover_failed_work:listen to valve pulse:engine_ring,0.534,0.541,0.95,0.95,True,True,True,True,True
3051,170,session-029,moss_ward,Ari,loom wait,asked before ledger,drop_tool:patch blanket loom:blanket_room,0.532,0.538,0.95,0.95,True,True,True,True,True
3052,170,session-029,glass_harbor,Oren,tea first,guarded lamp for me,relationship_phrase:seal fog catcher:fog_rail,0.528,0.537,0.95,0.95,True,True,True,True,True
3053,170,session-029,cinder_garden,Vale,seed sleep,left my basket sorted,save_session:repair seed calendar:seed_shelf,0.529,0.535,0.95,0.95,True,True,True,True,True
3054,170,session-029,lichen_bridge,Sol,signal hush,kept bowl shared,path_to_site:test rope bridge:signal_post,0.538,0.545,0.95,0.95,True,True,True,True,True
3055,170,session-029,orchid_engine,Bea,orchid rest,did not turn the valve,pickup_tool:clean gear wash:orchid_bay,0.54,0.546,0.95,0.95,True,True,True,True,True
3056,170,session-029,moss_ward,Fay,path dry,waited during repair,execute_task:copy root ledger:rain_gate,0.54,0.547,0.95,0.95,True,True,True,True,True
3057,170,session-029,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:mark crossing rope:net_room,0.534,0.541,0.95,0.95,True,True,True,True,True
3058,170,session-029,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:shade seed rows:shade_tent,0.532,0.539,0.95,0.95,True,True,True,True,True
3059,170,session-029,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:weave spare rope:rope_bridge,0.532,0.54,0.95,0.95,True,True,True,True,True
3060,171,session-029,moss_ward,Ari,ledger no touch,helped after rain,recover_failed_work:copy root ledger:root_alcove,0.53,0.537,0.95,0.95,True,True,True,True,True
3061,171,session-029,glass_harbor,Oren,lamp bright,kept net lane clear,drop_tool:mark crossing rope:lamp_pier,0.543,0.55,0.95,0.95,True,True,True,True,True
3062,171,session-029,cinder_garden,Vale,shade first,remembered shade first,relationship_phrase:shade seed rows:ash_path,0.538,0.547,0.95,0.95,True,True,True,True,True
3063,171,session-029,lichen_bridge,Sol,bowl shared,waited at the rope,save_session:weave spare rope:meal_room,0.536,0.543,0.95,0.95,True,True,True,True,True
3064,171,session-029,orchid_engine,Bea,valve wait,kept the gear lane open,path_to_site:tend orchid lamp:engine_ring,0.532,0.539,0.95,0.95,True,True,True,True,True
3065,171,session-029,moss_ward,Fay,loom wait,asked before ledger,pickup_tool:raise warm-cup shelf:blanket_room,0.523,0.529,0.95,0.95,True,True,True,True,True
3066,171,session-029,glass_harbor,Puck,tea first,guarded lamp for me,execute_task:relight public lamp:fog_rail,0.529,0.536,0.95,0.95,True,True,True,True,True
3067,171,session-029,cinder_garden,Wren,seed sleep,left my basket sorted,recover_failed_work:sort ember fruit:seed_shelf,0.535,0.542,0.95,0.95,True,True,True,True,True
3068,171,session-029,lichen_bridge,Kio,signal hush,kept bowl shared,drop_tool:mark signal bell:signal_post,0.537,0.544,0.95,0.95,True,True,True,True,True
3069,171,session-029,orchid_engine,Cai,orchid rest,did not turn the valve,relationship_phrase:stabilize steam kettle:orchid_bay,0.541,0.549,0.95,0.95,True,True,True,True,True
3070,171,session-029,moss_ward,Milo,path dry,waited during repair,save_session:drain rain path:rain_gate,0.538,0.545,0.95,0.95,True,True,True,True,True
3071,171,session-029,glass_harbor,Sera,net keeper,shared crossing tea,path_to_site:mend fog net:net_room,0.531,0.537,0.95,0.95,True,True,True,True,True
3072,171,session-029,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:cool ash path:shade_tent,0.542,0.549,0.95,0.95,True,True,True,True,True
3073,171,session-029,lichen_bridge,Luma,rope safe,heard my signal,execute_task:repair meal ledger:rope_bridge,0.544,0.551,0.95,0.95,True,True,True,True,True
3074,171,session-029,orchid_engine,Dax,gear lane,let orchid rest,recover_failed_work:listen to valve pulse:gear_wash,0.544,0.551,0.95,0.95,True,True,True,True,True
3075,171,session-029,moss_ward,Tala,ledger no touch,helped after rain,drop_tool:patch blanket loom:root_alcove,0.545,0.552,0.95,0.95,True,True,True,True,True
3076,171,session-029,glass_harbor,Nia,lamp bright,kept net lane clear,relationship_phrase:seal fog catcher:lamp_pier,0.536,0.545,0.95,0.95,True,True,True,True,True
3077,171,session-029,cinder_garden,Pax,shade first,remembered shade first,save_session:repair seed calendar:ash_path,0.537,0.543,0.95,0.95,True,True,True,True,True
3078,172,session-029,orchid_engine,Cai,valve wait,kept the gear lane open,drop_tool:listen to valve pulse:engine_ring,0.53,0.537,0.95,0.95,True,True,True,True,True
3079,172,session-029,moss_ward,Milo,loom wait,asked before ledger,relationship_phrase:patch blanket loom:blanket_room,0.533,0.542,0.95,0.95,True,True,True,True,True
3080,172,session-029,glass_harbor,Sera,tea first,guarded lamp for me,save_session:seal fog catcher:fog_rail,0.54,0.547,0.95,0.95,True,True,True,True,True
3081,172,session-029,cinder_garden,Juno,seed sleep,left my basket sorted,path_to_site:repair seed calendar:seed_shelf,0.538,0.544,0.95,0.95,True,True,True,True,True
3082,172,session-029,lichen_bridge,Luma,signal hush,kept bowl shared,pickup_tool:test rope bridge:signal_post,0.538,0.545,0.95,0.95,True,True,True,True,True
3083,172,session-029,orchid_engine,Dax,orchid rest,did not turn the valve,execute_task:clean gear wash:orchid_bay,0.531,0.538,0.95,0.95,True,True,True,True,True
3084,172,session-029,moss_ward,Tala,path dry,waited during repair,recover_failed_work:copy root ledger:rain_gate,0.528,0.535,0.95,0.95,True,True,True,True,True
3085,172,session-029,glass_harbor,Nia,net keeper,shared crossing tea,drop_tool:mark crossing rope:net_room,0.531,0.537,0.95,0.95,True,True,True,True,True
3086,172,session-029,cinder_garden,Pax,cool hand,kept the path cool,relationship_phrase:shade seed rows:shade_tent,0.534,0.543,0.95,0.95,True,True,True,True,True
3087,172,session-029,lichen_bridge,Rin,rope safe,heard my signal,save_session:weave spare rope:rope_bridge,0.537,0.544,0.95,0.95,True,True,True,True,True
3088,172,session-029,orchid_engine,Eli,gear lane,let orchid rest,path_to_site:tend orchid lamp:gear_wash,0.534,0.541,0.95,0.95,True,True,True,True,True
3089,172,session-029,moss_ward,Ari,ledger no touch,helped after rain,pickup_tool:raise warm-cup shelf:root_alcove,0.537,0.543,0.95,0.95,True,True,True,True,True
3090,172,session-029,glass_harbor,Oren,lamp bright,kept net lane clear,execute_task:relight public lamp:lamp_pier,0.55,0.557,0.95,0.95,True,True,True,True,True
3091,172,session-029,cinder_garden,Vale,shade first,remembered shade first,recover_failed_work:sort ember fruit:ash_path,0.547,0.554,0.95,0.95,True,True,True,True,True
3092,172,session-029,lichen_bridge,Sol,bowl shared,waited at the rope,drop_tool:mark signal bell:meal_room,0.543,0.55,0.95,0.95,True,True,True,True,True
3093,172,session-029,orchid_engine,Bea,valve wait,kept the gear lane open,relationship_phrase:stabilize steam kettle:engine_ring,0.539,0.547,0.95,0.95,True,True,True,True,True
3094,172,session-029,moss_ward,Fay,loom wait,asked before ledger,save_session:drain rain path:blanket_room,0.529,0.536,0.95,0.95,True,True,True,True,True
3095,172,session-029,glass_harbor,Puck,tea first,guarded lamp for me,path_to_site:mend fog net:fog_rail,0.536,0.543,0.95,0.95,True,True,True,True,True
3096,173,session-029,lichen_bridge,Rin,signal hush,kept bowl shared,relationship_phrase:mark signal bell:signal_post,0.529,0.538,0.95,0.95,True,True,True,True,True
3097,173,session-029,orchid_engine,Eli,orchid rest,did not turn the valve,save_session:stabilize steam kettle:orchid_bay,0.54,0.547,0.95,0.95,True,True,True,True,True
3098,173,session-029,moss_ward,Ari,path dry,waited during repair,path_to_site:drain rain path:rain_gate,0.536,0.543,0.95,0.95,True,True,True,True,True
3099,173,session-029,glass_harbor,Oren,net keeper,shared crossing tea,pickup_tool:mend fog net:net_room,0.533,0.539,0.95,0.95,True,True,True,True,True
3100,173,session-029,cinder_garden,Vale,cool hand,kept the path cool,execute_task:cool ash path:shade_tent,0.535,0.542,0.95,0.95,True,True,True,True,True
3101,173,session-029,lichen_bridge,Sol,rope safe,heard my signal,recover_failed_work:repair meal ledger:rope_bridge,0.53,0.537,0.95,0.95,True,True,True,True,True
3102,173,session-029,orchid_engine,Bea,gear lane,let orchid rest,drop_tool:listen to valve pulse:gear_wash,0.531,0.538,0.95,0.95,True,True,True,True,True
3103,173,session-029,moss_ward,Fay,ledger no touch,helped after rain,relationship_phrase:patch blanket loom:root_alcove,0.535,0.543,0.95,0.95,True,True,True,True,True
3104,173,session-029,glass_harbor,Puck,lamp bright,kept net lane clear,save_session:seal fog catcher:lamp_pier,0.536,0.543,0.95,0.95,True,True,True,True,True
3105,173,session-029,cinder_garden,Wren,shade first,remembered shade first,path_to_site:repair seed calendar:ash_path,0.533,0.539,0.95,0.95,True,True,True,True,True
3106,173,session-029,lichen_bridge,Kio,bowl shared,waited at the rope,pickup_tool:test rope bridge:meal_room,0.532,0.539,0.95,0.95,True,True,True,True,True
3107,173,session-029,orchid_engine,Cai,valve wait,kept the gear lane open,execute_task:clean gear wash:engine_ring,0.537,0.544,0.95,0.95,True,True,True,True,True
3108,173,session-029,moss_ward,Milo,loom wait,asked before ledger,recover_failed_work:copy root ledger:blanket_room,0.542,0.549,0.95,0.95,True,True,True,True,True
3109,173,session-029,glass_harbor,Sera,tea first,guarded lamp for me,drop_tool:mark crossing rope:fog_rail,0.547,0.554,0.95,0.95,True,True,True,True,True
3110,173,session-029,cinder_garden,Juno,seed sleep,left my basket sorted,relationship_phrase:shade seed rows:seed_shelf,0.544,0.553,0.95,0.95,True,True,True,True,True
3111,173,session-029,lichen_bridge,Luma,signal hush,kept bowl shared,save_session:weave spare rope:signal_post,0.545,0.551,0.95,0.95,True,True,True,True,True
3112,173,session-029,orchid_engine,Dax,orchid rest,did not turn the valve,path_to_site:tend orchid lamp:orchid_bay,0.538,0.545,0.95,0.95,True,True,True,True,True
3113,173,session-029,moss_ward,Tala,path dry,waited during repair,pickup_tool:raise warm-cup shelf:rain_gate,0.535,0.541,0.95,0.95,True,True,True,True,True
3114,174,session-029,cinder_garden,Wren,cool hand,kept the path cool,save_session:shade seed rows:shade_tent,0.539,0.546,0.95,0.95,True,True,True,True,True
3115,174,session-029,lichen_bridge,Kio,rope safe,heard my signal,path_to_site:weave spare rope:rope_bridge,0.54,0.546,0.95,0.95,True,True,True,True,True
3116,174,session-029,orchid_engine,Cai,gear lane,let orchid rest,pickup_tool:tend orchid lamp:gear_wash,0.533,0.54,0.95,0.95,True,True,True,True,True
3117,174,session-029,moss_ward,Milo,ledger no touch,helped after rain,execute_task:raise warm-cup shelf:root_alcove,0.534,0.54,0.95,0.95,True,True,True,True,True
3118,174,session-029,glass_harbor,Sera,lamp bright,kept net lane clear,recover_failed_work:relight public lamp:lamp_pier,0.535,0.542,0.95,0.95,True,True,True,True,True
3119,174,session-029,cinder_garden,Juno,shade first,remembered shade first,drop_tool:sort ember fruit:ash_path,0.531,0.537,0.95,0.95,True,True,True,True,True
3120,174,session-029,lichen_bridge,Luma,bowl shared,waited at the rope,relationship_phrase:mark signal bell:meal_room,0.526,0.535,0.95,0.95,True,True,True,True,True
3121,174,session-029,orchid_engine,Dax,valve wait,kept the gear lane open,save_session:stabilize steam kettle:engine_ring,0.532,0.538,0.95,0.95,True,True,True,True,True
3122,174,session-029,moss_ward,Tala,loom wait,asked before ledger,path_to_site:drain rain path:blanket_room,0.533,0.54,0.95,0.95,True,True,True,True,True
3123,174,session-029,glass_harbor,Nia,tea first,guarded lamp for me,pickup_tool:mend fog net:fog_rail,0.54,0.546,0.95,0.95,True,True,True,True,True
3124,174,session-029,cinder_garden,Pax,seed sleep,left my basket sorted,execute_task:cool ash path:seed_shelf,0.538,0.545,0.95,0.95,True,True,True,True,True
3125,174,session-029,lichen_bridge,Rin,signal hush,kept bowl shared,recover_failed_work:repair meal ledger:signal_post,0.538,0.545,0.95,0.95,True,True,True,True,True
3126,174,session-029,orchid_engine,Eli,orchid rest,did not turn the valve,drop_tool:listen to valve pulse:orchid_bay,0.547,0.554,0.95,0.95,True,True,True,True,True
3127,174,session-029,moss_ward,Ari,path dry,waited during repair,relationship_phrase:patch blanket loom:rain_gate,0.543,0.551,0.95,0.95,True,True,True,True,True
3128,174,session-029,glass_harbor,Oren,net keeper,shared crossing tea,save_session:seal fog catcher:net_room,0.539,0.546,0.95,0.95,True,True,True,True,True
3129,174,session-029,cinder_garden,Vale,cool hand,kept the path cool,path_to_site:repair seed calendar:shade_tent,0.542,0.548,0.95,0.95,True,True,True,True,True
3130,174,session-029,lichen_bridge,Sol,rope safe,heard my signal,pickup_tool:test rope bridge:rope_bridge,0.537,0.544,0.95,0.95,True,True,True,True,True
3131,174,session-029,orchid_engine,Bea,gear lane,let orchid rest,execute_task:clean gear wash:gear_wash,0.538,0.544,0.95,0.95,True,True,True,True,True
3132,175,session-030,glass_harbor,Nia,lamp bright,kept net lane clear,path_to_site:seal fog catcher:lamp_pier,0.545,0.552,0.95,0.95,True,True,True,True,True
3133,175,session-030,cinder_garden,Pax,shade first,remembered shade first,pickup_tool:repair seed calendar:ash_path,0.543,0.55,0.95,0.95,True,True,True,True,True
3134,175,session-030,lichen_bridge,Rin,bowl shared,waited at the rope,execute_task:test rope bridge:meal_room,0.541,0.548,0.95,0.95,True,True,True,True,True
3135,175,session-030,orchid_engine,Eli,valve wait,kept the gear lane open,recover_failed_work:clean gear wash:engine_ring,0.541,0.548,0.95,0.95,True,True,True,True,True
3136,175,session-030,moss_ward,Ari,loom wait,asked before ledger,drop_tool:copy root ledger:blanket_room,0.538,0.545,0.95,0.95,True,True,True,True,True
3137,175,session-030,glass_harbor,Oren,tea first,guarded lamp for me,relationship_phrase:mark crossing rope:fog_rail,0.537,0.546,0.95,0.95,True,True,True,True,True
3138,175,session-030,cinder_garden,Vale,seed sleep,left my basket sorted,save_session:shade seed rows:seed_shelf,0.535,0.542,0.95,0.95,True,True,True,True,True
3139,175,session-030,lichen_bridge,Sol,signal hush,kept bowl shared,path_to_site:weave spare rope:signal_post,0.545,0.552,0.95,0.95,True,True,True,True,True
3140,175,session-030,orchid_engine,Bea,orchid rest,did not turn the valve,pickup_tool:tend orchid lamp:orchid_bay,0.546,0.553,0.95,0.95,True,True,True,True,True
3141,175,session-030,moss_ward,Fay,path dry,waited during repair,execute_task:raise warm-cup shelf:rain_gate,0.547,0.554,0.95,0.95,True,True,True,True,True
3142,175,session-030,glass_harbor,Puck,net keeper,shared crossing tea,recover_failed_work:relight public lamp:net_room,0.541,0.548,0.95,0.95,True,True,True,True,True
3143,175,session-030,cinder_garden,Wren,cool hand,kept the path cool,drop_tool:sort ember fruit:shade_tent,0.546,0.553,0.95,0.95,True,True,True,True,True
3144,175,session-030,lichen_bridge,Kio,rope safe,heard my signal,relationship_phrase:mark signal bell:rope_bridge,0.546,0.555,0.95,0.95,True,True,True,True,True
3145,175,session-030,orchid_engine,Cai,gear lane,let orchid rest,save_session:stabilize steam kettle:gear_wash,0.54,0.547,0.95,0.95,True,True,True,True,True
3146,175,session-030,moss_ward,Milo,ledger no touch,helped after rain,path_to_site:drain rain path:root_alcove,0.54,0.547,0.95,0.95,True,True,True,True,True
3147,175,session-030,glass_harbor,Sera,lamp bright,kept net lane clear,pickup_tool:mend fog net:lamp_pier,0.542,0.548,0.95,0.95,True,True,True,True,True
3148,175,session-030,cinder_garden,Juno,shade first,remembered shade first,execute_task:cool ash path:ash_path,0.537,0.544,0.95,0.95,True,True,True,True,True
3149,175,session-030,lichen_bridge,Luma,bowl shared,waited at the rope,recover_failed_work:repair meal ledger:meal_room,0.535,0.542,0.95,0.95,True,True,True,True,True
3150,176,session-030,moss_ward,Fay,loom wait,asked before ledger,pickup_tool:drain rain path:blanket_room,0.536,0.543,0.95,0.95,True,True,True,True,True
3151,176,session-030,glass_harbor,Puck,tea first,guarded lamp for me,execute_task:mend fog net:fog_rail,0.543,0.549,0.95,0.95,True,True,True,True,True
3152,176,session-030,cinder_garden,Wren,seed sleep,left my basket sorted,recover_failed_work:cool ash path:seed_shelf,0.542,0.549,0.95,0.95,True,True,True,True,True
3153,176,session-030,lichen_bridge,Kio,signal hush,kept bowl shared,drop_tool:repair meal ledger:signal_post,0.544,0.55,0.95,0.95,True,True,True,True,True
3154,176,session-030,orchid_engine,Cai,orchid rest,did not turn the valve,relationship_phrase:listen to valve pulse:orchid_bay,0.549,0.558,0.95,0.95,True,True,True,True,True
3155,176,session-030,moss_ward,Milo,path dry,waited during repair,save_session:patch blanket loom:rain_gate,0.545,0.551,0.95,0.95,True,True,True,True,True
3156,176,session-030,glass_harbor,Sera,net keeper,shared crossing tea,path_to_site:seal fog catcher:net_room,0.537,0.544,0.95,0.95,True,True,True,True,True
3157,176,session-030,cinder_garden,Juno,cool hand,kept the path cool,pickup_tool:repair seed calendar:shade_tent,0.549,0.555,0.95,0.95,True,True,True,True,True
3158,176,session-030,lichen_bridge,Luma,rope safe,heard my signal,execute_task:test rope bridge:rope_bridge,0.551,0.558,0.95,0.95,True,True,True,True,True
3159,176,session-030,orchid_engine,Dax,gear lane,let orchid rest,recover_failed_work:clean gear wash:gear_wash,0.551,0.558,0.95,0.95,True,True,True,True,True
3160,176,session-030,moss_ward,Tala,ledger no touch,helped after rain,drop_tool:copy root ledger:root_alcove,0.552,0.559,0.95,0.95,True,True,True,True,True
