tick_id,settlement_id,ritual_anchor,technology_stage,practical_use,dialect_id,inherited_from_deep_time,bound_to_play_action,continuity_hash
827,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-564880
828,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-897396
829,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-796738
830,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-654028
831,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-765337
832,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-556784
833,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-608349
834,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-730464
835,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-835471
836,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-763220
837,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-603180
838,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-520068
839,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-503494
840,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-656399
841,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-869188
842,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-590410
843,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-530475
844,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-643464
845,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-495295
846,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-831487
847,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-925361
848,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-648036
849,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-702383
850,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-589848
851,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-439306
852,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-869579
853,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-590801
854,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-530866
855,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-643855
856,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-495686
857,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-831878
858,riverbend,plank-listening-avatar waiting myth,route engines,dry crossing,riverbend-dialect-8,True,True,v38-925752
859,roofward,sun-ledger-trade witness,civic observatories,herb preservation,roofward-dialect-8,True,True,v38-648427
860,archive,spool-naming-boundary asking,memory looms,signal memory,archive-dialect-8,True,True,v38-701009
861,signal,lantern-turning-child naming,signal lenses,path visibility,signal-dialect-8,True,True,v38-590239
862,orchard,satchel-vow-seasonal repair,water clocks,dry seed continuity,orchard-dialect-8,True,True,v38-439697
863,repair_ring,spark-distance-object blessing,kiln alloys,safe repair space,repair_ring-dialect-8,True,True,v38-657377
