tick_id,day,agent_id,talk_count,recent_pattern,trust_avatar,guardedness,attachment_security,grudge_pressure,forgiveness_progress,repeated_talk_changed_behavior,behavior_summary
1256,105,Ari,120,"ask_help,offer_apology,request_owned_object",0.89,0.795,0.936,0.86115,0.693,True,keeps distance
1257,105,Fay,120,"offer_care,move_owned_object,interrupt_task",0.16,0.92,0.532,0.9,0.02,True,keeps distance
1259,105,Milo,120,"ask_permission,request_owned_object,ask_permission",0.13,0.908,0.234,0.85695,0.029,True,keeps distance
1260,106,Ivo,121,"offer_care,give_space,protect_object",0.96,0.231,0.96,0.8055,0.926,True,approaches after care
1262,106,Ari,121,"offer_apology,request_owned_object,offer_care",0.94,0.755,0.96,0.8482,0.696,True,keeps distance
1264,106,Nia,121,"protect_object,ask_help,ask_status",0.96,0.031,0.96,0.7915,0.892,True,approaches after care
1267,106,Juno,121,"misname_agent,ask_permission,request_owned_object",0.105,0.912,0.184,0.8776,0.026,True,keeps distance
1269,106,Fay,121,"move_owned_object,interrupt_task,misname_agent",0.11,0.92,0.506,0.9,0.02,True,keeps distance
1271,106,Milo,121,"request_owned_object,ask_permission,move_owned_object",0.08,0.92,0.238,0.9,0.02,True,keeps distance
1272,107,Ivo,122,"give_space,protect_object,ask_help",0.96,0.227,0.96,0.78975,0.929,True,approaches after care
1273,107,Juno,122,"ask_permission,request_owned_object,request_owned_object",0.135,0.908,0.188,0.8664,0.029,True,keeps distance
1274,107,Ari,122,"request_owned_object,offer_care,give_space",0.96,0.715,0.96,0.83525,0.736,True,keeps distance
1276,107,Nia,122,"ask_help,ask_status,request_owned_object",0.96,0.027,0.96,0.7796,0.895,True,approaches after care
1279,107,Juno,123,"request_owned_object,request_owned_object,ask_permission",0.165,0.904,0.192,0.8552,0.032,True,keeps distance
1281,107,Fay,122,"interrupt_task,misname_agent,ask_permission",0.14,0.916,0.51,0.88285,0.023,True,keeps distance
1283,107,Milo,122,"ask_permission,move_owned_object,interrupt_task",0.04,0.92,0.212,0.9,0.02,True,keeps distance
1284,108,Ivo,123,"protect_object,ask_help,ask_status",0.96,0.223,0.96,0.774,0.932,True,approaches after care
1286,108,Ari,123,"offer_care,give_space,protect_object",0.96,0.675,0.96,0.8223,0.739,True,keeps distance
1288,108,Nia,123,"ask_status,request_owned_object,move_owned_object",0.91,0.082,0.96,0.8496,0.879,True,approaches after care
1290,108,Ivo,124,"ask_help,ask_status,request_owned_object",0.96,0.219,0.96,0.75825,0.935,True,approaches after care
1291,108,Juno,124,"request_owned_object,ask_permission,move_owned_object",0.115,0.92,0.196,0.9,0.02,True,keeps distance
1293,108,Fay,123,"misname_agent,ask_permission,request_owned_object",0.17,0.912,0.514,0.8657,0.026,True,keeps distance
1295,108,Milo,123,"move_owned_object,interrupt_task,request_owned_object",0.07,0.916,0.216,0.88565,0.023,True,keeps distance
1296,109,Ivo,125,"ask_status,request_owned_object,request_owned_object",0.96,0.215,0.96,0.7425,0.938,True,approaches after care
1298,109,Ari,124,"give_space,protect_object,ask_help",0.96,0.671,0.96,0.80935,0.742,True,keeps distance
1300,109,Nia,124,"request_owned_object,move_owned_object,interrupt_task",0.86,0.137,0.934,0.9,0.863,True,approaches after care
1301,109,Milo,124,"interrupt_task,request_owned_object,ask_permission",0.1,0.912,0.22,0.8713,0.026,True,keeps distance
1303,109,Juno,125,"ask_permission,move_owned_object,interrupt_task",0.065,0.92,0.17,0.9,0.02,True,keeps distance
1305,109,Fay,124,"ask_permission,request_owned_object,ask_permission",0.2,0.908,0.518,0.84855,0.029,True,keeps distance
1307,109,Milo,125,"request_owned_object,ask_permission,ask_permission",0.13,0.908,0.224,0.85695,0.029,True,keeps distance
1308,110,Juno,126,"move_owned_object,interrupt_task,interrupt_task",0.04,0.92,0.144,0.9,0.02,True,keeps distance
1310,110,Fay,125,"request_owned_object,ask_permission,request_owned_object",0.23,0.904,0.522,0.8314,0.032,True,keeps distance
1311,110,Nia,125,"move_owned_object,interrupt_task,interrupt_task",0.81,0.192,0.908,0.9,0.847,True,approaches after care
1312,110,Milo,126,"ask_permission,ask_permission,ask_permission",0.16,0.904,0.228,0.8426,0.032,True,keeps distance
1315,110,Ari,125,"protect_object,ask_help,ask_permission",0.96,0.667,0.96,0.7964,0.745,True,keeps distance
1317,110,Nia,126,"interrupt_task,interrupt_task,interrupt_task",0.76,0.247,0.882,0.9,0.831,True,approaches after care
1319,110,Ivo,126,"request_owned_object,request_owned_object,interrupt_task",0.91,0.27,0.934,0.8125,0.922,True,approaches after care
1320,111,Juno,127,"interrupt_task,interrupt_task,misname_agent",0.04,0.92,0.118,0.9,0.02,True,keeps distance
1322,111,Fay,126,"ask_permission,request_owned_object,move_owned_object",0.18,0.92,0.526,0.9,0.02,True,keeps distance
1324,111,Milo,127,"ask_permission,ask_permission,request_owned_object",0.19,0.9,0.232,0.82825,0.035,True,keeps distance
1327,111,Ari,126,"ask_help,ask_permission,request_owned_object",0.96,0.663,0.96,0.78345,0.748,True,keeps distance
1328,111,Fay,127,"request_owned_object,move_owned_object,move_owned_object",0.13,0.92,0.53,0.9,0.02,True,keeps distance
1329,111,Nia,127,"interrupt_task,interrupt_task,request_owned_object",0.79,0.243,0.886,0.8881,0.834,True,approaches after care
1331,111,Ivo,127,"request_owned_object,interrupt_task,ask_help",0.925,0.266,0.938,0.79675,0.925,True,approaches after care
1332,112,Juno,128,"interrupt_task,misname_agent,ask_permission",0.07,0.916,0.122,0.8888,0.023,True,keeps distance
1333,112,Ari,127,"ask_permission,request_owned_object,request_owned_object",0.96,0.659,0.96,0.7705,0.751,True,keeps distance
1334,112,Fay,128,"move_owned_object,move_owned_object,interrupt_task",0.08,0.92,0.504,0.9,0.02,True,keeps distance
1336,112,Milo,128,"ask_permission,request_owned_object,ask_permission",0.22,0.896,0.236,0.8139,0.038,True,keeps distance
1339,112,Ari,128,"request_owned_object,request_owned_object,ask_permission",0.96,0.655,0.96,0.75755,0.754,True,keeps distance
1341,112,Nia,128,"interrupt_task,request_owned_object,ask_permission",0.82,0.239,0.89,0.8762,0.837,True,approaches after care
1343,112,Ivo,128,"interrupt_task,ask_help,offer_apology",0.96,0.226,0.942,0.781,0.94,True,approaches after care
1344,113,Juno,129,"misname_agent,ask_permission,request_owned_object",0.1,0.912,0.126,0.8776,0.026,True,keeps distance
1346,113,Fay,129,"move_owned_object,interrupt_task,misname_agent",0.04,0.92,0.478,0.9,0.02,True,keeps distance
1348,113,Milo,129,"request_owned_object,ask_permission,move_owned_object",0.17,0.92,0.24,0.8839,0.022,True,keeps distance
1351,113,Ari,129,"request_owned_object,ask_permission,move_owned_object",0.91,0.71,0.96,0.82755,0.738,True,keeps distance
1353,113,Nia,129,"request_owned_object,ask_permission,move_owned_object",0.77,0.294,0.894,0.9,0.821,True,approaches after care
1355,113,Ivo,129,"ask_help,offer_apology,offer_care",0.96,0.186,0.96,0.76525,0.94,True,approaches after care
1356,114,Juno,130,"ask_permission,request_owned_object,ask_permission",0.13,0.908,0.13,0.8664,0.029,True,keeps distance
1358,114,Fay,130,"interrupt_task,misname_agent,ask_permission",0.07,0.916,0.482,0.88285,0.023,True,keeps distance
1360,114,Milo,130,"ask_permission,move_owned_object,interrupt_task",0.12,0.92,0.214,0.9,0.02,True,keeps distance
1362,114,Juno,131,"request_owned_object,ask_permission,interrupt_task",0.08,0.92,0.104,0.9,0.02,True,keeps distance
1363,114,Ari,130,"ask_permission,move_owned_object,interrupt_task",0.86,0.765,0.934,0.89755,0.722,True,keeps distance
1365,114,Nia,130,"ask_permission,move_owned_object,interrupt_task",0.72,0.349,0.868,0.9,0.805,True,approaches after care
1367,114,Ivo,130,"offer_apology,offer_care,give_space",0.96,0.146,0.96,0.7495,0.94,True,approaches after care
1368,115,Juno,132,"ask_permission,interrupt_task,move_owned_object",0.04,0.92,0.108,0.9,0.02,True,keeps distance
1370,115,Fay,131,"misname_agent,ask_permission,request_owned_object",0.1,0.912,0.486,0.8657,0.026,True,keeps distance
1372,115,Milo,131,"move_owned_object,interrupt_task,request_owned_object",0.15,0.916,0.218,0.88565,0.023,True,keeps distance
1373,115,Ivo,131,"offer_care,give_space,move_owned_object",0.91,0.201,0.96,0.8195,0.924,True,approaches after care
1375,115,Ari,131,"move_owned_object,interrupt_task,request_owned_object",0.89,0.761,0.938,0.8846,0.725,True,keeps distance
1377,115,Nia,131,"move_owned_object,interrupt_task,ask_help",0.735,0.345,0.872,0.8881,0.808,True,approaches after care
1379,115,Ivo,132,"give_space,move_owned_object,protect_object",0.96,0.161,0.96,0.80375,0.927,True,approaches after care
1380,116,Juno,133,"interrupt_task,move_owned_object,interrupt_task",0.04,0.92,0.082,0.9,0.02,True,keeps distance
1382,116,Fay,132,"ask_permission,request_owned_object,ask_permission",0.13,0.908,0.49,0.84855,0.029,True,keeps distance
1384,116,Milo,132,"interrupt_task,request_owned_object,ask_permission",0.18,0.912,0.222,0.8713,0.026,True,keeps distance
1387,116,Ari,132,"interrupt_task,request_owned_object,ask_permission",0.92,0.757,0.942,0.87165,0.728,True,keeps distance
1389,116,Nia,132,"interrupt_task,ask_help,offer_apology",0.785,0.305,0.876,0.8762,0.848,True,approaches after care
1390,116,Milo,133,"request_owned_object,ask_permission,give_space",0.23,0.872,0.258,0.85695,0.066,True,keeps distance
1391,116,Ivo,133,"move_owned_object,protect_object,ask_help",0.96,0.157,0.96,0.788,0.93,True,approaches after care
1392,117,Juno,134,"move_owned_object,interrupt_task,request_owned_object",0.07,0.916,0.086,0.8888,0.023,True,keeps distance
1394,117,Fay,133,"request_owned_object,ask_permission,move_owned_object",0.08,0.92,0.494,0.9,0.02,True,keeps distance
1395,117,Nia,133,"ask_help,offer_apology,request_owned_object",0.815,0.301,0.88,0.8643,0.851,True,approaches after care
1396,117,Milo,134,"ask_permission,give_space,move_owned_object",0.18,0.92,0.262,0.9,0.05,True,keeps distance
1399,117,Ari,133,"request_owned_object,ask_permission,move_owned_object",0.87,0.812,0.946,0.9,0.712,True,keeps distance
1401,117,Nia,134,"offer_apology,request_owned_object,offer_care",0.865,0.261,0.916,0.8524,0.854,True,approaches after care
1403,117,Ivo,134,"protect_object,ask_help,ask_status",0.96,0.153,0.96,0.77225,0.933,True,approaches after care
1404,118,Juno,135,"interrupt_task,request_owned_object,ask_permission",0.1,0.912,0.09,0.8776,0.026,True,keeps distance
1406,118,Fay,134,"ask_permission,move_owned_object,interrupt_task",0.04,0.92,0.468,0.9,0.02,True,keeps distance
1408,118,Milo,135,"give_space,move_owned_object,interrupt_task",0.13,0.92,0.236,0.9,0.034,True,keeps distance
1411,118,Ari,134,"ask_permission,move_owned_object,interrupt_task",0.82,0.867,0.92,0.9,0.696,True,keeps distance
1412,118,Fay,135,"move_owned_object,interrupt_task,offer_apology",0.09,0.88,0.472,0.88285,0.06,True,keeps distance
1413,118,Nia,135,"request_owned_object,offer_care,give_space",0.915,0.221,0.952,0.8405,0.894,True,approaches after care
1415,118,Ivo,135,"ask_help,ask_status,request_owned_object",0.96,0.149,0.96,0.7565,0.936,True,approaches after care
1416,119,Juno,136,"request_owned_object,ask_permission,move_owned_object",0.05,0.92,0.094,0.9,0.02,True,keeps distance
1417,119,Ari,135,"move_owned_object,interrupt_task,move_owned_object",0.77,0.92,0.924,0.9,0.68,True,keeps distance
1418,119,Fay,136,"interrupt_task,offer_apology,request_owned_object",0.12,0.876,0.476,0.8657,0.063,True,keeps distance
1420,119,Milo,136,"move_owned_object,interrupt_task,ask_help",0.145,0.916,0.24,0.88565,0.037,True,keeps distance
1423,119,Ari,136,"interrupt_task,move_owned_object,ask_help",0.785,0.916,0.928,0.88705,0.683,True,keeps distance
1425,119,Nia,136,"offer_care,give_space,protect_object",0.96,0.181,0.96,0.8286,0.897,True,approaches after care
1427,119,Ivo,136,"ask_status,request_owned_object,move_owned_object",0.91,0.204,0.96,0.8265,0.92,True,approaches after care
1428,120,Ari,137,"move_owned_object,ask_help,move_owned_object",0.735,0.92,0.932,0.9,0.667,True,keeps distance
1430,120,Nia,137,"give_space,protect_object,move_owned_object",0.91,0.236,0.96,0.8986,0.881,True,approaches after care
1432,120,Ivo,137,"request_owned_object,move_owned_object,offer_care",0.96,0.164,0.96,0.81075,0.923,True,approaches after care
1435,120,Fay,137,"offer_apology,request_owned_object,offer_care",0.17,0.836,0.512,0.84855,0.066,True,keeps distance
1437,120,Milo,137,"interrupt_task,ask_help,ask_status",0.16,0.912,0.244,0.8713,0.04,True,keeps distance
1439,120,Juno,137,"ask_permission,move_owned_object,misname_agent",0.04,0.92,0.068,0.9,0.02,True,keeps distance
