tick_id,day,settlement_id,resident_id,avatar_action,routine_name,room_id,routine_phase_before,routine_phase_after,progress_before,progress_after,advanced_while_avatar_idle,routine_visible,private_workspace_sealed
2415,135,orchard,Ivo,ask_handoff,count seeds,mud row,share,share,0.198,0.21,False,True,True
2415,135,orchard,Mara,ask_handoff,trade tokens,satchel shed,recover,recover,0.245,0.257,False,True,True
2415,135,orchard,Pim,ask_handoff,dry rows,mud row,prepare,prepare,0.245,0.257,False,True,True
2416,135,repair_ring,Juno,refuse_handoff,cool bench,wire bench,work,work,0.308,0.32,False,True,True
2416,135,repair_ring,Pax,refuse_handoff,clip wire,bell alcove,share,share,0.332,0.344,False,True,True
2416,135,repair_ring,Vale,refuse_handoff,test bell,arrival court,recover,recover,0.368,0.38,False,True,True
2417,135,riverbend,Ari,idle,repair crossing,wet crossing,share,share,0.21,0.245,True,True,True
2417,135,riverbend,Lio,idle,trim lantern,kit alcove,recover,recover,0.21,0.245,True,True,True
2417,135,riverbend,Cee,idle,dry cords,wet crossing,prepare,prepare,0.245,0.28,True,True,True
2418,135,roofward,Fay,ask_handoff,sort ledger,warm lane,share,share,0.244,0.256,False,True,True
2418,135,roofward,Sera,ask_handoff,clean lens,sun sill,recover,recover,0.326,0.338,False,True,True
2418,135,roofward,Orr,ask_handoff,shade stairs,warm lane,prepare,prepare,0.326,0.338,False,True,True
2419,135,archive,Nia,refuse_handoff,sort tags,stone stacks,work,work,0.32,0.332,False,True,True
2419,135,archive,Toma,refuse_handoff,thread spool,ink niche,share,share,0.344,0.356,False,True,True
2419,135,archive,Vell,refuse_handoff,seal desk,arrival court,recover,recover,0.38,0.392,False,True,True
2420,135,signal,Milo,return_object,check rope,lantern walk,share,share,0.244,0.256,False,True,True
2420,135,signal,Ren,return_object,fill lantern,signal perch,recover,recover,0.326,0.338,False,True,True
2420,135,signal,Kesh,return_object,watch lens,lantern walk,prepare,prepare,0.326,0.338,False,True,True
2421,135,orchard,Ivo,wait_respectfully,count seeds,mud row,share,share,0.21,0.245,True,True,True
2421,135,orchard,Mara,wait_respectfully,trade tokens,satchel shed,recover,recover,0.257,0.292,True,True,True
2421,135,orchard,Pim,wait_respectfully,dry rows,mud row,prepare,prepare,0.257,0.292,True,True,True
2422,135,repair_ring,Juno,inspect_inventory,cool bench,wire bench,work,work,0.32,0.332,False,True,True
2422,135,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,share,share,0.344,0.356,False,True,True
2422,135,repair_ring,Vale,inspect_inventory,test bell,arrival court,recover,recover,0.38,0.392,False,True,True
2423,135,riverbend,Ari,return_object,repair crossing,wet crossing,share,share,0.245,0.257,False,True,True
2423,135,riverbend,Lio,return_object,trim lantern,kit alcove,recover,recover,0.245,0.257,False,True,True
2423,135,riverbend,Cee,return_object,dry cords,wet crossing,prepare,prepare,0.28,0.292,False,True,True
2424,135,roofward,Fay,wait_respectfully,sort ledger,warm lane,share,share,0.256,0.291,True,True,True
2424,135,roofward,Sera,wait_respectfully,clean lens,sun sill,recover,recover,0.338,0.373,True,True,True
2424,135,roofward,Orr,wait_respectfully,shade stairs,warm lane,prepare,prepare,0.338,0.373,True,True,True
2425,135,archive,Nia,inspect_inventory,sort tags,stone stacks,work,work,0.332,0.344,False,True,True
2425,135,archive,Toma,inspect_inventory,thread spool,ink niche,share,share,0.356,0.368,False,True,True
2425,135,archive,Vell,inspect_inventory,seal desk,arrival court,recover,recover,0.392,0.404,False,True,True
2426,135,signal,Milo,idle,check rope,lantern walk,share,share,0.256,0.291,True,True,True
2426,135,signal,Ren,idle,fill lantern,signal perch,recover,recover,0.338,0.373,True,True,True
2426,135,signal,Kesh,idle,watch lens,lantern walk,prepare,prepare,0.338,0.373,True,True,True
2427,135,orchard,Ivo,ask_handoff,count seeds,mud row,share,share,0.245,0.257,False,True,True
2427,135,orchard,Mara,ask_handoff,trade tokens,satchel shed,recover,recover,0.292,0.304,False,True,True
2427,135,orchard,Pim,ask_handoff,dry rows,mud row,prepare,prepare,0.292,0.304,False,True,True
2428,135,repair_ring,Juno,refuse_handoff,cool bench,wire bench,work,work,0.332,0.344,False,True,True
2428,135,repair_ring,Pax,refuse_handoff,clip wire,bell alcove,share,share,0.356,0.368,False,True,True
2428,135,repair_ring,Vale,refuse_handoff,test bell,arrival court,recover,recover,0.392,0.404,False,True,True
2429,135,riverbend,Ari,idle,repair crossing,wet crossing,share,share,0.257,0.292,True,True,True
2429,135,riverbend,Lio,idle,trim lantern,kit alcove,recover,recover,0.257,0.292,True,True,True
2429,135,riverbend,Cee,idle,dry cords,wet crossing,prepare,prepare,0.292,0.327,True,True,True
2430,136,archive,Nia,inspect_inventory,sort tags,spool room,work,work,0.344,0.356,False,True,True
2430,136,archive,Toma,inspect_inventory,thread spool,memory desk,share,share,0.368,0.38,False,True,True
2430,136,archive,Vell,inspect_inventory,seal desk,stone stacks,recover,recover,0.404,0.416,False,True,True
2431,136,signal,Milo,idle,check rope,lens room,share,share,0.291,0.326,True,True,True
2431,136,signal,Ren,idle,fill lantern,arrival court,recover,recover,0.373,0.408,True,True,True
2431,136,signal,Kesh,idle,watch lens,lens room,prepare,prepare,0.373,0.408,True,True,True
2432,136,orchard,Ivo,ask_handoff,count seeds,market plank,share,share,0.257,0.269,False,True,True
2432,136,orchard,Mara,ask_handoff,trade tokens,arrival court,recover,recover,0.304,0.316,False,True,True
2432,136,orchard,Pim,ask_handoff,dry rows,market plank,prepare,prepare,0.304,0.316,False,True,True
2433,136,repair_ring,Juno,refuse_handoff,cool bench,spark lane,work,work,0.344,0.356,False,True,True
2433,136,repair_ring,Pax,refuse_handoff,clip wire,cool corner,share,share,0.368,0.38,False,True,True
2433,136,repair_ring,Vale,refuse_handoff,test bell,wire bench,recover,recover,0.404,0.416,False,True,True
2434,136,riverbend,Ari,idle,repair crossing,dry ridge,share,share,0.292,0.327,True,True,True
2434,136,riverbend,Lio,idle,trim lantern,arrival court,recover,recover,0.292,0.327,True,True,True
2434,136,riverbend,Cee,idle,dry cords,dry ridge,prepare,prepare,0.327,0.362,True,True,True
2435,136,roofward,Fay,ask_handoff,sort ledger,ledger loft,share,share,0.291,0.303,False,True,True
2435,136,roofward,Sera,ask_handoff,clean lens,arrival court,recover,recover,0.373,0.385,False,True,True
2435,136,roofward,Orr,ask_handoff,shade stairs,ledger loft,prepare,prepare,0.373,0.385,False,True,True
2436,136,archive,Nia,refuse_handoff,sort tags,spool room,work,work,0.356,0.368,False,True,True
2436,136,archive,Toma,refuse_handoff,thread spool,memory desk,share,share,0.38,0.392,False,True,True
2436,136,archive,Vell,refuse_handoff,seal desk,stone stacks,recover,recover,0.416,0.428,False,True,True
2437,136,signal,Milo,return_object,check rope,lens room,share,share,0.326,0.338,False,True,True
2437,136,signal,Ren,return_object,fill lantern,arrival court,recover,recover,0.408,0.42,False,True,True
2437,136,signal,Kesh,return_object,watch lens,lens room,prepare,prepare,0.408,0.42,False,True,True
2438,136,orchard,Ivo,wait_respectfully,count seeds,market plank,share,share,0.269,0.304,True,True,True
2438,136,orchard,Mara,wait_respectfully,trade tokens,arrival court,recover,recover,0.316,0.351,True,True,True
2438,136,orchard,Pim,wait_respectfully,dry rows,market plank,prepare,prepare,0.316,0.351,True,True,True
2439,136,repair_ring,Juno,inspect_inventory,cool bench,spark lane,work,work,0.356,0.368,False,True,True
2439,136,repair_ring,Pax,inspect_inventory,clip wire,cool corner,share,share,0.38,0.392,False,True,True
2439,136,repair_ring,Vale,inspect_inventory,test bell,wire bench,recover,recover,0.416,0.428,False,True,True
2440,136,riverbend,Ari,return_object,repair crossing,dry ridge,share,share,0.327,0.339,False,True,True
2440,136,riverbend,Lio,return_object,trim lantern,arrival court,recover,recover,0.327,0.339,False,True,True
2440,136,riverbend,Cee,return_object,dry cords,dry ridge,prepare,prepare,0.362,0.374,False,True,True
2441,136,roofward,Fay,wait_respectfully,sort ledger,ledger loft,share,share,0.303,0.338,True,True,True
2441,136,roofward,Sera,wait_respectfully,clean lens,arrival court,recover,recover,0.385,0.42,True,True,True
2441,136,roofward,Orr,wait_respectfully,shade stairs,ledger loft,prepare,prepare,0.385,0.42,True,True,True
2442,136,archive,Nia,inspect_inventory,sort tags,spool room,work,work,0.368,0.38,False,True,True
2442,136,archive,Toma,inspect_inventory,thread spool,memory desk,share,share,0.392,0.404,False,True,True
2442,136,archive,Vell,inspect_inventory,seal desk,stone stacks,recover,recover,0.428,0.44,False,True,True
2443,136,signal,Milo,idle,check rope,lens room,share,share,0.338,0.373,True,True,True
2443,136,signal,Ren,idle,fill lantern,arrival court,recover,recover,0.42,0.455,True,True,True
2443,136,signal,Kesh,idle,watch lens,lens room,prepare,prepare,0.42,0.455,True,True,True
2444,136,orchard,Ivo,ask_handoff,count seeds,market plank,share,share,0.304,0.316,False,True,True
2444,136,orchard,Mara,ask_handoff,trade tokens,arrival court,recover,recover,0.351,0.363,False,True,True
2444,136,orchard,Pim,ask_handoff,dry rows,market plank,prepare,prepare,0.351,0.363,False,True,True
2445,136,repair_ring,Juno,refuse_handoff,cool bench,spark lane,work,work,0.368,0.38,False,True,True
2445,136,repair_ring,Pax,refuse_handoff,clip wire,cool corner,share,share,0.392,0.404,False,True,True
2445,136,repair_ring,Vale,refuse_handoff,test bell,wire bench,recover,recover,0.428,0.44,False,True,True
2446,136,riverbend,Ari,idle,repair crossing,dry ridge,share,share,0.339,0.374,True,True,True
2446,136,riverbend,Lio,idle,trim lantern,arrival court,recover,recover,0.339,0.374,True,True,True
2446,136,riverbend,Cee,idle,dry cords,dry ridge,prepare,prepare,0.374,0.409,True,True,True
2447,136,roofward,Fay,ask_handoff,sort ledger,ledger loft,share,share,0.338,0.35,False,True,True
2447,136,roofward,Sera,ask_handoff,clean lens,arrival court,recover,recover,0.42,0.432,False,True,True
2447,136,roofward,Orr,ask_handoff,shade stairs,ledger loft,prepare,prepare,0.42,0.432,False,True,True
2448,137,signal,Milo,idle,check rope,signal perch,share,share,0.373,0.408,True,True,True
2448,137,signal,Ren,idle,fill lantern,mast base,recover,recover,0.455,0.49,True,True,True
2448,137,signal,Kesh,idle,watch lens,signal perch,prepare,prepare,0.455,0.49,True,True,True
2449,137,orchard,Ivo,ask_handoff,count seeds,satchel shed,share,share,0.316,0.328,False,True,True
2449,137,orchard,Mara,ask_handoff,trade tokens,seed lane,recover,recover,0.363,0.375,False,True,True
2449,137,orchard,Pim,ask_handoff,dry rows,satchel shed,prepare,prepare,0.363,0.375,False,True,True
2450,137,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,work,work,0.38,0.392,False,True,True
2450,137,repair_ring,Pax,refuse_handoff,clip wire,arrival court,share,share,0.404,0.416,False,True,True
2450,137,repair_ring,Vale,refuse_handoff,test bell,spark lane,recover,recover,0.44,0.452,False,True,True
2451,137,riverbend,Ari,idle,repair crossing,kit alcove,share,share,0.374,0.409,True,True,True
2451,137,riverbend,Lio,idle,trim lantern,plank hall,recover,recover,0.374,0.409,True,True,True
2451,137,riverbend,Cee,idle,dry cords,kit alcove,prepare,prepare,0.409,0.444,True,True,True
2452,137,roofward,Fay,ask_handoff,sort ledger,sun sill,share,share,0.35,0.362,False,True,True
2452,137,roofward,Sera,ask_handoff,clean lens,glass stair,recover,recover,0.432,0.444,False,True,True
2452,137,roofward,Orr,ask_handoff,shade stairs,sun sill,prepare,prepare,0.432,0.444,False,True,True
2453,137,archive,Nia,refuse_handoff,sort tags,ink niche,work,work,0.38,0.392,False,True,True
2453,137,archive,Toma,refuse_handoff,thread spool,arrival court,share,share,0.404,0.416,False,True,True
2453,137,archive,Vell,refuse_handoff,seal desk,spool room,recover,recover,0.44,0.452,False,True,True
2454,137,signal,Milo,return_object,check rope,signal perch,share,share,0.408,0.42,False,True,True
2454,137,signal,Ren,return_object,fill lantern,mast base,recover,recover,0.49,0.502,False,True,True
2454,137,signal,Kesh,return_object,watch lens,signal perch,prepare,prepare,0.49,0.502,False,True,True
2455,137,orchard,Ivo,wait_respectfully,count seeds,satchel shed,share,share,0.328,0.363,True,True,True
2455,137,orchard,Mara,wait_respectfully,trade tokens,seed lane,recover,recover,0.375,0.41,True,True,True
2455,137,orchard,Pim,wait_respectfully,dry rows,satchel shed,prepare,prepare,0.375,0.41,True,True,True
2456,137,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,work,work,0.392,0.404,False,True,True
2456,137,repair_ring,Pax,inspect_inventory,clip wire,arrival court,share,share,0.416,0.428,False,True,True
2456,137,repair_ring,Vale,inspect_inventory,test bell,spark lane,recover,recover,0.452,0.464,False,True,True
2457,137,riverbend,Ari,return_object,repair crossing,kit alcove,share,share,0.409,0.421,False,True,True
2457,137,riverbend,Lio,return_object,trim lantern,plank hall,recover,recover,0.409,0.421,False,True,True
2457,137,riverbend,Cee,return_object,dry cords,kit alcove,prepare,prepare,0.444,0.456,False,True,True
2458,137,roofward,Fay,wait_respectfully,sort ledger,sun sill,share,share,0.362,0.397,True,True,True
2458,137,roofward,Sera,wait_respectfully,clean lens,glass stair,recover,recover,0.444,0.479,True,True,True
2458,137,roofward,Orr,wait_respectfully,shade stairs,sun sill,prepare,prepare,0.444,0.479,True,True,True
2459,137,archive,Nia,inspect_inventory,sort tags,ink niche,work,work,0.392,0.404,False,True,True
2459,137,archive,Toma,inspect_inventory,thread spool,arrival court,share,share,0.416,0.428,False,True,True
2459,137,archive,Vell,inspect_inventory,seal desk,spool room,recover,recover,0.452,0.464,False,True,True
2460,137,signal,Milo,idle,check rope,signal perch,share,share,0.42,0.455,True,True,True
2460,137,signal,Ren,idle,fill lantern,mast base,recover,recover,0.502,0.537,True,True,True
2460,137,signal,Kesh,idle,watch lens,signal perch,prepare,prepare,0.502,0.537,True,True,True
2461,137,orchard,Ivo,ask_handoff,count seeds,satchel shed,share,share,0.363,0.375,False,True,True
2461,137,orchard,Mara,ask_handoff,trade tokens,seed lane,recover,recover,0.41,0.422,False,True,True
2461,137,orchard,Pim,ask_handoff,dry rows,satchel shed,prepare,prepare,0.41,0.422,False,True,True
2462,137,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,work,work,0.404,0.416,False,True,True
2462,137,repair_ring,Pax,refuse_handoff,clip wire,arrival court,share,share,0.428,0.44,False,True,True
2462,137,repair_ring,Vale,refuse_handoff,test bell,spark lane,recover,recover,0.464,0.476,False,True,True
2463,137,riverbend,Ari,idle,repair crossing,kit alcove,share,share,0.421,0.456,True,True,True
2463,137,riverbend,Lio,idle,trim lantern,plank hall,recover,recover,0.421,0.456,True,True,True
2463,137,riverbend,Cee,idle,dry cords,kit alcove,prepare,prepare,0.456,0.491,True,True,True
2464,137,roofward,Fay,ask_handoff,sort ledger,sun sill,share,share,0.397,0.409,False,True,True
2464,137,roofward,Sera,ask_handoff,clean lens,glass stair,recover,recover,0.479,0.491,False,True,True
2464,137,roofward,Orr,ask_handoff,shade stairs,sun sill,prepare,prepare,0.479,0.491,False,True,True
2465,137,archive,Nia,refuse_handoff,sort tags,ink niche,work,work,0.404,0.416,False,True,True
2465,137,archive,Toma,refuse_handoff,thread spool,arrival court,share,share,0.428,0.44,False,True,True
2465,137,archive,Vell,refuse_handoff,seal desk,spool room,recover,recover,0.464,0.476,False,True,True
2466,138,orchard,Ivo,ask_handoff,count seeds,arrival court,share,share,0.375,0.387,False,True,True
2466,138,orchard,Mara,ask_handoff,trade tokens,mud row,recover,recover,0.422,0.434,False,True,True
2466,138,orchard,Pim,ask_handoff,dry rows,arrival court,prepare,prepare,0.422,0.434,False,True,True
2467,138,repair_ring,Juno,refuse_handoff,cool bench,cool corner,work,work,0.416,0.428,False,True,True
2467,138,repair_ring,Pax,refuse_handoff,clip wire,wire bench,share,share,0.44,0.452,False,True,True
2467,138,repair_ring,Vale,refuse_handoff,test bell,bell alcove,recover,recover,0.476,0.488,False,True,True
2468,138,riverbend,Ari,idle,repair crossing,arrival court,share,share,0.456,0.491,True,True,True
2468,138,riverbend,Lio,idle,trim lantern,wet crossing,recover,recover,0.456,0.491,True,True,True
2468,138,riverbend,Cee,idle,dry cords,arrival court,prepare,prepare,0.491,0.526,True,True,True
2469,138,roofward,Fay,ask_handoff,sort ledger,arrival court,share,share,0.409,0.421,False,True,True
2469,138,roofward,Sera,ask_handoff,clean lens,warm lane,recover,recover,0.491,0.503,False,True,True
2469,138,roofward,Orr,ask_handoff,shade stairs,arrival court,prepare,prepare,0.491,0.503,False,True,True
2470,138,archive,Nia,refuse_handoff,sort tags,memory desk,work,work,0.416,0.428,False,True,True
2470,138,archive,Toma,refuse_handoff,thread spool,stone stacks,share,share,0.44,0.452,False,True,True
2470,138,archive,Vell,refuse_handoff,seal desk,ink niche,recover,recover,0.476,0.488,False,True,True
2471,138,signal,Milo,return_object,check rope,arrival court,share,share,0.455,0.467,False,True,True
2471,138,signal,Ren,return_object,fill lantern,lantern walk,recover,recover,0.537,0.549,False,True,True
2471,138,signal,Kesh,return_object,watch lens,arrival court,prepare,prepare,0.537,0.549,False,True,True
2472,138,orchard,Ivo,wait_respectfully,count seeds,arrival court,share,share,0.387,0.422,True,True,True
2472,138,orchard,Mara,wait_respectfully,trade tokens,mud row,recover,recover,0.434,0.469,True,True,True
2472,138,orchard,Pim,wait_respectfully,dry rows,arrival court,prepare,prepare,0.434,0.469,True,True,True
2473,138,repair_ring,Juno,inspect_inventory,cool bench,cool corner,work,work,0.428,0.44,False,True,True
2473,138,repair_ring,Pax,inspect_inventory,clip wire,wire bench,share,share,0.452,0.464,False,True,True
2473,138,repair_ring,Vale,inspect_inventory,test bell,bell alcove,recover,recover,0.488,0.5,False,True,True
2474,138,riverbend,Ari,return_object,repair crossing,arrival court,share,share,0.491,0.503,False,True,True
2474,138,riverbend,Lio,return_object,trim lantern,wet crossing,recover,recover,0.491,0.503,False,True,True
2474,138,riverbend,Cee,return_object,dry cords,arrival court,prepare,prepare,0.526,0.538,False,True,True
2475,138,roofward,Fay,wait_respectfully,sort ledger,arrival court,share,share,0.421,0.456,True,True,True
2475,138,roofward,Sera,wait_respectfully,clean lens,warm lane,recover,recover,0.503,0.538,True,True,True
2475,138,roofward,Orr,wait_respectfully,shade stairs,arrival court,prepare,prepare,0.503,0.538,True,True,True
2476,138,archive,Nia,inspect_inventory,sort tags,memory desk,work,work,0.428,0.44,False,True,True
2476,138,archive,Toma,inspect_inventory,thread spool,stone stacks,share,share,0.452,0.464,False,True,True
2476,138,archive,Vell,inspect_inventory,seal desk,ink niche,recover,recover,0.488,0.5,False,True,True
2477,138,signal,Milo,idle,check rope,arrival court,share,share,0.467,0.502,True,True,True
2477,138,signal,Ren,idle,fill lantern,lantern walk,recover,recover,0.549,0.584,True,True,True
2477,138,signal,Kesh,idle,watch lens,arrival court,prepare,prepare,0.549,0.584,True,True,True
2478,138,orchard,Ivo,ask_handoff,count seeds,arrival court,share,share,0.422,0.434,False,True,True
2478,138,orchard,Mara,ask_handoff,trade tokens,mud row,recover,recover,0.469,0.481,False,True,True
2478,138,orchard,Pim,ask_handoff,dry rows,arrival court,prepare,prepare,0.469,0.481,False,True,True
2479,138,repair_ring,Juno,refuse_handoff,cool bench,cool corner,work,work,0.44,0.452,False,True,True
2479,138,repair_ring,Pax,refuse_handoff,clip wire,wire bench,share,share,0.464,0.476,False,True,True
2479,138,repair_ring,Vale,refuse_handoff,test bell,bell alcove,recover,recover,0.5,0.512,False,True,True
2480,138,riverbend,Ari,idle,repair crossing,arrival court,share,share,0.503,0.538,True,True,True
2480,138,riverbend,Lio,idle,trim lantern,wet crossing,recover,recover,0.503,0.538,True,True,True
2480,138,riverbend,Cee,idle,dry cords,arrival court,prepare,prepare,0.538,0.573,True,True,True
2481,138,roofward,Fay,ask_handoff,sort ledger,arrival court,share,share,0.456,0.468,False,True,True
2481,138,roofward,Sera,ask_handoff,clean lens,warm lane,recover,recover,0.538,0.55,False,True,True
2481,138,roofward,Orr,ask_handoff,shade stairs,arrival court,prepare,prepare,0.538,0.55,False,True,True
2482,138,archive,Nia,refuse_handoff,sort tags,memory desk,work,work,0.44,0.452,False,True,True
2482,138,archive,Toma,refuse_handoff,thread spool,stone stacks,share,share,0.464,0.476,False,True,True
2482,138,archive,Vell,refuse_handoff,seal desk,ink niche,recover,recover,0.5,0.512,False,True,True
2483,138,signal,Milo,return_object,check rope,arrival court,share,share,0.502,0.514,False,True,True
2483,138,signal,Ren,return_object,fill lantern,lantern walk,recover,recover,0.584,0.596,False,True,True
2483,138,signal,Kesh,return_object,watch lens,arrival court,prepare,prepare,0.584,0.596,False,True,True
2484,139,repair_ring,Juno,refuse_handoff,cool bench,arrival court,work,work,0.452,0.464,False,True,True
2484,139,repair_ring,Pax,refuse_handoff,clip wire,spark lane,share,share,0.476,0.488,False,True,True
2484,139,repair_ring,Vale,refuse_handoff,test bell,cool corner,recover,recover,0.512,0.524,False,True,True
2485,139,riverbend,Ari,idle,repair crossing,plank hall,share,share,0.538,0.573,True,True,True
2485,139,riverbend,Lio,idle,trim lantern,dry ridge,recover,recover,0.538,0.573,True,True,True
2485,139,riverbend,Cee,idle,dry cords,plank hall,prepare,prepare,0.573,0.608,True,True,True
2486,139,roofward,Fay,ask_handoff,sort ledger,glass stair,share,share,0.468,0.48,False,True,True
2486,139,roofward,Sera,ask_handoff,clean lens,ledger loft,recover,recover,0.55,0.562,False,True,True
2486,139,roofward,Orr,ask_handoff,shade stairs,glass stair,prepare,prepare,0.55,0.562,False,True,True
2487,139,archive,Nia,refuse_handoff,sort tags,arrival court,work,work,0.452,0.464,False,True,True
2487,139,archive,Toma,refuse_handoff,thread spool,spool room,share,share,0.476,0.488,False,True,True
2487,139,archive,Vell,refuse_handoff,seal desk,memory desk,recover,recover,0.512,0.524,False,True,True
2488,139,signal,Milo,return_object,check rope,mast base,share,share,0.514,0.526,False,True,True
2488,139,signal,Ren,return_object,fill lantern,lens room,recover,recover,0.596,0.608,False,True,True
2488,139,signal,Kesh,return_object,watch lens,mast base,prepare,prepare,0.596,0.608,False,True,True
2489,139,orchard,Ivo,wait_respectfully,count seeds,seed lane,share,share,0.434,0.469,True,True,True
2489,139,orchard,Mara,wait_respectfully,trade tokens,market plank,recover,recover,0.481,0.516,True,True,True
2489,139,orchard,Pim,wait_respectfully,dry rows,seed lane,prepare,prepare,0.481,0.516,True,True,True
2490,139,repair_ring,Juno,inspect_inventory,cool bench,arrival court,work,work,0.464,0.476,False,True,True
2490,139,repair_ring,Pax,inspect_inventory,clip wire,spark lane,share,share,0.488,0.5,False,True,True
2490,139,repair_ring,Vale,inspect_inventory,test bell,cool corner,recover,recover,0.524,0.536,False,True,True
2491,139,riverbend,Ari,return_object,repair crossing,plank hall,share,share,0.573,0.585,False,True,True
2491,139,riverbend,Lio,return_object,trim lantern,dry ridge,recover,recover,0.573,0.585,False,True,True
2491,139,riverbend,Cee,return_object,dry cords,plank hall,prepare,prepare,0.608,0.62,False,True,True
2492,139,roofward,Fay,wait_respectfully,sort ledger,glass stair,share,share,0.48,0.515,True,True,True
2492,139,roofward,Sera,wait_respectfully,clean lens,ledger loft,recover,recover,0.562,0.597,True,True,True
2492,139,roofward,Orr,wait_respectfully,shade stairs,glass stair,prepare,prepare,0.562,0.597,True,True,True
2493,139,archive,Nia,inspect_inventory,sort tags,arrival court,work,work,0.464,0.476,False,True,True
2493,139,archive,Toma,inspect_inventory,thread spool,spool room,share,share,0.488,0.5,False,True,True
2493,139,archive,Vell,inspect_inventory,seal desk,memory desk,recover,recover,0.524,0.536,False,True,True
2494,139,signal,Milo,idle,check rope,mast base,share,share,0.526,0.561,True,True,True
2494,139,signal,Ren,idle,fill lantern,lens room,recover,recover,0.608,0.643,True,True,True
2494,139,signal,Kesh,idle,watch lens,mast base,prepare,prepare,0.608,0.643,True,True,True
2495,139,orchard,Ivo,ask_handoff,count seeds,seed lane,share,share,0.469,0.481,False,True,True
2495,139,orchard,Mara,ask_handoff,trade tokens,market plank,recover,recover,0.516,0.528,False,True,True
2495,139,orchard,Pim,ask_handoff,dry rows,seed lane,prepare,prepare,0.516,0.528,False,True,True
2496,139,repair_ring,Juno,refuse_handoff,cool bench,arrival court,work,work,0.476,0.488,False,True,True
2496,139,repair_ring,Pax,refuse_handoff,clip wire,spark lane,share,share,0.5,0.512,False,True,True
2496,139,repair_ring,Vale,refuse_handoff,test bell,cool corner,recover,recover,0.536,0.548,False,True,True
2497,139,riverbend,Ari,idle,repair crossing,plank hall,share,share,0.585,0.62,True,True,True
2497,139,riverbend,Lio,idle,trim lantern,dry ridge,recover,recover,0.585,0.62,True,True,True
2497,139,riverbend,Cee,idle,dry cords,plank hall,prepare,prepare,0.62,0.655,True,True,True
2498,139,roofward,Fay,ask_handoff,sort ledger,glass stair,share,share,0.515,0.527,False,True,True
2498,139,roofward,Sera,ask_handoff,clean lens,ledger loft,recover,recover,0.597,0.609,False,True,True
2498,139,roofward,Orr,ask_handoff,shade stairs,glass stair,prepare,prepare,0.597,0.609,False,True,True
2499,139,archive,Nia,refuse_handoff,sort tags,arrival court,work,work,0.476,0.488,False,True,True
2499,139,archive,Toma,refuse_handoff,thread spool,spool room,share,share,0.5,0.512,False,True,True
2499,139,archive,Vell,refuse_handoff,seal desk,memory desk,recover,recover,0.536,0.548,False,True,True
2500,139,signal,Milo,return_object,check rope,mast base,share,share,0.561,0.573,False,True,True
2500,139,signal,Ren,return_object,fill lantern,lens room,recover,recover,0.643,0.655,False,True,True
2500,139,signal,Kesh,return_object,watch lens,mast base,prepare,prepare,0.643,0.655,False,True,True
2501,139,orchard,Ivo,wait_respectfully,count seeds,seed lane,share,share,0.481,0.516,True,True,True
2501,139,orchard,Mara,wait_respectfully,trade tokens,market plank,recover,recover,0.528,0.563,True,True,True
2501,139,orchard,Pim,wait_respectfully,dry rows,seed lane,prepare,prepare,0.528,0.563,True,True,True
2502,140,riverbend,Ari,idle,repair crossing,wet crossing,share,share,0.62,0.655,True,True,True
2502,140,riverbend,Lio,idle,trim lantern,kit alcove,recover,recover,0.62,0.655,True,True,True
2502,140,riverbend,Cee,idle,dry cords,wet crossing,prepare,prepare,0.655,0.69,True,True,True
2503,140,roofward,Fay,ask_handoff,sort ledger,warm lane,share,share,0.527,0.539,False,True,True
2503,140,roofward,Sera,ask_handoff,clean lens,sun sill,recover,recover,0.609,0.621,False,True,True
2503,140,roofward,Orr,ask_handoff,shade stairs,warm lane,prepare,prepare,0.609,0.621,False,True,True
2504,140,archive,Nia,refuse_handoff,sort tags,stone stacks,work,work,0.488,0.5,False,True,True
2504,140,archive,Toma,refuse_handoff,thread spool,ink niche,share,share,0.512,0.524,False,True,True
2504,140,archive,Vell,refuse_handoff,seal desk,arrival court,recover,recover,0.548,0.56,False,True,True
2505,140,signal,Milo,return_object,check rope,lantern walk,share,share,0.573,0.585,False,True,True
2505,140,signal,Ren,return_object,fill lantern,signal perch,recover,recover,0.655,0.667,False,True,True
2505,140,signal,Kesh,return_object,watch lens,lantern walk,prepare,prepare,0.655,0.667,False,True,True
2506,140,orchard,Ivo,wait_respectfully,count seeds,mud row,share,share,0.516,0.551,True,True,True
2506,140,orchard,Mara,wait_respectfully,trade tokens,satchel shed,recover,recover,0.563,0.598,True,True,True
2506,140,orchard,Pim,wait_respectfully,dry rows,mud row,prepare,prepare,0.563,0.598,True,True,True
2507,140,repair_ring,Juno,inspect_inventory,cool bench,wire bench,work,work,0.488,0.5,False,True,True
2507,140,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,share,share,0.512,0.524,False,True,True
2507,140,repair_ring,Vale,inspect_inventory,test bell,arrival court,recover,recover,0.548,0.56,False,True,True
2508,140,riverbend,Ari,return_object,repair crossing,wet crossing,share,share,0.655,0.667,False,True,True
2508,140,riverbend,Lio,return_object,trim lantern,kit alcove,recover,recover,0.655,0.667,False,True,True
