tick_id,day,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_control
753,48,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
754,48,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
755,48,roofward_archive,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
756,48,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,flower-node,True
757,48,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
758,48,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
759,48,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
760,48,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
761,48,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
762,48,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
763,48,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
764,48,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
765,48,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
766,48,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
767,48,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
768,49,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
769,49,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
770,49,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
771,49,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
772,49,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,flower-node,True
773,49,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
774,49,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
775,49,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
776,49,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
777,49,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
778,49,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
779,49,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
780,49,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
781,49,signal_orchard,direct route glow,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
782,49,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
783,49,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
784,50,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
785,50,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
786,50,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
787,50,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
788,50,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
789,50,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
790,50,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
791,50,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
792,50,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
793,50,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
794,50,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
795,50,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
796,50,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
797,50,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
798,50,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
799,50,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
800,51,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
801,51,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
802,51,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
803,51,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
804,51,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
805,51,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
806,51,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
807,51,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
808,51,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
809,51,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
810,51,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
811,51,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
812,51,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,flower-node,True
813,51,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
814,51,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
815,51,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
816,52,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
817,52,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
818,52,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
819,52,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
820,52,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
821,52,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
822,52,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
823,52,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
824,52,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
825,52,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
826,52,riverbend_roofward,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
827,52,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
828,52,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,flower-node,True
829,52,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
830,52,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
831,52,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
832,53,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
833,53,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
834,53,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
835,53,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
836,53,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
837,53,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
838,53,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
839,53,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
840,53,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
841,53,signal_orchard,highlighted detour path,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
842,53,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
843,53,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
844,53,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
845,53,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
846,53,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
847,53,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
848,54,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
849,54,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
850,54,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
851,54,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
852,54,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
853,54,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
854,54,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
855,54,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
856,54,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
857,54,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
858,54,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
859,54,orchard_riverbend,direct route glow,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
860,54,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
861,54,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
862,54,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
863,54,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
864,55,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
865,55,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
866,55,central_repair_ring,direct route glow,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
867,55,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
868,55,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
869,55,archive_signal,direct route glow,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
870,55,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
871,55,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
872,55,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
873,55,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
874,55,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
875,55,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
876,55,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
877,55,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
878,55,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
879,55,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
880,56,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
881,56,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
882,56,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
883,56,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
884,56,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
885,56,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
886,56,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
887,56,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
888,56,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
889,56,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
890,56,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
891,56,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
892,56,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
893,56,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
894,56,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
895,56,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
896,57,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
897,57,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
898,57,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
899,57,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
900,57,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
901,57,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
902,57,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
903,57,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
904,57,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
905,57,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
906,57,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
907,57,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
908,57,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,flower-node,True
909,57,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
910,57,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
911,57,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
912,58,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
913,58,orchard_riverbend,direct route glow,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
914,58,central_repair_ring,highlighted detour path,control click,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
915,58,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
916,58,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
917,58,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
918,58,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
919,58,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
920,58,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
921,58,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
922,58,roofward_archive,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
923,58,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,ambient-rate,True
924,58,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
925,58,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
926,58,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
927,58,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
928,59,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
929,59,archive_signal,direct route glow,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
930,59,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
931,59,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
932,59,central_repair_ring,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
933,59,riverbend_roofward,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
934,59,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,ambient-rate,True
935,59,archive_signal,direct route glow,map room hum,oil and paper,mild route air,dry boards,watchful route stance,control-pulse,True
936,59,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,flower-node,True
937,59,orchard_riverbend,highlighted detour path,control click,wet rope,mild route air,wet crossing,careful planning posture,control-pulse,True
938,59,central_repair_ring,highlighted detour path,caravan bell,dust and herbs,mild route air,dry boards,avatar carrying effort,control-pulse,True
939,59,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,control-pulse,True
940,59,roofward_archive,highlighted detour path,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,flower-node,True
941,59,archive_signal,highlighted detour path,control click,oil and paper,mild route air,dry boards,careful planning posture,control-pulse,True
942,59,signal_orchard,highlighted detour path,caravan bell,oil and paper,mild route air,wet crossing,avatar carrying effort,control-pulse,True
943,59,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
944,60,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
945,60,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
946,60,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
947,60,signal_orchard,highlighted detour path,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,control-pulse,True
948,60,orchard_riverbend,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
949,60,central_repair_ring,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
950,60,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,ambient-rate,True
951,60,roofward_archive,highlighted detour path,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
952,60,archive_signal,highlighted detour path,map room hum,oil and paper,mild route air,dry boards,watchful route stance,flower-node,True
953,60,signal_orchard,direct route glow,control click,oil and paper,mild route air,wet crossing,careful planning posture,control-pulse,True
954,60,orchard_riverbend,highlighted detour path,caravan bell,wet rope,mild route air,wet crossing,avatar carrying effort,control-pulse,True
955,60,central_repair_ring,direct route glow,map room hum,dust and herbs,mild route air,dry boards,watchful route stance,control-pulse,True
956,60,riverbend_roofward,highlighted detour path,map room hum,wet rope,mild route air,wet crossing,watchful route stance,flower-node,True
957,60,roofward_archive,direct route glow,control click,dust and herbs,mild route air,dry boards,careful planning posture,control-pulse,True
958,60,archive_signal,highlighted detour path,caravan bell,oil and paper,mild route air,dry boards,avatar carrying effort,control-pulse,True
959,60,signal_orchard,direct route glow,map room hum,oil and paper,mild route air,wet crossing,watchful route stance,ambient-rate,True
