tick,day,resident,schedule_before,schedule_after,debt_before,debt_after,trust_before,trust_after,memory_note,history_not_erased,non_magical_trust_repair
0,1,Tovan,sort herbs,carry water,0.56,0.558,0.357947,0.360947,enter linked to v60:tovan:water_carry:d001:s00; prehistory remains locked,True,True
4722,263,Tovan,sort herbs,carry water,0.249547,0.247547,0.337455,0.340455,inspect_memory linked to v60:tovan:route_warning:d263:s06; prehistory remains locked,True,True
4723,263,Nia,carry water,dry cloaks,0.24247,0.24047,0.47132,0.47432,enter linked to v60:nia:tool_loan:d263:s07; prehistory remains locked,True,True
4724,263,Ari,dry cloaks,map safe route,0.235467,0.233467,0.663042,0.681042,talk linked to v60:ari:water_carry:d263:s08; prehistory remains locked,True,True
4725,263,Fay,map safe route,rest after rain,0.228546,0.206546,0.669216,0.687216,offer_help linked to v60:fay:repair_promise:d263:s09; prehistory remains locked,True,True
4726,263,Milo,rest after rain,recover focus,0.221712,0.199712,0.512217,0.530217,return_tool linked to v60:milo:missed_greeting:d263:s10; prehistory remains locked,True,True
4727,263,Sera,recover focus,repair awning,0.214973,0.212973,0.361683,0.364683,inspect_memory linked to v60:sera:care_favor:d263:s11; prehistory remains locked,True,True
4728,263,Tovan,repair awning,sort herbs,0.208335,0.206335,0.355276,0.358276,enter linked to v60:tovan:route_warning:d263:s12; prehistory remains locked,True,True
4729,263,Nia,sort herbs,carry water,0.201804,0.199804,0.490067,0.508067,talk linked to v60:nia:tool_loan:d263:s13; prehistory remains locked,True,True
4730,263,Ari,carry water,dry cloaks,0.195386,0.173386,0.679242,0.697242,offer_help linked to v60:ari:water_carry:d263:s14; prehistory remains locked,True,True
4731,263,Fay,dry cloaks,map safe route,0.189089,0.167089,0.672108,0.690108,return_tool linked to v60:fay:repair_promise:d263:s15; prehistory remains locked,True,True
4732,263,Milo,map safe route,rest after rain,0.182917,0.180917,0.522448,0.525448,inspect_memory linked to v60:milo:missed_greeting:d263:s16; prehistory remains locked,True,True
4733,263,Sera,rest after rain,recover focus,0.176877,0.174877,0.353295,0.356295,enter linked to v60:sera:care_favor:d263:s17; prehistory remains locked,True,True
4734,264,Tovan,repair awning,sort herbs,0.170974,0.148974,0.350719,0.368719,offer_help linked to v60:tovan:tool_loan:d264:s00; prehistory remains locked,True,True
4735,264,Nia,sort herbs,carry water,0.165215,0.143215,0.488188,0.506188,return_tool linked to v60:nia:water_carry:d264:s01; prehistory remains locked,True,True
4736,264,Ari,carry water,dry cloaks,0.159604,0.157604,0.683089,0.686089,inspect_memory linked to v60:ari:repair_promise:d264:s02; prehistory remains locked,True,True
4737,264,Fay,dry cloaks,map safe route,0.154148,0.152148,0.657729,0.660729,enter linked to v60:fay:missed_greeting:d264:s03; prehistory remains locked,True,True
4738,264,Milo,map safe route,rest after rain,0.148851,0.146851,0.513077,0.531077,talk linked to v60:milo:care_favor:d264:s04; prehistory remains locked,True,True
4739,264,Sera,rest after rain,recover focus,0.143718,0.121718,0.360106,0.378106,offer_help linked to v60:sera:route_warning:d264:s05; prehistory remains locked,True,True
4740,264,Tovan,recover focus,repair awning,0.138755,0.116755,0.347101,0.365101,return_tool linked to v60:tovan:tool_loan:d264:s06; prehistory remains locked,True,True
4741,264,Nia,repair awning,sort herbs,0.133966,0.131966,0.495702,0.498702,inspect_memory linked to v60:nia:water_carry:d264:s07; prehistory remains locked,True,True
4742,264,Ari,sort herbs,carry water,0.129355,0.127355,0.668911,0.671911,enter linked to v60:ari:repair_promise:d264:s08; prehistory remains locked,True,True
4743,264,Fay,carry water,dry cloaks,0.124928,0.122928,0.653076,0.671076,talk linked to v60:fay:missed_greeting:d264:s09; prehistory remains locked,True,True
4744,264,Milo,dry cloaks,map safe route,0.120688,0.098688,0.497194,0.515194,offer_help linked to v60:milo:care_favor:d264:s10; prehistory remains locked,True,True
4745,264,Sera,map safe route,rest after rain,0.11664,0.09464,0.367145,0.385145,return_tool linked to v60:sera:route_warning:d264:s11; prehistory remains locked,True,True
4746,264,Tovan,rest after rain,recover focus,0.112787,0.110787,0.358706,0.361706,inspect_memory linked to v60:tovan:tool_loan:d264:s12; prehistory remains locked,True,True
4747,264,Nia,recover focus,repair awning,0.109134,0.107134,0.479429,0.482429,enter linked to v60:nia:water_carry:d264:s13; prehistory remains locked,True,True
4748,264,Ari,repair awning,sort herbs,0.105683,0.103683,0.682892,0.700892,talk linked to v60:ari:repair_promise:d264:s14; prehistory remains locked,True,True
4749,264,Fay,sort herbs,carry water,0.102438,0.080438,0.671244,0.689244,offer_help linked to v60:fay:missed_greeting:d264:s15; prehistory remains locked,True,True
4750,264,Milo,carry water,dry cloaks,0.099402,0.077402,0.516656,0.534656,return_tool linked to v60:milo:care_favor:d264:s16; prehistory remains locked,True,True
4751,264,Sera,dry cloaks,map safe route,0.096578,0.094578,0.351347,0.354347,inspect_memory linked to v60:sera:route_warning:d264:s17; prehistory remains locked,True,True
4752,265,Tovan,rest after rain,recover focus,0.093968,0.091968,0.344277,0.362277,talk linked to v60:tovan:water_carry:d265:s00; prehistory remains locked,True,True
4753,265,Nia,recover focus,repair awning,0.091576,0.069576,0.499821,0.517821,offer_help linked to v60:nia:repair_promise:d265:s01; prehistory remains locked,True,True
4754,265,Ari,repair awning,sort herbs,0.089403,0.067403,0.672404,0.690404,return_tool linked to v60:ari:missed_greeting:d265:s02; prehistory remains locked,True,True
4755,265,Fay,sort herbs,carry water,0.087452,0.085452,0.647934,0.650934,inspect_memory linked to v60:fay:care_favor:d265:s03; prehistory remains locked,True,True
4756,265,Milo,carry water,dry cloaks,0.085725,0.083725,0.487411,0.490411,enter linked to v60:milo:route_warning:d265:s04; prehistory remains locked,True,True
4757,265,Sera,dry cloaks,map safe route,0.084222,0.082222,0.352782,0.370782,talk linked to v60:sera:tool_loan:d265:s05; prehistory remains locked,True,True
4758,265,Tovan,map safe route,rest after rain,0.082946,0.060946,0.351856,0.369856,offer_help linked to v60:tovan:water_carry:d265:s06; prehistory remains locked,True,True
4759,265,Nia,rest after rain,recover focus,0.081898,0.059898,0.489882,0.507882,return_tool linked to v60:nia:repair_promise:d265:s07; prehistory remains locked,True,True
4760,265,Ari,recover focus,repair awning,0.081079,0.079079,0.679335,0.682335,inspect_memory linked to v60:ari:missed_greeting:d265:s08; prehistory remains locked,True,True
4761,265,Fay,repair awning,sort herbs,0.080489,0.078489,0.659822,0.662822,enter linked to v60:fay:care_favor:d265:s09; prehistory remains locked,True,True
4762,265,Milo,sort herbs,carry water,0.08013,0.07813,0.503317,0.521317,talk linked to v60:milo:route_warning:d265:s10; prehistory remains locked,True,True
4763,265,Sera,carry water,dry cloaks,0.08,0.058,0.355644,0.373644,offer_help linked to v60:sera:tool_loan:d265:s11; prehistory remains locked,True,True
4764,265,Tovan,dry cloaks,map safe route,0.080102,0.058102,0.355253,0.373253,return_tool linked to v60:tovan:water_carry:d265:s12; prehistory remains locked,True,True
4765,265,Nia,map safe route,rest after rain,0.080434,0.078434,0.489518,0.492518,inspect_memory linked to v60:nia:repair_promise:d265:s13; prehistory remains locked,True,True
4766,265,Ari,rest after rain,recover focus,0.080996,0.078996,0.673564,0.676564,enter linked to v60:ari:missed_greeting:d265:s14; prehistory remains locked,True,True
4767,265,Fay,recover focus,repair awning,0.081788,0.079788,0.648606,0.666606,talk linked to v60:fay:care_favor:d265:s15; prehistory remains locked,True,True
4768,265,Milo,repair awning,sort herbs,0.082809,0.060809,0.48971,0.50771,offer_help linked to v60:milo:route_warning:d265:s16; prehistory remains locked,True,True
4769,265,Sera,sort herbs,carry water,0.084058,0.062058,0.353614,0.371614,return_tool linked to v60:sera:tool_loan:d265:s17; prehistory remains locked,True,True
4770,266,Tovan,dry cloaks,map safe route,0.085533,0.083533,0.359413,0.362413,enter linked to v60:tovan:repair_promise:d266:s00; prehistory remains locked,True,True
4771,266,Nia,map safe route,rest after rain,0.087234,0.085234,0.513885,0.531885,talk linked to v60:nia:missed_greeting:d266:s01; prehistory remains locked,True,True
4772,266,Ari,rest after rain,recover focus,0.089158,0.067158,0.677345,0.695345,offer_help linked to v60:ari:care_favor:d266:s02; prehistory remains locked,True,True
4773,266,Fay,recover focus,repair awning,0.091305,0.069305,0.657869,0.675869,return_tool linked to v60:fay:route_warning:d266:s03; prehistory remains locked,True,True
4774,266,Milo,repair awning,sort herbs,0.093671,0.091671,0.490549,0.493549,inspect_memory linked to v60:milo:tool_loan:d266:s04; prehistory remains locked,True,True
4775,266,Sera,sort herbs,carry water,0.096254,0.094254,0.345765,0.348765,enter linked to v60:sera:water_carry:d266:s05; prehistory remains locked,True,True
4776,266,Tovan,carry water,dry cloaks,0.099053,0.097053,0.350053,0.368053,talk linked to v60:tovan:repair_promise:d266:s06; prehistory remains locked,True,True
4777,266,Nia,dry cloaks,map safe route,0.102063,0.080063,0.501522,0.519522,offer_help linked to v60:nia:missed_greeting:d266:s07; prehistory remains locked,True,True
4778,266,Ari,map safe route,rest after rain,0.105284,0.083284,0.686609,0.704609,return_tool linked to v60:ari:care_favor:d266:s08; prehistory remains locked,True,True
4779,266,Fay,rest after rain,recover focus,0.10871,0.10671,0.638992,0.641992,inspect_memory linked to v60:fay:route_warning:d266:s09; prehistory remains locked,True,True
4780,266,Milo,recover focus,repair awning,0.11234,0.11034,0.483501,0.486501,enter linked to v60:milo:tool_loan:d266:s10; prehistory remains locked,True,True
4781,266,Sera,repair awning,sort herbs,0.116169,0.114169,0.354467,0.372467,talk linked to v60:sera:water_carry:d266:s11; prehistory remains locked,True,True
4782,266,Tovan,sort herbs,carry water,0.120194,0.098194,0.361249,0.379249,offer_help linked to v60:tovan:repair_promise:d266:s12; prehistory remains locked,True,True
4783,266,Nia,carry water,dry cloaks,0.124411,0.102411,0.51795,0.53595,return_tool linked to v60:nia:missed_greeting:d266:s13; prehistory remains locked,True,True
4784,266,Ari,dry cloaks,map safe route,0.128816,0.126816,0.681891,0.684891,inspect_memory linked to v60:ari:care_favor:d266:s14; prehistory remains locked,True,True
4785,266,Fay,map safe route,rest after rain,0.133404,0.131404,0.647123,0.650123,enter linked to v60:fay:route_warning:d266:s15; prehistory remains locked,True,True
4786,266,Milo,rest after rain,recover focus,0.138172,0.136172,0.49453,0.51253,talk linked to v60:milo:tool_loan:d266:s16; prehistory remains locked,True,True
4787,266,Sera,recover focus,repair awning,0.143115,0.121115,0.344498,0.362498,offer_help linked to v60:sera:water_carry:d266:s17; prehistory remains locked,True,True
4788,267,Tovan,sort herbs,carry water,0.148228,0.146228,0.36146,0.36446,inspect_memory linked to v60:tovan:missed_greeting:d267:s00; prehistory remains locked,True,True
4789,267,Nia,carry water,dry cloaks,0.153505,0.151505,0.521467,0.524467,enter linked to v60:nia:care_favor:d267:s01; prehistory remains locked,True,True
4790,267,Ari,dry cloaks,map safe route,0.158943,0.156943,0.675981,0.693981,talk linked to v60:ari:route_warning:d267:s02; prehistory remains locked,True,True
4791,267,Fay,map safe route,rest after rain,0.164536,0.142536,0.649525,0.667525,offer_help linked to v60:fay:tool_loan:d267:s03; prehistory remains locked,True,True
4792,267,Milo,rest after rain,recover focus,0.170278,0.148278,0.485128,0.503128,return_tool linked to v60:milo:water_carry:d267:s04; prehistory remains locked,True,True
4793,267,Sera,recover focus,repair awning,0.176163,0.174163,0.343832,0.346832,inspect_memory linked to v60:sera:repair_promise:d267:s05; prehistory remains locked,True,True
4794,267,Tovan,repair awning,sort herbs,0.182187,0.180187,0.357638,0.360638,enter linked to v60:tovan:missed_greeting:d267:s06; prehistory remains locked,True,True
4795,267,Nia,sort herbs,carry water,0.188344,0.186344,0.514319,0.532319,talk linked to v60:nia:care_favor:d267:s07; prehistory remains locked,True,True
4796,267,Ari,carry water,dry cloaks,0.194626,0.172626,0.680738,0.698738,offer_help linked to v60:ari:route_warning:d267:s08; prehistory remains locked,True,True
4797,267,Fay,dry cloaks,map safe route,0.20103,0.17903,0.647727,0.665727,return_tool linked to v60:fay:tool_loan:d267:s09; prehistory remains locked,True,True
4798,267,Milo,map safe route,rest after rain,0.207548,0.205548,0.469796,0.472796,inspect_memory linked to v60:milo:water_carry:d267:s10; prehistory remains locked,True,True
4799,267,Sera,rest after rain,recover focus,0.214173,0.212173,0.343583,0.346583,enter linked to v60:sera:repair_promise:d267:s11; prehistory remains locked,True,True
4800,267,Tovan,recover focus,repair awning,0.220901,0.218901,0.3655,0.3835,talk linked to v60:tovan:missed_greeting:d267:s12; prehistory remains locked,True,True
4801,267,Nia,repair awning,sort herbs,0.227723,0.205723,0.514441,0.532441,offer_help linked to v60:nia:care_favor:d267:s13; prehistory remains locked,True,True
4802,267,Ari,sort herbs,carry water,0.234635,0.212635,0.67954,0.69754,return_tool linked to v60:ari:route_warning:d267:s14; prehistory remains locked,True,True
4803,267,Fay,carry water,dry cloaks,0.241628,0.239628,0.63882,0.64182,inspect_memory linked to v60:fay:tool_loan:d267:s15; prehistory remains locked,True,True
4804,267,Milo,dry cloaks,map safe route,0.248697,0.246697,0.482606,0.485606,enter linked to v60:milo:water_carry:d267:s16; prehistory remains locked,True,True
4805,267,Sera,map safe route,rest after rain,0.255834,0.253834,0.34104,0.35904,talk linked to v60:sera:repair_promise:d267:s17; prehistory remains locked,True,True
4806,268,Tovan,recover focus,repair awning,0.263033,0.241033,0.367784,0.385784,return_tool linked to v60:tovan:care_favor:d268:s00; prehistory remains locked,True,True
4807,268,Nia,repair awning,sort herbs,0.270286,0.268286,0.537445,0.540445,inspect_memory linked to v60:nia:route_warning:d268:s01; prehistory remains locked,True,True
4808,268,Ari,sort herbs,carry water,0.277588,0.275588,0.683095,0.686095,enter linked to v60:ari:tool_loan:d268:s02; prehistory remains locked,True,True
4809,268,Fay,carry water,dry cloaks,0.28493,0.28293,0.632148,0.650148,talk linked to v60:fay:water_carry:d268:s03; prehistory remains locked,True,True
4810,268,Milo,dry cloaks,map safe route,0.292306,0.270306,0.474706,0.492706,offer_help linked to v60:milo:repair_promise:d268:s04; prehistory remains locked,True,True
4811,268,Sera,map safe route,rest after rain,0.299708,0.277708,0.339574,0.357574,return_tool linked to v60:sera:missed_greeting:d268:s05; prehistory remains locked,True,True
4812,268,Tovan,rest after rain,recover focus,0.30713,0.30513,0.37854,0.38154,inspect_memory linked to v60:tovan:care_favor:d268:s06; prehistory remains locked,True,True
4813,268,Nia,recover focus,repair awning,0.314564,0.312564,0.530017,0.533017,enter linked to v60:nia:route_warning:d268:s07; prehistory remains locked,True,True
4814,268,Ari,repair awning,sort herbs,0.322004,0.320004,0.682416,0.700416,talk linked to v60:ari:tool_loan:d268:s08; prehistory remains locked,True,True
4815,268,Fay,sort herbs,carry water,0.329441,0.307441,0.635865,0.653865,offer_help linked to v60:fay:water_carry:d268:s09; prehistory remains locked,True,True
4816,268,Milo,carry water,dry cloaks,0.33687,0.31487,0.45936,0.47736,return_tool linked to v60:milo:repair_promise:d268:s10; prehistory remains locked,True,True
4817,268,Sera,dry cloaks,map safe route,0.344282,0.342282,0.338456,0.341456,inspect_memory linked to v60:sera:missed_greeting:d268:s11; prehistory remains locked,True,True
4818,268,Tovan,map safe route,rest after rain,0.351671,0.349671,0.379495,0.382495,enter linked to v60:tovan:care_favor:d268:s12; prehistory remains locked,True,True
4819,268,Nia,rest after rain,recover focus,0.35903,0.35703,0.530509,0.548509,talk linked to v60:nia:route_warning:d268:s13; prehistory remains locked,True,True
4820,268,Ari,recover focus,repair awning,0.366351,0.344351,0.696043,0.714043,offer_help linked to v60:ari:tool_loan:d268:s14; prehistory remains locked,True,True
4821,268,Fay,repair awning,sort herbs,0.373627,0.351627,0.629579,0.647579,return_tool linked to v60:fay:water_carry:d268:s15; prehistory remains locked,True,True
4822,268,Milo,sort herbs,carry water,0.380852,0.378852,0.470583,0.473583,inspect_memory linked to v60:milo:repair_promise:d268:s16; prehistory remains locked,True,True
4823,268,Sera,carry water,dry cloaks,0.388019,0.386019,0.343003,0.346003,enter linked to v60:sera:missed_greeting:d268:s17; prehistory remains locked,True,True
4824,269,Tovan,map safe route,rest after rain,0.39512,0.37312,0.376705,0.394705,offer_help linked to v60:tovan:route_warning:d269:s00; prehistory remains locked,True,True
4825,269,Nia,rest after rain,recover focus,0.402149,0.380149,0.536545,0.554545,return_tool linked to v60:nia:tool_loan:d269:s01; prehistory remains locked,True,True
4826,269,Ari,recover focus,repair awning,0.409099,0.407099,0.693582,0.696582,inspect_memory linked to v60:ari:water_carry:d269:s02; prehistory remains locked,True,True
4827,269,Fay,repair awning,sort herbs,0.415963,0.413963,0.623151,0.626151,enter linked to v60:fay:repair_promise:d269:s03; prehistory remains locked,True,True
4828,269,Milo,sort herbs,carry water,0.422735,0.420735,0.460753,0.478753,talk linked to v60:milo:missed_greeting:d269:s04; prehistory remains locked,True,True
4829,269,Sera,carry water,dry cloaks,0.429409,0.407409,0.349032,0.367032,offer_help linked to v60:sera:care_favor:d269:s05; prehistory remains locked,True,True
4830,269,Tovan,dry cloaks,map safe route,0.435977,0.413977,0.37503,0.39303,return_tool linked to v60:tovan:route_warning:d269:s06; prehistory remains locked,True,True
4831,269,Nia,map safe route,rest after rain,0.442434,0.440434,0.5353,0.5383,inspect_memory linked to v60:nia:tool_loan:d269:s07; prehistory remains locked,True,True
4832,269,Ari,rest after rain,recover focus,0.448773,0.446773,0.683718,0.686718,enter linked to v60:ari:water_carry:d269:s08; prehistory remains locked,True,True
4833,269,Fay,recover focus,repair awning,0.454989,0.452989,0.627166,0.645166,talk linked to v60:fay:repair_promise:d269:s09; prehistory remains locked,True,True
4834,269,Milo,repair awning,sort herbs,0.461074,0.439074,0.46524,0.48324,offer_help linked to v60:milo:missed_greeting:d269:s10; prehistory remains locked,True,True
4835,269,Sera,sort herbs,carry water,0.467025,0.445025,0.344089,0.362089,return_tool linked to v60:sera:care_favor:d269:s11; prehistory remains locked,True,True
4836,269,Tovan,carry water,dry cloaks,0.472834,0.470834,0.371126,0.374126,inspect_memory linked to v60:tovan:route_warning:d269:s12; prehistory remains locked,True,True
4837,269,Nia,dry cloaks,map safe route,0.478496,0.476496,0.527802,0.530802,enter linked to v60:nia:tool_loan:d269:s13; prehistory remains locked,True,True
4838,269,Ari,map safe route,rest after rain,0.484005,0.482005,0.695943,0.713943,talk linked to v60:ari:water_carry:d269:s14; prehistory remains locked,True,True
4839,269,Fay,rest after rain,recover focus,0.489358,0.467358,0.6292,0.6472,offer_help linked to v60:fay:repair_promise:d269:s15; prehistory remains locked,True,True
4840,269,Milo,recover focus,repair awning,0.494547,0.472547,0.456241,0.474241,return_tool linked to v60:milo:missed_greeting:d269:s16; prehistory remains locked,True,True
4841,269,Sera,repair awning,sort herbs,0.499569,0.497569,0.330542,0.333542,inspect_memory linked to v60:sera:care_favor:d269:s17; prehistory remains locked,True,True
4842,270,Tovan,carry water,dry cloaks,0.504418,0.502418,0.38911,0.40711,talk linked to v60:tovan:tool_loan:d270:s00; prehistory remains locked,True,True
4843,270,Nia,dry cloaks,map safe route,0.50909,0.48709,0.546454,0.564454,offer_help linked to v60:nia:water_carry:d270:s01; prehistory remains locked,True,True
4844,270,Ari,map safe route,rest after rain,0.51358,0.49158,0.690094,0.708094,return_tool linked to v60:ari:repair_promise:d270:s02; prehistory remains locked,True,True
4845,270,Fay,rest after rain,recover focus,0.517884,0.515884,0.612658,0.615658,inspect_memory linked to v60:fay:missed_greeting:d270:s03; prehistory remains locked,True,True
4846,270,Milo,recover focus,repair awning,0.521998,0.519998,0.443178,0.446178,enter linked to v60:milo:care_favor:d270:s04; prehistory remains locked,True,True
4847,270,Sera,repair awning,sort herbs,0.525918,0.523918,0.341963,0.359963,talk linked to v60:sera:route_warning:d270:s05; prehistory remains locked,True,True
4848,270,Tovan,sort herbs,carry water,0.52964,0.50764,0.384579,0.402579,offer_help linked to v60:tovan:tool_loan:d270:s06; prehistory remains locked,True,True
4849,270,Nia,carry water,dry cloaks,0.533161,0.511161,0.53794,0.55594,return_tool linked to v60:nia:water_carry:d270:s07; prehistory remains locked,True,True
4850,270,Ari,dry cloaks,map safe route,0.536477,0.534477,0.70017,0.70317,inspect_memory linked to v60:ari:repair_promise:d270:s08; prehistory remains locked,True,True
4851,270,Fay,map safe route,rest after rain,0.539585,0.537585,0.622894,0.625894,enter linked to v60:fay:missed_greeting:d270:s09; prehistory remains locked,True,True
4852,270,Milo,rest after rain,recover focus,0.542481,0.540481,0.454225,0.472225,talk linked to v60:milo:care_favor:d270:s10; prehistory remains locked,True,True
4853,270,Sera,recover focus,repair awning,0.545164,0.523164,0.329852,0.347852,offer_help linked to v60:sera:route_warning:d270:s11; prehistory remains locked,True,True
4854,270,Tovan,repair awning,sort herbs,0.547631,0.525631,0.371808,0.389808,return_tool linked to v60:tovan:tool_loan:d270:s12; prehistory remains locked,True,True
4855,270,Nia,sort herbs,carry water,0.549879,0.547879,0.53582,0.53882,inspect_memory linked to v60:nia:water_carry:d270:s13; prehistory remains locked,True,True
4856,270,Ari,carry water,dry cloaks,0.551906,0.549906,0.68573,0.68873,enter linked to v60:ari:repair_promise:d270:s14; prehistory remains locked,True,True
4857,270,Fay,dry cloaks,map safe route,0.55371,0.55171,0.619668,0.637668,talk linked to v60:fay:missed_greeting:d270:s15; prehistory remains locked,True,True
4858,270,Milo,map safe route,rest after rain,0.55529,0.53329,0.443041,0.461041,offer_help linked to v60:milo:care_favor:d270:s16; prehistory remains locked,True,True
4859,270,Sera,rest after rain,recover focus,0.556643,0.534643,0.333601,0.351601,return_tool linked to v60:sera:route_warning:d270:s17; prehistory remains locked,True,True
4860,271,Tovan,repair awning,sort herbs,0.557769,0.555769,0.398239,0.401239,enter linked to v60:tovan:water_carry:d271:s00; prehistory remains locked,True,True
4861,271,Nia,sort herbs,carry water,0.558667,0.556667,0.559819,0.577819,talk linked to v60:nia:repair_promise:d271:s01; prehistory remains locked,True,True
4862,271,Ari,carry water,dry cloaks,0.559335,0.537335,0.69554,0.71354,offer_help linked to v60:ari:missed_greeting:d271:s02; prehistory remains locked,True,True
4863,271,Fay,dry cloaks,map safe route,0.559774,0.537774,0.621318,0.639318,return_tool linked to v60:fay:care_favor:d271:s03; prehistory remains locked,True,True
4864,271,Milo,map safe route,rest after rain,0.559981,0.557981,0.437128,0.440128,inspect_memory linked to v60:milo:route_warning:d271:s04; prehistory remains locked,True,True
4865,271,Sera,rest after rain,recover focus,0.559959,0.557959,0.339605,0.342605,enter linked to v60:sera:tool_loan:d271:s05; prehistory remains locked,True,True
4866,271,Tovan,recover focus,repair awning,0.559705,0.557705,0.388333,0.406333,talk linked to v60:tovan:water_carry:d271:s06; prehistory remains locked,True,True
4867,271,Nia,repair awning,sort herbs,0.559222,0.537222,0.561194,0.579194,offer_help linked to v60:nia:repair_promise:d271:s07; prehistory remains locked,True,True
4868,271,Ari,sort herbs,carry water,0.558508,0.536508,0.680685,0.698685,return_tool linked to v60:ari:missed_greeting:d271:s08; prehistory remains locked,True,True
4869,271,Fay,carry water,dry cloaks,0.557566,0.555566,0.616152,0.619152,inspect_memory linked to v60:fay:care_favor:d271:s09; prehistory remains locked,True,True
4870,271,Milo,dry cloaks,map safe route,0.556395,0.554395,0.448573,0.451573,enter linked to v60:milo:route_warning:d271:s10; prehistory remains locked,True,True
4871,271,Sera,map safe route,rest after rain,0.554996,0.552996,0.34464,0.36264,talk linked to v60:sera:tool_loan:d271:s11; prehistory remains locked,True,True
4872,271,Tovan,rest after rain,recover focus,0.553373,0.531373,0.385309,0.403309,offer_help linked to v60:tovan:water_carry:d271:s12; prehistory remains locked,True,True
4873,271,Nia,recover focus,repair awning,0.551524,0.529524,0.545789,0.563789,return_tool linked to v60:nia:repair_promise:d271:s13; prehistory remains locked,True,True
4874,271,Ari,repair awning,sort herbs,0.549454,0.547454,0.684684,0.687684,inspect_memory linked to v60:ari:missed_greeting:d271:s14; prehistory remains locked,True,True
4875,271,Fay,sort herbs,carry water,0.547162,0.545162,0.60471,0.60771,enter linked to v60:fay:care_favor:d271:s15; prehistory remains locked,True,True
4876,271,Milo,carry water,dry cloaks,0.544653,0.542653,0.433022,0.451022,talk linked to v60:milo:route_warning:d271:s16; prehistory remains locked,True,True
4877,271,Sera,dry cloaks,map safe route,0.541928,0.519928,0.343915,0.361915,offer_help linked to v60:sera:tool_loan:d271:s17; prehistory remains locked,True,True
4878,272,Tovan,rest after rain,recover focus,0.538989,0.536989,0.391154,0.394154,inspect_memory linked to v60:tovan:repair_promise:d272:s00; prehistory remains locked,True,True
4879,272,Nia,recover focus,repair awning,0.53584,0.53384,0.564102,0.567102,enter linked to v60:nia:missed_greeting:d272:s01; prehistory remains locked,True,True
4880,272,Ari,repair awning,sort herbs,0.532484,0.530484,0.684858,0.702858,talk linked to v60:ari:care_favor:d272:s02; prehistory remains locked,True,True
4881,272,Fay,sort herbs,carry water,0.528923,0.506923,0.612963,0.630963,offer_help linked to v60:fay:route_warning:d272:s03; prehistory remains locked,True,True
4882,272,Milo,carry water,dry cloaks,0.525162,0.503162,0.436443,0.454443,return_tool linked to v60:milo:tool_loan:d272:s04; prehistory remains locked,True,True
4883,272,Sera,dry cloaks,map safe route,0.521203,0.519203,0.326153,0.329153,inspect_memory linked to v60:sera:water_carry:d272:s05; prehistory remains locked,True,True
4884,272,Tovan,map safe route,rest after rain,0.517051,0.515051,0.387405,0.390405,enter linked to v60:tovan:repair_promise:d272:s06; prehistory remains locked,True,True
4885,272,Nia,rest after rain,recover focus,0.51271,0.51071,0.561037,0.579037,talk linked to v60:nia:missed_greeting:d272:s07; prehistory remains locked,True,True
4886,272,Ari,recover focus,repair awning,0.508184,0.486184,0.681006,0.699006,offer_help linked to v60:ari:care_favor:d272:s08; prehistory remains locked,True,True
4887,272,Fay,repair awning,sort herbs,0.503477,0.481477,0.611874,0.629874,return_tool linked to v60:fay:route_warning:d272:s09; prehistory remains locked,True,True
4888,272,Milo,sort herbs,carry water,0.498593,0.496593,0.427526,0.430526,inspect_memory linked to v60:milo:tool_loan:d272:s10; prehistory remains locked,True,True
4889,272,Sera,carry water,dry cloaks,0.493538,0.491538,0.32996,0.33296,enter linked to v60:sera:water_carry:d272:s11; prehistory remains locked,True,True
4890,272,Tovan,dry cloaks,map safe route,0.488316,0.486316,0.39683,0.41483,talk linked to v60:tovan:repair_promise:d272:s12; prehistory remains locked,True,True
4891,272,Nia,map safe route,rest after rain,0.482933,0.460933,0.552629,0.570629,offer_help linked to v60:nia:missed_greeting:d272:s13; prehistory remains locked,True,True
4892,272,Ari,rest after rain,recover focus,0.477392,0.455392,0.681437,0.699437,return_tool linked to v60:ari:care_favor:d272:s14; prehistory remains locked,True,True
4893,272,Fay,recover focus,repair awning,0.471701,0.469701,0.610229,0.613229,inspect_memory linked to v60:fay:route_warning:d272:s15; prehistory remains locked,True,True
4894,272,Milo,repair awning,sort herbs,0.465864,0.463864,0.441364,0.444364,enter linked to v60:milo:tool_loan:d272:s16; prehistory remains locked,True,True
4895,272,Sera,sort herbs,carry water,0.459886,0.457886,0.330883,0.348883,talk linked to v60:sera:water_carry:d272:s17; prehistory remains locked,True,True
4896,273,Tovan,dry cloaks,map safe route,0.453775,0.431775,0.399326,0.417326,return_tool linked to v60:tovan:missed_greeting:d273:s00; prehistory remains locked,True,True
4897,273,Nia,map safe route,rest after rain,0.447534,0.445534,0.568033,0.571033,inspect_memory linked to v60:nia:care_favor:d273:s01; prehistory remains locked,True,True
4898,273,Ari,rest after rain,recover focus,0.441171,0.439171,0.691505,0.694505,enter linked to v60:ari:route_warning:d273:s02; prehistory remains locked,True,True
4899,273,Fay,recover focus,repair awning,0.434692,0.432692,0.606933,0.624933,talk linked to v60:fay:tool_loan:d273:s03; prehistory remains locked,True,True
4900,273,Milo,repair awning,sort herbs,0.428103,0.406103,0.432723,0.450723,offer_help linked to v60:milo:water_carry:d273:s04; prehistory remains locked,True,True
