epoch_id,simulated_year,settlement_id,craft_domain,technology_stage,tool_name,apprentice_lineage_depth,material_source,failure_memory,practical_use,energy_budget,bounded_technology
941,940,glass_harbor,salt cisterns,10,salt cisterns stage-10 kelp fiber tool,39,kelp fiber,year 925 salt cisterns failure changed training,supports salt tea,0.353694,True
942,940,cinder_garden,seed calendars,10,seed calendars stage-10 ember fruit tool,39,ember fruit,year 925 seed calendars failure changed training,supports cool bowls,0.354235,True
943,940,lichen_bridge,signal bells,10,signal bells stage-10 rope reed tool,39,rope reed,year 925 signal bells failure changed training,supports lichen soup,0.354776,True
944,940,orchid_engine,gear washing,10,gear washing stage-10 steam water tool,39,steam water,year 925 gear washing failure changed training,supports steam tea,0.355318,True
945,945,moss_ward,rain jar firing,10,rain jar firing stage-10 rain clay tool,39,rain clay,year 930 rain jar firing failure changed training,supports jar seals,0.353694,True
946,945,glass_harbor,salt cisterns,10,salt cisterns stage-10 kelp fiber tool,39,kelp fiber,year 930 salt cisterns failure changed training,supports salt tea,0.354235,True
947,945,cinder_garden,seed calendars,10,seed calendars stage-10 ember fruit tool,39,ember fruit,year 930 seed calendars failure changed training,supports cool bowls,0.354776,True
948,945,lichen_bridge,signal bells,10,signal bells stage-10 rope reed tool,39,rope reed,year 930 signal bells failure changed training,supports lichen soup,0.355318,True
949,945,orchid_engine,gear washing,10,gear washing stage-10 steam water tool,39,steam water,year 930 gear washing failure changed training,supports steam tea,0.355859,True
950,950,moss_ward,path lanterns,10,path lanterns stage-10 root starch tool,40,root starch,year 935 path lanterns failure changed training,supports dry cloaks,0.354235,True
951,950,glass_harbor,lamp optics,10,lamp optics stage-10 salt reed tool,40,salt reed,year 935 lamp optics failure changed training,supports lantern lenses,0.354776,True
952,950,cinder_garden,shade rigs,10,shade rigs stage-10 shade wood tool,40,shade wood,year 935 shade rigs failure changed training,supports seed meal,0.355318,True
953,950,lichen_bridge,bridge ledgers,10,bridge ledgers stage-10 signal stone tool,40,signal stone,year 935 bridge ledgers failure changed training,supports rope kits,0.355859,True
954,950,orchid_engine,valve tools,10,valve tools stage-10 orchid oil tool,40,orchid oil,year 935 valve tools failure changed training,supports valve keys,0.3472,True
955,955,moss_ward,path lanterns,10,path lanterns stage-10 root starch tool,40,root starch,year 940 path lanterns failure changed training,supports dry cloaks,0.354776,True
956,955,glass_harbor,lamp optics,10,lamp optics stage-10 salt reed tool,40,salt reed,year 940 lamp optics failure changed training,supports lantern lenses,0.355318,True
957,955,cinder_garden,shade rigs,10,shade rigs stage-10 shade wood tool,40,shade wood,year 940 shade rigs failure changed training,supports seed meal,0.355859,True
958,955,lichen_bridge,bridge ledgers,10,bridge ledgers stage-10 signal stone tool,40,signal stone,year 940 bridge ledgers failure changed training,supports rope kits,0.3472,True
959,955,orchid_engine,valve tools,10,valve tools stage-10 orchid oil tool,40,orchid oil,year 940 valve tools failure changed training,supports valve keys,0.347741,True
960,960,moss_ward,path lanterns,10,path lanterns stage-10 root starch tool,40,root starch,year 945 path lanterns failure changed training,supports dry cloaks,0.355318,True
961,960,glass_harbor,lamp optics,10,lamp optics stage-10 salt reed tool,40,salt reed,year 945 lamp optics failure changed training,supports lantern lenses,0.355859,True
962,960,cinder_garden,shade rigs,10,shade rigs stage-10 shade wood tool,40,shade wood,year 945 shade rigs failure changed training,supports seed meal,0.3472,True
963,960,lichen_bridge,bridge ledgers,10,bridge ledgers stage-10 signal stone tool,40,signal stone,year 945 bridge ledgers failure changed training,supports rope kits,0.347741,True
964,960,orchid_engine,valve tools,10,valve tools stage-10 orchid oil tool,40,orchid oil,year 945 valve tools failure changed training,supports valve keys,0.348282,True
965,965,moss_ward,path lanterns,10,path lanterns stage-10 root starch tool,40,root starch,year 950 path lanterns failure changed training,supports dry cloaks,0.355859,True
966,965,glass_harbor,lamp optics,10,lamp optics stage-10 salt reed tool,40,salt reed,year 950 lamp optics failure changed training,supports lantern lenses,0.3472,True
967,965,cinder_garden,shade rigs,10,shade rigs stage-10 shade wood tool,40,shade wood,year 950 shade rigs failure changed training,supports seed meal,0.347741,True
968,965,lichen_bridge,bridge ledgers,10,bridge ledgers stage-10 signal stone tool,40,signal stone,year 950 bridge ledgers failure changed training,supports rope kits,0.348282,True
969,965,orchid_engine,valve tools,10,valve tools stage-10 orchid oil tool,40,orchid oil,year 950 valve tools failure changed training,supports valve keys,0.348824,True
970,970,moss_ward,path lanterns,10,path lanterns stage-10 root starch tool,40,root starch,year 955 path lanterns failure changed training,supports dry cloaks,0.3472,True
971,970,glass_harbor,lamp optics,10,lamp optics stage-10 salt reed tool,40,salt reed,year 955 lamp optics failure changed training,supports lantern lenses,0.347741,True
972,970,cinder_garden,shade rigs,10,shade rigs stage-10 shade wood tool,40,shade wood,year 955 shade rigs failure changed training,supports seed meal,0.348282,True
973,970,lichen_bridge,bridge ledgers,10,bridge ledgers stage-10 signal stone tool,40,signal stone,year 955 bridge ledgers failure changed training,supports rope kits,0.348824,True
974,970,orchid_engine,valve tools,10,valve tools stage-10 orchid oil tool,40,orchid oil,year 955 valve tools failure changed training,supports valve keys,0.349365,True
975,975,moss_ward,cloak weaving,10,cloak weaving stage-10 moss fiber tool,41,moss fiber,year 960 cloak weaving failure changed training,supports root cakes,0.347741,True
976,975,glass_harbor,net knots,10,net knots stage-10 lamp oil tool,41,lamp oil,year 960 net knots failure changed training,supports kelp cord,0.348282,True
977,975,cinder_garden,ash ceramics,10,ash ceramics stage-10 cool stone tool,41,cool stone,year 960 ash ceramics failure changed training,supports shade poles,0.348824,True
978,975,lichen_bridge,rope trusses,10,rope trusses stage-10 lichen paste tool,41,lichen paste,year 960 rope trusses failure changed training,supports signal bells,0.349365,True
979,975,orchid_engine,orchid lamps,10,orchid lamps stage-10 valve ore tool,41,valve ore,year 960 orchid lamps failure changed training,supports orchid lamps,0.349906,True
980,980,moss_ward,cloak weaving,10,cloak weaving stage-10 moss fiber tool,41,moss fiber,year 965 cloak weaving failure changed training,supports root cakes,0.348282,True
981,980,glass_harbor,net knots,10,net knots stage-10 lamp oil tool,41,lamp oil,year 965 net knots failure changed training,supports kelp cord,0.348824,True
982,980,cinder_garden,ash ceramics,10,ash ceramics stage-10 cool stone tool,41,cool stone,year 965 ash ceramics failure changed training,supports shade poles,0.349365,True
983,980,lichen_bridge,rope trusses,10,rope trusses stage-10 lichen paste tool,41,lichen paste,year 965 rope trusses failure changed training,supports signal bells,0.349906,True
984,980,orchid_engine,orchid lamps,10,orchid lamps stage-10 valve ore tool,41,valve ore,year 965 orchid lamps failure changed training,supports orchid lamps,0.350447,True
985,985,moss_ward,cloak weaving,10,cloak weaving stage-10 moss fiber tool,41,moss fiber,year 970 cloak weaving failure changed training,supports root cakes,0.348824,True
986,985,glass_harbor,net knots,10,net knots stage-10 lamp oil tool,41,lamp oil,year 970 net knots failure changed training,supports kelp cord,0.349365,True
987,985,cinder_garden,ash ceramics,10,ash ceramics stage-10 cool stone tool,41,cool stone,year 970 ash ceramics failure changed training,supports shade poles,0.349906,True
988,985,lichen_bridge,rope trusses,10,rope trusses stage-10 lichen paste tool,41,lichen paste,year 970 rope trusses failure changed training,supports signal bells,0.350447,True
989,985,orchid_engine,orchid lamps,10,orchid lamps stage-10 valve ore tool,41,valve ore,year 970 orchid lamps failure changed training,supports orchid lamps,0.350988,True
990,990,moss_ward,cloak weaving,10,cloak weaving stage-10 moss fiber tool,41,moss fiber,year 975 cloak weaving failure changed training,supports root cakes,0.349365,True
991,990,glass_harbor,net knots,10,net knots stage-10 lamp oil tool,41,lamp oil,year 975 net knots failure changed training,supports kelp cord,0.349906,True
992,990,cinder_garden,ash ceramics,10,ash ceramics stage-10 cool stone tool,41,cool stone,year 975 ash ceramics failure changed training,supports shade poles,0.350447,True
993,990,lichen_bridge,rope trusses,10,rope trusses stage-10 lichen paste tool,41,lichen paste,year 975 rope trusses failure changed training,supports signal bells,0.350988,True
994,990,orchid_engine,orchid lamps,10,orchid lamps stage-10 valve ore tool,41,valve ore,year 975 orchid lamps failure changed training,supports orchid lamps,0.351529,True
995,995,moss_ward,cloak weaving,10,cloak weaving stage-10 moss fiber tool,41,moss fiber,year 980 cloak weaving failure changed training,supports root cakes,0.349906,True
996,995,glass_harbor,net knots,10,net knots stage-10 lamp oil tool,41,lamp oil,year 980 net knots failure changed training,supports kelp cord,0.350447,True
997,995,cinder_garden,ash ceramics,10,ash ceramics stage-10 cool stone tool,41,cool stone,year 980 ash ceramics failure changed training,supports shade poles,0.350988,True
998,995,lichen_bridge,rope trusses,10,rope trusses stage-10 lichen paste tool,41,lichen paste,year 980 rope trusses failure changed training,supports signal bells,0.351529,True
999,995,orchid_engine,orchid lamps,10,orchid lamps stage-10 valve ore tool,41,valve ore,year 980 orchid lamps failure changed training,supports orchid lamps,0.352071,True
1000,1000,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,42,rain clay,year 985 rain jar firing failure changed training,supports jar seals,0.374447,True
1001,1000,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,42,kelp fiber,year 985 salt cisterns failure changed training,supports salt tea,0.374988,True
1002,1000,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,42,ember fruit,year 985 seed calendars failure changed training,supports cool bowls,0.375529,True
1003,1000,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,42,rope reed,year 985 signal bells failure changed training,supports lichen soup,0.376071,True
1004,1000,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,42,steam water,year 985 gear washing failure changed training,supports steam tea,0.376612,True
1005,1005,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,42,rain clay,year 990 rain jar firing failure changed training,supports jar seals,0.374988,True
1006,1005,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,42,kelp fiber,year 990 salt cisterns failure changed training,supports salt tea,0.375529,True
1007,1005,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,42,ember fruit,year 990 seed calendars failure changed training,supports cool bowls,0.376071,True
1008,1005,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,42,rope reed,year 990 signal bells failure changed training,supports lichen soup,0.376612,True
1009,1005,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,42,steam water,year 990 gear washing failure changed training,supports steam tea,0.377153,True
1010,1010,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,42,rain clay,year 995 rain jar firing failure changed training,supports jar seals,0.375529,True
1011,1010,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,42,kelp fiber,year 995 salt cisterns failure changed training,supports salt tea,0.376071,True
1012,1010,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,42,ember fruit,year 995 seed calendars failure changed training,supports cool bowls,0.376612,True
1013,1010,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,42,rope reed,year 995 signal bells failure changed training,supports lichen soup,0.377153,True
1014,1010,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,42,steam water,year 995 gear washing failure changed training,supports steam tea,0.377694,True
1015,1015,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,42,rain clay,year 1000 rain jar firing failure changed training,supports jar seals,0.376071,True
1016,1015,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,42,kelp fiber,year 1000 salt cisterns failure changed training,supports salt tea,0.376612,True
1017,1015,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,42,ember fruit,year 1000 seed calendars failure changed training,supports cool bowls,0.377153,True
1018,1015,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,42,rope reed,year 1000 signal bells failure changed training,supports lichen soup,0.377694,True
1019,1015,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,42,steam water,year 1000 gear washing failure changed training,supports steam tea,0.378235,True
1020,1020,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,42,rain clay,year 1005 rain jar firing failure changed training,supports jar seals,0.376612,True
1021,1020,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,42,kelp fiber,year 1005 salt cisterns failure changed training,supports salt tea,0.377153,True
1022,1020,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,42,ember fruit,year 1005 seed calendars failure changed training,supports cool bowls,0.377694,True
1023,1020,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,42,rope reed,year 1005 signal bells failure changed training,supports lichen soup,0.378235,True
1024,1020,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,42,steam water,year 1005 gear washing failure changed training,supports steam tea,0.378776,True
1025,1025,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,43,root starch,year 1010 path lanterns failure changed training,supports dry cloaks,0.377153,True
1026,1025,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,43,salt reed,year 1010 lamp optics failure changed training,supports lantern lenses,0.377694,True
1027,1025,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,43,shade wood,year 1010 shade rigs failure changed training,supports seed meal,0.378235,True
1028,1025,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,43,signal stone,year 1010 bridge ledgers failure changed training,supports rope kits,0.378776,True
1029,1025,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,43,orchid oil,year 1010 valve tools failure changed training,supports valve keys,0.379318,True
1030,1030,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,43,root starch,year 1015 path lanterns failure changed training,supports dry cloaks,0.377694,True
1031,1030,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,43,salt reed,year 1015 lamp optics failure changed training,supports lantern lenses,0.378235,True
1032,1030,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,43,shade wood,year 1015 shade rigs failure changed training,supports seed meal,0.378776,True
1033,1030,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,43,signal stone,year 1015 bridge ledgers failure changed training,supports rope kits,0.379318,True
1034,1030,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,43,orchid oil,year 1015 valve tools failure changed training,supports valve keys,0.379859,True
1035,1035,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,43,root starch,year 1020 path lanterns failure changed training,supports dry cloaks,0.378235,True
1036,1035,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,43,salt reed,year 1020 lamp optics failure changed training,supports lantern lenses,0.378776,True
1037,1035,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,43,shade wood,year 1020 shade rigs failure changed training,supports seed meal,0.379318,True
1038,1035,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,43,signal stone,year 1020 bridge ledgers failure changed training,supports rope kits,0.379859,True
1039,1035,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,43,orchid oil,year 1020 valve tools failure changed training,supports valve keys,0.3712,True
1040,1040,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,43,root starch,year 1025 path lanterns failure changed training,supports dry cloaks,0.378776,True
1041,1040,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,43,salt reed,year 1025 lamp optics failure changed training,supports lantern lenses,0.379318,True
1042,1040,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,43,shade wood,year 1025 shade rigs failure changed training,supports seed meal,0.379859,True
1043,1040,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,43,signal stone,year 1025 bridge ledgers failure changed training,supports rope kits,0.3712,True
1044,1040,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,43,orchid oil,year 1025 valve tools failure changed training,supports valve keys,0.371741,True
1045,1045,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,43,root starch,year 1030 path lanterns failure changed training,supports dry cloaks,0.379318,True
1046,1045,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,43,salt reed,year 1030 lamp optics failure changed training,supports lantern lenses,0.379859,True
1047,1045,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,43,shade wood,year 1030 shade rigs failure changed training,supports seed meal,0.3712,True
1048,1045,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,43,signal stone,year 1030 bridge ledgers failure changed training,supports rope kits,0.371741,True
1049,1045,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,43,orchid oil,year 1030 valve tools failure changed training,supports valve keys,0.372282,True
1050,1050,moss_ward,cloak weaving,12,cloak weaving stage-12 moss fiber tool,44,moss fiber,year 1035 cloak weaving failure changed training,supports root cakes,0.381859,True
1051,1050,glass_harbor,net knots,12,net knots stage-12 lamp oil tool,44,lamp oil,year 1035 net knots failure changed training,supports kelp cord,0.3732,True
1052,1050,cinder_garden,ash ceramics,12,ash ceramics stage-12 cool stone tool,44,cool stone,year 1035 ash ceramics failure changed training,supports shade poles,0.373741,True
1053,1050,lichen_bridge,rope trusses,12,rope trusses stage-12 lichen paste tool,44,lichen paste,year 1035 rope trusses failure changed training,supports signal bells,0.374282,True
1054,1050,orchid_engine,orchid lamps,12,orchid lamps stage-12 valve ore tool,44,valve ore,year 1035 orchid lamps failure changed training,supports orchid lamps,0.374824,True
1055,1055,moss_ward,cloak weaving,12,cloak weaving stage-12 moss fiber tool,44,moss fiber,year 1040 cloak weaving failure changed training,supports root cakes,0.3732,True
1056,1055,glass_harbor,net knots,12,net knots stage-12 lamp oil tool,44,lamp oil,year 1040 net knots failure changed training,supports kelp cord,0.373741,True
1057,1055,cinder_garden,ash ceramics,12,ash ceramics stage-12 cool stone tool,44,cool stone,year 1040 ash ceramics failure changed training,supports shade poles,0.374282,True
1058,1055,lichen_bridge,rope trusses,12,rope trusses stage-12 lichen paste tool,44,lichen paste,year 1040 rope trusses failure changed training,supports signal bells,0.374824,True
1059,1055,orchid_engine,orchid lamps,12,orchid lamps stage-12 valve ore tool,44,valve ore,year 1040 orchid lamps failure changed training,supports orchid lamps,0.375365,True
1060,1060,moss_ward,cloak weaving,12,cloak weaving stage-12 moss fiber tool,44,moss fiber,year 1045 cloak weaving failure changed training,supports root cakes,0.373741,True
1061,1060,glass_harbor,net knots,12,net knots stage-12 lamp oil tool,44,lamp oil,year 1045 net knots failure changed training,supports kelp cord,0.374282,True
1062,1060,cinder_garden,ash ceramics,12,ash ceramics stage-12 cool stone tool,44,cool stone,year 1045 ash ceramics failure changed training,supports shade poles,0.374824,True
1063,1060,lichen_bridge,rope trusses,12,rope trusses stage-12 lichen paste tool,44,lichen paste,year 1045 rope trusses failure changed training,supports signal bells,0.375365,True
1064,1060,orchid_engine,orchid lamps,12,orchid lamps stage-12 valve ore tool,44,valve ore,year 1045 orchid lamps failure changed training,supports orchid lamps,0.375906,True
1065,1065,moss_ward,cloak weaving,12,cloak weaving stage-12 moss fiber tool,44,moss fiber,year 1050 cloak weaving failure changed training,supports root cakes,0.374282,True
1066,1065,glass_harbor,net knots,12,net knots stage-12 lamp oil tool,44,lamp oil,year 1050 net knots failure changed training,supports kelp cord,0.374824,True
1067,1065,cinder_garden,ash ceramics,12,ash ceramics stage-12 cool stone tool,44,cool stone,year 1050 ash ceramics failure changed training,supports shade poles,0.375365,True
1068,1065,lichen_bridge,rope trusses,12,rope trusses stage-12 lichen paste tool,44,lichen paste,year 1050 rope trusses failure changed training,supports signal bells,0.375906,True
1069,1065,orchid_engine,orchid lamps,12,orchid lamps stage-12 valve ore tool,44,valve ore,year 1050 orchid lamps failure changed training,supports orchid lamps,0.376447,True
1070,1070,moss_ward,cloak weaving,12,cloak weaving stage-12 moss fiber tool,44,moss fiber,year 1055 cloak weaving failure changed training,supports root cakes,0.374824,True
1071,1070,glass_harbor,net knots,12,net knots stage-12 lamp oil tool,44,lamp oil,year 1055 net knots failure changed training,supports kelp cord,0.375365,True
1072,1070,cinder_garden,ash ceramics,12,ash ceramics stage-12 cool stone tool,44,cool stone,year 1055 ash ceramics failure changed training,supports shade poles,0.375906,True
1073,1070,lichen_bridge,rope trusses,12,rope trusses stage-12 lichen paste tool,44,lichen paste,year 1055 rope trusses failure changed training,supports signal bells,0.376447,True
1074,1070,orchid_engine,orchid lamps,12,orchid lamps stage-12 valve ore tool,44,valve ore,year 1055 orchid lamps failure changed training,supports orchid lamps,0.376988,True
1075,1075,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,45,rain clay,year 1060 rain jar firing failure changed training,supports jar seals,0.373365,True
1076,1075,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,45,kelp fiber,year 1060 salt cisterns failure changed training,supports salt tea,0.373906,True
1077,1075,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,45,ember fruit,year 1060 seed calendars failure changed training,supports cool bowls,0.374447,True
1078,1075,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,45,rope reed,year 1060 signal bells failure changed training,supports lichen soup,0.374988,True
1079,1075,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,45,steam water,year 1060 gear washing failure changed training,supports steam tea,0.375529,True
1080,1080,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,45,rain clay,year 1065 rain jar firing failure changed training,supports jar seals,0.373906,True
1081,1080,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,45,kelp fiber,year 1065 salt cisterns failure changed training,supports salt tea,0.374447,True
1082,1080,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,45,ember fruit,year 1065 seed calendars failure changed training,supports cool bowls,0.374988,True
1083,1080,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,45,rope reed,year 1065 signal bells failure changed training,supports lichen soup,0.375529,True
1084,1080,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,45,steam water,year 1065 gear washing failure changed training,supports steam tea,0.376071,True
1085,1085,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,45,rain clay,year 1070 rain jar firing failure changed training,supports jar seals,0.374447,True
1086,1085,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,45,kelp fiber,year 1070 salt cisterns failure changed training,supports salt tea,0.374988,True
1087,1085,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,45,ember fruit,year 1070 seed calendars failure changed training,supports cool bowls,0.375529,True
1088,1085,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,45,rope reed,year 1070 signal bells failure changed training,supports lichen soup,0.376071,True
1089,1085,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,45,steam water,year 1070 gear washing failure changed training,supports steam tea,0.376612,True
1090,1090,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,45,rain clay,year 1075 rain jar firing failure changed training,supports jar seals,0.374988,True
1091,1090,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,45,kelp fiber,year 1075 salt cisterns failure changed training,supports salt tea,0.375529,True
1092,1090,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,45,ember fruit,year 1075 seed calendars failure changed training,supports cool bowls,0.376071,True
1093,1090,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,45,rope reed,year 1075 signal bells failure changed training,supports lichen soup,0.376612,True
1094,1090,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,45,steam water,year 1075 gear washing failure changed training,supports steam tea,0.377153,True
1095,1095,moss_ward,rain jar firing,12,rain jar firing stage-12 rain clay tool,45,rain clay,year 1080 rain jar firing failure changed training,supports jar seals,0.375529,True
1096,1095,glass_harbor,salt cisterns,12,salt cisterns stage-12 kelp fiber tool,45,kelp fiber,year 1080 salt cisterns failure changed training,supports salt tea,0.376071,True
1097,1095,cinder_garden,seed calendars,12,seed calendars stage-12 ember fruit tool,45,ember fruit,year 1080 seed calendars failure changed training,supports cool bowls,0.376612,True
1098,1095,lichen_bridge,signal bells,12,signal bells stage-12 rope reed tool,45,rope reed,year 1080 signal bells failure changed training,supports lichen soup,0.377153,True
1099,1095,orchid_engine,gear washing,12,gear washing stage-12 steam water tool,45,steam water,year 1080 gear washing failure changed training,supports steam tea,0.377694,True
1100,1100,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,46,root starch,year 1085 path lanterns failure changed training,supports dry cloaks,0.376071,True
1101,1100,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,46,salt reed,year 1085 lamp optics failure changed training,supports lantern lenses,0.376612,True
1102,1100,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,46,shade wood,year 1085 shade rigs failure changed training,supports seed meal,0.377153,True
1103,1100,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,46,signal stone,year 1085 bridge ledgers failure changed training,supports rope kits,0.377694,True
1104,1100,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,46,orchid oil,year 1085 valve tools failure changed training,supports valve keys,0.378235,True
1105,1105,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,46,root starch,year 1090 path lanterns failure changed training,supports dry cloaks,0.376612,True
1106,1105,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,46,salt reed,year 1090 lamp optics failure changed training,supports lantern lenses,0.377153,True
1107,1105,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,46,shade wood,year 1090 shade rigs failure changed training,supports seed meal,0.377694,True
1108,1105,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,46,signal stone,year 1090 bridge ledgers failure changed training,supports rope kits,0.378235,True
1109,1105,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,46,orchid oil,year 1090 valve tools failure changed training,supports valve keys,0.378776,True
1110,1110,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,46,root starch,year 1095 path lanterns failure changed training,supports dry cloaks,0.377153,True
1111,1110,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,46,salt reed,year 1095 lamp optics failure changed training,supports lantern lenses,0.377694,True
1112,1110,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,46,shade wood,year 1095 shade rigs failure changed training,supports seed meal,0.378235,True
1113,1110,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,46,signal stone,year 1095 bridge ledgers failure changed training,supports rope kits,0.378776,True
1114,1110,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,46,orchid oil,year 1095 valve tools failure changed training,supports valve keys,0.379318,True
1115,1115,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,46,root starch,year 1100 path lanterns failure changed training,supports dry cloaks,0.377694,True
1116,1115,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,46,salt reed,year 1100 lamp optics failure changed training,supports lantern lenses,0.378235,True
1117,1115,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,46,shade wood,year 1100 shade rigs failure changed training,supports seed meal,0.378776,True
1118,1115,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,46,signal stone,year 1100 bridge ledgers failure changed training,supports rope kits,0.379318,True
1119,1115,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,46,orchid oil,year 1100 valve tools failure changed training,supports valve keys,0.379859,True
1120,1120,moss_ward,path lanterns,12,path lanterns stage-12 root starch tool,46,root starch,year 1105 path lanterns failure changed training,supports dry cloaks,0.378235,True
1121,1120,glass_harbor,lamp optics,12,lamp optics stage-12 salt reed tool,46,salt reed,year 1105 lamp optics failure changed training,supports lantern lenses,0.378776,True
1122,1120,cinder_garden,shade rigs,12,shade rigs stage-12 shade wood tool,46,shade wood,year 1105 shade rigs failure changed training,supports seed meal,0.379318,True
1123,1120,lichen_bridge,bridge ledgers,12,bridge ledgers stage-12 signal stone tool,46,signal stone,year 1105 bridge ledgers failure changed training,supports rope kits,0.379859,True
1124,1120,orchid_engine,valve tools,12,valve tools stage-12 orchid oil tool,46,orchid oil,year 1105 valve tools failure changed training,supports valve keys,0.3712,True
