tick_id,day,agent,region_id,public_memory_key,remembered_supply,remembered_season,remembered_guild,remembered_apprentice,remembered_collapse,private_workspace_sealed,replay_pointer
454,29,Milo,signal_ridge,v28:Milo:signal_ridge:day29,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.57,stable,True,replay:454:signal_ridge
455,29,Ivo,orchard_fen,v28:Ivo:orchard_fen:day29,orchard_fen->roofward:seeds:0.28,summer_dry,Seed Guild:0.00,Mara:0.60,stable,True,replay:455:orchard_fen
456,29,Ari,riverbend,v28:Ari:riverbend:day29,riverbend->archive_quarter:planks:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.48,stable,True,replay:456:riverbend
457,29,Fay,roofward,v28:Fay:roofward:day29,roofward->signal_ridge:wire:0.43,summer_dry,Glassgarden Guild:0.07,Lio:0.51,shored,True,replay:457:roofward
458,29,Nia,archive_quarter,v28:Nia:archive_quarter:day29,archive_quarter->orchard_fen:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.52,stable,True,replay:458:archive_quarter
459,29,Milo,signal_ridge,v28:Milo:signal_ridge:day29,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.57,stable,True,replay:459:signal_ridge
460,29,Ivo,orchard_fen,v28:Ivo:orchard_fen:day29,orchard_fen->roofward:water:0.33,summer_dry,Seed Guild:0.00,Mara:0.60,stable,True,replay:460:orchard_fen
461,29,Ari,riverbend,v28:Ari:riverbend:day29,riverbend->archive_quarter:planks:0.38,summer_dry,Bridgewright Guild:0.00,Toma:0.49,stable,True,replay:461:riverbend
462,29,Fay,roofward,v28:Fay:roofward:day29,roofward->signal_ridge:herbs:0.28,summer_dry,Glassgarden Guild:0.10,Lio:0.51,shored,True,replay:462:roofward
463,29,Nia,archive_quarter,v28:Nia:archive_quarter:day29,archive_quarter->orchard_fen:planks:0.38,summer_dry,Index Guild:0.00,Sera:0.52,stable,True,replay:463:archive_quarter
464,30,Ivo,orchard_fen,v28:Ivo:orchard_fen:day30,orchard_fen->riverbend:oil:0.38,summer_dry,Seed Guild:0.00,Mara:0.61,stable,True,replay:464:orchard_fen
465,30,Ari,riverbend,v28:Ari:riverbend:day30,riverbend->roofward:planks:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.49,stable,True,replay:465:riverbend
466,30,Fay,roofward,v28:Fay:roofward:day30,roofward->archive_quarter:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.51,shored,True,replay:466:roofward
467,30,Nia,archive_quarter,v28:Nia:archive_quarter:day30,archive_quarter->signal_ridge:wire:0.43,summer_dry,Index Guild:0.00,Sera:0.53,stable,True,replay:467:archive_quarter
468,30,Milo,signal_ridge,v28:Milo:signal_ridge:day30,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.57,stable,True,replay:468:signal_ridge
469,30,Ivo,orchard_fen,v28:Ivo:orchard_fen:day30,orchard_fen->riverbend:seeds:0.43,summer_dry,Seed Guild:0.00,Mara:0.61,stable,True,replay:469:orchard_fen
470,30,Ari,riverbend,v28:Ari:riverbend:day30,riverbend->roofward:water:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.49,stable,True,replay:470:riverbend
471,30,Fay,roofward,v28:Fay:roofward:day30,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.51,shored,True,replay:471:roofward
472,30,Nia,archive_quarter,v28:Nia:archive_quarter:day30,archive_quarter->signal_ridge:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.54,stable,True,replay:472:archive_quarter
473,30,Milo,signal_ridge,v28:Milo:signal_ridge:day30,signal_ridge->orchard_fen:planks:0.38,summer_dry,Signal Guild:0.00,Ren:0.57,stable,True,replay:473:signal_ridge
474,30,Ivo,orchard_fen,v28:Ivo:orchard_fen:day30,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.00,Mara:0.61,stable,True,replay:474:orchard_fen
475,30,Ari,riverbend,v28:Ari:riverbend:day30,riverbend->roofward:planks:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.49,stable,True,replay:475:riverbend
476,30,Fay,roofward,v28:Fay:roofward:day30,roofward->archive_quarter:thread:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.51,shored,True,replay:476:roofward
477,30,Nia,archive_quarter,v28:Nia:archive_quarter:day30,archive_quarter->signal_ridge:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.54,stable,True,replay:477:archive_quarter
478,30,Milo,signal_ridge,v28:Milo:signal_ridge:day30,signal_ridge->orchard_fen:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.58,stable,True,replay:478:signal_ridge
479,30,Ivo,orchard_fen,v28:Ivo:orchard_fen:day30,orchard_fen->riverbend:oil:0.33,summer_dry,Seed Guild:0.00,Mara:0.61,stable,True,replay:479:orchard_fen
480,31,Ari,riverbend,v28:Ari:riverbend:day31,riverbend->archive_quarter:thread:0.43,summer_dry,Bridgewright Guild:0.00,Toma:0.49,stable,True,replay:480:riverbend
481,31,Fay,roofward,v28:Fay:roofward:day31,roofward->signal_ridge:herbs:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.52,shored,True,replay:481:roofward
482,31,Nia,archive_quarter,v28:Nia:archive_quarter:day31,archive_quarter->orchard_fen:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.54,stable,True,replay:482:archive_quarter
483,31,Milo,signal_ridge,v28:Milo:signal_ridge:day31,signal_ridge->riverbend:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.58,stable,True,replay:483:signal_ridge
484,31,Ivo,orchard_fen,v28:Ivo:orchard_fen:day31,orchard_fen->roofward:seeds:0.43,summer_dry,Seed Guild:0.03,Mara:0.61,shored,True,replay:484:orchard_fen
485,31,Ari,riverbend,v28:Ari:riverbend:day31,riverbend->archive_quarter:planks:0.28,summer_dry,Bridgewright Guild:0.00,Toma:0.50,stable,True,replay:485:riverbend
486,31,Fay,roofward,v28:Fay:roofward:day31,roofward->signal_ridge:wire:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.52,shored,True,replay:486:roofward
487,31,Nia,archive_quarter,v28:Nia:archive_quarter:day31,archive_quarter->orchard_fen:paper:0.28,summer_dry,Index Guild:0.00,Sera:0.55,stable,True,replay:487:archive_quarter
488,31,Milo,signal_ridge,v28:Milo:signal_ridge:day31,signal_ridge->riverbend:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.59,stable,True,replay:488:signal_ridge
489,31,Ivo,orchard_fen,v28:Ivo:orchard_fen:day31,orchard_fen->roofward:water:0.28,summer_dry,Seed Guild:0.05,Mara:0.62,shored,True,replay:489:orchard_fen
490,31,Ari,riverbend,v28:Ari:riverbend:day31,riverbend->archive_quarter:planks:0.33,summer_dry,Bridgewright Guild:0.00,Toma:0.50,stable,True,replay:490:riverbend
491,31,Fay,roofward,v28:Fay:roofward:day31,roofward->signal_ridge:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.52,shored,True,replay:491:roofward
492,31,Nia,archive_quarter,v28:Nia:archive_quarter:day31,archive_quarter->orchard_fen:planks:0.33,summer_dry,Index Guild:0.00,Sera:0.55,stable,True,replay:492:archive_quarter
493,31,Milo,signal_ridge,v28:Milo:signal_ridge:day31,signal_ridge->riverbend:oil:0.43,summer_dry,Signal Guild:0.00,Ren:0.59,stable,True,replay:493:signal_ridge
494,31,Ivo,orchard_fen,v28:Ivo:orchard_fen:day31,orchard_fen->roofward:seeds:0.33,summer_dry,Seed Guild:0.08,Mara:0.62,shored,True,replay:494:orchard_fen
495,31,Ari,riverbend,v28:Ari:riverbend:day31,riverbend->archive_quarter:thread:0.38,summer_dry,Bridgewright Guild:0.00,Toma:0.50,stable,True,replay:495:riverbend
496,32,Fay,roofward,v28:Fay:roofward:day32,roofward->archive_quarter:thread:0.33,summer_dry,Glassgarden Guild:0.00,Lio:0.52,shored,True,replay:496:roofward
497,32,Nia,archive_quarter,v28:Nia:archive_quarter:day32,archive_quarter->signal_ridge:paper:0.43,summer_dry,Index Guild:0.00,Sera:0.55,stable,True,replay:497:archive_quarter
498,32,Milo,signal_ridge,v28:Milo:signal_ridge:day32,signal_ridge->orchard_fen:oil:0.33,summer_dry,Signal Guild:0.00,Ren:0.60,stable,True,replay:498:signal_ridge
499,32,Ivo,orchard_fen,v28:Ivo:orchard_fen:day32,orchard_fen->riverbend:oil:0.43,summer_dry,Seed Guild:0.08,Mara:0.62,shored,True,replay:499:orchard_fen
500,32,Ari,riverbend,v28:Ari:riverbend:day32,riverbend->roofward:planks:0.28,summer_dry,Bridgewright Guild:0.03,Toma:0.50,shored,True,replay:500:riverbend
501,32,Fay,roofward,v28:Fay:roofward:day32,roofward->archive_quarter:herbs:0.38,summer_dry,Glassgarden Guild:0.00,Lio:0.52,shored,True,replay:501:roofward
502,32,Nia,archive_quarter,v28:Nia:archive_quarter:day32,archive_quarter->signal_ridge:wire:0.28,summer_dry,Index Guild:0.00,Sera:0.55,stable,True,replay:502:archive_quarter
503,32,Milo,signal_ridge,v28:Milo:signal_ridge:day32,signal_ridge->orchard_fen:oil:0.38,summer_dry,Signal Guild:0.00,Ren:0.60,stable,True,replay:503:signal_ridge
504,32,Ivo,orchard_fen,v28:Ivo:orchard_fen:day32,orchard_fen->riverbend:seeds:0.28,summer_dry,Seed Guild:0.08,Mara:0.63,shored,True,replay:504:orchard_fen
505,32,Ari,riverbend,v28:Ari:riverbend:day32,riverbend->roofward:water:0.33,summer_dry,Bridgewright Guild:0.06,Toma:0.50,shored,True,replay:505:riverbend
506,32,Fay,roofward,v28:Fay:roofward:day32,roofward->archive_quarter:herbs:0.43,summer_dry,Glassgarden Guild:0.00,Lio:0.53,shored,True,replay:506:roofward
507,32,Nia,archive_quarter,v28:Nia:archive_quarter:day32,archive_quarter->signal_ridge:paper:0.33,summer_dry,Index Guild:0.00,Sera:0.55,stable,True,replay:507:archive_quarter
508,32,Milo,signal_ridge,v28:Milo:signal_ridge:day32,signal_ridge->orchard_fen:planks:0.43,summer_dry,Signal Guild:0.00,Ren:0.60,stable,True,replay:508:signal_ridge
509,32,Ivo,orchard_fen,v28:Ivo:orchard_fen:day32,orchard_fen->riverbend:seeds:0.33,summer_dry,Seed Guild:0.08,Mara:0.64,shored,True,replay:509:orchard_fen
510,32,Ari,riverbend,v28:Ari:riverbend:day32,riverbend->roofward:planks:0.38,summer_dry,Bridgewright Guild:0.08,Toma:0.51,shored,True,replay:510:riverbend
511,32,Fay,roofward,v28:Fay:roofward:day32,roofward->archive_quarter:thread:0.28,summer_dry,Glassgarden Guild:0.00,Lio:0.53,shored,True,replay:511:roofward
512,33,Nia,archive_quarter,v28:Nia:archive_quarter:day33,archive_quarter->orchard_fen:planks:0.41,autumn_wind,Index Guild:0.00,Sera:0.56,stable,True,replay:512:archive_quarter
513,33,Milo,signal_ridge,v28:Milo:signal_ridge:day33,signal_ridge->riverbend:oil:0.31,autumn_wind,Signal Guild:0.00,Ren:0.60,stable,True,replay:513:signal_ridge
514,33,Ivo,orchard_fen,v28:Ivo:orchard_fen:day33,orchard_fen->roofward:seeds:0.41,autumn_wind,Seed Guild:0.00,Mara:0.64,shored,True,replay:514:orchard_fen
515,33,Ari,riverbend,v28:Ari:riverbend:day33,riverbend->archive_quarter:thread:0.27,autumn_wind,Bridgewright Guild:0.08,Toma:0.51,shored,True,replay:515:riverbend
516,33,Fay,roofward,v28:Fay:roofward:day33,roofward->signal_ridge:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.53,shored,True,replay:516:roofward
517,33,Nia,archive_quarter,v28:Nia:archive_quarter:day33,archive_quarter->orchard_fen:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.56,stable,True,replay:517:archive_quarter
518,33,Milo,signal_ridge,v28:Milo:signal_ridge:day33,signal_ridge->riverbend:oil:0.36,autumn_wind,Signal Guild:0.00,Ren:0.60,stable,True,replay:518:signal_ridge
519,33,Ivo,orchard_fen,v28:Ivo:orchard_fen:day33,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.64,shored,True,replay:519:orchard_fen
520,33,Ari,riverbend,v28:Ari:riverbend:day33,riverbend->archive_quarter:planks:0.31,autumn_wind,Bridgewright Guild:0.08,Toma:0.52,shored,True,replay:520:riverbend
521,33,Fay,roofward,v28:Fay:roofward:day33,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.02,Lio:0.53,shored,True,replay:521:roofward
522,33,Nia,archive_quarter,v28:Nia:archive_quarter:day33,archive_quarter->orchard_fen:paper:0.31,autumn_wind,Index Guild:0.00,Sera:0.56,stable,True,replay:522:archive_quarter
523,33,Milo,signal_ridge,v28:Milo:signal_ridge:day33,signal_ridge->riverbend:oil:0.41,autumn_wind,Signal Guild:0.00,Ren:0.61,stable,True,replay:523:signal_ridge
524,33,Ivo,orchard_fen,v28:Ivo:orchard_fen:day33,orchard_fen->roofward:water:0.31,autumn_wind,Seed Guild:0.00,Mara:0.64,shored,True,replay:524:orchard_fen
525,33,Ari,riverbend,v28:Ari:riverbend:day33,riverbend->archive_quarter:planks:0.36,autumn_wind,Bridgewright Guild:0.08,Toma:0.52,shored,True,replay:525:riverbend
526,33,Fay,roofward,v28:Fay:roofward:day33,roofward->signal_ridge:herbs:0.27,autumn_wind,Glassgarden Guild:0.02,Lio:0.53,shored,True,replay:526:roofward
527,33,Nia,archive_quarter,v28:Nia:archive_quarter:day33,archive_quarter->orchard_fen:planks:0.36,autumn_wind,Index Guild:0.00,Sera:0.56,stable,True,replay:527:archive_quarter
528,34,Milo,signal_ridge,v28:Milo:signal_ridge:day34,signal_ridge->orchard_fen:planks:0.31,autumn_wind,Signal Guild:0.00,Ren:0.61,stable,True,replay:528:signal_ridge
529,34,Ivo,orchard_fen,v28:Ivo:orchard_fen:day34,orchard_fen->riverbend:seeds:0.41,autumn_wind,Seed Guild:0.00,Mara:0.64,shored,True,replay:529:orchard_fen
530,34,Ari,riverbend,v28:Ari:riverbend:day34,riverbend->roofward:planks:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.53,shored,True,replay:530:riverbend
531,34,Fay,roofward,v28:Fay:roofward:day34,roofward->archive_quarter:thread:0.36,autumn_wind,Glassgarden Guild:0.02,Lio:0.54,shored,True,replay:531:roofward
532,34,Nia,archive_quarter,v28:Nia:archive_quarter:day34,archive_quarter->signal_ridge:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.56,stable,True,replay:532:archive_quarter
533,34,Milo,signal_ridge,v28:Milo:signal_ridge:day34,signal_ridge->orchard_fen:oil:0.36,autumn_wind,Signal Guild:0.00,Ren:0.61,stable,True,replay:533:signal_ridge
534,34,Ivo,orchard_fen,v28:Ivo:orchard_fen:day34,orchard_fen->riverbend:oil:0.27,autumn_wind,Seed Guild:0.00,Mara:0.65,shored,True,replay:534:orchard_fen
535,34,Ari,riverbend,v28:Ari:riverbend:day34,riverbend->roofward:planks:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.53,shored,True,replay:535:riverbend
536,34,Fay,roofward,v28:Fay:roofward:day34,roofward->archive_quarter:herbs:0.41,autumn_wind,Glassgarden Guild:0.02,Lio:0.55,shored,True,replay:536:roofward
537,34,Nia,archive_quarter,v28:Nia:archive_quarter:day34,archive_quarter->signal_ridge:wire:0.31,autumn_wind,Index Guild:0.00,Sera:0.57,stable,True,replay:537:archive_quarter
538,34,Milo,signal_ridge,v28:Milo:signal_ridge:day34,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.02,Ren:0.61,stable,True,replay:538:signal_ridge
539,34,Ivo,orchard_fen,v28:Ivo:orchard_fen:day34,orchard_fen->riverbend:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.65,shored,True,replay:539:orchard_fen
540,34,Ari,riverbend,v28:Ari:riverbend:day34,riverbend->roofward:water:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.53,shored,True,replay:540:riverbend
541,34,Fay,roofward,v28:Fay:roofward:day34,roofward->archive_quarter:herbs:0.27,autumn_wind,Glassgarden Guild:0.02,Lio:0.55,shored,True,replay:541:roofward
542,34,Nia,archive_quarter,v28:Nia:archive_quarter:day34,archive_quarter->signal_ridge:paper:0.36,autumn_wind,Index Guild:0.00,Sera:0.57,stable,True,replay:542:archive_quarter
543,34,Milo,signal_ridge,v28:Milo:signal_ridge:day34,signal_ridge->orchard_fen:planks:0.27,autumn_wind,Signal Guild:0.00,Ren:0.61,stable,True,replay:543:signal_ridge
544,35,Ivo,orchard_fen,v28:Ivo:orchard_fen:day35,orchard_fen->roofward:water:0.41,autumn_wind,Seed Guild:0.00,Mara:0.65,shored,True,replay:544:orchard_fen
545,35,Ari,riverbend,v28:Ari:riverbend:day35,riverbend->archive_quarter:planks:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.53,shored,True,replay:545:riverbend
546,35,Fay,roofward,v28:Fay:roofward:day35,roofward->signal_ridge:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.55,shored,True,replay:546:roofward
547,35,Nia,archive_quarter,v28:Nia:archive_quarter:day35,archive_quarter->orchard_fen:planks:0.27,autumn_wind,Index Guild:0.00,Sera:0.57,stable,True,replay:547:archive_quarter
548,35,Milo,signal_ridge,v28:Milo:signal_ridge:day35,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.02,Ren:0.62,stable,True,replay:548:signal_ridge
549,35,Ivo,orchard_fen,v28:Ivo:orchard_fen:day35,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.65,shored,True,replay:549:orchard_fen
550,35,Ari,riverbend,v28:Ari:riverbend:day35,riverbend->archive_quarter:thread:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.53,shored,True,replay:550:riverbend
551,35,Fay,roofward,v28:Fay:roofward:day35,roofward->signal_ridge:herbs:0.41,autumn_wind,Glassgarden Guild:0.00,Lio:0.56,shored,True,replay:551:roofward
552,35,Nia,archive_quarter,v28:Nia:archive_quarter:day35,archive_quarter->orchard_fen:paper:0.31,autumn_wind,Index Guild:0.00,Sera:0.58,stable,True,replay:552:archive_quarter
553,35,Milo,signal_ridge,v28:Milo:signal_ridge:day35,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.04,Ren:0.62,stable,True,replay:553:signal_ridge
554,35,Ivo,orchard_fen,v28:Ivo:orchard_fen:day35,orchard_fen->roofward:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.65,shored,True,replay:554:orchard_fen
555,35,Ari,riverbend,v28:Ari:riverbend:day35,riverbend->archive_quarter:planks:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.54,shored,True,replay:555:riverbend
556,35,Fay,roofward,v28:Fay:roofward:day35,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.00,Lio:0.56,shored,True,replay:556:roofward
557,35,Nia,archive_quarter,v28:Nia:archive_quarter:day35,archive_quarter->orchard_fen:paper:0.36,autumn_wind,Index Guild:0.00,Sera:0.59,stable,True,replay:557:archive_quarter
558,35,Milo,signal_ridge,v28:Milo:signal_ridge:day35,signal_ridge->riverbend:oil:0.27,autumn_wind,Signal Guild:0.04,Ren:0.62,stable,True,replay:558:signal_ridge
559,35,Ivo,orchard_fen,v28:Ivo:orchard_fen:day35,orchard_fen->roofward:water:0.36,autumn_wind,Seed Guild:0.00,Mara:0.66,shored,True,replay:559:orchard_fen
560,36,Fay,roofward,v28:Fay:roofward:day36,roofward->archive_quarter:thread:0.31,autumn_wind,Glassgarden Guild:0.00,Lio:0.56,shored,True,replay:560:roofward
561,36,Nia,archive_quarter,v28:Nia:archive_quarter:day36,archive_quarter->signal_ridge:paper:0.41,autumn_wind,Index Guild:0.00,Sera:0.59,stable,True,replay:561:archive_quarter
562,36,Milo,signal_ridge,v28:Milo:signal_ridge:day36,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.00,Ren:0.62,stable,True,replay:562:signal_ridge
563,36,Ivo,orchard_fen,v28:Ivo:orchard_fen:day36,orchard_fen->riverbend:oil:0.41,autumn_wind,Seed Guild:0.00,Mara:0.66,shored,True,replay:563:orchard_fen
564,36,Ari,riverbend,v28:Ari:riverbend:day36,riverbend->roofward:planks:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.54,shored,True,replay:564:riverbend
565,36,Fay,roofward,v28:Fay:roofward:day36,roofward->archive_quarter:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.56,shored,True,replay:565:roofward
566,36,Nia,archive_quarter,v28:Nia:archive_quarter:day36,archive_quarter->signal_ridge:wire:0.27,autumn_wind,Index Guild:0.00,Sera:0.59,stable,True,replay:566:archive_quarter
567,36,Milo,signal_ridge,v28:Milo:signal_ridge:day36,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.00,Ren:0.62,stable,True,replay:567:signal_ridge
568,36,Ivo,orchard_fen,v28:Ivo:orchard_fen:day36,orchard_fen->riverbend:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.67,shored,True,replay:568:orchard_fen
569,36,Ari,riverbend,v28:Ari:riverbend:day36,riverbend->roofward:water:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.54,shored,True,replay:569:riverbend
570,36,Fay,roofward,v28:Fay:roofward:day36,roofward->archive_quarter:herbs:0.41,autumn_wind,Glassgarden Guild:0.00,Lio:0.56,shored,True,replay:570:roofward
571,36,Nia,archive_quarter,v28:Nia:archive_quarter:day36,archive_quarter->signal_ridge:paper:0.31,autumn_wind,Index Guild:0.00,Sera:0.59,stable,True,replay:571:archive_quarter
572,36,Milo,signal_ridge,v28:Milo:signal_ridge:day36,signal_ridge->orchard_fen:planks:0.41,autumn_wind,Signal Guild:0.00,Ren:0.63,stable,True,replay:572:signal_ridge
573,36,Ivo,orchard_fen,v28:Ivo:orchard_fen:day36,orchard_fen->riverbend:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.67,shored,True,replay:573:orchard_fen
574,36,Ari,riverbend,v28:Ari:riverbend:day36,riverbend->roofward:planks:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.54,shored,True,replay:574:riverbend
575,36,Fay,roofward,v28:Fay:roofward:day36,roofward->archive_quarter:thread:0.27,autumn_wind,Glassgarden Guild:0.00,Lio:0.57,shored,True,replay:575:roofward
576,37,Nia,archive_quarter,v28:Nia:archive_quarter:day37,archive_quarter->orchard_fen:planks:0.41,autumn_wind,Index Guild:0.00,Sera:0.59,stable,True,replay:576:archive_quarter
577,37,Milo,signal_ridge,v28:Milo:signal_ridge:day37,signal_ridge->riverbend:oil:0.31,autumn_wind,Signal Guild:0.00,Ren:0.63,stable,True,replay:577:signal_ridge
578,37,Ivo,orchard_fen,v28:Ivo:orchard_fen:day37,orchard_fen->roofward:seeds:0.41,autumn_wind,Seed Guild:0.00,Mara:0.68,shored,True,replay:578:orchard_fen
579,37,Ari,riverbend,v28:Ari:riverbend:day37,riverbend->archive_quarter:thread:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.55,shored,True,replay:579:riverbend
580,37,Fay,roofward,v28:Fay:roofward:day37,roofward->signal_ridge:herbs:0.36,autumn_wind,Glassgarden Guild:0.00,Lio:0.57,shored,True,replay:580:roofward
581,37,Nia,archive_quarter,v28:Nia:archive_quarter:day37,archive_quarter->orchard_fen:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.60,stable,True,replay:581:archive_quarter
582,37,Milo,signal_ridge,v28:Milo:signal_ridge:day37,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.02,Ren:0.63,stable,True,replay:582:signal_ridge
583,37,Ivo,orchard_fen,v28:Ivo:orchard_fen:day37,orchard_fen->roofward:seeds:0.27,autumn_wind,Seed Guild:0.00,Mara:0.68,shored,True,replay:583:orchard_fen
584,37,Ari,riverbend,v28:Ari:riverbend:day37,riverbend->archive_quarter:planks:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.55,shored,True,replay:584:riverbend
585,37,Fay,roofward,v28:Fay:roofward:day37,roofward->signal_ridge:wire:0.00,autumn_wind,Glassgarden Guild:0.02,Lio:0.57,shored,True,replay:585:roofward
586,37,Nia,archive_quarter,v28:Nia:archive_quarter:day37,archive_quarter->orchard_fen:paper:0.31,autumn_wind,Index Guild:0.00,Sera:0.60,stable,True,replay:586:archive_quarter
587,37,Milo,signal_ridge,v28:Milo:signal_ridge:day37,signal_ridge->riverbend:oil:0.00,autumn_wind,Signal Guild:0.04,Ren:0.63,stable,True,replay:587:signal_ridge
588,37,Ivo,orchard_fen,v28:Ivo:orchard_fen:day37,orchard_fen->roofward:water:0.31,autumn_wind,Seed Guild:0.00,Mara:0.68,shored,True,replay:588:orchard_fen
589,37,Ari,riverbend,v28:Ari:riverbend:day37,riverbend->archive_quarter:planks:0.36,autumn_wind,Bridgewright Guild:0.00,Toma:0.56,shored,True,replay:589:riverbend
590,37,Fay,roofward,v28:Fay:roofward:day37,roofward->signal_ridge:herbs:0.27,autumn_wind,Glassgarden Guild:0.02,Lio:0.57,shored,True,replay:590:roofward
591,37,Nia,archive_quarter,v28:Nia:archive_quarter:day37,archive_quarter->orchard_fen:planks:0.36,autumn_wind,Index Guild:0.00,Sera:0.60,stable,True,replay:591:archive_quarter
592,38,Milo,signal_ridge,v28:Milo:signal_ridge:day38,signal_ridge->orchard_fen:planks:0.00,autumn_wind,Signal Guild:0.05,Ren:0.63,stable,True,replay:592:signal_ridge
593,38,Ivo,orchard_fen,v28:Ivo:orchard_fen:day38,orchard_fen->riverbend:seeds:0.41,autumn_wind,Seed Guild:0.00,Mara:0.68,shored,True,replay:593:orchard_fen
594,38,Ari,riverbend,v28:Ari:riverbend:day38,riverbend->roofward:planks:0.27,autumn_wind,Bridgewright Guild:0.00,Toma:0.56,shored,True,replay:594:riverbend
595,38,Fay,roofward,v28:Fay:roofward:day38,roofward->archive_quarter:thread:0.36,autumn_wind,Glassgarden Guild:0.02,Lio:0.58,shored,True,replay:595:roofward
596,38,Nia,archive_quarter,v28:Nia:archive_quarter:day38,archive_quarter->signal_ridge:paper:0.27,autumn_wind,Index Guild:0.00,Sera:0.60,stable,True,replay:596:archive_quarter
597,38,Milo,signal_ridge,v28:Milo:signal_ridge:day38,signal_ridge->orchard_fen:oil:0.00,autumn_wind,Signal Guild:0.07,Ren:0.64,stable,True,replay:597:signal_ridge
598,38,Ivo,orchard_fen,v28:Ivo:orchard_fen:day38,orchard_fen->riverbend:oil:0.27,autumn_wind,Seed Guild:0.00,Mara:0.68,shored,True,replay:598:orchard_fen
599,38,Ari,riverbend,v28:Ari:riverbend:day38,riverbend->roofward:planks:0.31,autumn_wind,Bridgewright Guild:0.00,Toma:0.56,shored,True,replay:599:riverbend
600,38,Fay,roofward,v28:Fay:roofward:day38,roofward->archive_quarter:herbs:0.41,autumn_wind,Glassgarden Guild:0.02,Lio:0.58,shored,True,replay:600:roofward
601,38,Nia,archive_quarter,v28:Nia:archive_quarter:day38,archive_quarter->signal_ridge:wire:0.31,autumn_wind,Index Guild:0.00,Sera:0.60,stable,True,replay:601:archive_quarter
602,38,Milo,signal_ridge,v28:Milo:signal_ridge:day38,signal_ridge->orchard_fen:oil:0.41,autumn_wind,Signal Guild:0.07,Ren:0.64,stable,True,replay:602:signal_ridge
603,38,Ivo,orchard_fen,v28:Ivo:orchard_fen:day38,orchard_fen->riverbend:seeds:0.31,autumn_wind,Seed Guild:0.00,Mara:0.69,shored,True,replay:603:orchard_fen
