tick,day,slot,selected_tick,selected_resident,event_key,event_kind,previous_event_key,next_event_key,scrubber_position,replay_row_visible,same_loop_reference
4374,244,0,4374,Nia,v58-loop-event-04374,offer_help,v58-loop-event-04373:talk,v58-loop-event-04375:borrow_tool,0.868029,True,v58_consolidated_playable_consequence_loop
4375,244,1,4375,Ari,v58-loop-event-04375,borrow_tool,v58-loop-event-04374:offer_help,v58-loop-event-04376:return_tool,0.868228,True,v58_consolidated_playable_consequence_loop
4376,244,2,4376,Fay,v58-loop-event-04376,return_tool,v58-loop-event-04375:borrow_tool,v58-loop-event-04377:interrupt_work,0.868426,True,v58_consolidated_playable_consequence_loop
4377,244,3,4377,Milo,v58-loop-event-04377,interrupt_work,v58-loop-event-04376:return_tool,v58-loop-event-04378:wait_offscreen,0.868625,True,v58_consolidated_playable_consequence_loop
4378,244,4,4378,Sera,v58-loop-event-04378,wait_offscreen,v58-loop-event-04377:interrupt_work,v58-loop-event-04379:repair_trust,0.868823,True,v58_consolidated_playable_consequence_loop
4379,244,5,4379,Tovan,v58-loop-event-04379,repair_trust,v58-loop-event-04378:wait_offscreen,v58-loop-event-04380:move,0.869022,True,v58_consolidated_playable_consequence_loop
4380,244,6,4380,Nia,v58-loop-event-04380,move,v58-loop-event-04379:repair_trust,v58-loop-event-04381:talk,0.86922,True,v58_consolidated_playable_consequence_loop
4381,244,7,4381,Ari,v58-loop-event-04381,talk,v58-loop-event-04380:move,v58-loop-event-04382:offer_help,0.869419,True,v58_consolidated_playable_consequence_loop
4382,244,8,4382,Fay,v58-loop-event-04382,offer_help,v58-loop-event-04381:talk,v58-loop-event-04383:borrow_tool,0.869617,True,v58_consolidated_playable_consequence_loop
4383,244,9,4383,Milo,v58-loop-event-04383,borrow_tool,v58-loop-event-04382:offer_help,v58-loop-event-04384:return_tool,0.869815,True,v58_consolidated_playable_consequence_loop
4384,244,10,4384,Sera,v58-loop-event-04384,return_tool,v58-loop-event-04383:borrow_tool,v58-loop-event-04385:interrupt_work,0.870014,True,v58_consolidated_playable_consequence_loop
4385,244,11,4385,Tovan,v58-loop-event-04385,interrupt_work,v58-loop-event-04384:return_tool,v58-loop-event-04386:wait_offscreen,0.870212,True,v58_consolidated_playable_consequence_loop
4386,244,12,4386,Nia,v58-loop-event-04386,wait_offscreen,v58-loop-event-04385:interrupt_work,v58-loop-event-04387:repair_trust,0.870411,True,v58_consolidated_playable_consequence_loop
4387,244,13,4387,Ari,v58-loop-event-04387,repair_trust,v58-loop-event-04386:wait_offscreen,v58-loop-event-04388:move,0.870609,True,v58_consolidated_playable_consequence_loop
4388,244,14,4388,Fay,v58-loop-event-04388,move,v58-loop-event-04387:repair_trust,v58-loop-event-04389:talk,0.870808,True,v58_consolidated_playable_consequence_loop
4389,244,15,4389,Milo,v58-loop-event-04389,talk,v58-loop-event-04388:move,v58-loop-event-04390:offer_help,0.871006,True,v58_consolidated_playable_consequence_loop
4390,244,16,4390,Sera,v58-loop-event-04390,offer_help,v58-loop-event-04389:talk,v58-loop-event-04391:borrow_tool,0.871205,True,v58_consolidated_playable_consequence_loop
4391,244,17,4391,Tovan,v58-loop-event-04391,borrow_tool,v58-loop-event-04390:offer_help,v58-loop-event-04392:return_tool,0.871403,True,v58_consolidated_playable_consequence_loop
4392,245,0,4392,Nia,v58-loop-event-04392,interrupt_work,v58-loop-event-04391:return_tool,v58-loop-event-04393:wait_offscreen,0.871602,True,v58_consolidated_playable_consequence_loop
4393,245,1,4393,Ari,v58-loop-event-04393,wait_offscreen,v58-loop-event-04392:interrupt_work,v58-loop-event-04394:repair_trust,0.8718,True,v58_consolidated_playable_consequence_loop
4394,245,2,4394,Fay,v58-loop-event-04394,repair_trust,v58-loop-event-04393:wait_offscreen,v58-loop-event-04395:move,0.871998,True,v58_consolidated_playable_consequence_loop
4395,245,3,4395,Milo,v58-loop-event-04395,move,v58-loop-event-04394:repair_trust,v58-loop-event-04396:talk,0.872197,True,v58_consolidated_playable_consequence_loop
4396,245,4,4396,Sera,v58-loop-event-04396,talk,v58-loop-event-04395:move,v58-loop-event-04397:offer_help,0.872395,True,v58_consolidated_playable_consequence_loop
4397,245,5,4397,Tovan,v58-loop-event-04397,offer_help,v58-loop-event-04396:talk,v58-loop-event-04398:borrow_tool,0.872594,True,v58_consolidated_playable_consequence_loop
4398,245,6,4398,Nia,v58-loop-event-04398,borrow_tool,v58-loop-event-04397:offer_help,v58-loop-event-04399:return_tool,0.872792,True,v58_consolidated_playable_consequence_loop
4399,245,7,4399,Ari,v58-loop-event-04399,return_tool,v58-loop-event-04398:borrow_tool,v58-loop-event-04400:interrupt_work,0.872991,True,v58_consolidated_playable_consequence_loop
4400,245,8,4400,Fay,v58-loop-event-04400,interrupt_work,v58-loop-event-04399:return_tool,v58-loop-event-04401:wait_offscreen,0.873189,True,v58_consolidated_playable_consequence_loop
4401,245,9,4401,Milo,v58-loop-event-04401,wait_offscreen,v58-loop-event-04400:interrupt_work,v58-loop-event-04402:repair_trust,0.873388,True,v58_consolidated_playable_consequence_loop
4402,245,10,4402,Sera,v58-loop-event-04402,repair_trust,v58-loop-event-04401:wait_offscreen,v58-loop-event-04403:move,0.873586,True,v58_consolidated_playable_consequence_loop
4403,245,11,4403,Tovan,v58-loop-event-04403,move,v58-loop-event-04402:repair_trust,v58-loop-event-04404:talk,0.873784,True,v58_consolidated_playable_consequence_loop
4404,245,12,4404,Nia,v58-loop-event-04404,talk,v58-loop-event-04403:move,v58-loop-event-04405:offer_help,0.873983,True,v58_consolidated_playable_consequence_loop
4405,245,13,4405,Ari,v58-loop-event-04405,offer_help,v58-loop-event-04404:talk,v58-loop-event-04406:borrow_tool,0.874181,True,v58_consolidated_playable_consequence_loop
4406,245,14,4406,Fay,v58-loop-event-04406,borrow_tool,v58-loop-event-04405:offer_help,v58-loop-event-04407:return_tool,0.87438,True,v58_consolidated_playable_consequence_loop
4407,245,15,4407,Milo,v58-loop-event-04407,return_tool,v58-loop-event-04406:borrow_tool,v58-loop-event-04408:interrupt_work,0.874578,True,v58_consolidated_playable_consequence_loop
4408,245,16,4408,Sera,v58-loop-event-04408,interrupt_work,v58-loop-event-04407:return_tool,v58-loop-event-04409:wait_offscreen,0.874777,True,v58_consolidated_playable_consequence_loop
4409,245,17,4409,Tovan,v58-loop-event-04409,wait_offscreen,v58-loop-event-04408:interrupt_work,v58-loop-event-04410:repair_trust,0.874975,True,v58_consolidated_playable_consequence_loop
4410,246,0,4410,Nia,v58-loop-event-04410,move,v58-loop-event-04409:repair_trust,v58-loop-event-04411:talk,0.875174,True,v58_consolidated_playable_consequence_loop
4411,246,1,4411,Ari,v58-loop-event-04411,talk,v58-loop-event-04410:move,v58-loop-event-04412:offer_help,0.875372,True,v58_consolidated_playable_consequence_loop
4412,246,2,4412,Fay,v58-loop-event-04412,offer_help,v58-loop-event-04411:talk,v58-loop-event-04413:borrow_tool,0.875571,True,v58_consolidated_playable_consequence_loop
4413,246,3,4413,Milo,v58-loop-event-04413,borrow_tool,v58-loop-event-04412:offer_help,v58-loop-event-04414:return_tool,0.875769,True,v58_consolidated_playable_consequence_loop
4414,246,4,4414,Sera,v58-loop-event-04414,return_tool,v58-loop-event-04413:borrow_tool,v58-loop-event-04415:interrupt_work,0.875967,True,v58_consolidated_playable_consequence_loop
4415,246,5,4415,Tovan,v58-loop-event-04415,interrupt_work,v58-loop-event-04414:return_tool,v58-loop-event-04416:wait_offscreen,0.876166,True,v58_consolidated_playable_consequence_loop
4416,246,6,4416,Nia,v58-loop-event-04416,wait_offscreen,v58-loop-event-04415:interrupt_work,v58-loop-event-04417:repair_trust,0.876364,True,v58_consolidated_playable_consequence_loop
4417,246,7,4417,Ari,v58-loop-event-04417,repair_trust,v58-loop-event-04416:wait_offscreen,v58-loop-event-04418:move,0.876563,True,v58_consolidated_playable_consequence_loop
4418,246,8,4418,Fay,v58-loop-event-04418,move,v58-loop-event-04417:repair_trust,v58-loop-event-04419:talk,0.876761,True,v58_consolidated_playable_consequence_loop
4419,246,9,4419,Milo,v58-loop-event-04419,talk,v58-loop-event-04418:move,v58-loop-event-04420:offer_help,0.87696,True,v58_consolidated_playable_consequence_loop
4420,246,10,4420,Sera,v58-loop-event-04420,offer_help,v58-loop-event-04419:talk,v58-loop-event-04421:borrow_tool,0.877158,True,v58_consolidated_playable_consequence_loop
4421,246,11,4421,Tovan,v58-loop-event-04421,borrow_tool,v58-loop-event-04420:offer_help,v58-loop-event-04422:return_tool,0.877357,True,v58_consolidated_playable_consequence_loop
4422,246,12,4422,Nia,v58-loop-event-04422,return_tool,v58-loop-event-04421:borrow_tool,v58-loop-event-04423:interrupt_work,0.877555,True,v58_consolidated_playable_consequence_loop
4423,246,13,4423,Ari,v58-loop-event-04423,interrupt_work,v58-loop-event-04422:return_tool,v58-loop-event-04424:wait_offscreen,0.877754,True,v58_consolidated_playable_consequence_loop
4424,246,14,4424,Fay,v58-loop-event-04424,wait_offscreen,v58-loop-event-04423:interrupt_work,v58-loop-event-04425:repair_trust,0.877952,True,v58_consolidated_playable_consequence_loop
4425,246,15,4425,Milo,v58-loop-event-04425,repair_trust,v58-loop-event-04424:wait_offscreen,v58-loop-event-04426:move,0.87815,True,v58_consolidated_playable_consequence_loop
4426,246,16,4426,Sera,v58-loop-event-04426,move,v58-loop-event-04425:repair_trust,v58-loop-event-04427:talk,0.878349,True,v58_consolidated_playable_consequence_loop
4427,246,17,4427,Tovan,v58-loop-event-04427,talk,v58-loop-event-04426:move,v58-loop-event-04428:offer_help,0.878547,True,v58_consolidated_playable_consequence_loop
4428,247,0,4428,Nia,v58-loop-event-04428,borrow_tool,v58-loop-event-04427:offer_help,v58-loop-event-04429:return_tool,0.878746,True,v58_consolidated_playable_consequence_loop
4429,247,1,4429,Ari,v58-loop-event-04429,return_tool,v58-loop-event-04428:borrow_tool,v58-loop-event-04430:interrupt_work,0.878944,True,v58_consolidated_playable_consequence_loop
4430,247,2,4430,Fay,v58-loop-event-04430,interrupt_work,v58-loop-event-04429:return_tool,v58-loop-event-04431:wait_offscreen,0.879143,True,v58_consolidated_playable_consequence_loop
4431,247,3,4431,Milo,v58-loop-event-04431,wait_offscreen,v58-loop-event-04430:interrupt_work,v58-loop-event-04432:repair_trust,0.879341,True,v58_consolidated_playable_consequence_loop
4432,247,4,4432,Sera,v58-loop-event-04432,repair_trust,v58-loop-event-04431:wait_offscreen,v58-loop-event-04433:move,0.87954,True,v58_consolidated_playable_consequence_loop
4433,247,5,4433,Tovan,v58-loop-event-04433,move,v58-loop-event-04432:repair_trust,v58-loop-event-04434:talk,0.879738,True,v58_consolidated_playable_consequence_loop
4434,247,6,4434,Nia,v58-loop-event-04434,talk,v58-loop-event-04433:move,v58-loop-event-04435:offer_help,0.879936,True,v58_consolidated_playable_consequence_loop
4435,247,7,4435,Ari,v58-loop-event-04435,offer_help,v58-loop-event-04434:talk,v58-loop-event-04436:borrow_tool,0.880135,True,v58_consolidated_playable_consequence_loop
4436,247,8,4436,Fay,v58-loop-event-04436,borrow_tool,v58-loop-event-04435:offer_help,v58-loop-event-04437:return_tool,0.880333,True,v58_consolidated_playable_consequence_loop
4437,247,9,4437,Milo,v58-loop-event-04437,return_tool,v58-loop-event-04436:borrow_tool,v58-loop-event-04438:interrupt_work,0.880532,True,v58_consolidated_playable_consequence_loop
4438,247,10,4438,Sera,v58-loop-event-04438,interrupt_work,v58-loop-event-04437:return_tool,v58-loop-event-04439:wait_offscreen,0.88073,True,v58_consolidated_playable_consequence_loop
4439,247,11,4439,Tovan,v58-loop-event-04439,wait_offscreen,v58-loop-event-04438:interrupt_work,v58-loop-event-04440:repair_trust,0.880929,True,v58_consolidated_playable_consequence_loop
4440,247,12,4440,Nia,v58-loop-event-04440,repair_trust,v58-loop-event-04439:wait_offscreen,v58-loop-event-04441:move,0.881127,True,v58_consolidated_playable_consequence_loop
4441,247,13,4441,Ari,v58-loop-event-04441,move,v58-loop-event-04440:repair_trust,v58-loop-event-04442:talk,0.881326,True,v58_consolidated_playable_consequence_loop
4442,247,14,4442,Fay,v58-loop-event-04442,talk,v58-loop-event-04441:move,v58-loop-event-04443:offer_help,0.881524,True,v58_consolidated_playable_consequence_loop
4443,247,15,4443,Milo,v58-loop-event-04443,offer_help,v58-loop-event-04442:talk,v58-loop-event-04444:borrow_tool,0.881723,True,v58_consolidated_playable_consequence_loop
4444,247,16,4444,Sera,v58-loop-event-04444,borrow_tool,v58-loop-event-04443:offer_help,v58-loop-event-04445:return_tool,0.881921,True,v58_consolidated_playable_consequence_loop
4445,247,17,4445,Tovan,v58-loop-event-04445,return_tool,v58-loop-event-04444:borrow_tool,v58-loop-event-04446:interrupt_work,0.882119,True,v58_consolidated_playable_consequence_loop
4446,248,0,4446,Nia,v58-loop-event-04446,wait_offscreen,v58-loop-event-04445:interrupt_work,v58-loop-event-04447:repair_trust,0.882318,True,v58_consolidated_playable_consequence_loop
4447,248,1,4447,Ari,v58-loop-event-04447,repair_trust,v58-loop-event-04446:wait_offscreen,v58-loop-event-04448:move,0.882516,True,v58_consolidated_playable_consequence_loop
4448,248,2,4448,Fay,v58-loop-event-04448,move,v58-loop-event-04447:repair_trust,v58-loop-event-04449:talk,0.882715,True,v58_consolidated_playable_consequence_loop
4449,248,3,4449,Milo,v58-loop-event-04449,talk,v58-loop-event-04448:move,v58-loop-event-04450:offer_help,0.882913,True,v58_consolidated_playable_consequence_loop
4450,248,4,4450,Sera,v58-loop-event-04450,offer_help,v58-loop-event-04449:talk,v58-loop-event-04451:borrow_tool,0.883112,True,v58_consolidated_playable_consequence_loop
4451,248,5,4451,Tovan,v58-loop-event-04451,borrow_tool,v58-loop-event-04450:offer_help,v58-loop-event-04452:return_tool,0.88331,True,v58_consolidated_playable_consequence_loop
4452,248,6,4452,Nia,v58-loop-event-04452,return_tool,v58-loop-event-04451:borrow_tool,v58-loop-event-04453:interrupt_work,0.883509,True,v58_consolidated_playable_consequence_loop
4453,248,7,4453,Ari,v58-loop-event-04453,interrupt_work,v58-loop-event-04452:return_tool,v58-loop-event-04454:wait_offscreen,0.883707,True,v58_consolidated_playable_consequence_loop
4454,248,8,4454,Fay,v58-loop-event-04454,wait_offscreen,v58-loop-event-04453:interrupt_work,v58-loop-event-04455:repair_trust,0.883906,True,v58_consolidated_playable_consequence_loop
4455,248,9,4455,Milo,v58-loop-event-04455,repair_trust,v58-loop-event-04454:wait_offscreen,v58-loop-event-04456:move,0.884104,True,v58_consolidated_playable_consequence_loop
4456,248,10,4456,Sera,v58-loop-event-04456,move,v58-loop-event-04455:repair_trust,v58-loop-event-04457:talk,0.884302,True,v58_consolidated_playable_consequence_loop
4457,248,11,4457,Tovan,v58-loop-event-04457,talk,v58-loop-event-04456:move,v58-loop-event-04458:offer_help,0.884501,True,v58_consolidated_playable_consequence_loop
4458,248,12,4458,Nia,v58-loop-event-04458,offer_help,v58-loop-event-04457:talk,v58-loop-event-04459:borrow_tool,0.884699,True,v58_consolidated_playable_consequence_loop
4459,248,13,4459,Ari,v58-loop-event-04459,borrow_tool,v58-loop-event-04458:offer_help,v58-loop-event-04460:return_tool,0.884898,True,v58_consolidated_playable_consequence_loop
4460,248,14,4460,Fay,v58-loop-event-04460,return_tool,v58-loop-event-04459:borrow_tool,v58-loop-event-04461:interrupt_work,0.885096,True,v58_consolidated_playable_consequence_loop
4461,248,15,4461,Milo,v58-loop-event-04461,interrupt_work,v58-loop-event-04460:return_tool,v58-loop-event-04462:wait_offscreen,0.885295,True,v58_consolidated_playable_consequence_loop
4462,248,16,4462,Sera,v58-loop-event-04462,wait_offscreen,v58-loop-event-04461:interrupt_work,v58-loop-event-04463:repair_trust,0.885493,True,v58_consolidated_playable_consequence_loop
4463,248,17,4463,Tovan,v58-loop-event-04463,repair_trust,v58-loop-event-04462:wait_offscreen,v58-loop-event-04464:move,0.885692,True,v58_consolidated_playable_consequence_loop
4464,249,0,4464,Nia,v58-loop-event-04464,talk,v58-loop-event-04463:move,v58-loop-event-04465:offer_help,0.88589,True,v58_consolidated_playable_consequence_loop
4465,249,1,4465,Ari,v58-loop-event-04465,offer_help,v58-loop-event-04464:talk,v58-loop-event-04466:borrow_tool,0.886089,True,v58_consolidated_playable_consequence_loop
4466,249,2,4466,Fay,v58-loop-event-04466,borrow_tool,v58-loop-event-04465:offer_help,v58-loop-event-04467:return_tool,0.886287,True,v58_consolidated_playable_consequence_loop
4467,249,3,4467,Milo,v58-loop-event-04467,return_tool,v58-loop-event-04466:borrow_tool,v58-loop-event-04468:interrupt_work,0.886485,True,v58_consolidated_playable_consequence_loop
4468,249,4,4468,Sera,v58-loop-event-04468,interrupt_work,v58-loop-event-04467:return_tool,v58-loop-event-04469:wait_offscreen,0.886684,True,v58_consolidated_playable_consequence_loop
4469,249,5,4469,Tovan,v58-loop-event-04469,wait_offscreen,v58-loop-event-04468:interrupt_work,v58-loop-event-04470:repair_trust,0.886882,True,v58_consolidated_playable_consequence_loop
4470,249,6,4470,Nia,v58-loop-event-04470,repair_trust,v58-loop-event-04469:wait_offscreen,v58-loop-event-04471:move,0.887081,True,v58_consolidated_playable_consequence_loop
4471,249,7,4471,Ari,v58-loop-event-04471,move,v58-loop-event-04470:repair_trust,v58-loop-event-04472:talk,0.887279,True,v58_consolidated_playable_consequence_loop
4472,249,8,4472,Fay,v58-loop-event-04472,talk,v58-loop-event-04471:move,v58-loop-event-04473:offer_help,0.887478,True,v58_consolidated_playable_consequence_loop
4473,249,9,4473,Milo,v58-loop-event-04473,offer_help,v58-loop-event-04472:talk,v58-loop-event-04474:borrow_tool,0.887676,True,v58_consolidated_playable_consequence_loop
4474,249,10,4474,Sera,v58-loop-event-04474,borrow_tool,v58-loop-event-04473:offer_help,v58-loop-event-04475:return_tool,0.887875,True,v58_consolidated_playable_consequence_loop
4475,249,11,4475,Tovan,v58-loop-event-04475,return_tool,v58-loop-event-04474:borrow_tool,v58-loop-event-04476:interrupt_work,0.888073,True,v58_consolidated_playable_consequence_loop
4476,249,12,4476,Nia,v58-loop-event-04476,interrupt_work,v58-loop-event-04475:return_tool,v58-loop-event-04477:wait_offscreen,0.888271,True,v58_consolidated_playable_consequence_loop
4477,249,13,4477,Ari,v58-loop-event-04477,wait_offscreen,v58-loop-event-04476:interrupt_work,v58-loop-event-04478:repair_trust,0.88847,True,v58_consolidated_playable_consequence_loop
4478,249,14,4478,Fay,v58-loop-event-04478,repair_trust,v58-loop-event-04477:wait_offscreen,v58-loop-event-04479:move,0.888668,True,v58_consolidated_playable_consequence_loop
4479,249,15,4479,Milo,v58-loop-event-04479,move,v58-loop-event-04478:repair_trust,v58-loop-event-04480:talk,0.888867,True,v58_consolidated_playable_consequence_loop
4480,249,16,4480,Sera,v58-loop-event-04480,talk,v58-loop-event-04479:move,v58-loop-event-04481:offer_help,0.889065,True,v58_consolidated_playable_consequence_loop
4481,249,17,4481,Tovan,v58-loop-event-04481,offer_help,v58-loop-event-04480:talk,v58-loop-event-04482:borrow_tool,0.889264,True,v58_consolidated_playable_consequence_loop
4482,250,0,4482,Nia,v58-loop-event-04482,return_tool,v58-loop-event-04481:borrow_tool,v58-loop-event-04483:interrupt_work,0.889462,True,v58_consolidated_playable_consequence_loop
4483,250,1,4483,Ari,v58-loop-event-04483,interrupt_work,v58-loop-event-04482:return_tool,v58-loop-event-04484:wait_offscreen,0.889661,True,v58_consolidated_playable_consequence_loop
4484,250,2,4484,Fay,v58-loop-event-04484,wait_offscreen,v58-loop-event-04483:interrupt_work,v58-loop-event-04485:repair_trust,0.889859,True,v58_consolidated_playable_consequence_loop
4485,250,3,4485,Milo,v58-loop-event-04485,repair_trust,v58-loop-event-04484:wait_offscreen,v58-loop-event-04486:move,0.890058,True,v58_consolidated_playable_consequence_loop
4486,250,4,4486,Sera,v58-loop-event-04486,move,v58-loop-event-04485:repair_trust,v58-loop-event-04487:talk,0.890256,True,v58_consolidated_playable_consequence_loop
4487,250,5,4487,Tovan,v58-loop-event-04487,talk,v58-loop-event-04486:move,v58-loop-event-04488:offer_help,0.890454,True,v58_consolidated_playable_consequence_loop
4488,250,6,4488,Nia,v58-loop-event-04488,offer_help,v58-loop-event-04487:talk,v58-loop-event-04489:borrow_tool,0.890653,True,v58_consolidated_playable_consequence_loop
4489,250,7,4489,Ari,v58-loop-event-04489,borrow_tool,v58-loop-event-04488:offer_help,v58-loop-event-04490:return_tool,0.890851,True,v58_consolidated_playable_consequence_loop
4490,250,8,4490,Fay,v58-loop-event-04490,return_tool,v58-loop-event-04489:borrow_tool,v58-loop-event-04491:interrupt_work,0.89105,True,v58_consolidated_playable_consequence_loop
4491,250,9,4491,Milo,v58-loop-event-04491,interrupt_work,v58-loop-event-04490:return_tool,v58-loop-event-04492:wait_offscreen,0.891248,True,v58_consolidated_playable_consequence_loop
4492,250,10,4492,Sera,v58-loop-event-04492,wait_offscreen,v58-loop-event-04491:interrupt_work,v58-loop-event-04493:repair_trust,0.891447,True,v58_consolidated_playable_consequence_loop
4493,250,11,4493,Tovan,v58-loop-event-04493,repair_trust,v58-loop-event-04492:wait_offscreen,v58-loop-event-04494:move,0.891645,True,v58_consolidated_playable_consequence_loop
4494,250,12,4494,Nia,v58-loop-event-04494,move,v58-loop-event-04493:repair_trust,v58-loop-event-04495:talk,0.891844,True,v58_consolidated_playable_consequence_loop
4495,250,13,4495,Ari,v58-loop-event-04495,talk,v58-loop-event-04494:move,v58-loop-event-04496:offer_help,0.892042,True,v58_consolidated_playable_consequence_loop
4496,250,14,4496,Fay,v58-loop-event-04496,offer_help,v58-loop-event-04495:talk,v58-loop-event-04497:borrow_tool,0.892241,True,v58_consolidated_playable_consequence_loop
4497,250,15,4497,Milo,v58-loop-event-04497,borrow_tool,v58-loop-event-04496:offer_help,v58-loop-event-04498:return_tool,0.892439,True,v58_consolidated_playable_consequence_loop
4498,250,16,4498,Sera,v58-loop-event-04498,return_tool,v58-loop-event-04497:borrow_tool,v58-loop-event-04499:interrupt_work,0.892637,True,v58_consolidated_playable_consequence_loop
4499,250,17,4499,Tovan,v58-loop-event-04499,interrupt_work,v58-loop-event-04498:return_tool,v58-loop-event-04500:wait_offscreen,0.892836,True,v58_consolidated_playable_consequence_loop
4500,251,0,4500,Nia,v58-loop-event-04500,repair_trust,v58-loop-event-04499:wait_offscreen,v58-loop-event-04501:move,0.893034,True,v58_consolidated_playable_consequence_loop
4501,251,1,4501,Ari,v58-loop-event-04501,move,v58-loop-event-04500:repair_trust,v58-loop-event-04502:talk,0.893233,True,v58_consolidated_playable_consequence_loop
4502,251,2,4502,Fay,v58-loop-event-04502,talk,v58-loop-event-04501:move,v58-loop-event-04503:offer_help,0.893431,True,v58_consolidated_playable_consequence_loop
4503,251,3,4503,Milo,v58-loop-event-04503,offer_help,v58-loop-event-04502:talk,v58-loop-event-04504:borrow_tool,0.89363,True,v58_consolidated_playable_consequence_loop
4504,251,4,4504,Sera,v58-loop-event-04504,borrow_tool,v58-loop-event-04503:offer_help,v58-loop-event-04505:return_tool,0.893828,True,v58_consolidated_playable_consequence_loop
4505,251,5,4505,Tovan,v58-loop-event-04505,return_tool,v58-loop-event-04504:borrow_tool,v58-loop-event-04506:interrupt_work,0.894027,True,v58_consolidated_playable_consequence_loop
4506,251,6,4506,Nia,v58-loop-event-04506,interrupt_work,v58-loop-event-04505:return_tool,v58-loop-event-04507:wait_offscreen,0.894225,True,v58_consolidated_playable_consequence_loop
4507,251,7,4507,Ari,v58-loop-event-04507,wait_offscreen,v58-loop-event-04506:interrupt_work,v58-loop-event-04508:repair_trust,0.894423,True,v58_consolidated_playable_consequence_loop
4508,251,8,4508,Fay,v58-loop-event-04508,repair_trust,v58-loop-event-04507:wait_offscreen,v58-loop-event-04509:move,0.894622,True,v58_consolidated_playable_consequence_loop
4509,251,9,4509,Milo,v58-loop-event-04509,move,v58-loop-event-04508:repair_trust,v58-loop-event-04510:talk,0.89482,True,v58_consolidated_playable_consequence_loop
4510,251,10,4510,Sera,v58-loop-event-04510,talk,v58-loop-event-04509:move,v58-loop-event-04511:offer_help,0.895019,True,v58_consolidated_playable_consequence_loop
4511,251,11,4511,Tovan,v58-loop-event-04511,offer_help,v58-loop-event-04510:talk,v58-loop-event-04512:borrow_tool,0.895217,True,v58_consolidated_playable_consequence_loop
4512,251,12,4512,Nia,v58-loop-event-04512,borrow_tool,v58-loop-event-04511:offer_help,v58-loop-event-04513:return_tool,0.895416,True,v58_consolidated_playable_consequence_loop
4513,251,13,4513,Ari,v58-loop-event-04513,return_tool,v58-loop-event-04512:borrow_tool,v58-loop-event-04514:interrupt_work,0.895614,True,v58_consolidated_playable_consequence_loop
4514,251,14,4514,Fay,v58-loop-event-04514,interrupt_work,v58-loop-event-04513:return_tool,v58-loop-event-04515:wait_offscreen,0.895813,True,v58_consolidated_playable_consequence_loop
4515,251,15,4515,Milo,v58-loop-event-04515,wait_offscreen,v58-loop-event-04514:interrupt_work,v58-loop-event-04516:repair_trust,0.896011,True,v58_consolidated_playable_consequence_loop
4516,251,16,4516,Sera,v58-loop-event-04516,repair_trust,v58-loop-event-04515:wait_offscreen,v58-loop-event-04517:move,0.89621,True,v58_consolidated_playable_consequence_loop
4517,251,17,4517,Tovan,v58-loop-event-04517,move,v58-loop-event-04516:repair_trust,v58-loop-event-04518:talk,0.896408,True,v58_consolidated_playable_consequence_loop
4518,252,0,4518,Nia,v58-loop-event-04518,offer_help,v58-loop-event-04517:talk,v58-loop-event-04519:borrow_tool,0.896606,True,v58_consolidated_playable_consequence_loop
4519,252,1,4519,Ari,v58-loop-event-04519,borrow_tool,v58-loop-event-04518:offer_help,v58-loop-event-04520:return_tool,0.896805,True,v58_consolidated_playable_consequence_loop
4520,252,2,4520,Fay,v58-loop-event-04520,return_tool,v58-loop-event-04519:borrow_tool,v58-loop-event-04521:interrupt_work,0.897003,True,v58_consolidated_playable_consequence_loop
4521,252,3,4521,Milo,v58-loop-event-04521,interrupt_work,v58-loop-event-04520:return_tool,v58-loop-event-04522:wait_offscreen,0.897202,True,v58_consolidated_playable_consequence_loop
4522,252,4,4522,Sera,v58-loop-event-04522,wait_offscreen,v58-loop-event-04521:interrupt_work,v58-loop-event-04523:repair_trust,0.8974,True,v58_consolidated_playable_consequence_loop
4523,252,5,4523,Tovan,v58-loop-event-04523,repair_trust,v58-loop-event-04522:wait_offscreen,v58-loop-event-04524:move,0.897599,True,v58_consolidated_playable_consequence_loop
4524,252,6,4524,Nia,v58-loop-event-04524,move,v58-loop-event-04523:repair_trust,v58-loop-event-04525:talk,0.897797,True,v58_consolidated_playable_consequence_loop
4525,252,7,4525,Ari,v58-loop-event-04525,talk,v58-loop-event-04524:move,v58-loop-event-04526:offer_help,0.897996,True,v58_consolidated_playable_consequence_loop
4526,252,8,4526,Fay,v58-loop-event-04526,offer_help,v58-loop-event-04525:talk,v58-loop-event-04527:borrow_tool,0.898194,True,v58_consolidated_playable_consequence_loop
4527,252,9,4527,Milo,v58-loop-event-04527,borrow_tool,v58-loop-event-04526:offer_help,v58-loop-event-04528:return_tool,0.898393,True,v58_consolidated_playable_consequence_loop
4528,252,10,4528,Sera,v58-loop-event-04528,return_tool,v58-loop-event-04527:borrow_tool,v58-loop-event-04529:interrupt_work,0.898591,True,v58_consolidated_playable_consequence_loop
4529,252,11,4529,Tovan,v58-loop-event-04529,interrupt_work,v58-loop-event-04528:return_tool,v58-loop-event-04530:wait_offscreen,0.898789,True,v58_consolidated_playable_consequence_loop
4530,252,12,4530,Nia,v58-loop-event-04530,wait_offscreen,v58-loop-event-04529:interrupt_work,v58-loop-event-04531:repair_trust,0.898988,True,v58_consolidated_playable_consequence_loop
