tick_id,day,agent_id,owned_object,avatar_event,ownership_appraisal,memory_episode_public,trust_delta,respect_delta,resentment_delta,gratitude_delta,memory_written,recall_key
1083,91,Ari,cedar repair kit,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1083
1084,91,Fay,herb ledger,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1084
1087,91,Ivo,seed satchel,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1087
1089,91,Ari,cedar repair kit,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1089
1091,91,Nia,signal spool,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1091
1092,92,Milo,oil lantern,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1092
1094,92,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1094
1096,92,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1096
1099,92,Ivo,seed satchel,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1099
1101,92,Ari,cedar repair kit,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1101
1103,92,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1103
1104,93,Milo,oil lantern,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1104
1106,93,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1106
1108,93,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1108
1111,93,Ivo,seed satchel,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1111
1112,93,Juno,copper wire,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near copper wire: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Juno:1112
1113,93,Ari,cedar repair kit,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1113
1115,93,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1115
1116,94,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1116
1117,94,Ivo,seed satchel,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1117
1118,94,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1118
1120,94,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1120
1123,94,Ivo,seed satchel,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1123
1125,94,Ari,cedar repair kit,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1125
1127,94,Nia,signal spool,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1127
1128,95,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1128
1130,95,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1130
1132,95,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1132
1134,95,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1134
1135,95,Ivo,seed satchel,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1135
1137,95,Ari,cedar repair kit,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1137
1139,95,Nia,signal spool,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1139
1140,96,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1140
1142,96,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1142
1144,96,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1144
1145,96,Nia,signal spool,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near signal spool: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Nia:1145
1147,96,Ivo,seed satchel,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1147
1149,96,Ari,cedar repair kit,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1149
1151,96,Nia,signal spool,give_space,repairs or protects self-boundary,Avatar event `give_space` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1151
1152,97,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1152
1154,97,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1154
1156,97,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1156
1159,97,Ivo,seed satchel,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1159
1161,97,Ari,cedar repair kit,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:1161
1162,97,Fay,herb ledger,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near herb ledger: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Fay:1162
1163,97,Nia,signal spool,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1163
1164,98,Milo,oil lantern,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1164
1166,98,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1166
1167,98,Ari,cedar repair kit,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1167
1168,98,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1168
1171,98,Ivo,seed satchel,give_space,repairs or protects self-boundary,Avatar event `give_space` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1171
1173,98,Ari,cedar repair kit,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1173
1175,98,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1175
1176,99,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1176
1178,99,Juno,copper wire,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near copper wire: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Juno:1178
1180,99,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1180
1183,99,Ivo,seed satchel,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1183
1185,99,Ari,cedar repair kit,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1185
1187,99,Nia,signal spool,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1187
1188,100,Ivo,seed satchel,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1188
1189,100,Juno,copper wire,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near copper wire: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Juno:1189
1190,100,Ari,cedar repair kit,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1190
1192,100,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1192
1195,100,Juno,copper wire,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near copper wire: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Juno:1195
1197,100,Fay,herb ledger,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near herb ledger: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Fay:1197
1199,100,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1199
1200,101,Ivo,seed satchel,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1200
1202,101,Ari,cedar repair kit,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1202
1204,101,Nia,signal spool,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1204
1206,101,Ivo,seed satchel,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1206
1207,101,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1207
1209,101,Fay,herb ledger,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near herb ledger: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Fay:1209
1211,101,Milo,oil lantern,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1211
1212,102,Ivo,seed satchel,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1212
1214,102,Ari,cedar repair kit,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1214
1216,102,Nia,signal spool,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1216
1217,102,Milo,oil lantern,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near oil lantern: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Milo:1217
1219,102,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1219
1221,102,Fay,herb ledger,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near herb ledger: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Fay:1221
1223,102,Milo,oil lantern,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1223
1224,103,Ivo,seed satchel,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1224
1226,103,Ari,cedar repair kit,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near cedar repair kit: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ari:1226
1228,103,Nia,signal spool,give_space,repairs or protects self-boundary,Avatar event `give_space` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1228
1231,103,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1231
1233,103,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1233
1234,103,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1234
1235,103,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1235
1236,104,Ivo,seed satchel,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1236
1238,104,Ari,cedar repair kit,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:1238
1239,104,Fay,herb ledger,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near herb ledger: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Fay:1239
1240,104,Nia,signal spool,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near signal spool: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Nia:1240
1243,104,Juno,copper wire,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1243
1245,104,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1245
1247,104,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1247
1248,105,Ivo,seed satchel,give_space,repairs or protects self-boundary,Avatar event `give_space` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1248
1250,105,Ari,cedar repair kit,offer_apology,repairs or protects self-boundary,Avatar event `offer_apology` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1250
1252,105,Nia,signal spool,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1252
1255,105,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1255
1256,105,Ari,cedar repair kit,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1256
1257,105,Fay,herb ledger,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1257
1259,105,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1259
1260,106,Ivo,seed satchel,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near seed satchel: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ivo:1260
1262,106,Ari,cedar repair kit,offer_care,repairs or protects self-boundary,Avatar event `offer_care` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1262
1264,106,Nia,signal spool,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near signal spool: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Nia:1264
1267,106,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1267
1269,106,Fay,herb ledger,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1269
1271,106,Milo,oil lantern,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1271
1272,107,Ivo,seed satchel,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1272
1273,107,Juno,copper wire,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1273
1274,107,Ari,cedar repair kit,give_space,repairs or protects self-boundary,Avatar event `give_space` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1274
1276,107,Nia,signal spool,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near signal spool: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Nia:1276
1279,107,Juno,copper wire,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near copper wire: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Juno:1279
1281,107,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1281
1283,107,Milo,oil lantern,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near oil lantern: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Milo:1283
1284,108,Ivo,seed satchel,ask_status,neutral request with low boundary pressure,Avatar event `ask_status` near seed satchel: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ivo:1284
1286,108,Ari,cedar repair kit,protect_object,repairs or protects self-boundary,Avatar event `protect_object` near cedar repair kit: repairs or protects self-boundary.,0.05,0.06,-0.04,0.065,True,ownership:Ari:1286
1288,108,Nia,signal spool,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1288
1290,108,Ivo,seed satchel,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1290
1291,108,Juno,copper wire,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1291
1293,108,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1293
1295,108,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1295
1296,109,Ivo,seed satchel,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near seed satchel: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ivo:1296
1298,109,Ari,cedar repair kit,ask_help,neutral request with low boundary pressure,Avatar event `ask_help` near cedar repair kit: neutral request with low boundary pressure.,0.015,0.012,0.0,0.01,True,ownership:Ari:1298
1300,109,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1300
1301,109,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1301
1303,109,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1303
1305,109,Fay,herb ledger,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1305
1307,109,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1307
1308,110,Juno,copper wire,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1308
1310,110,Fay,herb ledger,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near herb ledger: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Fay:1310
1311,110,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1311
1312,110,Milo,oil lantern,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1312
1315,110,Ari,cedar repair kit,ask_permission,asks before crossing ownership boundary,Avatar event `ask_permission` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1315
1317,110,Nia,signal spool,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near signal spool: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Nia:1317
1319,110,Ivo,seed satchel,interrupt_task,crosses self-boundary without enough respect,Avatar event `interrupt_task` near seed satchel: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Ivo:1319
1320,111,Juno,copper wire,misname_agent,crosses self-boundary without enough respect,Avatar event `misname_agent` near copper wire: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Juno:1320
1322,111,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1322
1324,111,Milo,oil lantern,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near oil lantern: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Milo:1324
1327,111,Ari,cedar repair kit,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near cedar repair kit: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Ari:1327
1328,111,Fay,herb ledger,move_owned_object,crosses self-boundary without enough respect,Avatar event `move_owned_object` near herb ledger: crosses self-boundary without enough respect.,-0.05,-0.065,0.07,-0.02,True,ownership:Fay:1328
1329,111,Nia,signal spool,request_owned_object,asks before crossing ownership boundary,Avatar event `request_owned_object` near signal spool: asks before crossing ownership boundary.,0.03,0.035,-0.01,0.025,True,ownership:Nia:1329
