tick_id,day,task_group_id,route_id,companion_route_id,avatar_task,companion_task,simultaneous,resource_conflict,fatigue_cost,recovery_delta,conflict_visible,resolution
714,48,group:48:9:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
715,48,group:48:10:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
716,48,group:48:11:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
717,48,group:48:12:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
718,48,group:48:13:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
719,48,group:48:14:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
720,49,group:49:0:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
721,49,group:49:1:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
722,49,group:49:2:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
723,49,group:49:3:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
724,49,group:49:4:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
725,49,group:49:5:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
726,49,group:49:6:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
727,49,group:49:7:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
728,49,group:49:8:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
729,49,group:49:9:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
730,49,group:49:10:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
731,49,group:49:11:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
732,49,group:49:12:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
733,49,group:49:13:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
734,49,group:49:14:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
735,50,group:50:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
736,50,group:50:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
737,50,group:50:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
738,50,group:50:3:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
739,50,group:50:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
740,50,group:50:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
741,50,group:50:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
742,50,group:50:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
743,50,group:50:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
744,50,group:50:9:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
745,50,group:50:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
746,50,group:50:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
747,50,group:50:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
748,50,group:50:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
749,50,group:50:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
750,51,group:51:0:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
751,51,group:51:1:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
752,51,group:51:2:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
753,51,group:51:3:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
754,51,group:51:4:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
755,51,group:51:5:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
756,51,group:51:6:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
757,51,group:51:7:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
758,51,group:51:8:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
759,51,group:51:9:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
760,51,group:51:10:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
761,51,group:51:11:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
762,51,group:51:12:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
763,51,group:51:13:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
764,51,group:51:14:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
765,52,group:52:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
766,52,group:52:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
767,52,group:52:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
768,52,group:52:3:4,orchard_riverbend,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
769,52,group:52:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
770,52,group:52:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
771,52,group:52:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
772,52,group:52:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
773,52,group:52:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
774,52,group:52:9:4,orchard_riverbend,central_repair_ring,split cargo,hold spare route,True,True,0.056,0.03,True,split task
775,52,group:52:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
776,52,group:52:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
777,52,group:52:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
778,52,group:52:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
779,52,group:52:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
780,53,group:53:0:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
781,53,group:53:1:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
782,53,group:53:2:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
783,53,group:53:3:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
784,53,group:53:4:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
785,53,group:53:5:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
786,53,group:53:6:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
787,53,group:53:7:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
788,53,group:53:8:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
789,53,group:53:9:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
790,53,group:53:10:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
791,53,group:53:11:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
792,53,group:53:12:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
793,53,group:53:13:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
794,53,group:53:14:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
795,54,group:54:0:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
796,54,group:54:1:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
797,54,group:54:2:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
798,54,group:54:3:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
799,54,group:54:4:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
800,54,group:54:5:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
801,54,group:54:6:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
802,54,group:54:7:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
803,54,group:54:8:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
804,54,group:54:9:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
805,54,group:54:10:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
806,54,group:54:11:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
807,54,group:54:12:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
808,54,group:54:13:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
809,54,group:54:14:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
810,55,group:55:0:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
811,55,group:55:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
812,55,group:55:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
813,55,group:55:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
814,55,group:55:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
815,55,group:55:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
816,55,group:55:6:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
817,55,group:55:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
818,55,group:55:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
819,55,group:55:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
820,55,group:55:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
821,55,group:55:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
822,55,group:55:12:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
823,55,group:55:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
824,55,group:55:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
825,56,group:56:0:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
826,56,group:56:1:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
827,56,group:56:2:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
828,56,group:56:3:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
829,56,group:56:4:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
830,56,group:56:5:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
831,56,group:56:6:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
832,56,group:56:7:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
833,56,group:56:8:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
834,56,group:56:9:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
835,56,group:56:10:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
836,56,group:56:11:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
837,56,group:56:12:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
838,56,group:56:13:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
839,56,group:56:14:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
840,57,group:57:0:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
841,57,group:57:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
842,57,group:57:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
843,57,group:57:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
844,57,group:57:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
845,57,group:57:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
846,57,group:57:6:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
847,57,group:57:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
848,57,group:57:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
849,57,group:57:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
850,57,group:57:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
851,57,group:57:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
852,57,group:57:12:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
853,57,group:57:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
854,57,group:57:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
855,58,group:58:0:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
856,58,group:58:1:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
857,58,group:58:2:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
858,58,group:58:3:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
859,58,group:58:4:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
860,58,group:58:5:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
861,58,group:58:6:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
862,58,group:58:7:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
863,58,group:58:8:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
864,58,group:58:9:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
865,58,group:58:10:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
866,58,group:58:11:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
867,58,group:58:12:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
868,58,group:58:13:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
869,58,group:58:14:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
870,59,group:59:0:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
871,59,group:59:1:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
872,59,group:59:2:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
873,59,group:59:3:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
874,59,group:59:4:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
875,59,group:59:5:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
876,59,group:59:6:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
877,59,group:59:7:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
878,59,group:59:8:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
879,59,group:59:9:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
880,59,group:59:10:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
881,59,group:59:11:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
882,59,group:59:12:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
883,59,group:59:13:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
884,59,group:59:14:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
885,60,group:60:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
886,60,group:60:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
887,60,group:60:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
888,60,group:60:3:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
889,60,group:60:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
890,60,group:60:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
891,60,group:60:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
892,60,group:60:7:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
893,60,group:60:8:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
894,60,group:60:9:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
895,60,group:60:10:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
896,60,group:60:11:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
897,60,group:60:12:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
898,60,group:60:13:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
899,60,group:60:14:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
900,61,group:61:0:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
901,61,group:61:1:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
902,61,group:61:2:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
903,61,group:61:3:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
904,61,group:61:4:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
905,61,group:61:5:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
906,61,group:61:6:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
907,61,group:61:7:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
908,61,group:61:8:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
909,61,group:61:9:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
910,61,group:61:10:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
911,61,group:61:11:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
912,61,group:61:12:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
913,61,group:61:13:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
914,61,group:61:14:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
915,62,group:62:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
916,62,group:62:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
917,62,group:62:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
918,62,group:62:3:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
919,62,group:62:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
920,62,group:62:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
921,62,group:62:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
922,62,group:62:7:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
923,62,group:62:8:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
924,62,group:62:9:0,riverbend_roofward,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
925,62,group:62:10:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
926,62,group:62:11:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
927,62,group:62:12:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
928,62,group:62:13:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
929,62,group:62:14:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
930,63,group:63:0:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
931,63,group:63:1:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
932,63,group:63:2:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
933,63,group:63:3:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
934,63,group:63:4:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
935,63,group:63:5:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,True,False,0.042,0.0,True,parallel task
936,63,group:63:6:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
937,63,group:63:7:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
938,63,group:63:8:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
939,63,group:63:9:3,signal_orchard,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
940,63,group:63:10:4,orchard_riverbend,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
941,63,group:63:11:5,central_repair_ring,roofward_archive,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
942,63,group:63:12:0,riverbend_roofward,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
943,63,group:63:13:1,roofward_archive,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
944,63,group:63:14:2,archive_signal,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
945,64,group:64:0:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
946,64,group:64:1:4,orchard_riverbend,central_repair_ring,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
947,64,group:64:2:5,central_repair_ring,riverbend_roofward,lead caravan task,parallel delivery,True,False,0.042,0.046,True,parallel task
948,64,group:64:3:0,riverbend_roofward,roofward_archive,split cargo,hold spare route,True,True,0.056,0.03,True,split task
949,64,group:64:4:1,roofward_archive,archive_signal,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
950,64,group:64:5:2,archive_signal,signal_orchard,lead caravan task,parallel delivery,True,False,0.042,0.046,False,parallel task
951,64,group:64:6:3,signal_orchard,orchard_riverbend,lead caravan task,parallel delivery,False,False,0.0,0.0,True,none
