tick_id,day,settlement_id,resident_id,cue_key,cue_kind,cue_value,relationship_before,relationship_after,memory_age_days,recalled_after_restore,dialogue_bias,persistent_memory_key,private_memory_not_dumped
1880,105,roofward,Sera,roofward:sun sill:temperature:12,temperature,20.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1882,105,signal,Ren,signal:lens room:smell:12,smell,lamp oil,0.906,0.91,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1883,105,orchard,Ivo,orchard:arrival court:temperature:12,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1884,105,repair_ring,Pax,repair_ring:spark lane:sound:12,sound,cool fan,0.795,0.799,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1886,105,roofward,Sera,roofward:arrival court:temperature:12,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1888,105,signal,Ren,signal:signal perch:smell:12,smell,salt wind,0.916,0.92,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1889,105,orchard,Ivo,orchard:seed lane:temperature:12,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1890,106,riverbend,Ari,riverbend:plank hall:sound:13,sound,cedar knock,0.914,0.918,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1891,106,roofward,Sera,roofward:ledger loft:smell:13,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1892,106,archive,Nia,archive:arrival court:temperature:13,temperature,13.5C,0.976,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1894,106,orchard,Ivo,orchard:satchel shed:smell:13,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1896,106,riverbend,Ari,riverbend:wet crossing:sound:13,sound,lantern tick,0.924,0.928,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1897,106,roofward,Sera,roofward:sun sill:smell:13,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1898,106,archive,Nia,archive:stone stacks:temperature:13,temperature,14.7C,0.98,0.976,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1900,106,orchard,Ivo,orchard:arrival court:smell:13,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1902,106,riverbend,Ari,riverbend:dry ridge:sound:13,sound,river slap,0.92,0.924,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1903,106,roofward,Sera,roofward:arrival court:smell:13,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1904,106,archive,Nia,archive:spool room:temperature:13,temperature,15.2C,0.98,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1906,106,orchard,Ivo,orchard:seed lane:smell:13,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1908,107,roofward,Sera,roofward:ledger loft:sound:14,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1910,107,signal,Ren,signal:lantern walk:temperature:14,temperature,9.7C,0.93,0.934,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1911,107,orchard,Ivo,orchard:satchel shed:sound:14,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1912,107,repair_ring,Pax,repair_ring:wire bench:smell:14,smell,hot copper,0.785,0.781,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1914,107,roofward,Sera,roofward:sun sill:sound:14,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1916,107,signal,Ren,signal:lens room:temperature:14,temperature,10.9C,0.926,0.93,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1917,107,orchard,Ivo,orchard:arrival court:sound:14,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1918,107,repair_ring,Pax,repair_ring:spark lane:smell:14,smell,stone chalk,0.787,0.791,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1920,107,roofward,Sera,roofward:arrival court:sound:14,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1922,107,signal,Ren,signal:signal perch:temperature:14,temperature,11.4C,0.936,0.94,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1923,107,orchard,Ivo,orchard:seed lane:sound:14,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1924,107,repair_ring,Pax,repair_ring:bell alcove:smell:14,smell,clean cloth,0.765,0.761,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1926,108,archive,Nia,archive:arrival court:sound:15,sound,page flutter,0.98,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1928,108,orchard,Ivo,orchard:satchel shed:temperature:15,temperature,15.9C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1930,108,riverbend,Ari,riverbend:wet crossing:smell:15,smell,warm oil,0.934,0.938,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1931,108,roofward,Sera,roofward:sun sill:temperature:15,temperature,20.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1932,108,archive,Nia,archive:stone stacks:sound:15,sound,spool click,0.954,0.95,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1934,108,orchard,Ivo,orchard:arrival court:temperature:15,temperature,13.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1936,108,riverbend,Ari,riverbend:dry ridge:smell:15,smell,wet cedar,0.93,0.934,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1937,108,roofward,Sera,roofward:arrival court:temperature:15,temperature,17.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1938,108,archive,Nia,archive:spool room:sound:15,sound,stone echo,0.956,0.96,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1940,108,orchard,Ivo,orchard:seed lane:temperature:15,temperature,14.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1942,108,riverbend,Ari,riverbend:kit alcove:smell:15,smell,mud thread,0.94,0.944,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1943,108,roofward,Sera,roofward:glass stair:temperature:15,temperature,18.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1944,109,signal,Ren,signal:lantern walk:sound:16,sound,beacon pulse,0.95,0.954,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1945,109,orchard,Ivo,orchard:satchel shed:smell:16,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1946,109,repair_ring,Pax,repair_ring:wire bench:temperature:16,temperature,15.8C,0.776,0.772,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1948,109,roofward,Sera,roofward:sun sill:smell:16,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1950,109,signal,Ren,signal:lens room:sound:16,sound,static crickets,0.946,0.95,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1951,109,orchard,Ivo,orchard:arrival court:smell:16,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1952,109,repair_ring,Pax,repair_ring:spark lane:temperature:16,temperature,17.0C,0.778,0.782,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1954,109,roofward,Sera,roofward:arrival court:smell:16,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1956,109,signal,Ren,signal:signal perch:sound:16,sound,rope creak,0.956,0.96,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1957,109,orchard,Ivo,orchard:seed lane:smell:16,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1958,109,repair_ring,Pax,repair_ring:bell alcove:temperature:16,temperature,17.5C,0.785,0.781,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1960,109,roofward,Sera,roofward:glass stair:smell:16,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1962,110,orchard,Ivo,orchard:satchel shed:sound:17,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1964,110,riverbend,Ari,riverbend:wet crossing:temperature:17,temperature,11.3C,0.954,0.958,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1965,110,roofward,Sera,roofward:sun sill:sound:17,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1966,110,archive,Nia,archive:stone stacks:smell:17,smell,ink linen,0.975,0.971,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1968,110,orchard,Ivo,orchard:arrival court:sound:17,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1970,110,riverbend,Ari,riverbend:dry ridge:temperature:17,temperature,12.5C,0.95,0.954,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1971,110,roofward,Sera,roofward:arrival court:sound:17,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1972,110,archive,Nia,archive:spool room:smell:17,smell,cold dust,0.977,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
1974,110,orchard,Ivo,orchard:seed lane:sound:17,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1976,110,riverbend,Ari,riverbend:kit alcove:temperature:17,temperature,13.0C,0.96,0.964,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1977,110,roofward,Sera,roofward:glass stair:sound:17,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1978,110,archive,Nia,archive:ink niche:smell:17,smell,wax seal,0.98,0.976,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
1980,111,repair_ring,Pax,repair_ring:wire bench:sound:18,sound,wire snap,0.767,0.763,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1982,111,roofward,Sera,roofward:sun sill:temperature:18,temperature,20.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1984,111,signal,Ren,signal:lens room:smell:18,smell,lamp oil,0.942,0.946,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1985,111,orchard,Ivo,orchard:arrival court:temperature:18,temperature,13.4C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1986,111,repair_ring,Pax,repair_ring:spark lane:sound:18,sound,cool fan,0.769,0.773,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
1988,111,roofward,Sera,roofward:arrival court:temperature:18,temperature,17.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1990,111,signal,Ren,signal:signal perch:smell:18,smell,salt wind,0.952,0.956,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1991,111,orchard,Ivo,orchard:seed lane:temperature:18,temperature,13.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1992,111,repair_ring,Pax,repair_ring:bell alcove:sound:18,sound,bell hum,0.747,0.743,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
1994,111,roofward,Sera,roofward:glass stair:temperature:18,temperature,18.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
1996,111,signal,Ren,signal:arrival court:smell:18,smell,lamp oil,0.948,0.952,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
1997,111,orchard,Ivo,orchard:mud row:temperature:18,temperature,15.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
1998,112,riverbend,Ari,riverbend:wet crossing:sound:19,sound,lantern tick,0.974,0.978,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
1999,112,roofward,Sera,roofward:sun sill:smell:19,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2000,112,archive,Nia,archive:stone stacks:temperature:19,temperature,14.2C,0.954,0.95,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2002,112,orchard,Ivo,orchard:arrival court:smell:19,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2004,112,riverbend,Ari,riverbend:dry ridge:sound:19,sound,river slap,0.97,0.974,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2005,112,roofward,Sera,roofward:arrival court:smell:19,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2006,112,archive,Nia,archive:spool room:temperature:19,temperature,15.4C,0.956,0.96,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2008,112,orchard,Ivo,orchard:seed lane:smell:19,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2010,112,riverbend,Ari,riverbend:kit alcove:sound:19,sound,cedar knock,0.98,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2011,112,roofward,Sera,roofward:glass stair:smell:19,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2012,112,archive,Nia,archive:ink niche:temperature:19,temperature,15.9C,0.934,0.93,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2014,112,orchard,Ivo,orchard:mud row:smell:19,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2016,113,roofward,Sera,roofward:sun sill:sound:20,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2018,113,signal,Ren,signal:lens room:temperature:20,temperature,10.4C,0.934,0.938,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2019,113,orchard,Ivo,orchard:arrival court:sound:20,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2020,113,repair_ring,Pax,repair_ring:spark lane:smell:20,smell,stone chalk,0.764,0.768,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2022,113,roofward,Sera,roofward:arrival court:sound:20,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2024,113,signal,Ren,signal:signal perch:temperature:20,temperature,11.6C,0.944,0.948,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2025,113,orchard,Ivo,orchard:seed lane:sound:20,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2026,113,repair_ring,Pax,repair_ring:bell alcove:smell:20,smell,clean cloth,0.771,0.767,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
2028,113,roofward,Sera,roofward:glass stair:sound:20,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2030,113,signal,Ren,signal:arrival court:temperature:20,temperature,8.6C,0.94,0.944,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2031,113,orchard,Ivo,orchard:mud row:sound:20,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2032,113,repair_ring,Pax,repair_ring:cool corner:smell:20,smell,hot copper,0.773,0.777,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2034,114,archive,Nia,archive:stone stacks:sound:21,sound,spool click,0.945,0.941,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2036,114,orchard,Ivo,orchard:arrival court:temperature:21,temperature,13.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2038,114,riverbend,Ari,riverbend:dry ridge:smell:21,smell,wet cedar,0.962,0.966,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2039,114,roofward,Sera,roofward:arrival court:temperature:21,temperature,17.6C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2040,114,archive,Nia,archive:spool room:sound:21,sound,stone echo,0.947,0.951,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2042,114,orchard,Ivo,orchard:seed lane:temperature:21,temperature,14.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2044,114,riverbend,Ari,riverbend:kit alcove:smell:21,smell,mud thread,0.972,0.976,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2045,114,roofward,Sera,roofward:glass stair:temperature:21,temperature,18.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2046,114,archive,Nia,archive:ink niche:sound:21,sound,page flutter,0.954,0.95,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2048,114,orchard,Ivo,orchard:mud row:temperature:21,temperature,14.8C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2050,114,riverbend,Ari,riverbend:arrival court:smell:21,smell,wet cedar,0.968,0.972,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2051,114,roofward,Sera,roofward:warm lane:temperature:21,temperature,19.2C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2052,115,signal,Ren,signal:lens room:sound:22,sound,static crickets,0.926,0.93,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2053,115,orchard,Ivo,orchard:arrival court:smell:22,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2054,115,repair_ring,Pax,repair_ring:spark lane:temperature:22,temperature,16.5C,0.798,0.802,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2056,115,roofward,Sera,roofward:arrival court:smell:22,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2058,115,signal,Ren,signal:signal perch:sound:22,sound,rope creak,0.936,0.94,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2059,115,orchard,Ivo,orchard:seed lane:smell:22,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2060,115,repair_ring,Pax,repair_ring:bell alcove:temperature:22,temperature,17.7C,0.776,0.772,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
2062,115,roofward,Sera,roofward:glass stair:smell:22,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2064,115,signal,Ren,signal:arrival court:sound:22,sound,static crickets,0.932,0.936,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2065,115,orchard,Ivo,orchard:mud row:smell:22,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2066,115,repair_ring,Pax,repair_ring:cool corner:temperature:22,temperature,18.2C,0.778,0.782,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2068,115,roofward,Sera,roofward:warm lane:smell:22,smell,thyme paper,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2070,116,orchard,Ivo,orchard:arrival court:sound:23,sound,cart creak,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2072,116,riverbend,Ari,riverbend:dry ridge:temperature:23,temperature,12.0C,0.954,0.958,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2073,116,roofward,Sera,roofward:arrival court:sound:23,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2074,116,archive,Nia,archive:spool room:smell:23,smell,cold dust,0.971,0.975,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2076,116,orchard,Ivo,orchard:seed lane:sound:23,sound,seed rattle,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2078,116,riverbend,Ari,riverbend:kit alcove:temperature:23,temperature,13.2C,0.964,0.968,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2079,116,roofward,Sera,roofward:glass stair:sound:23,sound,paper hush,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2080,116,archive,Nia,archive:ink niche:smell:23,smell,wax seal,0.949,0.945,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2082,116,orchard,Ivo,orchard:mud row:sound:23,sound,roof drip,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2084,116,riverbend,Ari,riverbend:arrival court:temperature:23,temperature,10.2C,0.96,0.964,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2085,116,roofward,Sera,roofward:warm lane:sound:23,sound,sun glass hum,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2086,116,archive,Nia,archive:memory desk:smell:23,smell,ink linen,0.951,0.955,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2088,117,repair_ring,Pax,repair_ring:spark lane:sound:24,sound,cool fan,0.803,0.807,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2090,117,roofward,Sera,roofward:arrival court:temperature:24,temperature,17.3C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2092,117,signal,Ren,signal:signal perch:smell:24,smell,salt wind,0.946,0.95,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2093,117,orchard,Ivo,orchard:seed lane:temperature:24,temperature,14.1C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2094,117,repair_ring,Pax,repair_ring:bell alcove:sound:24,sound,bell hum,0.81,0.806,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.repair_ring.Pax,True
2096,117,roofward,Sera,roofward:glass stair:temperature:24,temperature,18.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2098,117,signal,Ren,signal:arrival court:smell:24,smell,lamp oil,0.942,0.946,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2099,117,orchard,Ivo,orchard:mud row:temperature:24,temperature,14.5C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2100,117,repair_ring,Pax,repair_ring:cool corner:sound:24,sound,wire snap,0.812,0.816,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.repair_ring.Pax,True
2102,117,roofward,Sera,roofward:warm lane:temperature:24,temperature,19.0C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2104,117,signal,Ren,signal:mast base:smell:24,smell,salt wind,0.952,0.956,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.signal.Ren,True
2105,117,orchard,Ivo,orchard:market plank:temperature:24,temperature,15.7C,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2106,118,riverbend,Ari,riverbend:dry ridge:sound:25,sound,river slap,0.946,0.95,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2107,118,roofward,Sera,roofward:arrival court:smell:25,smell,warm dust,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2108,118,archive,Nia,archive:spool room:temperature:25,temperature,14.9C,0.976,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2110,118,orchard,Ivo,orchard:seed lane:smell:25,smell,dry twine,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2112,118,riverbend,Ari,riverbend:kit alcove:sound:25,sound,cedar knock,0.956,0.96,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2113,118,roofward,Sera,roofward:glass stair:smell:25,smell,polished brass,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2114,118,archive,Nia,archive:ink niche:temperature:25,temperature,16.1C,0.98,0.976,18,True,guarded after boundary strain,ssrm.v42.sensory_memory.archive.Nia,True
2116,118,orchard,Ivo,orchard:mud row:smell:25,smell,apple soil,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2118,118,riverbend,Ari,riverbend:arrival court:sound:25,sound,river slap,0.952,0.956,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.riverbend.Ari,True
2119,118,roofward,Sera,roofward:warm lane:smell:25,smell,thyme paper,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
2120,118,archive,Nia,archive:memory desk:temperature:25,temperature,16.6C,0.98,0.98,18,True,warmer if cue is familiar,ssrm.v42.sensory_memory.archive.Nia,True
2122,118,orchard,Ivo,orchard:market plank:smell:25,smell,mud reed,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.orchard.Ivo,True
2124,119,roofward,Sera,roofward:arrival court:sound:26,sound,hinge ticks,0.98,0.98,9,True,warmer if cue is familiar,ssrm.v42.sensory_memory.roofward.Sera,True
