tick_id,day,settlement_id,resident_id,gesture,mismatch_type,repair_action,repair_success,risk_before,risk_after,visible_gesture_marker,bounded_repair
1300,73,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
1301,73,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
1302,73,moss_ward,Milo,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:door-path step:meaning,True
1304,73,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1306,73,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1307,73,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1308,73,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1310,73,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
1312,73,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1313,73,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1314,74,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1316,74,moss_ward,Milo,door-path step,meaning,slow repeat with resident correction,True,0.12,0.02,Milo:door-path step:meaning,True
1318,74,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1320,74,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,False,0.12,0.08,Dax:orchid cup:timing,True
1322,74,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1324,74,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1326,74,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1328,74,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1330,74,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
1332,75,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1334,75,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1335,75,moss_ward,Tala,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Tala:empty hands:timing,True
1336,75,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1338,75,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1340,75,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
1341,75,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1342,75,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1344,75,orchid_engine,Bea,open palms,meaning,slow repeat with resident correction,False,0.12,0.08,Bea:open palms:meaning,True
1346,75,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1347,75,cinder_garden,Wren,shade bow,none,gesture accepted,True,0.04,0.02,Wren:shade bow:none,True
1348,75,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1350,76,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,False,0.12,0.08,Nia:tea hold:timing,True
1352,76,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1354,76,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1356,76,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1358,76,orchid_engine,Bea,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:meaning,True
1360,76,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
1362,76,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1364,76,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1366,76,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1368,77,moss_ward,Ari,cup pause,none,gesture accepted,True,0.04,0.02,Ari:cup pause:none,True
1369,77,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1370,77,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
1372,77,orchid_engine,Bea,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:meaning,True
1374,77,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1375,77,cinder_garden,Wren,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Wren:shade bow:timing,True
1376,77,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1378,77,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1380,77,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Juno:seed-step stop:timing,True
1381,77,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1382,77,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1384,77,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1386,78,orchid_engine,Bea,open palms,meaning,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:meaning,True
1388,78,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1390,78,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
1392,78,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1394,78,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1396,78,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1398,78,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1400,78,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
1402,78,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1404,79,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1406,79,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1408,79,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1409,79,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1410,79,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:timing,True
1412,79,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1414,79,lichen_bridge,Rin,shared bowl,meaning,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:meaning,True
1415,79,orchid_engine,Eli,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Eli:open palms:timing,True
1416,79,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1418,79,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1420,79,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
1421,79,moss_ward,Fay,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:meaning,True
1422,80,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1424,80,orchid_engine,Dax,valve pause,none,gesture accepted,True,0.04,0.02,Dax:valve pause:none,True
1426,80,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1428,80,lichen_bridge,Rin,shared bowl,meaning,slow repeat with resident correction,False,0.12,0.08,Rin:shared bowl:meaning,True
1430,80,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
1432,80,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1434,80,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1436,80,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1438,80,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1440,81,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,False,0.12,0.08,Nia:lantern tap:timing,True
1442,81,lichen_bridge,Rin,shared bowl,meaning,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:meaning,True
1443,81,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1444,81,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1446,81,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1448,81,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1449,81,moss_ward,Fay,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:meaning,True
1450,81,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
1452,81,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1454,81,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1455,81,glass_harbor,Sera,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Sera:lantern tap:timing,True
1456,81,cinder_garden,Juno,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:meaning,True
1458,82,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1460,82,cinder_garden,Vale,shade bow,timing,slow repeat with resident correction,True,0.12,0.02,Vale:shade bow:timing,True
1462,82,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1464,82,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1466,82,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1468,82,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1470,82,cinder_garden,Juno,cool hand,timing,slow repeat with resident correction,False,0.12,0.08,Juno:cool hand:timing,True
1472,82,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1474,82,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1476,83,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1477,83,moss_ward,Fay,empty hands,meaning,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:meaning,True
1478,83,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1480,83,lichen_bridge,Kio,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:timing,True
1482,83,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1483,83,glass_harbor,Sera,lantern tap,none,gesture accepted,True,0.04,0.02,Sera:lantern tap:none,True
1484,83,cinder_garden,Juno,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:meaning,True
1486,83,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1488,83,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1489,83,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1490,83,lichen_bridge,Rin,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Rin:signal hush:timing,True
1492,83,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1494,84,lichen_bridge,Kio,rope touch,none,gesture accepted,True,0.04,0.02,Kio:rope touch:none,True
1496,84,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
1498,84,cinder_garden,Juno,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:meaning,True
1500,84,orchid_engine,Dax,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Dax:open palms:timing,True
1502,84,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1504,84,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1506,84,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1508,84,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1510,84,orchid_engine,Bea,valve pause,timing,slow repeat with resident correction,True,0.12,0.02,Bea:valve pause:timing,True
1512,85,cinder_garden,Juno,cool hand,meaning,slow repeat with resident correction,True,0.12,0.02,Juno:cool hand:meaning,True
1514,85,orchid_engine,Dax,open palms,none,gesture accepted,True,0.04,0.02,Dax:open palms:none,True
1516,85,glass_harbor,Nia,net-hand open,none,gesture accepted,True,0.04,0.02,Nia:net-hand open:none,True
1517,85,cinder_garden,Pax,shade bow,none,gesture accepted,True,0.04,0.02,Pax:shade bow:none,True
1518,85,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1520,85,moss_ward,Ari,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Ari:empty hands:timing,True
1522,85,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1523,85,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
1524,85,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1526,85,glass_harbor,Puck,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:meaning,True
1528,85,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1529,85,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
1530,86,glass_harbor,Nia,net-hand open,timing,slow repeat with resident correction,False,0.12,0.08,Nia:net-hand open:timing,True
1532,86,lichen_bridge,Rin,signal hush,none,gesture accepted,True,0.04,0.02,Rin:signal hush:none,True
1534,86,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1536,86,cinder_garden,Vale,seed-step stop,none,gesture accepted,True,0.04,0.02,Vale:seed-step stop:none,True
1538,86,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1540,86,glass_harbor,Puck,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:timing,True
1542,86,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1544,86,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1546,86,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1548,87,moss_ward,Ari,empty hands,none,gesture accepted,True,0.04,0.02,Ari:empty hands:none,True
1550,87,cinder_garden,Vale,seed-step stop,timing,slow repeat with resident correction,True,0.12,0.02,Vale:seed-step stop:timing,True
1551,87,lichen_bridge,Sol,rope touch,none,gesture accepted,True,0.04,0.02,Sol:rope touch:none,True
1552,87,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1554,87,glass_harbor,Puck,lantern tap,meaning,slow repeat with resident correction,False,0.12,0.08,Puck:lantern tap:meaning,True
1556,87,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1557,87,orchid_engine,Cai,open palms,none,gesture accepted,True,0.04,0.02,Cai:open palms:none,True
1558,87,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1560,87,cinder_garden,Juno,shade bow,timing,slow repeat with resident correction,False,0.12,0.08,Juno:shade bow:timing,True
1562,87,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1563,87,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1564,87,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1566,88,orchid_engine,Bea,valve pause,none,gesture accepted,True,0.04,0.02,Bea:valve pause:none,True
1568,88,glass_harbor,Puck,lantern tap,meaning,slow repeat with resident correction,True,0.12,0.02,Puck:lantern tap:meaning,True
1570,88,lichen_bridge,Kio,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Kio:shared bowl:timing,True
1572,88,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1574,88,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1576,88,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1578,88,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1580,88,lichen_bridge,Rin,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Rin:rope touch:timing,True
1582,88,moss_ward,Ari,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:meaning,True
1584,89,lichen_bridge,Kio,shared bowl,none,gesture accepted,True,0.04,0.02,Kio:shared bowl:none,True
1585,89,orchid_engine,Cai,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Cai:open palms:timing,True
1586,89,moss_ward,Milo,door-path step,none,gesture accepted,True,0.04,0.02,Milo:door-path step:none,True
1588,89,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1590,89,orchid_engine,Dax,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Dax:orchid cup:timing,True
1591,89,moss_ward,Tala,empty hands,none,gesture accepted,True,0.04,0.02,Tala:empty hands:none,True
1592,89,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1594,89,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1596,89,moss_ward,Ari,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:meaning,True
1597,89,glass_harbor,Oren,lantern tap,none,gesture accepted,True,0.04,0.02,Oren:lantern tap:none,True
1598,89,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1600,89,orchid_engine,Bea,open palms,timing,slow repeat with resident correction,True,0.12,0.02,Bea:open palms:timing,True
1602,90,cinder_garden,Juno,shade bow,none,gesture accepted,True,0.04,0.02,Juno:shade bow:none,True
1604,90,orchid_engine,Dax,orchid cup,none,gesture accepted,True,0.04,0.02,Dax:orchid cup:none,True
1606,90,glass_harbor,Nia,tea hold,none,gesture accepted,True,0.04,0.02,Nia:tea hold:none,True
1608,90,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1610,90,moss_ward,Ari,cup pause,timing,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:timing,True
1612,90,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1614,90,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1616,90,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1618,90,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1620,91,glass_harbor,Nia,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Nia:tea hold:timing,True
1622,91,lichen_bridge,Rin,rope touch,none,gesture accepted,True,0.04,0.02,Rin:rope touch:none,True
1624,91,moss_ward,Ari,cup pause,meaning,slow repeat with resident correction,True,0.12,0.02,Ari:cup pause:meaning,True
1625,91,glass_harbor,Oren,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Oren:lantern tap:timing,True
1626,91,cinder_garden,Vale,cool hand,none,gesture accepted,True,0.04,0.02,Vale:cool hand:none,True
1628,91,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1630,91,glass_harbor,Puck,net-hand open,timing,slow repeat with resident correction,True,0.12,0.02,Puck:net-hand open:timing,True
1631,91,cinder_garden,Wren,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Wren:shade bow:meaning,True
1632,91,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1634,91,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1636,91,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1637,91,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1638,92,moss_ward,Ari,cup pause,meaning,slow repeat with resident correction,False,0.12,0.08,Ari:cup pause:meaning,True
1640,92,cinder_garden,Vale,cool hand,timing,slow repeat with resident correction,True,0.12,0.02,Vale:cool hand:timing,True
1642,92,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1644,92,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1646,92,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1648,92,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1650,92,cinder_garden,Juno,seed-step stop,timing,slow repeat with resident correction,False,0.12,0.08,Juno:seed-step stop:timing,True
1652,92,orchid_engine,Dax,valve pause,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:meaning,True
1654,92,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1656,93,orchid_engine,Bea,open palms,none,gesture accepted,True,0.04,0.02,Bea:open palms:none,True
1658,93,glass_harbor,Puck,net-hand open,none,gesture accepted,True,0.04,0.02,Puck:net-hand open:none,True
1659,93,cinder_garden,Wren,shade bow,meaning,slow repeat with resident correction,True,0.12,0.02,Wren:shade bow:meaning,True
1660,93,lichen_bridge,Kio,signal hush,timing,slow repeat with resident correction,True,0.12,0.02,Kio:signal hush:timing,True
1662,93,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1664,93,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1665,93,lichen_bridge,Luma,rope touch,timing,slow repeat with resident correction,True,0.12,0.02,Luma:rope touch:timing,True
1666,93,orchid_engine,Dax,valve pause,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:meaning,True
1668,93,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1670,93,lichen_bridge,Rin,shared bowl,timing,slow repeat with resident correction,True,0.12,0.02,Rin:shared bowl:timing,True
1671,93,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1672,93,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1674,94,lichen_bridge,Kio,signal hush,none,gesture accepted,True,0.04,0.02,Kio:signal hush:none,True
1676,94,moss_ward,Milo,empty hands,none,gesture accepted,True,0.04,0.02,Milo:empty hands:none,True
1678,94,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1680,94,orchid_engine,Dax,valve pause,timing,slow repeat with resident correction,False,0.12,0.08,Dax:valve pause:timing,True
1682,94,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1684,94,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1686,94,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1688,94,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1690,94,orchid_engine,Bea,orchid cup,timing,slow repeat with resident correction,True,0.12,0.02,Bea:orchid cup:timing,True
1692,95,cinder_garden,Juno,seed-step stop,none,gesture accepted,True,0.04,0.02,Juno:seed-step stop:none,True
1693,95,lichen_bridge,Luma,rope touch,none,gesture accepted,True,0.04,0.02,Luma:rope touch:none,True
1694,95,orchid_engine,Dax,valve pause,meaning,slow repeat with resident correction,True,0.12,0.02,Dax:valve pause:meaning,True
1696,95,glass_harbor,Nia,lantern tap,none,gesture accepted,True,0.04,0.02,Nia:lantern tap:none,True
1698,95,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1699,95,orchid_engine,Eli,open palms,none,gesture accepted,True,0.04,0.02,Eli:open palms:none,True
1700,95,moss_ward,Ari,door-path step,timing,slow repeat with resident correction,True,0.12,0.02,Ari:door-path step:timing,True
1702,95,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1704,95,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1705,95,moss_ward,Fay,empty hands,timing,slow repeat with resident correction,True,0.12,0.02,Fay:empty hands:timing,True
1706,95,glass_harbor,Puck,tea hold,none,gesture accepted,True,0.04,0.02,Puck:tea hold:none,True
1708,95,lichen_bridge,Kio,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:meaning,True
1710,96,glass_harbor,Nia,lantern tap,timing,slow repeat with resident correction,True,0.12,0.02,Nia:lantern tap:timing,True
1712,96,lichen_bridge,Rin,shared bowl,none,gesture accepted,True,0.04,0.02,Rin:shared bowl:none,True
1714,96,moss_ward,Ari,door-path step,none,gesture accepted,True,0.04,0.02,Ari:door-path step:none,True
1716,96,cinder_garden,Vale,shade bow,none,gesture accepted,True,0.04,0.02,Vale:shade bow:none,True
1718,96,orchid_engine,Bea,orchid cup,none,gesture accepted,True,0.04,0.02,Bea:orchid cup:none,True
1720,96,glass_harbor,Puck,tea hold,timing,slow repeat with resident correction,True,0.12,0.02,Puck:tea hold:timing,True
1722,96,lichen_bridge,Kio,rope touch,meaning,slow repeat with resident correction,True,0.12,0.02,Kio:rope touch:meaning,True
1724,96,moss_ward,Milo,cup pause,none,gesture accepted,True,0.04,0.02,Milo:cup pause:none,True
