tick_id,day,tick,season,region_id,weather_pattern,intensity,temperature,wetness,production_modifier,collapse_pressure,migration_pressure,sensory_weather_marker
646,41,6,autumn_wind,archive_quarter,gust front,0.74,0.4,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
647,41,7,autumn_wind,signal_ridge,gust front,0.42,0.42,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
648,41,8,autumn_wind,orchard_fen,gust front,0.5,0.44,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
649,41,9,autumn_wind,riverbend,gust front,0.68,0.46,0.45,0.946,0.2774,0.408,autumn_wind:gust front:0.68
650,41,10,autumn_wind,roofward,gust front,0.66,0.38,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
651,41,11,autumn_wind,archive_quarter,gust front,0.74,0.4,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
652,41,12,autumn_wind,signal_ridge,gust front,0.42,0.42,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
653,41,13,autumn_wind,orchard_fen,gust front,0.5,0.44,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
654,41,14,autumn_wind,riverbend,gust front,0.68,0.46,0.51,0.946,0.2774,0.408,autumn_wind:gust front:0.68
655,41,15,autumn_wind,roofward,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
656,42,0,autumn_wind,signal_ridge,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
657,42,1,autumn_wind,orchard_fen,gust front,0.42,0.4,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
658,42,2,autumn_wind,riverbend,gust front,0.5,0.42,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
659,42,3,autumn_wind,roofward,gust front,0.58,0.44,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
660,42,4,autumn_wind,archive_quarter,gust front,0.76,0.46,0.48,0.942,0.2918,0.416,autumn_wind:gust front:0.76
661,42,5,autumn_wind,signal_ridge,gust front,0.74,0.38,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
662,42,6,autumn_wind,orchard_fen,gust front,0.42,0.4,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
663,42,7,autumn_wind,riverbend,gust front,0.5,0.42,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
664,42,8,autumn_wind,roofward,gust front,0.58,0.44,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
665,42,9,autumn_wind,archive_quarter,gust front,0.76,0.46,0.45,0.942,0.2918,0.416,autumn_wind:gust front:0.76
666,42,10,autumn_wind,signal_ridge,gust front,0.74,0.38,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
667,42,11,autumn_wind,orchard_fen,gust front,0.42,0.4,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
668,42,12,autumn_wind,riverbend,gust front,0.5,0.42,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
669,42,13,autumn_wind,roofward,gust front,0.58,0.44,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
670,42,14,autumn_wind,archive_quarter,gust front,0.76,0.46,0.51,0.942,0.2918,0.416,autumn_wind:gust front:0.76
671,42,15,autumn_wind,signal_ridge,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
672,43,0,autumn_wind,orchard_fen,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
673,43,1,autumn_wind,riverbend,gust front,0.5,0.4,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
674,43,2,autumn_wind,roofward,gust front,0.58,0.42,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
675,43,3,autumn_wind,archive_quarter,gust front,0.66,0.44,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
676,43,4,autumn_wind,signal_ridge,gust front,0.84,0.46,0.48,0.938,0.3062,0.424,autumn_wind:gust front:0.84
677,43,5,autumn_wind,orchard_fen,gust front,0.42,0.38,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
678,43,6,autumn_wind,riverbend,gust front,0.5,0.4,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
679,43,7,autumn_wind,roofward,gust front,0.58,0.42,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
680,43,8,autumn_wind,archive_quarter,gust front,0.66,0.44,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
681,43,9,autumn_wind,signal_ridge,gust front,0.84,0.46,0.45,0.938,0.3062,0.424,autumn_wind:gust front:0.84
682,43,10,autumn_wind,orchard_fen,gust front,0.42,0.38,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
683,43,11,autumn_wind,riverbend,gust front,0.5,0.4,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
684,43,12,autumn_wind,roofward,gust front,0.58,0.42,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
685,43,13,autumn_wind,archive_quarter,gust front,0.66,0.44,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
686,43,14,autumn_wind,signal_ridge,gust front,0.84,0.46,0.51,0.938,0.3062,0.424,autumn_wind:gust front:0.84
687,43,15,autumn_wind,orchard_fen,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
688,44,0,autumn_wind,riverbend,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
689,44,1,autumn_wind,roofward,gust front,0.58,0.4,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
690,44,2,autumn_wind,archive_quarter,gust front,0.66,0.42,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
691,44,3,autumn_wind,signal_ridge,gust front,0.74,0.44,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
692,44,4,autumn_wind,orchard_fen,gust front,0.52,0.46,0.48,0.954,0.2486,0.392,autumn_wind:gust front:0.52
693,44,5,autumn_wind,riverbend,gust front,0.5,0.38,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
694,44,6,autumn_wind,roofward,gust front,0.58,0.4,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
695,44,7,autumn_wind,archive_quarter,gust front,0.66,0.42,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
696,44,8,autumn_wind,signal_ridge,gust front,0.74,0.44,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
697,44,9,autumn_wind,orchard_fen,gust front,0.52,0.46,0.45,0.954,0.2486,0.392,autumn_wind:gust front:0.52
698,44,10,autumn_wind,riverbend,gust front,0.5,0.38,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
699,44,11,autumn_wind,roofward,gust front,0.58,0.4,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
700,44,12,autumn_wind,archive_quarter,gust front,0.66,0.42,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
701,44,13,autumn_wind,signal_ridge,gust front,0.74,0.44,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
702,44,14,autumn_wind,orchard_fen,gust front,0.52,0.46,0.51,0.954,0.2486,0.392,autumn_wind:gust front:0.52
703,44,15,autumn_wind,riverbend,gust front,0.5,0.38,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
704,45,0,autumn_wind,roofward,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
705,45,1,autumn_wind,archive_quarter,gust front,0.66,0.4,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
706,45,2,autumn_wind,signal_ridge,gust front,0.74,0.42,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
707,45,3,autumn_wind,orchard_fen,gust front,0.42,0.44,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
708,45,4,autumn_wind,riverbend,gust front,0.6,0.46,0.48,0.95,0.263,0.4,autumn_wind:gust front:0.60
709,45,5,autumn_wind,roofward,gust front,0.58,0.38,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
710,45,6,autumn_wind,archive_quarter,gust front,0.66,0.4,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
711,45,7,autumn_wind,signal_ridge,gust front,0.74,0.42,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
712,45,8,autumn_wind,orchard_fen,gust front,0.42,0.44,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
713,45,9,autumn_wind,riverbend,gust front,0.6,0.46,0.45,0.95,0.263,0.4,autumn_wind:gust front:0.60
714,45,10,autumn_wind,roofward,gust front,0.58,0.38,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
715,45,11,autumn_wind,archive_quarter,gust front,0.66,0.4,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
716,45,12,autumn_wind,signal_ridge,gust front,0.74,0.42,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
717,45,13,autumn_wind,orchard_fen,gust front,0.42,0.44,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
718,45,14,autumn_wind,riverbend,gust front,0.6,0.46,0.51,0.95,0.263,0.4,autumn_wind:gust front:0.60
719,45,15,autumn_wind,roofward,gust front,0.58,0.38,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
720,46,0,autumn_wind,archive_quarter,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
721,46,1,autumn_wind,signal_ridge,gust front,0.74,0.4,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
722,46,2,autumn_wind,orchard_fen,gust front,0.42,0.42,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
723,46,3,autumn_wind,riverbend,gust front,0.5,0.44,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
724,46,4,autumn_wind,roofward,gust front,0.68,0.46,0.48,0.946,0.2774,0.408,autumn_wind:gust front:0.68
725,46,5,autumn_wind,archive_quarter,gust front,0.66,0.38,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
726,46,6,autumn_wind,signal_ridge,gust front,0.74,0.4,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
727,46,7,autumn_wind,orchard_fen,gust front,0.42,0.42,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
728,46,8,autumn_wind,riverbend,gust front,0.5,0.44,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
729,46,9,autumn_wind,roofward,gust front,0.68,0.46,0.45,0.946,0.2774,0.408,autumn_wind:gust front:0.68
730,46,10,autumn_wind,archive_quarter,gust front,0.66,0.38,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
731,46,11,autumn_wind,signal_ridge,gust front,0.74,0.4,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
732,46,12,autumn_wind,orchard_fen,gust front,0.42,0.42,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
733,46,13,autumn_wind,riverbend,gust front,0.5,0.44,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
734,46,14,autumn_wind,roofward,gust front,0.68,0.46,0.51,0.946,0.2774,0.408,autumn_wind:gust front:0.68
735,46,15,autumn_wind,archive_quarter,gust front,0.66,0.38,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
736,47,0,autumn_wind,signal_ridge,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
737,47,1,autumn_wind,orchard_fen,gust front,0.42,0.4,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
738,47,2,autumn_wind,riverbend,gust front,0.5,0.42,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
739,47,3,autumn_wind,roofward,gust front,0.58,0.44,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
740,47,4,autumn_wind,archive_quarter,gust front,0.76,0.46,0.48,0.942,0.2918,0.416,autumn_wind:gust front:0.76
741,47,5,autumn_wind,signal_ridge,gust front,0.74,0.38,0.51,0.943,0.2882,0.414,autumn_wind:gust front:0.74
742,47,6,autumn_wind,orchard_fen,gust front,0.42,0.4,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
743,47,7,autumn_wind,riverbend,gust front,0.5,0.42,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
744,47,8,autumn_wind,roofward,gust front,0.58,0.44,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
745,47,9,autumn_wind,archive_quarter,gust front,0.76,0.46,0.45,0.942,0.2918,0.416,autumn_wind:gust front:0.76
746,47,10,autumn_wind,signal_ridge,gust front,0.74,0.38,0.48,0.943,0.2882,0.414,autumn_wind:gust front:0.74
747,47,11,autumn_wind,orchard_fen,gust front,0.42,0.4,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
748,47,12,autumn_wind,riverbend,gust front,0.5,0.42,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
749,47,13,autumn_wind,roofward,gust front,0.58,0.44,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
750,47,14,autumn_wind,archive_quarter,gust front,0.76,0.46,0.51,0.942,0.2918,0.416,autumn_wind:gust front:0.76
751,47,15,autumn_wind,signal_ridge,gust front,0.74,0.38,0.45,0.943,0.2882,0.414,autumn_wind:gust front:0.74
752,48,0,autumn_wind,riverbend,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
753,48,1,autumn_wind,roofward,gust front,0.5,0.4,0.48,0.955,0.245,0.39,autumn_wind:gust front:0.50
754,48,2,autumn_wind,archive_quarter,gust front,0.58,0.42,0.51,0.951,0.2594,0.398,autumn_wind:gust front:0.58
755,48,3,autumn_wind,signal_ridge,gust front,0.66,0.44,0.45,0.947,0.2738,0.406,autumn_wind:gust front:0.66
756,48,4,autumn_wind,orchard_fen,gust front,0.84,0.46,0.48,0.938,0.3062,0.424,autumn_wind:gust front:0.84
757,48,5,autumn_wind,riverbend,gust front,0.42,0.38,0.51,0.959,0.2306,0.382,autumn_wind:gust front:0.42
758,48,6,autumn_wind,roofward,gust front,0.5,0.4,0.45,0.955,0.245,0.39,autumn_wind:gust front:0.50
759,48,7,autumn_wind,archive_quarter,gust front,0.58,0.42,0.48,0.951,0.2594,0.398,autumn_wind:gust front:0.58
760,48,8,autumn_wind,signal_ridge,gust front,0.66,0.44,0.51,0.947,0.2738,0.406,autumn_wind:gust front:0.66
761,48,9,autumn_wind,orchard_fen,gust front,0.84,0.46,0.45,0.938,0.3062,0.424,autumn_wind:gust front:0.84
762,48,10,autumn_wind,riverbend,gust front,0.42,0.38,0.48,0.959,0.2306,0.382,autumn_wind:gust front:0.42
763,48,11,autumn_wind,roofward,gust front,0.5,0.4,0.51,0.955,0.245,0.39,autumn_wind:gust front:0.50
764,48,12,autumn_wind,archive_quarter,gust front,0.58,0.42,0.45,0.951,0.2594,0.398,autumn_wind:gust front:0.58
765,48,13,autumn_wind,signal_ridge,gust front,0.66,0.44,0.48,0.947,0.2738,0.406,autumn_wind:gust front:0.66
766,48,14,autumn_wind,orchard_fen,gust front,0.84,0.46,0.51,0.938,0.3062,0.424,autumn_wind:gust front:0.84
767,48,15,autumn_wind,riverbend,gust front,0.42,0.38,0.45,0.959,0.2306,0.382,autumn_wind:gust front:0.42
768,49,0,winter_cold,roofward,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
769,49,1,winter_cold,archive_quarter,ice crust,0.66,0.16,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
770,49,2,winter_cold,signal_ridge,ice crust,0.74,0.18,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
771,49,3,winter_cold,orchard_fen,ice crust,0.42,0.2,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
772,49,4,winter_cold,riverbend,ice crust,0.6,0.22,0.61,0.79,0.263,0.29,winter_cold:ice crust:0.60
773,49,5,winter_cold,roofward,ice crust,0.58,0.14,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
774,49,6,winter_cold,archive_quarter,ice crust,0.66,0.16,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
775,49,7,winter_cold,signal_ridge,ice crust,0.74,0.18,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
776,49,8,winter_cold,orchard_fen,ice crust,0.42,0.2,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
777,49,9,winter_cold,riverbend,ice crust,0.6,0.22,0.58,0.79,0.263,0.29,winter_cold:ice crust:0.60
778,49,10,winter_cold,roofward,ice crust,0.58,0.14,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
779,49,11,winter_cold,archive_quarter,ice crust,0.66,0.16,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
780,49,12,winter_cold,signal_ridge,ice crust,0.74,0.18,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
781,49,13,winter_cold,orchard_fen,ice crust,0.42,0.2,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
782,49,14,winter_cold,riverbend,ice crust,0.6,0.22,0.64,0.79,0.263,0.29,winter_cold:ice crust:0.60
783,49,15,winter_cold,roofward,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
784,50,0,winter_cold,archive_quarter,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
785,50,1,winter_cold,signal_ridge,ice crust,0.74,0.16,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
786,50,2,winter_cold,orchard_fen,ice crust,0.42,0.18,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
787,50,3,winter_cold,riverbend,ice crust,0.5,0.2,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
788,50,4,winter_cold,roofward,ice crust,0.68,0.22,0.61,0.786,0.2774,0.298,winter_cold:ice crust:0.68
789,50,5,winter_cold,archive_quarter,ice crust,0.66,0.14,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
790,50,6,winter_cold,signal_ridge,ice crust,0.74,0.16,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
791,50,7,winter_cold,orchard_fen,ice crust,0.42,0.18,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
792,50,8,winter_cold,riverbend,ice crust,0.5,0.2,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
793,50,9,winter_cold,roofward,ice crust,0.68,0.22,0.58,0.786,0.2774,0.298,winter_cold:ice crust:0.68
794,50,10,winter_cold,archive_quarter,ice crust,0.66,0.14,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
795,50,11,winter_cold,signal_ridge,ice crust,0.74,0.16,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
796,50,12,winter_cold,orchard_fen,ice crust,0.42,0.18,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
797,50,13,winter_cold,riverbend,ice crust,0.5,0.2,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
798,50,14,winter_cold,roofward,ice crust,0.68,0.22,0.64,0.786,0.2774,0.298,winter_cold:ice crust:0.68
799,50,15,winter_cold,archive_quarter,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
800,51,0,winter_cold,signal_ridge,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
801,51,1,winter_cold,orchard_fen,ice crust,0.42,0.16,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
802,51,2,winter_cold,riverbend,ice crust,0.5,0.18,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
803,51,3,winter_cold,roofward,ice crust,0.58,0.2,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
804,51,4,winter_cold,archive_quarter,ice crust,0.76,0.22,0.61,0.782,0.2918,0.306,winter_cold:ice crust:0.76
805,51,5,winter_cold,signal_ridge,ice crust,0.74,0.14,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
806,51,6,winter_cold,orchard_fen,ice crust,0.42,0.16,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
807,51,7,winter_cold,riverbend,ice crust,0.5,0.18,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
808,51,8,winter_cold,roofward,ice crust,0.58,0.2,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
809,51,9,winter_cold,archive_quarter,ice crust,0.76,0.22,0.58,0.782,0.2918,0.306,winter_cold:ice crust:0.76
810,51,10,winter_cold,signal_ridge,ice crust,0.74,0.14,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
811,51,11,winter_cold,orchard_fen,ice crust,0.42,0.16,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
812,51,12,winter_cold,riverbend,ice crust,0.5,0.18,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
813,51,13,winter_cold,roofward,ice crust,0.58,0.2,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
814,51,14,winter_cold,archive_quarter,ice crust,0.76,0.22,0.64,0.782,0.2918,0.306,winter_cold:ice crust:0.76
815,51,15,winter_cold,signal_ridge,ice crust,0.74,0.14,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
816,52,0,winter_cold,orchard_fen,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
817,52,1,winter_cold,riverbend,ice crust,0.5,0.16,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
818,52,2,winter_cold,roofward,ice crust,0.58,0.18,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
819,52,3,winter_cold,archive_quarter,ice crust,0.66,0.2,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
820,52,4,winter_cold,signal_ridge,ice crust,0.84,0.22,0.61,0.778,0.3062,0.314,winter_cold:ice crust:0.84
821,52,5,winter_cold,orchard_fen,ice crust,0.42,0.14,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
822,52,6,winter_cold,riverbend,ice crust,0.5,0.16,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
823,52,7,winter_cold,roofward,ice crust,0.58,0.18,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
824,52,8,winter_cold,archive_quarter,ice crust,0.66,0.2,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
825,52,9,winter_cold,signal_ridge,ice crust,0.84,0.22,0.58,0.778,0.3062,0.314,winter_cold:ice crust:0.84
826,52,10,winter_cold,orchard_fen,ice crust,0.42,0.14,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
827,52,11,winter_cold,riverbend,ice crust,0.5,0.16,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
828,52,12,winter_cold,roofward,ice crust,0.58,0.18,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
829,52,13,winter_cold,archive_quarter,ice crust,0.66,0.2,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
830,52,14,winter_cold,signal_ridge,ice crust,0.84,0.22,0.64,0.778,0.3062,0.314,winter_cold:ice crust:0.84
831,52,15,winter_cold,orchard_fen,ice crust,0.42,0.14,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
832,53,0,winter_cold,riverbend,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
833,53,1,winter_cold,roofward,ice crust,0.58,0.16,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
834,53,2,winter_cold,archive_quarter,ice crust,0.66,0.18,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
835,53,3,winter_cold,signal_ridge,ice crust,0.74,0.2,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
836,53,4,winter_cold,orchard_fen,ice crust,0.52,0.22,0.61,0.794,0.2486,0.282,winter_cold:ice crust:0.52
837,53,5,winter_cold,riverbend,ice crust,0.5,0.14,0.64,0.795,0.245,0.28,winter_cold:ice crust:0.50
838,53,6,winter_cold,roofward,ice crust,0.58,0.16,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
839,53,7,winter_cold,archive_quarter,ice crust,0.66,0.18,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
840,53,8,winter_cold,signal_ridge,ice crust,0.74,0.2,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
841,53,9,winter_cold,orchard_fen,ice crust,0.52,0.22,0.58,0.794,0.2486,0.282,winter_cold:ice crust:0.52
842,53,10,winter_cold,riverbend,ice crust,0.5,0.14,0.61,0.795,0.245,0.28,winter_cold:ice crust:0.50
843,53,11,winter_cold,roofward,ice crust,0.58,0.16,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
844,53,12,winter_cold,archive_quarter,ice crust,0.66,0.18,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
845,53,13,winter_cold,signal_ridge,ice crust,0.74,0.2,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
846,53,14,winter_cold,orchard_fen,ice crust,0.52,0.22,0.64,0.794,0.2486,0.282,winter_cold:ice crust:0.52
847,53,15,winter_cold,riverbend,ice crust,0.5,0.14,0.58,0.795,0.245,0.28,winter_cold:ice crust:0.50
848,54,0,winter_cold,archive_quarter,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
849,54,1,winter_cold,signal_ridge,ice crust,0.66,0.16,0.61,0.787,0.2738,0.296,winter_cold:ice crust:0.66
850,54,2,winter_cold,orchard_fen,ice crust,0.74,0.18,0.64,0.783,0.2882,0.304,winter_cold:ice crust:0.74
851,54,3,winter_cold,riverbend,ice crust,0.42,0.2,0.58,0.799,0.2306,0.272,winter_cold:ice crust:0.42
852,54,4,winter_cold,roofward,ice crust,0.6,0.22,0.61,0.79,0.263,0.29,winter_cold:ice crust:0.60
853,54,5,winter_cold,archive_quarter,ice crust,0.58,0.14,0.64,0.791,0.2594,0.288,winter_cold:ice crust:0.58
854,54,6,winter_cold,signal_ridge,ice crust,0.66,0.16,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
855,54,7,winter_cold,orchard_fen,ice crust,0.74,0.18,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
856,54,8,winter_cold,riverbend,ice crust,0.42,0.2,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
857,54,9,winter_cold,roofward,ice crust,0.6,0.22,0.58,0.79,0.263,0.29,winter_cold:ice crust:0.60
858,54,10,winter_cold,archive_quarter,ice crust,0.58,0.14,0.61,0.791,0.2594,0.288,winter_cold:ice crust:0.58
859,54,11,winter_cold,signal_ridge,ice crust,0.66,0.16,0.64,0.787,0.2738,0.296,winter_cold:ice crust:0.66
860,54,12,winter_cold,orchard_fen,ice crust,0.74,0.18,0.58,0.783,0.2882,0.304,winter_cold:ice crust:0.74
861,54,13,winter_cold,riverbend,ice crust,0.42,0.2,0.61,0.799,0.2306,0.272,winter_cold:ice crust:0.42
862,54,14,winter_cold,roofward,ice crust,0.6,0.22,0.64,0.79,0.263,0.29,winter_cold:ice crust:0.60
863,54,15,winter_cold,archive_quarter,ice crust,0.58,0.14,0.58,0.791,0.2594,0.288,winter_cold:ice crust:0.58
864,55,0,winter_cold,signal_ridge,ice crust,0.66,0.14,0.58,0.787,0.2738,0.296,winter_cold:ice crust:0.66
865,55,1,winter_cold,orchard_fen,ice crust,0.74,0.16,0.61,0.783,0.2882,0.304,winter_cold:ice crust:0.74
866,55,2,winter_cold,riverbend,ice crust,0.42,0.18,0.64,0.799,0.2306,0.272,winter_cold:ice crust:0.42
