tick_id,day,settlement_id,resident_id,welfare_before,welfare_after,distress_before,distress_after,safety_before,safety_after,recovery_action,recovery_latency_ticks,care_available,no_suffering_loop,visible_state_marker,emotion_label
2903,162,glass_harbor,Oren,0.85755,0.802784,0.04,0.043695,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2904,162,cinder_garden,Vale,0.887596,0.833803,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,looks toward water vessel,settled
2905,162,lichen_bridge,Sol,0.868188,0.816667,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2906,162,orchid_engine,Bea,0.860073,0.807306,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2907,162,moss_ward,Fay,0.849643,0.815072,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2908,162,glass_harbor,Puck,0.860038,0.807769,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2909,162,cinder_garden,Wren,0.826084,0.821721,0.042879,0.046677,0.36,0.325,short rest lowers activation,6,True,True,looks toward water vessel,settled
2910,162,lichen_bridge,Kio,0.870039,0.81837,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2911,162,orchid_engine,Cai,0.805904,0.802308,0.04,0.048422,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2912,162,moss_ward,Milo,0.873283,0.817177,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2913,162,glass_harbor,Sera,0.85822,0.80567,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2914,162,cinder_garden,Juno,0.889811,0.834924,0.04,0.04,0.36,0.325,short rest lowers activation,3,True,True,looks toward water vessel,settled
2915,162,lichen_bridge,Luma,0.810745,0.805316,0.050467,0.060924,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
2916,163,moss_ward,Ari,0.852671,0.818036,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
2917,163,glass_harbor,Oren,0.855384,0.805729,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2918,163,cinder_garden,Vale,0.886403,0.837788,0.04,0.04,0.3,0.37,short rest lowers activation,5,True,True,looks toward water vessel,settled
2919,163,lichen_bridge,Sol,0.816667,0.815802,0.04,0.046731,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2920,163,orchid_engine,Bea,0.859906,0.807787,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2921,163,moss_ward,Fay,0.815072,0.792777,0.04,0.08343,0.3,0.305,monitors body state without spectacle,7,True,True,looks toward water vessel,settled
2922,163,glass_harbor,Puck,0.860369,0.807598,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2923,163,cinder_garden,Wren,0.874321,0.823636,0.04,0.04,0.325,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2924,163,lichen_bridge,Kio,0.87097,0.819978,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2925,163,orchid_engine,Cai,0.837508,0.806708,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2926,163,moss_ward,Milo,0.869777,0.818138,0.04,0.04,0.3,0.305,short rest lowers activation,5,True,True,looks toward water vessel,settled
2927,163,glass_harbor,Sera,0.85827,0.803467,0.04,0.043767,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2928,163,cinder_garden,Juno,0.887524,0.83379,0.04,0.04,0.325,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2929,163,lichen_bridge,Luma,0.805316,0.801545,0.060924,0.070929,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
2930,163,orchid_engine,Dax,0.860742,0.80697,0.04,0.041252,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2931,163,moss_ward,Tala,0.816853,0.814216,0.04,0.047483,0.31,0.315,short rest lowers activation,6,True,True,looks toward water vessel,settled
2932,163,glass_harbor,Nia,0.860032,0.807262,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2933,163,cinder_garden,Pax,0.610106,0.603619,0.428449,0.440361,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
2934,164,orchid_engine,Bea,0.842987,0.809071,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2935,164,moss_ward,Fay,0.845377,0.815087,0.04703,0.04,0.305,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2936,164,glass_harbor,Puck,0.860198,0.808857,0.04,0.04094,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
2937,164,cinder_garden,Wren,0.823636,0.822215,0.04,0.043578,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2938,164,lichen_bridge,Kio,0.872578,0.817216,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2939,164,orchid_engine,Cai,0.806708,0.804046,0.04,0.047306,0.3,0.3,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2940,164,moss_ward,Milo,0.870738,0.81702,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2941,164,glass_harbor,Sera,0.856067,0.805774,0.04,0.042753,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2942,164,cinder_garden,Juno,0.88639,0.83356,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
2943,164,lichen_bridge,Luma,0.836745,0.815508,0.050129,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2944,164,orchid_engine,Dax,0.85957,0.808629,0.04,0.04056,0.3,0.3,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2945,164,moss_ward,Tala,0.866816,0.816488,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2946,164,glass_harbor,Nia,0.859862,0.809699,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
2947,164,cinder_garden,Pax,0.603619,0.59675,0.440361,0.452569,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,tired and negotiating
2948,164,lichen_bridge,Rin,0.869956,0.816653,0.04,0.041253,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2949,164,orchid_engine,Eli,0.860066,0.80875,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2950,164,moss_ward,Ari,0.870636,0.817534,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2951,164,glass_harbor,Oren,0.805729,0.803081,0.04,0.048159,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2952,165,lichen_bridge,Kio,0.852416,0.81749,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2953,165,orchid_engine,Cai,0.804046,0.802125,0.047306,0.054138,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
2954,165,moss_ward,Milo,0.86962,0.818322,0.04,0.040556,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2955,165,glass_harbor,Sera,0.858374,0.807192,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2956,165,cinder_garden,Juno,0.88616,0.837831,0.04,0.04,0.3,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
2957,165,lichen_bridge,Luma,0.868108,0.813169,0.04,0.044913,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2958,165,orchid_engine,Dax,0.861229,0.811148,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2959,165,moss_ward,Tala,0.869088,0.818623,0.04,0.04,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2960,165,glass_harbor,Nia,0.862299,0.808509,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2961,165,cinder_garden,Pax,0.63195,0.623485,0.431769,0.403413,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
2962,165,lichen_bridge,Rin,0.869253,0.81578,0.04,0.04231,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2963,165,orchid_engine,Eli,0.86135,0.810522,0.04,0.04,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
2964,165,moss_ward,Ari,0.870134,0.819713,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
2965,165,glass_harbor,Oren,0.855681,0.804505,0.04,0.043319,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2966,165,cinder_garden,Vale,0.890388,0.835176,0.04,0.04,0.37,0.33,short rest lowers activation,5,True,True,looks toward water vessel,settled
2967,165,lichen_bridge,Sol,0.868402,0.816696,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2968,165,orchid_engine,Bea,0.861671,0.810839,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
2969,165,moss_ward,Fay,0.867687,0.815284,0.04,0.043019,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
2970,166,cinder_garden,Juno,0.873031,0.838879,0.04,0.04,0.37,0.39,short rest lowers activation,3,True,True,looks toward water vessel,settled
2971,166,lichen_bridge,Luma,0.865769,0.812331,0.04,0.045905,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2972,166,orchid_engine,Dax,0.863748,0.807997,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,pauses near meal shelf,settled
2973,166,moss_ward,Tala,0.871223,0.81786,0.04,0.04,0.32,0.31,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2974,166,glass_harbor,Nia,0.861109,0.807439,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2975,166,cinder_garden,Pax,0.676085,0.661181,0.367013,0.336328,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,watchful
2976,166,lichen_bridge,Rin,0.86838,0.816749,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2977,166,orchid_engine,Eli,0.863122,0.805083,0.04,0.043563,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2978,166,moss_ward,Ari,0.872313,0.818263,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2979,166,glass_harbor,Oren,0.839705,0.805227,0.04,0.04,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2980,166,cinder_garden,Vale,0.887776,0.836359,0.04,0.04,0.33,0.35,short rest lowers activation,5,True,True,looks toward water vessel,settled
2981,166,lichen_bridge,Sol,0.869296,0.817038,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2982,166,orchid_engine,Bea,0.863439,0.80732,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2983,166,moss_ward,Fay,0.867884,0.81309,0.04,0.043665,0.32,0.31,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2984,166,glass_harbor,Puck,0.861457,0.807274,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2985,166,cinder_garden,Wren,0.822215,0.821511,0.043578,0.04715,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
2986,166,lichen_bridge,Kio,0.87009,0.817827,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2987,166,orchid_engine,Cai,0.854725,0.806241,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2988,167,glass_harbor,Nia,0.842639,0.807269,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
2989,167,cinder_garden,Pax,0.661181,0.65561,0.336328,0.34615,0.32,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
2990,167,lichen_bridge,Rin,0.869349,0.817471,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,looks toward water vessel,settled
2991,167,orchid_engine,Eli,0.857683,0.806841,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
2992,167,moss_ward,Ari,0.870863,0.817166,0.04,0.04,0.31,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
2993,167,glass_harbor,Oren,0.805227,0.781843,0.04,0.084173,0.3,0.3,monitors body state without spectacle,7,True,True,shakes cloak and avoids puddles,settled
2994,167,cinder_garden,Vale,0.888959,0.838294,0.04,0.04,0.35,0.385,short rest lowers activation,5,True,True,looks toward water vessel,settled
2995,167,lichen_bridge,Sol,0.817038,0.814705,0.04,0.046735,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
2996,167,orchid_engine,Bea,0.85992,0.807773,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
2997,167,moss_ward,Fay,0.84829,0.81531,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
2998,167,glass_harbor,Puck,0.859874,0.807104,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
2999,167,cinder_garden,Wren,0.821511,0.818095,0.04715,0.050856,0.32,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
3000,167,lichen_bridge,Kio,0.870427,0.818094,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
3001,167,orchid_engine,Cai,0.858841,0.806075,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3002,167,moss_ward,Milo,0.870922,0.817496,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3003,167,glass_harbor,Sera,0.859792,0.806121,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3004,167,cinder_garden,Juno,0.891479,0.837072,0.04,0.04,0.39,0.355,short rest lowers activation,3,True,True,looks toward water vessel,settled
3005,167,lichen_bridge,Luma,0.864931,0.815741,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,settled
3006,168,moss_ward,Ari,0.852366,0.81843,0.04,0.04,0.3,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
3007,168,glass_harbor,Oren,0.834443,0.805526,0.047773,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3008,168,cinder_garden,Vale,0.890894,0.83508,0.04,0.04,0.385,0.335,short rest lowers activation,5,True,True,looks toward water vessel,settled
3009,168,lichen_bridge,Sol,0.814705,0.812897,0.046735,0.053141,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
3010,168,orchid_engine,Bea,0.860373,0.807628,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3011,168,moss_ward,Fay,0.86791,0.816308,0.04,0.04,0.3,0.305,short rest lowers activation,4,True,True,looks toward water vessel,settled
3012,168,glass_harbor,Puck,0.859704,0.806935,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3013,168,cinder_garden,Wren,0.818095,0.815668,0.050856,0.055001,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
3014,168,lichen_bridge,Kio,0.870694,0.819711,0.04,0.04,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
3015,168,orchid_engine,Cai,0.841275,0.805928,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3016,168,moss_ward,Milo,0.870096,0.81917,0.04,0.040091,0.3,0.305,household care lowers need pressure,3,True,True,looks toward water vessel,settled
3017,168,glass_harbor,Sera,0.806121,0.782417,0.04,0.083581,0.3,0.3,monitors body state without spectacle,8,True,True,shakes cloak and avoids puddles,settled
3018,168,cinder_garden,Juno,0.889672,0.834082,0.04,0.04,0.355,0.305,short rest lowers activation,3,True,True,looks toward water vessel,settled
3019,168,lichen_bridge,Luma,0.815741,0.813034,0.04,0.049595,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,settled
3020,168,orchid_engine,Dax,0.860597,0.807501,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3021,168,moss_ward,Tala,0.81786,0.814374,0.04,0.047497,0.31,0.315,short rest lowers activation,6,True,True,looks toward water vessel,settled
3022,168,glass_harbor,Nia,0.859869,0.807739,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3023,168,cinder_garden,Pax,0.65561,0.64995,0.34615,0.356243,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
3024,169,orchid_engine,Bea,0.842828,0.808911,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,pauses near meal shelf,settled
3025,169,moss_ward,Fay,0.868908,0.813192,0.04,0.043654,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3026,169,glass_harbor,Puck,0.859535,0.808437,0.04,0.040476,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
3027,169,cinder_garden,Wren,0.868268,0.823441,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
3028,169,lichen_bridge,Kio,0.872311,0.817453,0.04,0.04,0.32,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3029,169,orchid_engine,Cai,0.805928,0.784071,0.04,0.082852,0.3,0.3,monitors body state without spectacle,7,True,True,pauses near meal shelf,settled
3030,169,moss_ward,Milo,0.87177,0.816927,0.04,0.04,0.305,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3031,169,glass_harbor,Sera,0.835017,0.807709,0.047181,0.04,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
3032,169,cinder_garden,Juno,0.886682,0.837557,0.04,0.04,0.305,0.37,short rest lowers activation,3,True,True,looks toward water vessel,settled
3033,169,lichen_bridge,Luma,0.848234,0.815477,0.04,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3034,169,orchid_engine,Dax,0.860101,0.809226,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,pauses near meal shelf,settled
3035,169,moss_ward,Tala,0.866974,0.816653,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3036,169,glass_harbor,Nia,0.860339,0.809498,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,pauses near meal shelf,settled
3037,169,cinder_garden,Pax,0.64995,0.64401,0.356243,0.366665,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
3038,169,lichen_bridge,Rin,0.870071,0.817725,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3039,169,orchid_engine,Eli,0.806841,0.80536,0.04,0.047155,0.3,0.3,short rest lowers activation,6,True,True,pauses near meal shelf,settled
3040,169,moss_ward,Ari,0.87103,0.817767,0.04,0.04,0.305,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3041,169,glass_harbor,Oren,0.858126,0.805563,0.04,0.043202,0.3,0.32,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
3042,170,lichen_bridge,Kio,0.852653,0.81785,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
3043,170,orchid_engine,Cai,0.784071,0.781856,0.082852,0.090229,0.3,0.32,short rest lowers activation,4,True,True,pauses near meal shelf,settled
3044,170,moss_ward,Milo,0.869527,0.818632,0.04,0.040811,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
3045,170,glass_harbor,Sera,0.860309,0.80652,0.04,0.04,0.32,0.315,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3046,170,cinder_garden,Juno,0.890157,0.835228,0.04,0.04,0.37,0.33,short rest lowers activation,3,True,True,looks toward water vessel,settled
3047,170,lichen_bridge,Luma,0.868077,0.811847,0.04,0.046118,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
3048,170,orchid_engine,Dax,0.861826,0.810999,0.04,0.04,0.3,0.32,short rest lowers activation,5,True,True,pauses near meal shelf,settled
3049,170,moss_ward,Tala,0.816653,0.815329,0.04,0.04701,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
3050,170,glass_harbor,Nia,0.862098,0.808316,0.04,0.04,0.32,0.315,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
3051,170,cinder_garden,Pax,0.64401,0.63862,0.366665,0.376998,0.3,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
3052,170,lichen_bridge,Rin,0.870325,0.817423,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3053,170,orchid_engine,Eli,0.80536,0.803445,0.047155,0.053975,0.3,0.32,short rest lowers activation,6,True,True,pauses near meal shelf,settled
3054,170,moss_ward,Ari,0.870367,0.820687,0.04,0.04,0.3,0.32,short rest lowers activation,3,True,True,looks toward water vessel,settled
3055,170,glass_harbor,Oren,0.858163,0.804176,0.04,0.043578,0.32,0.315,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3056,170,cinder_garden,Vale,0.88768,0.833606,0.04,0.04,0.335,0.3,short rest lowers activation,5,True,True,looks toward water vessel,settled
3057,170,lichen_bridge,Sol,0.865497,0.817251,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3058,170,orchid_engine,Bea,0.861511,0.810679,0.04,0.04,0.3,0.32,household care lowers need pressure,3,True,True,pauses near meal shelf,settled
3059,170,moss_ward,Fay,0.865792,0.815273,0.04,0.042768,0.3,0.32,household care lowers need pressure,4,True,True,looks toward water vessel,settled
3060,171,cinder_garden,Juno,0.870428,0.836828,0.04,0.04,0.33,0.35,short rest lowers activation,3,True,True,looks toward water vessel,settled
3061,171,lichen_bridge,Luma,0.864447,0.814849,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3062,171,orchid_engine,Dax,0.863599,0.807129,0.04,0.041326,0.32,0.3,household care lowers need pressure,4,True,True,pauses near meal shelf,settled
3063,171,moss_ward,Tala,0.867929,0.817513,0.04,0.04,0.32,0.31,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3064,171,glass_harbor,Nia,0.860916,0.807246,0.04,0.04,0.315,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3065,171,cinder_garden,Pax,0.63862,0.634264,0.376998,0.387187,0.3,0.32,short rest lowers activation,4,True,True,looks toward water vessel,watchful
3066,171,lichen_bridge,Rin,0.870023,0.817588,0.04,0.04,0.3,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3067,171,orchid_engine,Eli,0.856045,0.807473,0.04,0.04,0.32,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3068,171,moss_ward,Ari,0.873287,0.817977,0.04,0.04,0.32,0.31,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
3069,171,glass_harbor,Oren,0.839376,0.806158,0.04,0.04,0.315,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3070,171,cinder_garden,Vale,0.886206,0.83882,0.04,0.04,0.3,0.39,short rest lowers activation,5,True,True,looks toward water vessel,settled
3071,171,lichen_bridge,Sol,0.817251,0.81327,0.04,0.047698,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3072,171,orchid_engine,Bea,0.863279,0.807781,0.04,0.04,0.32,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
3073,171,moss_ward,Fay,0.867873,0.816062,0.04,0.04,0.32,0.31,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3074,171,glass_harbor,Puck,0.861037,0.807724,0.04,0.04,0.32,0.3,short rest lowers activation,5,True,True,shakes cloak and avoids puddles,settled
3075,171,cinder_garden,Wren,0.876041,0.824672,0.04,0.04,0.3,0.32,short rest lowers activation,6,True,True,looks toward water vessel,settled
3076,171,lichen_bridge,Kio,0.87045,0.817548,0.04,0.04,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3077,171,orchid_engine,Cai,0.834456,0.80546,0.053829,0.04,0.32,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3078,172,glass_harbor,Nia,0.842446,0.80777,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,shakes cloak and avoids puddles,settled
3079,172,cinder_garden,Pax,0.634264,0.627305,0.387187,0.397751,0.32,0.3,short rest lowers activation,4,True,True,looks toward water vessel,watchful
3080,172,lichen_bridge,Rin,0.870188,0.817903,0.04,0.040865,0.3,0.3,household care lowers need pressure,4,True,True,looks toward water vessel,settled
3081,172,orchid_engine,Eli,0.860073,0.807773,0.04,0.04,0.3,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
3082,172,moss_ward,Ari,0.870577,0.817538,0.04,0.04,0.31,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3083,172,glass_harbor,Oren,0.858758,0.805988,0.04,0.04,0.3,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3084,172,cinder_garden,Vale,0.89142,0.836555,0.04,0.04,0.39,0.355,short rest lowers activation,5,True,True,looks toward water vessel,settled
3085,172,lichen_bridge,Sol,0.81327,0.80929,0.047698,0.055512,0.3,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
3086,172,orchid_engine,Bea,0.860381,0.807615,0.04,0.04,0.3,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
3087,172,moss_ward,Fay,0.851262,0.816024,0.04,0.04,0.31,0.3,short rest lowers activation,4,True,True,shakes cloak and avoids puddles,settled
3088,172,glass_harbor,Puck,0.860324,0.80676,0.04,0.041471,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3089,172,cinder_garden,Wren,0.824672,0.822022,0.04,0.04386,0.32,0.3,short rest lowers activation,6,True,True,looks toward water vessel,settled
3090,172,lichen_bridge,Kio,0.870148,0.817822,0.04,0.04,0.3,0.3,short rest lowers activation,3,True,True,looks toward water vessel,settled
3091,172,orchid_engine,Cai,0.85806,0.803326,0.04,0.043643,0.3,0.3,household care lowers need pressure,3,True,True,shakes cloak and avoids puddles,settled
3092,172,moss_ward,Milo,0.871232,0.816926,0.04,0.041366,0.32,0.3,household care lowers need pressure,4,True,True,shakes cloak and avoids puddles,settled
3093,172,glass_harbor,Sera,0.85912,0.805449,0.04,0.04,0.315,0.3,short rest lowers activation,6,True,True,shakes cloak and avoids puddles,settled
