tick_id,day,agent_id,cause_intent,energy,comfort,pain,safety,wetness,temperature,arousal,trust_avatar,sound_cue,smell_cue,temperature_cue,frequency_rate_hz,flower_node,body_delta_visible,localstorage_body_written
900,76,Nia,protect_object,0.255,0.96,0.101,0.96,0.0,0.903,0.4,0.96,page flutter,ink linen,cool stone,0.58109,node-08,True,True
902,76,Ivo,offer_care,0.11,0.95,0.159,0.902,0.0,0.817,0.415,0.925,cart creak,apple soil,damp air,0.54901,node-01,True,True
903,76,Juno,ask_status,0.125,0.96,0.158,0.96,0.0,0.814,0.537,0.96,bell hum,hot copper,warm metal,0.65088,node-09,True,True
905,76,Fay,offer_care,0.098,0.935,0.238,0.886,0.005,0.764,0.905,0.911,hinges ticking,thyme paper,warm draft,0.64432,node-05,True,True
907,76,Milo,protect_object,0.145,0.96,0.15,0.96,0.0,0.84,0.388,0.96,static crickets,lamp oil,cool dusk,0.50334,node-11,True,True
909,76,Juno,ask_status,0.121,0.96,0.158,0.96,0.0,0.814,0.527,0.96,bell hum,hot copper,warm metal,0.68908,node-09,True,True
910,76,Ari,protect_object,0.253,0.96,0.099,0.96,0.0,0.907,0.287,0.96,river slap,cedar resin,cold spray,0.48057,node-03,True,True
911,76,Fay,ask_help,0.088,0.955,0.238,0.904,0.005,0.764,0.911,0.927,hinges ticking,thyme paper,warm draft,0.6854,node-05,True,True
912,77,Nia,ask_risky_action,0.22,0.905,0.121,0.88,0.02,0.893,0.49,0.9,page flutter,ink linen,cool stone,0.59909,node-08,True,True
914,77,Ivo,ask_memory,0.104,0.96,0.159,0.912,0.0,0.817,0.433,0.945,cart creak,apple soil,damp air,0.55225,node-01,True,True
915,77,Juno,ask_status,0.117,0.96,0.158,0.96,0.0,0.814,0.517,0.96,bell hum,hot copper,warm metal,0.64728,node-09,True,True
916,77,Ari,rush_agent,0.223,0.915,0.114,0.9,0.0,0.902,0.367,0.915,river slap,cedar resin,cold spray,0.65632,node-03,True,True
917,77,Fay,ask_memory,0.082,0.96,0.238,0.914,0.005,0.764,0.929,0.947,hinges ticking,thyme paper,warm draft,0.64864,node-05,True,True
919,77,Milo,ask_risky_action,0.11,0.905,0.17,0.88,0.02,0.83,0.478,0.9,static crickets,lamp oil,cool dusk,0.52134,node-11,True,True
921,77,Juno,ask_status,0.113,0.96,0.158,0.96,0.0,0.814,0.507,0.96,bell hum,hot copper,warm metal,0.68548,node-09,True,True
922,77,Ari,ask_risky_action,0.188,0.86,0.134,0.82,0.02,0.892,0.457,0.855,river slap,cedar resin,cold spray,0.51432,node-03,True,True
924,78,Nia,ask_help,0.21,0.925,0.121,0.898,0.02,0.893,0.496,0.916,page flutter,ink linen,cool stone,0.60017,node-08,True,True
926,78,Ivo,apologize,0.11,0.96,0.153,0.95,0.0,0.829,0.398,0.96,cart creak,apple soil,damp air,0.54541,node-01,True,True
927,78,Juno,ask_status,0.109,0.96,0.158,0.96,0.0,0.814,0.497,0.96,bell hum,hot copper,warm metal,0.64368,node-09,True,True
929,78,Fay,apologize,0.088,0.96,0.232,0.952,0.0,0.776,0.894,0.96,hinges ticking,thyme paper,warm draft,0.6418,node-05,True,True
931,78,Milo,ask_help,0.1,0.925,0.17,0.898,0.02,0.83,0.484,0.916,static crickets,lamp oil,cool dusk,0.52242,node-11,True,True
933,78,Juno,ask_status,0.105,0.96,0.158,0.96,0.0,0.814,0.487,0.96,bell hum,hot copper,warm metal,0.68188,node-09,True,True
934,78,Ari,ask_help,0.178,0.88,0.134,0.838,0.02,0.892,0.463,0.871,river slap,cedar resin,cold spray,0.5154,node-03,True,True
936,79,Nia,rush_agent,0.18,0.88,0.136,0.838,0.02,0.888,0.576,0.871,page flutter,ink linen,cool stone,0.61592,node-08,True,True
938,79,Ivo,ask_status,0.106,0.96,0.153,0.96,0.0,0.829,0.388,0.96,cart creak,apple soil,damp air,0.54361,node-01,True,True
939,79,Juno,ask_status,0.101,0.96,0.158,0.96,0.0,0.814,0.477,0.96,bell hum,hot copper,warm metal,0.64008,node-09,True,True
941,79,Fay,ask_status,0.084,0.96,0.232,0.96,0.0,0.776,0.884,0.96,hinges ticking,thyme paper,warm draft,0.64,node-05,True,True
943,79,Milo,rush_agent,0.08,0.88,0.185,0.838,0.02,0.825,0.564,0.871,static crickets,lamp oil,cool dusk,0.53817,node-11,True,True
945,79,Juno,ask_status,0.097,0.96,0.158,0.96,0.0,0.814,0.467,0.96,bell hum,hot copper,warm metal,0.67828,node-09,True,True
946,79,Ari,rush_agent,0.148,0.835,0.149,0.778,0.02,0.887,0.543,0.826,river slap,cedar resin,cold spray,0.53115,node-03,True,True
948,80,Nia,offer_care,0.198,0.935,0.126,0.888,0.0,0.908,0.531,0.911,page flutter,ink linen,cool stone,0.60692,node-08,True,True
950,80,Ivo,protect_object,0.102,0.96,0.149,0.96,0.0,0.837,0.366,0.96,cart creak,apple soil,damp air,0.53929,node-01,True,True
951,80,Juno,ask_status,0.093,0.96,0.158,0.96,0.0,0.814,0.457,0.96,bell hum,hot copper,warm metal,0.63648,node-09,True,True
953,80,Fay,protect_object,0.08,0.96,0.228,0.96,0.0,0.784,0.862,0.96,hinges ticking,thyme paper,warm draft,0.63568,node-05,True,True
955,80,Milo,offer_care,0.098,0.935,0.175,0.888,0.0,0.845,0.519,0.911,static crickets,lamp oil,cool dusk,0.52917,node-11,True,True
957,80,Juno,ask_status,0.089,0.96,0.158,0.96,0.0,0.814,0.447,0.96,bell hum,hot copper,warm metal,0.67468,node-09,True,True
958,80,Ari,offer_care,0.166,0.89,0.139,0.828,0.0,0.907,0.498,0.866,river slap,cedar resin,cold spray,0.52215,node-03,True,True
960,81,Milo,apologize,0.104,0.96,0.169,0.926,0.0,0.857,0.484,0.96,static crickets,lamp oil,cool dusk,0.64233,node-11,True,True
962,81,Juno,ask_help,0.08,0.96,0.158,0.96,0.0,0.814,0.453,0.96,bell hum,hot copper,warm metal,0.59576,node-09,True,True
963,81,Ari,ask_status,0.162,0.905,0.139,0.842,0.0,0.907,0.488,0.88,river slap,cedar resin,cold spray,0.64035,node-03,True,True
965,81,Nia,ask_help,0.188,0.955,0.126,0.906,0.0,0.908,0.537,0.927,page flutter,ink linen,cool stone,0.608,node-08,True,True
967,81,Ivo,apologize,0.108,0.96,0.143,0.96,0.0,0.849,0.331,0.96,cart creak,apple soil,damp air,0.53245,node-01,True,True
969,81,Ari,ask_status,0.158,0.92,0.139,0.856,0.0,0.907,0.478,0.894,river slap,cedar resin,cold spray,0.67855,node-03,True,True
970,81,Fay,apologize,0.086,0.96,0.222,0.96,0.0,0.796,0.827,0.96,hinges ticking,thyme paper,warm draft,0.62884,node-05,True,True
972,82,Milo,ask_status,0.1,0.96,0.169,0.94,0.0,0.857,0.474,0.96,static crickets,lamp oil,cool dusk,0.64053,node-11,True,True
974,82,Juno,rush_agent,0.08,0.915,0.173,0.9,0.0,0.809,0.533,0.915,bell hum,hot copper,warm metal,0.61151,node-09,True,True
975,82,Ari,ask_status,0.154,0.935,0.139,0.87,0.0,0.907,0.468,0.908,river slap,cedar resin,cold spray,0.63675,node-03,True,True
977,82,Nia,rush_agent,0.158,0.91,0.141,0.846,0.0,0.903,0.617,0.882,page flutter,ink linen,cool stone,0.62375,node-08,True,True
979,82,Ivo,ask_status,0.104,0.96,0.143,0.96,0.0,0.849,0.321,0.96,cart creak,apple soil,damp air,0.53065,node-01,True,True
981,82,Ari,ask_status,0.15,0.95,0.139,0.884,0.0,0.907,0.458,0.922,river slap,cedar resin,cold spray,0.67495,node-03,True,True
982,82,Fay,ask_status,0.082,0.96,0.222,0.96,0.0,0.796,0.817,0.96,hinges ticking,thyme paper,warm draft,0.62704,node-05,True,True
984,83,Milo,protect_object,0.096,0.96,0.165,0.96,0.0,0.865,0.452,0.96,static crickets,lamp oil,cool dusk,0.63621,node-11,True,True
986,83,Juno,offer_care,0.098,0.96,0.163,0.95,0.0,0.829,0.488,0.955,bell hum,hot copper,warm metal,0.60251,node-09,True,True
987,83,Ari,ask_status,0.146,0.96,0.139,0.898,0.0,0.907,0.448,0.936,river slap,cedar resin,cold spray,0.63315,node-03,True,True
989,83,Nia,offer_care,0.176,0.96,0.131,0.896,0.0,0.923,0.572,0.922,page flutter,ink linen,cool stone,0.61475,node-08,True,True
991,83,Ivo,protect_object,0.1,0.96,0.139,0.96,0.0,0.857,0.299,0.96,cart creak,apple soil,damp air,0.52633,node-01,True,True
992,83,Juno,ask_help,0.088,0.96,0.163,0.96,0.0,0.829,0.494,0.96,bell hum,hot copper,warm metal,0.64359,node-09,True,True
993,83,Ari,ask_status,0.142,0.96,0.139,0.912,0.0,0.907,0.438,0.95,river slap,cedar resin,cold spray,0.67135,node-03,True,True
994,83,Fay,protect_object,0.08,0.96,0.218,0.96,0.0,0.804,0.795,0.96,hinges ticking,thyme paper,warm draft,0.62272,node-05,True,True
996,84,Milo,ask_risky_action,0.08,0.905,0.185,0.88,0.02,0.855,0.542,0.9,static crickets,lamp oil,cool dusk,0.65421,node-11,True,True
997,84,Ivo,rush_agent,0.08,0.915,0.154,0.9,0.0,0.852,0.379,0.915,cart creak,apple soil,damp air,0.50208,node-01,True,True
998,84,Juno,ask_memory,0.082,0.96,0.163,0.96,0.0,0.829,0.512,0.96,bell hum,hot copper,warm metal,0.60683,node-09,True,True
999,84,Ari,ask_status,0.138,0.96,0.139,0.926,0.0,0.907,0.428,0.96,river slap,cedar resin,cold spray,0.62955,node-03,True,True
1001,84,Nia,ask_memory,0.17,0.96,0.131,0.906,0.0,0.923,0.59,0.942,page flutter,ink linen,cool stone,0.61799,node-08,True,True
1003,84,Ivo,ask_risky_action,0.08,0.86,0.174,0.82,0.02,0.842,0.469,0.855,cart creak,apple soil,damp air,0.56008,node-01,True,True
1005,84,Ari,ask_status,0.134,0.96,0.139,0.94,0.0,0.907,0.418,0.96,river slap,cedar resin,cold spray,0.66775,node-03,True,True
1006,84,Fay,ask_risky_action,0.08,0.905,0.238,0.88,0.02,0.794,0.885,0.9,hinges ticking,thyme paper,warm draft,0.64072,node-05,True,True
1008,85,Milo,ask_help,0.08,0.925,0.185,0.898,0.02,0.855,0.548,0.916,static crickets,lamp oil,cool dusk,0.65529,node-11,True,True
1010,85,Juno,apologize,0.088,0.96,0.157,0.96,0.0,0.841,0.477,0.96,bell hum,hot copper,warm metal,0.59999,node-09,True,True
1011,85,Ari,ask_status,0.13,0.96,0.139,0.954,0.0,0.907,0.408,0.96,river slap,cedar resin,cold spray,0.62595,node-03,True,True
1013,85,Nia,apologize,0.176,0.96,0.125,0.944,0.0,0.935,0.555,0.96,page flutter,ink linen,cool stone,0.61115,node-08,True,True
1014,85,Milo,protect_object,0.08,0.96,0.181,0.958,0.005,0.863,0.526,0.96,static crickets,lamp oil,cool dusk,0.69097,node-11,True,True
1015,85,Ivo,ask_help,0.08,0.88,0.174,0.838,0.02,0.842,0.475,0.871,cart creak,apple soil,damp air,0.56116,node-01,True,True
1017,85,Ari,ask_status,0.126,0.96,0.139,0.96,0.0,0.907,0.398,0.96,river slap,cedar resin,cold spray,0.66415,node-03,True,True
1018,85,Fay,ask_help,0.08,0.925,0.238,0.898,0.02,0.794,0.891,0.916,hinges ticking,thyme paper,warm draft,0.6418,node-05,True,True
1020,86,Milo,rush_agent,0.08,0.915,0.196,0.898,0.005,0.858,0.606,0.915,static crickets,lamp oil,cool dusk,0.66672,node-11,True,True
1022,86,Juno,ask_status,0.084,0.96,0.157,0.96,0.0,0.841,0.467,0.96,bell hum,hot copper,warm metal,0.59819,node-09,True,True
1023,86,Ari,ask_status,0.122,0.96,0.139,0.96,0.0,0.907,0.388,0.96,river slap,cedar resin,cold spray,0.62235,node-03,True,True
1025,86,Nia,ask_status,0.172,0.96,0.125,0.958,0.0,0.935,0.545,0.96,page flutter,ink linen,cool stone,0.60935,node-08,True,True
1027,86,Ivo,rush_agent,0.08,0.835,0.189,0.778,0.02,0.837,0.555,0.826,cart creak,apple soil,damp air,0.57691,node-01,True,True
1029,86,Ari,ask_status,0.118,0.96,0.139,0.96,0.0,0.907,0.378,0.96,river slap,cedar resin,cold spray,0.66055,node-03,True,True
1030,86,Fay,rush_agent,0.08,0.88,0.253,0.838,0.02,0.789,0.95,0.871,hinges ticking,thyme paper,warm draft,0.65377,node-05,True,True
1031,86,Nia,ask_memory,0.166,0.96,0.125,0.96,0.0,0.935,0.563,0.96,page flutter,ink linen,cool stone,0.65259,node-08,True,True
1032,87,Milo,offer_care,0.098,0.96,0.186,0.948,0.0,0.878,0.561,0.955,static crickets,lamp oil,cool dusk,0.65772,node-11,True,True
1034,87,Juno,protect_object,0.08,0.96,0.153,0.96,0.0,0.849,0.445,0.96,bell hum,hot copper,warm metal,0.59387,node-09,True,True
1035,87,Ari,ask_status,0.114,0.96,0.139,0.96,0.0,0.907,0.368,0.96,river slap,cedar resin,cold spray,0.61875,node-03,True,True
1036,87,Fay,apologize,0.086,0.92,0.247,0.876,0.014,0.801,0.915,0.926,hinges ticking,thyme paper,warm draft,0.60693,node-05,True,True
1037,87,Nia,protect_object,0.162,0.96,0.121,0.96,0.0,0.94,0.541,0.96,page flutter,ink linen,cool stone,0.60827,node-08,True,True
1039,87,Ivo,offer_care,0.098,0.89,0.179,0.828,0.0,0.857,0.51,0.866,cart creak,apple soil,damp air,0.56791,node-01,True,True
1041,87,Ari,ask_status,0.11,0.96,0.139,0.96,0.0,0.907,0.358,0.96,river slap,cedar resin,cold spray,0.65695,node-03,True,True
1042,87,Fay,offer_care,0.104,0.96,0.237,0.926,0.0,0.821,0.87,0.96,hinges ticking,thyme paper,warm draft,0.63793,node-05,True,True
1044,88,Milo,ask_memory,0.092,0.96,0.186,0.958,0.0,0.878,0.579,0.96,static crickets,lamp oil,cool dusk,0.66096,node-11,True,True
1046,88,Juno,ask_risky_action,0.08,0.905,0.173,0.88,0.02,0.839,0.535,0.9,bell hum,hot copper,warm metal,0.61187,node-09,True,True
1047,88,Ari,ask_memory,0.104,0.96,0.139,0.96,0.0,0.907,0.376,0.96,river slap,cedar resin,cold spray,0.62019,node-03,True,True
1049,88,Nia,ask_risky_action,0.127,0.905,0.141,0.88,0.02,0.93,0.631,0.9,page flutter,ink linen,cool stone,0.62627,node-08,True,True
1051,88,Ivo,ask_memory,0.092,0.902,0.179,0.838,0.0,0.857,0.528,0.886,cart creak,apple soil,damp air,0.57115,node-01,True,True
1053,88,Ari,rush_agent,0.08,0.915,0.154,0.9,0.0,0.902,0.456,0.915,river slap,cedar resin,cold spray,0.67594,node-03,True,True
1054,88,Fay,ask_memory,0.098,0.96,0.237,0.936,0.0,0.821,0.888,0.96,hinges ticking,thyme paper,warm draft,0.64117,node-05,True,True
1056,89,Milo,apologize,0.098,0.96,0.18,0.96,0.0,0.89,0.544,0.96,static crickets,lamp oil,cool dusk,0.65412,node-11,True,True
1058,89,Juno,ask_help,0.08,0.925,0.173,0.898,0.02,0.839,0.541,0.916,bell hum,hot copper,warm metal,0.61295,node-09,True,True
1059,89,Ari,ask_status,0.08,0.93,0.154,0.914,0.0,0.902,0.446,0.929,river slap,cedar resin,cold spray,0.63414,node-03,True,True
1061,89,Nia,ask_help,0.117,0.925,0.141,0.898,0.02,0.93,0.637,0.916,page flutter,ink linen,cool stone,0.62735,node-08,True,True
1063,89,Ivo,apologize,0.098,0.942,0.173,0.876,0.0,0.869,0.493,0.941,cart creak,apple soil,damp air,0.56431,node-01,True,True
1065,89,Ari,ask_status,0.08,0.945,0.154,0.928,0.0,0.902,0.436,0.943,river slap,cedar resin,cold spray,0.67234,node-03,True,True
1066,89,Fay,apologize,0.104,0.96,0.231,0.96,0.0,0.833,0.853,0.96,hinges ticking,thyme paper,warm draft,0.63433,node-05,True,True
1068,90,Ivo,protect_object,0.094,0.96,0.169,0.936,0.0,0.877,0.471,0.96,cart creak,apple soil,damp air,0.67999,node-01,True,True
1070,90,Ari,apologize,0.086,0.96,0.148,0.96,0.0,0.914,0.401,0.96,river slap,cedar resin,cold spray,0.5855,node-03,True,True
1071,90,Fay,ask_status,0.1,0.96,0.231,0.96,0.0,0.833,0.843,0.96,hinges ticking,thyme paper,warm draft,0.75253,node-05,True,True
1073,90,Milo,offer_care,0.116,0.96,0.17,0.96,0.0,0.91,0.499,0.96,static crickets,lamp oil,cool dusk,0.64512,node-11,True,True
1075,90,Juno,protect_object,0.08,0.96,0.169,0.958,0.005,0.847,0.519,0.96,bell hum,hot copper,warm metal,0.60863,node-09,True,True
1077,90,Fay,ask_status,0.096,0.96,0.231,0.96,0.0,0.833,0.833,0.96,hinges ticking,thyme paper,warm draft,0.59073,node-05,True,True
1078,90,Nia,protect_object,0.113,0.96,0.137,0.958,0.005,0.938,0.615,0.96,page flutter,ink linen,cool stone,0.62303,node-08,True,True
1080,91,Ivo,ask_risky_action,0.08,0.905,0.189,0.856,0.02,0.867,0.561,0.9,cart creak,apple soil,damp air,0.69799,node-01,True,True
1082,91,Ari,ask_status,0.082,0.96,0.148,0.96,0.0,0.914,0.391,0.96,river slap,cedar resin,cold spray,0.5837,node-03,True,True
1083,91,Fay,ask_status,0.092,0.96,0.231,0.96,0.0,0.833,0.823,0.96,hinges ticking,thyme paper,warm draft,0.74893,node-05,True,True
1085,91,Milo,ask_memory,0.11,0.96,0.17,0.96,0.0,0.91,0.517,0.96,static crickets,lamp oil,cool dusk,0.64836,node-11,True,True
1087,91,Juno,ask_risky_action,0.08,0.905,0.189,0.878,0.025,0.837,0.609,0.9,bell hum,hot copper,warm metal,0.62663,node-09,True,True
1089,91,Fay,ask_status,0.088,0.96,0.231,0.96,0.0,0.833,0.813,0.96,hinges ticking,thyme paper,warm draft,0.58713,node-05,True,True
1090,91,Nia,ask_risky_action,0.08,0.905,0.157,0.878,0.025,0.928,0.705,0.9,page flutter,ink linen,cool stone,0.64103,node-08,True,True
1092,92,Ivo,ask_help,0.08,0.925,0.189,0.874,0.02,0.867,0.567,0.916,cart creak,apple soil,damp air,0.69907,node-01,True,True
1094,92,Ari,protect_object,0.08,0.96,0.144,0.96,0.0,0.922,0.369,0.96,river slap,cedar resin,cold spray,0.57938,node-03,True,True
1095,92,Fay,ask_status,0.084,0.96,0.231,0.96,0.0,0.833,0.803,0.96,hinges ticking,thyme paper,warm draft,0.74533,node-05,True,True
1097,92,Milo,apologize,0.116,0.96,0.164,0.96,0.0,0.922,0.482,0.96,static crickets,lamp oil,cool dusk,0.64152,node-11,True,True
1099,92,Juno,ask_help,0.08,0.925,0.189,0.896,0.025,0.837,0.615,0.916,bell hum,hot copper,warm metal,0.62771,node-09,True,True
1101,92,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.793,0.96,hinges ticking,thyme paper,warm draft,0.58353,node-05,True,True
1102,92,Nia,ask_help,0.08,0.925,0.157,0.896,0.025,0.928,0.711,0.916,page flutter,ink linen,cool stone,0.64211,node-08,True,True
1104,93,Ivo,rush_agent,0.08,0.88,0.204,0.814,0.02,0.862,0.647,0.871,cart creak,apple soil,damp air,0.71482,node-01,True,True
1106,93,Ari,ask_risky_action,0.08,0.905,0.164,0.88,0.02,0.912,0.459,0.9,river slap,cedar resin,cold spray,0.59738,node-03,True,True
1107,93,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.783,0.96,hinges ticking,thyme paper,warm draft,0.74173,node-05,True,True
1109,93,Milo,ask_status,0.112,0.96,0.164,0.96,0.0,0.922,0.472,0.96,static crickets,lamp oil,cool dusk,0.63972,node-11,True,True
1111,93,Juno,rush_agent,0.08,0.88,0.204,0.836,0.025,0.832,0.695,0.871,bell hum,hot copper,warm metal,0.64346,node-09,True,True
1113,93,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.773,0.96,hinges ticking,thyme paper,warm draft,0.57993,node-05,True,True
1114,93,Nia,rush_agent,0.08,0.88,0.172,0.836,0.025,0.923,0.791,0.871,page flutter,ink linen,cool stone,0.65786,node-08,True,True
1116,94,Ivo,offer_care,0.098,0.935,0.194,0.864,0.0,0.882,0.602,0.911,cart creak,apple soil,damp air,0.70582,node-01,True,True
1117,94,Juno,apologize,0.086,0.92,0.198,0.874,0.019,0.844,0.66,0.926,bell hum,hot copper,warm metal,0.59662,node-09,True,True
1118,94,Ari,ask_help,0.08,0.925,0.164,0.898,0.02,0.912,0.465,0.916,river slap,cedar resin,cold spray,0.59846,node-03,True,True
1119,94,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.763,0.96,hinges ticking,thyme paper,warm draft,0.73813,node-05,True,True
1121,94,Milo,protect_object,0.108,0.96,0.16,0.96,0.0,0.93,0.45,0.96,static crickets,lamp oil,cool dusk,0.6354,node-11,True,True
1123,94,Juno,offer_care,0.104,0.96,0.188,0.924,0.0,0.864,0.615,0.96,bell hum,hot copper,warm metal,0.62762,node-09,True,True
1125,94,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.753,0.96,hinges ticking,thyme paper,warm draft,0.57633,node-05,True,True
1126,94,Nia,offer_care,0.098,0.935,0.162,0.886,0.005,0.94,0.746,0.911,page flutter,ink linen,cool stone,0.64886,node-08,True,True
1128,95,Ivo,ask_memory,0.092,0.947,0.194,0.874,0.0,0.882,0.62,0.931,cart creak,apple soil,damp air,0.70906,node-01,True,True
1130,95,Ari,rush_agent,0.08,0.88,0.179,0.838,0.02,0.907,0.545,0.871,river slap,cedar resin,cold spray,0.61421,node-03,True,True
1131,95,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.743,0.96,hinges ticking,thyme paper,warm draft,0.73453,node-05,True,True
1133,95,Milo,ask_risky_action,0.08,0.905,0.18,0.88,0.02,0.92,0.54,0.9,static crickets,lamp oil,cool dusk,0.6534,node-11,True,True
1134,95,Ivo,rush_agent,0.08,0.902,0.209,0.814,0.0,0.877,0.7,0.886,cart creak,apple soil,damp air,0.56481,node-01,True,True
1135,95,Juno,ask_memory,0.098,0.96,0.188,0.934,0.0,0.864,0.633,0.96,bell hum,hot copper,warm metal,0.63086,node-09,True,True
1137,95,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.733,0.96,hinges ticking,thyme paper,warm draft,0.57273,node-05,True,True
1138,95,Nia,ask_memory,0.092,0.947,0.162,0.896,0.005,0.94,0.764,0.931,page flutter,ink linen,cool stone,0.6521,node-08,True,True
1140,96,Ivo,apologize,0.086,0.942,0.203,0.852,0.0,0.889,0.665,0.941,cart creak,apple soil,damp air,0.71797,node-01,True,True
1142,96,Ari,offer_care,0.098,0.935,0.169,0.888,0.0,0.927,0.5,0.911,river slap,cedar resin,cold spray,0.60521,node-03,True,True
1143,96,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.723,0.96,hinges ticking,thyme paper,warm draft,0.73093,node-05,True,True
1145,96,Milo,ask_help,0.08,0.925,0.18,0.898,0.02,0.92,0.546,0.916,static crickets,lamp oil,cool dusk,0.65448,node-11,True,True
1147,96,Juno,apologize,0.104,0.96,0.182,0.96,0.0,0.876,0.598,0.96,bell hum,hot copper,warm metal,0.62402,node-09,True,True
1149,96,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.713,0.96,hinges ticking,thyme paper,warm draft,0.56913,node-05,True,True
1150,96,Nia,apologize,0.098,0.96,0.156,0.934,0.0,0.94,0.729,0.96,page flutter,ink linen,cool stone,0.64526,node-08,True,True
1151,96,Milo,protect_object,0.08,0.96,0.176,0.958,0.005,0.928,0.524,0.96,static crickets,lamp oil,cool dusk,0.69016,node-11,True,True
1152,97,Ivo,ask_status,0.082,0.957,0.203,0.866,0.0,0.889,0.655,0.955,cart creak,apple soil,damp air,0.71617,node-01,True,True
1154,97,Ari,ask_memory,0.092,0.947,0.169,0.898,0.0,0.927,0.518,0.931,river slap,cedar resin,cold spray,0.60845,node-03,True,True
1155,97,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.703,0.96,hinges ticking,thyme paper,warm draft,0.72733,node-05,True,True
1156,97,Nia,ask_risky_action,0.08,0.905,0.176,0.854,0.02,0.93,0.819,0.9,page flutter,ink linen,cool stone,0.62326,node-08,True,True
1157,97,Milo,rush_agent,0.08,0.915,0.191,0.898,0.005,0.923,0.604,0.915,static crickets,lamp oil,cool dusk,0.66591,node-11,True,True
1159,97,Juno,ask_status,0.1,0.96,0.182,0.96,0.0,0.876,0.588,0.96,bell hum,hot copper,warm metal,0.62222,node-09,True,True
1161,97,Fay,ask_status,0.08,0.96,0.231,0.96,0.0,0.833,0.693,0.96,hinges ticking,thyme paper,warm draft,0.56553,node-05,True,True
1162,97,Nia,ask_status,0.08,0.92,0.176,0.868,0.02,0.93,0.809,0.914,page flutter,ink linen,cool stone,0.66146,node-08,True,True
1164,98,Ivo,protect_object,0.08,0.96,0.199,0.926,0.0,0.897,0.633,0.96,cart creak,apple soil,damp air,0.71185,node-01,True,True
1166,98,Ari,apologize,0.098,0.96,0.163,0.936,0.0,0.939,0.483,0.96,river slap,cedar resin,cold spray,0.60161,node-03,True,True
1167,98,Fay,protect_object,0.08,0.96,0.227,0.96,0.0,0.841,0.671,0.96,hinges ticking,thyme paper,warm draft,0.72121,node-05,True,True
1169,98,Milo,offer_care,0.098,0.96,0.181,0.948,0.0,0.94,0.559,0.955,static crickets,lamp oil,cool dusk,0.65691,node-11,True,True
1171,98,Juno,protect_object,0.096,0.96,0.178,0.96,0.0,0.884,0.566,0.96,bell hum,hot copper,warm metal,0.6179,node-09,True,True
1173,98,Fay,apologize,0.086,0.96,0.221,0.96,0.0,0.853,0.636,0.96,hinges ticking,thyme paper,warm draft,0.55437,node-05,True,True
1174,98,Nia,protect_object,0.08,0.96,0.172,0.928,0.005,0.938,0.787,0.96,page flutter,ink linen,cool stone,0.65714,node-08,True,True
1176,99,Juno,ask_help,0.086,0.96,0.178,0.96,0.0,0.884,0.572,0.96,bell hum,hot copper,warm metal,0.53898,node-09,True,True
1177,99,Ari,apologize,0.104,0.96,0.157,0.96,0.0,0.94,0.448,0.96,river slap,cedar resin,cold spray,0.55477,node-03,True,True
1178,99,Fay,protect_object,0.082,0.96,0.217,0.96,0.0,0.861,0.614,0.96,hinges ticking,thyme paper,warm draft,0.67005,node-05,True,True
1179,99,Nia,ask_status,0.08,0.96,0.172,0.942,0.005,0.938,0.777,0.96,page flutter,ink linen,cool stone,0.57534,node-08,True,True
1181,99,Ivo,apologize,0.086,0.96,0.193,0.96,0.0,0.909,0.598,0.96,cart creak,apple soil,damp air,0.70501,node-01,True,True
1183,99,Ari,offer_care,0.122,0.96,0.147,0.96,0.0,0.94,0.403,0.96,river slap,cedar resin,cold spray,0.58577,node-03,True,True
1185,99,Nia,ask_status,0.08,0.96,0.172,0.956,0.005,0.938,0.767,0.96,page flutter,ink linen,cool stone,0.61354,node-08,True,True
1186,99,Milo,ask_help,0.088,0.96,0.181,0.96,0.0,0.94,0.565,0.96,static crickets,lamp oil,cool dusk,0.65799,node-11,True,True
1188,100,Juno,rush_agent,0.08,0.915,0.193,0.9,0.0,0.879,0.652,0.915,bell hum,hot copper,warm metal,0.55473,node-09,True,True
1190,100,Fay,ask_risky_action,0.08,0.905,0.237,0.88,0.02,0.851,0.704,0.9,hinges ticking,thyme paper,warm draft,0.68805,node-05,True,True
1191,100,Nia,ask_status,0.08,0.96,0.172,0.96,0.005,0.938,0.757,0.96,page flutter,ink linen,cool stone,0.57174,node-08,True,True
1193,100,Ivo,ask_status,0.082,0.96,0.193,0.96,0.0,0.909,0.588,0.96,cart creak,apple soil,damp air,0.70321,node-01,True,True
1195,100,Ari,ask_memory,0.116,0.96,0.147,0.96,0.0,0.94,0.421,0.96,river slap,cedar resin,cold spray,0.58901,node-03,True,True
