tick_id,route_id,agent,sound_cue,smell_cue,temperature_cue,rhythm_marker,flower_node,sensory_bound_to_click,sensory_bound_to_body_reaction
814,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,False,True
815,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,False,True
816,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-11,True,True
817,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-1,False,True
818,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-3,True,True
819,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-5,True,True
820,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-1,False,True
821,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-3,True,True
822,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-5,True,True
823,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-7,False,True
824,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-9,True,True
825,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-11,True,True
826,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-7,False,True
827,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-9,True,True
828,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-0,True,True
829,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-2,False,True
830,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-4,True,True
831,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-6,True,True
832,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-2,True,True
833,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-4,True,True
834,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-6,True,True
835,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-8,False,True
836,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-10,True,True
837,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-0,True,True
838,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-8,True,True
839,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-10,False,True
840,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-1,True,True
841,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-3,False,True
842,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-5,True,True
843,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-7,True,True
844,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-3,False,True
845,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-5,True,True
846,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-7,True,True
847,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-9,False,True
848,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,flower-node,node-11,True,True
849,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-1,True,True
850,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-9,False,True
851,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-11,False,True
852,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-3,True,True
853,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-5,False,True
854,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-7,True,True
855,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-3,True,True
856,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,flower-node,node-5,False,True
857,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-7,True,True
858,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-9,True,True
859,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-11,False,True
860,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-1,True,True
861,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-9,True,True
862,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-11,False,True
863,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-1,False,True
864,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-4,True,True
865,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-6,False,True
866,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-8,True,True
867,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-4,True,True
868,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-6,False,True
869,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-8,True,True
870,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-10,True,True
871,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-0,False,True
872,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,flower-node,node-2,True,True
873,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-10,True,True
874,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-0,False,True
875,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-2,False,True
876,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-5,True,True
877,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-7,False,True
878,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-9,True,True
879,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-5,True,True
880,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,flower-node,node-7,False,True
881,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-9,True,True
882,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-11,True,True
883,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,False,True
884,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-3,True,True
885,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-11,True,True
886,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,False,True
887,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-3,False,True
888,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-6,True,True
889,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,False,True
890,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-10,True,True
891,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-6,True,True
892,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,False,True
893,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,True,True
894,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-0,True,True
895,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,False,True
896,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,flower-node,node-4,True,True
897,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-0,True,True
898,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-2,False,True
899,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-4,False,True
900,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-7,True,True
901,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-9,False,True
902,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-11,True,True
903,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-7,True,True
904,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,flower-node,node-9,False,True
905,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-11,True,True
906,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-1,True,True
907,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-3,False,True
908,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-5,True,True
909,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-1,True,True
910,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-3,False,True
911,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-5,False,True
912,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-8,True,True
913,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-10,False,True
914,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-0,True,True
915,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-8,True,True
916,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-10,False,True
917,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-0,True,True
918,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-2,True,True
919,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-4,False,True
920,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,flower-node,node-6,True,True
921,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-2,True,True
922,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-4,False,True
923,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-6,False,True
924,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-9,True,True
925,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-11,False,True
926,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-1,True,True
927,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-9,True,True
928,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,flower-node,node-11,False,True
929,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-1,True,True
930,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-3,True,True
931,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-5,False,True
932,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-7,True,True
933,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-3,True,True
934,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-5,False,True
935,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-7,False,True
936,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-10,True,True
937,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-0,False,True
938,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-2,True,True
939,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-10,True,True
940,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-0,False,True
941,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-2,True,True
942,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-4,True,True
943,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-6,False,True
944,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,flower-node,node-8,True,True
945,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-4,True,True
946,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-6,False,True
947,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-8,False,True
948,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-0,True,True
949,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-2,False,True
950,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-10,True,True
951,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-0,True,True
952,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-2,False,True
953,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-4,True,True
954,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-6,True,True
955,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-8,False,True
956,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-4,True,True
957,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-6,True,True
958,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-8,False,True
959,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-10,False,True
960,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-1,True,True
961,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-3,False,True
962,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-11,True,True
963,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-1,True,True
964,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-3,False,True
965,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-5,True,True
966,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-7,True,True
967,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-9,False,True
968,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,flower-node,node-5,True,True
969,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-7,True,True
970,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-9,False,True
971,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-11,False,True
972,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-2,True,True
973,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
974,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-0,True,True
975,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-2,True,True
976,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-4,False,True
977,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,True,True
978,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-8,True,True
979,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
980,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,True,True
981,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-8,True,True
982,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-10,False,True
983,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-0,False,True
984,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-3,True,True
985,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-5,True,True
986,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-1,True,True
987,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-3,True,True
988,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-5,False,True
989,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-7,True,True
990,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-9,True,True
991,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-11,False,True
992,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,flower-node,node-7,True,True
993,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-9,True,True
994,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-11,False,True
995,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-1,False,True
996,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-4,True,True
997,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-6,False,True
998,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-2,True,True
999,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-4,True,True
1000,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-6,False,True
1001,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-8,True,True
1002,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-10,True,True
1003,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-0,False,True
1004,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-8,True,True
1005,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-10,True,True
1006,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-0,False,True
1007,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,animation-pulse,node-2,True,True
1008,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-5,True,True
1009,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-7,False,True
1010,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-3,True,True
1011,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-5,True,True
1012,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-7,True,True
1013,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-9,True,True
1014,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-11,True,True
1015,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-1,False,True
1016,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,flower-node,node-9,True,True
1017,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-11,True,True
1018,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-1,True,True
1019,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-3,False,True
1020,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-6,True,True
1021,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-8,False,True
1022,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-4,True,True
1023,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-6,True,True
1024,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,flower-node,node-8,False,True
1025,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-10,True,True
1026,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-0,True,True
1027,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-2,False,True
1028,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-10,True,True
1029,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-0,True,True
1030,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-2,False,True
1031,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-4,False,True
1032,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-7,True,True
1033,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-9,False,True
1034,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-5,True,True
1035,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-7,True,True
1036,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-9,False,True
1037,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-11,True,True
1038,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,animation-pulse,node-1,True,True
1039,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,ambient-rate,node-3,False,True
1040,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,animation-pulse,node-11,True,True
1041,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,animation-pulse,node-1,True,True
1042,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,ambient-rate,node-3,False,True
1043,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-5,False,True
1044,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-9,True,True
1045,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-5,False,True
1046,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-7,True,True
1047,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-9,True,True
1048,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-11,False,True
1049,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-1,True,True
1050,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-3,True,True
1051,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-11,False,True
1052,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-1,True,True
1053,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-3,True,True
1054,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-5,False,True
1055,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-7,False,True
1056,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-10,True,True
1057,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-6,False,True
1058,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-8,True,True
1059,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-10,True,True
1060,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-0,False,True
1061,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-2,True,True
1062,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-4,True,True
1063,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-0,False,True
1064,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,flower-node,node-2,True,True
1065,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-4,True,True
1066,signal_orchard,Milo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-6,False,True
1067,orchard_riverbend,Ivo,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-8,False,True
1068,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-11,True,True
1069,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-7,False,True
1070,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-9,True,True
1071,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-11,True,True
1072,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,flower-node,node-1,False,True
1073,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-3,True,True
1074,central_repair_ring,Pax,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-5,True,True
1075,riverbend_roofward,Fay,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-1,False,True
1076,roofward_archive,Nia,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-3,True,True
1077,archive_signal,Milo,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-5,True,True
1078,signal_orchard,Ivo,crickets under static,lamp oil and wet grass,cool dusk,ambient-rate,node-7,False,True
1079,orchard_riverbend,Ari,cart wheels creaking,apple skin and wet soil,damp air,ambient-rate,node-9,False,True
1080,central_repair_ring,Juno,bell hum through walls,hot copper and dust,warm metal,animation-pulse,node-0,True,True
1081,riverbend_roofward,Ari,river slap under planks,cedar resin and rain,cold spray,ambient-rate,node-8,False,True
1082,roofward_archive,Fay,hinges ticking,dry paper and thyme,warm draft,ambient-rate,node-10,True,True
1083,archive_signal,Nia,soft page flutter,"ink, chalk, and dry linen",cool stone,animation-pulse,node-0,True,True
