tick,day,snapshot_key,avatar_room,selected_resident,resident_state_digest,resource_state_digest,replay_event_count,snapshot_size_bytes,restored_ok,storage_keys_present
4774,266,ssrm:v59:audit:snapshot:d266:t04774,arrival court,Sera,"{""debt"": 0.483, ""memory"": ""sera:repair_promise:audit:d266:s04"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5706}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,241,True,True
4775,266,ssrm:v59:audit:snapshot:d266:t04775,tool alcove,Tovan,"{""debt"": 0.4776, ""memory"": ""tovan:care_favor:audit:d266:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.7157}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,250,True,True
4776,266,ssrm:v59:audit:snapshot:d266:t04776,rain court,Nia,"{""debt"": 0.458, ""memory"": ""nia:tool_loan:audit:d266:s06"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.638}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,238,True,True
4777,266,ssrm:v59:audit:snapshot:d266:t04777,fiber loft,Ari,"{""debt"": 0.4941, ""memory"": ""ari:repair_promise:audit:d266:s07"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.375}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,247,True,True
4778,266,ssrm:v59:audit:snapshot:d266:t04778,west hearth,Fay,"{""debt"": 0.4461, ""memory"": ""fay:care_favor:audit:d266:s08"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.2992}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,244,True,True
4779,266,ssrm:v59:audit:snapshot:d266:t04779,river gate,Milo,"{""debt"": 0.4818, ""memory"": ""milo:tool_loan:audit:d266:s09"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3544}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,237,True,True
4780,266,ssrm:v59:audit:snapshot:d266:t04780,arrival court,Sera,"{""debt"": 0.4474, ""memory"": ""sera:repair_promise:audit:d266:s10"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.5692}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,242,True,True
4781,266,ssrm:v59:audit:snapshot:d266:t04781,tool alcove,Tovan,"{""debt"": 0.4268, ""memory"": ""tovan:care_favor:audit:d266:s11"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.7025}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,240,True,True
4782,266,ssrm:v59:audit:snapshot:d266:t04782,rain court,Nia,"{""debt"": 0.434, ""memory"": ""nia:tool_loan:audit:d266:s12"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6275}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,244,True,True
4783,266,ssrm:v59:audit:snapshot:d266:t04783,fiber loft,Ari,"{""debt"": 0.427, ""memory"": ""ari:repair_promise:audit:d266:s13"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.4081}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,244,True,True
4784,266,ssrm:v59:audit:snapshot:d266:t04784,west hearth,Fay,"{""debt"": 0.4059, ""memory"": ""fay:care_favor:audit:d266:s14"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3004}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,241,True,True
4785,266,ssrm:v59:audit:snapshot:d266:t04785,river gate,Milo,"{""debt"": 0.4407, ""memory"": ""milo:tool_loan:audit:d266:s15"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.3537}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,246,True,True
4786,266,ssrm:v59:audit:snapshot:d266:t04786,arrival court,Sera,"{""debt"": 0.3913, ""memory"": ""sera:repair_promise:audit:d266:s16"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.5887}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,251,True,True
4787,266,ssrm:v59:audit:snapshot:d266:t04787,tool alcove,Tovan,"{""debt"": 0.4258, ""memory"": ""tovan:care_favor:audit:d266:s17"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6751}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,240,True,True
4788,267,ssrm:v59:audit:snapshot:d267:t04788,fiber loft,Nia,"{""debt"": 0.3762, ""memory"": ""nia:tool_loan:audit:d267:s00"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6435}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,245,True,True
4789,267,ssrm:v59:audit:snapshot:d267:t04789,west hearth,Ari,"{""debt"": 0.3825, ""memory"": ""ari:repair_promise:audit:d267:s01"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.3812}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,245,True,True
4790,267,ssrm:v59:audit:snapshot:d267:t04790,river gate,Fay,"{""debt"": 0.3747, ""memory"": ""fay:care_favor:audit:d267:s02"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3194}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,241,True,True
4791,267,ssrm:v59:audit:snapshot:d267:t04791,arrival court,Milo,"{""debt"": 0.3528, ""memory"": ""milo:tool_loan:audit:d267:s03"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3998}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,245,True,True
4792,267,ssrm:v59:audit:snapshot:d267:t04792,tool alcove,Sera,"{""debt"": 0.3868, ""memory"": ""sera:repair_promise:audit:d267:s04"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.5576}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,242,True,True
4793,267,ssrm:v59:audit:snapshot:d267:t04793,rain court,Tovan,"{""debt"": 0.3368, ""memory"": ""tovan:care_favor:audit:d267:s05"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.7006}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,240,True,True
4794,267,ssrm:v59:audit:snapshot:d267:t04794,fiber loft,Nia,"{""debt"": 0.3708, ""memory"": ""nia:tool_loan:audit:d267:s06"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6097}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,245,True,True
4795,267,ssrm:v59:audit:snapshot:d267:t04795,west hearth,Ari,"{""debt"": 0.3347, ""memory"": ""ari:repair_promise:audit:d267:s07"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3818}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,250,True,True
4796,267,ssrm:v59:audit:snapshot:d267:t04796,river gate,Fay,"{""debt"": 0.3126, ""memory"": ""fay:care_favor:audit:d267:s08"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.3215}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,241,True,True
4797,267,ssrm:v59:audit:snapshot:d267:t04797,arrival court,Milo,"{""debt"": 0.3184, ""memory"": ""milo:tool_loan:audit:d267:s09"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.378}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,241,True,True
4798,267,ssrm:v59:audit:snapshot:d267:t04798,tool alcove,Sera,"{""debt"": 0.3103, ""memory"": ""sera:repair_promise:audit:d267:s10"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5865}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,250,True,True
4799,267,ssrm:v59:audit:snapshot:d267:t04799,rain court,Tovan,"{""debt"": 0.2881, ""memory"": ""tovan:care_favor:audit:d267:s11"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6995}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,249,True,True
4800,267,ssrm:v59:audit:snapshot:d267:t04800,fiber loft,Nia,"{""debt"": 0.322, ""memory"": ""nia:tool_loan:audit:d267:s12"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.5947}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,234,True,True
4801,267,ssrm:v59:audit:snapshot:d267:t04801,west hearth,Ari,"{""debt"": 0.272, ""memory"": ""ari:repair_promise:audit:d267:s13"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4114}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,239,True,True
4802,267,ssrm:v59:audit:snapshot:d267:t04802,river gate,Fay,"{""debt"": 0.3059, ""memory"": ""fay:care_favor:audit:d267:s14"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.2866}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,241,True,True
4803,267,ssrm:v59:audit:snapshot:d267:t04803,arrival court,Milo,"{""debt"": 0.2699, ""memory"": ""milo:tool_loan:audit:d267:s15"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3987}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,242,True,True
4804,267,ssrm:v59:audit:snapshot:d267:t04804,tool alcove,Sera,"{""debt"": 0.248, ""memory"": ""sera:repair_promise:audit:d267:s16"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5903}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,246,True,True
4805,267,ssrm:v59:audit:snapshot:d267:t04805,rain court,Tovan,"{""debt"": 0.2541, ""memory"": ""tovan:care_favor:audit:d267:s17"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6995}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,248,True,True
4806,268,ssrm:v59:audit:snapshot:d268:t04806,west hearth,Nia,"{""debt"": 0.2324, ""memory"": ""nia:tool_loan:audit:d268:s00"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.621}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,234,True,True
4807,268,ssrm:v59:audit:snapshot:d268:t04807,river gate,Ari,"{""debt"": 0.2667, ""memory"": ""ari:repair_promise:audit:d268:s01"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3514}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,250,True,True
4808,268,ssrm:v59:audit:snapshot:d268:t04808,arrival court,Fay,"{""debt"": 0.2171, ""memory"": ""fay:care_favor:audit:d268:s02"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.3043}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,246,True,True
4809,268,ssrm:v59:audit:snapshot:d268:t04809,tool alcove,Milo,"{""debt"": 0.2517, ""memory"": ""milo:tool_loan:audit:d268:s03"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3783}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,242,True,True
4810,268,ssrm:v59:audit:snapshot:d268:t04810,rain court,Sera,"{""debt"": 0.2164, ""memory"": ""sera:repair_promise:audit:d268:s04"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.6004}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,247,True,True
4811,268,ssrm:v59:audit:snapshot:d268:t04811,fiber loft,Tovan,"{""debt"": 0.1952, ""memory"": ""tovan:care_favor:audit:d268:s05"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.7136}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,248,True,True
4812,268,ssrm:v59:audit:snapshot:d268:t04812,west hearth,Nia,"{""debt"": 0.2021, ""memory"": ""nia:tool_loan:audit:d268:s06"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6115}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,244,True,True
4813,268,ssrm:v59:audit:snapshot:d268:t04813,river gate,Ari,"{""debt"": 0.1952, ""memory"": ""ari:repair_promise:audit:d268:s07"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.3809}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,240,True,True
4814,268,ssrm:v59:audit:snapshot:d268:t04814,arrival court,Fay,"{""debt"": 0.1745, ""memory"": ""fay:care_favor:audit:d268:s08"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.308}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,235,True,True
4815,268,ssrm:v59:audit:snapshot:d268:t04815,tool alcove,Milo,"{""debt"": 0.21, ""memory"": ""milo:tool_loan:audit:d268:s09"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3719}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,240,True,True
4816,268,ssrm:v59:audit:snapshot:d268:t04816,rain court,Sera,"{""debt"": 0.1616, ""memory"": ""sera:repair_promise:audit:d268:s10"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.6057}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,247,True,True
4817,268,ssrm:v59:audit:snapshot:d268:t04817,fiber loft,Tovan,"{""debt"": 0.1975, ""memory"": ""tovan:care_favor:audit:d268:s11"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6738}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,248,True,True
4818,268,ssrm:v59:audit:snapshot:d268:t04818,west hearth,Nia,"{""debt"": 0.1635, ""memory"": ""nia:tool_loan:audit:d268:s12"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6109}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,243,True,True
4819,268,ssrm:v59:audit:snapshot:d268:t04819,river gate,Ari,"{""debt"": 0.1437, ""memory"": ""ari:repair_promise:audit:d268:s13"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.383}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,248,True,True
4820,268,ssrm:v59:audit:snapshot:d268:t04820,arrival court,Fay,"{""debt"": 0.1522, ""memory"": ""fay:care_favor:audit:d268:s14"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.2858}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,236,True,True
4821,268,ssrm:v59:audit:snapshot:d268:t04821,tool alcove,Milo,"{""debt"": 0.1469, ""memory"": ""milo:tool_loan:audit:d268:s15"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4037}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,237,True,True
4822,268,ssrm:v59:audit:snapshot:d268:t04822,rain court,Sera,"{""debt"": 0.1278, ""memory"": ""sera:repair_promise:audit:d268:s16"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.6154}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,252,True,True
4823,268,ssrm:v59:audit:snapshot:d268:t04823,fiber loft,Tovan,"{""debt"": 0.1649, ""memory"": ""tovan:care_favor:audit:d268:s17"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6831}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,245,True,True
4824,269,ssrm:v59:audit:snapshot:d269:t04824,river gate,Nia,"{""debt"": 0.1603, ""memory"": ""nia:tool_loan:audit:d269:s00"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.5921}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,244,True,True
4825,269,ssrm:v59:audit:snapshot:d269:t04825,arrival court,Ari,"{""debt"": 0.128, ""memory"": ""ari:repair_promise:audit:d269:s01"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.3716}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,248,True,True
4826,269,ssrm:v59:audit:snapshot:d269:t04826,tool alcove,Fay,"{""debt"": 0.1099, ""memory"": ""fay:care_favor:audit:d269:s02"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3022}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,236,True,True
4827,269,ssrm:v59:audit:snapshot:d269:t04827,rain court,Milo,"{""debt"": 0.12, ""memory"": ""milo:tool_loan:audit:d269:s03"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.4152}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,235,True,True
4828,269,ssrm:v59:audit:snapshot:d269:t04828,fiber loft,Sera,"{""debt"": 0.1165, ""memory"": ""sera:repair_promise:audit:d269:s04"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.6096}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,252,True,True
4829,269,ssrm:v59:audit:snapshot:d269:t04829,west hearth,Tovan,"{""debt"": 0.0992, ""memory"": ""tovan:care_favor:audit:d269:s05"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.7085}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,245,True,True
4830,269,ssrm:v59:audit:snapshot:d269:t04830,river gate,Nia,"{""debt"": 0.1382, ""memory"": ""nia:tool_loan:audit:d269:s06"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.5941}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,243,True,True
4831,269,ssrm:v59:audit:snapshot:d269:t04831,arrival court,Ari,"{""debt"": 0.0934, ""memory"": ""ari:repair_promise:audit:d269:s07"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.3752}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,248,True,True
4832,269,ssrm:v59:audit:snapshot:d269:t04832,tool alcove,Fay,"{""debt"": 0.133, ""memory"": ""fay:care_favor:audit:d269:s08"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.2839}","{""care"": 17, ""fiber"": 27, ""herb"": 14, ""tool time"": 20, ""water"": 24, ""wood"": 11}",160,235,True,True
4833,269,ssrm:v59:audit:snapshot:d269:t04833,rain court,Milo,"{""debt"": 0.1028, ""memory"": ""milo:tool_loan:audit:d269:s09"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.4096}","{""care"": 18, ""fiber"": 28, ""herb"": 15, ""tool time"": 21, ""water"": 25, ""wood"": 12}",160,237,True,True
4834,269,ssrm:v59:audit:snapshot:d269:t04834,fiber loft,Sera,"{""debt"": 0.087, ""memory"": ""sera:repair_promise:audit:d269:s10"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.6142}","{""care"": 19, ""fiber"": 10, ""herb"": 16, ""tool time"": 22, ""water"": 26, ""wood"": 13}",160,241,True,True
4835,269,ssrm:v59:audit:snapshot:d269:t04835,west hearth,Tovan,"{""debt"": 0.0994, ""memory"": ""tovan:care_favor:audit:d269:s11"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6922}","{""care"": 20, ""fiber"": 11, ""herb"": 17, ""tool time"": 23, ""water"": 27, ""wood"": 14}",160,250,True,True
4836,269,ssrm:v59:audit:snapshot:d269:t04836,river gate,Nia,"{""debt"": 0.0981, ""memory"": ""nia:tool_loan:audit:d269:s12"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6192}","{""care"": 21, ""fiber"": 12, ""herb"": 18, ""tool time"": 24, ""water"": 28, ""wood"": 15}",160,240,True,True
4837,269,ssrm:v59:audit:snapshot:d269:t04837,arrival court,Ari,"{""debt"": 0.0831, ""memory"": ""ari:repair_promise:audit:d269:s13"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3765}","{""care"": 22, ""fiber"": 13, ""herb"": 19, ""tool time"": 25, ""water"": 10, ""wood"": 16}",160,245,True,True
4838,269,ssrm:v59:audit:snapshot:d269:t04838,tool alcove,Fay,"{""debt"": 0.1245, ""memory"": ""fay:care_favor:audit:d269:s14"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.2802}","{""care"": 23, ""fiber"": 14, ""herb"": 20, ""tool time"": 26, ""water"": 11, ""wood"": 17}",160,245,True,True
4839,269,ssrm:v59:audit:snapshot:d269:t04839,rain court,Milo,"{""debt"": 0.0821, ""memory"": ""milo:tool_loan:audit:d269:s15"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.4153}","{""care"": 24, ""fiber"": 15, ""herb"": 21, ""tool time"": 27, ""water"": 12, ""wood"": 18}",160,246,True,True
4840,269,ssrm:v59:audit:snapshot:d269:t04840,fiber loft,Sera,"{""debt"": 0.124, ""memory"": ""sera:repair_promise:audit:d269:s16"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5912}","{""care"": 25, ""fiber"": 16, ""herb"": 22, ""tool time"": 28, ""water"": 13, ""wood"": 19}",160,241,True,True
4841,269,ssrm:v59:audit:snapshot:d269:t04841,west hearth,Tovan,"{""debt"": 0.0962, ""memory"": ""tovan:care_favor:audit:d269:s17"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.7046}","{""care"": 26, ""fiber"": 17, ""herb"": 23, ""tool time"": 10, ""water"": 14, ""wood"": 20}",160,240,True,True
4842,270,ssrm:v59:audit:snapshot:d270:t04842,arrival court,Nia,"{""debt"": 0.0968, ""memory"": ""nia:tool_loan:audit:d270:s00"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6005}","{""care"": 27, ""fiber"": 18, ""herb"": 24, ""tool time"": 11, ""water"": 15, ""wood"": 21}",160,240,True,True
4843,270,ssrm:v59:audit:snapshot:d270:t04843,tool alcove,Ari,"{""debt"": 0.0976, ""memory"": ""ari:repair_promise:audit:d270:s01"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.3783}","{""care"": 28, ""fiber"": 19, ""herb"": 25, ""tool time"": 12, ""water"": 16, ""wood"": 22}",160,245,True,True
4844,270,ssrm:v59:audit:snapshot:d270:t04844,rain court,Fay,"{""debt"": 0.0847, ""memory"": ""fay:care_favor:audit:d270:s02"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3163}","{""care"": 10, ""fiber"": 20, ""herb"": 26, ""tool time"": 13, ""water"": 17, ""wood"": 23}",160,244,True,True
4845,270,ssrm:v59:audit:snapshot:d270:t04845,fiber loft,Milo,"{""debt"": 0.1281, ""memory"": ""milo:tool_loan:audit:d270:s03"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3942}","{""care"": 11, ""fiber"": 21, ""herb"": 27, ""tool time"": 14, ""water"": 18, ""wood"": 24}",160,237,True,True
4846,270,ssrm:v59:audit:snapshot:d270:t04846,west hearth,Sera,"{""debt"": 0.0879, ""memory"": ""sera:repair_promise:audit:d270:s04"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.6287}","{""care"": 12, ""fiber"": 22, ""herb"": 28, ""tool time"": 15, ""water"": 19, ""wood"": 25}",160,242,True,True
4847,270,ssrm:v59:audit:snapshot:d270:t04847,river gate,Tovan,"{""debt"": 0.1319, ""memory"": ""tovan:care_favor:audit:d270:s05"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6693}","{""care"": 13, ""fiber"": 23, ""herb"": 10, ""tool time"": 16, ""water"": 20, ""wood"": 26}",160,250,True,True
4848,270,ssrm:v59:audit:snapshot:d270:t04848,arrival court,Nia,"{""debt"": 0.1062, ""memory"": ""nia:tool_loan:audit:d270:s06"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.5895}","{""care"": 14, ""fiber"": 24, ""herb"": 11, ""tool time"": 17, ""water"": 21, ""wood"": 27}",160,245,True,True
4849,270,ssrm:v59:audit:snapshot:d270:t04849,tool alcove,Ari,"{""debt"": 0.0948, ""memory"": ""ari:repair_promise:audit:d270:s07"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.3677}","{""care"": 15, ""fiber"": 25, ""herb"": 12, ""tool time"": 18, ""water"": 22, ""wood"": 28}",160,245,True,True
4850,270,ssrm:v59:audit:snapshot:d270:t04850,rain court,Fay,"{""debt"": 0.1116, ""memory"": ""fay:care_favor:audit:d270:s08"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.2927}","{""care"": 16, ""fiber"": 26, ""herb"": 13, ""tool time"": 19, ""water"": 23, ""wood"": 10}",160,241,True,True
