tick,day,active_panel,control_group,keyboard_hint,mobile_layout_supported,visible_feedback_panel,debug_toggle_available,replay_export_available,no_private_workspace_leak
3922,218,memory,offscreen,S,True,True,True,True,True
3923,218,consequence,audit,A,True,True,True,True,True
3924,219,replay,offscreen,E,True,True,True,True,True
3925,219,scene,audit,WASD,True,True,True,True,True
3926,219,resident,conversation,Tab,True,True,True,True,True
3927,219,schedule,debt,Enter,True,True,True,True,True
3928,219,debt,save,R,True,True,True,True,True
3929,219,memory,movement,S,True,True,True,True,True
3930,219,consequence,schedule,A,True,True,True,True,True
3931,219,audit,offscreen,E,True,True,True,True,True
3932,219,replay,audit,WASD,True,True,True,True,True
3933,219,scene,conversation,Tab,True,True,True,True,True
3934,219,resident,debt,Enter,True,True,True,True,True
3935,219,schedule,save,R,True,True,True,True,True
3936,219,debt,movement,S,True,True,True,True,True
3937,219,memory,schedule,A,True,True,True,True,True
3938,219,consequence,offscreen,E,True,True,True,True,True
3939,219,audit,audit,WASD,True,True,True,True,True
3940,219,replay,conversation,Tab,True,True,True,True,True
3941,219,scene,debt,Enter,True,True,True,True,True
3942,220,schedule,conversation,R,True,True,True,True,True
3943,220,debt,debt,S,True,True,True,True,True
3944,220,memory,save,A,True,True,True,True,True
3945,220,consequence,movement,E,True,True,True,True,True
3946,220,audit,schedule,WASD,True,True,True,True,True
3947,220,replay,offscreen,Tab,True,True,True,True,True
3948,220,scene,audit,Enter,True,True,True,True,True
3949,220,resident,conversation,R,True,True,True,True,True
3950,220,schedule,debt,S,True,True,True,True,True
3951,220,debt,save,A,True,True,True,True,True
3952,220,memory,movement,E,True,True,True,True,True
3953,220,consequence,schedule,WASD,True,True,True,True,True
3954,220,audit,offscreen,Tab,True,True,True,True,True
3955,220,replay,audit,Enter,True,True,True,True,True
3956,220,scene,conversation,R,True,True,True,True,True
3957,220,resident,debt,S,True,True,True,True,True
3958,220,schedule,save,A,True,True,True,True,True
3959,220,debt,movement,E,True,True,True,True,True
3960,221,consequence,save,WASD,True,True,True,True,True
3961,221,audit,movement,Tab,True,True,True,True,True
3962,221,replay,schedule,Enter,True,True,True,True,True
3963,221,scene,offscreen,R,True,True,True,True,True
3964,221,resident,audit,S,True,True,True,True,True
3965,221,schedule,conversation,A,True,True,True,True,True
3966,221,debt,debt,E,True,True,True,True,True
3967,221,memory,save,WASD,True,True,True,True,True
3968,221,consequence,movement,Tab,True,True,True,True,True
3969,221,audit,schedule,Enter,True,True,True,True,True
3970,221,replay,offscreen,R,True,True,True,True,True
3971,221,scene,audit,S,True,True,True,True,True
3972,221,resident,conversation,A,True,True,True,True,True
3973,221,schedule,debt,E,True,True,True,True,True
3974,221,debt,save,WASD,True,True,True,True,True
3975,221,memory,movement,Tab,True,True,True,True,True
3976,221,consequence,schedule,Enter,True,True,True,True,True
3977,221,audit,offscreen,R,True,True,True,True,True
3978,222,scene,schedule,S,True,True,True,True,True
3979,222,resident,offscreen,A,True,True,True,True,True
3980,222,schedule,audit,E,True,True,True,True,True
3981,222,debt,conversation,WASD,True,True,True,True,True
3982,222,memory,debt,Tab,True,True,True,True,True
3983,222,consequence,save,Enter,True,True,True,True,True
3984,222,audit,movement,R,True,True,True,True,True
3985,222,replay,schedule,S,True,True,True,True,True
3986,222,scene,offscreen,A,True,True,True,True,True
3987,222,resident,audit,E,True,True,True,True,True
3988,222,schedule,conversation,WASD,True,True,True,True,True
3989,222,debt,debt,Tab,True,True,True,True,True
3990,222,memory,save,Enter,True,True,True,True,True
3991,222,consequence,movement,R,True,True,True,True,True
3992,222,audit,schedule,S,True,True,True,True,True
3993,222,replay,offscreen,A,True,True,True,True,True
3994,222,scene,audit,E,True,True,True,True,True
3995,222,resident,conversation,WASD,True,True,True,True,True
3996,223,debt,audit,Tab,True,True,True,True,True
3997,223,memory,conversation,Enter,True,True,True,True,True
3998,223,consequence,debt,R,True,True,True,True,True
3999,223,audit,save,S,True,True,True,True,True
4000,223,replay,movement,A,True,True,True,True,True
4001,223,scene,schedule,E,True,True,True,True,True
4002,223,resident,offscreen,WASD,True,True,True,True,True
4003,223,schedule,audit,Tab,True,True,True,True,True
4004,223,debt,conversation,Enter,True,True,True,True,True
4005,223,memory,debt,R,True,True,True,True,True
4006,223,consequence,save,S,True,True,True,True,True
4007,223,audit,movement,A,True,True,True,True,True
4008,223,replay,schedule,E,True,True,True,True,True
4009,223,scene,offscreen,WASD,True,True,True,True,True
4010,223,resident,audit,Tab,True,True,True,True,True
4011,223,schedule,conversation,Enter,True,True,True,True,True
4012,223,debt,debt,R,True,True,True,True,True
4013,223,memory,save,S,True,True,True,True,True
4014,224,audit,debt,A,True,True,True,True,True
4015,224,replay,save,E,True,True,True,True,True
4016,224,scene,movement,WASD,True,True,True,True,True
4017,224,resident,schedule,Tab,True,True,True,True,True
4018,224,schedule,offscreen,Enter,True,True,True,True,True
4019,224,debt,audit,R,True,True,True,True,True
4020,224,memory,conversation,S,True,True,True,True,True
4021,224,consequence,debt,A,True,True,True,True,True
4022,224,audit,save,E,True,True,True,True,True
4023,224,replay,movement,WASD,True,True,True,True,True
4024,224,scene,schedule,Tab,True,True,True,True,True
4025,224,resident,offscreen,Enter,True,True,True,True,True
4026,224,schedule,audit,R,True,True,True,True,True
4027,224,debt,conversation,S,True,True,True,True,True
4028,224,memory,debt,A,True,True,True,True,True
4029,224,consequence,save,E,True,True,True,True,True
4030,224,audit,movement,WASD,True,True,True,True,True
4031,224,replay,schedule,Tab,True,True,True,True,True
4032,225,resident,movement,Enter,True,True,True,True,True
4033,225,schedule,schedule,R,True,True,True,True,True
4034,225,debt,offscreen,S,True,True,True,True,True
4035,225,memory,audit,A,True,True,True,True,True
4036,225,consequence,conversation,E,True,True,True,True,True
4037,225,audit,debt,WASD,True,True,True,True,True
4038,225,replay,save,Tab,True,True,True,True,True
4039,225,scene,movement,Enter,True,True,True,True,True
4040,225,resident,schedule,R,True,True,True,True,True
4041,225,schedule,offscreen,S,True,True,True,True,True
4042,225,debt,audit,A,True,True,True,True,True
4043,225,memory,conversation,E,True,True,True,True,True
4044,225,consequence,debt,WASD,True,True,True,True,True
4045,225,audit,save,Tab,True,True,True,True,True
4046,225,replay,movement,Enter,True,True,True,True,True
4047,225,scene,schedule,R,True,True,True,True,True
4048,225,resident,offscreen,S,True,True,True,True,True
4049,225,schedule,audit,A,True,True,True,True,True
4050,226,memory,offscreen,E,True,True,True,True,True
4051,226,consequence,audit,WASD,True,True,True,True,True
4052,226,audit,conversation,Tab,True,True,True,True,True
4053,226,replay,debt,Enter,True,True,True,True,True
4054,226,scene,save,R,True,True,True,True,True
4055,226,resident,movement,S,True,True,True,True,True
4056,226,schedule,schedule,A,True,True,True,True,True
4057,226,debt,offscreen,E,True,True,True,True,True
4058,226,memory,audit,WASD,True,True,True,True,True
4059,226,consequence,conversation,Tab,True,True,True,True,True
4060,226,audit,debt,Enter,True,True,True,True,True
4061,226,replay,save,R,True,True,True,True,True
4062,226,scene,movement,S,True,True,True,True,True
4063,226,resident,schedule,A,True,True,True,True,True
4064,226,schedule,offscreen,E,True,True,True,True,True
4065,226,debt,audit,WASD,True,True,True,True,True
4066,226,memory,conversation,Tab,True,True,True,True,True
4067,226,consequence,debt,Enter,True,True,True,True,True
4068,227,replay,conversation,R,True,True,True,True,True
4069,227,scene,debt,S,True,True,True,True,True
4070,227,resident,save,A,True,True,True,True,True
4071,227,schedule,movement,E,True,True,True,True,True
4072,227,debt,schedule,WASD,True,True,True,True,True
4073,227,memory,offscreen,Tab,True,True,True,True,True
4074,227,consequence,audit,Enter,True,True,True,True,True
4075,227,audit,conversation,R,True,True,True,True,True
4076,227,replay,debt,S,True,True,True,True,True
4077,227,scene,save,A,True,True,True,True,True
4078,227,resident,movement,E,True,True,True,True,True
4079,227,schedule,schedule,WASD,True,True,True,True,True
4080,227,debt,offscreen,Tab,True,True,True,True,True
4081,227,memory,audit,Enter,True,True,True,True,True
4082,227,consequence,conversation,R,True,True,True,True,True
4083,227,audit,debt,S,True,True,True,True,True
4084,227,replay,save,A,True,True,True,True,True
4085,227,scene,movement,E,True,True,True,True,True
4086,228,schedule,save,WASD,True,True,True,True,True
4087,228,debt,movement,Tab,True,True,True,True,True
4088,228,memory,schedule,Enter,True,True,True,True,True
4089,228,consequence,offscreen,R,True,True,True,True,True
4090,228,audit,audit,S,True,True,True,True,True
4091,228,replay,conversation,A,True,True,True,True,True
4092,228,scene,debt,E,True,True,True,True,True
4093,228,resident,save,WASD,True,True,True,True,True
4094,228,schedule,movement,Tab,True,True,True,True,True
4095,228,debt,schedule,Enter,True,True,True,True,True
4096,228,memory,offscreen,R,True,True,True,True,True
4097,228,consequence,audit,S,True,True,True,True,True
4098,228,audit,conversation,A,True,True,True,True,True
4099,228,replay,debt,E,True,True,True,True,True
4100,228,scene,save,WASD,True,True,True,True,True
4101,228,resident,movement,Tab,True,True,True,True,True
4102,228,schedule,schedule,Enter,True,True,True,True,True
4103,228,debt,offscreen,R,True,True,True,True,True
4104,229,consequence,schedule,S,True,True,True,True,True
4105,229,audit,offscreen,A,True,True,True,True,True
4106,229,replay,audit,E,True,True,True,True,True
4107,229,scene,conversation,WASD,True,True,True,True,True
4108,229,resident,debt,Tab,True,True,True,True,True
4109,229,schedule,save,Enter,True,True,True,True,True
4110,229,debt,movement,R,True,True,True,True,True
4111,229,memory,schedule,S,True,True,True,True,True
4112,229,consequence,offscreen,A,True,True,True,True,True
4113,229,audit,audit,E,True,True,True,True,True
4114,229,replay,conversation,WASD,True,True,True,True,True
4115,229,scene,debt,Tab,True,True,True,True,True
4116,229,resident,save,Enter,True,True,True,True,True
4117,229,schedule,movement,R,True,True,True,True,True
4118,229,debt,schedule,S,True,True,True,True,True
4119,229,memory,offscreen,A,True,True,True,True,True
4120,229,consequence,audit,E,True,True,True,True,True
4121,229,audit,conversation,WASD,True,True,True,True,True
4122,230,scene,audit,Tab,True,True,True,True,True
4123,230,resident,conversation,Enter,True,True,True,True,True
4124,230,schedule,debt,R,True,True,True,True,True
4125,230,debt,save,S,True,True,True,True,True
4126,230,memory,movement,A,True,True,True,True,True
4127,230,consequence,schedule,E,True,True,True,True,True
4128,230,audit,offscreen,WASD,True,True,True,True,True
4129,230,replay,audit,Tab,True,True,True,True,True
4130,230,scene,conversation,Enter,True,True,True,True,True
4131,230,resident,debt,R,True,True,True,True,True
4132,230,schedule,save,S,True,True,True,True,True
4133,230,debt,movement,A,True,True,True,True,True
4134,230,memory,schedule,E,True,True,True,True,True
4135,230,consequence,offscreen,WASD,True,True,True,True,True
4136,230,audit,audit,Tab,True,True,True,True,True
4137,230,replay,conversation,Enter,True,True,True,True,True
4138,230,scene,debt,R,True,True,True,True,True
4139,230,resident,save,S,True,True,True,True,True
4140,231,debt,debt,A,True,True,True,True,True
4141,231,memory,save,E,True,True,True,True,True
4142,231,consequence,movement,WASD,True,True,True,True,True
4143,231,audit,schedule,Tab,True,True,True,True,True
4144,231,replay,offscreen,Enter,True,True,True,True,True
4145,231,scene,audit,R,True,True,True,True,True
4146,231,resident,conversation,S,True,True,True,True,True
4147,231,schedule,debt,A,True,True,True,True,True
4148,231,debt,save,E,True,True,True,True,True
4149,231,memory,movement,WASD,True,True,True,True,True
4150,231,consequence,schedule,Tab,True,True,True,True,True
4151,231,audit,offscreen,Enter,True,True,True,True,True
4152,231,replay,audit,R,True,True,True,True,True
4153,231,scene,conversation,S,True,True,True,True,True
4154,231,resident,debt,A,True,True,True,True,True
4155,231,schedule,save,E,True,True,True,True,True
4156,231,debt,movement,WASD,True,True,True,True,True
4157,231,memory,schedule,Tab,True,True,True,True,True
4158,232,audit,movement,Enter,True,True,True,True,True
4159,232,replay,schedule,R,True,True,True,True,True
4160,232,scene,offscreen,S,True,True,True,True,True
4161,232,resident,audit,A,True,True,True,True,True
4162,232,schedule,conversation,E,True,True,True,True,True
4163,232,debt,debt,WASD,True,True,True,True,True
4164,232,memory,save,Tab,True,True,True,True,True
4165,232,consequence,movement,Enter,True,True,True,True,True
4166,232,audit,schedule,R,True,True,True,True,True
4167,232,replay,offscreen,S,True,True,True,True,True
4168,232,scene,audit,A,True,True,True,True,True
4169,232,resident,conversation,E,True,True,True,True,True
4170,232,schedule,debt,WASD,True,True,True,True,True
4171,232,debt,save,Tab,True,True,True,True,True
4172,232,memory,movement,Enter,True,True,True,True,True
4173,232,consequence,schedule,R,True,True,True,True,True
4174,232,audit,offscreen,S,True,True,True,True,True
4175,232,replay,audit,A,True,True,True,True,True
4176,233,resident,offscreen,E,True,True,True,True,True
4177,233,schedule,audit,WASD,True,True,True,True,True
4178,233,debt,conversation,Tab,True,True,True,True,True
4179,233,memory,debt,Enter,True,True,True,True,True
4180,233,consequence,save,R,True,True,True,True,True
4181,233,audit,movement,S,True,True,True,True,True
4182,233,replay,schedule,A,True,True,True,True,True
4183,233,scene,offscreen,E,True,True,True,True,True
4184,233,resident,audit,WASD,True,True,True,True,True
4185,233,schedule,conversation,Tab,True,True,True,True,True
4186,233,debt,debt,Enter,True,True,True,True,True
4187,233,memory,save,R,True,True,True,True,True
4188,233,consequence,movement,S,True,True,True,True,True
4189,233,audit,schedule,A,True,True,True,True,True
4190,233,replay,offscreen,E,True,True,True,True,True
4191,233,scene,audit,WASD,True,True,True,True,True
4192,233,resident,conversation,Tab,True,True,True,True,True
4193,233,schedule,debt,Enter,True,True,True,True,True
4194,234,memory,conversation,R,True,True,True,True,True
4195,234,consequence,debt,S,True,True,True,True,True
4196,234,audit,save,A,True,True,True,True,True
4197,234,replay,movement,E,True,True,True,True,True
4198,234,scene,schedule,WASD,True,True,True,True,True
4199,234,resident,offscreen,Tab,True,True,True,True,True
4200,234,schedule,audit,Enter,True,True,True,True,True
4201,234,debt,conversation,R,True,True,True,True,True
4202,234,memory,debt,S,True,True,True,True,True
4203,234,consequence,save,A,True,True,True,True,True
4204,234,audit,movement,E,True,True,True,True,True
4205,234,replay,schedule,WASD,True,True,True,True,True
4206,234,scene,offscreen,Tab,True,True,True,True,True
4207,234,resident,audit,Enter,True,True,True,True,True
4208,234,schedule,conversation,R,True,True,True,True,True
4209,234,debt,debt,S,True,True,True,True,True
4210,234,memory,save,A,True,True,True,True,True
4211,234,consequence,movement,E,True,True,True,True,True
4212,235,replay,save,WASD,True,True,True,True,True
4213,235,scene,movement,Tab,True,True,True,True,True
4214,235,resident,schedule,Enter,True,True,True,True,True
4215,235,schedule,offscreen,R,True,True,True,True,True
4216,235,debt,audit,S,True,True,True,True,True
4217,235,memory,conversation,A,True,True,True,True,True
4218,235,consequence,debt,E,True,True,True,True,True
4219,235,audit,save,WASD,True,True,True,True,True
4220,235,replay,movement,Tab,True,True,True,True,True
4221,235,scene,schedule,Enter,True,True,True,True,True
4222,235,resident,offscreen,R,True,True,True,True,True
4223,235,schedule,audit,S,True,True,True,True,True
4224,235,debt,conversation,A,True,True,True,True,True
4225,235,memory,debt,E,True,True,True,True,True
4226,235,consequence,save,WASD,True,True,True,True,True
4227,235,audit,movement,Tab,True,True,True,True,True
4228,235,replay,schedule,Enter,True,True,True,True,True
4229,235,scene,offscreen,R,True,True,True,True,True
4230,236,schedule,schedule,S,True,True,True,True,True
4231,236,debt,offscreen,A,True,True,True,True,True
4232,236,memory,audit,E,True,True,True,True,True
4233,236,consequence,conversation,WASD,True,True,True,True,True
4234,236,audit,debt,Tab,True,True,True,True,True
4235,236,replay,save,Enter,True,True,True,True,True
4236,236,scene,movement,R,True,True,True,True,True
4237,236,resident,schedule,S,True,True,True,True,True
4238,236,schedule,offscreen,A,True,True,True,True,True
4239,236,debt,audit,E,True,True,True,True,True
4240,236,memory,conversation,WASD,True,True,True,True,True
4241,236,consequence,debt,Tab,True,True,True,True,True
4242,236,audit,save,Enter,True,True,True,True,True
4243,236,replay,movement,R,True,True,True,True,True
4244,236,scene,schedule,S,True,True,True,True,True
4245,236,resident,offscreen,A,True,True,True,True,True
4246,236,schedule,audit,E,True,True,True,True,True
4247,236,debt,conversation,WASD,True,True,True,True,True
4248,237,consequence,audit,Tab,True,True,True,True,True
4249,237,audit,conversation,Enter,True,True,True,True,True
4250,237,replay,debt,R,True,True,True,True,True
4251,237,scene,save,S,True,True,True,True,True
4252,237,resident,movement,A,True,True,True,True,True
4253,237,schedule,schedule,E,True,True,True,True,True
4254,237,debt,offscreen,WASD,True,True,True,True,True
4255,237,memory,audit,Tab,True,True,True,True,True
4256,237,consequence,conversation,Enter,True,True,True,True,True
4257,237,audit,debt,R,True,True,True,True,True
4258,237,replay,save,S,True,True,True,True,True
4259,237,scene,movement,A,True,True,True,True,True
4260,237,resident,schedule,E,True,True,True,True,True
4261,237,schedule,offscreen,WASD,True,True,True,True,True
4262,237,debt,audit,Tab,True,True,True,True,True
4263,237,memory,conversation,Enter,True,True,True,True,True
4264,237,consequence,debt,R,True,True,True,True,True
4265,237,audit,save,S,True,True,True,True,True
4266,238,scene,debt,A,True,True,True,True,True
4267,238,resident,save,E,True,True,True,True,True
4268,238,schedule,movement,WASD,True,True,True,True,True
4269,238,debt,schedule,Tab,True,True,True,True,True
4270,238,memory,offscreen,Enter,True,True,True,True,True
4271,238,consequence,audit,R,True,True,True,True,True
4272,238,audit,conversation,S,True,True,True,True,True
4273,238,replay,debt,A,True,True,True,True,True
4274,238,scene,save,E,True,True,True,True,True
4275,238,resident,movement,WASD,True,True,True,True,True
4276,238,schedule,schedule,Tab,True,True,True,True,True
4277,238,debt,offscreen,Enter,True,True,True,True,True
4278,238,memory,audit,R,True,True,True,True,True
4279,238,consequence,conversation,S,True,True,True,True,True
4280,238,audit,debt,A,True,True,True,True,True
4281,238,replay,save,E,True,True,True,True,True
4282,238,scene,movement,WASD,True,True,True,True,True
4283,238,resident,schedule,Tab,True,True,True,True,True
4284,239,debt,movement,Enter,True,True,True,True,True
4285,239,memory,schedule,R,True,True,True,True,True
4286,239,consequence,offscreen,S,True,True,True,True,True
4287,239,audit,audit,A,True,True,True,True,True
4288,239,replay,conversation,E,True,True,True,True,True
4289,239,scene,debt,WASD,True,True,True,True,True
4290,239,resident,save,Tab,True,True,True,True,True
4291,239,schedule,movement,Enter,True,True,True,True,True
4292,239,debt,schedule,R,True,True,True,True,True
4293,239,memory,offscreen,S,True,True,True,True,True
4294,239,consequence,audit,A,True,True,True,True,True
4295,239,audit,conversation,E,True,True,True,True,True
4296,239,replay,debt,WASD,True,True,True,True,True
4297,239,scene,save,Tab,True,True,True,True,True
4298,239,resident,movement,Enter,True,True,True,True,True
4299,239,schedule,schedule,R,True,True,True,True,True
4300,239,debt,offscreen,S,True,True,True,True,True
4301,239,memory,audit,A,True,True,True,True,True
4302,240,audit,offscreen,E,True,True,True,True,True
4303,240,replay,audit,WASD,True,True,True,True,True
4304,240,scene,conversation,Tab,True,True,True,True,True
4305,240,resident,debt,Enter,True,True,True,True,True
4306,240,schedule,save,R,True,True,True,True,True
4307,240,debt,movement,S,True,True,True,True,True
4308,240,memory,schedule,A,True,True,True,True,True
4309,240,consequence,offscreen,E,True,True,True,True,True
4310,240,audit,audit,WASD,True,True,True,True,True
4311,240,replay,conversation,Tab,True,True,True,True,True
4312,240,scene,debt,Enter,True,True,True,True,True
4313,240,resident,save,R,True,True,True,True,True
4314,240,schedule,movement,S,True,True,True,True,True
4315,240,debt,schedule,A,True,True,True,True,True
4316,240,memory,offscreen,E,True,True,True,True,True
4317,240,consequence,audit,WASD,True,True,True,True,True
4318,240,audit,conversation,Tab,True,True,True,True,True
4319,240,replay,debt,Enter,True,True,True,True,True
4320,241,resident,conversation,R,True,True,True,True,True
4321,241,schedule,debt,S,True,True,True,True,True
4322,241,debt,save,A,True,True,True,True,True
4323,241,memory,movement,E,True,True,True,True,True
4324,241,consequence,schedule,WASD,True,True,True,True,True
4325,241,audit,offscreen,Tab,True,True,True,True,True
4326,241,replay,audit,Enter,True,True,True,True,True
4327,241,scene,conversation,R,True,True,True,True,True
4328,241,resident,debt,S,True,True,True,True,True
4329,241,schedule,save,A,True,True,True,True,True
4330,241,debt,movement,E,True,True,True,True,True
4331,241,memory,schedule,WASD,True,True,True,True,True
4332,241,consequence,offscreen,Tab,True,True,True,True,True
4333,241,audit,audit,Enter,True,True,True,True,True
4334,241,replay,conversation,R,True,True,True,True,True
4335,241,scene,debt,S,True,True,True,True,True
4336,241,resident,save,A,True,True,True,True,True
4337,241,schedule,movement,E,True,True,True,True,True
4338,242,memory,save,WASD,True,True,True,True,True
4339,242,consequence,movement,Tab,True,True,True,True,True
4340,242,audit,schedule,Enter,True,True,True,True,True
4341,242,replay,offscreen,R,True,True,True,True,True
4342,242,scene,audit,S,True,True,True,True,True
4343,242,resident,conversation,A,True,True,True,True,True
4344,242,schedule,debt,E,True,True,True,True,True
4345,242,debt,save,WASD,True,True,True,True,True
4346,242,memory,movement,Tab,True,True,True,True,True
4347,242,consequence,schedule,Enter,True,True,True,True,True
4348,242,audit,offscreen,R,True,True,True,True,True
4349,242,replay,audit,S,True,True,True,True,True
4350,242,scene,conversation,A,True,True,True,True,True
4351,242,resident,debt,E,True,True,True,True,True
4352,242,schedule,save,WASD,True,True,True,True,True
4353,242,debt,movement,Tab,True,True,True,True,True
4354,242,memory,schedule,Enter,True,True,True,True,True
4355,242,consequence,offscreen,R,True,True,True,True,True
4356,243,replay,schedule,S,True,True,True,True,True
4357,243,scene,offscreen,A,True,True,True,True,True
4358,243,resident,audit,E,True,True,True,True,True
4359,243,schedule,conversation,WASD,True,True,True,True,True
4360,243,debt,debt,Tab,True,True,True,True,True
4361,243,memory,save,Enter,True,True,True,True,True
4362,243,consequence,movement,R,True,True,True,True,True
4363,243,audit,schedule,S,True,True,True,True,True
4364,243,replay,offscreen,A,True,True,True,True,True
4365,243,scene,audit,E,True,True,True,True,True
4366,243,resident,conversation,WASD,True,True,True,True,True
4367,243,schedule,debt,Tab,True,True,True,True,True
4368,243,debt,save,Enter,True,True,True,True,True
4369,243,memory,movement,R,True,True,True,True,True
4370,243,consequence,schedule,S,True,True,True,True,True
4371,243,audit,offscreen,A,True,True,True,True,True
4372,243,replay,audit,E,True,True,True,True,True
4373,243,scene,conversation,WASD,True,True,True,True,True
4374,244,schedule,audit,Tab,True,True,True,True,True
4375,244,debt,conversation,Enter,True,True,True,True,True
4376,244,memory,debt,R,True,True,True,True,True
4377,244,consequence,save,S,True,True,True,True,True
4378,244,audit,movement,A,True,True,True,True,True
4379,244,replay,schedule,E,True,True,True,True,True
4380,244,scene,offscreen,WASD,True,True,True,True,True
4381,244,resident,audit,Tab,True,True,True,True,True
4382,244,schedule,conversation,Enter,True,True,True,True,True
4383,244,debt,debt,R,True,True,True,True,True
4384,244,memory,save,S,True,True,True,True,True
4385,244,consequence,movement,A,True,True,True,True,True
4386,244,audit,schedule,E,True,True,True,True,True
4387,244,replay,offscreen,WASD,True,True,True,True,True
4388,244,scene,audit,Tab,True,True,True,True,True
4389,244,resident,conversation,Enter,True,True,True,True,True
4390,244,schedule,debt,R,True,True,True,True,True
4391,244,debt,save,S,True,True,True,True,True
4392,245,consequence,debt,A,True,True,True,True,True
4393,245,audit,save,E,True,True,True,True,True
4394,245,replay,movement,WASD,True,True,True,True,True
4395,245,scene,schedule,Tab,True,True,True,True,True
4396,245,resident,offscreen,Enter,True,True,True,True,True
4397,245,schedule,audit,R,True,True,True,True,True
4398,245,debt,conversation,S,True,True,True,True,True
4399,245,memory,debt,A,True,True,True,True,True
4400,245,consequence,save,E,True,True,True,True,True
4401,245,audit,movement,WASD,True,True,True,True,True
4402,245,replay,schedule,Tab,True,True,True,True,True
4403,245,scene,offscreen,Enter,True,True,True,True,True
4404,245,resident,audit,R,True,True,True,True,True
4405,245,schedule,conversation,S,True,True,True,True,True
4406,245,debt,debt,A,True,True,True,True,True
4407,245,memory,save,E,True,True,True,True,True
4408,245,consequence,movement,WASD,True,True,True,True,True
4409,245,audit,schedule,Tab,True,True,True,True,True
4410,246,scene,movement,Enter,True,True,True,True,True
4411,246,resident,schedule,R,True,True,True,True,True
4412,246,schedule,offscreen,S,True,True,True,True,True
4413,246,debt,audit,A,True,True,True,True,True
4414,246,memory,conversation,E,True,True,True,True,True
4415,246,consequence,debt,WASD,True,True,True,True,True
4416,246,audit,save,Tab,True,True,True,True,True
4417,246,replay,movement,Enter,True,True,True,True,True
4418,246,scene,schedule,R,True,True,True,True,True
4419,246,resident,offscreen,S,True,True,True,True,True
4420,246,schedule,audit,A,True,True,True,True,True
4421,246,debt,conversation,E,True,True,True,True,True
4422,246,memory,debt,WASD,True,True,True,True,True
4423,246,consequence,save,Tab,True,True,True,True,True
4424,246,audit,movement,Enter,True,True,True,True,True
4425,246,replay,schedule,R,True,True,True,True,True
4426,246,scene,offscreen,S,True,True,True,True,True
4427,246,resident,audit,A,True,True,True,True,True
4428,247,debt,offscreen,E,True,True,True,True,True
4429,247,memory,audit,WASD,True,True,True,True,True
4430,247,consequence,conversation,Tab,True,True,True,True,True
4431,247,audit,debt,Enter,True,True,True,True,True
4432,247,replay,save,R,True,True,True,True,True
4433,247,scene,movement,S,True,True,True,True,True
4434,247,resident,schedule,A,True,True,True,True,True
4435,247,schedule,offscreen,E,True,True,True,True,True
4436,247,debt,audit,WASD,True,True,True,True,True
4437,247,memory,conversation,Tab,True,True,True,True,True
4438,247,consequence,debt,Enter,True,True,True,True,True
4439,247,audit,save,R,True,True,True,True,True
4440,247,replay,movement,S,True,True,True,True,True
4441,247,scene,schedule,A,True,True,True,True,True
4442,247,resident,offscreen,E,True,True,True,True,True
4443,247,schedule,audit,WASD,True,True,True,True,True
4444,247,debt,conversation,Tab,True,True,True,True,True
4445,247,memory,debt,Enter,True,True,True,True,True
4446,248,audit,conversation,R,True,True,True,True,True
4447,248,replay,debt,S,True,True,True,True,True
4448,248,scene,save,A,True,True,True,True,True
4449,248,resident,movement,E,True,True,True,True,True
4450,248,schedule,schedule,WASD,True,True,True,True,True
4451,248,debt,offscreen,Tab,True,True,True,True,True
4452,248,memory,audit,Enter,True,True,True,True,True
4453,248,consequence,conversation,R,True,True,True,True,True
4454,248,audit,debt,S,True,True,True,True,True
4455,248,replay,save,A,True,True,True,True,True
4456,248,scene,movement,E,True,True,True,True,True
4457,248,resident,schedule,WASD,True,True,True,True,True
4458,248,schedule,offscreen,Tab,True,True,True,True,True
4459,248,debt,audit,Enter,True,True,True,True,True
4460,248,memory,conversation,R,True,True,True,True,True
4461,248,consequence,debt,S,True,True,True,True,True
4462,248,audit,save,A,True,True,True,True,True
4463,248,replay,movement,E,True,True,True,True,True
4464,249,resident,save,WASD,True,True,True,True,True
4465,249,schedule,movement,Tab,True,True,True,True,True
4466,249,debt,schedule,Enter,True,True,True,True,True
4467,249,memory,offscreen,R,True,True,True,True,True
4468,249,consequence,audit,S,True,True,True,True,True
4469,249,audit,conversation,A,True,True,True,True,True
4470,249,replay,debt,E,True,True,True,True,True
4471,249,scene,save,WASD,True,True,True,True,True
4472,249,resident,movement,Tab,True,True,True,True,True
4473,249,schedule,schedule,Enter,True,True,True,True,True
4474,249,debt,offscreen,R,True,True,True,True,True
4475,249,memory,audit,S,True,True,True,True,True
4476,249,consequence,conversation,A,True,True,True,True,True
4477,249,audit,debt,E,True,True,True,True,True
4478,249,replay,save,WASD,True,True,True,True,True
4479,249,scene,movement,Tab,True,True,True,True,True
4480,249,resident,schedule,Enter,True,True,True,True,True
4481,249,schedule,offscreen,R,True,True,True,True,True
4482,250,memory,schedule,S,True,True,True,True,True
4483,250,consequence,offscreen,A,True,True,True,True,True
4484,250,audit,audit,E,True,True,True,True,True
4485,250,replay,conversation,WASD,True,True,True,True,True
4486,250,scene,debt,Tab,True,True,True,True,True
4487,250,resident,save,Enter,True,True,True,True,True
4488,250,schedule,movement,R,True,True,True,True,True
