tick_id,day,debtor,infrastructure_id,owed_work,debt_before,debt_delta,debt_after,settled,visible_to_household,repair_option
604,34,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
605,34,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.325951,0.012,0.337951,False,True,"schedule repair, borrow tool, exchange stock"
606,34,Nia,archive_public_kiosk,maintain Archive public kiosk,0.324241,0.012,0.336241,False,True,"schedule repair, borrow tool, exchange stock"
607,34,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
608,34,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
609,34,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.337951,0.012,0.349951,False,True,"schedule repair, borrow tool, exchange stock"
610,34,Nia,archive_public_kiosk,maintain Archive public kiosk,0.336241,0.012,0.348241,False,True,"schedule repair, borrow tool, exchange stock"
611,34,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
612,35,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
613,35,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.349951,0.012,0.361951,False,True,"schedule repair, borrow tool, exchange stock"
614,35,Nia,archive_public_kiosk,maintain Archive public kiosk,0.348241,0.012,0.360241,False,True,"schedule repair, borrow tool, exchange stock"
615,35,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
616,35,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
617,35,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.361951,0.012,0.373951,False,True,"schedule repair, borrow tool, exchange stock"
618,35,Nia,archive_public_kiosk,maintain Archive public kiosk,0.360241,0.012,0.372241,False,True,"schedule repair, borrow tool, exchange stock"
619,35,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
620,35,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
621,35,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.373951,-0.139984,0.233967,True,True,"schedule repair, borrow tool, exchange stock"
622,35,Nia,archive_public_kiosk,maintain Archive public kiosk,0.372241,-0.130184,0.242057,True,True,"schedule repair, borrow tool, exchange stock"
623,35,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.0,0.142575,False,True,"schedule repair, borrow tool, exchange stock"
624,35,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
625,35,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.233967,0.0,0.233967,False,True,"schedule repair, borrow tool, exchange stock"
626,35,Nia,archive_public_kiosk,maintain Archive public kiosk,0.242057,0.012,0.254057,False,True,"schedule repair, borrow tool, exchange stock"
627,35,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.142575,0.012,0.154575,False,True,"schedule repair, borrow tool, exchange stock"
628,35,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
629,35,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.233967,-0.130184,0.103783,True,True,"schedule repair, borrow tool, exchange stock"
630,36,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.154575,0.0,0.154575,False,True,"schedule repair, borrow tool, exchange stock"
631,36,Ari,river_mill_bridge,maintain River mill bridge,0.108165,0.0,0.108165,False,True,"schedule repair, borrow tool, exchange stock"
632,36,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
633,36,Nia,archive_public_kiosk,maintain Archive public kiosk,0.254057,0.012,0.266057,False,True,"schedule repair, borrow tool, exchange stock"
634,36,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.154575,0.012,0.166575,False,True,"schedule repair, borrow tool, exchange stock"
635,36,Ari,river_mill_bridge,maintain River mill bridge,0.288165,0.0,0.288165,False,True,"schedule repair, borrow tool, exchange stock"
636,36,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
637,36,Nia,archive_public_kiosk,maintain Archive public kiosk,0.266057,0.012,0.278057,False,True,"schedule repair, borrow tool, exchange stock"
638,36,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.166575,0.012,0.178575,False,True,"schedule repair, borrow tool, exchange stock"
639,36,Ari,river_mill_bridge,maintain River mill bridge,0.288165,-0.139984,0.148181,True,True,"schedule repair, borrow tool, exchange stock"
640,36,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
641,36,Nia,archive_public_kiosk,maintain Archive public kiosk,0.278057,0.012,0.290057,False,True,"schedule repair, borrow tool, exchange stock"
642,36,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.178575,0.012,0.190575,False,True,"schedule repair, borrow tool, exchange stock"
643,36,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
644,36,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
645,36,Nia,archive_public_kiosk,maintain Archive public kiosk,0.290057,0.012,0.302057,False,True,"schedule repair, borrow tool, exchange stock"
646,36,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.190575,0.012,0.202575,False,True,"schedule repair, borrow tool, exchange stock"
647,36,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
648,37,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
649,37,Nia,archive_public_kiosk,maintain Archive public kiosk,0.302057,0.012,0.314057,False,True,"schedule repair, borrow tool, exchange stock"
650,37,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.202575,0.012,0.214575,False,True,"schedule repair, borrow tool, exchange stock"
651,37,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
652,37,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
653,37,Nia,archive_public_kiosk,maintain Archive public kiosk,0.314057,0.012,0.326057,False,True,"schedule repair, borrow tool, exchange stock"
654,37,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.214575,0.012,0.226575,False,True,"schedule repair, borrow tool, exchange stock"
655,37,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
656,37,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
657,37,Nia,archive_public_kiosk,maintain Archive public kiosk,0.326057,-0.130184,0.195873,True,True,"schedule repair, borrow tool, exchange stock"
658,37,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.226575,0.012,0.238575,False,True,"schedule repair, borrow tool, exchange stock"
659,37,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
660,37,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
661,37,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
662,37,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.238575,0.012,0.250575,False,True,"schedule repair, borrow tool, exchange stock"
663,37,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
664,37,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
665,37,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
666,38,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.250575,-0.130184,0.120391,True,True,"schedule repair, borrow tool, exchange stock"
667,38,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
668,38,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
669,38,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
670,38,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.120391,0.012,0.132391,False,True,"schedule repair, borrow tool, exchange stock"
671,38,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
672,38,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
673,38,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
674,38,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.132391,0.012,0.144391,False,True,"schedule repair, borrow tool, exchange stock"
675,38,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
676,38,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.0,0.103783,False,True,"schedule repair, borrow tool, exchange stock"
677,38,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
678,38,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.144391,0.012,0.156391,False,True,"schedule repair, borrow tool, exchange stock"
679,38,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
680,38,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.103783,0.012,0.115783,False,True,"schedule repair, borrow tool, exchange stock"
681,38,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
682,38,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.156391,0.012,0.168391,False,True,"schedule repair, borrow tool, exchange stock"
683,38,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
684,39,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.115783,0.0,0.115783,False,True,"schedule repair, borrow tool, exchange stock"
685,39,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
686,39,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.168391,0.012,0.180391,False,True,"schedule repair, borrow tool, exchange stock"
687,39,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
688,39,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.115783,0.012,0.127783,False,True,"schedule repair, borrow tool, exchange stock"
689,39,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
690,39,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.180391,0.0,0.180391,False,True,"schedule repair, borrow tool, exchange stock"
691,39,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
692,39,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.127783,0.012,0.139783,False,True,"schedule repair, borrow tool, exchange stock"
693,39,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
694,39,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.180391,0.0,0.180391,False,True,"schedule repair, borrow tool, exchange stock"
695,39,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.0,0.148181,False,True,"schedule repair, borrow tool, exchange stock"
696,39,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.139783,0.012,0.151783,False,True,"schedule repair, borrow tool, exchange stock"
697,39,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
698,39,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.360391,0.0,0.360391,False,True,"schedule repair, borrow tool, exchange stock"
699,39,Ari,river_mill_bridge,maintain River mill bridge,0.148181,0.012,0.160181,False,True,"schedule repair, borrow tool, exchange stock"
700,39,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.151783,0.0,0.151783,False,True,"schedule repair, borrow tool, exchange stock"
701,39,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
702,40,Ari,river_mill_bridge,maintain River mill bridge,0.160181,0.0,0.160181,False,True,"schedule repair, borrow tool, exchange stock"
703,40,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.151783,0.012,0.163783,False,True,"schedule repair, borrow tool, exchange stock"
704,40,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
705,40,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.360391,0.012,0.372391,False,True,"schedule repair, borrow tool, exchange stock"
706,40,Ari,river_mill_bridge,maintain River mill bridge,0.160181,0.012,0.172181,False,True,"schedule repair, borrow tool, exchange stock"
707,40,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.163783,0.012,0.175783,False,True,"schedule repair, borrow tool, exchange stock"
708,40,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
709,40,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.372391,0.012,0.384391,False,True,"schedule repair, borrow tool, exchange stock"
710,40,Ari,river_mill_bridge,maintain River mill bridge,0.172181,0.0,0.172181,False,True,"schedule repair, borrow tool, exchange stock"
711,40,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.175783,0.0,0.175783,False,True,"schedule repair, borrow tool, exchange stock"
712,40,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
713,40,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.384391,0.012,0.396391,False,True,"schedule repair, borrow tool, exchange stock"
714,40,Ari,river_mill_bridge,maintain River mill bridge,0.172181,0.012,0.184181,False,True,"schedule repair, borrow tool, exchange stock"
715,40,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.175783,0.012,0.187783,False,True,"schedule repair, borrow tool, exchange stock"
716,40,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
717,40,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.396391,0.012,0.408391,False,True,"schedule repair, borrow tool, exchange stock"
718,40,Ari,river_mill_bridge,maintain River mill bridge,0.184181,0.012,0.196181,False,True,"schedule repair, borrow tool, exchange stock"
719,40,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.187783,0.0,0.187783,False,True,"schedule repair, borrow tool, exchange stock"
720,41,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
721,41,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.408391,0.012,0.420391,False,True,"schedule repair, borrow tool, exchange stock"
722,41,Ari,river_mill_bridge,maintain River mill bridge,0.196181,0.012,0.208181,False,True,"schedule repair, borrow tool, exchange stock"
723,41,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.187783,0.012,0.199783,False,True,"schedule repair, borrow tool, exchange stock"
724,41,Nia,archive_public_kiosk,maintain Archive public kiosk,0.195873,0.0,0.195873,False,True,"schedule repair, borrow tool, exchange stock"
725,41,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.420391,0.012,0.432391,False,True,"schedule repair, borrow tool, exchange stock"
726,41,Ari,river_mill_bridge,maintain River mill bridge,0.208181,0.012,0.220181,False,True,"schedule repair, borrow tool, exchange stock"
727,41,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.199783,0.012,0.211783,False,True,"schedule repair, borrow tool, exchange stock"
728,41,Nia,archive_public_kiosk,maintain Archive public kiosk,0.375873,0.0,0.375873,False,True,"schedule repair, borrow tool, exchange stock"
729,41,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.432391,-0.139984,0.292407,True,True,"schedule repair, borrow tool, exchange stock"
730,41,Ari,river_mill_bridge,maintain River mill bridge,0.220181,0.012,0.232181,False,True,"schedule repair, borrow tool, exchange stock"
731,41,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.211783,0.012,0.223783,False,True,"schedule repair, borrow tool, exchange stock"
732,41,Nia,archive_public_kiosk,maintain Archive public kiosk,0.375873,0.012,0.387873,False,True,"schedule repair, borrow tool, exchange stock"
733,41,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.292407,0.012,0.304407,False,True,"schedule repair, borrow tool, exchange stock"
734,41,Ari,river_mill_bridge,maintain River mill bridge,0.232181,0.012,0.244181,False,True,"schedule repair, borrow tool, exchange stock"
735,41,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.223783,0.012,0.235783,False,True,"schedule repair, borrow tool, exchange stock"
736,41,Nia,archive_public_kiosk,maintain Archive public kiosk,0.387873,0.012,0.399873,False,True,"schedule repair, borrow tool, exchange stock"
737,41,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.304407,-0.130184,0.174223,True,True,"schedule repair, borrow tool, exchange stock"
738,42,Ari,river_mill_bridge,maintain River mill bridge,0.244181,-0.130184,0.113997,True,True,"schedule repair, borrow tool, exchange stock"
739,42,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.235783,0.012,0.247783,False,True,"schedule repair, borrow tool, exchange stock"
740,42,Nia,archive_public_kiosk,maintain Archive public kiosk,0.399873,0.012,0.411873,False,True,"schedule repair, borrow tool, exchange stock"
741,42,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
742,42,Ari,river_mill_bridge,maintain River mill bridge,0.113997,0.0,0.113997,False,True,"schedule repair, borrow tool, exchange stock"
743,42,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.247783,0.012,0.259783,False,True,"schedule repair, borrow tool, exchange stock"
744,42,Nia,archive_public_kiosk,maintain Archive public kiosk,0.411873,0.012,0.423873,False,True,"schedule repair, borrow tool, exchange stock"
745,42,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
746,42,Ari,river_mill_bridge,maintain River mill bridge,0.113997,0.012,0.125997,False,True,"schedule repair, borrow tool, exchange stock"
747,42,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.259783,-0.130184,0.129599,True,True,"schedule repair, borrow tool, exchange stock"
748,42,Nia,archive_public_kiosk,maintain Archive public kiosk,0.423873,0.012,0.435873,False,True,"schedule repair, borrow tool, exchange stock"
749,42,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
750,42,Ari,river_mill_bridge,maintain River mill bridge,0.125997,0.012,0.137997,False,True,"schedule repair, borrow tool, exchange stock"
751,42,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.129599,0.0,0.129599,False,True,"schedule repair, borrow tool, exchange stock"
752,42,Nia,archive_public_kiosk,maintain Archive public kiosk,0.435873,0.012,0.447873,False,True,"schedule repair, borrow tool, exchange stock"
753,42,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
754,42,Ari,river_mill_bridge,maintain River mill bridge,0.137997,0.012,0.149997,False,True,"schedule repair, borrow tool, exchange stock"
755,42,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.129599,0.0,0.129599,False,True,"schedule repair, borrow tool, exchange stock"
756,43,Nia,archive_public_kiosk,maintain Archive public kiosk,0.447873,-0.139984,0.307889,True,True,"schedule repair, borrow tool, exchange stock"
757,43,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
758,43,Ari,river_mill_bridge,maintain River mill bridge,0.149997,0.012,0.161997,False,True,"schedule repair, borrow tool, exchange stock"
759,43,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.129599,0.0,0.129599,False,True,"schedule repair, borrow tool, exchange stock"
760,43,Nia,archive_public_kiosk,maintain Archive public kiosk,0.307889,0.012,0.319889,False,True,"schedule repair, borrow tool, exchange stock"
761,43,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
762,43,Ari,river_mill_bridge,maintain River mill bridge,0.161997,0.012,0.173997,False,True,"schedule repair, borrow tool, exchange stock"
763,43,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.129599,0.0,0.129599,False,True,"schedule repair, borrow tool, exchange stock"
764,43,Nia,archive_public_kiosk,maintain Archive public kiosk,0.319889,0.012,0.331889,False,True,"schedule repair, borrow tool, exchange stock"
765,43,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
766,43,Ari,river_mill_bridge,maintain River mill bridge,0.173997,0.012,0.185997,False,True,"schedule repair, borrow tool, exchange stock"
767,43,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.309599,0.012,0.321599,False,True,"schedule repair, borrow tool, exchange stock"
768,43,Nia,archive_public_kiosk,maintain Archive public kiosk,0.331889,0.012,0.343889,False,True,"schedule repair, borrow tool, exchange stock"
769,43,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
770,43,Ari,river_mill_bridge,maintain River mill bridge,0.185997,0.012,0.197997,False,True,"schedule repair, borrow tool, exchange stock"
771,43,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.321599,0.012,0.333599,False,True,"schedule repair, borrow tool, exchange stock"
772,43,Nia,archive_public_kiosk,maintain Archive public kiosk,0.343889,0.012,0.355889,False,True,"schedule repair, borrow tool, exchange stock"
773,43,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
774,44,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.333599,-0.139984,0.193615,True,True,"schedule repair, borrow tool, exchange stock"
775,44,Nia,archive_public_kiosk,maintain Archive public kiosk,0.355889,-0.130184,0.225705,True,True,"schedule repair, borrow tool, exchange stock"
776,44,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
777,44,Ari,river_mill_bridge,maintain River mill bridge,0.197997,0.012,0.209997,False,True,"schedule repair, borrow tool, exchange stock"
778,44,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
779,44,Nia,archive_public_kiosk,maintain Archive public kiosk,0.225705,0.0,0.225705,False,True,"schedule repair, borrow tool, exchange stock"
780,44,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
781,44,Ari,river_mill_bridge,maintain River mill bridge,0.209997,0.012,0.221997,False,True,"schedule repair, borrow tool, exchange stock"
782,44,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
783,44,Nia,archive_public_kiosk,maintain Archive public kiosk,0.225705,-0.130184,0.095521,True,True,"schedule repair, borrow tool, exchange stock"
784,44,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
785,44,Ari,river_mill_bridge,maintain River mill bridge,0.221997,0.012,0.233997,False,True,"schedule repair, borrow tool, exchange stock"
786,44,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
787,44,Nia,archive_public_kiosk,maintain Archive public kiosk,0.095521,0.0,0.095521,False,True,"schedule repair, borrow tool, exchange stock"
788,44,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
789,44,Ari,river_mill_bridge,maintain River mill bridge,0.233997,0.012,0.245997,False,True,"schedule repair, borrow tool, exchange stock"
790,44,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
791,44,Nia,archive_public_kiosk,maintain Archive public kiosk,0.095521,0.0,0.095521,False,True,"schedule repair, borrow tool, exchange stock"
792,45,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
793,45,Ari,river_mill_bridge,maintain River mill bridge,0.245997,0.012,0.257997,False,True,"schedule repair, borrow tool, exchange stock"
794,45,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
795,45,Nia,archive_public_kiosk,maintain Archive public kiosk,0.095521,0.0,0.095521,False,True,"schedule repair, borrow tool, exchange stock"
796,45,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
797,45,Ari,river_mill_bridge,maintain River mill bridge,0.437997,0.012,0.449997,False,True,"schedule repair, borrow tool, exchange stock"
798,45,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
799,45,Nia,archive_public_kiosk,maintain Archive public kiosk,0.095521,0.0,0.095521,False,True,"schedule repair, borrow tool, exchange stock"
800,45,Milo,dusk_signal_workshop,maintain Dusk signal workshop,0.174223,0.0,0.174223,False,True,"schedule repair, borrow tool, exchange stock"
801,45,Ari,river_mill_bridge,maintain River mill bridge,0.449997,-0.139984,0.310013,True,True,"schedule repair, borrow tool, exchange stock"
802,45,Fay,roof_greenhouse_cistern,maintain Roof greenhouse cistern,0.193615,0.0,0.193615,False,True,"schedule repair, borrow tool, exchange stock"
803,45,Nia,archive_public_kiosk,maintain Archive public kiosk,0.095521,0.0,0.095521,False,True,"schedule repair, borrow tool, exchange stock"
