tick_id,day,settlement_id,caregiver_id,recipient_id,duty,care_tool,need_addressed,care_quality_before,care_quality_after,welfare_before,welfare_after,burden_before,burden_after,accepted_or_refused,visible_care_card,reciprocal_memory,bounded_care
3457,193,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.666,0.805991,0.858591,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3458,193,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.836552,0.889152,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3460,193,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.807594,0.860194,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3462,193,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.806598,0.859198,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3464,193,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.817822,0.870422,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3465,193,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.636,0.802939,0.838139,0.7,0.7,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
3466,193,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.817072,0.869672,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3467,193,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.805021,0.857621,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3468,193,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.834706,0.887306,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3470,193,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.807226,0.859826,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3472,193,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.80777,0.86037,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3474,194,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.636,0.807464,0.842664,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
3475,194,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.596,0.666,0.81338,0.86598,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
3476,194,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.807386,0.859986,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3477,194,cinder_garden,Pax,Wren,Pax uses shade cloth for Wren,shade cloth,safety,0.596,0.666,0.815923,0.868523,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3478,194,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.819918,0.872518,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3480,194,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.817673,0.870273,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3481,194,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.596,0.666,0.805969,0.858569,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3482,194,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.837843,0.890443,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3483,194,lichen_bridge,Sol,Luma,Sol uses hand warmer for Luma,hand warmer,temperature,0.596,0.636,0.806296,0.841496,0.7,0.7,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
3484,194,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.807349,0.859949,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3486,194,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.80743,0.86003,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3488,194,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.817736,0.870336,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3489,194,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.596,0.666,0.807773,0.860373,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3490,194,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.818655,0.871255,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3492,195,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.636,0.817802,0.853002,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
3494,195,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.817586,0.870186,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3495,195,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.596,0.666,0.807724,0.860324,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3496,195,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.835611,0.888211,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3497,195,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.666,0.815472,0.868072,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
3498,195,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.80864,0.86124,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3500,195,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.809369,0.861969,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3502,195,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.817502,0.870102,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3504,195,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.817513,0.870113,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3505,195,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.781933,0.834533,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3506,195,cinder_garden,Juno,Vale,Juno uses shade cloth for Vale,shade cloth,safety,0.596,0.666,0.833842,0.886442,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3507,195,lichen_bridge,Luma,Sol,Luma uses rest alcove for Sol,rest alcove,fatigue,0.596,0.666,0.811314,0.863914,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
3508,195,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.666,0.808747,0.861347,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3509,195,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.666,0.815667,0.868267,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
3510,196,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.636,0.833779,0.868979,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
3511,196,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.596,0.666,0.815146,0.867746,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
3512,196,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.810412,0.863012,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3513,196,moss_ward,Fay,Tala,Fay uses bandage for Tala,bandage,pain,0.596,0.666,0.80598,0.85858,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
3514,196,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.808187,0.860787,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3516,196,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.817619,0.870219,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3517,196,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.787789,0.840389,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3518,196,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.819165,0.871765,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3519,196,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.636,0.806393,0.841593,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
3520,196,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.837929,0.890529,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3522,196,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.811148,0.863748,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3524,196,glass_harbor,Nia,Puck,Nia uses soft bunk for Puck,soft bunk,rest_debt,0.596,0.666,0.809698,0.862298,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3526,196,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.666,0.817524,0.870124,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3527,196,orchid_engine,Eli,Cai,Eli uses cot pass for Cai,cot pass,rest_debt,0.596,0.666,0.78106,0.83366,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
3528,197,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.636,0.80777,0.84297,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
3530,197,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.817849,0.870449,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3531,197,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.596,0.666,0.807304,0.859904,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3532,197,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.818186,0.870786,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3533,197,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.666,0.805323,0.857923,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3534,197,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.838941,0.891541,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3535,197,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.596,0.666,0.792418,0.845018,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
3536,197,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.807637,0.860237,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3537,197,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.636,0.812776,0.847976,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
3538,197,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.807119,0.859719,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3539,197,cinder_garden,Pax,Wren,Pax uses cool water for Wren,cool water,temperature,0.596,0.666,0.827274,0.879874,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3540,197,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.817057,0.869657,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3541,197,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.666,0.794775,0.847375,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
3542,197,moss_ward,Ari,Milo,Ari uses bandage for Milo,bandage,pain,0.596,0.666,0.819692,0.872292,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3543,197,glass_harbor,Oren,Sera,Oren uses salt tea for Sera,salt tea,thirst,0.596,0.666,0.806541,0.859141,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3544,197,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.666,0.835008,0.887608,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3546,198,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.636,0.817788,0.852988,0.7,0.7,deferred with consent,True,Ari remembers Milo care: deferred with consent,True
3547,198,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.596,0.666,0.802924,0.855524,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3548,198,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.837119,0.889719,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3550,198,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.807471,0.860071,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3552,198,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.806689,0.859289,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3553,198,cinder_garden,Pax,Wren,Pax uses shade cloth for Wren,shade cloth,safety,0.596,0.666,0.826671,0.879271,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3554,198,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.818016,0.870616,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3555,198,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.596,0.636,0.802608,0.837808,0.7,0.7,deferred with consent,True,Cai remembers Eli care: deferred with consent,True
3556,198,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.817445,0.870045,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3557,198,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.596,0.666,0.80547,0.85807,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3558,198,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.837822,0.890422,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3560,198,orchid_engine,Bea,Dax,Bea uses orchid tea for Dax,orchid tea,thirst,0.596,0.666,0.806943,0.859543,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3562,198,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.666,0.8076,0.8602,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3564,199,orchid_engine,Dax,Bea,Dax uses heat vent for Bea,heat vent,temperature,0.596,0.636,0.807319,0.842519,0.7,0.7,deferred with consent,True,Bea remembers Dax care: deferred with consent,True
3565,199,moss_ward,Tala,Fay,Tala uses warm broth for Fay,warm broth,hunger,0.596,0.666,0.793614,0.846214,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
3566,199,glass_harbor,Nia,Puck,Nia uses steam wrap for Puck,steam wrap,temperature,0.596,0.666,0.80777,0.86037,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3567,199,cinder_garden,Pax,Wren,Pax uses seed meal for Wren,seed meal,hunger,0.596,0.666,0.82768,0.88028,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3568,199,lichen_bridge,Rin,Kio,Rin uses hand warmer for Kio,hand warmer,temperature,0.596,0.666,0.8203,0.8729,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3569,199,orchid_engine,Eli,Cai,Eli uses orchid tea for Cai,orchid tea,thirst,0.596,0.666,0.805887,0.858487,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
3570,199,moss_ward,Ari,Milo,Ari uses dry cloak for Milo,dry cloak,wetness,0.596,0.666,0.818489,0.871089,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3571,199,glass_harbor,Oren,Sera,Oren uses soft bunk for Sera,soft bunk,rest_debt,0.596,0.666,0.8053,0.8579,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3572,199,cinder_garden,Vale,Juno,Vale uses soft glove for Juno,soft glove,pain,0.596,0.666,0.834659,0.887259,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3573,199,lichen_bridge,Sol,Luma,Sol uses lichen soup for Luma,lichen soup,hunger,0.596,0.636,0.806179,0.841379,0.7,0.7,deferred with consent,True,Luma remembers Sol care: deferred with consent,True
3574,199,orchid_engine,Bea,Dax,Bea uses cot pass for Dax,cot pass,rest_debt,0.596,0.666,0.80697,0.85957,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3575,199,moss_ward,Fay,Tala,Fay uses quiet mat for Tala,quiet mat,fatigue,0.596,0.666,0.814184,0.866784,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
3576,199,glass_harbor,Puck,Nia,Puck uses salve for Nia,salve,pain,0.596,0.666,0.807429,0.860029,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3578,199,lichen_bridge,Kio,Rin,Kio uses rope splint for Rin,rope splint,injury,0.596,0.666,0.817302,0.869902,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3579,199,orchid_engine,Cai,Eli,Cai uses gear glove for Eli,gear glove,pain,0.596,0.666,0.807141,0.859741,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3580,199,moss_ward,Milo,Ari,Milo uses bandage for Ari,bandage,pain,0.596,0.666,0.819622,0.872222,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3581,199,glass_harbor,Sera,Oren,Sera uses salt tea for Oren,salt tea,thirst,0.596,0.666,0.802905,0.855505,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3582,200,lichen_bridge,Rin,Kio,Rin uses lichen soup for Kio,lichen soup,hunger,0.596,0.636,0.817404,0.852604,0.7,0.7,deferred with consent,True,Kio remembers Rin care: deferred with consent,True
3584,200,moss_ward,Ari,Milo,Ari uses quiet mat for Milo,quiet mat,fatigue,0.596,0.666,0.817813,0.870413,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3585,200,glass_harbor,Oren,Sera,Oren uses salve for Sera,salve,pain,0.596,0.666,0.805339,0.857939,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3586,200,cinder_garden,Vale,Juno,Vale uses cool water for Juno,cool water,temperature,0.596,0.666,0.833507,0.886107,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
3587,200,lichen_bridge,Sol,Luma,Sol uses rope splint for Luma,rope splint,injury,0.596,0.666,0.81565,0.86825,0.7,0.7,accepted,True,Luma remembers Sol care: accepted,True
3588,200,orchid_engine,Bea,Dax,Bea uses gear glove for Dax,gear glove,pain,0.596,0.666,0.809052,0.861652,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3590,200,glass_harbor,Puck,Nia,Puck uses salt tea for Nia,salt tea,thirst,0.596,0.666,0.809188,0.861788,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3591,200,cinder_garden,Wren,Pax,Wren uses shade cloth for Pax,shade cloth,safety,0.60464,0.64464,0.628603,0.663803,0.646,0.652,deferred with consent,True,Pax remembers Wren care: deferred with consent,True
3592,200,lichen_bridge,Kio,Rin,Kio uses rest alcove for Rin,rest alcove,fatigue,0.596,0.666,0.817201,0.869801,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3593,200,orchid_engine,Cai,Eli,Cai uses heat vent for Eli,heat vent,temperature,0.596,0.666,0.808423,0.861023,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3594,200,moss_ward,Milo,Ari,Milo uses warm broth for Ari,warm broth,hunger,0.596,0.666,0.81722,0.86982,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3595,200,glass_harbor,Sera,Oren,Sera uses steam wrap for Oren,steam wrap,temperature,0.596,0.666,0.807862,0.860462,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3596,200,cinder_garden,Juno,Vale,Juno uses seed meal for Vale,seed meal,hunger,0.596,0.666,0.834078,0.886678,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3597,200,lichen_bridge,Luma,Sol,Luma uses hand warmer for Sol,hand warmer,temperature,0.596,0.666,0.814635,0.867235,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
3598,200,orchid_engine,Dax,Bea,Dax uses orchid tea for Bea,orchid tea,thirst,0.596,0.666,0.809223,0.861823,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3600,201,cinder_garden,Vale,Juno,Vale uses shade cloth for Juno,shade cloth,safety,0.596,0.636,0.833763,0.868963,0.7,0.7,deferred with consent,True,Juno remembers Vale care: deferred with consent,True
3602,201,orchid_engine,Bea,Dax,Bea uses heat vent for Dax,heat vent,temperature,0.596,0.666,0.810852,0.863452,0.7,0.7,accepted,True,Dax remembers Bea care: accepted,True
3603,201,moss_ward,Fay,Tala,Fay uses warm broth for Tala,warm broth,hunger,0.596,0.666,0.812369,0.864969,0.7,0.7,accepted,True,Tala remembers Fay care: accepted,True
3604,201,glass_harbor,Puck,Nia,Puck uses steam wrap for Nia,steam wrap,temperature,0.596,0.666,0.80867,0.86127,0.7,0.7,accepted,True,Nia remembers Puck care: accepted,True
3605,201,cinder_garden,Wren,Pax,Wren uses seed meal for Pax,seed meal,hunger,0.60368,0.67368,0.658557,0.711157,0.652,0.67,accepted,True,Pax remembers Wren care: accepted,True
3606,201,lichen_bridge,Kio,Rin,Kio uses hand warmer for Rin,hand warmer,temperature,0.596,0.666,0.816608,0.869208,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3607,201,orchid_engine,Cai,Eli,Cai uses orchid tea for Eli,orchid tea,thirst,0.596,0.666,0.811146,0.863746,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3608,201,moss_ward,Milo,Ari,Milo uses dry cloak for Ari,dry cloak,wetness,0.596,0.666,0.819539,0.872139,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3609,201,glass_harbor,Sera,Oren,Sera uses soft bunk for Oren,soft bunk,rest_debt,0.596,0.636,0.806671,0.841871,0.7,0.7,deferred with consent,True,Oren remembers Sera care: deferred with consent,True
3610,201,cinder_garden,Juno,Vale,Juno uses soft glove for Vale,soft glove,pain,0.596,0.666,0.833563,0.886163,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3611,201,lichen_bridge,Luma,Sol,Luma uses lichen soup for Sol,lichen soup,hunger,0.596,0.666,0.81592,0.86852,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
3612,201,orchid_engine,Dax,Bea,Dax uses cot pass for Bea,cot pass,rest_debt,0.596,0.666,0.810992,0.863592,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3613,201,moss_ward,Tala,Fay,Tala uses quiet mat for Fay,quiet mat,fatigue,0.596,0.666,0.813992,0.866592,0.7,0.7,accepted,True,Fay remembers Tala care: accepted,True
3614,201,glass_harbor,Nia,Puck,Nia uses salve for Puck,salve,pain,0.596,0.666,0.809528,0.862128,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3615,201,cinder_garden,Pax,Wren,Pax uses cool water for Wren,cool water,temperature,0.596,0.666,0.825553,0.878153,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3616,201,lichen_bridge,Rin,Kio,Rin uses rope splint for Kio,rope splint,injury,0.596,0.666,0.817261,0.869861,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3617,201,orchid_engine,Eli,Cai,Eli uses gear glove for Cai,gear glove,pain,0.596,0.666,0.804985,0.857585,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
3618,202,glass_harbor,Puck,Nia,Puck uses soft bunk for Nia,soft bunk,rest_debt,0.596,0.636,0.80727,0.84247,0.7,0.7,deferred with consent,True,Nia remembers Puck care: deferred with consent,True
3619,202,cinder_garden,Wren,Pax,Wren uses soft glove for Pax,soft glove,pain,0.6008,0.6708,0.696025,0.748625,0.67,0.688,accepted,True,Pax remembers Wren care: accepted,True
3620,202,lichen_bridge,Kio,Rin,Kio uses lichen soup for Rin,lichen soup,hunger,0.596,0.666,0.817128,0.869728,0.7,0.7,accepted,True,Rin remembers Kio care: accepted,True
3621,202,orchid_engine,Cai,Eli,Cai uses cot pass for Eli,cot pass,rest_debt,0.596,0.666,0.807632,0.860232,0.7,0.7,accepted,True,Eli remembers Cai care: accepted,True
3622,202,moss_ward,Milo,Ari,Milo uses quiet mat for Ari,quiet mat,fatigue,0.596,0.666,0.818373,0.870973,0.7,0.7,accepted,True,Ari remembers Milo care: accepted,True
3623,202,glass_harbor,Sera,Oren,Sera uses salve for Oren,salve,pain,0.596,0.666,0.805601,0.858201,0.7,0.7,accepted,True,Oren remembers Sera care: accepted,True
3624,202,cinder_garden,Juno,Vale,Juno uses cool water for Vale,cool water,temperature,0.596,0.666,0.834995,0.887595,0.7,0.7,accepted,True,Vale remembers Juno care: accepted,True
3625,202,lichen_bridge,Luma,Sol,Luma uses rope splint for Sol,rope splint,injury,0.596,0.666,0.815592,0.868192,0.7,0.7,accepted,True,Sol remembers Luma care: accepted,True
3626,202,orchid_engine,Dax,Bea,Dax uses gear glove for Bea,gear glove,pain,0.596,0.666,0.807473,0.860073,0.7,0.7,accepted,True,Bea remembers Dax care: accepted,True
3627,202,moss_ward,Tala,Fay,Tala uses bandage for Fay,bandage,pain,0.596,0.636,0.814896,0.850096,0.7,0.7,deferred with consent,True,Fay remembers Tala care: deferred with consent,True
3628,202,glass_harbor,Nia,Puck,Nia uses salt tea for Puck,salt tea,thirst,0.596,0.666,0.807437,0.860037,0.7,0.7,accepted,True,Puck remembers Nia care: accepted,True
3629,202,cinder_garden,Pax,Wren,Pax uses shade cloth for Wren,shade cloth,safety,0.596,0.666,0.827617,0.880217,0.7,0.7,accepted,True,Wren remembers Pax care: accepted,True
3630,202,lichen_bridge,Rin,Kio,Rin uses rest alcove for Kio,rest alcove,fatigue,0.596,0.666,0.817312,0.869912,0.7,0.7,accepted,True,Kio remembers Rin care: accepted,True
3631,202,orchid_engine,Eli,Cai,Eli uses heat vent for Cai,heat vent,temperature,0.596,0.666,0.805422,0.858022,0.7,0.7,accepted,True,Cai remembers Eli care: accepted,True
3632,202,moss_ward,Ari,Milo,Ari uses warm broth for Milo,warm broth,hunger,0.596,0.666,0.820682,0.873282,0.7,0.7,accepted,True,Milo remembers Ari care: accepted,True
3633,202,glass_harbor,Oren,Sera,Oren uses steam wrap for Sera,steam wrap,temperature,0.596,0.666,0.805888,0.858488,0.7,0.7,accepted,True,Sera remembers Oren care: accepted,True
3634,202,cinder_garden,Vale,Juno,Vale uses seed meal for Juno,seed meal,hunger,0.596,0.666,0.837211,0.889811,0.7,0.7,accepted,True,Juno remembers Vale care: accepted,True
