tick_id,day,settlement_id,resident_id,object_id,memory_key,reload_index,trust_before,trust_after,debt_before,debt_after,memory_span_days,recalled_after_multiple_reloads,inventory_trust_effect_visible,private_memory_not_dumped
2506,140,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,55,0.98,0.98,0.72,0.72,48,True,True,True
2507,140,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,62,0.98,0.98,0.08,0.08,21,True,True,True
2508,140,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,55,0.98,0.98,0.0,0.0,23,True,True,True
2510,140,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,60,0.98,0.98,0.08,0.08,23,True,True,True
2512,140,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,55,0.98,0.98,0.72,0.72,23,True,True,True
2514,140,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,55,0.734,0.735,0.08,0.08,46,True,True,True
2515,140,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,54,0.98,0.98,0.72,0.72,19,True,True,True
2516,140,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,60,0.98,0.98,0.08,0.08,46,True,True,True
2517,140,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,54,0.98,0.98,0.0,0.0,27,True,True,True
2518,140,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,55,0.98,0.98,0.72,0.72,46,True,True,True
2519,140,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,62,0.98,0.98,0.08,0.08,20,True,True,True
2520,141,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,54,0.98,0.98,0.72,0.72,19,True,True,True
2522,141,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,54,0.98,0.98,0.0,0.0,72,True,True,True
2524,141,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,63,0.98,0.98,0.08,0.08,21,True,True,True
2525,141,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,55,0.98,0.98,0.0,0.0,24,True,True,True
2526,141,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,55,0.98,0.98,0.72,0.72,18,True,True,True
2527,141,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,61,0.98,0.98,0.08,0.08,23,True,True,True
2528,141,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,54,0.98,0.98,0.0,0.0,28,True,True,True
2529,141,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,55,0.98,0.98,0.72,0.72,23,True,True,True
2530,141,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,63,0.88,0.882,0.08,0.08,138,True,True,True
2532,141,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,55,0.98,0.98,0.72,0.72,18,True,True,True
2534,141,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,54,0.98,0.98,0.0,0.0,69,True,True,True
2536,141,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,63,0.98,0.98,0.08,0.08,20,True,True,True
2537,141,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,55,0.98,0.98,0.0,0.0,23,True,True,True
2538,142,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,61,0.98,0.98,0.08,0.08,48,True,True,True
2539,142,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,54,0.98,0.98,0.0,0.0,72,True,True,True
2540,142,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,55,0.98,0.98,0.72,0.72,48,True,True,True
2541,142,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,63,0.98,0.98,0.08,0.08,21,True,True,True
2542,142,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,24,True,True,True
2544,142,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,62,0.98,0.98,0.08,0.08,23,True,True,True
2546,142,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,55,0.98,0.98,0.72,0.72,23,True,True,True
2548,142,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,56,0.735,0.736,0.08,0.08,46,True,True,True
2549,142,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,55,0.98,0.98,0.72,0.72,19,True,True,True
2550,142,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,62,0.98,0.98,0.08,0.08,46,True,True,True
2551,142,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,54,0.98,0.98,0.0,0.0,69,True,True,True
2552,142,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,55,0.98,0.98,0.72,0.72,46,True,True,True
2553,142,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,63,0.98,0.98,0.08,0.08,21,True,True,True
2554,142,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,23,True,True,True
2556,143,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,54,0.98,0.98,0.0,0.0,30,True,True,True
2558,143,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,64,0.98,0.98,0.08,0.08,21,True,True,True
2559,143,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,24,True,True,True
2560,143,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,56,0.98,0.98,0.72,0.72,138,True,True,True
2561,143,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,62,0.98,0.98,0.08,0.08,24,True,True,True
2562,143,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,55,0.98,0.98,0.0,0.0,28,True,True,True
2563,143,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,55,0.98,0.98,0.72,0.72,23,True,True,True
2564,143,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,64,0.848,0.85,0.08,0.08,138,True,True,True
2566,143,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,56,0.98,0.98,0.72,0.72,19,True,True,True
2568,143,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,55,0.98,0.98,0.0,0.0,27,True,True,True
2570,143,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,64,0.98,0.98,0.08,0.08,20,True,True,True
2571,143,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,23,True,True,True
2572,143,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,56,0.98,0.98,0.72,0.72,138,True,True,True
2573,143,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,62,0.98,0.98,0.08,0.08,23,True,True,True
2574,144,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,55,0.98,0.98,0.72,0.72,48,True,True,True
2575,144,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,64,0.98,0.98,0.08,0.08,20,True,True,True
2576,144,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,24,True,True,True
2578,144,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,63,0.98,0.98,0.08,0.08,24,True,True,True
2580,144,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,56,0.98,0.98,0.72,0.72,23,True,True,True
2582,144,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,56,0.736,0.737,0.08,0.08,46,True,True,True
2583,144,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,56,0.98,0.98,0.72,0.72,20,True,True,True
2584,144,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,63,0.98,0.98,0.08,0.08,46,True,True,True
2585,144,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,55,0.98,0.98,0.0,0.0,69,True,True,True
2586,144,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,56,0.98,0.98,0.72,0.72,46,True,True,True
2587,144,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,64,0.98,0.98,0.08,0.08,19,True,True,True
2588,144,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,23,True,True,True
2590,144,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,63,0.98,0.98,0.08,0.08,23,True,True,True
2592,145,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,64,0.98,0.98,0.08,0.08,19,True,True,True
2593,145,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,24,True,True,True
2594,145,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,56,0.8,0.801,0.08,0.08,144,True,True,True
2595,145,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,24,True,True,True
2596,145,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,29,True,True,True
2597,145,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,56,0.98,0.98,0.72,0.72,24,True,True,True
2598,145,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,65,0.98,0.98,0.08,0.08,18,True,True,True
2600,145,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,56,0.98,0.98,0.72,0.72,20,True,True,True
2602,145,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,56,0.98,0.98,0.0,0.0,69,True,True,True
2604,145,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,65,0.98,0.98,0.08,0.08,18,True,True,True
2605,145,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,23,True,True,True
2606,145,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,56,0.803,0.804,0.08,0.08,138,True,True,True
2607,145,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,23,True,True,True
2608,145,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,28,True,True,True
2609,145,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,56,0.98,0.98,0.72,0.72,23,True,True,True
2610,146,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,56,0.98,0.98,0.0,0.0,24,True,True,True
2612,146,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,24,True,True,True
2614,146,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,24,True,True,True
2616,146,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,57,0.737,0.738,0.08,0.08,46,True,True,True
2617,146,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,56,0.98,0.98,0.72,0.72,21,True,True,True
2618,146,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,64,0.98,0.98,0.08,0.08,46,True,True,True
2619,146,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,27,True,True,True
2620,146,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,57,0.98,0.98,0.72,0.72,46,True,True,True
2621,146,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,65,0.98,0.98,0.08,0.08,19,True,True,True
2622,146,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,57,0.98,0.98,0.0,0.0,23,True,True,True
2624,146,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,23,True,True,True
2626,146,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,23,True,True,True
2628,147,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,56,0.98,0.98,0.72,0.72,21,True,True,True
2629,147,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,24,True,True,True
2630,147,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,28,True,True,True
2631,147,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,24,True,True,True
2632,147,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,66,0.886,0.888,0.08,0.08,144,True,True,True
2634,147,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,57,0.98,0.98,0.72,0.72,21,True,True,True
2636,147,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,56,0.98,0.98,0.0,0.0,69,True,True,True
2638,147,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,66,0.98,0.98,0.08,0.08,19,True,True,True
2639,147,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,57,0.98,0.98,0.0,0.0,23,True,True,True
2640,147,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,57,0.98,0.98,0.72,0.72,20,True,True,True
2641,147,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,23,True,True,True
2642,147,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,28,True,True,True
2643,147,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,23,True,True,True
2644,147,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,66,0.89,0.892,0.08,0.08,138,True,True,True
2646,148,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,64,0.98,0.98,0.08,0.08,24,True,True,True
2648,148,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,24,True,True,True
2650,148,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,58,0.738,0.739,0.08,0.08,48,True,True,True
2651,148,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,57,0.98,0.98,0.72,0.72,21,True,True,True
2652,148,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,65,0.98,0.98,0.08,0.08,46,True,True,True
2653,148,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,56,0.98,0.98,0.0,0.0,69,True,True,True
2654,148,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,57,0.98,0.98,0.72,0.72,46,True,True,True
2655,148,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,66,0.98,0.98,0.08,0.08,20,True,True,True
2656,148,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,58,0.98,0.98,0.0,0.0,23,True,True,True
2658,148,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,65,0.98,0.98,0.08,0.08,23,True,True,True
2660,148,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,23,True,True,True
2662,148,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,58,0.739,0.741,0.08,0.08,46,True,True,True
2663,148,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,57,0.98,0.98,0.72,0.72,20,True,True,True
2664,149,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,56,0.98,0.98,0.0,0.0,28,True,True,True
2665,149,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,24,True,True,True
2666,149,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,66,0.856,0.858,0.08,0.08,144,True,True,True
2668,149,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,21,True,True,True
2670,149,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,57,0.98,0.98,0.0,0.0,28,True,True,True
2672,149,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,66,0.98,0.98,0.08,0.08,20,True,True,True
2673,149,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,58,0.98,0.98,0.0,0.0,23,True,True,True
2674,149,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,58,0.98,0.98,0.72,0.72,138,True,True,True
2675,149,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,65,0.98,0.98,0.08,0.08,23,True,True,True
2676,149,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,57,0.98,0.98,0.0,0.0,27,True,True,True
2677,149,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,23,True,True,True
2678,149,repair_ring,Juno,cool cloth,ssrm.v45.inventory_trust.repair_ring.Juno,66,0.86,0.862,0.08,0.08,138,True,True,True
2680,149,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,20,True,True,True
2682,150,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,57,0.98,0.98,0.72,0.72,24,True,True,True
2684,150,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,58,0.741,0.743,0.08,0.08,48,True,True,True
2685,150,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,21,True,True,True
2686,150,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,66,0.98,0.98,0.08,0.08,48,True,True,True
2687,150,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,57,0.98,0.98,0.0,0.0,72,True,True,True
2688,150,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,58,0.98,0.98,0.72,0.72,46,True,True,True
2689,150,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,66,0.98,0.98,0.08,0.08,21,True,True,True
2690,150,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,58,0.98,0.98,0.0,0.0,23,True,True,True
2692,150,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,66,0.98,0.98,0.08,0.08,23,True,True,True
2694,150,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,58,0.98,0.98,0.72,0.72,23,True,True,True
2696,150,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,58,0.743,0.744,0.08,0.08,46,True,True,True
2697,150,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,21,True,True,True
2698,150,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,66,0.98,0.98,0.08,0.08,46,True,True,True
2699,150,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,57,0.98,0.98,0.0,0.0,69,True,True,True
2700,151,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,66,0.98,0.98,0.08,0.08,21,True,True,True
2702,151,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,21,True,True,True
2704,151,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,58,0.98,0.98,0.0,0.0,72,True,True,True
2706,151,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,67,0.98,0.98,0.08,0.08,21,True,True,True
2707,151,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,59,0.98,0.98,0.0,0.0,23,True,True,True
2708,151,roofward,Fay,shade cloth,ssrm.v45.inventory_trust.roofward.Fay,58,0.81,0.811,0.08,0.08,138,True,True,True
2709,151,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,66,0.98,0.98,0.08,0.08,23,True,True,True
2710,151,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,58,0.98,0.98,0.0,0.0,28,True,True,True
2711,151,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,58,0.98,0.98,0.72,0.72,23,True,True,True
2712,151,repair_ring,Pax,cool cloth,ssrm.v45.inventory_trust.repair_ring.Pax,67,0.98,0.98,0.08,0.08,20,True,True,True
2714,151,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,20,True,True,True
2716,151,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,58,0.98,0.98,0.0,0.0,69,True,True,True
2718,152,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,59,0.744,0.745,0.08,0.08,48,True,True,True
2719,152,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,20,True,True,True
2720,152,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,66,0.98,0.98,0.08,0.08,48,True,True,True
2721,152,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,58,0.98,0.98,0.0,0.0,29,True,True,True
2722,152,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,59,0.98,0.98,0.72,0.72,48,True,True,True
2723,152,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,67,0.98,0.98,0.08,0.08,21,True,True,True
2724,152,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,60,0.98,0.98,0.0,0.0,23,True,True,True
2726,152,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,66,0.98,0.98,0.08,0.08,23,True,True,True
2728,152,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,59,0.98,0.98,0.72,0.72,23,True,True,True
2730,152,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,60,0.745,0.746,0.08,0.08,46,True,True,True
2731,152,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,19,True,True,True
2732,152,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,66,0.98,0.98,0.08,0.08,46,True,True,True
2733,152,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,58,0.98,0.98,0.0,0.0,27,True,True,True
2734,152,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,59,0.98,0.98,0.72,0.72,46,True,True,True
2735,152,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,67,0.98,0.98,0.08,0.08,20,True,True,True
2736,153,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,58,0.98,0.98,0.72,0.72,19,True,True,True
2738,153,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,58,0.98,0.98,0.0,0.0,72,True,True,True
2740,153,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,68,0.98,0.98,0.08,0.08,21,True,True,True
2741,153,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,60,0.98,0.98,0.0,0.0,24,True,True,True
2742,153,roofward,Sera,shade cloth,ssrm.v45.inventory_trust.roofward.Sera,59,0.98,0.98,0.72,0.72,18,True,True,True
2743,153,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,66,0.98,0.98,0.08,0.08,23,True,True,True
2744,153,signal,Ren,oil lantern,ssrm.v45.inventory_trust.signal.Ren,59,0.98,0.98,0.0,0.0,28,True,True,True
2745,153,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,59,0.98,0.98,0.72,0.72,23,True,True,True
2746,153,repair_ring,Vale,cool cloth,ssrm.v45.inventory_trust.repair_ring.Vale,68,0.898,0.9,0.08,0.08,138,True,True,True
2748,153,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,59,0.98,0.98,0.72,0.72,18,True,True,True
2750,153,signal,Milo,wind wrap,ssrm.v45.inventory_trust.signal.Milo,59,0.98,0.98,0.0,0.0,69,True,True,True
2752,153,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,68,0.98,0.98,0.08,0.08,20,True,True,True
2753,153,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,60,0.98,0.98,0.0,0.0,23,True,True,True
2754,154,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,66,0.98,0.98,0.08,0.08,48,True,True,True
2755,154,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,59,0.98,0.98,0.0,0.0,72,True,True,True
2756,154,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,59,0.98,0.98,0.72,0.72,48,True,True,True
2757,154,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,68,0.98,0.98,0.08,0.08,21,True,True,True
2758,154,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,61,0.98,0.98,0.0,0.0,24,True,True,True
2760,154,archive,Nia,signal spool,ssrm.v45.inventory_trust.archive.Nia,67,0.98,0.98,0.08,0.08,23,True,True,True
2762,154,orchard,Pim,dry cord,ssrm.v45.inventory_trust.orchard.Pim,59,0.98,0.98,0.72,0.72,23,True,True,True
2764,154,riverbend,Ari,cedar plank,ssrm.v45.inventory_trust.riverbend.Ari,61,0.746,0.747,0.08,0.08,46,True,True,True
2765,154,roofward,Sera,herb ledger,ssrm.v45.inventory_trust.roofward.Sera,59,0.98,0.98,0.72,0.72,19,True,True,True
2766,154,archive,Vell,memory tag,ssrm.v45.inventory_trust.archive.Vell,67,0.98,0.98,0.08,0.08,46,True,True,True
2767,154,signal,Kesh,wind wrap,ssrm.v45.inventory_trust.signal.Kesh,59,0.98,0.98,0.0,0.0,69,True,True,True
2768,154,orchard,Ivo,seed satchel,ssrm.v45.inventory_trust.orchard.Ivo,59,0.98,0.98,0.72,0.72,46,True,True,True
2769,154,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,68,0.98,0.98,0.08,0.08,21,True,True,True
2770,154,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,61,0.98,0.98,0.0,0.0,23,True,True,True
2772,155,signal,Ren,wind wrap,ssrm.v45.inventory_trust.signal.Ren,59,0.98,0.98,0.0,0.0,30,True,True,True
2774,155,repair_ring,Pax,copper wire,ssrm.v45.inventory_trust.repair_ring.Pax,68,0.98,0.98,0.08,0.08,21,True,True,True
2775,155,riverbend,Cee,binding cord,ssrm.v45.inventory_trust.riverbend.Cee,61,0.98,0.98,0.0,0.0,24,True,True,True
2776,155,roofward,Orr,shade cloth,ssrm.v45.inventory_trust.roofward.Orr,60,0.98,0.98,0.72,0.72,144,True,True,True
