tick,day,slot,resident,room,schedule_state,need_state,debt_focus,project_progress,offscreen,schedule_changed_by_avatar,agency_preserved
3582,200,0,Sera,river gate,seek tool,guarded,repair promise,0.914552,True,False,True
3583,200,1,Tovan,arrival court,care duty,steady,missed greeting,0.956625,False,True,True
3584,200,2,Nia,tool alcove,private task,wet,care favor,0.960017,False,False,True
3585,200,3,Ari,rain court,recover focus,focused,route warning,0.921608,False,False,True
3586,200,4,Fay,fiber loft,work,relieved,tool loan,0.876712,False,True,True
3587,200,5,Milo,west hearth,negotiate debt,tired,water carry,0.866606,False,True,True
3588,200,6,Sera,river gate,negotiate debt,hungry,repair promise,0.900581,False,True,True
3589,200,7,Tovan,arrival court,care duty,guarded,missed greeting,0.917401,False,True,True
3590,200,8,Nia,tool alcove,care duty,steady,care favor,0.96402,True,False,True
3591,200,9,Ari,rain court,private task,wet,route warning,0.935158,False,True,True
3592,200,10,Fay,fiber loft,recover focus,focused,tool loan,0.887351,False,False,True
3593,200,11,Milo,west hearth,work,relieved,water carry,0.864552,False,False,True
3594,200,12,Sera,river gate,rest,tired,repair promise,0.887723,False,True,True
3595,200,13,Tovan,arrival court,seek tool,hungry,missed greeting,0.93556,False,True,True
3596,200,14,Nia,tool alcove,seek tool,guarded,care favor,0.964082,False,True,True
3597,200,15,Ari,rain court,private task,steady,route warning,0.917066,False,True,True
3598,200,16,Fay,fiber loft,private task,wet,tool loan,0.900157,True,False,True
3599,200,17,Milo,west hearth,recover focus,focused,water carry,0.866482,False,True,True
3600,201,0,Sera,arrival court,rest,wet,missed greeting,0.949034,True,False,True
3601,201,1,Tovan,tool alcove,negotiate debt,focused,care favor,0.978,False,True,True
3602,201,2,Nia,rain court,care duty,relieved,route warning,0.978,False,True,True
3603,201,3,Ari,fiber loft,care duty,tired,tool loan,0.95609,False,True,True
3604,201,4,Fay,west hearth,recover focus,hungry,water carry,0.881194,False,True,False
3605,201,5,Milo,river gate,recover focus,guarded,repair promise,0.901088,True,False,True
3606,201,6,Sera,arrival court,work,steady,missed greeting,0.935064,False,True,True
3607,201,7,Tovan,tool alcove,rest,wet,care favor,0.978,False,False,True
3608,201,8,Nia,rain court,negotiate debt,focused,route warning,0.978,False,False,True
3609,201,9,Ari,fiber loft,seek tool,relieved,tool loan,0.96964,False,True,True
3610,201,10,Fay,west hearth,private task,tired,water carry,0.921833,False,True,True
3611,201,11,Milo,river gate,private task,hungry,repair promise,0.899035,False,True,True
3612,201,12,Sera,arrival court,work,guarded,missed greeting,0.892206,False,True,False
3613,201,13,Tovan,tool alcove,work,steady,care favor,0.970043,True,False,True
3614,201,14,Nia,rain court,rest,wet,route warning,0.978,False,True,True
3615,201,15,Ari,fiber loft,negotiate debt,focused,tool loan,0.978,False,False,True
3616,201,16,Fay,west hearth,seek tool,relieved,water carry,0.934639,False,False,True
3617,201,17,Milo,river gate,care duty,tired,repair promise,0.900965,True,True,True
3618,202,0,Sera,tool alcove,recover focus,relieved,care favor,0.978,False,True,True
3619,202,1,Tovan,rain court,rest,tired,route warning,0.948,False,True,True
3620,202,2,Nia,fiber loft,rest,hungry,tool loan,0.978,True,False,True
3621,202,3,Ari,west hearth,negotiate debt,guarded,water carry,0.978,False,True,True
3622,202,4,Fay,river gate,seek tool,steady,repair promise,0.945677,False,False,True
3623,202,5,Milo,arrival court,care duty,wet,missed greeting,0.935571,False,False,True
3624,202,6,Sera,tool alcove,private task,focused,care favor,0.969546,False,True,True
3625,202,7,Tovan,rain court,work,relieved,route warning,0.978,False,True,True
3626,202,8,Nia,fiber loft,work,tired,tool loan,0.978,False,True,True
3627,202,9,Ari,west hearth,negotiate debt,hungry,water carry,0.948,False,True,True
3628,202,10,Fay,river gate,negotiate debt,guarded,repair promise,0.956316,True,False,True
3629,202,11,Milo,arrival court,seek tool,steady,missed greeting,0.933518,False,True,True
3630,202,12,Sera,tool alcove,care duty,wet,care favor,0.956689,False,False,True
3631,202,13,Tovan,rain court,private task,focused,route warning,0.978,False,False,True
3632,202,14,Nia,fiber loft,recover focus,relieved,tool loan,0.978,False,True,True
3633,202,15,Ari,west hearth,rest,tired,water carry,0.978,False,True,True
3634,202,16,Fay,river gate,rest,hungry,repair promise,0.969122,False,True,True
3635,202,17,Milo,arrival court,seek tool,guarded,missed greeting,0.905447,False,True,True
3636,203,0,Sera,rain court,care duty,hungry,route warning,0.018,False,True,True
3637,203,1,Tovan,fiber loft,private task,guarded,tool loan,0.060074,False,False,True
3638,203,2,Nia,west hearth,recover focus,steady,water carry,0.063465,False,False,True
3639,203,3,Ari,river gate,work,wet,repair promise,0.025056,False,True,True
3640,203,4,Fay,arrival court,negotiate debt,focused,missed greeting,0.018,False,True,False
3641,203,5,Milo,tool alcove,negotiate debt,relieved,care favor,0.018,False,True,True
3642,203,6,Sera,rain court,care duty,tired,route warning,0.0,False,True,True
3643,203,7,Tovan,fiber loft,care duty,hungry,tool loan,0.050849,True,False,True
3644,203,8,Nia,west hearth,private task,guarded,water carry,0.067468,False,True,True
3645,203,9,Ari,river gate,recover focus,steady,repair promise,0.038606,False,False,True
3646,203,10,Fay,arrival court,work,wet,missed greeting,0.018,False,False,True
3647,203,11,Milo,tool alcove,rest,focused,care favor,0.018,False,True,True
3648,203,12,Sera,rain court,seek tool,relieved,route warning,0.018,False,True,False
3649,203,13,Tovan,fiber loft,seek tool,tired,tool loan,0.039008,False,True,True
3650,203,14,Nia,west hearth,private task,hungry,water carry,0.03753,False,True,True
3651,203,15,Ari,river gate,private task,guarded,repair promise,0.050514,True,False,True
3652,203,16,Fay,arrival court,recover focus,steady,missed greeting,0.018,False,True,True
3653,203,17,Milo,tool alcove,work,wet,care favor,0.018,False,False,True
3654,204,0,Sera,fiber loft,negotiate debt,steady,tool loan,0.052483,True,True,True
3655,204,1,Tovan,west hearth,care duty,wet,water carry,0.094556,False,True,True
3656,204,2,Nia,river gate,care duty,focused,repair promise,0.097948,False,True,True
3657,204,3,Ari,arrival court,recover focus,relieved,missed greeting,0.029539,False,True,True
3658,204,4,Fay,tool alcove,recover focus,tired,care favor,0.018,True,False,True
3659,204,5,Milo,rain court,work,hungry,route warning,0.018,False,True,True
3660,204,6,Sera,fiber loft,rest,guarded,tool loan,0.038512,False,False,True
3661,204,7,Tovan,west hearth,negotiate debt,steady,water carry,0.085332,False,False,True
3662,204,8,Nia,river gate,seek tool,wet,repair promise,0.101951,False,True,True
3663,204,9,Ari,arrival court,private task,focused,missed greeting,0.073089,False,True,True
3664,204,10,Fay,tool alcove,private task,relieved,care favor,0.025282,False,True,True
3665,204,11,Milo,rain court,work,tired,route warning,0.0,False,True,True
3666,204,12,Sera,fiber loft,work,hungry,tool loan,0.025654,True,False,True
3667,204,13,Tovan,west hearth,rest,guarded,water carry,0.073491,False,True,True
3668,204,14,Nia,river gate,negotiate debt,steady,repair promise,0.102013,False,False,True
3669,204,15,Ari,arrival court,seek tool,wet,missed greeting,0.084997,False,False,True
3670,204,16,Fay,tool alcove,care duty,focused,care favor,0.038088,False,True,True
3671,204,17,Milo,rain court,recover focus,relieved,route warning,0.018,True,True,True
3672,205,0,Sera,west hearth,rest,focused,water carry,0.056966,False,True,False
3673,205,1,Tovan,river gate,rest,relieved,repair promise,0.129039,True,False,True
3674,205,2,Nia,arrival court,negotiate debt,tired,missed greeting,0.13243,False,True,True
3675,205,3,Ari,tool alcove,seek tool,hungry,care favor,0.094022,False,False,True
3676,205,4,Fay,rain court,care duty,guarded,route warning,0.049125,False,False,True
3677,205,5,Milo,fiber loft,private task,steady,tool loan,0.039019,False,True,True
3678,205,6,Sera,west hearth,work,wet,water carry,0.072995,False,True,True
3679,205,7,Tovan,river gate,work,focused,repair promise,0.119815,False,True,True
3680,205,8,Nia,arrival court,negotiate debt,relieved,missed greeting,0.106433,False,True,False
3681,205,9,Ari,tool alcove,negotiate debt,tired,care favor,0.107571,True,False,True
3682,205,10,Fay,rain court,seek tool,hungry,route warning,0.059764,False,True,True
3683,205,11,Milo,fiber loft,care duty,guarded,tool loan,0.036966,False,False,True
3684,205,12,Sera,west hearth,private task,steady,water carry,0.060137,False,False,True
3685,205,13,Tovan,river gate,recover focus,wet,repair promise,0.107974,False,True,True
3686,205,14,Nia,arrival court,rest,focused,missed greeting,0.136496,False,True,True
3687,205,15,Ari,tool alcove,rest,relieved,care favor,0.11948,False,True,True
3688,205,16,Fay,rain court,seek tool,tired,route warning,0.04257,False,True,False
3689,205,17,Milo,fiber loft,seek tool,hungry,tool loan,0.038896,True,False,True
3690,206,0,Sera,river gate,private task,tired,repair promise,0.121448,False,False,True
3691,206,1,Tovan,arrival court,recover focus,hungry,missed greeting,0.163522,False,False,True
3692,206,2,Nia,tool alcove,work,guarded,care favor,0.166913,False,True,True
3693,206,3,Ari,rain court,negotiate debt,steady,route warning,0.128504,False,True,True
3694,206,4,Fay,fiber loft,negotiate debt,wet,tool loan,0.083608,False,True,True
3695,206,5,Milo,west hearth,care duty,focused,water carry,0.043502,False,True,True
3696,206,6,Sera,river gate,care duty,relieved,repair promise,0.107478,True,False,True
3697,206,7,Tovan,arrival court,private task,tired,missed greeting,0.154298,False,True,True
3698,206,8,Nia,tool alcove,recover focus,hungry,care favor,0.170916,False,False,True
3699,206,9,Ari,rain court,work,guarded,route warning,0.142054,False,False,True
3700,206,10,Fay,fiber loft,rest,steady,tool loan,0.094247,False,True,True
3701,206,11,Milo,west hearth,seek tool,wet,water carry,0.071449,False,True,True
3702,206,12,Sera,river gate,seek tool,focused,repair promise,0.09462,False,True,True
3703,206,13,Tovan,arrival court,private task,relieved,missed greeting,0.112457,False,True,True
3704,206,14,Nia,tool alcove,private task,tired,care favor,0.170979,True,False,True
3705,206,15,Ari,rain court,recover focus,hungry,route warning,0.153963,False,True,True
3706,206,16,Fay,fiber loft,work,guarded,tool loan,0.107053,False,False,True
3707,206,17,Milo,west hearth,rest,steady,water carry,0.073378,False,False,True
3708,207,0,Sera,arrival court,care duty,guarded,missed greeting,0.155931,True,True,False
3709,207,1,Tovan,tool alcove,care duty,steady,care favor,0.198005,False,True,True
3710,207,2,Nia,rain court,recover focus,wet,route warning,0.171396,False,True,True
3711,207,3,Ari,fiber loft,recover focus,focused,tool loan,0.162987,True,False,True
3712,207,4,Fay,west hearth,work,relieved,water carry,0.118091,False,True,True
3713,207,5,Milo,river gate,rest,tired,repair promise,0.107985,False,False,True
3714,207,6,Sera,arrival court,negotiate debt,hungry,missed greeting,0.14196,False,False,True
3715,207,7,Tovan,tool alcove,seek tool,guarded,care favor,0.18878,False,True,True
3716,207,8,Nia,rain court,private task,steady,route warning,0.205399,False,True,False
3717,207,9,Ari,fiber loft,private task,wet,tool loan,0.176537,False,True,True
3718,207,10,Fay,west hearth,work,focused,water carry,0.09873,False,True,True
3719,207,11,Milo,river gate,work,relieved,repair promise,0.105932,True,False,True
3720,207,12,Sera,arrival court,rest,tired,missed greeting,0.129102,False,True,True
3721,207,13,Tovan,tool alcove,negotiate debt,hungry,care favor,0.176939,False,False,True
3722,207,14,Nia,rain court,seek tool,guarded,route warning,0.205461,False,False,True
3723,207,15,Ari,fiber loft,care duty,steady,tool loan,0.188445,False,True,True
3724,207,16,Fay,west hearth,recover focus,wet,water carry,0.141536,False,True,False
3725,207,17,Milo,river gate,recover focus,focused,repair promise,0.107861,True,True,True
3726,208,0,Sera,tool alcove,rest,wet,care favor,0.190414,True,False,True
3727,208,1,Tovan,rain court,negotiate debt,focused,route warning,0.232487,False,True,True
3728,208,2,Nia,fiber loft,seek tool,relieved,tool loan,0.235879,False,False,True
3729,208,3,Ari,west hearth,care duty,tired,water carry,0.19747,False,False,True
3730,208,4,Fay,river gate,private task,hungry,repair promise,0.152574,False,True,True
3731,208,5,Milo,arrival court,work,guarded,missed greeting,0.142468,False,True,True
3732,208,6,Sera,tool alcove,work,steady,care favor,0.176443,False,True,True
3733,208,7,Tovan,rain court,negotiate debt,wet,route warning,0.193263,False,True,True
3734,208,8,Nia,fiber loft,negotiate debt,focused,tool loan,0.239882,True,False,True
3735,208,9,Ari,west hearth,seek tool,relieved,water carry,0.21102,False,True,True
3736,208,10,Fay,river gate,care duty,tired,repair promise,0.163213,False,False,True
3737,208,11,Milo,arrival court,private task,hungry,missed greeting,0.140414,False,False,True
3738,208,12,Sera,tool alcove,recover focus,guarded,care favor,0.163585,False,True,True
3739,208,13,Tovan,rain court,rest,steady,route warning,0.211422,False,True,True
3740,208,14,Nia,fiber loft,rest,wet,tool loan,0.239944,False,True,True
3741,208,15,Ari,west hearth,seek tool,focused,water carry,0.192928,False,True,True
3742,208,16,Fay,river gate,seek tool,relieved,repair promise,0.176019,True,False,True
3743,208,17,Milo,arrival court,care duty,tired,missed greeting,0.142344,False,True,True
3744,209,0,Sera,rain court,recover focus,relieved,route warning,0.224897,False,False,True
3745,209,1,Tovan,fiber loft,work,tired,tool loan,0.26697,False,True,True
3746,209,2,Nia,west hearth,negotiate debt,hungry,water carry,0.270361,False,True,True
3747,209,3,Ari,river gate,negotiate debt,guarded,repair promise,0.231953,False,True,True
3748,209,4,Fay,arrival court,care duty,steady,missed greeting,0.157056,False,True,False
3749,209,5,Milo,tool alcove,care duty,wet,care favor,0.17695,True,False,True
3750,209,6,Sera,rain court,private task,focused,route warning,0.210926,False,True,True
3751,209,7,Tovan,fiber loft,recover focus,relieved,tool loan,0.257746,False,False,True
3752,209,8,Nia,west hearth,work,tired,water carry,0.274364,False,False,True
3753,209,9,Ari,river gate,rest,hungry,repair promise,0.245502,False,True,True
3754,209,10,Fay,arrival court,seek tool,guarded,missed greeting,0.197695,False,True,True
3755,209,11,Milo,tool alcove,seek tool,steady,care favor,0.174897,False,True,True
3756,209,12,Sera,rain court,private task,wet,route warning,0.168068,False,True,False
3757,209,13,Tovan,fiber loft,private task,focused,tool loan,0.245905,True,False,True
3758,209,14,Nia,west hearth,recover focus,relieved,water carry,0.274427,False,True,True
3759,209,15,Ari,river gate,work,tired,repair promise,0.257411,False,False,True
3760,209,16,Fay,arrival court,rest,hungry,missed greeting,0.210501,False,False,True
3761,209,17,Milo,tool alcove,negotiate debt,guarded,care favor,0.176827,False,True,True
3762,210,0,Sera,fiber loft,care duty,hungry,tool loan,0.259379,True,True,True
3763,210,1,Tovan,west hearth,recover focus,guarded,water carry,0.271453,False,True,True
3764,210,2,Nia,river gate,recover focus,steady,repair promise,0.304844,True,False,True
3765,210,3,Ari,arrival court,work,wet,missed greeting,0.266435,False,True,True
3766,210,4,Fay,tool alcove,rest,focused,care favor,0.221539,False,False,True
3767,210,5,Milo,rain court,negotiate debt,relieved,route warning,0.211433,False,False,True
3768,210,6,Sera,fiber loft,seek tool,tired,tool loan,0.245409,False,True,True
3769,210,7,Tovan,west hearth,private task,hungry,water carry,0.292229,False,True,True
3770,210,8,Nia,river gate,private task,guarded,repair promise,0.308847,False,True,True
3771,210,9,Ari,arrival court,work,steady,missed greeting,0.249985,False,True,True
3772,210,10,Fay,tool alcove,work,wet,care favor,0.232178,True,False,True
3773,210,11,Milo,rain court,rest,focused,route warning,0.20938,False,True,True
3774,210,12,Sera,fiber loft,negotiate debt,relieved,tool loan,0.232551,False,False,True
3775,210,13,Tovan,west hearth,seek tool,tired,water carry,0.280388,False,False,True
3776,210,14,Nia,river gate,care duty,hungry,repair promise,0.30891,False,True,True
3777,210,15,Ari,arrival court,recover focus,guarded,missed greeting,0.291894,False,True,True
3778,210,16,Fay,tool alcove,recover focus,steady,care favor,0.244984,False,True,True
3779,210,17,Milo,rain court,rest,wet,route warning,0.181309,True,True,True
3780,211,0,Sera,west hearth,negotiate debt,steady,water carry,0.293862,False,True,True
3781,211,1,Tovan,river gate,seek tool,wet,repair promise,0.335936,False,False,True
3782,211,2,Nia,arrival court,care duty,focused,missed greeting,0.339327,False,False,True
3783,211,3,Ari,tool alcove,private task,relieved,care favor,0.300918,False,True,True
3784,211,4,Fay,rain court,work,tired,route warning,0.256022,False,True,False
3785,211,5,Milo,fiber loft,work,hungry,tool loan,0.245916,False,True,True
3786,211,6,Sera,west hearth,negotiate debt,guarded,water carry,0.249891,False,True,True
3787,211,7,Tovan,river gate,negotiate debt,steady,repair promise,0.326711,True,False,True
3788,211,8,Nia,arrival court,seek tool,wet,missed greeting,0.34333,False,True,True
3789,211,9,Ari,tool alcove,care duty,focused,care favor,0.314468,False,False,True
3790,211,10,Fay,rain court,private task,relieved,route warning,0.266661,False,False,True
3791,211,11,Milo,fiber loft,recover focus,tired,tool loan,0.243863,False,True,True
3792,211,12,Sera,west hearth,rest,hungry,water carry,0.267033,False,True,False
3793,211,13,Tovan,river gate,rest,guarded,repair promise,0.31487,False,True,True
3794,211,14,Nia,arrival court,seek tool,steady,missed greeting,0.313392,False,True,True
3795,211,15,Ari,tool alcove,seek tool,wet,care favor,0.326376,True,False,True
3796,211,16,Fay,rain court,care duty,focused,route warning,0.279467,False,True,True
3797,211,17,Milo,fiber loft,private task,relieved,tool loan,0.245792,False,False,True
3798,212,0,Sera,river gate,work,focused,repair promise,0.328345,False,True,True
3799,212,1,Tovan,arrival court,negotiate debt,relieved,missed greeting,0.370418,False,True,True
3800,212,2,Nia,tool alcove,negotiate debt,tired,care favor,0.37381,False,True,True
3801,212,3,Ari,rain court,care duty,hungry,route warning,0.305401,False,True,True
3802,212,4,Fay,fiber loft,care duty,guarded,tool loan,0.290505,True,False,True
3803,212,5,Milo,west hearth,private task,steady,water carry,0.280399,False,True,True
3804,212,6,Sera,river gate,recover focus,wet,repair promise,0.314374,False,False,True
3805,212,7,Tovan,arrival court,work,focused,missed greeting,0.361194,False,False,True
3806,212,8,Nia,tool alcove,rest,relieved,care favor,0.377813,False,True,True
3807,212,9,Ari,rain court,seek tool,tired,route warning,0.348951,False,True,True
3808,212,10,Fay,fiber loft,seek tool,hungry,tool loan,0.301144,False,True,True
3809,212,11,Milo,west hearth,private task,guarded,water carry,0.248345,False,True,True
3810,212,12,Sera,river gate,private task,steady,repair promise,0.301516,True,False,True
3811,212,13,Tovan,arrival court,recover focus,wet,missed greeting,0.349353,False,True,True
3812,212,14,Nia,tool alcove,work,focused,care favor,0.377875,False,False,True
3813,212,15,Ari,rain court,rest,relieved,route warning,0.360859,False,False,True
3814,212,16,Fay,fiber loft,negotiate debt,tired,tool loan,0.31395,False,True,True
3815,212,17,Milo,west hearth,care duty,hungry,water carry,0.280275,False,True,True
3816,213,0,Sera,arrival court,recover focus,tired,missed greeting,0.332828,True,True,False
3817,213,1,Tovan,tool alcove,recover focus,hungry,care favor,0.404901,True,False,True
3818,213,2,Nia,rain court,work,guarded,route warning,0.408292,False,True,True
3819,213,3,Ari,fiber loft,rest,steady,tool loan,0.369884,False,False,True
3820,213,4,Fay,west hearth,negotiate debt,wet,water carry,0.324987,False,False,True
3821,213,5,Milo,river gate,seek tool,focused,repair promise,0.314881,False,True,True
3822,213,6,Sera,arrival court,private task,relieved,missed greeting,0.348857,False,True,True
3823,213,7,Tovan,tool alcove,private task,tired,care favor,0.395677,False,True,True
3824,213,8,Nia,rain court,work,hungry,route warning,0.382295,False,True,False
3825,213,9,Ari,fiber loft,work,guarded,tool loan,0.383434,True,False,True
3826,213,10,Fay,west hearth,rest,steady,water carry,0.335627,False,True,True
3827,213,11,Milo,river gate,negotiate debt,wet,repair promise,0.312828,False,False,True
3828,213,12,Sera,arrival court,seek tool,focused,missed greeting,0.335999,False,False,True
3829,213,13,Tovan,tool alcove,care duty,relieved,care favor,0.383836,False,True,True
3830,213,14,Nia,rain court,recover focus,tired,route warning,0.412358,False,True,True
3831,213,15,Ari,fiber loft,recover focus,hungry,tool loan,0.395342,False,True,True
3832,213,16,Fay,west hearth,rest,guarded,water carry,0.318432,False,True,False
3833,213,17,Milo,river gate,rest,steady,repair promise,0.314758,True,False,True
3834,214,0,Sera,tool alcove,seek tool,guarded,care favor,0.39731,False,False,True
3835,214,1,Tovan,rain court,care duty,steady,route warning,0.439384,False,False,True
3836,214,2,Nia,fiber loft,private task,wet,tool loan,0.442775,False,True,True
3837,214,3,Ari,west hearth,work,focused,water carry,0.404366,False,True,True
3838,214,4,Fay,river gate,work,relieved,repair promise,0.35947,False,True,True
3839,214,5,Milo,arrival court,negotiate debt,tired,missed greeting,0.319364,False,True,True
3840,214,6,Sera,tool alcove,negotiate debt,hungry,care favor,0.38334,True,False,True
3841,214,7,Tovan,rain court,seek tool,guarded,route warning,0.43016,False,True,True
3842,214,8,Nia,fiber loft,care duty,steady,tool loan,0.446778,False,False,True
3843,214,9,Ari,west hearth,private task,wet,water carry,0.417916,False,False,True
3844,214,10,Fay,river gate,recover focus,focused,repair promise,0.370109,False,True,True
3845,214,11,Milo,arrival court,rest,relieved,missed greeting,0.347311,False,True,True
3846,214,12,Sera,tool alcove,rest,tired,care favor,0.370482,False,True,True
3847,214,13,Tovan,rain court,seek tool,hungry,route warning,0.388319,False,True,True
3848,214,14,Nia,fiber loft,seek tool,guarded,tool loan,0.446841,True,False,True
3849,214,15,Ari,west hearth,care duty,steady,water carry,0.429825,False,True,True
3850,214,16,Fay,river gate,private task,wet,repair promise,0.382915,False,False,True
3851,214,17,Milo,arrival court,recover focus,focused,missed greeting,0.34924,False,False,True
3852,215,0,Sera,rain court,negotiate debt,wet,route warning,0.431793,False,True,False
3853,215,1,Tovan,fiber loft,negotiate debt,focused,tool loan,0.473867,False,True,True
3854,215,2,Nia,west hearth,care duty,relieved,water carry,0.447258,False,True,True
3855,215,3,Ari,river gate,care duty,tired,repair promise,0.438849,True,False,True
3856,215,4,Fay,arrival court,private task,hungry,missed greeting,0.393953,False,True,True
3857,215,5,Milo,tool alcove,recover focus,guarded,care favor,0.383847,False,False,True
3858,215,6,Sera,rain court,work,steady,route warning,0.417822,False,False,True
3859,215,7,Tovan,fiber loft,rest,wet,tool loan,0.464642,False,True,True
3860,215,8,Nia,west hearth,seek tool,focused,water carry,0.481261,False,True,False
3861,215,9,Ari,river gate,seek tool,relieved,repair promise,0.452399,False,True,True
3862,215,10,Fay,arrival court,private task,tired,missed greeting,0.374592,False,True,True
3863,215,11,Milo,tool alcove,private task,hungry,care favor,0.381794,True,False,True
3864,215,12,Sera,rain court,recover focus,guarded,route warning,0.404964,False,True,True
3865,215,13,Tovan,fiber loft,work,steady,tool loan,0.452801,False,False,True
3866,215,14,Nia,west hearth,rest,wet,water carry,0.481323,False,False,True
3867,215,15,Ari,river gate,negotiate debt,focused,repair promise,0.464307,False,True,True
3868,215,16,Fay,arrival court,care duty,relieved,missed greeting,0.417398,False,True,False
3869,215,17,Milo,tool alcove,care duty,tired,care favor,0.383723,False,True,True
3870,216,0,Sera,fiber loft,recover focus,relieved,tool loan,0.466276,True,False,True
3871,216,1,Tovan,west hearth,work,tired,water carry,0.508349,False,True,True
3872,216,2,Nia,river gate,rest,hungry,repair promise,0.511741,False,False,True
3873,216,3,Ari,arrival court,negotiate debt,guarded,missed greeting,0.473332,False,False,True
3874,216,4,Fay,tool alcove,seek tool,steady,care favor,0.428436,False,True,True
3875,216,5,Milo,rain court,private task,wet,route warning,0.41833,False,True,True
3876,216,6,Sera,fiber loft,private task,focused,tool loan,0.452305,False,True,True
3877,216,7,Tovan,west hearth,work,relieved,water carry,0.469125,False,True,True
3878,216,8,Nia,river gate,work,tired,repair promise,0.515744,True,False,True
3879,216,9,Ari,arrival court,rest,hungry,missed greeting,0.486882,False,True,True
3880,216,10,Fay,tool alcove,negotiate debt,guarded,care favor,0.439075,False,False,True
3881,216,11,Milo,rain court,seek tool,steady,route warning,0.416276,False,False,True
3882,216,12,Sera,fiber loft,care duty,wet,tool loan,0.439447,False,True,True
3883,216,13,Tovan,west hearth,recover focus,focused,water carry,0.487284,False,True,True
3884,216,14,Nia,river gate,recover focus,relieved,repair promise,0.515806,False,True,True
3885,216,15,Ari,arrival court,rest,tired,missed greeting,0.46879,False,True,True
3886,216,16,Fay,tool alcove,rest,hungry,care favor,0.451881,True,False,True
3887,216,17,Milo,rain court,negotiate debt,guarded,route warning,0.418206,True,True,True
3888,217,0,Sera,west hearth,care duty,hungry,water carry,0.500759,False,False,True
3889,217,1,Tovan,river gate,private task,guarded,repair promise,0.542832,False,True,True
3890,217,2,Nia,arrival court,work,steady,missed greeting,0.546223,False,True,True
3891,217,3,Ari,tool alcove,work,wet,care favor,0.507815,False,True,True
3892,217,4,Fay,rain court,negotiate debt,focused,route warning,0.432918,False,True,False
3893,217,5,Milo,fiber loft,negotiate debt,relieved,tool loan,0.452812,True,False,True
3894,217,6,Sera,west hearth,seek tool,tired,water carry,0.486788,False,True,True
3895,217,7,Tovan,river gate,care duty,hungry,repair promise,0.533608,False,False,True
3896,217,8,Nia,arrival court,private task,guarded,missed greeting,0.550227,False,False,True
3897,217,9,Ari,tool alcove,recover focus,steady,care favor,0.521365,False,True,True
3898,217,10,Fay,rain court,rest,wet,route warning,0.473558,False,True,True
3899,217,11,Milo,fiber loft,rest,focused,tool loan,0.450759,False,True,True
3900,217,12,Sera,west hearth,seek tool,relieved,water carry,0.44393,False,True,False
3901,217,13,Tovan,river gate,seek tool,tired,repair promise,0.521767,True,False,True
3902,217,14,Nia,arrival court,care duty,hungry,missed greeting,0.550289,False,True,True
3903,217,15,Ari,tool alcove,private task,guarded,care favor,0.533273,False,False,True
3904,217,16,Fay,rain court,recover focus,steady,route warning,0.486363,False,False,True
3905,217,17,Milo,fiber loft,work,wet,tool loan,0.452689,False,True,True
3906,218,0,Sera,river gate,negotiate debt,steady,repair promise,0.535241,False,True,True
3907,218,1,Tovan,arrival court,care duty,wet,missed greeting,0.547315,False,True,True
3908,218,2,Nia,tool alcove,care duty,focused,care favor,0.580706,True,False,True
3909,218,3,Ari,rain court,private task,relieved,route warning,0.542297,False,True,True
3910,218,4,Fay,fiber loft,recover focus,tired,tool loan,0.497401,False,False,True
3911,218,5,Milo,west hearth,work,hungry,water carry,0.487295,False,False,True
3912,218,6,Sera,river gate,rest,guarded,repair promise,0.521271,False,True,True
3913,218,7,Tovan,arrival court,seek tool,steady,missed greeting,0.568091,False,True,True
3914,218,8,Nia,tool alcove,seek tool,wet,care favor,0.584709,False,True,True
3915,218,9,Ari,rain court,private task,focused,route warning,0.525847,False,True,True
3916,218,10,Fay,fiber loft,private task,relieved,tool loan,0.50804,True,False,True
3917,218,11,Milo,west hearth,recover focus,tired,water carry,0.485242,False,True,True
3918,218,12,Sera,river gate,work,hungry,repair promise,0.508413,False,False,True
3919,218,13,Tovan,arrival court,rest,guarded,missed greeting,0.55625,False,False,True
3920,218,14,Nia,tool alcove,negotiate debt,steady,care favor,0.584772,False,True,True
3921,218,15,Ari,rain court,care duty,wet,route warning,0.567756,False,True,True
3922,218,16,Fay,fiber loft,care duty,focused,tool loan,0.520846,False,True,True
3923,218,17,Milo,west hearth,recover focus,relieved,water carry,0.457172,False,True,True
3924,219,0,Sera,arrival court,work,focused,missed greeting,0.569724,True,True,True
3925,219,1,Tovan,tool alcove,rest,relieved,care favor,0.611798,False,False,True
3926,219,2,Nia,rain court,negotiate debt,tired,route warning,0.615189,False,False,True
3927,219,3,Ari,fiber loft,seek tool,hungry,tool loan,0.57678,False,True,True
3928,219,4,Fay,west hearth,private task,guarded,water carry,0.531884,False,True,False
3929,219,5,Milo,river gate,private task,steady,repair promise,0.521778,False,True,True
3930,219,6,Sera,arrival court,work,wet,missed greeting,0.525753,False,True,True
3931,219,7,Tovan,tool alcove,work,focused,care favor,0.602573,True,False,True
3932,219,8,Nia,rain court,rest,relieved,route warning,0.619192,False,True,True
3933,219,9,Ari,fiber loft,negotiate debt,tired,tool loan,0.59033,False,False,True
3934,219,10,Fay,west hearth,seek tool,hungry,water carry,0.542523,False,False,True
3935,219,11,Milo,river gate,care duty,guarded,repair promise,0.519725,False,True,True
