tick,day,resident,absent_ticks,offscreen_activity,progress_before,progress_after,resource_delta,interaction_without_avatar,visible_after_return
3947,220,Milo,18,ambient household tick,0.558182,0.572182,1,True,True
3948,220,Sera,19,ambient household tick,0.592158,0.606158,0,True,True
3949,220,Tovan,20,ambient household tick,0.638978,0.652978,0,True,True
3950,220,Nia,21,ambient household tick,0.655597,0.669597,0,True,True
3951,220,Ari,22,ambient household tick,0.626735,0.640735,0,True,True
3952,220,Fay,23,ambient household tick,0.578928,0.592928,1,True,True
3953,220,Milo,24,ambient household tick,0.556129,0.570129,-1,True,True
3954,220,Sera,25,resident schedule advanced,0.5793,0.6053,0,True,True
3955,220,Tovan,26,ambient household tick,0.627137,0.641137,0,True,True
3956,220,Nia,4,ambient household tick,0.655659,0.669659,0,True,True
3957,220,Ari,5,ambient household tick,0.638643,0.652643,1,True,True
3958,220,Fay,6,ambient household tick,0.591733,0.605733,0,True,True
3959,220,Milo,7,ambient household tick,0.558059,0.572059,0,True,True
3960,221,Sera,8,ambient household tick,0.629966,0.643966,1,True,True
3961,221,Tovan,9,resident schedule advanced,0.672039,0.698039,0,True,True
3962,221,Nia,10,ambient household tick,0.675431,0.689431,0,True,True
3963,221,Ari,11,ambient household tick,0.637022,0.651022,0,True,True
3964,221,Fay,12,ambient household tick,0.592126,0.606126,0,True,True
3965,221,Milo,13,ambient household tick,0.582019,0.596019,1,True,True
3966,221,Sera,14,ambient household tick,0.615995,0.629995,0,True,True
3967,221,Tovan,15,ambient household tick,0.662815,0.676815,0,True,True
3968,221,Nia,16,ambient household tick,0.679434,0.693434,-1,True,True
3969,221,Ari,17,resident schedule advanced,0.650572,0.676572,0,True,True
3970,221,Fay,18,ambient household tick,0.602765,0.616765,1,True,True
3971,221,Milo,19,ambient household tick,0.579966,0.593966,0,True,True
3972,221,Sera,20,ambient household tick,0.603137,0.617137,0,True,True
3973,221,Tovan,21,ambient household tick,0.650974,0.664974,0,True,True
3974,221,Nia,22,ambient household tick,0.679496,0.693496,0,True,True
3975,221,Ari,23,ambient household tick,0.66248,0.67648,1,True,True
3976,221,Fay,24,ambient household tick,0.615571,0.629571,-1,True,True
3977,221,Milo,25,resident schedule advanced,0.581896,0.607896,0,True,True
3978,222,Sera,26,resident schedule advanced,0.645274,0.671274,1,True,True
3979,222,Tovan,4,ambient household tick,0.687348,0.701348,0,True,True
3980,222,Nia,5,ambient household tick,0.690739,0.704739,0,True,True
3981,222,Ari,6,ambient household tick,0.65233,0.66633,0,True,True
3982,222,Fay,7,ambient household tick,0.607434,0.621434,0,True,True
3983,222,Milo,8,ambient household tick,0.597328,0.611328,1,True,True
3984,222,Sera,9,resident schedule advanced,0.631304,0.657304,0,True,True
3985,222,Tovan,10,ambient household tick,0.678124,0.692124,0,True,True
3986,222,Nia,11,ambient household tick,0.694742,0.708742,0,True,True
3987,222,Ari,12,ambient household tick,0.66588,0.67988,0,True,True
3988,222,Fay,13,ambient household tick,0.618073,0.632073,1,True,True
3989,222,Milo,14,ambient household tick,0.595275,0.609275,0,True,True
3990,222,Sera,15,ambient household tick,0.618446,0.632446,0,True,True
3991,222,Tovan,16,ambient household tick,0.666283,0.680283,-1,True,True
3992,222,Nia,17,resident schedule advanced,0.694805,0.720805,0,True,True
3993,222,Ari,18,ambient household tick,0.677789,0.691789,1,True,True
3994,222,Fay,19,ambient household tick,0.630879,0.644879,0,True,True
3995,222,Milo,20,resident schedule advanced,0.597205,0.623205,0,True,True
3996,223,Sera,21,ambient household tick,0.669683,0.683683,1,True,True
3997,223,Tovan,22,ambient household tick,0.711757,0.725757,0,True,True
3998,223,Nia,23,ambient household tick,0.715148,0.729148,-1,True,True
3999,223,Ari,24,resident schedule advanced,0.676739,0.702739,0,True,True
4000,223,Fay,25,ambient household tick,0.631843,0.645843,0,True,True
4001,223,Milo,26,ambient household tick,0.621737,0.635737,1,True,True
4002,223,Sera,4,ambient household tick,0.655713,0.669713,0,True,True
4003,223,Tovan,5,ambient household tick,0.702533,0.716533,0,True,True
4004,223,Nia,6,ambient household tick,0.719151,0.733151,0,True,True
4005,223,Ari,7,ambient household tick,0.690289,0.704289,0,True,True
4006,223,Fay,8,ambient household tick,0.642482,0.656482,1,True,True
4007,223,Milo,9,resident schedule advanced,0.619684,0.645684,0,True,True
4008,223,Sera,10,ambient household tick,0.642855,0.656855,0,True,True
4009,223,Tovan,11,ambient household tick,0.690692,0.704692,0,True,True
4010,223,Nia,12,ambient household tick,0.719214,0.733214,0,True,True
4011,223,Ari,13,ambient household tick,0.702198,0.716198,1,True,True
4012,223,Fay,14,ambient household tick,0.655288,0.669288,0,True,True
4013,223,Milo,15,ambient household tick,0.621613,0.635613,0,True,True
4014,224,Sera,16,resident schedule advanced,0.712454,0.738454,1,True,True
4015,224,Tovan,17,ambient household tick,0.754528,0.768528,0,True,True
4016,224,Nia,18,ambient household tick,0.757919,0.771919,0,True,True
4017,224,Ari,19,ambient household tick,0.71951,0.73351,0,True,True
4018,224,Fay,20,ambient household tick,0.674614,0.688614,0,True,True
4019,224,Milo,21,ambient household tick,0.664508,0.678508,1,True,True
4020,224,Sera,22,ambient household tick,0.698483,0.712483,0,True,True
4021,224,Tovan,23,ambient household tick,0.745304,0.759304,-1,True,True
4022,224,Nia,24,resident schedule advanced,0.761922,0.787922,0,True,True
4023,224,Ari,25,ambient household tick,0.73306,0.74706,0,True,True
4024,224,Fay,26,ambient household tick,0.685253,0.699253,1,True,True
4025,224,Milo,4,ambient household tick,0.662455,0.676455,0,True,True
4026,224,Sera,5,ambient household tick,0.685626,0.699626,0,True,True
4027,224,Tovan,6,ambient household tick,0.733463,0.747463,0,True,True
4028,224,Nia,7,ambient household tick,0.761985,0.775985,0,True,True
4029,224,Ari,8,ambient household tick,0.744969,0.758969,1,True,True
4030,224,Fay,9,resident schedule advanced,0.698059,0.724059,0,True,True
4031,224,Milo,10,ambient household tick,0.664384,0.678384,0,True,True
4032,225,Sera,11,resident schedule advanced,0.765967,0.791967,1,True,True
4033,225,Tovan,12,ambient household tick,0.808041,0.822041,0,True,True
4034,225,Nia,13,ambient household tick,0.811432,0.825432,0,True,True
4035,225,Ari,14,ambient household tick,0.773023,0.787023,0,True,True
4036,225,Fay,15,ambient household tick,0.728127,0.742127,-1,True,True
4037,225,Milo,16,resident schedule advanced,0.718021,0.744021,1,True,True
4038,225,Sera,17,ambient household tick,0.751996,0.765996,0,True,True
4039,225,Tovan,18,ambient household tick,0.798816,0.812816,0,True,True
4040,225,Nia,19,ambient household tick,0.815435,0.829435,0,True,True
4041,225,Ari,20,ambient household tick,0.786573,0.800573,0,True,True
4042,225,Fay,21,ambient household tick,0.738766,0.752766,1,True,True
4043,225,Milo,22,ambient household tick,0.715968,0.729968,0,True,True
4044,225,Sera,23,ambient household tick,0.739138,0.753138,-1,True,True
4045,225,Tovan,24,resident schedule advanced,0.786975,0.812975,0,True,True
4046,225,Nia,25,ambient household tick,0.815497,0.829497,0,True,True
4047,225,Ari,26,ambient household tick,0.798481,0.812481,1,True,True
4048,225,Fay,4,ambient household tick,0.751572,0.765572,0,True,True
4049,225,Milo,5,resident schedule advanced,0.717897,0.743897,0,True,True
4050,226,Sera,6,ambient household tick,0.812726,0.826726,1,True,True
4051,226,Tovan,7,ambient household tick,0.854799,0.868799,-1,True,True
4052,226,Nia,8,resident schedule advanced,0.858191,0.884191,0,True,True
4053,226,Ari,9,ambient household tick,0.819782,0.833782,0,True,True
4054,226,Fay,10,ambient household tick,0.774886,0.788886,0,True,True
4055,226,Milo,11,ambient household tick,0.764779,0.778779,1,True,True
4056,226,Sera,12,ambient household tick,0.798755,0.812755,0,True,True
4057,226,Tovan,13,ambient household tick,0.845575,0.859575,0,True,True
4058,226,Nia,14,ambient household tick,0.862194,0.876194,0,True,True
4059,226,Ari,15,ambient household tick,0.833332,0.847332,-1,True,True
4060,226,Fay,16,resident schedule advanced,0.785525,0.811525,1,True,True
4061,226,Milo,17,ambient household tick,0.762726,0.776726,0,True,True
4062,226,Sera,18,ambient household tick,0.785897,0.799897,0,True,True
4063,226,Tovan,19,ambient household tick,0.833734,0.847734,0,True,True
4064,226,Nia,20,ambient household tick,0.862256,0.876256,0,True,True
4065,226,Ari,21,ambient household tick,0.84524,0.85924,1,True,True
4066,226,Fay,22,ambient household tick,0.798331,0.812331,0,True,True
4067,226,Milo,23,ambient household tick,0.764656,0.778656,-1,True,True
4068,227,Sera,24,ambient household tick,0.841444,0.855444,1,True,True
4069,227,Tovan,25,ambient household tick,0.883517,0.897517,0,True,True
4070,227,Nia,26,ambient household tick,0.886909,0.900909,0,True,True
4071,227,Ari,4,ambient household tick,0.8485,0.8625,0,True,True
4072,227,Fay,5,ambient household tick,0.803604,0.817604,0,True,True
4073,227,Milo,6,ambient household tick,0.793497,0.807497,1,True,True
4074,227,Sera,7,ambient household tick,0.827473,0.841473,-1,True,True
4075,227,Tovan,8,resident schedule advanced,0.874293,0.900293,0,True,True
4076,227,Nia,9,ambient household tick,0.890912,0.904912,0,True,True
4077,227,Ari,10,ambient household tick,0.86205,0.87605,0,True,True
4078,227,Fay,11,ambient household tick,0.814243,0.828243,1,True,True
4079,227,Milo,12,ambient household tick,0.791444,0.805444,0,True,True
4080,227,Sera,13,ambient household tick,0.814615,0.828615,0,True,True
4081,227,Tovan,14,ambient household tick,0.862452,0.876452,0,True,True
4082,227,Nia,15,ambient household tick,0.890974,0.904974,-1,True,True
4083,227,Ari,16,resident schedule advanced,0.873958,0.899958,1,True,True
4084,227,Fay,17,ambient household tick,0.827049,0.841049,0,True,True
4085,227,Milo,18,ambient household tick,0.793374,0.807374,0,True,True
4086,228,Sera,19,resident schedule advanced,0.857421,0.883421,1,True,True
4087,228,Tovan,20,ambient household tick,0.899495,0.913495,0,True,True
4088,228,Nia,21,ambient household tick,0.902886,0.916886,0,True,True
4089,228,Ari,22,ambient household tick,0.864477,0.878477,-1,True,True
4090,228,Fay,23,resident schedule advanced,0.819581,0.845581,0,True,True
4091,228,Milo,24,ambient household tick,0.809475,0.823475,1,True,True
4092,228,Sera,25,ambient household tick,0.84345,0.85745,0,True,True
4093,228,Tovan,26,ambient household tick,0.890271,0.904271,0,True,True
4094,228,Nia,4,ambient household tick,0.906889,0.920889,0,True,True
4095,228,Ari,5,ambient household tick,0.878027,0.892027,0,True,True
4096,228,Fay,6,ambient household tick,0.83022,0.84422,1,True,True
4097,228,Milo,7,ambient household tick,0.807422,0.821422,-1,True,True
4098,228,Sera,8,resident schedule advanced,0.830593,0.856593,0,True,True
4099,228,Tovan,9,ambient household tick,0.87843,0.89243,0,True,True
4100,228,Nia,10,ambient household tick,0.906952,0.920952,0,True,True
4101,228,Ari,11,ambient household tick,0.889936,0.903936,1,True,True
4102,228,Fay,12,ambient household tick,0.843026,0.857026,0,True,True
4103,228,Milo,13,resident schedule advanced,0.809351,0.835351,0,True,True
4104,229,Sera,14,ambient household tick,0.877672,0.891672,1,True,True
4105,229,Tovan,15,resident schedule advanced,0.919745,0.945745,0,True,True
4106,229,Nia,16,ambient household tick,0.923137,0.937137,0,True,True
4107,229,Ari,17,ambient household tick,0.884728,0.898728,0,True,True
4108,229,Fay,18,ambient household tick,0.839832,0.853832,0,True,True
4109,229,Milo,19,ambient household tick,0.829726,0.843726,1,True,True
4110,229,Sera,20,ambient household tick,0.863701,0.877701,0,True,True
4111,229,Tovan,21,ambient household tick,0.910521,0.924521,0,True,True
4112,229,Nia,22,ambient household tick,0.92714,0.94114,-1,True,True
4113,229,Ari,23,resident schedule advanced,0.898278,0.924278,0,True,True
4114,229,Fay,24,ambient household tick,0.850471,0.864471,1,True,True
4115,229,Milo,25,ambient household tick,0.827672,0.841672,0,True,True
4116,229,Sera,26,ambient household tick,0.850843,0.864843,0,True,True
4117,229,Tovan,4,ambient household tick,0.89868,0.91268,0,True,True
4118,229,Nia,5,ambient household tick,0.927202,0.941202,0,True,True
4119,229,Ari,6,ambient household tick,0.910186,0.924186,1,True,True
4120,229,Fay,7,ambient household tick,0.863277,0.877277,-1,True,True
4121,229,Milo,8,resident schedule advanced,0.829602,0.855602,0,True,True
4122,230,Sera,9,ambient household tick,0.915281,0.929281,1,True,True
4123,230,Tovan,10,ambient household tick,0.944246,0.958246,0,True,True
4124,230,Nia,11,ambient household tick,0.944246,0.958246,0,True,True
4125,230,Ari,12,ambient household tick,0.922337,0.936337,0,True,True
4126,230,Fay,13,ambient household tick,0.87744,0.89144,0,True,True
4127,230,Milo,14,ambient household tick,0.867334,0.881334,1,True,True
4128,230,Sera,15,resident schedule advanced,0.90131,0.92731,0,True,True
4129,230,Tovan,16,ambient household tick,0.944246,0.958246,0,True,True
4130,230,Nia,17,ambient household tick,0.944246,0.958246,0,True,True
4131,230,Ari,18,ambient household tick,0.935886,0.949886,0,True,True
4132,230,Fay,19,ambient household tick,0.88808,0.90208,1,True,True
4133,230,Milo,20,ambient household tick,0.865281,0.879281,0,True,True
4134,230,Sera,21,ambient household tick,0.888452,0.902452,0,True,True
4135,230,Tovan,22,ambient household tick,0.936289,0.950289,-1,True,True
4136,230,Nia,23,resident schedule advanced,0.944246,0.970246,0,True,True
4137,230,Ari,24,ambient household tick,0.944246,0.958246,1,True,True
4138,230,Fay,25,ambient household tick,0.900885,0.914885,0,True,True
4139,230,Milo,26,ambient household tick,0.867211,0.881211,0,True,True
4140,231,Sera,4,resident schedule advanced,0.961856,0.987856,1,True,True
4141,231,Tovan,5,ambient household tick,0.961856,0.975856,0,True,True
4142,231,Nia,6,ambient household tick,0.961856,0.975856,-1,True,True
4143,231,Ari,7,resident schedule advanced,0.961856,0.987856,0,True,True
4144,231,Fay,8,ambient household tick,0.929533,0.943533,0,True,True
4145,231,Milo,9,ambient household tick,0.919427,0.933427,1,True,True
4146,231,Sera,10,ambient household tick,0.953403,0.967403,0,True,True
4147,231,Tovan,11,ambient household tick,0.961856,0.975856,0,True,True
4148,231,Nia,12,ambient household tick,0.961856,0.975856,0,True,True
4149,231,Ari,13,ambient household tick,0.961856,0.975856,0,True,True
4150,231,Fay,14,ambient household tick,0.940172,0.954172,1,True,True
4151,231,Milo,15,resident schedule advanced,0.917374,0.943374,0,True,True
4152,231,Sera,16,ambient household tick,0.940545,0.954545,0,True,True
4153,231,Tovan,17,ambient household tick,0.961856,0.975856,0,True,True
4154,231,Nia,18,ambient household tick,0.961856,0.975856,0,True,True
4155,231,Ari,19,ambient household tick,0.961856,0.975856,1,True,True
4156,231,Fay,20,ambient household tick,0.952978,0.966978,0,True,True
4157,231,Milo,21,resident schedule advanced,0.919303,0.945303,0,True,True
4158,232,Sera,22,resident schedule advanced,0.01776,0.04376,1,True,True
4159,232,Tovan,23,ambient household tick,0.059833,0.073833,0,True,True
4160,232,Nia,24,ambient household tick,0.063225,0.077225,0,True,True
4161,232,Ari,25,ambient household tick,0.024816,0.038816,0,True,True
4162,232,Fay,26,ambient household tick,0.01776,0.03176,0,True,True
4163,232,Milo,4,ambient household tick,0.01776,0.03176,1,True,True
4164,232,Sera,5,ambient household tick,0.01776,0.03176,0,True,True
4165,232,Tovan,6,ambient household tick,0.050609,0.064609,-1,True,True
4166,232,Nia,7,resident schedule advanced,0.067228,0.093228,0,True,True
4167,232,Ari,8,ambient household tick,0.038366,0.052366,0,True,True
4168,232,Fay,9,ambient household tick,0.01776,0.03176,1,True,True
4169,232,Milo,10,ambient household tick,0.01776,0.03176,0,True,True
4170,232,Sera,11,ambient household tick,0.01776,0.03176,0,True,True
4171,232,Tovan,12,ambient household tick,0.038768,0.052768,0,True,True
4172,232,Nia,13,ambient household tick,0.06729,0.08129,0,True,True
4173,232,Ari,14,ambient household tick,0.050274,0.064274,1,True,True
4174,232,Fay,15,resident schedule advanced,0.01776,0.04376,0,True,True
4175,232,Milo,16,ambient household tick,0.01776,0.03176,0,True,True
4176,233,Sera,17,ambient household tick,0.051818,0.065818,1,True,True
4177,233,Tovan,18,ambient household tick,0.093891,0.107891,0,True,True
4178,233,Nia,19,ambient household tick,0.097283,0.111283,0,True,True
4179,233,Ari,20,ambient household tick,0.058874,0.072874,0,True,True
4180,233,Fay,21,ambient household tick,0.017335,0.031335,-1,True,True
4181,233,Milo,22,resident schedule advanced,0.017335,0.043335,1,True,True
4182,233,Sera,23,ambient household tick,0.037847,0.051847,0,True,True
4183,233,Tovan,24,ambient household tick,0.084667,0.098667,0,True,True
4184,233,Nia,25,ambient household tick,0.101286,0.115286,0,True,True
4185,233,Ari,26,ambient household tick,0.072424,0.086424,0,True,True
4186,233,Fay,4,ambient household tick,0.024617,0.038617,1,True,True
4187,233,Milo,5,ambient household tick,0.017335,0.031335,0,True,True
4188,233,Sera,6,ambient household tick,0.024989,0.038989,-1,True,True
4189,233,Tovan,7,resident schedule advanced,0.072826,0.098826,0,True,True
4190,233,Nia,8,ambient household tick,0.101348,0.115348,0,True,True
4191,233,Ari,9,ambient household tick,0.084332,0.098332,1,True,True
4192,233,Fay,10,ambient household tick,0.037423,0.051423,0,True,True
4193,233,Milo,11,ambient household tick,0.017335,0.031335,0,True,True
4194,234,Sera,12,resident schedule advanced,0.069938,0.095938,1,True,True
4195,234,Tovan,13,ambient household tick,0.112012,0.126012,-1,True,True
4196,234,Nia,14,resident schedule advanced,0.115403,0.141403,0,True,True
4197,234,Ari,15,ambient household tick,0.076994,0.090994,0,True,True
4198,234,Fay,16,ambient household tick,0.032098,0.046098,0,True,True
4199,234,Milo,17,ambient household tick,0.021992,0.035992,1,True,True
4200,234,Sera,18,ambient household tick,0.055967,0.069967,0,True,True
4201,234,Tovan,19,ambient household tick,0.102788,0.116788,0,True,True
4202,234,Nia,20,ambient household tick,0.119406,0.133406,0,True,True
4203,234,Ari,21,ambient household tick,0.090544,0.104544,-1,True,True
4204,234,Fay,22,resident schedule advanced,0.042737,0.068737,1,True,True
4205,234,Milo,23,ambient household tick,0.019939,0.033939,0,True,True
4206,234,Sera,24,ambient household tick,0.04311,0.05711,0,True,True
4207,234,Tovan,25,ambient household tick,0.090947,0.104947,0,True,True
4208,234,Nia,26,ambient household tick,0.119469,0.133469,0,True,True
4209,234,Ari,4,ambient household tick,0.102453,0.116453,1,True,True
4210,234,Fay,5,ambient household tick,0.055543,0.069543,0,True,True
4211,234,Milo,6,resident schedule advanced,0.021868,0.047868,-1,True,True
4212,235,Sera,7,ambient household tick,0.087164,0.101164,1,True,True
4213,235,Tovan,8,ambient household tick,0.129238,0.143238,0,True,True
4214,235,Nia,9,ambient household tick,0.132629,0.146629,0,True,True
4215,235,Ari,10,ambient household tick,0.09422,0.10822,0,True,True
4216,235,Fay,11,ambient household tick,0.049324,0.063324,0,True,True
4217,235,Milo,12,ambient household tick,0.039218,0.053218,1,True,True
4218,235,Sera,13,ambient household tick,0.073194,0.087194,-1,True,True
4219,235,Tovan,14,resident schedule advanced,0.120014,0.146014,0,True,True
4220,235,Nia,15,ambient household tick,0.136632,0.150632,0,True,True
4221,235,Ari,16,ambient household tick,0.10777,0.12177,0,True,True
4222,235,Fay,17,ambient household tick,0.059963,0.073963,1,True,True
4223,235,Milo,18,ambient household tick,0.037165,0.051165,0,True,True
4224,235,Sera,19,ambient household tick,0.060336,0.074336,0,True,True
4225,235,Tovan,20,ambient household tick,0.108173,0.122173,0,True,True
4226,235,Nia,21,ambient household tick,0.136695,0.150695,-1,True,True
4227,235,Ari,22,resident schedule advanced,0.119679,0.145679,1,True,True
4228,235,Fay,23,ambient household tick,0.072769,0.086769,0,True,True
4229,235,Milo,24,ambient household tick,0.039094,0.053094,0,True,True
4230,236,Sera,25,ambient household tick,0.119362,0.133362,1,True,True
4231,236,Tovan,26,ambient household tick,0.161435,0.175435,0,True,True
4232,236,Nia,4,ambient household tick,0.164827,0.178827,0,True,True
4233,236,Ari,5,ambient household tick,0.126418,0.140418,-1,True,True
4234,236,Fay,6,resident schedule advanced,0.081522,0.107522,0,True,True
4235,236,Milo,7,ambient household tick,0.071416,0.085416,1,True,True
4236,236,Sera,8,ambient household tick,0.105391,0.119391,0,True,True
4237,236,Tovan,9,ambient household tick,0.152211,0.166211,0,True,True
4238,236,Nia,10,ambient household tick,0.16883,0.18283,0,True,True
4239,236,Ari,11,ambient household tick,0.139968,0.153968,0,True,True
4240,236,Fay,12,ambient household tick,0.092161,0.106161,1,True,True
4241,236,Milo,13,ambient household tick,0.069362,0.083362,-1,True,True
4242,236,Sera,14,resident schedule advanced,0.092533,0.118533,0,True,True
4243,236,Tovan,15,ambient household tick,0.14037,0.15437,0,True,True
4244,236,Nia,16,ambient household tick,0.168892,0.182892,0,True,True
4245,236,Ari,17,ambient household tick,0.151876,0.165876,1,True,True
4246,236,Fay,18,ambient household tick,0.104967,0.118967,0,True,True
4247,236,Milo,19,ambient household tick,0.071292,0.085292,0,True,True
4248,237,Sera,20,resident schedule advanced,0.168632,0.194632,1,True,True
4249,237,Tovan,21,resident schedule advanced,0.210705,0.236705,0,True,True
4250,237,Nia,22,ambient household tick,0.214097,0.228097,0,True,True
4251,237,Ari,23,ambient household tick,0.175688,0.189688,0,True,True
4252,237,Fay,24,ambient household tick,0.130792,0.144792,0,True,True
4253,237,Milo,25,ambient household tick,0.120686,0.134686,1,True,True
4254,237,Sera,26,ambient household tick,0.154661,0.168661,0,True,True
4255,237,Tovan,4,ambient household tick,0.201481,0.215481,0,True,True
4256,237,Nia,5,ambient household tick,0.2181,0.2321,-1,True,True
4257,237,Ari,6,resident schedule advanced,0.189238,0.215238,0,True,True
4258,237,Fay,7,ambient household tick,0.141431,0.155431,1,True,True
4259,237,Milo,8,ambient household tick,0.118632,0.132632,0,True,True
4260,237,Sera,9,ambient household tick,0.141803,0.155803,0,True,True
4261,237,Tovan,10,ambient household tick,0.18964,0.20364,0,True,True
4262,237,Nia,11,ambient household tick,0.218162,0.232162,0,True,True
4263,237,Ari,12,ambient household tick,0.201146,0.215146,1,True,True
4264,237,Fay,13,ambient household tick,0.154237,0.168237,-1,True,True
4265,237,Milo,14,resident schedule advanced,0.120562,0.146562,0,True,True
4266,238,Sera,15,ambient household tick,0.221379,0.235379,1,True,True
4267,238,Tovan,16,ambient household tick,0.263452,0.277452,0,True,True
4268,238,Nia,17,ambient household tick,0.266844,0.280844,0,True,True
4269,238,Ari,18,ambient household tick,0.228435,0.242435,0,True,True
4270,238,Fay,19,ambient household tick,0.183539,0.197539,0,True,True
4271,238,Milo,20,ambient household tick,0.173433,0.187433,1,True,True
4272,238,Sera,21,resident schedule advanced,0.207408,0.233408,0,True,True
4273,238,Tovan,22,ambient household tick,0.254228,0.268228,0,True,True
4274,238,Nia,23,ambient household tick,0.270847,0.284847,0,True,True
4275,238,Ari,24,ambient household tick,0.241985,0.255985,0,True,True
4276,238,Fay,25,ambient household tick,0.194178,0.208178,1,True,True
4277,238,Milo,26,ambient household tick,0.171379,0.185379,0,True,True
4278,238,Sera,4,ambient household tick,0.19455,0.20855,0,True,True
4279,238,Tovan,5,ambient household tick,0.242387,0.256387,-1,True,True
4280,238,Nia,6,resident schedule advanced,0.270909,0.296909,0,True,True
4281,238,Ari,7,ambient household tick,0.253893,0.267893,1,True,True
4282,238,Fay,8,ambient household tick,0.206984,0.220984,0,True,True
4283,238,Milo,9,ambient household tick,0.173309,0.187309,0,True,True
4284,239,Sera,10,ambient household tick,0.260811,0.274811,1,True,True
4285,239,Tovan,11,ambient household tick,0.302885,0.316885,0,True,True
4286,239,Nia,12,ambient household tick,0.306276,0.320276,-1,True,True
4287,239,Ari,13,resident schedule advanced,0.267867,0.293867,0,True,True
4288,239,Fay,14,ambient household tick,0.222971,0.236971,0,True,True
4289,239,Milo,15,ambient household tick,0.212865,0.226865,1,True,True
4290,239,Sera,16,ambient household tick,0.24684,0.26084,0,True,True
4291,239,Tovan,17,ambient household tick,0.29366,0.30766,0,True,True
4292,239,Nia,18,ambient household tick,0.310279,0.324279,0,True,True
4293,239,Ari,19,ambient household tick,0.281417,0.295417,0,True,True
4294,239,Fay,20,ambient household tick,0.23361,0.24761,1,True,True
4295,239,Milo,21,resident schedule advanced,0.210812,0.236812,0,True,True
4296,239,Sera,22,ambient household tick,0.233982,0.247982,0,True,True
4297,239,Tovan,23,ambient household tick,0.281819,0.295819,0,True,True
4298,239,Nia,24,ambient household tick,0.310341,0.324341,0,True,True
4299,239,Ari,25,ambient household tick,0.293325,0.307325,1,True,True
4300,239,Fay,26,ambient household tick,0.246416,0.260416,0,True,True
4301,239,Milo,4,ambient household tick,0.212741,0.226741,0,True,True
4302,240,Sera,5,resident schedule advanced,0.282378,0.308378,1,True,True
4303,240,Tovan,6,ambient household tick,0.324451,0.338451,0,True,True
4304,240,Nia,7,ambient household tick,0.327843,0.341843,0,True,True
4305,240,Ari,8,ambient household tick,0.289434,0.303434,0,True,True
4306,240,Fay,9,ambient household tick,0.244538,0.258538,0,True,True
4307,240,Milo,10,ambient household tick,0.234431,0.248431,1,True,True
4308,240,Sera,11,ambient household tick,0.268407,0.282407,0,True,True
4309,240,Tovan,12,ambient household tick,0.315227,0.329227,-1,True,True
4310,240,Nia,13,resident schedule advanced,0.331846,0.357846,0,True,True
4311,240,Ari,14,ambient household tick,0.302984,0.316984,0,True,True
4312,240,Fay,15,ambient household tick,0.255177,0.269177,1,True,True
4313,240,Milo,16,ambient household tick,0.232378,0.246378,0,True,True
4314,240,Sera,17,ambient household tick,0.255549,0.269549,0,True,True
4315,240,Tovan,18,ambient household tick,0.303386,0.317386,0,True,True
4316,240,Nia,19,ambient household tick,0.331908,0.345908,0,True,True
4317,240,Ari,20,ambient household tick,0.314892,0.328892,1,True,True
4318,240,Fay,21,resident schedule advanced,0.267983,0.293983,0,True,True
4319,240,Milo,22,resident schedule advanced,0.234308,0.260308,0,True,True
4320,241,Sera,23,ambient household tick,0.297954,0.311954,1,True,True
4321,241,Tovan,24,ambient household tick,0.340027,0.354027,0,True,True
4322,241,Nia,25,ambient household tick,0.343419,0.357419,0,True,True
4323,241,Ari,26,ambient household tick,0.30501,0.31901,0,True,True
4324,241,Fay,4,ambient household tick,0.260114,0.274114,-1,True,True
4325,241,Milo,5,resident schedule advanced,0.250008,0.276008,1,True,True
4326,241,Sera,6,ambient household tick,0.283983,0.297983,0,True,True
4327,241,Tovan,7,ambient household tick,0.330803,0.344803,0,True,True
4328,241,Nia,8,ambient household tick,0.347422,0.361422,0,True,True
4329,241,Ari,9,ambient household tick,0.31856,0.33256,0,True,True
4330,241,Fay,10,ambient household tick,0.270753,0.284753,1,True,True
4331,241,Milo,11,ambient household tick,0.247954,0.261954,0,True,True
4332,241,Sera,12,ambient household tick,0.271125,0.285125,-1,True,True
4333,241,Tovan,13,resident schedule advanced,0.318962,0.344962,0,True,True
4334,241,Nia,14,ambient household tick,0.347484,0.361484,0,True,True
4335,241,Ari,15,ambient household tick,0.330468,0.344468,1,True,True
4336,241,Fay,16,ambient household tick,0.283559,0.297559,0,True,True
4337,241,Milo,17,ambient household tick,0.249884,0.263884,0,True,True
4338,242,Sera,18,ambient household tick,0.324922,0.338922,1,True,True
4339,242,Tovan,19,ambient household tick,0.366996,0.380996,-1,True,True
4340,242,Nia,20,resident schedule advanced,0.370387,0.396387,0,True,True
4341,242,Ari,21,ambient household tick,0.331978,0.345978,0,True,True
4342,242,Fay,22,ambient household tick,0.287082,0.301082,0,True,True
4343,242,Milo,23,ambient household tick,0.276976,0.290976,1,True,True
4344,242,Sera,24,ambient household tick,0.310952,0.324952,0,True,True
4345,242,Tovan,25,ambient household tick,0.357772,0.371772,0,True,True
4346,242,Nia,26,ambient household tick,0.37439,0.38839,0,True,True
4347,242,Ari,4,ambient household tick,0.345528,0.359528,-1,True,True
4348,242,Fay,5,resident schedule advanced,0.297721,0.323721,1,True,True
4349,242,Milo,6,ambient household tick,0.274923,0.288923,0,True,True
