tick_id,day,settlement_id,room_id,sound_cue,sound_intensity,smell_cue,smell_intensity,temperature_c,wetness_level,light_level,vibration_hz,flower_phase,field_bound_to_room,bounded_sensory_rate,visible_field_marker
2067,115,riverbend,arrival court,river slap,0.43,mud thread,0.3,10.26,0.24,0.48,7.98,0.354167,True,True,True
2068,115,roofward,warm lane,hinge ticks,0.48,thyme paper,0.4,19.14,0.31,0.6,8.24,0.561111,True,True,True
2069,115,archive,memory desk,page flutter,0.65,wax seal,0.5,16.82,0.29,0.72,6.475,0.768056,True,True,True
2070,116,orchard,arrival court,cart creak,0.4,dry twine,0.35,12.98,0.22,0.54,5.71,0.375,True,True,True
2071,116,repair_ring,spark lane,bell hum,0.57,stone chalk,0.45,16.46,0.65,0.66,10.105,0.581944,True,True,True
2072,116,riverbend,dry ridge,lantern tick,0.55,warm oil,0.5,12.04,0.24,0.72,7.935,0.688889,True,True,True
2073,116,roofward,arrival court,hinge ticks,0.37,polished brass,0.35,17.42,0.67,0.54,8.285,0.395833,True,True,True
2074,116,archive,spool room,page flutter,0.54,cold dust,0.45,15.1,0.32,0.66,6.52,0.602778,True,True,True
2075,116,signal,signal perch,static crickets,0.71,lamp oil,0.3,11.38,0.25,0.42,9.12,0.809722,True,True,True
2076,116,orchard,seed lane,seed rattle,0.41,apple soil,0.4,14.16,0.26,0.6,5.815,0.516667,True,True,True
2077,116,repair_ring,bell alcove,wire snap,0.58,clean cloth,0.5,17.64,0.24,0.72,10.045,0.723611,True,True,True
2078,116,riverbend,kit alcove,river slap,0.68,wet cedar,0.3,13.22,0.28,0.42,7.875,0.830556,True,True,True
2079,116,roofward,glass stair,paper hush,0.5,thyme paper,0.4,17.88,0.29,0.6,8.225,0.5375,True,True,True
2080,116,archive,ink niche,spool click,0.55,wax seal,0.5,15.56,0.22,0.72,6.46,0.744444,True,True,True
2081,116,signal,arrival court,beacon pulse,0.37,hot glass,0.35,8.34,0.65,0.54,9.15,0.451389,True,True,True
2082,116,orchard,mud row,roof drip,0.54,mud reed,0.45,14.62,0.66,0.66,5.755,0.658333,True,True,True
2083,116,repair_ring,cool corner,cool fan,0.71,hot copper,0.3,18.1,0.28,0.42,10.15,0.865278,True,True,True
2084,116,riverbend,arrival court,lantern tick,0.34,warm oil,0.35,10.18,0.26,0.54,7.905,0.472222,True,True,True
2085,116,roofward,warm lane,sun glass hum,0.51,warm dust,0.45,19.06,0.28,0.66,8.33,0.679167,True,True,True
2086,116,archive,memory desk,stone echo,0.68,ink linen,0.3,16.74,0.26,0.42,6.4,0.886111,True,True,True
2087,116,signal,mast base,static crickets,0.5,lamp oil,0.4,9.52,0.27,0.6,9.255,0.593056,True,True,True
2088,117,repair_ring,spark lane,cool fan,0.48,clean cloth,0.5,16.38,0.67,0.72,10.03,0.7,True,True,True
2089,117,riverbend,dry ridge,cedar knock,0.58,wet cedar,0.3,11.96,0.26,0.42,7.86,0.806944,True,True,True
2090,117,roofward,arrival court,sun glass hum,0.4,thyme paper,0.4,17.34,0.64,0.6,8.21,0.513889,True,True,True
2091,117,archive,spool room,stone echo,0.57,wax seal,0.5,15.02,0.29,0.72,6.445,0.720833,True,True,True
2092,117,signal,signal perch,beacon pulse,0.62,salt wind,0.35,11.3,0.27,0.48,9.21,0.927778,True,True,True
2093,117,orchard,seed lane,cart creak,0.44,mud reed,0.45,14.08,0.28,0.66,5.74,0.634722,True,True,True
2094,117,repair_ring,bell alcove,bell hum,0.61,hot copper,0.3,17.56,0.26,0.42,10.135,0.841667,True,True,True
2095,117,riverbend,kit alcove,lantern tick,0.71,mud thread,0.35,13.14,0.25,0.48,7.965,0.948611,True,True,True
2096,117,roofward,glass stair,hinge ticks,0.41,warm dust,0.45,18.52,0.26,0.66,8.315,0.655556,True,True,True
2097,117,archive,ink niche,page flutter,0.58,ink linen,0.3,15.48,0.24,0.42,6.55,0.8625,True,True,True
2098,117,signal,arrival court,rope creak,0.4,lamp oil,0.4,8.26,0.67,0.6,9.24,0.569444,True,True,True
2099,117,orchard,mud row,seed rattle,0.57,dry twine,0.5,14.54,0.68,0.72,5.68,0.776389,True,True,True
2100,117,repair_ring,cool corner,wire snap,0.62,stone chalk,0.35,18.02,0.25,0.48,10.075,0.983333,True,True,True
2101,117,riverbend,arrival court,cedar knock,0.37,wet cedar,0.4,10.1,0.23,0.6,7.83,0.590278,True,True,True
2102,117,roofward,warm lane,paper hush,0.54,polished brass,0.5,18.98,0.3,0.72,8.255,0.797222,True,True,True
2103,117,archive,memory desk,spool click,0.71,cold dust,0.35,16.66,0.28,0.48,6.49,0.004167,True,True,True
2104,117,signal,mast base,beacon pulse,0.41,salt wind,0.45,9.44,0.29,0.66,9.18,0.711111,True,True,True
2105,117,orchard,market plank,roof drip,0.58,apple soil,0.3,15.72,0.22,0.42,5.785,0.918056,True,True,True
2106,118,riverbend,dry ridge,river slap,0.61,mud thread,0.35,11.88,0.23,0.48,7.95,0.925,True,True,True
2107,118,roofward,arrival court,paper hush,0.43,warm dust,0.45,17.26,0.66,0.66,8.3,0.631944,True,True,True
2108,118,archive,spool room,spool click,0.48,ink linen,0.3,14.94,0.31,0.42,6.535,0.838889,True,True,True
2109,118,signal,signal perch,rope creak,0.65,hot glass,0.4,11.22,0.29,0.54,9.135,0.045833,True,True,True
2110,118,orchard,seed lane,roof drip,0.47,dry twine,0.5,14.0,0.25,0.72,5.83,0.752778,True,True,True
2111,118,repair_ring,bell alcove,cool fan,0.64,stone chalk,0.35,17.48,0.23,0.48,10.06,0.959722,True,True,True
2112,118,riverbend,kit alcove,cedar knock,0.62,warm oil,0.4,13.06,0.27,0.54,7.89,0.066667,True,True,True
2113,118,roofward,glass stair,sun glass hum,0.44,polished brass,0.5,18.44,0.28,0.72,8.24,0.773611,True,True,True
2114,118,archive,ink niche,stone echo,0.61,cold dust,0.35,16.12,0.26,0.48,6.475,0.980556,True,True,True
2115,118,signal,arrival court,static crickets,0.43,salt wind,0.45,8.18,0.64,0.66,9.165,0.6875,True,True,True
2116,118,orchard,mud row,cart creak,0.48,apple soil,0.3,14.46,0.65,0.42,5.77,0.894444,True,True,True
2117,118,repair_ring,cool corner,bell hum,0.65,clean cloth,0.4,17.94,0.27,0.54,10.165,0.101389,True,True,True
2118,118,riverbend,arrival court,river slap,0.4,mud thread,0.45,10.02,0.25,0.66,7.92,0.708333,True,True,True
2119,118,roofward,warm lane,hinge ticks,0.57,thyme paper,0.3,18.9,0.32,0.42,8.345,0.915278,True,True,True
2120,118,archive,memory desk,page flutter,0.62,wax seal,0.4,16.58,0.25,0.54,6.415,0.122222,True,True,True
2121,118,signal,mast base,rope creak,0.44,hot glass,0.5,9.36,0.26,0.72,9.27,0.829167,True,True,True
2122,118,orchard,market plank,seed rattle,0.61,mud reed,0.35,15.64,0.24,0.48,5.71,0.036111,True,True,True
2123,118,repair_ring,arrival court,cool fan,0.43,stone chalk,0.45,15.62,0.25,0.66,10.03,0.743056,True,True,True
2124,119,roofward,arrival court,hinge ticks,0.34,polished brass,0.5,17.18,0.68,0.72,8.225,0.75,True,True,True
2125,119,archive,spool room,page flutter,0.51,cold dust,0.35,14.86,0.28,0.48,6.46,0.956944,True,True,True
2126,119,signal,signal perch,static crickets,0.68,lamp oil,0.45,11.14,0.26,0.6,9.225,0.163889,True,True,True
2127,119,orchard,seed lane,seed rattle,0.5,apple soil,0.3,13.92,0.27,0.42,5.755,0.870833,True,True,True
2128,119,repair_ring,bell alcove,wire snap,0.55,clean cloth,0.4,17.4,0.25,0.54,10.15,0.077778,True,True,True
2129,119,riverbend,kit alcove,river slap,0.65,wet cedar,0.45,12.98,0.29,0.6,7.98,0.184722,True,True,True
2130,119,roofward,glass stair,paper hush,0.47,thyme paper,0.3,18.36,0.25,0.42,8.33,0.891667,True,True,True
2131,119,archive,ink niche,spool click,0.64,wax seal,0.4,16.04,0.23,0.54,6.4,0.098611,True,True,True
2132,119,signal,arrival court,beacon pulse,0.34,hot glass,0.5,8.82,0.66,0.72,9.255,0.805556,True,True,True
2133,119,orchard,mud row,roof drip,0.51,mud reed,0.35,14.38,0.67,0.48,5.695,0.0125,True,True,True
2134,119,repair_ring,cool corner,cool fan,0.68,hot copper,0.45,17.86,0.29,0.6,10.09,0.219444,True,True,True
2135,119,riverbend,arrival court,lantern tick,0.43,warm oil,0.5,9.94,0.22,0.72,7.845,0.826389,True,True,True
2136,119,roofward,warm lane,sun glass hum,0.48,warm dust,0.35,18.82,0.29,0.48,8.27,0.033333,True,True,True
2137,119,archive,memory desk,stone echo,0.65,ink linen,0.45,16.5,0.27,0.6,6.505,0.240278,True,True,True
2138,119,signal,mast base,static crickets,0.47,lamp oil,0.3,9.28,0.28,0.42,9.195,0.947222,True,True,True
2139,119,orchard,market plank,cart creak,0.64,dry twine,0.4,15.56,0.26,0.54,5.8,0.154167,True,True,True
2140,119,repair_ring,arrival court,wire snap,0.34,clean cloth,0.5,15.54,0.22,0.72,10.12,0.861111,True,True,True
2141,119,riverbend,plank hall,river slap,0.44,wet cedar,0.3,11.12,0.26,0.42,7.95,0.968056,True,True,True
2142,120,archive,spool room,stone echo,0.54,wax seal,0.4,14.78,0.3,0.54,6.55,0.075,True,True,True
2143,120,signal,signal perch,beacon pulse,0.71,salt wind,0.5,11.06,0.28,0.66,9.15,0.281944,True,True,True
2144,120,orchard,seed lane,cart creak,0.41,mud reed,0.35,13.84,0.29,0.48,5.68,0.988889,True,True,True
2145,120,repair_ring,bell alcove,bell hum,0.58,hot copper,0.45,17.32,0.22,0.6,10.075,0.195833,True,True,True
2146,120,riverbend,kit alcove,lantern tick,0.68,mud thread,0.5,12.9,0.26,0.66,7.905,0.302778,True,True,True
2147,120,roofward,glass stair,hinge ticks,0.5,warm dust,0.35,18.28,0.27,0.48,8.255,0.009722,True,True,True
2148,120,archive,ink niche,page flutter,0.55,ink linen,0.45,15.96,0.25,0.6,6.49,0.216667,True,True,True
2149,120,signal,arrival court,rope creak,0.37,lamp oil,0.3,8.74,0.68,0.42,9.18,0.923611,True,True,True
2150,120,orchard,mud row,seed rattle,0.54,dry twine,0.4,15.02,0.64,0.54,5.785,0.130556,True,True,True
2151,120,repair_ring,cool corner,wire snap,0.71,stone chalk,0.5,17.78,0.26,0.66,10.18,0.3375,True,True,True
2152,120,riverbend,arrival court,cedar knock,0.34,wet cedar,0.3,9.86,0.24,0.42,7.935,0.944444,True,True,True
2153,120,roofward,warm lane,paper hush,0.51,polished brass,0.4,18.74,0.31,0.54,8.36,0.151389,True,True,True
2154,120,archive,memory desk,spool click,0.68,cold dust,0.5,16.42,0.29,0.66,6.43,0.358333,True,True,True
2155,120,signal,mast base,beacon pulse,0.5,salt wind,0.35,9.2,0.25,0.48,9.12,0.065278,True,True,True
2156,120,orchard,market plank,roof drip,0.55,apple soil,0.45,15.48,0.23,0.6,5.725,0.272222,True,True,True
2157,120,repair_ring,arrival court,bell hum,0.37,hot copper,0.3,15.46,0.24,0.42,10.045,0.979167,True,True,True
2158,120,riverbend,plank hall,lantern tick,0.47,mud thread,0.35,11.04,0.28,0.48,7.875,0.086111,True,True,True
2159,120,roofward,ledger loft,sun glass hum,0.64,thyme paper,0.45,19.92,0.26,0.6,8.3,0.293056,True,True,True
2160,121,signal,signal perch,rope creak,0.62,hot glass,0.3,10.98,0.25,0.72,9.24,0.4,True,True,True
2161,121,orchard,seed lane,roof drip,0.44,dry twine,0.4,13.76,0.26,0.54,5.77,0.106944,True,True,True
2162,121,repair_ring,bell alcove,cool fan,0.61,stone chalk,0.5,17.24,0.24,0.66,10.165,0.313889,True,True,True
2163,121,riverbend,kit alcove,cedar knock,0.71,warm oil,0.3,12.82,0.28,0.72,7.83,0.420833,True,True,True
2164,121,roofward,glass stair,sun glass hum,0.41,polished brass,0.4,18.2,0.29,0.54,8.345,0.127778,True,True,True
2165,121,archive,ink niche,stone echo,0.58,cold dust,0.5,15.88,0.22,0.66,6.415,0.334722,True,True,True
2166,121,signal,arrival court,static crickets,0.4,salt wind,0.35,8.66,0.65,0.48,9.27,0.041667,True,True,True
2167,121,orchard,mud row,cart creak,0.57,apple soil,0.45,14.94,0.66,0.6,5.71,0.248611,True,True,True
2168,121,repair_ring,cool corner,bell hum,0.62,clean cloth,0.3,18.42,0.28,0.72,10.105,0.455556,True,True,True
2169,121,riverbend,arrival court,river slap,0.37,mud thread,0.35,9.78,0.26,0.48,7.86,0.0625,True,True,True
2170,121,roofward,warm lane,hinge ticks,0.54,thyme paper,0.45,18.66,0.28,0.6,8.285,0.269444,True,True,True
2171,121,archive,memory desk,page flutter,0.71,wax seal,0.3,16.34,0.26,0.72,6.52,0.476389,True,True,True
2172,121,signal,mast base,rope creak,0.41,hot glass,0.4,9.12,0.27,0.54,9.21,0.183333,True,True,True
2173,121,orchard,market plank,seed rattle,0.58,mud reed,0.5,15.4,0.25,0.66,5.815,0.390278,True,True,True
2174,121,repair_ring,arrival court,cool fan,0.4,stone chalk,0.35,15.38,0.26,0.48,10.135,0.097222,True,True,True
2175,121,riverbend,plank hall,cedar knock,0.5,warm oil,0.4,10.96,0.25,0.54,7.965,0.204167,True,True,True
2176,121,roofward,ledger loft,paper hush,0.55,warm dust,0.5,19.84,0.23,0.66,8.225,0.411111,True,True,True
2177,121,archive,arrival court,stone echo,0.37,cold dust,0.35,14.02,0.66,0.48,6.55,0.118056,True,True,True
2178,122,orchard,seed lane,seed rattle,0.47,apple soil,0.45,13.68,0.28,0.6,5.695,0.225,True,True,True
2179,122,repair_ring,bell alcove,wire snap,0.64,clean cloth,0.3,17.16,0.26,0.72,10.09,0.431944,True,True,True
2180,122,riverbend,kit alcove,river slap,0.62,wet cedar,0.35,12.74,0.25,0.42,7.92,0.538889,True,True,True
2181,122,roofward,glass stair,paper hush,0.44,thyme paper,0.45,18.12,0.26,0.6,8.27,0.245833,True,True,True
2182,122,archive,ink niche,spool click,0.61,wax seal,0.3,15.8,0.24,0.72,6.505,0.452778,True,True,True
2183,122,signal,arrival court,beacon pulse,0.43,hot glass,0.4,8.58,0.67,0.54,9.195,0.159722,True,True,True
2184,122,orchard,mud row,roof drip,0.48,mud reed,0.5,14.86,0.68,0.66,5.8,0.366667,True,True,True
2185,122,repair_ring,cool corner,cool fan,0.65,hot copper,0.35,18.34,0.25,0.42,10.03,0.573611,True,True,True
2186,122,riverbend,arrival court,lantern tick,0.4,warm oil,0.4,10.42,0.23,0.54,7.95,0.180556,True,True,True
2187,122,roofward,warm lane,sun glass hum,0.57,warm dust,0.5,18.58,0.3,0.66,8.21,0.3875,True,True,True
2188,122,archive,memory desk,stone echo,0.62,ink linen,0.35,16.26,0.28,0.42,6.445,0.594444,True,True,True
2189,122,signal,mast base,static crickets,0.44,lamp oil,0.45,9.04,0.29,0.6,9.135,0.301389,True,True,True
2190,122,orchard,market plank,cart creak,0.61,dry twine,0.3,15.32,0.22,0.72,5.74,0.508333,True,True,True
2191,122,repair_ring,arrival court,wire snap,0.43,clean cloth,0.4,15.3,0.23,0.54,10.06,0.215278,True,True,True
2192,122,riverbend,plank hall,river slap,0.41,wet cedar,0.45,10.88,0.27,0.6,7.89,0.322222,True,True,True
2193,122,roofward,ledger loft,hinge ticks,0.58,polished brass,0.3,19.76,0.25,0.72,8.315,0.529167,True,True,True
2194,122,archive,arrival court,spool click,0.4,wax seal,0.4,13.94,0.68,0.54,6.475,0.236111,True,True,True
2195,122,signal,lantern walk,rope creak,0.57,salt wind,0.5,10.22,0.28,0.66,9.24,0.443056,True,True,True
2196,123,repair_ring,bell alcove,bell hum,0.55,hot copper,0.35,17.08,0.23,0.42,10.18,0.55,True,True,True
2197,123,riverbend,kit alcove,lantern tick,0.65,mud thread,0.4,12.66,0.27,0.48,7.845,0.656944,True,True,True
2198,123,roofward,glass stair,hinge ticks,0.47,warm dust,0.5,18.04,0.28,0.66,8.36,0.363889,True,True,True
2199,123,archive,ink niche,page flutter,0.64,ink linen,0.35,15.72,0.26,0.42,6.43,0.570833,True,True,True
2200,123,signal,arrival court,rope creak,0.34,lamp oil,0.45,8.5,0.64,0.6,9.12,0.277778,True,True,True
2201,123,orchard,mud row,seed rattle,0.51,dry twine,0.3,14.78,0.65,0.72,5.725,0.484722,True,True,True
2202,123,repair_ring,cool corner,wire snap,0.68,stone chalk,0.4,18.26,0.27,0.48,10.12,0.691667,True,True,True
2203,123,riverbend,arrival court,cedar knock,0.43,wet cedar,0.45,10.34,0.25,0.6,7.875,0.298611,True,True,True
2204,123,roofward,warm lane,paper hush,0.48,polished brass,0.3,19.22,0.32,0.72,8.3,0.505556,True,True,True
2205,123,archive,memory desk,spool click,0.65,cold dust,0.4,16.18,0.25,0.48,6.535,0.7125,True,True,True
2206,123,signal,mast base,beacon pulse,0.47,salt wind,0.5,8.96,0.26,0.66,9.225,0.419444,True,True,True
2207,123,orchard,market plank,roof drip,0.64,apple soil,0.35,15.24,0.24,0.42,5.83,0.626389,True,True,True
2208,123,repair_ring,arrival court,bell hum,0.34,hot copper,0.45,15.22,0.25,0.6,10.15,0.333333,True,True,True
2209,123,riverbend,plank hall,lantern tick,0.44,mud thread,0.5,10.8,0.29,0.66,7.98,0.440278,True,True,True
2210,123,roofward,ledger loft,sun glass hum,0.61,thyme paper,0.35,19.68,0.22,0.42,8.24,0.647222,True,True,True
2211,123,archive,arrival court,page flutter,0.43,ink linen,0.45,13.86,0.65,0.6,6.4,0.354167,True,True,True
2212,123,signal,lantern walk,static crickets,0.48,hot glass,0.3,10.14,0.3,0.72,9.165,0.561111,True,True,True
2213,123,orchard,satchel shed,cart creak,0.65,mud reed,0.4,16.42,0.28,0.48,5.77,0.768056,True,True,True
2214,124,riverbend,kit alcove,cedar knock,0.68,warm oil,0.45,12.58,0.29,0.54,7.935,0.775,True,True,True
2215,124,roofward,glass stair,sun glass hum,0.5,polished brass,0.3,17.96,0.25,0.72,8.285,0.481944,True,True,True
2216,124,archive,ink niche,stone echo,0.55,cold dust,0.4,15.64,0.23,0.48,6.52,0.688889,True,True,True
2217,124,signal,arrival court,static crickets,0.37,salt wind,0.5,8.42,0.66,0.66,9.21,0.395833,True,True,True
2218,124,orchard,mud row,cart creak,0.54,apple soil,0.35,14.7,0.67,0.42,5.815,0.602778,True,True,True
2219,124,repair_ring,cool corner,bell hum,0.71,clean cloth,0.45,18.18,0.29,0.54,10.045,0.809722,True,True,True
2220,124,riverbend,arrival court,river slap,0.34,mud thread,0.5,10.26,0.22,0.66,7.965,0.416667,True,True,True
2221,124,roofward,warm lane,hinge ticks,0.51,thyme paper,0.35,19.14,0.29,0.42,8.225,0.623611,True,True,True
2222,124,archive,memory desk,page flutter,0.68,wax seal,0.45,16.82,0.27,0.54,6.46,0.830556,True,True,True
2223,124,signal,mast base,rope creak,0.5,hot glass,0.3,8.88,0.28,0.72,9.15,0.5375,True,True,True
2224,124,orchard,market plank,seed rattle,0.55,mud reed,0.4,15.16,0.26,0.48,5.755,0.744444,True,True,True
2225,124,repair_ring,arrival court,cool fan,0.37,stone chalk,0.5,15.14,0.22,0.66,10.075,0.451389,True,True,True
2226,124,riverbend,plank hall,cedar knock,0.47,warm oil,0.3,10.72,0.26,0.72,7.905,0.558333,True,True,True
2227,124,roofward,ledger loft,paper hush,0.64,warm dust,0.4,19.6,0.24,0.48,8.33,0.765278,True,True,True
2228,124,archive,arrival court,stone echo,0.34,cold dust,0.5,13.78,0.67,0.66,6.49,0.472222,True,True,True
2229,124,signal,lantern walk,beacon pulse,0.51,lamp oil,0.35,10.06,0.32,0.42,9.255,0.679167,True,True,True
2230,124,orchard,satchel shed,roof drip,0.68,dry twine,0.45,16.34,0.25,0.54,5.695,0.886111,True,True,True
2231,124,repair_ring,wire bench,bell hum,0.5,clean cloth,0.3,16.32,0.26,0.72,10.18,0.593056,True,True,True
2232,125,roofward,glass stair,paper hush,0.41,thyme paper,0.35,17.88,0.27,0.42,8.21,0.6,True,True,True
2233,125,archive,ink niche,spool click,0.58,wax seal,0.45,15.56,0.25,0.54,6.445,0.806944,True,True,True
2234,125,signal,arrival court,beacon pulse,0.4,hot glass,0.3,8.34,0.68,0.72,9.135,0.513889,True,True,True
2235,125,orchard,mud row,roof drip,0.57,mud reed,0.4,14.62,0.64,0.48,5.74,0.720833,True,True,True
2236,125,repair_ring,cool corner,cool fan,0.62,hot copper,0.5,18.1,0.26,0.6,10.135,0.927778,True,True,True
2237,125,riverbend,arrival court,lantern tick,0.37,warm oil,0.3,10.18,0.24,0.72,7.89,0.534722,True,True,True
2238,125,roofward,warm lane,sun glass hum,0.54,warm dust,0.4,19.06,0.31,0.48,8.315,0.741667,True,True,True
2239,125,archive,memory desk,stone echo,0.71,ink linen,0.5,16.74,0.29,0.6,6.55,0.948611,True,True,True
2240,125,signal,mast base,static crickets,0.41,lamp oil,0.35,9.52,0.25,0.42,9.24,0.655556,True,True,True
2241,125,orchard,market plank,cart creak,0.58,dry twine,0.45,15.08,0.23,0.54,5.68,0.8625,True,True,True
2242,125,repair_ring,arrival court,wire snap,0.4,clean cloth,0.3,15.06,0.24,0.72,10.165,0.569444,True,True,True
2243,125,riverbend,plank hall,river slap,0.5,wet cedar,0.35,10.64,0.28,0.42,7.83,0.676389,True,True,True
2244,125,roofward,ledger loft,hinge ticks,0.55,polished brass,0.45,19.52,0.26,0.54,8.255,0.883333,True,True,True
2245,125,archive,arrival court,spool click,0.37,wax seal,0.3,13.7,0.64,0.72,6.415,0.590278,True,True,True
2246,125,signal,lantern walk,rope creak,0.54,salt wind,0.4,9.98,0.29,0.48,9.18,0.797222,True,True,True
2247,125,orchard,satchel shed,seed rattle,0.71,apple soil,0.5,16.26,0.27,0.6,5.785,0.004167,True,True,True
2248,125,repair_ring,wire bench,cool fan,0.41,hot copper,0.35,16.24,0.28,0.42,10.105,0.711111,True,True,True
2249,125,riverbend,wet crossing,cedar knock,0.51,mud thread,0.4,11.82,0.68,0.48,7.935,0.818056,True,True,True
2250,126,archive,ink niche,page flutter,0.61,ink linen,0.5,15.48,0.22,0.6,6.535,0.925,True,True,True
2251,126,signal,arrival court,rope creak,0.43,lamp oil,0.35,8.26,0.65,0.42,9.225,0.631944,True,True,True
2252,126,orchard,mud row,seed rattle,0.48,dry twine,0.45,14.54,0.66,0.54,5.83,0.838889,True,True,True
2253,126,repair_ring,cool corner,wire snap,0.65,stone chalk,0.3,18.02,0.28,0.66,10.06,0.045833,True,True,True
2254,126,riverbend,arrival court,cedar knock,0.4,wet cedar,0.35,10.1,0.26,0.42,7.98,0.652778,True,True,True
2255,126,roofward,warm lane,paper hush,0.57,polished brass,0.45,18.98,0.28,0.54,8.24,0.859722,True,True,True
2256,126,archive,memory desk,spool click,0.62,cold dust,0.3,16.66,0.26,0.66,6.475,0.066667,True,True,True
2257,126,signal,mast base,beacon pulse,0.44,salt wind,0.4,9.44,0.27,0.48,9.165,0.773611,True,True,True
2258,126,orchard,market plank,roof drip,0.61,apple soil,0.5,15.72,0.25,0.6,5.77,0.980556,True,True,True
2259,126,repair_ring,arrival court,bell hum,0.43,hot copper,0.35,14.98,0.26,0.42,10.09,0.6875,True,True,True
2260,126,riverbend,plank hall,lantern tick,0.41,mud thread,0.4,10.56,0.25,0.48,7.92,0.794444,True,True,True
2261,126,roofward,ledger loft,sun glass hum,0.58,thyme paper,0.5,19.44,0.23,0.6,8.345,0.001389,True,True,True
2262,126,archive,arrival court,page flutter,0.4,ink linen,0.35,13.62,0.66,0.42,6.505,0.708333,True,True,True
2263,126,signal,lantern walk,static crickets,0.57,hot glass,0.45,9.9,0.31,0.54,9.27,0.915278,True,True,True
2264,126,orchard,satchel shed,cart creak,0.62,mud reed,0.3,16.18,0.29,0.66,5.71,0.122222,True,True,True
2265,126,repair_ring,wire bench,wire snap,0.44,stone chalk,0.4,16.16,0.25,0.48,10.03,0.829167,True,True,True
2266,126,riverbend,wet crossing,river slap,0.54,warm oil,0.45,11.74,0.65,0.54,7.86,0.936111,True,True,True
2267,126,roofward,sun sill,hinge ticks,0.71,warm dust,0.3,20.62,0.27,0.66,8.285,0.143056,True,True,True
2268,127,signal,arrival court,static crickets,0.34,salt wind,0.4,8.18,0.67,0.48,9.15,0.75,True,True,True
2269,127,orchard,mud row,cart creak,0.51,apple soil,0.5,14.46,0.68,0.6,5.755,0.956944,True,True,True
2270,127,repair_ring,cool corner,bell hum,0.68,clean cloth,0.35,17.94,0.25,0.72,10.15,0.163889,True,True,True
2271,127,riverbend,arrival court,river slap,0.43,mud thread,0.4,10.02,0.23,0.48,7.905,0.770833,True,True,True
2272,127,roofward,warm lane,hinge ticks,0.48,thyme paper,0.5,18.9,0.3,0.6,8.33,0.977778,True,True,True
2273,127,archive,memory desk,page flutter,0.65,wax seal,0.35,16.58,0.28,0.72,6.4,0.184722,True,True,True
2274,127,signal,mast base,rope creak,0.47,hot glass,0.45,9.36,0.29,0.54,9.255,0.891667,True,True,True
2275,127,orchard,market plank,seed rattle,0.64,mud reed,0.3,15.64,0.22,0.66,5.695,0.098611,True,True,True
2276,127,repair_ring,arrival court,cool fan,0.34,stone chalk,0.4,15.62,0.23,0.48,10.18,0.805556,True,True,True
2277,127,riverbend,plank hall,cedar knock,0.44,warm oil,0.45,10.48,0.27,0.54,7.845,0.9125,True,True,True
2278,127,roofward,ledger loft,paper hush,0.61,warm dust,0.3,19.36,0.25,0.66,8.27,0.119444,True,True,True
2279,127,archive,arrival court,stone echo,0.43,cold dust,0.4,13.54,0.68,0.48,6.43,0.826389,True,True,True
2280,127,signal,lantern walk,beacon pulse,0.48,lamp oil,0.5,9.82,0.28,0.6,9.195,0.033333,True,True,True
2281,127,orchard,satchel shed,roof drip,0.65,dry twine,0.35,16.1,0.26,0.72,5.8,0.240278,True,True,True
2282,127,repair_ring,wire bench,bell hum,0.47,clean cloth,0.45,16.08,0.27,0.54,10.12,0.947222,True,True,True
2283,127,riverbend,wet crossing,lantern tick,0.57,wet cedar,0.5,11.66,0.67,0.6,7.95,0.054167,True,True,True
2284,127,roofward,sun sill,sun glass hum,0.62,polished brass,0.35,20.54,0.29,0.72,8.21,0.261111,True,True,True
2285,127,archive,stone stacks,page flutter,0.44,wax seal,0.45,14.72,0.25,0.54,6.535,0.968056,True,True,True
2286,128,orchard,mud row,roof drip,0.54,mud reed,0.3,14.38,0.65,0.66,5.68,0.075,True,True,True
2287,128,repair_ring,cool corner,cool fan,0.71,hot copper,0.4,17.86,0.27,0.42,10.075,0.281944,True,True,True
2288,128,riverbend,arrival court,lantern tick,0.34,warm oil,0.45,9.94,0.25,0.54,7.83,0.888889,True,True,True
2289,128,roofward,warm lane,sun glass hum,0.51,warm dust,0.3,18.82,0.32,0.66,8.255,0.095833,True,True,True
2290,128,archive,memory desk,stone echo,0.68,ink linen,0.4,16.5,0.25,0.42,6.49,0.302778,True,True,True
2291,128,signal,mast base,static crickets,0.5,lamp oil,0.5,9.28,0.26,0.6,9.18,0.009722,True,True,True
2292,128,orchard,market plank,cart creak,0.55,dry twine,0.35,15.56,0.24,0.72,5.785,0.216667,True,True,True
2293,128,repair_ring,arrival court,wire snap,0.37,clean cloth,0.45,15.54,0.25,0.54,10.105,0.923611,True,True,True
2294,128,riverbend,plank hall,river slap,0.47,wet cedar,0.5,11.12,0.29,0.6,7.935,0.030556,True,True,True
2295,128,roofward,ledger loft,hinge ticks,0.64,polished brass,0.35,19.28,0.22,0.72,8.36,0.2375,True,True,True
2296,128,archive,arrival court,spool click,0.34,wax seal,0.45,13.46,0.65,0.54,6.52,0.944444,True,True,True
2297,128,signal,lantern walk,rope creak,0.51,salt wind,0.3,9.74,0.3,0.66,9.12,0.151389,True,True,True
2298,128,orchard,satchel shed,seed rattle,0.68,apple soil,0.4,16.02,0.28,0.42,5.725,0.358333,True,True,True
