tick,day,slot,selected_resident,vertical_slice_frame,arrival_movement_frame,bounded_conversation_frame,schedule_debt_memory_frame,offscreen_return_frame,visible_consequence_frame,save_restore_audit_replay_frame,usable_interface_frame,single_html_vertical_slice,all_systems_integrated
4551,253,15,Fay,4551,4551,4551,4551,4551,4551,4551,4551,True,True
4552,253,16,Milo,4552,4552,4552,4552,4552,4552,4552,4552,True,True
4553,253,17,Sera,4553,4553,4553,4553,4553,4553,4553,4553,True,True
4554,254,0,Tovan,4554,4554,4554,4554,4554,4554,4554,4554,True,True
4555,254,1,Nia,4555,4555,4555,4555,4555,4555,4555,4555,True,True
4556,254,2,Ari,4556,4556,4556,4556,4556,4556,4556,4556,True,True
4557,254,3,Fay,4557,4557,4557,4557,4557,4557,4557,4557,True,True
4558,254,4,Milo,4558,4558,4558,4558,4558,4558,4558,4558,True,True
4559,254,5,Sera,4559,4559,4559,4559,4559,4559,4559,4559,True,True
4560,254,6,Tovan,4560,4560,4560,4560,4560,4560,4560,4560,True,True
4561,254,7,Nia,4561,4561,4561,4561,4561,4561,4561,4561,True,True
4562,254,8,Ari,4562,4562,4562,4562,4562,4562,4562,4562,True,True
4563,254,9,Fay,4563,4563,4563,4563,4563,4563,4563,4563,True,True
4564,254,10,Milo,4564,4564,4564,4564,4564,4564,4564,4564,True,True
4565,254,11,Sera,4565,4565,4565,4565,4565,4565,4565,4565,True,True
4566,254,12,Tovan,4566,4566,4566,4566,4566,4566,4566,4566,True,True
4567,254,13,Nia,4567,4567,4567,4567,4567,4567,4567,4567,True,True
4568,254,14,Ari,4568,4568,4568,4568,4568,4568,4568,4568,True,True
4569,254,15,Fay,4569,4569,4569,4569,4569,4569,4569,4569,True,True
4570,254,16,Milo,4570,4570,4570,4570,4570,4570,4570,4570,True,True
4571,254,17,Sera,4571,4571,4571,4571,4571,4571,4571,4571,True,True
4572,255,0,Tovan,4572,4572,4572,4572,4572,4572,4572,4572,True,True
4573,255,1,Nia,4573,4573,4573,4573,4573,4573,4573,4573,True,True
4574,255,2,Ari,4574,4574,4574,4574,4574,4574,4574,4574,True,True
4575,255,3,Fay,4575,4575,4575,4575,4575,4575,4575,4575,True,True
4576,255,4,Milo,4576,4576,4576,4576,4576,4576,4576,4576,True,True
4577,255,5,Sera,4577,4577,4577,4577,4577,4577,4577,4577,True,True
4578,255,6,Tovan,4578,4578,4578,4578,4578,4578,4578,4578,True,True
4579,255,7,Nia,4579,4579,4579,4579,4579,4579,4579,4579,True,True
4580,255,8,Ari,4580,4580,4580,4580,4580,4580,4580,4580,True,True
4581,255,9,Fay,4581,4581,4581,4581,4581,4581,4581,4581,True,True
4582,255,10,Milo,4582,4582,4582,4582,4582,4582,4582,4582,True,True
4583,255,11,Sera,4583,4583,4583,4583,4583,4583,4583,4583,True,True
4584,255,12,Tovan,4584,4584,4584,4584,4584,4584,4584,4584,True,True
4585,255,13,Nia,4585,4585,4585,4585,4585,4585,4585,4585,True,True
4586,255,14,Ari,4586,4586,4586,4586,4586,4586,4586,4586,True,True
4587,255,15,Fay,4587,4587,4587,4587,4587,4587,4587,4587,True,True
4588,255,16,Milo,4588,4588,4588,4588,4588,4588,4588,4588,True,True
4589,255,17,Sera,4589,4589,4589,4589,4589,4589,4589,4589,True,True
4590,256,0,Tovan,4590,4590,4590,4590,4590,4590,4590,4590,True,True
4591,256,1,Nia,4591,4591,4591,4591,4591,4591,4591,4591,True,True
4592,256,2,Ari,4592,4592,4592,4592,4592,4592,4592,4592,True,True
4593,256,3,Fay,4593,4593,4593,4593,4593,4593,4593,4593,True,True
4594,256,4,Milo,4594,4594,4594,4594,4594,4594,4594,4594,True,True
4595,256,5,Sera,4595,4595,4595,4595,4595,4595,4595,4595,True,True
4596,256,6,Tovan,4596,4596,4596,4596,4596,4596,4596,4596,True,True
4597,256,7,Nia,4597,4597,4597,4597,4597,4597,4597,4597,True,True
4598,256,8,Ari,4598,4598,4598,4598,4598,4598,4598,4598,True,True
4599,256,9,Fay,4599,4599,4599,4599,4599,4599,4599,4599,True,True
4600,256,10,Milo,4600,4600,4600,4600,4600,4600,4600,4600,True,True
4601,256,11,Sera,4601,4601,4601,4601,4601,4601,4601,4601,True,True
4602,256,12,Tovan,4602,4602,4602,4602,4602,4602,4602,4602,True,True
4603,256,13,Nia,4603,4603,4603,4603,4603,4603,4603,4603,True,True
4604,256,14,Ari,4604,4604,4604,4604,4604,4604,4604,4604,True,True
4605,256,15,Fay,4605,4605,4605,4605,4605,4605,4605,4605,True,True
4606,256,16,Milo,4606,4606,4606,4606,4606,4606,4606,4606,True,True
4607,256,17,Sera,4607,4607,4607,4607,4607,4607,4607,4607,True,True
4608,257,0,Tovan,4608,4608,4608,4608,4608,4608,4608,4608,True,True
4609,257,1,Nia,4609,4609,4609,4609,4609,4609,4609,4609,True,True
4610,257,2,Ari,4610,4610,4610,4610,4610,4610,4610,4610,True,True
4611,257,3,Fay,4611,4611,4611,4611,4611,4611,4611,4611,True,True
4612,257,4,Milo,4612,4612,4612,4612,4612,4612,4612,4612,True,True
4613,257,5,Sera,4613,4613,4613,4613,4613,4613,4613,4613,True,True
4614,257,6,Tovan,4614,4614,4614,4614,4614,4614,4614,4614,True,True
4615,257,7,Nia,4615,4615,4615,4615,4615,4615,4615,4615,True,True
4616,257,8,Ari,4616,4616,4616,4616,4616,4616,4616,4616,True,True
4617,257,9,Fay,4617,4617,4617,4617,4617,4617,4617,4617,True,True
4618,257,10,Milo,4618,4618,4618,4618,4618,4618,4618,4618,True,True
4619,257,11,Sera,4619,4619,4619,4619,4619,4619,4619,4619,True,True
4620,257,12,Tovan,4620,4620,4620,4620,4620,4620,4620,4620,True,True
4621,257,13,Nia,4621,4621,4621,4621,4621,4621,4621,4621,True,True
4622,257,14,Ari,4622,4622,4622,4622,4622,4622,4622,4622,True,True
4623,257,15,Fay,4623,4623,4623,4623,4623,4623,4623,4623,True,True
4624,257,16,Milo,4624,4624,4624,4624,4624,4624,4624,4624,True,True
4625,257,17,Sera,4625,4625,4625,4625,4625,4625,4625,4625,True,True
4626,258,0,Tovan,4626,4626,4626,4626,4626,4626,4626,4626,True,True
4627,258,1,Nia,4627,4627,4627,4627,4627,4627,4627,4627,True,True
4628,258,2,Ari,4628,4628,4628,4628,4628,4628,4628,4628,True,True
4629,258,3,Fay,4629,4629,4629,4629,4629,4629,4629,4629,True,True
4630,258,4,Milo,4630,4630,4630,4630,4630,4630,4630,4630,True,True
4631,258,5,Sera,4631,4631,4631,4631,4631,4631,4631,4631,True,True
4632,258,6,Tovan,4632,4632,4632,4632,4632,4632,4632,4632,True,True
4633,258,7,Nia,4633,4633,4633,4633,4633,4633,4633,4633,True,True
4634,258,8,Ari,4634,4634,4634,4634,4634,4634,4634,4634,True,True
4635,258,9,Fay,4635,4635,4635,4635,4635,4635,4635,4635,True,True
4636,258,10,Milo,4636,4636,4636,4636,4636,4636,4636,4636,True,True
4637,258,11,Sera,4637,4637,4637,4637,4637,4637,4637,4637,True,True
4638,258,12,Tovan,4638,4638,4638,4638,4638,4638,4638,4638,True,True
4639,258,13,Nia,4639,4639,4639,4639,4639,4639,4639,4639,True,True
4640,258,14,Ari,4640,4640,4640,4640,4640,4640,4640,4640,True,True
4641,258,15,Fay,4641,4641,4641,4641,4641,4641,4641,4641,True,True
4642,258,16,Milo,4642,4642,4642,4642,4642,4642,4642,4642,True,True
4643,258,17,Sera,4643,4643,4643,4643,4643,4643,4643,4643,True,True
4644,259,0,Tovan,4644,4644,4644,4644,4644,4644,4644,4644,True,True
4645,259,1,Nia,4645,4645,4645,4645,4645,4645,4645,4645,True,True
4646,259,2,Ari,4646,4646,4646,4646,4646,4646,4646,4646,True,True
4647,259,3,Fay,4647,4647,4647,4647,4647,4647,4647,4647,True,True
4648,259,4,Milo,4648,4648,4648,4648,4648,4648,4648,4648,True,True
4649,259,5,Sera,4649,4649,4649,4649,4649,4649,4649,4649,True,True
4650,259,6,Tovan,4650,4650,4650,4650,4650,4650,4650,4650,True,True
4651,259,7,Nia,4651,4651,4651,4651,4651,4651,4651,4651,True,True
4652,259,8,Ari,4652,4652,4652,4652,4652,4652,4652,4652,True,True
4653,259,9,Fay,4653,4653,4653,4653,4653,4653,4653,4653,True,True
4654,259,10,Milo,4654,4654,4654,4654,4654,4654,4654,4654,True,True
4655,259,11,Sera,4655,4655,4655,4655,4655,4655,4655,4655,True,True
4656,259,12,Tovan,4656,4656,4656,4656,4656,4656,4656,4656,True,True
4657,259,13,Nia,4657,4657,4657,4657,4657,4657,4657,4657,True,True
4658,259,14,Ari,4658,4658,4658,4658,4658,4658,4658,4658,True,True
4659,259,15,Fay,4659,4659,4659,4659,4659,4659,4659,4659,True,True
4660,259,16,Milo,4660,4660,4660,4660,4660,4660,4660,4660,True,True
4661,259,17,Sera,4661,4661,4661,4661,4661,4661,4661,4661,True,True
4662,260,0,Tovan,4662,4662,4662,4662,4662,4662,4662,4662,True,True
4663,260,1,Nia,4663,4663,4663,4663,4663,4663,4663,4663,True,True
4664,260,2,Ari,4664,4664,4664,4664,4664,4664,4664,4664,True,True
4665,260,3,Fay,4665,4665,4665,4665,4665,4665,4665,4665,True,True
4666,260,4,Milo,4666,4666,4666,4666,4666,4666,4666,4666,True,True
4667,260,5,Sera,4667,4667,4667,4667,4667,4667,4667,4667,True,True
4668,260,6,Tovan,4668,4668,4668,4668,4668,4668,4668,4668,True,True
4669,260,7,Nia,4669,4669,4669,4669,4669,4669,4669,4669,True,True
4670,260,8,Ari,4670,4670,4670,4670,4670,4670,4670,4670,True,True
4671,260,9,Fay,4671,4671,4671,4671,4671,4671,4671,4671,True,True
4672,260,10,Milo,4672,4672,4672,4672,4672,4672,4672,4672,True,True
4673,260,11,Sera,4673,4673,4673,4673,4673,4673,4673,4673,True,True
4674,260,12,Tovan,4674,4674,4674,4674,4674,4674,4674,4674,True,True
4675,260,13,Nia,4675,4675,4675,4675,4675,4675,4675,4675,True,True
4676,260,14,Ari,4676,4676,4676,4676,4676,4676,4676,4676,True,True
4677,260,15,Fay,4677,4677,4677,4677,4677,4677,4677,4677,True,True
4678,260,16,Milo,4678,4678,4678,4678,4678,4678,4678,4678,True,True
4679,260,17,Sera,4679,4679,4679,4679,4679,4679,4679,4679,True,True
4680,261,0,Tovan,4680,4680,4680,4680,4680,4680,4680,4680,True,True
4681,261,1,Nia,4681,4681,4681,4681,4681,4681,4681,4681,True,True
4682,261,2,Ari,4682,4682,4682,4682,4682,4682,4682,4682,True,True
4683,261,3,Fay,4683,4683,4683,4683,4683,4683,4683,4683,True,True
4684,261,4,Milo,4684,4684,4684,4684,4684,4684,4684,4684,True,True
4685,261,5,Sera,4685,4685,4685,4685,4685,4685,4685,4685,True,True
4686,261,6,Tovan,4686,4686,4686,4686,4686,4686,4686,4686,True,True
4687,261,7,Nia,4687,4687,4687,4687,4687,4687,4687,4687,True,True
4688,261,8,Ari,4688,4688,4688,4688,4688,4688,4688,4688,True,True
4689,261,9,Fay,4689,4689,4689,4689,4689,4689,4689,4689,True,True
4690,261,10,Milo,4690,4690,4690,4690,4690,4690,4690,4690,True,True
4691,261,11,Sera,4691,4691,4691,4691,4691,4691,4691,4691,True,True
4692,261,12,Tovan,4692,4692,4692,4692,4692,4692,4692,4692,True,True
4693,261,13,Nia,4693,4693,4693,4693,4693,4693,4693,4693,True,True
4694,261,14,Ari,4694,4694,4694,4694,4694,4694,4694,4694,True,True
4695,261,15,Fay,4695,4695,4695,4695,4695,4695,4695,4695,True,True
4696,261,16,Milo,4696,4696,4696,4696,4696,4696,4696,4696,True,True
4697,261,17,Sera,4697,4697,4697,4697,4697,4697,4697,4697,True,True
4698,262,0,Tovan,4698,4698,4698,4698,4698,4698,4698,4698,True,True
4699,262,1,Nia,4699,4699,4699,4699,4699,4699,4699,4699,True,True
4700,262,2,Ari,4700,4700,4700,4700,4700,4700,4700,4700,True,True
4701,262,3,Fay,4701,4701,4701,4701,4701,4701,4701,4701,True,True
4702,262,4,Milo,4702,4702,4702,4702,4702,4702,4702,4702,True,True
4703,262,5,Sera,4703,4703,4703,4703,4703,4703,4703,4703,True,True
4704,262,6,Tovan,4704,4704,4704,4704,4704,4704,4704,4704,True,True
4705,262,7,Nia,4705,4705,4705,4705,4705,4705,4705,4705,True,True
4706,262,8,Ari,4706,4706,4706,4706,4706,4706,4706,4706,True,True
4707,262,9,Fay,4707,4707,4707,4707,4707,4707,4707,4707,True,True
4708,262,10,Milo,4708,4708,4708,4708,4708,4708,4708,4708,True,True
4709,262,11,Sera,4709,4709,4709,4709,4709,4709,4709,4709,True,True
4710,262,12,Tovan,4710,4710,4710,4710,4710,4710,4710,4710,True,True
4711,262,13,Nia,4711,4711,4711,4711,4711,4711,4711,4711,True,True
4712,262,14,Ari,4712,4712,4712,4712,4712,4712,4712,4712,True,True
4713,262,15,Fay,4713,4713,4713,4713,4713,4713,4713,4713,True,True
4714,262,16,Milo,4714,4714,4714,4714,4714,4714,4714,4714,True,True
4715,262,17,Sera,4715,4715,4715,4715,4715,4715,4715,4715,True,True
4716,263,0,Tovan,4716,4716,4716,4716,4716,4716,4716,4716,True,True
4717,263,1,Nia,4717,4717,4717,4717,4717,4717,4717,4717,True,True
4718,263,2,Ari,4718,4718,4718,4718,4718,4718,4718,4718,True,True
4719,263,3,Fay,4719,4719,4719,4719,4719,4719,4719,4719,True,True
4720,263,4,Milo,4720,4720,4720,4720,4720,4720,4720,4720,True,True
4721,263,5,Sera,4721,4721,4721,4721,4721,4721,4721,4721,True,True
4722,263,6,Tovan,4722,4722,4722,4722,4722,4722,4722,4722,True,True
4723,263,7,Nia,4723,4723,4723,4723,4723,4723,4723,4723,True,True
4724,263,8,Ari,4724,4724,4724,4724,4724,4724,4724,4724,True,True
4725,263,9,Fay,4725,4725,4725,4725,4725,4725,4725,4725,True,True
4726,263,10,Milo,4726,4726,4726,4726,4726,4726,4726,4726,True,True
4727,263,11,Sera,4727,4727,4727,4727,4727,4727,4727,4727,True,True
4728,263,12,Tovan,4728,4728,4728,4728,4728,4728,4728,4728,True,True
4729,263,13,Nia,4729,4729,4729,4729,4729,4729,4729,4729,True,True
4730,263,14,Ari,4730,4730,4730,4730,4730,4730,4730,4730,True,True
4731,263,15,Fay,4731,4731,4731,4731,4731,4731,4731,4731,True,True
4732,263,16,Milo,4732,4732,4732,4732,4732,4732,4732,4732,True,True
4733,263,17,Sera,4733,4733,4733,4733,4733,4733,4733,4733,True,True
4734,264,0,Tovan,4734,4734,4734,4734,4734,4734,4734,4734,True,True
4735,264,1,Nia,4735,4735,4735,4735,4735,4735,4735,4735,True,True
4736,264,2,Ari,4736,4736,4736,4736,4736,4736,4736,4736,True,True
4737,264,3,Fay,4737,4737,4737,4737,4737,4737,4737,4737,True,True
4738,264,4,Milo,4738,4738,4738,4738,4738,4738,4738,4738,True,True
4739,264,5,Sera,4739,4739,4739,4739,4739,4739,4739,4739,True,True
4740,264,6,Tovan,4740,4740,4740,4740,4740,4740,4740,4740,True,True
4741,264,7,Nia,4741,4741,4741,4741,4741,4741,4741,4741,True,True
4742,264,8,Ari,4742,4742,4742,4742,4742,4742,4742,4742,True,True
4743,264,9,Fay,4743,4743,4743,4743,4743,4743,4743,4743,True,True
4744,264,10,Milo,4744,4744,4744,4744,4744,4744,4744,4744,True,True
4745,264,11,Sera,4745,4745,4745,4745,4745,4745,4745,4745,True,True
4746,264,12,Tovan,4746,4746,4746,4746,4746,4746,4746,4746,True,True
4747,264,13,Nia,4747,4747,4747,4747,4747,4747,4747,4747,True,True
4748,264,14,Ari,4748,4748,4748,4748,4748,4748,4748,4748,True,True
4749,264,15,Fay,4749,4749,4749,4749,4749,4749,4749,4749,True,True
4750,264,16,Milo,4750,4750,4750,4750,4750,4750,4750,4750,True,True
4751,264,17,Sera,4751,4751,4751,4751,4751,4751,4751,4751,True,True
4752,265,0,Tovan,4752,4752,4752,4752,4752,4752,4752,4752,True,True
4753,265,1,Nia,4753,4753,4753,4753,4753,4753,4753,4753,True,True
4754,265,2,Ari,4754,4754,4754,4754,4754,4754,4754,4754,True,True
4755,265,3,Fay,4755,4755,4755,4755,4755,4755,4755,4755,True,True
4756,265,4,Milo,4756,4756,4756,4756,4756,4756,4756,4756,True,True
4757,265,5,Sera,4757,4757,4757,4757,4757,4757,4757,4757,True,True
4758,265,6,Tovan,4758,4758,4758,4758,4758,4758,4758,4758,True,True
4759,265,7,Nia,4759,4759,4759,4759,4759,4759,4759,4759,True,True
4760,265,8,Ari,4760,4760,4760,4760,4760,4760,4760,4760,True,True
4761,265,9,Fay,4761,4761,4761,4761,4761,4761,4761,4761,True,True
4762,265,10,Milo,4762,4762,4762,4762,4762,4762,4762,4762,True,True
4763,265,11,Sera,4763,4763,4763,4763,4763,4763,4763,4763,True,True
4764,265,12,Tovan,4764,4764,4764,4764,4764,4764,4764,4764,True,True
4765,265,13,Nia,4765,4765,4765,4765,4765,4765,4765,4765,True,True
4766,265,14,Ari,4766,4766,4766,4766,4766,4766,4766,4766,True,True
4767,265,15,Fay,4767,4767,4767,4767,4767,4767,4767,4767,True,True
4768,265,16,Milo,4768,4768,4768,4768,4768,4768,4768,4768,True,True
4769,265,17,Sera,4769,4769,4769,4769,4769,4769,4769,4769,True,True
4770,266,0,Tovan,4770,4770,4770,4770,4770,4770,4770,4770,True,True
4771,266,1,Nia,4771,4771,4771,4771,4771,4771,4771,4771,True,True
4772,266,2,Ari,4772,4772,4772,4772,4772,4772,4772,4772,True,True
4773,266,3,Fay,4773,4773,4773,4773,4773,4773,4773,4773,True,True
4774,266,4,Milo,4774,4774,4774,4774,4774,4774,4774,4774,True,True
4775,266,5,Sera,4775,4775,4775,4775,4775,4775,4775,4775,True,True
4776,266,6,Tovan,4776,4776,4776,4776,4776,4776,4776,4776,True,True
4777,266,7,Nia,4777,4777,4777,4777,4777,4777,4777,4777,True,True
4778,266,8,Ari,4778,4778,4778,4778,4778,4778,4778,4778,True,True
4779,266,9,Fay,4779,4779,4779,4779,4779,4779,4779,4779,True,True
4780,266,10,Milo,4780,4780,4780,4780,4780,4780,4780,4780,True,True
4781,266,11,Sera,4781,4781,4781,4781,4781,4781,4781,4781,True,True
4782,266,12,Tovan,4782,4782,4782,4782,4782,4782,4782,4782,True,True
4783,266,13,Nia,4783,4783,4783,4783,4783,4783,4783,4783,True,True
4784,266,14,Ari,4784,4784,4784,4784,4784,4784,4784,4784,True,True
4785,266,15,Fay,4785,4785,4785,4785,4785,4785,4785,4785,True,True
4786,266,16,Milo,4786,4786,4786,4786,4786,4786,4786,4786,True,True
4787,266,17,Sera,4787,4787,4787,4787,4787,4787,4787,4787,True,True
4788,267,0,Tovan,4788,4788,4788,4788,4788,4788,4788,4788,True,True
4789,267,1,Nia,4789,4789,4789,4789,4789,4789,4789,4789,True,True
4790,267,2,Ari,4790,4790,4790,4790,4790,4790,4790,4790,True,True
4791,267,3,Fay,4791,4791,4791,4791,4791,4791,4791,4791,True,True
4792,267,4,Milo,4792,4792,4792,4792,4792,4792,4792,4792,True,True
4793,267,5,Sera,4793,4793,4793,4793,4793,4793,4793,4793,True,True
4794,267,6,Tovan,4794,4794,4794,4794,4794,4794,4794,4794,True,True
4795,267,7,Nia,4795,4795,4795,4795,4795,4795,4795,4795,True,True
4796,267,8,Ari,4796,4796,4796,4796,4796,4796,4796,4796,True,True
4797,267,9,Fay,4797,4797,4797,4797,4797,4797,4797,4797,True,True
4798,267,10,Milo,4798,4798,4798,4798,4798,4798,4798,4798,True,True
4799,267,11,Sera,4799,4799,4799,4799,4799,4799,4799,4799,True,True
4800,267,12,Tovan,4800,4800,4800,4800,4800,4800,4800,4800,True,True
4801,267,13,Nia,4801,4801,4801,4801,4801,4801,4801,4801,True,True
4802,267,14,Ari,4802,4802,4802,4802,4802,4802,4802,4802,True,True
4803,267,15,Fay,4803,4803,4803,4803,4803,4803,4803,4803,True,True
4804,267,16,Milo,4804,4804,4804,4804,4804,4804,4804,4804,True,True
4805,267,17,Sera,4805,4805,4805,4805,4805,4805,4805,4805,True,True
4806,268,0,Tovan,4806,4806,4806,4806,4806,4806,4806,4806,True,True
4807,268,1,Nia,4807,4807,4807,4807,4807,4807,4807,4807,True,True
4808,268,2,Ari,4808,4808,4808,4808,4808,4808,4808,4808,True,True
4809,268,3,Fay,4809,4809,4809,4809,4809,4809,4809,4809,True,True
4810,268,4,Milo,4810,4810,4810,4810,4810,4810,4810,4810,True,True
4811,268,5,Sera,4811,4811,4811,4811,4811,4811,4811,4811,True,True
4812,268,6,Tovan,4812,4812,4812,4812,4812,4812,4812,4812,True,True
4813,268,7,Nia,4813,4813,4813,4813,4813,4813,4813,4813,True,True
4814,268,8,Ari,4814,4814,4814,4814,4814,4814,4814,4814,True,True
4815,268,9,Fay,4815,4815,4815,4815,4815,4815,4815,4815,True,True
4816,268,10,Milo,4816,4816,4816,4816,4816,4816,4816,4816,True,True
4817,268,11,Sera,4817,4817,4817,4817,4817,4817,4817,4817,True,True
4818,268,12,Tovan,4818,4818,4818,4818,4818,4818,4818,4818,True,True
4819,268,13,Nia,4819,4819,4819,4819,4819,4819,4819,4819,True,True
4820,268,14,Ari,4820,4820,4820,4820,4820,4820,4820,4820,True,True
4821,268,15,Fay,4821,4821,4821,4821,4821,4821,4821,4821,True,True
4822,268,16,Milo,4822,4822,4822,4822,4822,4822,4822,4822,True,True
4823,268,17,Sera,4823,4823,4823,4823,4823,4823,4823,4823,True,True
4824,269,0,Tovan,4824,4824,4824,4824,4824,4824,4824,4824,True,True
4825,269,1,Nia,4825,4825,4825,4825,4825,4825,4825,4825,True,True
4826,269,2,Ari,4826,4826,4826,4826,4826,4826,4826,4826,True,True
4827,269,3,Fay,4827,4827,4827,4827,4827,4827,4827,4827,True,True
4828,269,4,Milo,4828,4828,4828,4828,4828,4828,4828,4828,True,True
4829,269,5,Sera,4829,4829,4829,4829,4829,4829,4829,4829,True,True
4830,269,6,Tovan,4830,4830,4830,4830,4830,4830,4830,4830,True,True
4831,269,7,Nia,4831,4831,4831,4831,4831,4831,4831,4831,True,True
4832,269,8,Ari,4832,4832,4832,4832,4832,4832,4832,4832,True,True
4833,269,9,Fay,4833,4833,4833,4833,4833,4833,4833,4833,True,True
4834,269,10,Milo,4834,4834,4834,4834,4834,4834,4834,4834,True,True
4835,269,11,Sera,4835,4835,4835,4835,4835,4835,4835,4835,True,True
4836,269,12,Tovan,4836,4836,4836,4836,4836,4836,4836,4836,True,True
4837,269,13,Nia,4837,4837,4837,4837,4837,4837,4837,4837,True,True
4838,269,14,Ari,4838,4838,4838,4838,4838,4838,4838,4838,True,True
4839,269,15,Fay,4839,4839,4839,4839,4839,4839,4839,4839,True,True
4840,269,16,Milo,4840,4840,4840,4840,4840,4840,4840,4840,True,True
4841,269,17,Sera,4841,4841,4841,4841,4841,4841,4841,4841,True,True
4842,270,0,Tovan,4842,4842,4842,4842,4842,4842,4842,4842,True,True
4843,270,1,Nia,4843,4843,4843,4843,4843,4843,4843,4843,True,True
4844,270,2,Ari,4844,4844,4844,4844,4844,4844,4844,4844,True,True
4845,270,3,Fay,4845,4845,4845,4845,4845,4845,4845,4845,True,True
4846,270,4,Milo,4846,4846,4846,4846,4846,4846,4846,4846,True,True
4847,270,5,Sera,4847,4847,4847,4847,4847,4847,4847,4847,True,True
4848,270,6,Tovan,4848,4848,4848,4848,4848,4848,4848,4848,True,True
4849,270,7,Nia,4849,4849,4849,4849,4849,4849,4849,4849,True,True
4850,270,8,Ari,4850,4850,4850,4850,4850,4850,4850,4850,True,True
4851,270,9,Fay,4851,4851,4851,4851,4851,4851,4851,4851,True,True
4852,270,10,Milo,4852,4852,4852,4852,4852,4852,4852,4852,True,True
4853,270,11,Sera,4853,4853,4853,4853,4853,4853,4853,4853,True,True
4854,270,12,Tovan,4854,4854,4854,4854,4854,4854,4854,4854,True,True
4855,270,13,Nia,4855,4855,4855,4855,4855,4855,4855,4855,True,True
4856,270,14,Ari,4856,4856,4856,4856,4856,4856,4856,4856,True,True
4857,270,15,Fay,4857,4857,4857,4857,4857,4857,4857,4857,True,True
4858,270,16,Milo,4858,4858,4858,4858,4858,4858,4858,4858,True,True
4859,270,17,Sera,4859,4859,4859,4859,4859,4859,4859,4859,True,True
4860,271,0,Tovan,4860,4860,4860,4860,4860,4860,4860,4860,True,True
4861,271,1,Nia,4861,4861,4861,4861,4861,4861,4861,4861,True,True
4862,271,2,Ari,4862,4862,4862,4862,4862,4862,4862,4862,True,True
4863,271,3,Fay,4863,4863,4863,4863,4863,4863,4863,4863,True,True
4864,271,4,Milo,4864,4864,4864,4864,4864,4864,4864,4864,True,True
4865,271,5,Sera,4865,4865,4865,4865,4865,4865,4865,4865,True,True
4866,271,6,Tovan,4866,4866,4866,4866,4866,4866,4866,4866,True,True
4867,271,7,Nia,4867,4867,4867,4867,4867,4867,4867,4867,True,True
4868,271,8,Ari,4868,4868,4868,4868,4868,4868,4868,4868,True,True
4869,271,9,Fay,4869,4869,4869,4869,4869,4869,4869,4869,True,True
4870,271,10,Milo,4870,4870,4870,4870,4870,4870,4870,4870,True,True
4871,271,11,Sera,4871,4871,4871,4871,4871,4871,4871,4871,True,True
4872,271,12,Tovan,4872,4872,4872,4872,4872,4872,4872,4872,True,True
4873,271,13,Nia,4873,4873,4873,4873,4873,4873,4873,4873,True,True
4874,271,14,Ari,4874,4874,4874,4874,4874,4874,4874,4874,True,True
4875,271,15,Fay,4875,4875,4875,4875,4875,4875,4875,4875,True,True
4876,271,16,Milo,4876,4876,4876,4876,4876,4876,4876,4876,True,True
4877,271,17,Sera,4877,4877,4877,4877,4877,4877,4877,4877,True,True
4878,272,0,Tovan,4878,4878,4878,4878,4878,4878,4878,4878,True,True
4879,272,1,Nia,4879,4879,4879,4879,4879,4879,4879,4879,True,True
4880,272,2,Ari,4880,4880,4880,4880,4880,4880,4880,4880,True,True
4881,272,3,Fay,4881,4881,4881,4881,4881,4881,4881,4881,True,True
4882,272,4,Milo,4882,4882,4882,4882,4882,4882,4882,4882,True,True
4883,272,5,Sera,4883,4883,4883,4883,4883,4883,4883,4883,True,True
4884,272,6,Tovan,4884,4884,4884,4884,4884,4884,4884,4884,True,True
4885,272,7,Nia,4885,4885,4885,4885,4885,4885,4885,4885,True,True
4886,272,8,Ari,4886,4886,4886,4886,4886,4886,4886,4886,True,True
4887,272,9,Fay,4887,4887,4887,4887,4887,4887,4887,4887,True,True
4888,272,10,Milo,4888,4888,4888,4888,4888,4888,4888,4888,True,True
4889,272,11,Sera,4889,4889,4889,4889,4889,4889,4889,4889,True,True
4890,272,12,Tovan,4890,4890,4890,4890,4890,4890,4890,4890,True,True
4891,272,13,Nia,4891,4891,4891,4891,4891,4891,4891,4891,True,True
4892,272,14,Ari,4892,4892,4892,4892,4892,4892,4892,4892,True,True
4893,272,15,Fay,4893,4893,4893,4893,4893,4893,4893,4893,True,True
4894,272,16,Milo,4894,4894,4894,4894,4894,4894,4894,4894,True,True
4895,272,17,Sera,4895,4895,4895,4895,4895,4895,4895,4895,True,True
4896,273,0,Tovan,4896,4896,4896,4896,4896,4896,4896,4896,True,True
4897,273,1,Nia,4897,4897,4897,4897,4897,4897,4897,4897,True,True
4898,273,2,Ari,4898,4898,4898,4898,4898,4898,4898,4898,True,True
4899,273,3,Fay,4899,4899,4899,4899,4899,4899,4899,4899,True,True
4900,273,4,Milo,4900,4900,4900,4900,4900,4900,4900,4900,True,True
4901,273,5,Sera,4901,4901,4901,4901,4901,4901,4901,4901,True,True
4902,273,6,Tovan,4902,4902,4902,4902,4902,4902,4902,4902,True,True
4903,273,7,Nia,4903,4903,4903,4903,4903,4903,4903,4903,True,True
4904,273,8,Ari,4904,4904,4904,4904,4904,4904,4904,4904,True,True
