tick,day,resident,schedule_key,memory_key,debt_key,consequence_key,snapshot_key,index_lookup,resident_filterable,crosslinks_complete
4488,250,Nia,schedule:nia:d250:s06,nia:tool_loan:audit:d250:s06,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:04488,ssrm:v59:audit:snapshot:d250:t04488,resident=Nia|tick=4488|memory=nia:tool_loan:audit:d250:s06|debt=debt:tool_loan:nia,True,True
4489,250,Ari,schedule:ari:d250:s07,ari:repair_promise:audit:d250:s07,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:04489,ssrm:v59:audit:snapshot:d250:t04489,resident=Ari|tick=4489|memory=ari:repair_promise:audit:d250:s07|debt=debt:repair_promise:ari,True,True
4490,250,Fay,schedule:fay:d250:s08,fay:care_favor:audit:d250:s08,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:04490,ssrm:v59:audit:snapshot:d250:t04490,resident=Fay|tick=4490|memory=fay:care_favor:audit:d250:s08|debt=debt:care_favor:fay,True,True
4491,250,Milo,schedule:milo:d250:s09,milo:tool_loan:audit:d250:s09,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:04491,ssrm:v59:audit:snapshot:d250:t04491,resident=Milo|tick=4491|memory=milo:tool_loan:audit:d250:s09|debt=debt:tool_loan:milo,True,True
4492,250,Sera,schedule:sera:d250:s10,sera:repair_promise:audit:d250:s10,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:04492,ssrm:v59:audit:snapshot:d250:t04492,resident=Sera|tick=4492|memory=sera:repair_promise:audit:d250:s10|debt=debt:repair_promise:sera,True,True
4493,250,Tovan,schedule:tovan:d250:s11,tovan:care_favor:audit:d250:s11,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:04493,ssrm:v59:audit:snapshot:d250:t04493,resident=Tovan|tick=4493|memory=tovan:care_favor:audit:d250:s11|debt=debt:care_favor:tovan,True,True
4494,250,Nia,schedule:nia:d250:s12,nia:tool_loan:audit:d250:s12,debt:tool_loan:nia,cause:move:resident:Nia:tick:04494,ssrm:v59:audit:snapshot:d250:t04494,resident=Nia|tick=4494|memory=nia:tool_loan:audit:d250:s12|debt=debt:tool_loan:nia,True,True
4495,250,Ari,schedule:ari:d250:s13,ari:repair_promise:audit:d250:s13,debt:repair_promise:ari,cause:talk:resident:Ari:tick:04495,ssrm:v59:audit:snapshot:d250:t04495,resident=Ari|tick=4495|memory=ari:repair_promise:audit:d250:s13|debt=debt:repair_promise:ari,True,True
4496,250,Fay,schedule:fay:d250:s14,fay:care_favor:audit:d250:s14,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:04496,ssrm:v59:audit:snapshot:d250:t04496,resident=Fay|tick=4496|memory=fay:care_favor:audit:d250:s14|debt=debt:care_favor:fay,True,True
4497,250,Milo,schedule:milo:d250:s15,milo:tool_loan:audit:d250:s15,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:04497,ssrm:v59:audit:snapshot:d250:t04497,resident=Milo|tick=4497|memory=milo:tool_loan:audit:d250:s15|debt=debt:tool_loan:milo,True,True
4498,250,Sera,schedule:sera:d250:s16,sera:repair_promise:audit:d250:s16,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:04498,ssrm:v59:audit:snapshot:d250:t04498,resident=Sera|tick=4498|memory=sera:repair_promise:audit:d250:s16|debt=debt:repair_promise:sera,True,True
4499,250,Tovan,schedule:tovan:d250:s17,tovan:care_favor:audit:d250:s17,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:04499,ssrm:v59:audit:snapshot:d250:t04499,resident=Tovan|tick=4499|memory=tovan:care_favor:audit:d250:s17|debt=debt:care_favor:tovan,True,True
4500,251,Nia,schedule:nia:d251:s00,nia:tool_loan:audit:d251:s00,debt:tool_loan:nia,cause:repair_trust:resident:Nia:tick:04500,ssrm:v59:audit:snapshot:d251:t04500,resident=Nia|tick=4500|memory=nia:tool_loan:audit:d251:s00|debt=debt:tool_loan:nia,True,True
4501,251,Ari,schedule:ari:d251:s01,ari:repair_promise:audit:d251:s01,debt:repair_promise:ari,cause:move:resident:Ari:tick:04501,ssrm:v59:audit:snapshot:d251:t04501,resident=Ari|tick=4501|memory=ari:repair_promise:audit:d251:s01|debt=debt:repair_promise:ari,True,True
4502,251,Fay,schedule:fay:d251:s02,fay:care_favor:audit:d251:s02,debt:care_favor:fay,cause:talk:resident:Fay:tick:04502,ssrm:v59:audit:snapshot:d251:t04502,resident=Fay|tick=4502|memory=fay:care_favor:audit:d251:s02|debt=debt:care_favor:fay,True,True
4503,251,Milo,schedule:milo:d251:s03,milo:tool_loan:audit:d251:s03,debt:tool_loan:milo,cause:offer_help:resident:Milo:tick:04503,ssrm:v59:audit:snapshot:d251:t04503,resident=Milo|tick=4503|memory=milo:tool_loan:audit:d251:s03|debt=debt:tool_loan:milo,True,True
4504,251,Sera,schedule:sera:d251:s04,sera:repair_promise:audit:d251:s04,debt:repair_promise:sera,cause:borrow_tool:resident:Sera:tick:04504,ssrm:v59:audit:snapshot:d251:t04504,resident=Sera|tick=4504|memory=sera:repair_promise:audit:d251:s04|debt=debt:repair_promise:sera,True,True
4505,251,Tovan,schedule:tovan:d251:s05,tovan:care_favor:audit:d251:s05,debt:care_favor:tovan,cause:return_tool:resident:Tovan:tick:04505,ssrm:v59:audit:snapshot:d251:t04505,resident=Tovan|tick=4505|memory=tovan:care_favor:audit:d251:s05|debt=debt:care_favor:tovan,True,True
4506,251,Nia,schedule:nia:d251:s06,nia:tool_loan:audit:d251:s06,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:04506,ssrm:v59:audit:snapshot:d251:t04506,resident=Nia|tick=4506|memory=nia:tool_loan:audit:d251:s06|debt=debt:tool_loan:nia,True,True
4507,251,Ari,schedule:ari:d251:s07,ari:repair_promise:audit:d251:s07,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:04507,ssrm:v59:audit:snapshot:d251:t04507,resident=Ari|tick=4507|memory=ari:repair_promise:audit:d251:s07|debt=debt:repair_promise:ari,True,True
4508,251,Fay,schedule:fay:d251:s08,fay:care_favor:audit:d251:s08,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:04508,ssrm:v59:audit:snapshot:d251:t04508,resident=Fay|tick=4508|memory=fay:care_favor:audit:d251:s08|debt=debt:care_favor:fay,True,True
4509,251,Milo,schedule:milo:d251:s09,milo:tool_loan:audit:d251:s09,debt:tool_loan:milo,cause:move:resident:Milo:tick:04509,ssrm:v59:audit:snapshot:d251:t04509,resident=Milo|tick=4509|memory=milo:tool_loan:audit:d251:s09|debt=debt:tool_loan:milo,True,True
4510,251,Sera,schedule:sera:d251:s10,sera:repair_promise:audit:d251:s10,debt:repair_promise:sera,cause:talk:resident:Sera:tick:04510,ssrm:v59:audit:snapshot:d251:t04510,resident=Sera|tick=4510|memory=sera:repair_promise:audit:d251:s10|debt=debt:repair_promise:sera,True,True
4511,251,Tovan,schedule:tovan:d251:s11,tovan:care_favor:audit:d251:s11,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:04511,ssrm:v59:audit:snapshot:d251:t04511,resident=Tovan|tick=4511|memory=tovan:care_favor:audit:d251:s11|debt=debt:care_favor:tovan,True,True
4512,251,Nia,schedule:nia:d251:s12,nia:tool_loan:audit:d251:s12,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:04512,ssrm:v59:audit:snapshot:d251:t04512,resident=Nia|tick=4512|memory=nia:tool_loan:audit:d251:s12|debt=debt:tool_loan:nia,True,True
4513,251,Ari,schedule:ari:d251:s13,ari:repair_promise:audit:d251:s13,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:04513,ssrm:v59:audit:snapshot:d251:t04513,resident=Ari|tick=4513|memory=ari:repair_promise:audit:d251:s13|debt=debt:repair_promise:ari,True,True
4514,251,Fay,schedule:fay:d251:s14,fay:care_favor:audit:d251:s14,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:04514,ssrm:v59:audit:snapshot:d251:t04514,resident=Fay|tick=4514|memory=fay:care_favor:audit:d251:s14|debt=debt:care_favor:fay,True,True
4515,251,Milo,schedule:milo:d251:s15,milo:tool_loan:audit:d251:s15,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:04515,ssrm:v59:audit:snapshot:d251:t04515,resident=Milo|tick=4515|memory=milo:tool_loan:audit:d251:s15|debt=debt:tool_loan:milo,True,True
4516,251,Sera,schedule:sera:d251:s16,sera:repair_promise:audit:d251:s16,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:04516,ssrm:v59:audit:snapshot:d251:t04516,resident=Sera|tick=4516|memory=sera:repair_promise:audit:d251:s16|debt=debt:repair_promise:sera,True,True
4517,251,Tovan,schedule:tovan:d251:s17,tovan:care_favor:audit:d251:s17,debt:care_favor:tovan,cause:move:resident:Tovan:tick:04517,ssrm:v59:audit:snapshot:d251:t04517,resident=Tovan|tick=4517|memory=tovan:care_favor:audit:d251:s17|debt=debt:care_favor:tovan,True,True
4518,252,Nia,schedule:nia:d252:s00,nia:tool_loan:audit:d252:s00,debt:tool_loan:nia,cause:offer_help:resident:Nia:tick:04518,ssrm:v59:audit:snapshot:d252:t04518,resident=Nia|tick=4518|memory=nia:tool_loan:audit:d252:s00|debt=debt:tool_loan:nia,True,True
4519,252,Ari,schedule:ari:d252:s01,ari:repair_promise:audit:d252:s01,debt:repair_promise:ari,cause:borrow_tool:resident:Ari:tick:04519,ssrm:v59:audit:snapshot:d252:t04519,resident=Ari|tick=4519|memory=ari:repair_promise:audit:d252:s01|debt=debt:repair_promise:ari,True,True
4520,252,Fay,schedule:fay:d252:s02,fay:care_favor:audit:d252:s02,debt:care_favor:fay,cause:return_tool:resident:Fay:tick:04520,ssrm:v59:audit:snapshot:d252:t04520,resident=Fay|tick=4520|memory=fay:care_favor:audit:d252:s02|debt=debt:care_favor:fay,True,True
4521,252,Milo,schedule:milo:d252:s03,milo:tool_loan:audit:d252:s03,debt:tool_loan:milo,cause:interrupt_work:resident:Milo:tick:04521,ssrm:v59:audit:snapshot:d252:t04521,resident=Milo|tick=4521|memory=milo:tool_loan:audit:d252:s03|debt=debt:tool_loan:milo,True,True
4522,252,Sera,schedule:sera:d252:s04,sera:repair_promise:audit:d252:s04,debt:repair_promise:sera,cause:wait_offscreen:resident:Sera:tick:04522,ssrm:v59:audit:snapshot:d252:t04522,resident=Sera|tick=4522|memory=sera:repair_promise:audit:d252:s04|debt=debt:repair_promise:sera,True,True
4523,252,Tovan,schedule:tovan:d252:s05,tovan:care_favor:audit:d252:s05,debt:care_favor:tovan,cause:repair_trust:resident:Tovan:tick:04523,ssrm:v59:audit:snapshot:d252:t04523,resident=Tovan|tick=4523|memory=tovan:care_favor:audit:d252:s05|debt=debt:care_favor:tovan,True,True
4524,252,Nia,schedule:nia:d252:s06,nia:tool_loan:audit:d252:s06,debt:tool_loan:nia,cause:move:resident:Nia:tick:04524,ssrm:v59:audit:snapshot:d252:t04524,resident=Nia|tick=4524|memory=nia:tool_loan:audit:d252:s06|debt=debt:tool_loan:nia,True,True
4525,252,Ari,schedule:ari:d252:s07,ari:repair_promise:audit:d252:s07,debt:repair_promise:ari,cause:talk:resident:Ari:tick:04525,ssrm:v59:audit:snapshot:d252:t04525,resident=Ari|tick=4525|memory=ari:repair_promise:audit:d252:s07|debt=debt:repair_promise:ari,True,True
4526,252,Fay,schedule:fay:d252:s08,fay:care_favor:audit:d252:s08,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:04526,ssrm:v59:audit:snapshot:d252:t04526,resident=Fay|tick=4526|memory=fay:care_favor:audit:d252:s08|debt=debt:care_favor:fay,True,True
4527,252,Milo,schedule:milo:d252:s09,milo:tool_loan:audit:d252:s09,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:04527,ssrm:v59:audit:snapshot:d252:t04527,resident=Milo|tick=4527|memory=milo:tool_loan:audit:d252:s09|debt=debt:tool_loan:milo,True,True
4528,252,Sera,schedule:sera:d252:s10,sera:repair_promise:audit:d252:s10,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:04528,ssrm:v59:audit:snapshot:d252:t04528,resident=Sera|tick=4528|memory=sera:repair_promise:audit:d252:s10|debt=debt:repair_promise:sera,True,True
4529,252,Tovan,schedule:tovan:d252:s11,tovan:care_favor:audit:d252:s11,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:04529,ssrm:v59:audit:snapshot:d252:t04529,resident=Tovan|tick=4529|memory=tovan:care_favor:audit:d252:s11|debt=debt:care_favor:tovan,True,True
4530,252,Nia,schedule:nia:d252:s12,nia:tool_loan:audit:d252:s12,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:04530,ssrm:v59:audit:snapshot:d252:t04530,resident=Nia|tick=4530|memory=nia:tool_loan:audit:d252:s12|debt=debt:tool_loan:nia,True,True
4531,252,Ari,schedule:ari:d252:s13,ari:repair_promise:audit:d252:s13,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:04531,ssrm:v59:audit:snapshot:d252:t04531,resident=Ari|tick=4531|memory=ari:repair_promise:audit:d252:s13|debt=debt:repair_promise:ari,True,True
4532,252,Fay,schedule:fay:d252:s14,fay:care_favor:audit:d252:s14,debt:care_favor:fay,cause:move:resident:Fay:tick:04532,ssrm:v59:audit:snapshot:d252:t04532,resident=Fay|tick=4532|memory=fay:care_favor:audit:d252:s14|debt=debt:care_favor:fay,True,True
4533,252,Milo,schedule:milo:d252:s15,milo:tool_loan:audit:d252:s15,debt:tool_loan:milo,cause:talk:resident:Milo:tick:04533,ssrm:v59:audit:snapshot:d252:t04533,resident=Milo|tick=4533|memory=milo:tool_loan:audit:d252:s15|debt=debt:tool_loan:milo,True,True
4534,252,Sera,schedule:sera:d252:s16,sera:repair_promise:audit:d252:s16,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:04534,ssrm:v59:audit:snapshot:d252:t04534,resident=Sera|tick=4534|memory=sera:repair_promise:audit:d252:s16|debt=debt:repair_promise:sera,True,True
4535,252,Tovan,schedule:tovan:d252:s17,tovan:care_favor:audit:d252:s17,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:04535,ssrm:v59:audit:snapshot:d252:t04535,resident=Tovan|tick=4535|memory=tovan:care_favor:audit:d252:s17|debt=debt:care_favor:tovan,True,True
4536,253,Nia,schedule:nia:d253:s00,nia:tool_loan:audit:d253:s00,debt:tool_loan:nia,cause:interrupt_work:resident:Nia:tick:04536,ssrm:v59:audit:snapshot:d253:t04536,resident=Nia|tick=4536|memory=nia:tool_loan:audit:d253:s00|debt=debt:tool_loan:nia,True,True
4537,253,Ari,schedule:ari:d253:s01,ari:repair_promise:audit:d253:s01,debt:repair_promise:ari,cause:wait_offscreen:resident:Ari:tick:04537,ssrm:v59:audit:snapshot:d253:t04537,resident=Ari|tick=4537|memory=ari:repair_promise:audit:d253:s01|debt=debt:repair_promise:ari,True,True
4538,253,Fay,schedule:fay:d253:s02,fay:care_favor:audit:d253:s02,debt:care_favor:fay,cause:repair_trust:resident:Fay:tick:04538,ssrm:v59:audit:snapshot:d253:t04538,resident=Fay|tick=4538|memory=fay:care_favor:audit:d253:s02|debt=debt:care_favor:fay,True,True
4539,253,Milo,schedule:milo:d253:s03,milo:tool_loan:audit:d253:s03,debt:tool_loan:milo,cause:move:resident:Milo:tick:04539,ssrm:v59:audit:snapshot:d253:t04539,resident=Milo|tick=4539|memory=milo:tool_loan:audit:d253:s03|debt=debt:tool_loan:milo,True,True
4540,253,Sera,schedule:sera:d253:s04,sera:repair_promise:audit:d253:s04,debt:repair_promise:sera,cause:talk:resident:Sera:tick:04540,ssrm:v59:audit:snapshot:d253:t04540,resident=Sera|tick=4540|memory=sera:repair_promise:audit:d253:s04|debt=debt:repair_promise:sera,True,True
4541,253,Tovan,schedule:tovan:d253:s05,tovan:care_favor:audit:d253:s05,debt:care_favor:tovan,cause:offer_help:resident:Tovan:tick:04541,ssrm:v59:audit:snapshot:d253:t04541,resident=Tovan|tick=4541|memory=tovan:care_favor:audit:d253:s05|debt=debt:care_favor:tovan,True,True
4542,253,Nia,schedule:nia:d253:s06,nia:tool_loan:audit:d253:s06,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:04542,ssrm:v59:audit:snapshot:d253:t04542,resident=Nia|tick=4542|memory=nia:tool_loan:audit:d253:s06|debt=debt:tool_loan:nia,True,True
4543,253,Ari,schedule:ari:d253:s07,ari:repair_promise:audit:d253:s07,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:04543,ssrm:v59:audit:snapshot:d253:t04543,resident=Ari|tick=4543|memory=ari:repair_promise:audit:d253:s07|debt=debt:repair_promise:ari,True,True
4544,253,Fay,schedule:fay:d253:s08,fay:care_favor:audit:d253:s08,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:04544,ssrm:v59:audit:snapshot:d253:t04544,resident=Fay|tick=4544|memory=fay:care_favor:audit:d253:s08|debt=debt:care_favor:fay,True,True
4545,253,Milo,schedule:milo:d253:s09,milo:tool_loan:audit:d253:s09,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:04545,ssrm:v59:audit:snapshot:d253:t04545,resident=Milo|tick=4545|memory=milo:tool_loan:audit:d253:s09|debt=debt:tool_loan:milo,True,True
4546,253,Sera,schedule:sera:d253:s10,sera:repair_promise:audit:d253:s10,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:04546,ssrm:v59:audit:snapshot:d253:t04546,resident=Sera|tick=4546|memory=sera:repair_promise:audit:d253:s10|debt=debt:repair_promise:sera,True,True
4547,253,Tovan,schedule:tovan:d253:s11,tovan:care_favor:audit:d253:s11,debt:care_favor:tovan,cause:move:resident:Tovan:tick:04547,ssrm:v59:audit:snapshot:d253:t04547,resident=Tovan|tick=4547|memory=tovan:care_favor:audit:d253:s11|debt=debt:care_favor:tovan,True,True
4548,253,Nia,schedule:nia:d253:s12,nia:tool_loan:audit:d253:s12,debt:tool_loan:nia,cause:talk:resident:Nia:tick:04548,ssrm:v59:audit:snapshot:d253:t04548,resident=Nia|tick=4548|memory=nia:tool_loan:audit:d253:s12|debt=debt:tool_loan:nia,True,True
4549,253,Ari,schedule:ari:d253:s13,ari:repair_promise:audit:d253:s13,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:04549,ssrm:v59:audit:snapshot:d253:t04549,resident=Ari|tick=4549|memory=ari:repair_promise:audit:d253:s13|debt=debt:repair_promise:ari,True,True
4550,253,Fay,schedule:fay:d253:s14,fay:care_favor:audit:d253:s14,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:04550,ssrm:v59:audit:snapshot:d253:t04550,resident=Fay|tick=4550|memory=fay:care_favor:audit:d253:s14|debt=debt:care_favor:fay,True,True
4551,253,Milo,schedule:milo:d253:s15,milo:tool_loan:audit:d253:s15,debt:tool_loan:milo,cause:return_tool:resident:Milo:tick:04551,ssrm:v59:audit:snapshot:d253:t04551,resident=Milo|tick=4551|memory=milo:tool_loan:audit:d253:s15|debt=debt:tool_loan:milo,True,True
4552,253,Sera,schedule:sera:d253:s16,sera:repair_promise:audit:d253:s16,debt:repair_promise:sera,cause:interrupt_work:resident:Sera:tick:04552,ssrm:v59:audit:snapshot:d253:t04552,resident=Sera|tick=4552|memory=sera:repair_promise:audit:d253:s16|debt=debt:repair_promise:sera,True,True
4553,253,Tovan,schedule:tovan:d253:s17,tovan:care_favor:audit:d253:s17,debt:care_favor:tovan,cause:wait_offscreen:resident:Tovan:tick:04553,ssrm:v59:audit:snapshot:d253:t04553,resident=Tovan|tick=4553|memory=tovan:care_favor:audit:d253:s17|debt=debt:care_favor:tovan,True,True
4554,254,Nia,schedule:nia:d254:s00,nia:tool_loan:audit:d254:s00,debt:tool_loan:nia,cause:move:resident:Nia:tick:04554,ssrm:v59:audit:snapshot:d254:t04554,resident=Nia|tick=4554|memory=nia:tool_loan:audit:d254:s00|debt=debt:tool_loan:nia,True,True
4555,254,Ari,schedule:ari:d254:s01,ari:repair_promise:audit:d254:s01,debt:repair_promise:ari,cause:talk:resident:Ari:tick:04555,ssrm:v59:audit:snapshot:d254:t04555,resident=Ari|tick=4555|memory=ari:repair_promise:audit:d254:s01|debt=debt:repair_promise:ari,True,True
4556,254,Fay,schedule:fay:d254:s02,fay:care_favor:audit:d254:s02,debt:care_favor:fay,cause:offer_help:resident:Fay:tick:04556,ssrm:v59:audit:snapshot:d254:t04556,resident=Fay|tick=4556|memory=fay:care_favor:audit:d254:s02|debt=debt:care_favor:fay,True,True
4557,254,Milo,schedule:milo:d254:s03,milo:tool_loan:audit:d254:s03,debt:tool_loan:milo,cause:borrow_tool:resident:Milo:tick:04557,ssrm:v59:audit:snapshot:d254:t04557,resident=Milo|tick=4557|memory=milo:tool_loan:audit:d254:s03|debt=debt:tool_loan:milo,True,True
4558,254,Sera,schedule:sera:d254:s04,sera:repair_promise:audit:d254:s04,debt:repair_promise:sera,cause:return_tool:resident:Sera:tick:04558,ssrm:v59:audit:snapshot:d254:t04558,resident=Sera|tick=4558|memory=sera:repair_promise:audit:d254:s04|debt=debt:repair_promise:sera,True,True
4559,254,Tovan,schedule:tovan:d254:s05,tovan:care_favor:audit:d254:s05,debt:care_favor:tovan,cause:interrupt_work:resident:Tovan:tick:04559,ssrm:v59:audit:snapshot:d254:t04559,resident=Tovan|tick=4559|memory=tovan:care_favor:audit:d254:s05|debt=debt:care_favor:tovan,True,True
4560,254,Nia,schedule:nia:d254:s06,nia:tool_loan:audit:d254:s06,debt:tool_loan:nia,cause:wait_offscreen:resident:Nia:tick:04560,ssrm:v59:audit:snapshot:d254:t04560,resident=Nia|tick=4560|memory=nia:tool_loan:audit:d254:s06|debt=debt:tool_loan:nia,True,True
4561,254,Ari,schedule:ari:d254:s07,ari:repair_promise:audit:d254:s07,debt:repair_promise:ari,cause:repair_trust:resident:Ari:tick:04561,ssrm:v59:audit:snapshot:d254:t04561,resident=Ari|tick=4561|memory=ari:repair_promise:audit:d254:s07|debt=debt:repair_promise:ari,True,True
4562,254,Fay,schedule:fay:d254:s08,fay:care_favor:audit:d254:s08,debt:care_favor:fay,cause:move:resident:Fay:tick:04562,ssrm:v59:audit:snapshot:d254:t04562,resident=Fay|tick=4562|memory=fay:care_favor:audit:d254:s08|debt=debt:care_favor:fay,True,True
4563,254,Milo,schedule:milo:d254:s09,milo:tool_loan:audit:d254:s09,debt:tool_loan:milo,cause:talk:resident:Milo:tick:04563,ssrm:v59:audit:snapshot:d254:t04563,resident=Milo|tick=4563|memory=milo:tool_loan:audit:d254:s09|debt=debt:tool_loan:milo,True,True
4564,254,Sera,schedule:sera:d254:s10,sera:repair_promise:audit:d254:s10,debt:repair_promise:sera,cause:offer_help:resident:Sera:tick:04564,ssrm:v59:audit:snapshot:d254:t04564,resident=Sera|tick=4564|memory=sera:repair_promise:audit:d254:s10|debt=debt:repair_promise:sera,True,True
4565,254,Tovan,schedule:tovan:d254:s11,tovan:care_favor:audit:d254:s11,debt:care_favor:tovan,cause:borrow_tool:resident:Tovan:tick:04565,ssrm:v59:audit:snapshot:d254:t04565,resident=Tovan|tick=4565|memory=tovan:care_favor:audit:d254:s11|debt=debt:care_favor:tovan,True,True
4566,254,Nia,schedule:nia:d254:s12,nia:tool_loan:audit:d254:s12,debt:tool_loan:nia,cause:return_tool:resident:Nia:tick:04566,ssrm:v59:audit:snapshot:d254:t04566,resident=Nia|tick=4566|memory=nia:tool_loan:audit:d254:s12|debt=debt:tool_loan:nia,True,True
4567,254,Ari,schedule:ari:d254:s13,ari:repair_promise:audit:d254:s13,debt:repair_promise:ari,cause:interrupt_work:resident:Ari:tick:04567,ssrm:v59:audit:snapshot:d254:t04567,resident=Ari|tick=4567|memory=ari:repair_promise:audit:d254:s13|debt=debt:repair_promise:ari,True,True
4568,254,Fay,schedule:fay:d254:s14,fay:care_favor:audit:d254:s14,debt:care_favor:fay,cause:wait_offscreen:resident:Fay:tick:04568,ssrm:v59:audit:snapshot:d254:t04568,resident=Fay|tick=4568|memory=fay:care_favor:audit:d254:s14|debt=debt:care_favor:fay,True,True
4569,254,Milo,schedule:milo:d254:s15,milo:tool_loan:audit:d254:s15,debt:tool_loan:milo,cause:repair_trust:resident:Milo:tick:04569,ssrm:v59:audit:snapshot:d254:t04569,resident=Milo|tick=4569|memory=milo:tool_loan:audit:d254:s15|debt=debt:tool_loan:milo,True,True
4570,254,Sera,schedule:sera:d254:s16,sera:repair_promise:audit:d254:s16,debt:repair_promise:sera,cause:move:resident:Sera:tick:04570,ssrm:v59:audit:snapshot:d254:t04570,resident=Sera|tick=4570|memory=sera:repair_promise:audit:d254:s16|debt=debt:repair_promise:sera,True,True
4571,254,Tovan,schedule:tovan:d254:s17,tovan:care_favor:audit:d254:s17,debt:care_favor:tovan,cause:talk:resident:Tovan:tick:04571,ssrm:v59:audit:snapshot:d254:t04571,resident=Tovan|tick=4571|memory=tovan:care_favor:audit:d254:s17|debt=debt:care_favor:tovan,True,True
4572,255,Nia,schedule:nia:d255:s00,nia:tool_loan:audit:d255:s00,debt:tool_loan:nia,cause:borrow_tool:resident:Nia:tick:04572,ssrm:v59:audit:snapshot:d255:t04572,resident=Nia|tick=4572|memory=nia:tool_loan:audit:d255:s00|debt=debt:tool_loan:nia,True,True
4573,255,Ari,schedule:ari:d255:s01,ari:repair_promise:audit:d255:s01,debt:repair_promise:ari,cause:return_tool:resident:Ari:tick:04573,ssrm:v59:audit:snapshot:d255:t04573,resident=Ari|tick=4573|memory=ari:repair_promise:audit:d255:s01|debt=debt:repair_promise:ari,True,True
4574,255,Fay,schedule:fay:d255:s02,fay:care_favor:audit:d255:s02,debt:care_favor:fay,cause:interrupt_work:resident:Fay:tick:04574,ssrm:v59:audit:snapshot:d255:t04574,resident=Fay|tick=4574|memory=fay:care_favor:audit:d255:s02|debt=debt:care_favor:fay,True,True
4575,255,Milo,schedule:milo:d255:s03,milo:tool_loan:audit:d255:s03,debt:tool_loan:milo,cause:wait_offscreen:resident:Milo:tick:04575,ssrm:v59:audit:snapshot:d255:t04575,resident=Milo|tick=4575|memory=milo:tool_loan:audit:d255:s03|debt=debt:tool_loan:milo,True,True
4576,255,Sera,schedule:sera:d255:s04,sera:repair_promise:audit:d255:s04,debt:repair_promise:sera,cause:repair_trust:resident:Sera:tick:04576,ssrm:v59:audit:snapshot:d255:t04576,resident=Sera|tick=4576|memory=sera:repair_promise:audit:d255:s04|debt=debt:repair_promise:sera,True,True
4577,255,Tovan,schedule:tovan:d255:s05,tovan:care_favor:audit:d255:s05,debt:care_favor:tovan,cause:move:resident:Tovan:tick:04577,ssrm:v59:audit:snapshot:d255:t04577,resident=Tovan|tick=4577|memory=tovan:care_favor:audit:d255:s05|debt=debt:care_favor:tovan,True,True
4578,255,Nia,schedule:nia:d255:s06,nia:tool_loan:audit:d255:s06,debt:tool_loan:nia,cause:talk:resident:Nia:tick:04578,ssrm:v59:audit:snapshot:d255:t04578,resident=Nia|tick=4578|memory=nia:tool_loan:audit:d255:s06|debt=debt:tool_loan:nia,True,True
4579,255,Ari,schedule:ari:d255:s07,ari:repair_promise:audit:d255:s07,debt:repair_promise:ari,cause:offer_help:resident:Ari:tick:04579,ssrm:v59:audit:snapshot:d255:t04579,resident=Ari|tick=4579|memory=ari:repair_promise:audit:d255:s07|debt=debt:repair_promise:ari,True,True
4580,255,Fay,schedule:fay:d255:s08,fay:care_favor:audit:d255:s08,debt:care_favor:fay,cause:borrow_tool:resident:Fay:tick:04580,ssrm:v59:audit:snapshot:d255:t04580,resident=Fay|tick=4580|memory=fay:care_favor:audit:d255:s08|debt=debt:care_favor:fay,True,True
