tick_id,day,settlement_id,object_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,days_overdue,default_state,custody_holder,debt_before,debt_after,trust_before,trust_after,default_visible,repair_available,bounded_default
2803,156,roofward,herb ledger,Sera,Orr,Bex,3,152,4,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2804,156,archive,memory tag,Vell,Rin,Nia,2,150,6,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2805,156,signal,wind wrap,Oda,Milo,Ren,2,148,8,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2807,156,repair_ring,copper wire,Pax,Vale,Wren,2,156,1,late,Juno,0.76,0.76,0.127,0.121,True,True,True
2808,157,roofward,herb ledger,Sera,Sera,Orr,3,152,5,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
2809,157,archive,memory tag,Vell,Vell,Rin,2,150,7,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2810,157,signal,wind wrap,Oda,Oda,Milo,2,148,9,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
2812,157,repair_ring,copper wire,Pax,Pax,Vale,2,156,1,late,Juno,0.745,0.757,0.136,0.13,True,True,True
2813,157,riverbend,binding cord,Cee,Cee,Nox,2,154,3,defaulted,Lio,0.76,0.76,0.121,0.12,True,True,True
2814,157,roofward,shade cloth,Bex,Bex,Fay,2,143,14,defaulted,Orr,0.76,0.76,0.12,0.12,True,True,True
2815,157,archive,signal spool,Nia,Nia,Toma,3,150,7,defaulted,Vell,0.746,0.76,0.136,0.12,True,True,True
2818,157,repair_ring,cool cloth,Wren,Wren,Juno,2,156,1,late,Vale,0.752,0.76,0.133,0.127,True,True,True
2819,157,riverbend,cedar plank,Ari,Ari,Lio,4,154,3,defaulted,Lio,0.746,0.76,0.143,0.125,True,True,True
2820,157,roofward,herb ledger,Sera,Sera,Orr,3,152,5,defaulted,Bex,0.759,0.76,0.12,0.12,True,True,True
2821,157,archive,memory tag,Vell,Vell,Rin,2,150,7,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2822,157,signal,wind wrap,Oda,Oda,Milo,2,148,9,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2824,157,repair_ring,copper wire,Pax,Pax,Vale,2,156,1,late,Juno,0.76,0.76,0.127,0.121,True,True,True
2825,157,riverbend,binding cord,Cee,Cee,Nox,2,154,3,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2826,158,archive,memory tag,Vell,Toma,Vell,2,150,8,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2827,158,signal,wind wrap,Oda,Kesh,Oda,2,148,10,defaulted,Kesh,0.759,0.76,0.12,0.12,True,True,True
2828,158,orchard,seed satchel,Ivo,Suf,Ivo,3,158,1,late,Pim,0.74,0.752,0.128,0.122,True,True,True
2829,158,repair_ring,copper wire,Pax,Juno,Pax,2,156,2,defaulted,Juno,0.746,0.76,0.143,0.131,True,True,True
2830,158,riverbend,binding cord,Cee,Lio,Cee,2,154,4,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
2831,158,roofward,shade cloth,Bex,Orr,Bex,2,143,15,defaulted,Orr,0.76,0.76,0.12,0.12,True,True,True
2832,158,archive,signal spool,Nia,Rin,Nia,3,150,8,defaulted,Vell,0.746,0.76,0.136,0.12,True,True,True
2834,158,orchard,dry cord,Pim,Mara,Pim,2,158,1,late,Mara,0.745,0.757,0.125,0.12,True,True,True
2835,158,repair_ring,cool cloth,Wren,Vale,Wren,2,156,2,defaulted,Vale,0.76,0.76,0.121,0.12,True,True,True
2836,158,riverbend,cedar plank,Ari,Nox,Ari,4,154,4,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2837,158,roofward,herb ledger,Sera,Fay,Sera,3,152,6,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
2839,158,signal,wind wrap,Oda,Kesh,Oda,2,148,10,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2840,158,orchard,seed satchel,Ivo,Suf,Ivo,3,158,1,late,Pim,0.732,0.744,0.13,0.124,True,True,True
2841,158,repair_ring,copper wire,Pax,Juno,Pax,2,156,2,defaulted,Juno,0.76,0.76,0.128,0.12,True,True,True
2842,158,riverbend,binding cord,Cee,Lio,Cee,2,154,4,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2843,158,roofward,shade cloth,Bex,Orr,Bex,2,143,15,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2844,159,signal,wind wrap,Oda,Ren,Kesh,2,148,11,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2845,159,orchard,seed satchel,Ivo,Pim,Suf,3,158,1,late,Pim,0.759,0.76,0.12,0.12,True,True,True
2846,159,repair_ring,copper wire,Pax,Wren,Juno,2,156,3,defaulted,Juno,0.746,0.76,0.143,0.125,True,True,True
2847,159,riverbend,binding cord,Cee,Ari,Lio,2,154,5,defaulted,Lio,0.76,0.76,0.125,0.12,True,True,True
2848,159,roofward,shade cloth,Bex,Sera,Orr,2,143,16,defaulted,Orr,0.759,0.76,0.12,0.12,True,True,True
2851,159,orchard,dry cord,Pim,Ivo,Mara,2,158,1,late,Mara,0.726,0.738,0.133,0.127,True,True,True
2852,159,repair_ring,cool cloth,Wren,Pax,Vale,2,156,3,defaulted,Vale,0.76,0.76,0.121,0.12,True,True,True
2853,159,riverbend,cedar plank,Ari,Cee,Nox,4,154,5,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2854,159,roofward,herb ledger,Sera,Bex,Fay,3,152,7,defaulted,Bex,0.74,0.76,0.128,0.12,True,True,True
2855,159,archive,memory tag,Vell,Nia,Toma,2,159,1,late,Toma,0.76,0.76,0.12,0.12,True,True,True
2856,159,signal,wind wrap,Oda,Ren,Kesh,2,148,11,defaulted,Kesh,0.746,0.76,0.136,0.12,True,True,True
2857,159,orchard,seed satchel,Ivo,Pim,Suf,3,158,1,late,Pim,0.74,0.752,0.128,0.122,True,True,True
2858,159,repair_ring,copper wire,Pax,Wren,Juno,2,156,3,defaulted,Juno,0.76,0.76,0.122,0.12,True,True,True
2859,159,riverbend,binding cord,Cee,Ari,Lio,2,154,5,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2862,160,orchard,seed satchel,Ivo,Mara,Pim,3,158,2,defaulted,Pim,0.757,0.76,0.12,0.12,True,True,True
2863,160,repair_ring,copper wire,Pax,Vale,Wren,2,156,4,defaulted,Juno,0.746,0.76,0.136,0.12,True,True,True
2864,160,riverbend,binding cord,Cee,Nox,Ari,2,154,6,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2867,160,signal,oil lantern,Ren,Kesh,Oda,3,160,1,late,Oda,0.74,0.752,0.128,0.122,True,True,True
2868,160,orchard,dry cord,Pim,Suf,Ivo,2,158,2,defaulted,Mara,0.75,0.76,0.121,0.12,True,True,True
2869,160,repair_ring,cool cloth,Wren,Juno,Pax,2,156,4,defaulted,Vale,0.759,0.76,0.12,0.12,True,True,True
2870,160,riverbend,cedar plank,Ari,Lio,Cee,4,154,6,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2872,160,archive,memory tag,Vell,Rin,Nia,2,159,1,late,Toma,0.76,0.76,0.12,0.12,True,True,True
2873,160,signal,wind wrap,Oda,Milo,Ren,2,148,12,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2874,160,orchard,seed satchel,Ivo,Mara,Pim,3,158,2,defaulted,Pim,0.74,0.76,0.128,0.12,True,True,True
2875,160,repair_ring,copper wire,Pax,Vale,Wren,2,156,4,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2876,160,riverbend,binding cord,Cee,Nox,Ari,2,154,6,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2879,160,signal,oil lantern,Ren,Kesh,Oda,3,160,1,late,Oda,0.752,0.76,0.122,0.12,True,True,True
2880,161,repair_ring,copper wire,Pax,Pax,Vale,2,156,5,defaulted,Juno,0.746,0.76,0.136,0.12,True,True,True
2881,161,riverbend,binding cord,Cee,Cee,Nox,2,154,7,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
2882,161,roofward,shade cloth,Bex,Bex,Fay,2,161,1,late,Orr,0.76,0.76,0.12,0.12,True,True,True
2884,161,signal,oil lantern,Ren,Ren,Kesh,3,160,1,late,Oda,0.74,0.752,0.128,0.122,True,True,True
2885,161,orchard,dry cord,Pim,Pim,Suf,2,158,3,defaulted,Mara,0.758,0.76,0.12,0.12,True,True,True
2886,161,repair_ring,cool cloth,Wren,Wren,Juno,2,156,5,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
2887,161,riverbend,cedar plank,Ari,Ari,Lio,4,154,7,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2888,161,roofward,herb ledger,Sera,Sera,Orr,3,161,1,late,Bex,0.746,0.758,0.125,0.12,True,True,True
2889,161,archive,memory tag,Vell,Vell,Rin,2,159,2,defaulted,Toma,0.752,0.76,0.133,0.121,True,True,True
2890,161,signal,wind wrap,Oda,Oda,Milo,2,148,13,defaulted,Kesh,0.739,0.76,0.128,0.12,True,True,True
2891,161,orchard,seed satchel,Ivo,Ivo,Mara,3,158,3,defaulted,Pim,0.738,0.76,0.127,0.12,True,True,True
2892,161,repair_ring,copper wire,Pax,Pax,Vale,2,156,5,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
2893,161,riverbend,binding cord,Cee,Cee,Nox,2,154,7,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2894,161,roofward,shade cloth,Bex,Bex,Fay,2,161,1,late,Orr,0.74,0.752,0.128,0.122,True,True,True
2896,161,signal,oil lantern,Ren,Ren,Kesh,3,160,1,late,Oda,0.752,0.76,0.122,0.12,True,True,True
2897,161,orchard,dry cord,Pim,Pim,Suf,2,158,3,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2898,162,riverbend,binding cord,Cee,Lio,Cee,2,154,8,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2899,162,roofward,shade cloth,Bex,Orr,Bex,2,161,1,late,Orr,0.759,0.76,0.12,0.12,True,True,True
2900,162,archive,signal spool,Nia,Rin,Nia,3,162,1,late,Vell,0.746,0.758,0.136,0.13,True,True,True
2901,162,signal,oil lantern,Ren,Milo,Ren,3,160,2,defaulted,Oda,0.74,0.76,0.128,0.12,True,True,True
2902,162,orchard,dry cord,Pim,Mara,Pim,2,158,4,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2903,162,repair_ring,cool cloth,Wren,Vale,Wren,2,156,6,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
2905,162,roofward,herb ledger,Sera,Fay,Sera,3,161,1,late,Bex,0.746,0.758,0.125,0.12,True,True,True
2906,162,archive,memory tag,Vell,Toma,Vell,2,159,3,defaulted,Toma,0.751,0.76,0.133,0.12,True,True,True
2907,162,signal,wind wrap,Oda,Kesh,Oda,2,148,14,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
2908,162,orchard,seed satchel,Ivo,Suf,Ivo,3,158,4,defaulted,Pim,0.759,0.76,0.12,0.12,True,True,True
2909,162,repair_ring,copper wire,Pax,Juno,Pax,2,156,6,defaulted,Juno,0.746,0.76,0.136,0.12,True,True,True
2910,162,riverbend,binding cord,Cee,Lio,Cee,2,154,8,defaulted,Lio,0.746,0.76,0.136,0.12,True,True,True
2911,162,roofward,shade cloth,Bex,Orr,Bex,2,161,1,late,Orr,0.74,0.752,0.128,0.122,True,True,True
2912,162,archive,signal spool,Nia,Rin,Nia,3,162,1,late,Vell,0.76,0.76,0.127,0.121,True,True,True
2913,162,signal,oil lantern,Ren,Milo,Ren,3,160,2,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2914,162,orchard,dry cord,Pim,Mara,Pim,2,158,4,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2915,162,repair_ring,cool cloth,Wren,Vale,Wren,2,156,6,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2916,163,roofward,shade cloth,Bex,Sera,Orr,2,161,2,defaulted,Orr,0.758,0.76,0.12,0.12,True,True,True
2917,163,archive,signal spool,Nia,Vell,Rin,3,162,1,late,Vell,0.746,0.758,0.137,0.131,True,True,True
2918,163,signal,oil lantern,Ren,Oda,Milo,3,160,3,defaulted,Oda,0.74,0.76,0.128,0.12,True,True,True
2919,163,orchard,dry cord,Pim,Ivo,Mara,2,158,5,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2920,163,repair_ring,cool cloth,Wren,Pax,Vale,2,156,7,defaulted,Vale,0.759,0.76,0.12,0.12,True,True,True
2921,163,riverbend,cedar plank,Ari,Cee,Nox,4,163,1,late,Lio,0.74,0.752,0.128,0.122,True,True,True
2922,163,roofward,herb ledger,Sera,Bex,Fay,3,161,2,defaulted,Bex,0.758,0.76,0.12,0.12,True,True,True
2923,163,archive,memory tag,Vell,Nia,Toma,2,159,4,defaulted,Toma,0.751,0.76,0.133,0.12,True,True,True
2924,163,signal,wind wrap,Oda,Ren,Kesh,2,148,15,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
2925,163,orchard,seed satchel,Ivo,Pim,Suf,3,158,5,defaulted,Pim,0.746,0.76,0.136,0.12,True,True,True
2927,163,riverbend,binding cord,Cee,Ari,Lio,2,154,9,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2928,163,roofward,shade cloth,Bex,Sera,Orr,2,161,2,defaulted,Orr,0.74,0.76,0.128,0.12,True,True,True
2929,163,archive,signal spool,Nia,Vell,Rin,3,162,1,late,Vell,0.76,0.76,0.128,0.122,True,True,True
2930,163,signal,oil lantern,Ren,Oda,Milo,3,160,3,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2931,163,orchard,dry cord,Pim,Ivo,Mara,2,158,5,defaulted,Mara,0.759,0.76,0.12,0.12,True,True,True
2932,163,repair_ring,cool cloth,Wren,Pax,Vale,2,156,7,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2933,163,riverbend,cedar plank,Ari,Cee,Nox,4,163,1,late,Lio,0.752,0.76,0.122,0.12,True,True,True
2934,164,archive,signal spool,Nia,Toma,Vell,3,162,2,defaulted,Vell,0.746,0.76,0.136,0.124,True,True,True
2935,164,signal,oil lantern,Ren,Kesh,Oda,3,160,4,defaulted,Oda,0.74,0.76,0.128,0.12,True,True,True
2936,164,orchard,dry cord,Pim,Suf,Ivo,2,158,6,defaulted,Mara,0.76,0.76,0.12,0.12,True,True,True
2937,164,repair_ring,cool cloth,Wren,Juno,Pax,2,156,8,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
2938,164,riverbend,cedar plank,Ari,Lio,Cee,4,163,1,late,Lio,0.74,0.752,0.128,0.122,True,True,True
2939,164,roofward,herb ledger,Sera,Orr,Bex,3,161,3,defaulted,Bex,0.758,0.76,0.12,0.12,True,True,True
2940,164,archive,memory tag,Vell,Rin,Nia,2,159,5,defaulted,Toma,0.76,0.76,0.121,0.12,True,True,True
2941,164,signal,wind wrap,Oda,Milo,Ren,2,148,16,defaulted,Kesh,0.759,0.76,0.12,0.12,True,True,True
2942,164,orchard,seed satchel,Ivo,Mara,Pim,3,158,6,defaulted,Pim,0.746,0.76,0.136,0.12,True,True,True
2944,164,riverbend,binding cord,Cee,Nox,Ari,2,154,10,defaulted,Lio,0.739,0.76,0.128,0.12,True,True,True
2945,164,roofward,shade cloth,Bex,Fay,Sera,2,161,3,defaulted,Orr,0.758,0.76,0.12,0.12,True,True,True
2946,164,archive,signal spool,Nia,Toma,Vell,3,162,2,defaulted,Vell,0.76,0.76,0.121,0.12,True,True,True
2947,164,signal,oil lantern,Ren,Kesh,Oda,3,160,4,defaulted,Oda,0.76,0.76,0.12,0.12,True,True,True
2949,164,repair_ring,cool cloth,Wren,Juno,Pax,2,156,8,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2950,164,riverbend,cedar plank,Ari,Lio,Cee,4,163,1,late,Lio,0.752,0.76,0.122,0.12,True,True,True
2951,164,roofward,herb ledger,Sera,Orr,Bex,3,161,3,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2952,165,signal,oil lantern,Ren,Ren,Kesh,3,160,5,defaulted,Oda,0.74,0.76,0.128,0.12,True,True,True
2954,165,repair_ring,cool cloth,Wren,Wren,Juno,2,156,9,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2955,165,riverbend,cedar plank,Ari,Ari,Lio,4,163,2,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2956,165,roofward,herb ledger,Sera,Sera,Orr,3,161,4,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2957,165,archive,memory tag,Vell,Vell,Rin,2,159,6,defaulted,Toma,0.76,0.76,0.122,0.12,True,True,True
2958,165,signal,wind wrap,Oda,Oda,Milo,2,148,17,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
2960,165,repair_ring,copper wire,Pax,Pax,Vale,2,165,1,late,Juno,0.74,0.752,0.128,0.122,True,True,True
2961,165,riverbend,binding cord,Cee,Cee,Nox,2,154,11,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2962,165,roofward,shade cloth,Bex,Bex,Fay,2,161,4,defaulted,Orr,0.759,0.76,0.12,0.12,True,True,True
2963,165,archive,signal spool,Nia,Nia,Toma,3,162,3,defaulted,Vell,0.746,0.76,0.136,0.12,True,True,True
2964,165,signal,oil lantern,Ren,Ren,Kesh,3,160,5,defaulted,Oda,0.759,0.76,0.12,0.12,True,True,True
2966,165,repair_ring,cool cloth,Wren,Wren,Juno,2,156,9,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2967,165,riverbend,cedar plank,Ari,Ari,Lio,4,163,2,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
2968,165,roofward,herb ledger,Sera,Sera,Orr,3,161,4,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2969,165,archive,memory tag,Vell,Vell,Rin,2,159,6,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
2971,166,repair_ring,cool cloth,Wren,Vale,Wren,2,156,10,defaulted,Vale,0.739,0.76,0.128,0.12,True,True,True
2972,166,riverbend,cedar plank,Ari,Nox,Ari,4,163,3,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2973,166,roofward,herb ledger,Sera,Fay,Sera,3,161,5,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2974,166,archive,memory tag,Vell,Toma,Vell,2,159,7,defaulted,Toma,0.759,0.76,0.12,0.12,True,True,True
2975,166,signal,wind wrap,Oda,Kesh,Oda,2,148,18,defaulted,Kesh,0.76,0.76,0.12,0.12,True,True,True
2977,166,repair_ring,copper wire,Pax,Juno,Pax,2,165,1,late,Juno,0.74,0.752,0.128,0.122,True,True,True
2978,166,riverbend,binding cord,Cee,Lio,Cee,2,154,12,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2979,166,roofward,shade cloth,Bex,Orr,Bex,2,161,5,defaulted,Orr,0.746,0.76,0.136,0.12,True,True,True
2980,166,archive,signal spool,Nia,Rin,Nia,3,162,4,defaulted,Vell,0.746,0.76,0.136,0.12,True,True,True
2983,166,repair_ring,cool cloth,Wren,Vale,Wren,2,156,10,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
2984,166,riverbend,cedar plank,Ari,Nox,Ari,4,163,3,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
2985,166,roofward,herb ledger,Sera,Fay,Sera,3,161,5,defaulted,Bex,0.759,0.76,0.12,0.12,True,True,True
2986,166,archive,memory tag,Vell,Toma,Vell,2,159,7,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
2987,166,signal,wind wrap,Oda,Kesh,Oda,2,148,18,defaulted,Kesh,0.74,0.76,0.128,0.12,True,True,True
2988,167,repair_ring,cool cloth,Wren,Pax,Vale,2,156,11,defaulted,Vale,0.752,0.76,0.122,0.12,True,True,True
2989,167,riverbend,cedar plank,Ari,Cee,Nox,4,163,4,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
2990,167,roofward,herb ledger,Sera,Bex,Fay,3,161,6,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
2991,167,archive,memory tag,Vell,Nia,Toma,2,159,8,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
2993,167,orchard,seed satchel,Ivo,Pim,Suf,3,167,1,late,Pim,0.746,0.758,0.136,0.13,True,True,True
2994,167,repair_ring,copper wire,Pax,Wren,Juno,2,165,2,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
2995,167,riverbend,binding cord,Cee,Ari,Lio,2,154,13,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
2996,167,roofward,shade cloth,Bex,Sera,Orr,2,161,6,defaulted,Orr,0.746,0.76,0.136,0.12,True,True,True
2997,167,archive,signal spool,Nia,Vell,Rin,3,162,5,defaulted,Vell,0.74,0.76,0.128,0.12,True,True,True
2999,167,orchard,dry cord,Pim,Ivo,Mara,2,167,1,late,Mara,0.752,0.76,0.133,0.127,True,True,True
3000,167,repair_ring,cool cloth,Wren,Pax,Vale,2,156,11,defaulted,Vale,0.746,0.76,0.136,0.12,True,True,True
3001,167,riverbend,cedar plank,Ari,Cee,Nox,4,163,4,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
3002,167,roofward,herb ledger,Sera,Bex,Fay,3,161,6,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
3003,167,archive,memory tag,Vell,Nia,Toma,2,159,8,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
3005,167,orchard,seed satchel,Ivo,Pim,Suf,3,167,1,late,Pim,0.76,0.76,0.127,0.121,True,True,True
3006,168,riverbend,cedar plank,Ari,Lio,Cee,4,163,5,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
3007,168,roofward,herb ledger,Sera,Orr,Bex,3,161,7,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
3008,168,archive,memory tag,Vell,Rin,Nia,2,159,9,defaulted,Toma,0.76,0.76,0.12,0.12,True,True,True
3010,168,orchard,seed satchel,Ivo,Mara,Pim,3,167,1,late,Pim,0.745,0.757,0.136,0.13,True,True,True
3011,168,repair_ring,copper wire,Pax,Vale,Wren,2,165,3,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
3012,168,riverbend,binding cord,Cee,Nox,Ari,2,154,14,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
3013,168,roofward,shade cloth,Bex,Fay,Sera,2,161,7,defaulted,Orr,0.746,0.76,0.136,0.12,True,True,True
3016,168,orchard,dry cord,Pim,Suf,Ivo,2,167,1,late,Mara,0.752,0.76,0.133,0.127,True,True,True
3017,168,repair_ring,cool cloth,Wren,Juno,Pax,2,156,12,defaulted,Vale,0.752,0.76,0.122,0.12,True,True,True
3018,168,riverbend,cedar plank,Ari,Lio,Cee,4,163,5,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
3019,168,roofward,herb ledger,Sera,Orr,Bex,3,161,7,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
3020,168,archive,memory tag,Vell,Rin,Nia,2,159,9,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
3022,168,orchard,seed satchel,Ivo,Mara,Pim,3,167,1,late,Pim,0.76,0.76,0.127,0.121,True,True,True
3023,168,repair_ring,copper wire,Pax,Vale,Wren,2,165,3,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
3024,169,roofward,herb ledger,Sera,Sera,Orr,3,161,8,defaulted,Bex,0.76,0.76,0.12,0.12,True,True,True
3025,169,archive,memory tag,Vell,Vell,Rin,2,159,10,defaulted,Toma,0.759,0.76,0.12,0.12,True,True,True
3026,169,signal,wind wrap,Oda,Oda,Milo,2,169,1,late,Kesh,0.74,0.752,0.128,0.122,True,True,True
3027,169,orchard,seed satchel,Ivo,Ivo,Mara,3,167,2,defaulted,Pim,0.746,0.76,0.143,0.131,True,True,True
3028,169,repair_ring,copper wire,Pax,Pax,Vale,2,165,4,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
3029,169,riverbend,binding cord,Cee,Cee,Nox,2,154,15,defaulted,Lio,0.76,0.76,0.12,0.12,True,True,True
3030,169,roofward,shade cloth,Bex,Bex,Fay,2,161,8,defaulted,Orr,0.746,0.76,0.136,0.12,True,True,True
3032,169,signal,oil lantern,Ren,Ren,Kesh,3,169,1,late,Oda,0.745,0.757,0.125,0.12,True,True,True
3033,169,orchard,dry cord,Pim,Pim,Suf,2,167,2,defaulted,Mara,0.76,0.76,0.121,0.12,True,True,True
3034,169,repair_ring,cool cloth,Wren,Wren,Juno,2,156,13,defaulted,Vale,0.759,0.76,0.12,0.12,True,True,True
3035,169,riverbend,cedar plank,Ari,Ari,Lio,4,163,6,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
3037,169,archive,memory tag,Vell,Vell,Rin,2,159,10,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
3038,169,signal,wind wrap,Oda,Oda,Milo,2,169,1,late,Kesh,0.732,0.744,0.13,0.124,True,True,True
3039,169,orchard,seed satchel,Ivo,Ivo,Mara,3,167,2,defaulted,Pim,0.76,0.76,0.128,0.12,True,True,True
3040,169,repair_ring,copper wire,Pax,Pax,Vale,2,165,4,defaulted,Juno,0.76,0.76,0.12,0.12,True,True,True
3041,169,riverbend,binding cord,Cee,Cee,Nox,2,154,15,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
3042,170,archive,memory tag,Vell,Toma,Vell,2,159,11,defaulted,Toma,0.74,0.76,0.128,0.12,True,True,True
3043,170,signal,wind wrap,Oda,Kesh,Oda,2,169,1,late,Kesh,0.759,0.76,0.12,0.12,True,True,True
3044,170,orchard,seed satchel,Ivo,Suf,Ivo,3,167,3,defaulted,Pim,0.746,0.76,0.143,0.125,True,True,True
3045,170,repair_ring,copper wire,Pax,Juno,Pax,2,165,5,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
3046,170,riverbend,binding cord,Cee,Lio,Cee,2,154,16,defaulted,Lio,0.759,0.76,0.12,0.12,True,True,True
3049,170,signal,oil lantern,Ren,Milo,Ren,3,169,1,late,Oda,0.726,0.738,0.133,0.127,True,True,True
3050,170,orchard,dry cord,Pim,Mara,Pim,2,167,3,defaulted,Mara,0.76,0.76,0.121,0.12,True,True,True
3051,170,repair_ring,cool cloth,Wren,Vale,Wren,2,156,14,defaulted,Vale,0.76,0.76,0.12,0.12,True,True,True
3052,170,riverbend,cedar plank,Ari,Nox,Ari,4,163,7,defaulted,Lio,0.74,0.76,0.128,0.12,True,True,True
3053,170,roofward,herb ledger,Sera,Fay,Sera,3,170,1,late,Bex,0.76,0.76,0.12,0.12,True,True,True
3054,170,archive,memory tag,Vell,Toma,Vell,2,159,11,defaulted,Toma,0.746,0.76,0.136,0.12,True,True,True
3055,170,signal,wind wrap,Oda,Kesh,Oda,2,169,1,late,Kesh,0.74,0.752,0.128,0.122,True,True,True
3056,170,orchard,seed satchel,Ivo,Suf,Ivo,3,167,3,defaulted,Pim,0.76,0.76,0.122,0.12,True,True,True
3057,170,repair_ring,copper wire,Pax,Juno,Pax,2,165,5,defaulted,Juno,0.759,0.76,0.12,0.12,True,True,True
3060,171,signal,wind wrap,Oda,Ren,Kesh,2,169,2,defaulted,Kesh,0.757,0.76,0.12,0.12,True,True,True
3061,171,orchard,seed satchel,Ivo,Pim,Suf,3,167,4,defaulted,Pim,0.746,0.76,0.136,0.12,True,True,True
3062,171,repair_ring,copper wire,Pax,Wren,Juno,2,165,6,defaulted,Juno,0.74,0.76,0.128,0.12,True,True,True
