tick_id,day,week,settlement_id,resident_id,food_item,water_source,shelter_id,food_stock_before,food_stock_after,water_stock_before,water_stock_after,shelter_occupancy,shelter_capacity,hunger_before,hunger_after,thirst_before,thirst_after,ration_policy,economy_visible,reserve_floor_preserved
3429,215,31,orchid_engine,Cai,orchid rice,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3430,215,31,moss_ward,Milo,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3431,215,31,glass_harbor,Sera,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3432,215,31,cinder_garden,Juno,seed meal,dew tray,seed shelf,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3433,215,31,lichen_bridge,Luma,rope grain,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
3434,215,31,orchid_engine,Dax,steam tea,valve cistern,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3435,215,31,moss_ward,Tala,moss bread,rain jar,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3436,215,31,glass_harbor,Nia,kelp roll,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3437,215,31,cinder_garden,Pax,cool mash,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3438,215,31,lichen_bridge,Rin,lichen soup,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3439,215,31,orchid_engine,Eli,gear stew,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3440,216,31,glass_harbor,Nia,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3441,216,31,cinder_garden,Pax,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3442,216,31,lichen_bridge,Rin,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3443,216,31,orchid_engine,Eli,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3444,216,31,moss_ward,Ari,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3445,216,31,glass_harbor,Oren,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3446,216,31,cinder_garden,Vale,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3447,216,31,lichen_bridge,Sol,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3448,216,31,orchid_engine,Bea,orchid rice,condense pan,sleep cot,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3449,216,31,moss_ward,Fay,broth,spring pipe,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3450,216,31,glass_harbor,Puck,tea loaf,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3451,216,31,cinder_garden,Wren,seed meal,dew tray,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3452,216,31,lichen_bridge,Kio,rope grain,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3453,216,31,orchid_engine,Cai,steam tea,valve cistern,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3454,216,31,moss_ward,Milo,moss bread,rain jar,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3455,216,31,glass_harbor,Sera,kelp roll,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
3456,217,31,lichen_bridge,Kio,rope grain,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3457,217,31,orchid_engine,Cai,steam tea,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3458,217,31,moss_ward,Milo,moss bread,spring pipe,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3459,217,31,glass_harbor,Sera,kelp roll,cistern,net room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3460,217,31,cinder_garden,Juno,cool mash,dew tray,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3461,217,31,lichen_bridge,Luma,lichen soup,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3462,217,31,orchid_engine,Dax,gear stew,valve cistern,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3463,217,31,moss_ward,Tala,root cakes,rain jar,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3464,217,31,glass_harbor,Nia,salt porridge,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3465,217,31,cinder_garden,Pax,ember fruit,cool basin,seed shelf,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
3466,217,31,lichen_bridge,Rin,bridge stew,meal cistern,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3467,217,31,orchid_engine,Eli,orchid rice,condense pan,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3468,217,31,moss_ward,Ari,broth,spring pipe,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3469,217,31,glass_harbor,Oren,tea loaf,cistern,steam alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3470,217,31,cinder_garden,Vale,seed meal,dew tray,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3471,217,31,lichen_bridge,Sol,rope grain,wall seep,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3472,218,32,moss_ward,Ari,root cakes,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3473,218,32,glass_harbor,Oren,salt porridge,fog catcher,net room,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3474,218,32,cinder_garden,Vale,ember fruit,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3475,218,32,lichen_bridge,Sol,bridge stew,meal cistern,meal room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3476,218,32,orchid_engine,Bea,orchid rice,condense pan,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3477,218,32,moss_ward,Fay,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3478,218,32,glass_harbor,Puck,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3479,218,32,cinder_garden,Wren,seed meal,dew tray,seed shelf,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3480,218,32,lichen_bridge,Kio,rope grain,wall seep,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3481,218,32,orchid_engine,Cai,steam tea,valve cistern,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3482,218,32,moss_ward,Milo,moss bread,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3483,218,32,glass_harbor,Sera,kelp roll,fog catcher,steam alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3484,218,32,cinder_garden,Juno,cool mash,cool basin,cool basin,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3485,218,32,lichen_bridge,Luma,lichen soup,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3486,218,32,orchid_engine,Dax,gear stew,condense pan,sleep cot,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3487,218,32,moss_ward,Tala,root cakes,spring pipe,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3488,219,32,cinder_garden,Juno,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3489,219,32,lichen_bridge,Luma,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3490,219,32,orchid_engine,Dax,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3491,219,32,moss_ward,Tala,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
3492,219,32,glass_harbor,Nia,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3493,219,32,cinder_garden,Pax,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3494,219,32,lichen_bridge,Rin,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3495,219,32,orchid_engine,Eli,orchid rice,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3496,219,32,moss_ward,Ari,broth,spring pipe,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3497,219,32,glass_harbor,Oren,tea loaf,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3498,219,32,cinder_garden,Vale,seed meal,dew tray,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3499,219,32,lichen_bridge,Sol,rope grain,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3500,219,32,orchid_engine,Bea,steam tea,valve cistern,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3501,219,32,moss_ward,Fay,moss bread,rain jar,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3502,219,32,glass_harbor,Puck,kelp roll,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3503,219,32,cinder_garden,Wren,cool mash,cool basin,seed shelf,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
3504,220,32,orchid_engine,Bea,steam tea,condense pan,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3505,220,32,moss_ward,Fay,moss bread,spring pipe,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3506,220,32,glass_harbor,Puck,kelp roll,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3507,220,32,cinder_garden,Wren,cool mash,dew tray,shade tent,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3508,220,32,lichen_bridge,Kio,lichen soup,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3509,220,32,orchid_engine,Cai,gear stew,valve cistern,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3510,220,32,moss_ward,Milo,root cakes,rain jar,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3511,220,32,glass_harbor,Sera,salt porridge,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3512,220,32,cinder_garden,Juno,ember fruit,cool basin,seed shelf,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3513,220,32,lichen_bridge,Luma,bridge stew,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
3514,220,32,orchid_engine,Dax,orchid rice,condense pan,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3515,220,32,moss_ward,Tala,broth,spring pipe,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3516,220,32,glass_harbor,Nia,tea loaf,cistern,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3517,220,32,cinder_garden,Pax,seed meal,dew tray,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3518,220,32,lichen_bridge,Rin,rope grain,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3519,220,32,orchid_engine,Eli,steam tea,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3520,221,32,glass_harbor,Nia,tea loaf,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3521,221,32,cinder_garden,Pax,seed meal,cool basin,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3522,221,32,lichen_bridge,Rin,rope grain,meal cistern,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3523,221,32,orchid_engine,Eli,steam tea,condense pan,orchid bay,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3524,221,32,moss_ward,Ari,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3525,221,32,glass_harbor,Oren,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3526,221,32,cinder_garden,Vale,cool mash,dew tray,cool basin,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3527,221,32,lichen_bridge,Sol,lichen soup,wall seep,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3528,221,32,orchid_engine,Bea,gear stew,valve cistern,sleep cot,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3529,221,32,moss_ward,Fay,root cakes,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3530,221,32,glass_harbor,Puck,salt porridge,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3531,221,32,cinder_garden,Wren,ember fruit,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3532,221,32,lichen_bridge,Kio,bridge stew,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3533,221,32,orchid_engine,Cai,orchid rice,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3534,221,32,moss_ward,Milo,broth,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3535,221,32,glass_harbor,Sera,tea loaf,cistern,lamp bunk,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
3536,222,32,lichen_bridge,Kio,bridge stew,wall seep,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3537,222,32,orchid_engine,Cai,orchid rice,valve cistern,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3538,222,32,moss_ward,Milo,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3539,222,32,glass_harbor,Sera,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3540,222,32,cinder_garden,Juno,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3541,222,32,lichen_bridge,Luma,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3542,222,32,orchid_engine,Dax,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3543,222,32,moss_ward,Tala,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3544,222,32,glass_harbor,Nia,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3545,222,32,cinder_garden,Pax,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
3546,222,32,lichen_bridge,Rin,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3547,222,32,orchid_engine,Eli,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3548,222,32,moss_ward,Ari,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3549,222,32,glass_harbor,Oren,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3550,222,32,cinder_garden,Vale,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3551,222,32,lichen_bridge,Sol,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3552,223,32,moss_ward,Ari,root cakes,spring pipe,dry loft,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3553,223,32,glass_harbor,Oren,salt porridge,cistern,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3554,223,32,cinder_garden,Vale,ember fruit,dew tray,seed shelf,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3555,223,32,lichen_bridge,Sol,bridge stew,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3556,223,32,orchid_engine,Bea,orchid rice,valve cistern,orchid bay,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3557,223,32,moss_ward,Fay,broth,rain jar,root alcove,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3558,223,32,glass_harbor,Puck,tea loaf,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3559,223,32,cinder_garden,Wren,seed meal,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3560,223,32,lichen_bridge,Kio,rope grain,meal cistern,lichen wall,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3561,223,32,orchid_engine,Cai,steam tea,condense pan,sleep cot,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3562,223,32,moss_ward,Milo,moss bread,spring pipe,moss hall,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3563,223,32,glass_harbor,Sera,kelp roll,cistern,net room,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3564,223,32,cinder_garden,Juno,cool mash,dew tray,shade tent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3565,223,32,lichen_bridge,Luma,lichen soup,wall seep,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3566,223,32,orchid_engine,Dax,gear stew,valve cistern,warm vent,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3567,223,32,moss_ward,Tala,root cakes,rain jar,dry loft,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3568,224,32,cinder_garden,Juno,cool mash,cool basin,cool basin,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3569,224,32,lichen_bridge,Luma,lichen soup,meal cistern,lichen wall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3570,224,32,orchid_engine,Dax,gear stew,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3571,224,32,moss_ward,Tala,root cakes,spring pipe,moss hall,180.0,180.0,170.0,170.0,8,9,0.0,0.0,0.0,0.0,normal meal,True,True
3572,224,32,glass_harbor,Nia,salt porridge,cistern,net room,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3573,224,32,cinder_garden,Pax,ember fruit,dew tray,shade tent,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3574,224,32,lichen_bridge,Rin,bridge stew,wall seep,meal room,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3575,224,32,orchid_engine,Eli,orchid rice,valve cistern,warm vent,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3576,224,32,moss_ward,Ari,broth,rain jar,dry loft,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3577,224,32,glass_harbor,Oren,tea loaf,fog catcher,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3578,224,32,cinder_garden,Vale,seed meal,cool basin,seed shelf,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3579,224,32,lichen_bridge,Sol,rope grain,meal cistern,rest alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3580,224,32,orchid_engine,Bea,steam tea,condense pan,orchid bay,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3581,224,32,moss_ward,Fay,moss bread,spring pipe,root alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.018,0.016,0.016,normal meal,True,True
3582,224,32,glass_harbor,Puck,kelp roll,cistern,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3583,224,32,cinder_garden,Wren,cool mash,dew tray,cool basin,180.0,180.0,170.0,170.0,8,9,0.018,0.0,0.016,0.0,normal meal,True,True
3584,225,33,orchid_engine,Bea,orchid rice,valve cistern,sleep cot,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3585,225,33,moss_ward,Fay,broth,rain jar,moss hall,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3586,225,33,glass_harbor,Puck,tea loaf,fog catcher,net room,180.0,180.0,170.0,170.0,6,9,0.018,0.0,0.016,0.0,normal meal,True,True
3587,225,33,cinder_garden,Wren,seed meal,cool basin,shade tent,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
3588,225,33,lichen_bridge,Kio,rope grain,meal cistern,meal room,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3589,225,33,orchid_engine,Cai,steam tea,condense pan,warm vent,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3590,225,33,moss_ward,Milo,moss bread,spring pipe,dry loft,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3591,225,33,glass_harbor,Sera,kelp roll,cistern,lamp bunk,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3592,225,33,cinder_garden,Juno,cool mash,dew tray,seed shelf,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3593,225,33,lichen_bridge,Luma,lichen soup,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.0,0.018,0.0,0.016,normal meal,True,True
3594,225,33,orchid_engine,Dax,gear stew,valve cistern,orchid bay,180.0,180.0,170.0,170.0,5,9,0.0,0.018,0.0,0.016,normal meal,True,True
3595,225,33,moss_ward,Tala,root cakes,rain jar,root alcove,180.0,180.0,170.0,170.0,6,9,0.0,0.018,0.0,0.016,normal meal,True,True
3596,225,33,glass_harbor,Nia,salt porridge,fog catcher,steam alcove,180.0,180.0,170.0,170.0,5,9,0.018,0.018,0.016,0.016,normal meal,True,True
3597,225,33,cinder_garden,Pax,ember fruit,cool basin,cool basin,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3598,225,33,lichen_bridge,Rin,bridge stew,meal cistern,lichen wall,180.0,180.0,170.0,170.0,6,9,0.018,0.018,0.016,0.016,normal meal,True,True
3599,225,33,orchid_engine,Eli,orchid rice,condense pan,sleep cot,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3600,226,33,glass_harbor,Nia,salt porridge,cistern,lamp bunk,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3601,226,33,cinder_garden,Pax,ember fruit,dew tray,seed shelf,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3602,226,33,lichen_bridge,Rin,bridge stew,wall seep,rest alcove,180.0,180.0,170.0,170.0,7,9,0.018,0.0,0.016,0.0,normal meal,True,True
3603,226,33,orchid_engine,Eli,orchid rice,valve cistern,orchid bay,180.0,180.0,170.0,170.0,7,9,0.0,0.0,0.0,0.0,normal meal,True,True
