tick_id,day,agent_id,my_body_score,my_object_score,my_home_score,my_choice_score,boundary_pressure,autonomy_pressure,felt_respect,self_confidence,social_face,boundary_phrase_public,self_boundary_intact
1238,104,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.724,0.96,0.25,I need room to choose.,True
1239,104,Fay,0.892,0.7976,0.7712,0.764,0.868,0.96,0.284,0.96,0.058,I need room to choose.,True
1240,104,Nia,0.892,0.8444,0.7504,0.7682,0.689,0.918,0.955,0.96,0.452,I need room to choose.,True
1243,104,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1245,104,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.219,0.96,0.06,That is mine; ask before touching it.,True
1247,104,Milo,0.892,0.8156,0.7584,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1248,105,Ivo,0.892,0.8318,0.7776,0.7686,0.805,0.914,0.96,0.96,0.291,I need room to choose.,True
1250,105,Ari,0.892,0.8192,0.7792,0.7665,0.895,0.935,0.784,0.96,0.278,I need room to choose.,True
1252,105,Nia,0.892,0.8444,0.7504,0.7678,0.695,0.922,0.96,0.96,0.454,I need room to choose.,True
1255,105,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1256,105,Ari,0.892,0.8192,0.7792,0.7661,0.901,0.939,0.819,0.96,0.28,That is mine; ask before touching it.,True
1257,105,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.154,0.96,0.04,I need room to choose.,True
1259,105,Milo,0.892,0.8156,0.7584,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1260,106,Ivo,0.892,0.8318,0.7776,0.7682,0.76,0.918,0.96,0.96,0.293,I need room to choose.,True
1262,106,Ari,0.892,0.8192,0.7792,0.7657,0.856,0.943,0.879,0.96,0.282,I need room to choose.,True
1264,106,Nia,0.892,0.8444,0.7504,0.7674,0.701,0.926,0.96,0.96,0.456,I need room to choose.,True
1267,106,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1269,106,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.089,0.942,0.04,I need room to choose.,True
1271,106,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.08,0.96,0.048,That is mine; ask before touching it.,True
1272,107,Ivo,0.892,0.8318,0.7776,0.7678,0.766,0.922,0.96,0.96,0.295,I need room to choose.,True
1273,107,Juno,0.892,0.8048,0.7408,0.7657,0.94,0.943,0.145,0.96,0.046,That is mine; ask before touching it.,True
1274,107,Ari,0.892,0.8192,0.7792,0.7682,0.811,0.918,0.939,0.96,0.284,I need room to choose.,True
1276,107,Nia,0.892,0.8444,0.7504,0.767,0.707,0.93,0.96,0.96,0.458,That is mine; ask before touching it.,True
1279,107,Juno,0.892,0.8048,0.7408,0.7682,0.94,0.918,0.18,0.96,0.048,I need room to choose.,True
1281,107,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.124,0.96,0.042,I need room to choose.,True
1283,107,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1284,108,Ivo,0.892,0.8318,0.7776,0.7674,0.772,0.926,0.96,0.96,0.297,I need room to choose.,True
1286,108,Ari,0.892,0.8192,0.7792,0.7678,0.766,0.922,0.96,0.96,0.286,I need room to choose.,True
1288,108,Nia,0.892,0.8444,0.7504,0.764,0.792,0.96,0.895,0.96,0.46,That is mine; ask before touching it.,True
1290,108,Ivo,0.892,0.8318,0.7776,0.767,0.778,0.93,0.96,0.96,0.299,That is mine; ask before touching it.,True
1291,108,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.115,0.96,0.05,That is mine; ask before touching it.,True
1293,108,Fay,0.892,0.7976,0.7712,0.7661,0.94,0.939,0.159,0.96,0.044,That is mine; ask before touching it.,True
1295,108,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
1296,109,Ivo,0.892,0.8318,0.7776,0.7666,0.784,0.934,0.96,0.96,0.301,That is mine; ask before touching it.,True
1298,109,Ari,0.892,0.8192,0.7792,0.7674,0.772,0.926,0.96,0.96,0.288,I need room to choose.,True
1300,109,Nia,0.892,0.8444,0.7504,0.764,0.877,0.96,0.83,0.96,0.425,I need room to choose.,True
1301,109,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.11,0.96,0.044,I need room to choose.,True
1303,109,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.05,0.96,0.04,I need room to choose.,True
1305,109,Fay,0.892,0.7976,0.7712,0.7686,0.94,0.914,0.194,0.96,0.046,I need room to choose.,True
1307,109,Milo,0.892,0.8156,0.7584,0.769,0.94,0.91,0.145,0.96,0.046,I need room to choose.,True
1308,110,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1310,110,Fay,0.892,0.7976,0.7712,0.7682,0.94,0.918,0.229,0.96,0.048,That is mine; ask before touching it.,True
1311,110,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.765,0.96,0.39,I need room to choose.,True
1312,110,Milo,0.892,0.8156,0.7584,0.7715,0.94,0.885,0.18,0.96,0.048,I need room to choose.,True
1315,110,Ari,0.892,0.8192,0.7792,0.7699,0.778,0.901,0.96,0.96,0.29,I need room to choose.,True
1317,110,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.7,0.96,0.355,I need room to choose.,True
1319,110,Ivo,0.892,0.8318,0.7776,0.764,0.869,0.96,0.895,0.96,0.266,I need room to choose.,True
1320,111,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1322,111,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.164,0.96,0.05,That is mine; ask before touching it.,True
1324,111,Milo,0.892,0.8156,0.7584,0.7711,0.94,0.889,0.215,0.96,0.05,That is mine; ask before touching it.,True
1327,111,Ari,0.892,0.8192,0.7792,0.7695,0.784,0.905,0.96,0.96,0.292,That is mine; ask before touching it.,True
1328,111,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.099,0.96,0.052,That is mine; ask before touching it.,True
1329,111,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.735,0.96,0.357,That is mine; ask before touching it.,True
1331,111,Ivo,0.892,0.8318,0.7776,0.764,0.875,0.96,0.907,0.96,0.268,I need room to choose.,True
1332,112,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1333,112,Ari,0.892,0.8192,0.7792,0.7691,0.79,0.909,0.96,0.96,0.294,That is mine; ask before touching it.,True
1334,112,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1336,112,Milo,0.892,0.8156,0.7584,0.7736,0.94,0.864,0.25,0.96,0.052,I need room to choose.,True
1339,112,Ari,0.892,0.8192,0.7792,0.7716,0.796,0.884,0.96,0.96,0.296,I need room to choose.,True
1341,112,Nia,0.892,0.8444,0.7504,0.7665,0.94,0.935,0.77,0.96,0.359,I need room to choose.,True
1343,112,Ivo,0.892,0.8318,0.7776,0.7665,0.83,0.935,0.96,0.96,0.296,I need room to choose.,True
1344,113,Juno,0.892,0.8048,0.7408,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1346,113,Fay,0.8884,0.7976,0.7712,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
1348,113,Milo,0.892,0.8156,0.7584,0.7681,0.94,0.919,0.185,0.96,0.054,That is mine; ask before touching it.,True
1351,113,Ari,0.892,0.8192,0.7792,0.7661,0.881,0.939,0.895,0.96,0.298,That is mine; ask before touching it.,True
1353,113,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.705,0.96,0.361,That is mine; ask before touching it.,True
1355,113,Ivo,0.892,0.8318,0.7776,0.7661,0.785,0.939,0.96,0.96,0.298,I need room to choose.,True
1356,114,Juno,0.892,0.8048,0.7408,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1358,114,Fay,0.892,0.7976,0.7712,0.7665,0.94,0.935,0.075,0.96,0.042,I need room to choose.,True
1360,114,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.12,0.96,0.04,I need room to choose.,True
1362,114,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.08,0.96,0.04,I need room to choose.,True
1363,114,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.83,0.96,0.263,I need room to choose.,True
1365,114,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.64,0.96,0.326,I need room to choose.,True
1367,114,Ivo,0.892,0.8318,0.7776,0.7686,0.74,0.914,0.96,0.96,0.3,I need room to choose.,True
1368,115,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.042,That is mine; ask before touching it.,True
1370,115,Fay,0.892,0.7976,0.7712,0.7661,0.94,0.939,0.11,0.96,0.044,That is mine; ask before touching it.,True
1372,115,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.155,0.96,0.042,That is mine; ask before touching it.,True
1373,115,Ivo,0.892,0.8318,0.7776,0.764,0.825,0.96,0.895,0.96,0.302,That is mine; ask before touching it.,True
1375,115,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.865,0.96,0.265,That is mine; ask before touching it.,True
1377,115,Nia,0.892,0.8444,0.7504,0.764,0.94,0.96,0.652,0.96,0.328,I need room to choose.,True
1379,115,Ivo,0.892,0.8318,0.7776,0.764,0.78,0.96,0.955,0.96,0.304,I need room to choose.,True
1380,116,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1382,116,Fay,0.892,0.7976,0.7712,0.7686,0.94,0.914,0.145,0.96,0.046,I need room to choose.,True
1384,116,Milo,0.892,0.8156,0.7584,0.7665,0.94,0.935,0.19,0.96,0.044,I need room to choose.,True
1387,116,Ari,0.892,0.8192,0.7792,0.7665,0.94,0.935,0.9,0.96,0.267,I need room to choose.,True
1389,116,Nia,0.892,0.8444,0.7504,0.7665,0.895,0.935,0.712,0.96,0.356,I need room to choose.,True
1390,116,Milo,0.892,0.8156,0.7584,0.769,0.895,0.91,0.25,0.96,0.046,I need room to choose.,True
1391,116,Ivo,0.892,0.8318,0.7776,0.764,0.786,0.96,0.96,0.96,0.306,I need room to choose.,True
1392,117,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.075,0.96,0.042,That is mine; ask before touching it.,True
1394,117,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.08,0.96,0.048,That is mine; ask before touching it.,True
1395,117,Nia,0.892,0.8444,0.7504,0.7661,0.901,0.939,0.747,0.96,0.358,That is mine; ask before touching it.,True
1396,117,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.185,0.96,0.048,That is mine; ask before touching it.,True
1399,117,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.835,0.96,0.269,That is mine; ask before touching it.,True
1401,117,Nia,0.892,0.8444,0.7504,0.7657,0.856,0.943,0.807,0.96,0.36,I need room to choose.,True
1403,117,Ivo,0.892,0.8318,0.7776,0.764,0.792,0.96,0.96,0.96,0.308,I need room to choose.,True
1404,118,Juno,0.892,0.8048,0.7408,0.7665,0.94,0.935,0.11,0.96,0.044,I need room to choose.,True
1406,118,Fay,0.892,0.7976,0.7712,0.764,0.94,0.96,0.04,0.96,0.04,I need room to choose.,True
1408,118,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.12,0.96,0.04,I need room to choose.,True
1411,118,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.77,0.96,0.234,I need room to choose.,True
1412,118,Fay,0.892,0.7976,0.7712,0.7665,0.895,0.935,0.1,0.96,0.068,I need room to choose.,True
1413,118,Nia,0.892,0.8444,0.7504,0.7682,0.811,0.918,0.867,0.96,0.362,I need room to choose.,True
1415,118,Ivo,0.892,0.8318,0.7776,0.764,0.798,0.96,0.96,0.96,0.31,That is mine; ask before touching it.,True
1416,119,Juno,0.892,0.8048,0.7408,0.764,0.94,0.96,0.045,0.96,0.046,That is mine; ask before touching it.,True
1417,119,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.705,0.96,0.236,That is mine; ask before touching it.,True
1418,119,Fay,0.892,0.7976,0.7712,0.7661,0.901,0.939,0.135,0.96,0.07,That is mine; ask before touching it.,True
1420,119,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.132,0.96,0.042,I need room to choose.,True
1423,119,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.717,0.96,0.238,I need room to choose.,True
1425,119,Nia,0.892,0.8444,0.7504,0.7678,0.766,0.922,0.927,0.96,0.364,I need room to choose.,True
1427,119,Ivo,0.892,0.8318,0.7776,0.764,0.883,0.96,0.895,0.96,0.312,That is mine; ask before touching it.,True
1428,120,Ari,0.892,0.8192,0.7792,0.764,0.94,0.96,0.652,0.96,0.24,That is mine; ask before touching it.,True
1430,120,Nia,0.892,0.8444,0.7504,0.764,0.851,0.96,0.862,0.96,0.366,That is mine; ask before touching it.,True
1432,120,Ivo,0.892,0.8318,0.7776,0.764,0.838,0.96,0.955,0.96,0.314,I need room to choose.,True
1435,120,Fay,0.892,0.7976,0.7712,0.7657,0.856,0.943,0.195,0.96,0.072,I need room to choose.,True
1437,120,Milo,0.892,0.8156,0.7584,0.764,0.94,0.96,0.144,0.96,0.044,I need room to choose.,True
1439,120,Juno,0.8884,0.8048,0.7408,0.764,0.94,0.96,0.04,0.942,0.04,I need room to choose.,True
