tick_id,day,material,claimant_project,claimant_agent,competing_project,competing_agent,claimant_priority,competing_priority,conflict,winner_project,loser_project,compromise,visible_conflict_marker
632,32,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.61,0.65,False,none,none,none,False
633,32,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.75,0.39,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
634,32,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.61,0.57,False,none,none,none,False
635,32,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.75,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
636,32,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.54,0.59,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
637,32,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.68,0.63,False,none,none,none,False
638,32,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.54,0.51,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,False
639,32,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.68,0.63,False,none,none,none,False
640,33,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.54,0.65,False,none,none,none,False
641,33,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.68,0.39,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
642,33,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.54,0.57,False,none,none,none,False
643,33,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.68,0.39,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
644,33,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.82,0.59,False,none,none,none,False
645,33,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.61,0.63,False,none,none,none,False
646,33,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.82,0.51,False,none,none,none,False
647,33,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.61,0.63,False,none,none,none,False
648,33,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.75,0.53,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
649,33,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.54,0.57,False,none,none,none,False
650,33,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.75,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
651,33,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.54,0.57,False,none,none,none,False
652,33,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.68,0.47,False,none,none,none,False
653,33,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.82,0.51,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
654,33,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.68,0.39,False,none,none,none,False
655,33,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.82,0.51,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
656,33,glass,archive_public_kiosk,Milo,greenhouse_heat_loop,Fay,0.61,0.71,False,none,none,none,False
657,33,wire,dusk_signal_court,Milo,flood_bridge_market_route,Ari,0.75,0.45,False,none,none,none,False
658,33,compost,greenhouse_heat_loop,Nia,archive_public_kiosk,Nia,0.61,0.63,False,none,none,none,False
659,33,resin,flood_bridge_market_route,Ari,dusk_signal_court,Milo,0.75,0.45,False,none,none,none,False
660,34,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.47,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
661,34,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.75,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
662,34,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.39,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
663,34,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.75,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
664,34,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.71,False,none,none,none,False
665,34,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.68,0.45,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
666,34,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.63,False,none,none,none,False
667,34,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.68,0.45,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,False
668,34,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.65,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
669,34,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.61,0.39,False,none,none,none,False
670,34,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
671,34,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.61,0.39,False,none,none,none,False
672,34,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.59,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
673,34,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.54,0.63,True,greenhouse_heat_loop,dusk_signal_court,split stock and schedule appeal,True
674,34,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.51,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
675,34,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.54,0.63,True,archive_public_kiosk,flood_bridge_market_route,split stock and schedule appeal,True
676,34,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.53,False,none,none,none,False
677,34,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.82,0.57,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
678,34,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.45,False,none,none,none,False
679,34,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.82,0.57,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
680,35,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.75,0.65,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
681,35,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
682,35,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.75,0.57,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
683,35,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.39,False,none,none,none,False
684,35,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.68,0.59,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
685,35,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.39,False,none,none,none,False
686,35,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.68,0.51,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
687,35,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.63,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
688,35,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.61,0.53,False,none,none,none,False
689,35,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.63,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
690,35,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.61,0.45,False,none,none,none,False
691,35,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.57,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
692,35,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.54,0.47,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
693,35,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.57,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
694,35,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.54,0.39,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
695,35,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.51,False,none,none,none,False
696,35,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.82,0.71,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,False
697,35,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.51,False,none,none,none,False
698,35,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.82,0.63,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
699,35,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
700,36,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.82,0.47,False,none,none,none,False
701,36,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.68,0.57,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
702,36,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.82,0.39,False,none,none,none,False
703,36,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.61,0.51,False,none,none,none,False
704,36,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.75,0.71,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
705,36,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.61,0.51,False,none,none,none,False
706,36,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.75,0.63,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
707,36,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.54,0.45,False,none,none,none,False
708,36,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.68,0.65,False,none,none,none,False
709,36,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.54,0.45,False,none,none,none,False
710,36,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.68,0.57,False,none,none,none,False
711,36,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.82,0.39,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
712,36,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.61,0.59,False,none,none,none,False
713,36,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.82,0.39,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
714,36,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.61,0.51,False,none,none,none,False
715,36,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.75,0.63,False,none,none,none,False
716,36,rope,dusk_signal_court,Fay,greenhouse_heat_loop,Fay,0.54,0.53,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
717,36,copper,greenhouse_heat_loop,Milo,flood_bridge_market_route,Ari,0.75,0.63,False,none,none,none,False
718,36,oil,flood_bridge_market_route,Milo,archive_public_kiosk,Nia,0.54,0.45,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
719,36,ink,archive_public_kiosk,Ari,dusk_signal_court,Milo,0.68,0.57,False,none,none,none,False
720,37,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.54,0.59,False,none,none,none,False
721,37,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.75,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
722,37,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.54,0.51,False,none,none,none,False
723,37,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.68,0.63,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
724,37,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.82,0.53,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
725,37,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.68,0.63,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,False
726,37,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.82,0.45,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
727,37,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.61,0.57,False,none,none,none,False
728,37,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.75,0.47,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
729,37,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.61,0.57,False,none,none,none,False
730,37,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.75,0.39,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
731,37,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.54,0.51,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
732,37,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.68,0.71,False,none,none,none,False
733,37,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.54,0.51,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
734,37,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.68,0.63,False,none,none,none,False
735,37,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.82,0.45,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
736,37,oil,dusk_signal_court,Ari,flood_bridge_market_route,Ari,0.61,0.65,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
737,37,water,greenhouse_heat_loop,Fay,archive_public_kiosk,Nia,0.82,0.45,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
738,37,planks,flood_bridge_market_route,Nia,dusk_signal_court,Milo,0.61,0.57,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
739,37,thread,archive_public_kiosk,Fay,greenhouse_heat_loop,Fay,0.75,0.39,False,none,none,none,False
740,38,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.61,0.71,False,none,none,none,False
741,38,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.82,0.51,False,none,none,none,False
742,38,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.61,0.63,False,none,none,none,False
743,38,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.75,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
744,38,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.54,0.65,False,none,none,none,False
745,38,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.75,0.45,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
746,38,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.54,0.57,False,none,none,none,False
747,38,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.68,0.39,False,none,none,none,False
748,38,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.82,0.59,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
749,38,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.68,0.39,False,none,none,none,False
750,38,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.82,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
751,38,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.61,0.63,False,none,none,none,False
752,38,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.75,0.53,False,none,none,none,False
753,38,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.61,0.63,False,none,none,none,False
754,38,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.75,0.45,False,none,none,none,False
755,38,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.54,0.57,True,dusk_signal_court,archive_public_kiosk,split stock and schedule appeal,True
756,38,wire,dusk_signal_court,Milo,greenhouse_heat_loop,Fay,0.68,0.47,False,none,none,none,False
757,38,compost,greenhouse_heat_loop,Nia,flood_bridge_market_route,Ari,0.54,0.57,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
758,38,resin,flood_bridge_market_route,Ari,archive_public_kiosk,Nia,0.68,0.39,False,none,none,none,False
759,38,glass,archive_public_kiosk,Milo,dusk_signal_court,Milo,0.82,0.51,False,none,none,none,False
760,39,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.68,0.53,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
761,39,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.54,0.63,False,none,none,none,False
762,39,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.68,0.45,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
763,39,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.82,0.57,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
764,39,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.61,0.47,False,none,none,none,False
765,39,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.82,0.57,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
766,39,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.61,0.39,False,none,none,none,False
767,39,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.75,0.51,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
768,39,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.54,0.71,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
769,39,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.75,0.51,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
770,39,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.54,0.63,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
771,39,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.68,0.45,False,none,none,none,False
772,39,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.82,0.65,True,dusk_signal_court,flood_bridge_market_route,winner receives current slot,True
773,39,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.68,0.45,False,none,none,none,False
774,39,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.82,0.57,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
775,39,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.61,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
776,39,glass,dusk_signal_court,Nia,flood_bridge_market_route,Ari,0.75,0.59,False,none,none,none,False
777,39,glass,greenhouse_heat_loop,Ari,archive_public_kiosk,Nia,0.61,0.39,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
778,39,rope,flood_bridge_market_route,Fay,dusk_signal_court,Milo,0.75,0.51,False,none,none,none,False
779,39,paper,archive_public_kiosk,Nia,greenhouse_heat_loop,Fay,0.54,0.63,True,greenhouse_heat_loop,archive_public_kiosk,split stock and schedule appeal,True
780,40,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.54,0.47,False,none,none,none,False
781,40,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.68,0.51,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
782,40,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.82,0.63,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
783,40,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.61,0.45,False,none,none,none,False
784,40,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.82,0.71,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
785,40,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.61,0.45,False,none,none,none,False
786,40,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.75,0.57,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
787,40,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.54,0.39,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
788,40,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.75,0.65,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
789,40,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.54,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
790,40,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.68,0.51,False,none,none,none,False
791,40,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.82,0.63,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
792,40,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.68,0.59,False,none,none,none,False
793,40,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.82,0.63,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
794,40,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.61,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
795,40,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.75,0.57,False,none,none,none,False
796,40,glass,greenhouse_heat_loop,Ari,flood_bridge_market_route,Ari,0.61,0.53,True,greenhouse_heat_loop,flood_bridge_market_route,split stock and schedule appeal,True
797,40,rope,flood_bridge_market_route,Fay,archive_public_kiosk,Nia,0.75,0.57,False,none,none,none,False
798,40,paper,archive_public_kiosk,Nia,dusk_signal_court,Milo,0.54,0.39,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
799,40,glass,dusk_signal_court,Nia,greenhouse_heat_loop,Fay,0.68,0.51,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
800,41,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.61,0.59,False,none,none,none,False
801,41,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.75,0.63,True,flood_bridge_market_route,dusk_signal_court,winner receives current slot,True
802,41,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.54,0.45,False,none,none,none,False
803,41,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.68,0.57,False,none,none,none,False
804,41,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.54,0.53,False,none,none,none,False
805,41,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.68,0.57,False,none,none,none,False
806,41,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.82,0.39,True,archive_public_kiosk,greenhouse_heat_loop,winner receives current slot,True
807,41,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.61,0.51,False,none,none,none,False
808,41,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.82,0.47,True,greenhouse_heat_loop,archive_public_kiosk,winner receives current slot,True
809,41,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.61,0.51,False,none,none,none,False
810,41,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.75,0.63,False,none,none,none,False
811,41,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.54,0.45,True,dusk_signal_court,flood_bridge_market_route,split stock and schedule appeal,True
812,41,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.75,0.71,False,none,none,none,False
813,41,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.54,0.45,True,flood_bridge_market_route,dusk_signal_court,split stock and schedule appeal,True
814,41,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.68,0.57,False,none,none,none,False
815,41,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.82,0.39,False,none,none,none,False
816,41,copper,greenhouse_heat_loop,Milo,archive_public_kiosk,Nia,0.68,0.65,False,none,none,none,False
817,41,oil,flood_bridge_market_route,Milo,dusk_signal_court,Milo,0.82,0.39,False,none,none,none,False
818,41,ink,archive_public_kiosk,Ari,greenhouse_heat_loop,Fay,0.61,0.51,True,archive_public_kiosk,greenhouse_heat_loop,split stock and schedule appeal,True
819,41,rope,dusk_signal_court,Fay,flood_bridge_market_route,Ari,0.75,0.63,False,none,none,none,False
820,42,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.68,0.71,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
821,42,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.82,0.45,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
822,42,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.61,0.57,False,none,none,none,False
823,42,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.75,0.39,True,dusk_signal_court,greenhouse_heat_loop,winner receives current slot,True
824,42,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.61,0.65,False,none,none,none,False
825,42,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.75,0.39,True,flood_bridge_market_route,archive_public_kiosk,winner receives current slot,True
826,42,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.54,0.51,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
827,42,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.68,0.63,False,none,none,none,False
828,42,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.54,0.59,True,flood_bridge_market_route,greenhouse_heat_loop,split stock and schedule appeal,True
829,42,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.68,0.63,False,none,none,none,False
830,42,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.82,0.45,True,archive_public_kiosk,dusk_signal_court,winner receives current slot,True
831,42,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.61,0.57,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
832,42,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.82,0.53,True,greenhouse_heat_loop,flood_bridge_market_route,winner receives current slot,True
833,42,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.61,0.57,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
834,42,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.75,0.39,False,none,none,none,False
835,42,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.54,0.51,True,dusk_signal_court,greenhouse_heat_loop,split stock and schedule appeal,True
836,42,water,greenhouse_heat_loop,Fay,flood_bridge_market_route,Ari,0.75,0.47,False,none,none,none,False
837,42,planks,flood_bridge_market_route,Nia,archive_public_kiosk,Nia,0.54,0.51,True,flood_bridge_market_route,archive_public_kiosk,split stock and schedule appeal,True
838,42,thread,archive_public_kiosk,Fay,dusk_signal_court,Milo,0.68,0.63,True,archive_public_kiosk,dusk_signal_court,split stock and schedule appeal,True
839,42,oil,dusk_signal_court,Ari,greenhouse_heat_loop,Fay,0.82,0.45,False,none,none,none,False
