tick,day,session_id,saved_key,restored_conversation_key,restored_resource_key,restored_consequence_key,restored_ok
4088,228,v57-d228-s02,ssrm:v57:v57-d228-s02,canvas:river gate:resident:Nia:phrase:ask_sensory,copper:17,Nia->Tovan:work slows but recovers,True
4096,228,v57-d228-s10,ssrm:v57:v57-d228-s10,canvas:rain court:resident:Fay:phrase:request_space,herb:25,Fay->Ari:bystander learns caution,True
4104,229,v57-d229-s00,ssrm:v57:v57-d229-s00,canvas:glasshouse:resident:Sera:phrase:thank_resident,water:9,Sera->Milo:guardedness rises,True
4112,229,v57-d229-s08,ssrm:v57:v57-d229-s08,canvas:west hearth:resident:Nia:phrase:ask_repair,fiber:17,Nia->Tovan:debt is marked paid,True
4120,229,v57-d229-s16,ssrm:v57:v57-d229-s16,canvas:tool alcove:resident:Fay:phrase:ask_help,wood:25,Fay->Ari:group mood steadies,True
4128,230,v57-d230-s06,ssrm:v57:v57-d230-s06,canvas:river gate:resident:Sera:phrase:offer_tool,copper:13,Sera->Milo:bystander learns caution,True
4136,230,v57-d230-s14,ssrm:v57:v57-d230-s14,canvas:rain court:resident:Nia:phrase:apologize,herb:21,Nia->Tovan:trust warms,True
4144,231,v57-d231-s04,ssrm:v57:v57-d231-s04,canvas:glasshouse:resident:Fay:phrase:ask_sensory,water:28,Fay->Ari:debt is marked paid,True
4152,231,v57-d231-s12,ssrm:v57:v57-d231-s12,canvas:west hearth:resident:Sera:phrase:request_space,fiber:13,Sera->Milo:group mood steadies,True
4160,232,v57-d232-s02,ssrm:v57:v57-d232-s02,canvas:fiber loft:resident:Nia:phrase:thank_resident,stone:24,Nia->Tovan:bystander learns caution,True
4168,232,v57-d232-s10,ssrm:v57:v57-d232-s10,canvas:river gate:resident:Fay:phrase:ask_repair,copper:32,Fay->Ari:trust warms,True
4176,233,v57-d233-s00,ssrm:v57:v57-d233-s00,canvas:tool alcove:resident:Sera:phrase:ask_help,charcoal:16,Sera->Milo:debt is marked paid,True
4184,233,v57-d233-s08,ssrm:v57:v57-d233-s08,canvas:glasshouse:resident:Nia:phrase:offer_tool,water:24,Nia->Tovan:group mood steadies,True
4192,233,v57-d233-s16,ssrm:v57:v57-d233-s16,canvas:west hearth:resident:Fay:phrase:apologize,fiber:9,Fay->Ari:guardedness rises,True
4200,234,v57-d234-s06,ssrm:v57:v57-d234-s06,canvas:fiber loft:resident:Sera:phrase:ask_sensory,stone:20,Sera->Milo:trust warms,True
4208,234,v57-d234-s14,ssrm:v57:v57-d234-s14,canvas:river gate:resident:Nia:phrase:request_space,copper:28,Nia->Tovan:work slows but recovers,True
4216,235,v57-d235-s04,ssrm:v57:v57-d235-s04,canvas:tool alcove:resident:Fay:phrase:thank_resident,charcoal:12,Fay->Ari:group mood steadies,True
4224,235,v57-d235-s12,ssrm:v57:v57-d235-s12,canvas:glasshouse:resident:Sera:phrase:ask_repair,water:20,Sera->Milo:guardedness rises,True
4232,236,v57-d236-s02,ssrm:v57:v57-d236-s02,canvas:rain court:resident:Nia:phrase:ask_help,wood:31,Nia->Tovan:trust warms,True
4240,236,v57-d236-s10,ssrm:v57:v57-d236-s10,canvas:fiber loft:resident:Fay:phrase:offer_tool,stone:16,Fay->Ari:work slows but recovers,True
4248,237,v57-d237-s00,ssrm:v57:v57-d237-s00,canvas:west hearth:resident:Sera:phrase:apologize,herb:23,Sera->Milo:group mood steadies,True
4256,237,v57-d237-s08,ssrm:v57:v57-d237-s08,canvas:tool alcove:resident:Nia:phrase:ask_sensory,charcoal:8,Nia->Tovan:guardedness rises,True
4264,237,v57-d237-s16,ssrm:v57:v57-d237-s16,canvas:glasshouse:resident:Fay:phrase:request_space,water:16,Fay->Ari:debt is marked paid,True
4272,238,v57-d238-s06,ssrm:v57:v57-d238-s06,canvas:rain court:resident:Sera:phrase:thank_resident,wood:27,Sera->Milo:work slows but recovers,True
4280,238,v57-d238-s14,ssrm:v57:v57-d238-s14,canvas:fiber loft:resident:Nia:phrase:ask_repair,stone:12,Nia->Tovan:bystander learns caution,True
4288,239,v57-d239-s04,ssrm:v57:v57-d239-s04,canvas:west hearth:resident:Fay:phrase:ask_help,herb:19,Fay->Ari:guardedness rises,True
4296,239,v57-d239-s12,ssrm:v57:v57-d239-s12,canvas:tool alcove:resident:Sera:phrase:offer_tool,charcoal:27,Sera->Milo:debt is marked paid,True
4302,240,v57-d240-s00,ssrm:v57:v57-d240-s00,canvas:fiber loft:resident:Sera:phrase:ask_help,charcoal:13,Sera->Milo:trust warms,True
4303,240,v57-d240-s01,ssrm:v57:v57-d240-s01,canvas:glasshouse:resident:Tovan:phrase:offer_tool,water:12,Tovan->Sera:bystander learns caution,True
4304,240,v57-d240-s02,ssrm:v57:v57-d240-s02,canvas:river gate:resident:Nia:phrase:apologize,fiber:15,Nia->Tovan:work slows but recovers,True
4305,240,v57-d240-s03,ssrm:v57:v57-d240-s03,canvas:west hearth:resident:Ari:phrase:ask_sensory,wood:14,Ari->Nia:trust warms,True
4306,240,v57-d240-s04,ssrm:v57:v57-d240-s04,canvas:rain court:resident:Fay:phrase:request_space,stone:17,Fay->Ari:bystander learns caution,True
4307,240,v57-d240-s05,ssrm:v57:v57-d240-s05,canvas:tool alcove:resident:Milo:phrase:thank_resident,copper:16,Milo->Fay:work slows but recovers,True
4308,240,v57-d240-s06,ssrm:v57:v57-d240-s06,canvas:fiber loft:resident:Sera:phrase:ask_repair,herb:19,Sera->Milo:trust warms,True
4309,240,v57-d240-s07,ssrm:v57:v57-d240-s07,canvas:glasshouse:resident:Tovan:phrase:ask_help,charcoal:18,Tovan->Sera:bystander learns caution,True
4310,240,v57-d240-s08,ssrm:v57:v57-d240-s08,canvas:river gate:resident:Nia:phrase:offer_tool,water:21,Nia->Tovan:work slows but recovers,True
4311,240,v57-d240-s09,ssrm:v57:v57-d240-s09,canvas:west hearth:resident:Ari:phrase:apologize,fiber:20,Ari->Nia:trust warms,True
4312,240,v57-d240-s10,ssrm:v57:v57-d240-s10,canvas:rain court:resident:Fay:phrase:ask_sensory,wood:23,Fay->Ari:bystander learns caution,True
4313,240,v57-d240-s11,ssrm:v57:v57-d240-s11,canvas:tool alcove:resident:Milo:phrase:request_space,stone:22,Milo->Fay:work slows but recovers,True
4314,240,v57-d240-s12,ssrm:v57:v57-d240-s12,canvas:fiber loft:resident:Sera:phrase:thank_resident,copper:25,Sera->Milo:trust warms,True
4315,240,v57-d240-s13,ssrm:v57:v57-d240-s13,canvas:glasshouse:resident:Tovan:phrase:ask_repair,herb:24,Tovan->Sera:bystander learns caution,True
4316,240,v57-d240-s14,ssrm:v57:v57-d240-s14,canvas:river gate:resident:Nia:phrase:ask_help,charcoal:27,Nia->Tovan:work slows but recovers,True
4317,240,v57-d240-s15,ssrm:v57:v57-d240-s15,canvas:west hearth:resident:Ari:phrase:offer_tool,water:26,Ari->Nia:trust warms,True
4318,240,v57-d240-s16,ssrm:v57:v57-d240-s16,canvas:rain court:resident:Fay:phrase:apologize,fiber:29,Fay->Ari:bystander learns caution,True
4319,240,v57-d240-s17,ssrm:v57:v57-d240-s17,canvas:tool alcove:resident:Milo:phrase:ask_sensory,wood:28,Milo->Fay:work slows but recovers,True
