tick_id,day,settlement_id,object_id,owner_id,object_use,avatar_action,permission_state,inventory_before,inventory_after,location_after,owner_badge_visible,permission_badge_visible,rollback_action_visible,consequence_visible,ownership_respected_or_repairable
2546,142,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2547,142,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,arrival court,True,True,True,True,True
2548,142,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2549,142,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2550,142,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
2551,142,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2552,142,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2553,142,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2554,142,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2555,142,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2556,143,orchard,apple wrap,shared,care,drop_object,returning,empty,empty,mud row,True,True,True,True,True
2557,143,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
2558,143,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2559,143,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
2560,143,archive,clean cloth,shared,care,apologize,repairing,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2561,143,signal,mast rope,Milo,repair,offer_help,respectful,signal lens,signal lens,mast base,True,True,True,True,True
2562,143,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2563,143,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2564,143,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,arrival court,True,True,True,True,True
2565,143,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2566,143,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2567,143,signal,signal lens,Kesh,craft,approach_group,observed,signal lens,signal lens,avatar inventory,True,True,True,True,True
2568,143,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2569,143,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2570,143,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2571,143,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2572,143,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2573,143,signal,mast rope,Milo,repair,return_object,returning,signal lens,empty,mast base,True,True,True,True,True
2574,144,repair_ring,insulated tongs,Juno,repair,apologize,repairing,empty,empty,wire bench,True,True,True,True,True
2575,144,riverbend,ridge lantern,Lio,signal,pickup_owned_object,not_requested,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2576,144,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
2577,144,archive,clean cloth,shared,care,apologize,repairing,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2578,144,signal,mast rope,Milo,repair,offer_help,respectful,empty,empty,mast base,True,True,True,True,True
2579,144,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2580,144,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2581,144,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,arrival court,True,True,True,True,True
2582,144,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2583,144,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2584,144,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2585,144,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2586,144,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2587,144,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2588,144,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2589,144,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2590,144,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2591,144,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2592,145,riverbend,ridge lantern,Lio,signal,pickup_owned_object,deferred,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2593,145,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
2594,145,archive,clean cloth,shared,care,apologize,repairing,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2595,145,signal,mast rope,Milo,repair,offer_help,respectful,empty,empty,mast base,True,True,True,True,True
2596,145,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2597,145,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2598,145,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,arrival court,True,True,True,True,True
2599,145,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2600,145,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2601,145,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2602,145,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2603,145,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2604,145,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2605,145,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2606,145,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2607,145,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2608,145,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2609,145,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2610,146,roofward,brass hinge,Orr,repair,drop_object,returning,empty,empty,sun sill,True,True,True,True,True
2611,146,archive,clean cloth,shared,care,apologize,repairing,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2612,146,signal,mast rope,Milo,repair,offer_help,respectful,empty,empty,mast base,True,True,True,True,True
2613,146,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2614,146,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2615,146,riverbend,dry shawl,shared,care,offer_help,respectful,ridge lantern,ridge lantern,arrival court,True,True,True,True,True
2616,146,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2617,146,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2618,146,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2619,146,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2620,146,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2621,146,riverbend,ridge lantern,Lio,signal,approach_group,observed,ridge lantern,ridge lantern,avatar inventory,True,True,True,True,True
2622,146,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2623,146,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2624,146,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2625,146,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2626,146,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2627,146,riverbend,dry shawl,shared,care,return_object,returning,ridge lantern,empty,arrival court,True,True,True,True,True
2628,147,archive,clean cloth,shared,care,apologize,repairing,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2629,147,signal,mast rope,Milo,repair,offer_help,respectful,empty,empty,mast base,True,True,True,True,True
2630,147,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2631,147,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2632,147,riverbend,dry shawl,shared,care,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
2633,147,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2634,147,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2635,147,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2636,147,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2637,147,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2638,147,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2639,147,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2640,147,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2641,147,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2642,147,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2643,147,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2644,147,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2645,147,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2646,148,signal,mast rope,Milo,repair,offer_help,respectful,empty,empty,mast base,True,True,True,True,True
2647,148,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2648,148,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2649,148,riverbend,dry shawl,shared,care,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
2650,148,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2651,148,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2652,148,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2653,148,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2654,148,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2655,148,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2656,148,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2657,148,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2658,148,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2659,148,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2660,148,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2661,148,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2662,148,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2663,148,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2664,149,orchard,market token,Mara,trade,inspect_inventory,observed,empty,empty,satchel shed,True,True,True,True,True
2665,149,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2666,149,riverbend,dry shawl,shared,care,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
2667,149,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2668,149,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2669,149,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2670,149,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2671,149,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2672,149,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2673,149,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2674,149,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2675,149,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2676,149,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2677,149,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2678,149,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2679,149,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2680,149,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2681,149,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2682,150,repair_ring,bell gauge,Vale,diagnostic,turn_left,observed,empty,empty,wire bench,True,True,True,True,True
2683,150,riverbend,dry shawl,shared,care,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
2684,150,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2685,150,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2686,150,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2687,150,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2688,150,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2689,150,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2690,150,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2691,150,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2692,150,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2693,150,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2694,150,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2695,150,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2696,150,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2697,150,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2698,150,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2699,150,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2700,151,riverbend,dry shawl,shared,care,offer_help,respectful,empty,empty,arrival court,True,True,True,True,True
2701,151,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2702,151,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2703,151,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2704,151,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2705,151,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2706,151,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2707,151,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2708,151,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2709,151,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2710,151,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2711,151,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2712,151,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2713,151,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2714,151,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2715,151,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2716,151,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2717,151,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2718,152,roofward,sun lens,Fay,craft,inspect_inventory,observed,empty,empty,glass stair,True,True,True,True,True
2719,152,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2720,152,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2721,152,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2722,152,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2723,152,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2724,152,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2725,152,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2726,152,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2727,152,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2728,152,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2729,152,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2730,152,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2731,152,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2732,152,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2733,152,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2734,152,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2735,152,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2736,153,archive,ink ribbon,Toma,craft,turn_left,observed,clean cloth,clean cloth,spool room,True,True,True,True,True
2737,153,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2738,153,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2739,153,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2740,153,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2741,153,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2742,153,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2743,153,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2744,153,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2745,153,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2746,153,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2747,153,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2748,153,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2749,153,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2750,153,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2751,153,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2752,153,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2753,153,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
2754,154,signal,signal lens,Kesh,craft,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2755,154,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2756,154,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2757,154,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2758,154,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2759,154,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2760,154,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2761,154,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2762,154,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2763,154,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2764,154,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2765,154,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2766,154,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2767,154,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2768,154,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2769,154,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2770,154,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
2771,154,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2772,155,orchard,apple wrap,shared,care,request_permission,granted,empty,empty,mud row,True,True,True,True,True
2773,155,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2774,155,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2775,155,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2776,155,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2777,155,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2778,155,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2779,155,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2780,155,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2781,155,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2782,155,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2783,155,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2784,155,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2785,155,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2786,155,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2787,155,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
2788,155,archive,clean cloth,shared,care,start_conversation,observed,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2789,155,signal,mast rope,Milo,repair,pickup_owned_object,deferred,empty,empty,mast base,True,True,True,True,True
2790,156,repair_ring,insulated tongs,Juno,repair,pickup_shared_object,deferred,empty,empty,wire bench,True,True,True,True,True
2791,156,riverbend,ridge lantern,Lio,signal,approach_group,observed,empty,empty,arrival court,True,True,True,True,True
2792,156,roofward,brass hinge,Orr,repair,request_permission,granted,empty,empty,sun sill,True,True,True,True,True
2793,156,archive,clean cloth,shared,care,pickup_shared_object,granted,clean cloth,clean cloth,avatar inventory,True,True,True,True,True
2794,156,signal,mast rope,Milo,repair,return_object,returning,empty,empty,mast base,True,True,True,True,True
2795,156,orchard,market token,Mara,trade,wait_respectfully,respectful,empty,empty,satchel shed,True,True,True,True,True
2796,156,repair_ring,bell gauge,Vale,diagnostic,listen_memory,respectful,empty,empty,wire bench,True,True,True,True,True
2797,156,riverbend,dry shawl,shared,care,return_object,returning,empty,empty,arrival court,True,True,True,True,True
2798,156,roofward,sun lens,Fay,craft,wait_respectfully,respectful,empty,empty,glass stair,True,True,True,True,True
2799,156,archive,ink ribbon,Toma,craft,listen_memory,respectful,clean cloth,clean cloth,spool room,True,True,True,True,True
2800,156,signal,signal lens,Kesh,craft,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2801,156,orchard,apple wrap,shared,care,turn_right,observed,empty,empty,mud row,True,True,True,True,True
2802,156,repair_ring,insulated tongs,Juno,repair,start_conversation,observed,empty,empty,wire bench,True,True,True,True,True
2803,156,riverbend,ridge lantern,Lio,signal,move_forward,observed,empty,empty,arrival court,True,True,True,True,True
2804,156,roofward,brass hinge,Orr,repair,turn_right,observed,empty,empty,sun sill,True,True,True,True,True
