tick_id,day,session_id,settlement_id,resident_id,site_id,start_x,start_y,target_x,target_y,distance_before,distance_after,path_nodes,collision_or_boundary,arrived_or_closer,sensory_marker,frequency_hz,flower_phase
2951,164,session-028,orchid_engine,Dax,engine_ring,8,0,4,3,7,3,8->0|9->1|10->2|11->2|12->2,clear,True,warm iron,42.404214,0.342317
2952,165,session-028,glass_harbor,Puck,fog_rail,5,0,11,3,9,5,5->0|6->1|7->2|8->2|9->2,clear,True,cold fog,38.8795,0.312571
2953,165,session-028,cinder_garden,Wren,seed_shelf,6,2,2,5,7,3,6->2|7->3|8->4|9->4|10->4,clear,True,seed oil,41.446214,0.336349
2954,165,session-028,lichen_bridge,Kio,signal_post,7,4,6,10,7,3,7->4|8->5|9->6|10->6|11->6,clear,True,bell hum,40.117214,0.328127
2955,165,session-028,orchid_engine,Cai,orchid_bay,8,6,12,4,6,2,8->6|9->7|10->8|11->8|12->8,clear,True,orchid steam,42.4525,0.353905
2956,165,session-028,moss_ward,Milo,rain_gate,9,8,2,8,7,3,9->8|10->9|11->10|12->10|13->10,clear,True,wet moss,37.799214,0.310683
2957,165,session-028,glass_harbor,Sera,net_room,10,10,7,5,8,4,10->10|11->11|12->12|13->12|14->12,clear,True,salt fiber,38.937,0.32646
2958,165,session-028,cinder_garden,Juno,shade_tent,11,1,10,6,6,2,11->1|12->2|13->3|14->3|15->3,clear,True,dry shade,41.5055,0.350238
2959,165,session-028,lichen_bridge,Luma,rope_bridge,12,3,1,7,15,11,12->3|13->4|14->5|15->5|16->5,clear,True,damp rope,40.1585,0.342016
2960,165,session-028,orchid_engine,Dax,gear_wash,0,5,8,8,11,7,0->5|1->6|2->7|3->7|4->7,clear,True,gear oil,42.493864,0.367794
2961,165,session-028,moss_ward,Tala,root_alcove,1,7,9,2,13,9,1->7|2->8|3->9|4->9|5->9,clear,True,root ink,37.842346,0.324571
2962,165,session-028,glass_harbor,Nia,lamp_pier,2,9,3,9,1,0,2->9|3->10,clear,True,lamp oil,39.0145,0.340349
2963,165,session-028,cinder_garden,Pax,ash_path,3,0,5,9,11,7,3->0|4->1|5->2|6->2|7->2,clear,True,cool ash,41.546864,0.364127
2964,165,session-028,lichen_bridge,Rin,meal_room,4,2,9,5,8,4,4->2|5->3|6->4|7->4|8->4,wet edge reroute,True,lichen soup,40.224,0.355905
2965,165,session-028,orchid_engine,Eli,engine_ring,5,4,4,3,2,0,5->4|6->5|7->6,clear,True,warm iron,42.5775,0.381683
2966,165,session-028,moss_ward,Ari,blanket_room,6,6,6,4,2,0,6->6|7->7|8->8,clear,True,warm wool,37.9285,0.33846
2967,165,session-028,glass_harbor,Oren,fog_rail,7,8,11,3,9,5,7->8|8->9|9->10|10->10|11->10,clear,True,cold fog,39.0445,0.354238
2968,165,session-028,cinder_garden,Vale,seed_shelf,8,10,2,5,11,7,8->10|9->11|10->12|11->12|12->12,clear,True,seed oil,41.601864,0.378016
2969,165,session-028,lichen_bridge,Sol,signal_post,9,1,6,10,12,8,9->1|10->2|11->3|12->3|13->3,clear,True,bell hum,40.2715,0.369794
2970,166,session-028,moss_ward,Tala,rain_gate,6,1,2,8,11,7,6->1|7->2|8->3|9->3|10->3,clear,True,wet moss,37.943864,0.350048
2971,166,session-028,glass_harbor,Nia,net_room,7,3,7,5,2,0,7->3|8->4|9->5,clear,True,salt fiber,39.1135,0.365825
2972,166,session-028,cinder_garden,Pax,shade_tent,8,5,10,6,3,0,8->5|9->6|10->7|11->7,clear,True,dry shade,41.6745,0.389603
2973,166,session-028,lichen_bridge,Rin,rope_bridge,9,7,1,7,8,4,9->7|10->8|11->9|12->9|13->9,clear,True,damp rope,40.323,0.381381
2974,166,session-028,orchid_engine,Eli,gear_wash,10,9,8,8,3,0,10->9|11->10|12->11|13->11,clear,True,gear oil,42.6765,0.407159
2975,166,session-028,moss_ward,Ari,root_alcove,11,0,9,2,4,0,11->0|12->1|13->2|14->2|15->2,clear,True,root ink,38.0275,0.363937
2976,166,session-028,glass_harbor,Oren,lamp_pier,12,2,3,9,16,12,12->2|13->3|14->4|15->4|16->4,clear,True,lamp oil,39.13475,0.379714
2977,166,session-028,cinder_garden,Vale,ash_path,0,4,5,9,10,6,0->4|1->5|2->6|3->6|4->6,clear,True,cool ash,41.7025,0.403492
2978,166,session-028,lichen_bridge,Sol,meal_room,1,6,9,5,9,5,1->6|2->7|3->8|4->8|5->8,clear,True,lichen soup,40.3755,0.39527
2979,166,session-028,orchid_engine,Bea,engine_ring,2,8,4,3,7,3,2->8|3->9|4->10|5->10|6->10,clear,True,warm iron,42.712214,0.421048
2980,166,session-028,moss_ward,Fay,blanket_room,3,10,6,4,9,5,3->10|4->11|5->12|6->12|7->12,clear,True,warm wool,38.0575,0.377825
2981,166,session-028,glass_harbor,Puck,fog_rail,4,1,11,3,9,5,4->1|5->2|6->3|7->3|8->3,clear,True,cold fog,39.1985,0.393603
2982,166,session-028,cinder_garden,Wren,seed_shelf,5,3,2,5,5,1,5->3|6->4|7->5|8->5|9->5,clear,True,seed oil,41.7755,0.417381
2983,166,session-028,lichen_bridge,Kio,signal_post,6,5,6,10,5,1,6->5|7->6|8->7|9->7|10->7,wet edge reroute,True,bell hum,40.4465,0.409159
2984,166,session-028,orchid_engine,Cai,orchid_bay,7,7,12,4,8,4,7->7|8->8|9->9|10->9|11->9,clear,True,orchid steam,42.764,0.434937
2985,166,session-028,moss_ward,Milo,rain_gate,8,9,2,8,7,3,8->9|9->10|10->11|11->11|12->11,clear,True,wet moss,38.118214,0.391714
2986,166,session-028,glass_harbor,Sera,net_room,9,0,7,5,7,3,9->0|10->1|11->2|12->2|13->2,clear,True,salt fiber,39.259214,0.407492
2987,166,session-028,cinder_garden,Juno,shade_tent,10,2,10,6,4,0,10->2|11->3|12->4|13->4|14->4,clear,True,dry shade,41.8395,0.43127
2988,167,session-028,orchid_engine,Bea,gear_wash,7,2,8,8,7,3,7->2|8->3|9->4|10->4|11->4,clear,True,gear oil,42.811214,0.446524
2989,167,session-028,moss_ward,Fay,root_alcove,8,4,9,2,3,0,8->4|9->5|10->6|11->6,clear,True,root ink,38.1815,0.403302
2990,167,session-028,glass_harbor,Puck,lamp_pier,9,6,3,9,9,5,9->6|10->7|11->8|12->8|13->8,clear,True,lamp oil,39.2975,0.419079
2991,167,session-028,cinder_garden,Wren,ash_path,10,8,5,9,6,2,10->8|11->9|12->10|13->10|14->10,clear,True,cool ash,41.8685,0.442857
2992,167,session-028,lichen_bridge,Kio,meal_room,11,10,9,5,7,3,11->10|12->11|13->12|14->12|15->12,clear,True,lichen soup,40.535214,0.434635
2993,167,session-028,orchid_engine,Cai,engine_ring,12,1,4,3,10,6,12->1|13->2|14->3|15->3|16->3,clear,True,warm iron,42.8585,0.460413
2994,167,session-028,moss_ward,Milo,blanket_room,0,3,6,4,7,3,0->3|1->4|2->5|3->5|4->5,clear,True,warm wool,38.217214,0.41719
2995,167,session-028,glass_harbor,Sera,fog_rail,1,5,11,3,12,8,1->5|2->6|3->7|4->7|5->7,clear,True,cold fog,39.3475,0.432968
2996,167,session-028,cinder_garden,Juno,seed_shelf,2,7,2,5,2,0,2->7|3->8|4->9,clear,True,seed oil,41.9385,0.456746
2997,167,session-028,lichen_bridge,Luma,signal_post,3,9,6,10,4,0,3->9|4->10|5->11|6->11|7->11,clear,True,bell hum,40.6095,0.448524
2998,167,session-028,orchid_engine,Dax,orchid_bay,4,0,12,4,12,8,4->0|5->1|6->2|7->2|8->2,clear,True,orchid steam,42.9105,0.474302
2999,167,session-028,moss_ward,Tala,rain_gate,5,2,2,8,9,5,5->2|6->3|7->4|8->4|9->4,clear,True,wet moss,38.2665,0.431079
3000,167,session-028,glass_harbor,Nia,net_room,6,4,7,5,2,0,6->4|7->5|8->6,clear,True,salt fiber,39.4325,0.446857
3001,167,session-028,cinder_garden,Pax,shade_tent,7,6,10,6,3,0,7->6|8->7|9->8|10->8,clear,True,dry shade,41.9935,0.470635
3002,167,session-028,lichen_bridge,Rin,rope_bridge,8,8,1,7,8,4,8->8|9->9|10->10|11->10|12->10,wet edge reroute,True,damp rope,40.642,0.462413
3003,167,session-028,orchid_engine,Eli,gear_wash,9,10,8,8,3,0,9->10|10->11|11->12|12->12,clear,True,gear oil,42.9955,0.48819
3004,167,session-028,moss_ward,Ari,root_alcove,10,1,9,2,2,0,10->1|11->2|12->3,clear,True,root ink,38.3465,0.444968
3005,167,session-028,glass_harbor,Oren,lamp_pier,11,3,3,9,14,10,11->3|12->4|13->5|14->5|15->5,clear,True,lamp oil,39.455357,0.460746
3006,168,session-028,lichen_bridge,Luma,meal_room,8,3,9,5,3,0,8->3|9->4|10->5|11->5,clear,True,lichen soup,40.7085,0.474
3007,168,session-028,orchid_engine,Dax,engine_ring,9,5,4,3,7,3,9->5|10->6|11->7|12->7|13->7,clear,True,warm iron,43.020214,0.499778
3008,168,session-028,moss_ward,Tala,blanket_room,10,7,6,4,7,3,10->7|11->8|12->9|13->9|14->9,clear,True,warm wool,38.371214,0.456556
3009,168,session-028,glass_harbor,Nia,fog_rail,11,9,11,3,6,2,11->9|12->10|13->11|14->11|15->11,clear,True,cold fog,39.5165,0.472333
3010,168,session-028,cinder_garden,Pax,seed_shelf,12,0,2,5,15,11,12->0|13->1|14->2|15->2|16->2,clear,True,seed oil,42.0595,0.496111
3011,168,session-028,lichen_bridge,Rin,signal_post,0,2,6,10,14,10,0->2|1->3|2->4|3->4|4->4,clear,True,bell hum,40.731357,0.487889
3012,168,session-028,orchid_engine,Eli,orchid_bay,1,4,12,4,11,7,1->4|2->5|3->6|4->6|5->6,clear,True,orchid steam,43.065864,0.513667
3013,168,session-028,moss_ward,Ari,rain_gate,2,6,2,8,2,0,2->6|3->7|4->8,clear,True,wet moss,38.4455,0.470444
3014,168,session-028,glass_harbor,Oren,net_room,3,8,7,5,7,3,3->8|4->9|5->10|6->10|7->10,clear,True,salt fiber,39.567214,0.486222
3015,168,session-028,cinder_garden,Vale,shade_tent,4,10,10,6,10,6,4->10|5->11|6->12|7->12|8->12,clear,True,dry shade,42.1205,0.51
3016,168,session-028,lichen_bridge,Sol,rope_bridge,5,1,1,7,10,6,5->1|6->2|7->3|8->3|9->3,clear,True,damp rope,40.7915,0.501778
3017,168,session-028,orchid_engine,Bea,gear_wash,6,3,8,8,7,3,6->3|7->4|8->5|9->5|10->5,clear,True,gear oil,43.130214,0.527556
3018,168,session-028,moss_ward,Fay,root_alcove,7,5,9,2,5,1,7->5|8->6|9->7|10->7|11->7,clear,True,root ink,38.4915,0.484333
3019,168,session-028,glass_harbor,Puck,lamp_pier,8,7,3,9,7,3,8->7|9->8|10->9|11->9|12->9,clear,True,lamp oil,39.622214,0.500111
3020,168,session-028,cinder_garden,Wren,ash_path,9,9,5,9,4,0,9->9|10->10|11->11|12->11|13->11,clear,True,cool ash,42.2025,0.523889
3021,168,session-028,lichen_bridge,Kio,meal_room,10,0,9,5,6,2,10->0|11->1|12->2|13->2|14->2,wet edge reroute,True,lichen soup,40.8585,0.515667
3022,168,session-028,orchid_engine,Cai,engine_ring,11,2,4,3,8,4,11->2|12->3|13->4|14->4|15->4,clear,True,warm iron,43.182,0.541444
3023,168,session-028,moss_ward,Milo,blanket_room,12,4,6,4,6,2,12->4|13->5|14->6|15->6|16->6,clear,True,warm wool,38.5405,0.498222
3024,169,session-029,cinder_garden,Vale,seed_shelf,9,4,2,5,8,4,9->4|10->5|11->6|12->6|13->6,clear,True,seed oil,42.224,0.535476
3025,169,session-029,lichen_bridge,Sol,signal_post,10,6,6,10,8,4,10->6|11->7|12->8|13->8|14->8,clear,True,bell hum,40.895,0.527254
3026,169,session-029,orchid_engine,Bea,orchid_bay,11,8,12,4,5,1,11->8|12->9|13->10|14->10|15->10,clear,True,orchid steam,43.2395,0.553032
3027,169,session-029,moss_ward,Fay,rain_gate,12,10,2,8,12,8,12->10|13->11|14->12|15->12|16->12,clear,True,wet moss,38.5695,0.50981
3028,169,session-029,glass_harbor,Puck,net_room,0,1,7,5,11,7,0->1|1->2|2->3|3->3|4->3,clear,True,salt fiber,39.711864,0.525587
3029,169,session-029,cinder_garden,Wren,shade_tent,1,3,10,6,12,8,1->3|2->4|3->5|4->5|5->5,clear,True,dry shade,42.2715,0.549365
3030,169,session-029,lichen_bridge,Kio,rope_bridge,2,5,1,7,3,0,2->5|3->6|4->7|5->7,clear,True,damp rope,40.9725,0.541143
3031,169,session-029,orchid_engine,Cai,gear_wash,3,7,8,8,6,2,3->7|4->8|5->9|6->9|7->9,clear,True,gear oil,43.2885,0.566921
3032,169,session-029,moss_ward,Milo,root_alcove,4,9,9,2,12,8,4->9|5->10|6->11|7->11|8->11,clear,True,root ink,38.6245,0.523698
3033,169,session-029,glass_harbor,Sera,lamp_pier,5,0,3,9,11,7,5->0|6->1|7->2|8->2|9->2,clear,True,lamp oil,39.766864,0.539476
3034,169,session-029,cinder_garden,Juno,ash_path,6,2,5,9,8,4,6->2|7->3|8->4|9->4|10->4,clear,True,cool ash,42.334,0.563254
3035,169,session-029,lichen_bridge,Luma,meal_room,7,4,9,5,3,0,7->4|8->5|9->6|10->6,clear,True,lichen soup,41.0275,0.555032
3036,169,session-029,orchid_engine,Dax,engine_ring,8,6,4,3,7,3,8->6|9->7|10->8|11->8|12->8,clear,True,warm iron,43.339214,0.58081
3037,169,session-029,moss_ward,Tala,blanket_room,9,8,6,4,7,3,9->8|10->9|11->10|12->10|13->10,clear,True,warm wool,38.690214,0.537587
3038,169,session-029,glass_harbor,Nia,fog_rail,10,10,11,3,8,4,10->10|11->11|12->12|13->12|14->12,clear,True,cold fog,39.828,0.553365
3039,169,session-029,cinder_garden,Pax,seed_shelf,11,1,2,5,13,9,11->1|12->2|13->3|14->3|15->3,clear,True,seed oil,42.380346,0.577143
3040,169,session-029,lichen_bridge,Rin,signal_post,12,3,6,10,13,9,12->3|13->4|14->5|15->5|16->5,wet edge reroute,True,bell hum,41.051346,0.568921
3041,169,session-029,orchid_engine,Eli,orchid_bay,0,5,12,4,13,9,0->5|1->6|2->7|3->7|4->7,clear,True,orchid steam,43.382346,0.594698
3042,170,session-029,glass_harbor,Sera,net_room,10,5,7,5,3,0,10->5|11->6|12->7|13->7,clear,True,salt fiber,39.8945,0.564952
3043,170,session-029,cinder_garden,Juno,shade_tent,11,7,10,6,2,0,11->7|12->8|13->9,clear,True,dry shade,42.4555,0.58873
3044,170,session-029,lichen_bridge,Luma,rope_bridge,12,9,1,7,13,9,12->9|13->10|14->11|15->11|16->11,clear,True,damp rope,41.095346,0.580508
3045,170,session-029,orchid_engine,Dax,gear_wash,0,0,8,8,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,gear oil,43.42375,0.606286
3046,170,session-029,moss_ward,Tala,root_alcove,1,2,9,2,8,4,1->2|2->3|3->4|4->4|5->4,clear,True,root ink,38.786,0.563063
3047,170,session-029,glass_harbor,Nia,lamp_pier,2,4,3,9,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,lamp oil,39.9345,0.578841
3048,170,session-029,cinder_garden,Pax,ash_path,3,6,5,9,5,1,3->6|4->7|5->8|6->8|7->8,clear,True,cool ash,42.5015,0.602619
3049,170,session-029,lichen_bridge,Rin,meal_room,4,8,9,5,8,4,4->8|5->9|6->10|7->10|8->10,clear,True,lichen soup,41.159,0.594397
3050,170,session-029,orchid_engine,Eli,engine_ring,5,10,4,3,8,4,5->10|6->11|7->12|8->12|9->12,clear,True,warm iron,43.49,0.620175
3051,170,session-029,moss_ward,Ari,blanket_room,6,1,6,4,3,0,6->1|7->2|8->3|9->3,clear,True,warm wool,38.8635,0.576952
3052,170,session-029,glass_harbor,Oren,fog_rail,7,3,11,3,4,0,7->3|8->4|9->5|10->5|11->5,clear,True,cold fog,40.0045,0.59273
3053,170,session-029,cinder_garden,Vale,seed_shelf,8,5,2,5,6,2,8->5|9->6|10->7|11->7|12->7,clear,True,seed oil,42.5505,0.616508
3054,170,session-029,lichen_bridge,Sol,signal_post,9,7,6,10,6,2,9->7|10->8|11->9|12->9|13->9,clear,True,bell hum,41.2215,0.608286
3055,170,session-029,orchid_engine,Bea,orchid_bay,10,9,12,4,7,3,10->9|11->10|12->11|13->11|14->11,clear,True,orchid steam,43.548214,0.634063
3056,170,session-029,moss_ward,Fay,rain_gate,11,0,2,8,17,13,11->0|12->1|13->2|14->2|15->2,clear,True,wet moss,38.884088,0.590841
3057,170,session-029,glass_harbor,Puck,net_room,12,2,7,5,8,4,12->2|13->3|14->4|15->4|16->4,clear,True,salt fiber,40.037,0.606619
3058,170,session-029,cinder_garden,Wren,shade_tent,0,4,10,6,12,8,0->4|1->5|2->6|3->6|4->6,clear,True,dry shade,42.5905,0.630397
3059,170,session-029,lichen_bridge,Kio,rope_bridge,1,6,1,7,1,0,1->6|2->7,wet edge reroute,True,damp rope,41.2915,0.622175
3060,171,session-029,moss_ward,Ari,root_alcove,11,6,9,2,6,2,11->6|12->7|13->8|14->8|15->8,clear,True,root ink,38.9475,0.602429
3061,171,session-029,glass_harbor,Oren,lamp_pier,12,8,3,9,10,6,12->8|13->9|14->10|15->10|16->10,clear,True,lamp oil,40.0765,0.618206
3062,171,session-029,cinder_garden,Vale,ash_path,0,10,5,9,6,2,0->10|1->11|2->12|3->12|4->12,clear,True,cool ash,42.6495,0.641984
3063,171,session-029,lichen_bridge,Sol,meal_room,1,1,9,5,12,8,1->1|2->2|3->3|4->3|5->3,clear,True,lichen soup,41.3055,0.633762
3064,171,session-029,orchid_engine,Bea,engine_ring,2,3,4,3,2,0,2->3|3->4|4->5,clear,True,warm iron,43.6665,0.65954
3065,171,session-029,moss_ward,Fay,blanket_room,3,5,6,4,4,0,3->5|4->6|5->7|6->7|7->7,clear,True,warm wool,39.0175,0.616317
3066,171,session-029,glass_harbor,Puck,fog_rail,4,7,11,3,11,7,4->7|5->8|6->9|7->9|8->9,clear,True,cold fog,40.129864,0.632095
3067,171,session-029,cinder_garden,Wren,seed_shelf,5,9,2,5,7,3,5->9|6->10|7->11|8->11|9->11,clear,True,seed oil,42.700214,0.655873
3068,171,session-029,lichen_bridge,Kio,signal_post,6,0,6,10,10,6,6->0|7->1|8->2|9->2|10->2,clear,True,bell hum,41.3635,0.647651
3069,171,session-029,orchid_engine,Cai,orchid_bay,7,2,12,4,7,3,7->2|8->3|9->4|10->4|11->4,clear,True,orchid steam,43.702214,0.673429
3070,171,session-029,moss_ward,Milo,rain_gate,8,4,2,8,10,6,8->4|9->5|10->6|11->6|12->6,clear,True,wet moss,39.0455,0.630206
3071,171,session-029,glass_harbor,Sera,net_room,9,6,7,5,3,0,9->6|10->7|11->8|12->8,clear,True,salt fiber,40.2135,0.645984
3072,171,session-029,cinder_garden,Juno,shade_tent,10,8,10,6,2,0,10->8|11->9|12->10,clear,True,dry shade,42.7745,0.669762
3073,171,session-029,lichen_bridge,Luma,rope_bridge,11,10,1,7,13,9,11->10|12->11|13->12|14->12|15->12,clear,True,damp rope,41.414346,0.66154
3074,171,session-029,orchid_engine,Dax,gear_wash,12,1,8,8,11,7,12->1|13->2|14->3|15->3|16->3,clear,True,gear oil,43.747864,0.687317
3075,171,session-029,moss_ward,Tala,root_alcove,0,3,9,2,10,6,0->3|1->4|2->5|3->5|4->5,clear,True,root ink,39.1005,0.644095
3076,171,session-029,glass_harbor,Nia,lamp_pier,1,5,3,9,6,2,1->5|2->6|3->7|4->7|5->7,clear,True,lamp oil,40.2535,0.659873
3077,171,session-029,cinder_garden,Pax,ash_path,2,7,5,9,5,1,2->7|3->8|4->9|5->9|6->9,clear,True,cool ash,42.8205,0.683651
3078,172,session-029,orchid_engine,Cai,engine_ring,12,7,4,3,12,8,12->7|13->8|14->9|15->9|16->9,wet edge reroute,True,warm iron,43.7905,0.698905
3079,172,session-029,moss_ward,Milo,blanket_room,0,9,6,4,11,7,0->9|1->10|2->11|3->11|4->11,clear,True,warm wool,39.142864,0.655683
3080,172,session-029,glass_harbor,Sera,fog_rail,1,0,11,3,13,9,1->0|2->1|3->2|4->2|5->2,clear,True,cold fog,40.281346,0.67146
3081,172,session-029,cinder_garden,Juno,seed_shelf,2,2,2,5,3,0,2->2|3->3|4->4|5->4,clear,True,seed oil,42.8735,0.695238
3082,172,session-029,lichen_bridge,Luma,signal_post,3,4,6,10,9,5,3->4|4->5|5->6|6->6|7->6,clear,True,bell hum,41.5195,0.687016
3083,172,session-029,orchid_engine,Dax,orchid_bay,4,6,12,4,10,6,4->6|5->7|6->8|7->8|8->8,clear,True,orchid steam,43.8485,0.712794
3084,172,session-029,moss_ward,Tala,rain_gate,5,8,2,8,3,0,5->8|6->9|7->10|8->10,clear,True,wet moss,39.2265,0.669571
3085,172,session-029,glass_harbor,Nia,net_room,6,10,7,5,6,2,6->10|7->11|8->12|9->12|10->12,clear,True,salt fiber,40.3525,0.685349
3086,172,session-029,cinder_garden,Pax,shade_tent,7,1,10,6,8,4,7->1|8->2|9->3|10->3|11->3,clear,True,dry shade,42.906,0.709127
3087,172,session-029,lichen_bridge,Rin,rope_bridge,8,3,1,7,11,7,8->3|9->4|10->5|11->5|12->5,clear,True,damp rope,41.570864,0.700905
3088,172,session-029,orchid_engine,Eli,gear_wash,9,5,8,8,4,0,9->5|10->6|11->7|12->7|13->7,clear,True,gear oil,43.9305,0.726683
3089,172,session-029,moss_ward,Ari,root_alcove,10,7,9,2,6,2,10->7|11->8|12->9|13->9|14->9,clear,True,root ink,39.2665,0.68346
3090,172,session-029,glass_harbor,Oren,lamp_pier,11,9,3,9,8,4,11->9|12->10|13->11|14->11|15->11,clear,True,lamp oil,40.4,0.699238
3091,172,session-029,cinder_garden,Vale,ash_path,12,0,5,9,16,12,12->0|13->1|14->2|15->2|16->2,clear,True,cool ash,42.94975,0.723016
3092,172,session-029,lichen_bridge,Sol,meal_room,0,2,9,5,12,8,0->2|1->3|2->4|3->4|4->4,clear,True,lichen soup,41.6245,0.714794
3093,172,session-029,orchid_engine,Bea,engine_ring,1,4,4,3,4,0,1->4|2->5|3->6|4->6|5->6,clear,True,warm iron,43.9855,0.740571
3094,172,session-029,moss_ward,Fay,blanket_room,2,6,6,4,6,2,2->6|3->7|4->8|5->8|6->8,clear,True,warm wool,39.3215,0.697349
3095,172,session-029,glass_harbor,Puck,fog_rail,3,8,11,3,13,9,3->8|4->9|5->10|6->10|7->10,clear,True,cold fog,40.446346,0.713127
3096,173,session-029,lichen_bridge,Rin,signal_post,0,8,6,10,8,4,0->8|1->9|2->10|3->10|4->10,clear,True,bell hum,41.676,0.726381
3097,173,session-029,orchid_engine,Eli,orchid_bay,1,10,12,4,17,13,1->10|2->11|3->12|4->12|5->12,wet edge reroute,True,orchid steam,43.995088,0.752159
3098,173,session-029,moss_ward,Ari,rain_gate,2,1,2,8,7,3,2->1|3->2|4->3|5->3|6->3,clear,True,wet moss,39.361214,0.708937
3099,173,session-029,glass_harbor,Oren,net_room,3,3,7,5,6,2,3->3|4->4|5->5|6->5|7->5,clear,True,salt fiber,40.5065,0.724714
3100,173,session-029,cinder_garden,Vale,shade_tent,4,5,10,6,7,3,4->5|5->6|6->7|7->7|8->7,clear,True,dry shade,43.063214,0.748492
3101,173,session-029,lichen_bridge,Sol,rope_bridge,5,7,1,7,4,0,5->7|6->8|7->9|8->9|9->9,clear,True,damp rope,41.7535,0.74027
3102,173,session-029,orchid_engine,Bea,gear_wash,6,9,8,8,3,0,6->9|7->10|8->11|9->11,clear,True,gear oil,44.0845,0.766048
3103,173,session-029,moss_ward,Fay,root_alcove,7,0,9,2,4,0,7->0|8->1|9->2|10->2|11->2,clear,True,root ink,39.4355,0.722825
3104,173,session-029,glass_harbor,Puck,lamp_pier,8,2,3,9,12,8,8->2|9->3|10->4|11->4|12->4,clear,True,lamp oil,40.5465,0.738603
3105,173,session-029,cinder_garden,Wren,ash_path,9,4,5,9,9,5,9->4|10->5|11->6|12->6|13->6,clear,True,cool ash,43.1125,0.762381
3106,173,session-029,lichen_bridge,Kio,meal_room,10,6,9,5,2,0,10->6|11->7|12->8,clear,True,lichen soup,41.8085,0.754159
3107,173,session-029,orchid_engine,Cai,engine_ring,11,8,4,3,12,8,11->8|12->9|13->10|14->10|15->10,clear,True,warm iron,44.1095,0.779937
3108,173,session-029,moss_ward,Milo,blanket_room,12,10,6,4,12,8,12->10|13->11|14->12|15->12|16->12,clear,True,warm wool,39.4605,0.736714
3109,173,session-029,glass_harbor,Sera,fog_rail,0,1,11,3,13,9,0->1|1->2|2->3|3->3|4->3,clear,True,cold fog,40.600346,0.752492
3110,173,session-029,cinder_garden,Juno,seed_shelf,1,3,2,5,3,0,1->3|2->4|3->5|4->5,clear,True,seed oil,43.1925,0.77627
3111,173,session-029,lichen_bridge,Luma,signal_post,2,5,6,10,9,5,2->5|3->6|4->7|5->7|6->7,clear,True,bell hum,41.8385,0.768048
3112,173,session-029,orchid_engine,Dax,orchid_bay,3,7,12,4,12,8,3->7|4->8|5->9|6->9|7->9,clear,True,orchid steam,44.1645,0.793825
3113,173,session-029,moss_ward,Tala,rain_gate,4,9,2,8,3,0,4->9|5->10|6->11|7->11,clear,True,wet moss,39.5455,0.750603
3114,174,session-029,cinder_garden,Wren,shade_tent,1,9,10,6,12,8,1->9|2->10|3->11|4->11|5->11,clear,True,dry shade,43.2065,0.787857
3115,174,session-029,lichen_bridge,Kio,rope_bridge,2,0,1,7,8,4,2->0|3->1|4->2|5->2|6->2,clear,True,damp rope,41.885,0.779635
3116,174,session-029,orchid_engine,Cai,gear_wash,3,2,8,8,11,7,3->2|4->3|5->4|6->4|7->4,wet edge reroute,True,gear oil,44.209864,0.805413
3117,174,session-029,moss_ward,Milo,root_alcove,4,4,9,2,7,3,4->4|5->5|6->6|7->6|8->6,clear,True,root ink,39.570214,0.76219
3118,174,session-029,glass_harbor,Sera,lamp_pier,5,6,3,9,5,1,5->6|6->7|7->8|8->8|9->8,clear,True,lamp oil,40.7215,0.777968
3119,174,session-029,cinder_garden,Juno,ash_path,6,8,5,9,2,0,6->8|7->9|8->10,clear,True,cool ash,43.2915,0.801746
3120,174,session-029,lichen_bridge,Luma,meal_room,7,10,9,5,7,3,7->10|8->11|9->12|10->12|11->12,clear,True,lichen soup,41.943214,0.793524
3121,174,session-029,orchid_engine,Dax,engine_ring,8,1,4,3,6,2,8->1|9->2|10->3|11->3|12->3,clear,True,warm iron,44.2785,0.819302
3122,174,session-029,moss_ward,Tala,blanket_room,9,3,6,4,4,0,9->3|10->4|11->5|12->5|13->5,clear,True,warm wool,39.6445,0.776079
3123,174,session-029,glass_harbor,Nia,fog_rail,10,5,11,3,3,0,10->5|11->6|12->7|13->7,clear,True,cold fog,40.7855,0.791857
3124,174,session-029,cinder_garden,Pax,seed_shelf,11,7,2,5,11,7,11->7|12->8|13->9|14->9|15->9,clear,True,seed oil,43.317864,0.815635
3125,174,session-029,lichen_bridge,Rin,signal_post,12,9,6,10,7,3,12->9|13->10|14->11|15->11|16->11,clear,True,bell hum,41.998214,0.807413
3126,174,session-029,orchid_engine,Eli,orchid_bay,0,0,12,4,16,12,0->0|1->1|2->2|3->2|4->2,clear,True,orchid steam,44.31475,0.83319
3127,174,session-029,moss_ward,Ari,rain_gate,1,2,2,8,7,3,1->2|2->3|3->4|4->4|5->4,clear,True,wet moss,39.680214,0.789968
3128,174,session-029,glass_harbor,Oren,net_room,2,4,7,5,6,2,2->4|3->5|4->6|5->6|6->6,clear,True,salt fiber,40.8255,0.805746
3129,174,session-029,cinder_garden,Vale,shade_tent,3,6,10,6,7,3,3->6|4->7|5->8|6->8|7->8,clear,True,dry shade,43.382214,0.829524
3130,174,session-029,lichen_bridge,Sol,rope_bridge,4,8,1,7,4,0,4->8|5->9|6->10|7->10|8->10,clear,True,damp rope,42.0725,0.821302
