event_id,week,source_household,target_household,public_diffusion_marker,public_ritual_marker,public_reputation_marker,private_cultural_hint,guardrail_marker,replay_checkpoint,trace_integrity_token
1,1,Hearthnest,Marketroof,Hearthnest->Marketroof: lum adoption 0.40->0.56,lum-circle; ritual=0.29; clause=invite without pressure,avatar=0.56; pressure=0.17; household keeps ordinary distance,gain=0.160; grounding=0.966; spread_reason=ritual and care spread,welfare-carried,r245-week01-event001,r245:1:0aaf6aacc6
261,8,Marketroof,Hearthnest,Marketroof->Hearthnest: vonn-na adoption 1.00->1.00,vonn-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.26; household keeps ordinary distance,gain=0.000; grounding=0.996; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:261:a4c0c854ef
262,8,Quietledger,Routehall,Quietledger->Routehall: nari-ri adoption 1.00->1.00,nari-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.69; pressure=0.38; household allows warmer greeting,gain=0.000; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:262:1e23920fb4
263,8,Orchardring,Marketroof,Orchardring->Marketroof: vonn-so adoption 1.00->1.00,vonn-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.98; pressure=0.19; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:263:a5df0da172
264,8,Rainloft,Quietledger,Rainloft->Quietledger: vonn-v adoption 1.00->1.00,vonn-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.89; pressure=0.35; household asks for boundary proof before cooperation,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:264:19f517746f
265,8,Hearthnest,Rainloft,Hearthnest->Rainloft: ori-ri adoption 0.56->0.70,ori-ri-circle; ritual=1.00; clause=invite without pressure,avatar=1.00; pressure=0.20; household allows warmer greeting,gain=0.144; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:265:69bf35e281
266,8,Routehall,Hearthnest,Routehall->Hearthnest: vonn-so adoption 1.00->1.00,vonn-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.27; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:266:10015d634a
267,8,Marketroof,Routehall,Marketroof->Routehall: keth-v adoption 0.77->0.86,keth-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.67; pressure=0.42; household asks for boundary proof before cooperation,gain=0.087; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:267:bdd9e5c926
268,8,Quietledger,Marketroof,Quietledger->Marketroof: nari-na adoption 1.00->1.00,nari-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.23; household keeps ordinary distance,gain=0.000; grounding=0.995; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:268:1e6eaec035
269,8,Orchardring,Quietledger,Orchardring->Quietledger: lum-ri adoption 1.00->1.00,lum-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.91; pressure=0.34; household allows warmer greeting,gain=0.000; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:269:8b700236ae
270,8,Rainloft,Orchardring,Rainloft->Orchardring: sova-so adoption 1.00->1.00,sova-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.79; pressure=0.38; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:270:ec36240205
271,8,Hearthnest,Routehall,Hearthnest->Routehall: vonn-na adoption 1.00->1.00,vonn-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.64; pressure=0.46; household asks for boundary proof before cooperation,gain=0.000; grounding=0.995; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:271:cd519c27ec
272,8,Routehall,Marketroof,Routehall->Marketroof: tek-ri adoption 1.00->1.00,tek-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.98; pressure=0.22; household allows warmer greeting,gain=0.000; grounding=0.954; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:272:23a98dbc77
273,8,Marketroof,Quietledger,Marketroof->Quietledger: vonn-so adoption 1.00->1.00,vonn-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.91; pressure=0.35; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:273:41bb51ab28
274,8,Quietledger,Orchardring,Quietledger->Orchardring: vonn-v adoption 1.00->1.00,vonn-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.77; pressure=0.42; household asks for boundary proof before cooperation,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:274:b067b58d58
275,8,Orchardring,Rainloft,Orchardring->Rainloft: vonn-na adoption 1.00->1.00,vonn-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.98; pressure=0.24; household keeps ordinary distance,gain=0.000; grounding=0.995; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:275:5a37cd5b8b
276,8,Rainloft,Hearthnest,Rainloft->Hearthnest: sova-ri adoption 1.00->1.00,sova-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.98; pressure=0.26; household allows warmer greeting,gain=0.000; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:276:c715738bd2
277,8,Hearthnest,Routehall,Hearthnest->Routehall: vonn-v adoption 1.00->1.00,vonn-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.61; pressure=0.51; household asks for boundary proof before cooperation,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:277:56d16791de
278,8,Routehall,Marketroof,Routehall->Marketroof: nari-na adoption 1.00->1.00,nari-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.97; pressure=0.26; household keeps ordinary distance,gain=0.000; grounding=0.995; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:278:0ce2d01a0a
279,8,Marketroof,Quietledger,Marketroof->Quietledger: melo-ri adoption 1.00->1.00,melo-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.93; pressure=0.34; household allows warmer greeting,gain=0.000; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,no_checkpoint,r245:279:ecc6e01f20
280,8,Quietledger,Orchardring,Quietledger->Orchardring: sova-so adoption 1.00->1.00,sova-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.76; pressure=0.43; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:280:508656a8bf
281,8,Orchardring,Rainloft,Orchardring->Rainloft: vonn-v adoption 1.00->1.00,vonn-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.29; household asks for boundary proof before cooperation,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:281:5c39243b02
282,8,Rainloft,Hearthnest,Rainloft->Hearthnest: nari-na adoption 1.00->1.00,nari-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.30; household asks for boundary proof before cooperation,gain=0.000; grounding=0.995; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:282:6d7c0e03bc
283,8,Hearthnest,Marketroof,Hearthnest->Marketroof: sova-so adoption 1.00->1.00,sova-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.97; pressure=0.27; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:283:45c1ef64ca
284,8,Routehall,Quietledger,Routehall->Quietledger: keth-v adoption 0.70->0.79,keth-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.90; pressure=0.38; household asks for boundary proof before cooperation,gain=0.090; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:284:af123581f9
285,8,Marketroof,Orchardring,Marketroof->Orchardring: vonn-na adoption 1.00->1.00,vonn-na-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.73; pressure=0.47; household asks for boundary proof before cooperation,gain=0.000; grounding=0.996; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:285:0d4612f089
286,8,Quietledger,Rainloft,Quietledger->Rainloft: nari-ri adoption 1.00->1.00,nari-ri-circle; ritual=1.00; clause=invite without pressure,avatar=0.98; pressure=0.27; household allows warmer greeting,gain=0.000; grounding=0.953; spread_reason=ritual and care spread,welfare-carried,r245-week08-event286,r245:286:328c654373
287,8,Orchardring,Hearthnest,Orchardring->Hearthnest: vonn-so adoption 1.00->1.00,vonn-so-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.96; pressure=0.30; household keeps ordinary distance,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,no_checkpoint,r245:287:a6ba32e785
288,8,Rainloft,Routehall,Rainloft->Routehall: vonn-v adoption 1.00->1.00,vonn-v-circle; ritual=1.00; clause=pause if sleep debt or boundary warning appears,avatar=0.58; pressure=0.55; household asks for boundary proof before cooperation,gain=0.000; grounding=1.000; spread_reason=warning spread without forced adoption,welfare-carried,r245-week08-event288,r245:288:b654f5eab4
