tick_id,day,week,settlement_id,resident_id,avatar_action,resident_preference,resident_response,refusal_present,refusal_respected,welfare_before,welfare_after,autonomy_before,autonomy_after,trust_before,trust_after,playable_choice_visible,private_workspace_not_dumped
3015,189,27,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3016,189,27,moss_ward,Ari,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.89,0.89,0.772,0.776,True,True
3017,189,27,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3018,189,27,cinder_garden,Vale,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.8,0.804,True,True
3019,189,27,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3020,189,27,orchid_engine,Bea,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.782,0.786,True,True
3021,189,27,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3023,189,27,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3025,190,28,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3027,190,28,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3028,190,28,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.864,0.864,True,True
3029,190,28,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3031,190,28,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3033,190,28,lichen_bridge,Luma,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3035,190,28,moss_ward,Tala,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3037,190,28,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3038,190,28,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.864,0.864,True,True
3039,190,28,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3040,191,28,glass_harbor,Nia,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.902,0.912,0.772,0.778,True,True
3041,191,28,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3042,191,28,lichen_bridge,Rin,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.864,0.868,True,True
3043,191,28,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3045,191,28,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3047,191,28,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3049,191,28,moss_ward,Fay,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3050,191,28,glass_harbor,Puck,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.902,0.912,0.772,0.778,True,True
3051,191,28,cinder_garden,Wren,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3052,191,28,lichen_bridge,Kio,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.864,0.868,True,True
3053,191,28,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3055,191,28,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3057,192,28,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3059,192,28,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3060,192,28,cinder_garden,Juno,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.804,0.808,True,True
3061,192,28,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3063,192,28,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3065,192,28,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3067,192,28,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3069,192,28,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3070,192,28,cinder_garden,Vale,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.804,0.808,True,True
3071,192,28,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3073,193,28,glass_harbor,Oren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3075,193,28,lichen_bridge,Sol,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3077,193,28,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3079,193,28,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3081,193,28,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3083,193,28,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3085,193,28,lichen_bridge,Luma,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3087,193,28,moss_ward,Tala,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3088,194,28,cinder_garden,Juno,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.808,0.808,True,True
3089,194,28,lichen_bridge,Luma,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3090,194,28,orchid_engine,Dax,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.786,0.79,True,True
3091,194,28,moss_ward,Tala,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3093,194,28,cinder_garden,Pax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3095,194,28,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3096,194,28,moss_ward,Ari,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.89,0.89,0.776,0.78,True,True
3097,194,28,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3098,194,28,cinder_garden,Vale,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.808,0.808,True,True
3099,194,28,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3100,194,28,orchid_engine,Bea,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.786,0.79,True,True
3101,194,28,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3103,194,28,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3105,195,28,moss_ward,Fay,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3107,195,28,cinder_garden,Wren,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3108,195,28,lichen_bridge,Kio,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.868,0.874,True,True
3109,195,28,orchid_engine,Cai,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3111,195,28,glass_harbor,Sera,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3113,195,28,lichen_bridge,Luma,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3115,195,28,moss_ward,Tala,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3117,195,28,cinder_garden,Pax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3118,195,28,lichen_bridge,Rin,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.868,0.874,True,True
3119,195,28,orchid_engine,Eli,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3120,196,28,glass_harbor,Nia,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.778,0.782,True,True
3121,196,28,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3122,196,28,lichen_bridge,Rin,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.874,0.878,True,True
3123,196,28,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3125,196,28,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3127,196,28,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3129,196,28,moss_ward,Fay,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3130,196,28,glass_harbor,Puck,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.778,0.782,True,True
3131,196,28,cinder_garden,Wren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3132,196,28,lichen_bridge,Kio,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.874,0.878,True,True
3133,196,28,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3135,196,28,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3137,197,29,orchid_engine,Cai,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3139,197,29,glass_harbor,Sera,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3140,197,29,cinder_garden,Juno,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.808,0.812,True,True
3141,197,29,lichen_bridge,Luma,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3143,197,29,moss_ward,Tala,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3145,197,29,cinder_garden,Pax,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.946,0.942,True,True
3147,197,29,orchid_engine,Eli,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3149,197,29,glass_harbor,Oren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3150,197,29,cinder_garden,Vale,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.808,0.812,True,True
3151,197,29,lichen_bridge,Sol,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3153,198,29,glass_harbor,Oren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3155,198,29,lichen_bridge,Sol,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3157,198,29,moss_ward,Fay,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3159,198,29,cinder_garden,Wren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3161,198,29,orchid_engine,Cai,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3163,198,29,glass_harbor,Sera,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3165,198,29,lichen_bridge,Luma,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3167,198,29,moss_ward,Tala,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3168,199,29,cinder_garden,Juno,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.812,0.816,True,True
3169,199,29,lichen_bridge,Luma,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3170,199,29,orchid_engine,Dax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.79,0.794,True,True
3171,199,29,moss_ward,Tala,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3173,199,29,cinder_garden,Pax,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.942,0.948,True,True
3175,199,29,orchid_engine,Eli,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3176,199,29,moss_ward,Ari,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.89,0.89,0.78,0.784,True,True
3177,199,29,glass_harbor,Oren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3178,199,29,cinder_garden,Vale,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.812,0.816,True,True
3179,199,29,lichen_bridge,Sol,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3180,199,29,orchid_engine,Bea,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.79,0.794,True,True
3181,199,29,moss_ward,Fay,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3183,199,29,cinder_garden,Wren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3185,200,29,moss_ward,Fay,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3187,200,29,cinder_garden,Wren,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3188,200,29,lichen_bridge,Kio,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.878,0.884,True,True
3189,200,29,orchid_engine,Cai,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3191,200,29,glass_harbor,Sera,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3193,200,29,lichen_bridge,Luma,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3195,200,29,moss_ward,Tala,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3197,200,29,cinder_garden,Pax,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.948,0.948,True,True
3198,200,29,lichen_bridge,Rin,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.878,0.884,True,True
3199,200,29,orchid_engine,Eli,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3200,201,29,glass_harbor,Nia,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.782,0.786,True,True
3201,201,29,cinder_garden,Pax,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.948,0.95,True,True
3202,201,29,lichen_bridge,Rin,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.884,0.884,True,True
3203,201,29,orchid_engine,Eli,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3205,201,29,glass_harbor,Oren,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3207,201,29,lichen_bridge,Sol,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3209,201,29,moss_ward,Fay,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3210,201,29,glass_harbor,Puck,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.782,0.786,True,True
3211,201,29,cinder_garden,Wren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3212,201,29,lichen_bridge,Kio,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.884,0.884,True,True
3213,201,29,orchid_engine,Cai,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3215,201,29,glass_harbor,Sera,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3217,202,29,orchid_engine,Cai,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3219,202,29,glass_harbor,Sera,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3220,202,29,cinder_garden,Juno,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.816,0.812,True,True
3221,202,29,lichen_bridge,Luma,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3223,202,29,moss_ward,Tala,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3225,202,29,cinder_garden,Pax,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3227,202,29,orchid_engine,Eli,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3229,202,29,glass_harbor,Oren,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.946,0.95,True,True
3230,202,29,cinder_garden,Vale,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.816,0.812,True,True
3231,202,29,lichen_bridge,Sol,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3233,203,29,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3235,203,29,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3237,203,29,moss_ward,Fay,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3239,203,29,cinder_garden,Wren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3241,203,29,orchid_engine,Cai,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3243,203,29,glass_harbor,Sera,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3245,203,29,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3247,203,29,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3248,204,30,cinder_garden,Juno,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.812,0.816,True,True
3249,204,30,lichen_bridge,Luma,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.946,0.942,True,True
3250,204,30,orchid_engine,Dax,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.794,0.798,True,True
3251,204,30,moss_ward,Tala,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3253,204,30,cinder_garden,Pax,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3255,204,30,orchid_engine,Eli,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3256,204,30,moss_ward,Ari,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.89,0.902,0.784,0.784,True,True
3257,204,30,glass_harbor,Oren,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3258,204,30,cinder_garden,Vale,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.812,0.816,True,True
3259,204,30,lichen_bridge,Sol,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.946,0.942,True,True
3260,204,30,orchid_engine,Bea,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.78,0.78,0.794,0.798,True,True
3261,204,30,moss_ward,Fay,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3263,204,30,cinder_garden,Wren,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3265,205,30,moss_ward,Fay,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3267,205,30,cinder_garden,Wren,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3268,205,30,lichen_bridge,Kio,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.884,0.89,True,True
3269,205,30,orchid_engine,Cai,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3271,205,30,glass_harbor,Sera,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3273,205,30,lichen_bridge,Luma,offer_rest_cover,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.942,0.946,True,True
3275,205,30,moss_ward,Tala,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3277,205,30,cinder_garden,Pax,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3278,205,30,lichen_bridge,Rin,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.884,0.89,True,True
3279,205,30,orchid_engine,Eli,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3280,206,30,glass_harbor,Nia,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.786,0.79,True,True
3281,206,30,cinder_garden,Pax,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3282,206,30,lichen_bridge,Rin,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.89,0.894,True,True
3283,206,30,orchid_engine,Eli,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3285,206,30,glass_harbor,Oren,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3287,206,30,lichen_bridge,Sol,ask_before_help,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.942,0.948,True,True
3289,206,30,moss_ward,Fay,force_help_attempt,ask first,refuses; avatar blocked by boundary,True,True,0.93,0.93,0.94,0.94,0.95,0.946,True,True
3290,206,30,glass_harbor,Puck,step_back_when_refused,ask first,accepts bounded practical help,False,True,0.93,0.93,0.912,0.912,0.786,0.79,True,True
3291,206,30,cinder_garden,Wren,ask_what_is_needed,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3292,206,30,lichen_bridge,Kio,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.89,0.894,True,True
3293,206,30,orchid_engine,Cai,observe_without_interrupting,ask first,preference asked before help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3295,206,30,glass_harbor,Sera,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3297,207,30,orchid_engine,Cai,offer_tool_return,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3299,207,30,glass_harbor,Sera,offer_food,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.95,0.95,True,True
3300,207,30,cinder_garden,Juno,offer_water,ask first,accepts bounded practical help,False,True,0.93,0.93,0.94,0.94,0.816,0.82,True,True
3301,207,30,lichen_bridge,Luma,offer_shelter,ask first,declines shelter; avatar steps back,True,True,0.93,0.93,0.94,0.94,0.946,0.946,True,True
