tick_id,day,settlement_id,resident_id,project_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,task_effect,inventory_delta_visible,material_consumed,output_created,no_magic_inventory
0,1,glass_harbor,Oren,4691632fda,salt chalk,520,518,mend fog net output,0,1,consume 2 salt chalk; advance mend fog net,True,True,True,True
2600,145,moss_ward,Fay,23961e054e,charcoal mark,381,379,patch blanket loom output,130,131,consume 2 charcoal mark; advance patch blanket loom,True,True,True,True
2601,145,glass_harbor,Puck,4e34e5eca9,lamp oil,381,380,mark crossing rope output,130,131,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
2602,145,cinder_garden,Wren,f54993de4d,ember basket,382,381,sort ember fruit output,131,132,consume 1 ember basket; advance sort ember fruit,True,True,True,True
2603,145,lichen_bridge,Kio,e74a8726db,meal token,381,380,repair meal ledger output,131,132,consume 1 meal token; advance repair meal ledger,True,True,True,True
2604,145,orchid_engine,Cai,fee339b1d9,steam seal,381,380,clean gear wash output,130,131,consume 1 steam seal; advance clean gear wash,True,True,True,True
2605,145,moss_ward,Milo,d27f39c290,reed bundle,381,380,raise warm-cup shelf output,130,131,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
2606,145,glass_harbor,Sera,c5ce3bb82a,glass bead,380,379,mend fog net output,131,132,consume 1 glass bead; advance mend fog net,True,True,True,True
2607,145,cinder_garden,Juno,ab3857f6de,cool stone,380,379,repair seed calendar output,130,131,consume 1 cool stone; advance repair seed calendar,True,True,True,True
2608,145,lichen_bridge,Luma,6e76849c77,lichen glue,381,380,weave spare rope output,130,131,consume 1 lichen glue; advance weave spare rope,True,True,True,True
2609,145,orchid_engine,Dax,1194905158,valve grease,379,378,stabilize steam kettle output,131,132,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
2610,146,glass_harbor,Puck,b9f27156b1,lamp oil,380,379,seal fog catcher output,130,131,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
2611,146,cinder_garden,Wren,8d7a6c2aa4,ember basket,381,380,shade seed rows output,130,131,consume 1 ember basket; advance shade seed rows,True,True,True,True
2612,146,lichen_bridge,Kio,a9335a1d29,meal token,380,379,mark signal bell output,129,130,consume 1 meal token; advance mark signal bell,True,True,True,True
2613,146,orchid_engine,Cai,b31fad0817,steam seal,380,378,listen to valve pulse output,129,130,consume 2 steam seal; advance listen to valve pulse,True,True,True,True
2614,146,moss_ward,Milo,48ae12c016,reed bundle,380,379,copy root ledger output,130,131,consume 1 reed bundle; advance copy root ledger,True,True,True,True
2615,146,glass_harbor,Sera,ea7173b0ad,glass bead,379,378,relight public lamp output,129,130,consume 1 glass bead; advance relight public lamp,True,True,True,True
2616,146,cinder_garden,Juno,5f79a57e6f,cool stone,379,378,cool ash path output,129,130,consume 1 cool stone; advance cool ash path,True,True,True,True
2617,146,lichen_bridge,Luma,e1bab827b9,lichen glue,380,379,test rope bridge output,130,131,consume 1 lichen glue; advance test rope bridge,True,True,True,True
2618,146,orchid_engine,Dax,3645f43e1d,valve grease,378,377,tend orchid lamp output,130,131,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
2619,146,moss_ward,Tala,28589c06c6,dry clay,379,378,drain rain path output,130,131,consume 1 dry clay; advance drain rain path,True,True,True,True
2620,146,glass_harbor,Nia,9a5c1e063a,net fiber,381,380,seal fog catcher output,131,132,consume 1 net fiber; advance seal fog catcher,True,True,True,True
2621,146,cinder_garden,Pax,da2b247900,seed ink,380,379,shade seed rows output,131,132,consume 1 seed ink; advance shade seed rows,True,True,True,True
2622,146,lichen_bridge,Rin,0d07f43a57,rope fiber,379,378,mark signal bell output,130,131,consume 1 rope fiber; advance mark signal bell,True,True,True,True
2623,146,orchid_engine,Eli,2432f12bb3,gear cloth,380,379,listen to valve pulse output,130,131,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
2624,146,moss_ward,Ari,2ea8f2d96e,moss cord,379,378,copy root ledger output,131,132,consume 1 moss cord; advance copy root ledger,True,True,True,True
2625,146,glass_harbor,Oren,fd03ad5da8,salt chalk,378,377,relight public lamp output,130,131,consume 1 salt chalk; advance relight public lamp,True,True,True,True
2626,146,cinder_garden,Vale,5e37aea90d,shade reed,380,378,cool ash path output,130,131,consume 2 shade reed; advance cool ash path,True,True,True,True
2627,146,lichen_bridge,Sol,72a63892cd,bell tin,378,377,test rope bridge output,131,132,consume 1 bell tin; advance test rope bridge,True,True,True,True
2628,147,moss_ward,Tala,5b51e19d49,dry clay,378,377,raise warm-cup shelf output,131,132,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
2629,147,glass_harbor,Nia,b58364559a,net fiber,380,379,mend fog net output,132,133,consume 1 net fiber; advance mend fog net,True,True,True,True
2630,147,cinder_garden,Pax,301d0ea001,seed ink,379,378,repair seed calendar output,131,132,consume 1 seed ink; advance repair seed calendar,True,True,True,True
2631,147,lichen_bridge,Rin,84fdd2bf40,rope fiber,378,377,weave spare rope output,131,132,consume 1 rope fiber; advance weave spare rope,True,True,True,True
2632,147,orchid_engine,Eli,b41913dbe2,gear cloth,379,378,stabilize steam kettle output,132,133,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
2633,147,moss_ward,Ari,572d4e939c,moss cord,378,377,patch blanket loom output,131,132,consume 1 moss cord; advance patch blanket loom,True,True,True,True
2634,147,glass_harbor,Oren,5a399028bb,salt chalk,377,376,mark crossing rope output,131,132,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
2635,147,cinder_garden,Vale,cc7272cc69,shade reed,378,377,sort ember fruit output,132,133,consume 1 shade reed; advance sort ember fruit,True,True,True,True
2636,147,lichen_bridge,Sol,76f402ab6a,bell tin,377,376,repair meal ledger output,132,133,consume 1 bell tin; advance repair meal ledger,True,True,True,True
2637,147,orchid_engine,Bea,9a2f344251,orchid oil,379,378,clean gear wash output,131,132,consume 1 orchid oil; advance clean gear wash,True,True,True,True
2638,147,moss_ward,Fay,69fbe1ae68,charcoal mark,379,378,raise warm-cup shelf output,132,133,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
2639,147,glass_harbor,Puck,cf04a81caf,lamp oil,379,377,mend fog net output,133,134,consume 2 lamp oil; advance mend fog net,True,True,True,True
2640,147,cinder_garden,Wren,88d6240bdd,ember basket,380,379,repair seed calendar output,132,133,consume 1 ember basket; advance repair seed calendar,True,True,True,True
2641,147,lichen_bridge,Kio,87e730b100,meal token,379,378,weave spare rope output,132,133,consume 1 meal token; advance weave spare rope,True,True,True,True
2642,147,orchid_engine,Cai,b805ef5f3b,steam seal,378,377,stabilize steam kettle output,133,134,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
2643,147,moss_ward,Milo,037725c0bc,reed bundle,379,378,patch blanket loom output,132,133,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
2644,147,glass_harbor,Sera,39906512c4,glass bead,378,377,mark crossing rope output,132,133,consume 1 glass bead; advance mark crossing rope,True,True,True,True
2645,147,cinder_garden,Juno,5d450b0d31,cool stone,378,377,sort ember fruit output,133,134,consume 1 cool stone; advance sort ember fruit,True,True,True,True
2646,148,orchid_engine,Bea,2899e764df,orchid oil,378,377,listen to valve pulse output,131,132,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
2647,148,moss_ward,Fay,5147eb41b9,charcoal mark,378,377,copy root ledger output,132,133,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
2648,148,glass_harbor,Puck,ed218dd38f,lamp oil,377,376,relight public lamp output,131,132,consume 1 lamp oil; advance relight public lamp,True,True,True,True
2649,148,cinder_garden,Wren,a66b280afe,ember basket,379,378,cool ash path output,131,132,consume 1 ember basket; advance cool ash path,True,True,True,True
2650,148,lichen_bridge,Kio,505b3ed3bc,meal token,378,377,test rope bridge output,132,133,consume 1 meal token; advance test rope bridge,True,True,True,True
2651,148,orchid_engine,Cai,9567222324,steam seal,377,376,tend orchid lamp output,131,132,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
2652,148,moss_ward,Milo,022ca473b4,reed bundle,378,376,drain rain path output,131,132,consume 2 reed bundle; advance drain rain path,True,True,True,True
2653,148,glass_harbor,Sera,e2517cc645,glass bead,377,376,seal fog catcher output,132,133,consume 1 glass bead; advance seal fog catcher,True,True,True,True
2654,148,cinder_garden,Juno,46bd9e887d,cool stone,377,376,shade seed rows output,132,133,consume 1 cool stone; advance shade seed rows,True,True,True,True
2655,148,lichen_bridge,Luma,ef4a1eb826,lichen glue,379,378,mark signal bell output,131,132,consume 1 lichen glue; advance mark signal bell,True,True,True,True
2656,148,orchid_engine,Dax,5ea66d74e7,valve grease,377,376,listen to valve pulse output,132,133,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
2657,148,moss_ward,Tala,825eef3be9,dry clay,377,376,copy root ledger output,133,134,consume 1 dry clay; advance copy root ledger,True,True,True,True
2658,148,glass_harbor,Nia,aa85d5f3cf,net fiber,379,378,relight public lamp output,132,133,consume 1 net fiber; advance relight public lamp,True,True,True,True
2659,148,cinder_garden,Pax,bfe20f64e9,seed ink,378,377,cool ash path output,132,133,consume 1 seed ink; advance cool ash path,True,True,True,True
2660,148,lichen_bridge,Rin,1ca3ca05c1,rope fiber,377,376,test rope bridge output,133,134,consume 1 rope fiber; advance test rope bridge,True,True,True,True
2661,148,orchid_engine,Eli,79a49a3901,gear cloth,378,377,tend orchid lamp output,132,133,consume 1 gear cloth; advance tend orchid lamp,True,True,True,True
2662,148,moss_ward,Ari,27a5f6be30,moss cord,377,376,drain rain path output,132,133,consume 1 moss cord; advance drain rain path,True,True,True,True
2663,148,glass_harbor,Oren,139ed15166,salt chalk,376,375,seal fog catcher output,133,134,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
2664,149,lichen_bridge,Luma,6e76849c77,lichen glue,378,377,weave spare rope output,133,134,consume 1 lichen glue; advance weave spare rope,True,True,True,True
2665,149,orchid_engine,Dax,1194905158,valve grease,376,374,stabilize steam kettle output,134,135,consume 2 valve grease; advance stabilize steam kettle,True,True,True,True
2666,149,moss_ward,Tala,ffd144b235,dry clay,376,375,patch blanket loom output,133,134,consume 1 dry clay; advance patch blanket loom,True,True,True,True
2667,149,glass_harbor,Nia,e283abe06a,net fiber,378,377,mark crossing rope output,133,134,consume 1 net fiber; advance mark crossing rope,True,True,True,True
2668,149,cinder_garden,Pax,f91854767d,seed ink,377,376,sort ember fruit output,134,135,consume 1 seed ink; advance sort ember fruit,True,True,True,True
2669,149,lichen_bridge,Rin,47513db752,rope fiber,376,375,repair meal ledger output,133,134,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
2670,149,orchid_engine,Eli,ee36774892,gear cloth,377,376,clean gear wash output,132,133,consume 1 gear cloth; advance clean gear wash,True,True,True,True
2671,149,moss_ward,Ari,6666182d43,moss cord,376,375,raise warm-cup shelf output,133,134,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
2672,149,glass_harbor,Oren,4691632fda,salt chalk,375,374,mend fog net output,134,135,consume 1 salt chalk; advance mend fog net,True,True,True,True
2673,149,cinder_garden,Vale,669e90cbc3,shade reed,377,376,repair seed calendar output,133,134,consume 1 shade reed; advance repair seed calendar,True,True,True,True
2674,149,lichen_bridge,Sol,797e050dde,bell tin,376,375,weave spare rope output,134,135,consume 1 bell tin; advance weave spare rope,True,True,True,True
2675,149,orchid_engine,Bea,936769c116,orchid oil,377,376,stabilize steam kettle output,135,136,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
2676,149,moss_ward,Fay,23961e054e,charcoal mark,377,376,patch blanket loom output,134,135,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
2677,149,glass_harbor,Puck,4e34e5eca9,lamp oil,376,375,mark crossing rope output,134,135,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
2678,149,cinder_garden,Wren,f54993de4d,ember basket,378,376,sort ember fruit output,135,136,consume 2 ember basket; advance sort ember fruit,True,True,True,True
2679,149,lichen_bridge,Kio,e74a8726db,meal token,377,376,repair meal ledger output,134,135,consume 1 meal token; advance repair meal ledger,True,True,True,True
2680,149,orchid_engine,Cai,fee339b1d9,steam seal,376,375,clean gear wash output,133,134,consume 1 steam seal; advance clean gear wash,True,True,True,True
2681,149,moss_ward,Milo,d27f39c290,reed bundle,376,375,raise warm-cup shelf output,134,135,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
2682,150,cinder_garden,Vale,5e37aea90d,shade reed,376,375,cool ash path output,133,134,consume 1 shade reed; advance cool ash path,True,True,True,True
2683,150,lichen_bridge,Sol,72a63892cd,bell tin,375,374,test rope bridge output,134,135,consume 1 bell tin; advance test rope bridge,True,True,True,True
2684,150,orchid_engine,Bea,ff802a82b5,orchid oil,376,375,tend orchid lamp output,133,134,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
2685,150,moss_ward,Fay,b4068fee47,charcoal mark,376,375,drain rain path output,133,134,consume 1 charcoal mark; advance drain rain path,True,True,True,True
2686,150,glass_harbor,Puck,b9f27156b1,lamp oil,375,374,seal fog catcher output,134,135,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
2687,150,cinder_garden,Wren,8d7a6c2aa4,ember basket,376,375,shade seed rows output,133,134,consume 1 ember basket; advance shade seed rows,True,True,True,True
2688,150,lichen_bridge,Kio,a9335a1d29,meal token,376,375,mark signal bell output,132,133,consume 1 meal token; advance mark signal bell,True,True,True,True
2689,150,orchid_engine,Cai,b31fad0817,steam seal,375,374,listen to valve pulse output,133,134,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
2690,150,moss_ward,Milo,48ae12c016,reed bundle,375,374,copy root ledger output,134,135,consume 1 reed bundle; advance copy root ledger,True,True,True,True
2691,150,glass_harbor,Sera,ea7173b0ad,glass bead,376,374,relight public lamp output,133,134,consume 2 glass bead; advance relight public lamp,True,True,True,True
2692,150,cinder_garden,Juno,5f79a57e6f,cool stone,376,375,cool ash path output,134,135,consume 1 cool stone; advance cool ash path,True,True,True,True
2693,150,lichen_bridge,Luma,e1bab827b9,lichen glue,377,376,test rope bridge output,135,136,consume 1 lichen glue; advance test rope bridge,True,True,True,True
2694,150,orchid_engine,Dax,3645f43e1d,valve grease,374,373,tend orchid lamp output,134,135,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
2695,150,moss_ward,Tala,28589c06c6,dry clay,375,374,drain rain path output,134,135,consume 1 dry clay; advance drain rain path,True,True,True,True
2696,150,glass_harbor,Nia,9a5c1e063a,net fiber,377,376,seal fog catcher output,135,136,consume 1 net fiber; advance seal fog catcher,True,True,True,True
2697,150,cinder_garden,Pax,da2b247900,seed ink,376,375,shade seed rows output,134,135,consume 1 seed ink; advance shade seed rows,True,True,True,True
2698,150,lichen_bridge,Rin,0d07f43a57,rope fiber,375,374,mark signal bell output,133,134,consume 1 rope fiber; advance mark signal bell,True,True,True,True
2699,150,orchid_engine,Eli,2432f12bb3,gear cloth,376,375,listen to valve pulse output,134,135,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
2700,151,glass_harbor,Sera,39906512c4,glass bead,374,373,mark crossing rope output,135,136,consume 1 glass bead; advance mark crossing rope,True,True,True,True
2701,151,cinder_garden,Juno,5d450b0d31,cool stone,375,374,sort ember fruit output,136,137,consume 1 cool stone; advance sort ember fruit,True,True,True,True
2702,151,lichen_bridge,Luma,c11ee45638,lichen glue,376,375,repair meal ledger output,135,136,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
2703,151,orchid_engine,Dax,fa2f54a5f1,valve grease,373,372,clean gear wash output,134,135,consume 1 valve grease; advance clean gear wash,True,True,True,True
2704,151,moss_ward,Tala,5b51e19d49,dry clay,374,372,raise warm-cup shelf output,135,136,consume 2 dry clay; advance raise warm-cup shelf,True,True,True,True
2705,151,glass_harbor,Nia,b58364559a,net fiber,376,375,mend fog net output,135,136,consume 1 net fiber; advance mend fog net,True,True,True,True
2706,151,cinder_garden,Pax,301d0ea001,seed ink,375,374,repair seed calendar output,134,135,consume 1 seed ink; advance repair seed calendar,True,True,True,True
2707,151,lichen_bridge,Rin,84fdd2bf40,rope fiber,374,373,weave spare rope output,135,136,consume 1 rope fiber; advance weave spare rope,True,True,True,True
2708,151,orchid_engine,Eli,b41913dbe2,gear cloth,375,374,stabilize steam kettle output,136,137,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
2709,151,moss_ward,Ari,572d4e939c,moss cord,375,374,patch blanket loom output,135,136,consume 1 moss cord; advance patch blanket loom,True,True,True,True
2710,151,glass_harbor,Oren,5a399028bb,salt chalk,374,373,mark crossing rope output,136,137,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
2711,151,cinder_garden,Vale,cc7272cc69,shade reed,375,374,sort ember fruit output,137,138,consume 1 shade reed; advance sort ember fruit,True,True,True,True
2712,151,lichen_bridge,Sol,76f402ab6a,bell tin,374,373,repair meal ledger output,136,137,consume 1 bell tin; advance repair meal ledger,True,True,True,True
2713,151,orchid_engine,Bea,9a2f344251,orchid oil,375,374,clean gear wash output,135,136,consume 1 orchid oil; advance clean gear wash,True,True,True,True
2714,151,moss_ward,Fay,69fbe1ae68,charcoal mark,375,374,raise warm-cup shelf output,136,137,consume 1 charcoal mark; advance raise warm-cup shelf,True,True,True,True
2715,151,glass_harbor,Puck,cf04a81caf,lamp oil,374,373,mend fog net output,136,137,consume 1 lamp oil; advance mend fog net,True,True,True,True
2716,151,cinder_garden,Wren,88d6240bdd,ember basket,375,374,repair seed calendar output,135,136,consume 1 ember basket; advance repair seed calendar,True,True,True,True
2717,151,lichen_bridge,Kio,87e730b100,meal token,375,373,weave spare rope output,136,137,consume 2 meal token; advance weave spare rope,True,True,True,True
2718,152,moss_ward,Ari,27a5f6be30,moss cord,374,373,drain rain path output,135,136,consume 1 moss cord; advance drain rain path,True,True,True,True
2719,152,glass_harbor,Oren,139ed15166,salt chalk,373,372,seal fog catcher output,136,137,consume 1 salt chalk; advance seal fog catcher,True,True,True,True
2720,152,cinder_garden,Vale,50e2b859c6,shade reed,374,373,shade seed rows output,135,136,consume 1 shade reed; advance shade seed rows,True,True,True,True
2721,152,lichen_bridge,Sol,878bf0af37,bell tin,373,372,mark signal bell output,134,135,consume 1 bell tin; advance mark signal bell,True,True,True,True
2722,152,orchid_engine,Bea,2899e764df,orchid oil,374,373,listen to valve pulse output,135,136,consume 1 orchid oil; advance listen to valve pulse,True,True,True,True
2723,152,moss_ward,Fay,5147eb41b9,charcoal mark,374,373,copy root ledger output,135,136,consume 1 charcoal mark; advance copy root ledger,True,True,True,True
2724,152,glass_harbor,Puck,ed218dd38f,lamp oil,373,372,relight public lamp output,134,135,consume 1 lamp oil; advance relight public lamp,True,True,True,True
2725,152,cinder_garden,Wren,a66b280afe,ember basket,374,373,cool ash path output,135,136,consume 1 ember basket; advance cool ash path,True,True,True,True
2726,152,lichen_bridge,Kio,505b3ed3bc,meal token,373,372,test rope bridge output,136,137,consume 1 meal token; advance test rope bridge,True,True,True,True
2727,152,orchid_engine,Cai,9567222324,steam seal,374,373,tend orchid lamp output,135,136,consume 1 steam seal; advance tend orchid lamp,True,True,True,True
2728,152,moss_ward,Milo,022ca473b4,reed bundle,374,373,drain rain path output,136,137,consume 1 reed bundle; advance drain rain path,True,True,True,True
2729,152,glass_harbor,Sera,e2517cc645,glass bead,373,372,seal fog catcher output,137,138,consume 1 glass bead; advance seal fog catcher,True,True,True,True
2730,152,cinder_garden,Juno,46bd9e887d,cool stone,374,372,shade seed rows output,136,137,consume 2 cool stone; advance shade seed rows,True,True,True,True
2731,152,lichen_bridge,Luma,ef4a1eb826,lichen glue,375,374,mark signal bell output,135,136,consume 1 lichen glue; advance mark signal bell,True,True,True,True
2732,152,orchid_engine,Dax,5ea66d74e7,valve grease,372,371,listen to valve pulse output,136,137,consume 1 valve grease; advance listen to valve pulse,True,True,True,True
2733,152,moss_ward,Tala,825eef3be9,dry clay,372,371,copy root ledger output,136,137,consume 1 dry clay; advance copy root ledger,True,True,True,True
2734,152,glass_harbor,Nia,aa85d5f3cf,net fiber,375,374,relight public lamp output,135,136,consume 1 net fiber; advance relight public lamp,True,True,True,True
2735,152,cinder_garden,Pax,bfe20f64e9,seed ink,374,373,cool ash path output,136,137,consume 1 seed ink; advance cool ash path,True,True,True,True
2736,153,orchid_engine,Cai,fee339b1d9,steam seal,373,372,clean gear wash output,136,137,consume 1 steam seal; advance clean gear wash,True,True,True,True
2737,153,moss_ward,Milo,d27f39c290,reed bundle,373,372,raise warm-cup shelf output,137,138,consume 1 reed bundle; advance raise warm-cup shelf,True,True,True,True
2738,153,glass_harbor,Sera,c5ce3bb82a,glass bead,372,371,mend fog net output,137,138,consume 1 glass bead; advance mend fog net,True,True,True,True
2739,153,cinder_garden,Juno,ab3857f6de,cool stone,372,371,repair seed calendar output,136,137,consume 1 cool stone; advance repair seed calendar,True,True,True,True
2740,153,lichen_bridge,Luma,6e76849c77,lichen glue,374,373,weave spare rope output,137,138,consume 1 lichen glue; advance weave spare rope,True,True,True,True
2741,153,orchid_engine,Dax,1194905158,valve grease,371,370,stabilize steam kettle output,137,138,consume 1 valve grease; advance stabilize steam kettle,True,True,True,True
2742,153,moss_ward,Tala,ffd144b235,dry clay,371,370,patch blanket loom output,136,137,consume 1 dry clay; advance patch blanket loom,True,True,True,True
2743,153,glass_harbor,Nia,e283abe06a,net fiber,374,372,mark crossing rope output,137,138,consume 2 net fiber; advance mark crossing rope,True,True,True,True
2744,153,cinder_garden,Pax,f91854767d,seed ink,373,372,sort ember fruit output,138,139,consume 1 seed ink; advance sort ember fruit,True,True,True,True
2745,153,lichen_bridge,Rin,47513db752,rope fiber,373,372,repair meal ledger output,137,138,consume 1 rope fiber; advance repair meal ledger,True,True,True,True
2746,153,orchid_engine,Eli,ee36774892,gear cloth,374,373,clean gear wash output,137,138,consume 1 gear cloth; advance clean gear wash,True,True,True,True
2747,153,moss_ward,Ari,6666182d43,moss cord,373,372,raise warm-cup shelf output,138,139,consume 1 moss cord; advance raise warm-cup shelf,True,True,True,True
2748,153,glass_harbor,Oren,4691632fda,salt chalk,372,371,mend fog net output,138,139,consume 1 salt chalk; advance mend fog net,True,True,True,True
2749,153,cinder_garden,Vale,669e90cbc3,shade reed,373,372,repair seed calendar output,137,138,consume 1 shade reed; advance repair seed calendar,True,True,True,True
2750,153,lichen_bridge,Sol,797e050dde,bell tin,372,371,weave spare rope output,138,139,consume 1 bell tin; advance weave spare rope,True,True,True,True
2751,153,orchid_engine,Bea,936769c116,orchid oil,373,372,stabilize steam kettle output,138,139,consume 1 orchid oil; advance stabilize steam kettle,True,True,True,True
2752,153,moss_ward,Fay,23961e054e,charcoal mark,373,372,patch blanket loom output,137,138,consume 1 charcoal mark; advance patch blanket loom,True,True,True,True
2753,153,glass_harbor,Puck,4e34e5eca9,lamp oil,372,371,mark crossing rope output,138,139,consume 1 lamp oil; advance mark crossing rope,True,True,True,True
2754,154,lichen_bridge,Rin,0d07f43a57,rope fiber,372,371,mark signal bell output,136,137,consume 1 rope fiber; advance mark signal bell,True,True,True,True
2755,154,orchid_engine,Eli,2432f12bb3,gear cloth,373,372,listen to valve pulse output,137,138,consume 1 gear cloth; advance listen to valve pulse,True,True,True,True
2756,154,moss_ward,Ari,2ea8f2d96e,moss cord,372,370,copy root ledger output,137,138,consume 2 moss cord; advance copy root ledger,True,True,True,True
2757,154,glass_harbor,Oren,fd03ad5da8,salt chalk,371,370,relight public lamp output,136,137,consume 1 salt chalk; advance relight public lamp,True,True,True,True
2758,154,cinder_garden,Vale,5e37aea90d,shade reed,372,371,cool ash path output,137,138,consume 1 shade reed; advance cool ash path,True,True,True,True
2759,154,lichen_bridge,Sol,72a63892cd,bell tin,371,370,test rope bridge output,137,138,consume 1 bell tin; advance test rope bridge,True,True,True,True
2760,154,orchid_engine,Bea,ff802a82b5,orchid oil,372,371,tend orchid lamp output,136,137,consume 1 orchid oil; advance tend orchid lamp,True,True,True,True
2761,154,moss_ward,Fay,b4068fee47,charcoal mark,372,371,drain rain path output,137,138,consume 1 charcoal mark; advance drain rain path,True,True,True,True
2762,154,glass_harbor,Puck,b9f27156b1,lamp oil,371,370,seal fog catcher output,138,139,consume 1 lamp oil; advance seal fog catcher,True,True,True,True
2763,154,cinder_garden,Wren,8d7a6c2aa4,ember basket,373,372,shade seed rows output,137,138,consume 1 ember basket; advance shade seed rows,True,True,True,True
2764,154,lichen_bridge,Kio,a9335a1d29,meal token,372,371,mark signal bell output,137,138,consume 1 meal token; advance mark signal bell,True,True,True,True
2765,154,orchid_engine,Cai,b31fad0817,steam seal,372,371,listen to valve pulse output,138,139,consume 1 steam seal; advance listen to valve pulse,True,True,True,True
2766,154,moss_ward,Milo,48ae12c016,reed bundle,372,371,copy root ledger output,138,139,consume 1 reed bundle; advance copy root ledger,True,True,True,True
2767,154,glass_harbor,Sera,ea7173b0ad,glass bead,371,370,relight public lamp output,137,138,consume 1 glass bead; advance relight public lamp,True,True,True,True
2768,154,cinder_garden,Juno,5f79a57e6f,cool stone,371,370,cool ash path output,138,139,consume 1 cool stone; advance cool ash path,True,True,True,True
2769,154,lichen_bridge,Luma,e1bab827b9,lichen glue,373,371,test rope bridge output,138,139,consume 2 lichen glue; advance test rope bridge,True,True,True,True
2770,154,orchid_engine,Dax,3645f43e1d,valve grease,370,369,tend orchid lamp output,137,138,consume 1 valve grease; advance tend orchid lamp,True,True,True,True
2771,154,moss_ward,Tala,28589c06c6,dry clay,370,369,drain rain path output,138,139,consume 1 dry clay; advance drain rain path,True,True,True,True
2772,155,cinder_garden,Wren,88d6240bdd,ember basket,372,371,repair seed calendar output,138,139,consume 1 ember basket; advance repair seed calendar,True,True,True,True
2773,155,lichen_bridge,Kio,87e730b100,meal token,371,370,weave spare rope output,139,140,consume 1 meal token; advance weave spare rope,True,True,True,True
2774,155,orchid_engine,Cai,b805ef5f3b,steam seal,371,370,stabilize steam kettle output,139,140,consume 1 steam seal; advance stabilize steam kettle,True,True,True,True
2775,155,moss_ward,Milo,037725c0bc,reed bundle,371,370,patch blanket loom output,138,139,consume 1 reed bundle; advance patch blanket loom,True,True,True,True
2776,155,glass_harbor,Sera,39906512c4,glass bead,370,369,mark crossing rope output,139,140,consume 1 glass bead; advance mark crossing rope,True,True,True,True
2777,155,cinder_garden,Juno,5d450b0d31,cool stone,370,369,sort ember fruit output,139,140,consume 1 cool stone; advance sort ember fruit,True,True,True,True
2778,155,lichen_bridge,Luma,c11ee45638,lichen glue,371,370,repair meal ledger output,138,139,consume 1 lichen glue; advance repair meal ledger,True,True,True,True
2779,155,orchid_engine,Dax,fa2f54a5f1,valve grease,369,368,clean gear wash output,138,139,consume 1 valve grease; advance clean gear wash,True,True,True,True
2780,155,moss_ward,Tala,5b51e19d49,dry clay,369,368,raise warm-cup shelf output,139,140,consume 1 dry clay; advance raise warm-cup shelf,True,True,True,True
2781,155,glass_harbor,Nia,b58364559a,net fiber,372,371,mend fog net output,139,140,consume 1 net fiber; advance mend fog net,True,True,True,True
2782,155,cinder_garden,Pax,301d0ea001,seed ink,372,370,repair seed calendar output,139,140,consume 2 seed ink; advance repair seed calendar,True,True,True,True
2783,155,lichen_bridge,Rin,84fdd2bf40,rope fiber,371,370,weave spare rope output,140,141,consume 1 rope fiber; advance weave spare rope,True,True,True,True
2784,155,orchid_engine,Eli,b41913dbe2,gear cloth,372,371,stabilize steam kettle output,140,141,consume 1 gear cloth; advance stabilize steam kettle,True,True,True,True
2785,155,moss_ward,Ari,572d4e939c,moss cord,370,369,patch blanket loom output,139,140,consume 1 moss cord; advance patch blanket loom,True,True,True,True
2786,155,glass_harbor,Oren,5a399028bb,salt chalk,370,369,mark crossing rope output,140,141,consume 1 salt chalk; advance mark crossing rope,True,True,True,True
