tick,day,snapshot_key,restored_avatar_room,restored_resident,restored_memory_key,restored_debt_name,replay_event_count,restored_ok,audit_scrubbable
2961,165,ssrm:v58:snapshot:d165:t02961,fiber loft,Ari,ari:tool_loan:d165:s09,tool loan,140,True,True
2968,165,ssrm:v58:snapshot:d165:t02968,west hearth,Fay,fay:water_carry:d165:s16,water carry,140,True,True
2969,165,ssrm:v58:snapshot:d165:t02969,river gate,Milo,milo:repair_promise:d165:s17,repair promise,140,True,True
2970,166,ssrm:v58:snapshot:d166:t02970,tool alcove,Sera,sera:care_favor:d166:s00,care favor,140,True,True
2975,166,ssrm:v58:snapshot:d166:t02975,arrival court,Milo,milo:missed_greeting:d166:s05,missed greeting,140,True,True
2982,166,ssrm:v58:snapshot:d166:t02982,tool alcove,Sera,sera:care_favor:d166:s12,care favor,140,True,True
2987,166,ssrm:v58:snapshot:d166:t02987,arrival court,Milo,milo:missed_greeting:d166:s17,missed greeting,140,True,True
2988,167,ssrm:v58:snapshot:d167:t02988,rain court,Sera,sera:route_warning:d167:s00,route warning,140,True,True
2989,167,ssrm:v58:snapshot:d167:t02989,fiber loft,Tovan,tovan:tool_loan:d167:s01,tool loan,140,True,True
2996,167,ssrm:v58:snapshot:d167:t02996,west hearth,Nia,nia:water_carry:d167:s08,water carry,140,True,True
3003,167,ssrm:v58:snapshot:d167:t03003,river gate,Ari,ari:repair_promise:d167:s15,repair promise,140,True,True
3005,167,ssrm:v58:snapshot:d167:t03005,tool alcove,Milo,milo:care_favor:d167:s17,care favor,140,True,True
3006,168,ssrm:v58:snapshot:d168:t03006,fiber loft,Sera,sera:tool_loan:d168:s00,tool loan,140,True,True
3010,168,ssrm:v58:snapshot:d168:t03010,tool alcove,Fay,fay:care_favor:d168:s04,care favor,140,True,True
3017,168,ssrm:v58:snapshot:d168:t03017,rain court,Milo,milo:route_warning:d168:s11,route warning,140,True,True
3023,168,ssrm:v58:snapshot:d168:t03023,rain court,Milo,milo:route_warning:d168:s17,route warning,140,True,True
3024,169,ssrm:v58:snapshot:d169:t03024,west hearth,Sera,sera:water_carry:d169:s00,water carry,140,True,True
3031,169,ssrm:v58:snapshot:d169:t03031,river gate,Tovan,tovan:repair_promise:d169:s07,repair promise,140,True,True
3038,169,ssrm:v58:snapshot:d169:t03038,arrival court,Nia,nia:missed_greeting:d169:s14,missed greeting,140,True,True
3041,169,ssrm:v58:snapshot:d169:t03041,fiber loft,Milo,milo:tool_loan:d169:s17,tool loan,140,True,True
3042,170,ssrm:v58:snapshot:d170:t03042,river gate,Sera,sera:repair_promise:d170:s00,repair promise,140,True,True
3045,170,ssrm:v58:snapshot:d170:t03045,rain court,Ari,ari:route_warning:d170:s03,route warning,140,True,True
3052,170,ssrm:v58:snapshot:d170:t03052,fiber loft,Fay,fay:tool_loan:d170:s10,tool loan,140,True,True
3059,170,ssrm:v58:snapshot:d170:t03059,west hearth,Milo,milo:water_carry:d170:s17,water carry,140,True,True
3060,171,ssrm:v58:snapshot:d171:t03060,arrival court,Sera,sera:missed_greeting:d171:s00,missed greeting,140,True,True
3066,171,ssrm:v58:snapshot:d171:t03066,arrival court,Sera,sera:missed_greeting:d171:s06,missed greeting,140,True,True
3073,171,ssrm:v58:snapshot:d171:t03073,tool alcove,Tovan,tovan:care_favor:d171:s13,care favor,140,True,True
3077,171,ssrm:v58:snapshot:d171:t03077,river gate,Milo,milo:repair_promise:d171:s17,repair promise,140,True,True
3078,172,ssrm:v58:snapshot:d172:t03078,tool alcove,Sera,sera:care_favor:d172:s00,care favor,140,True,True
3080,172,ssrm:v58:snapshot:d172:t03080,fiber loft,Nia,nia:tool_loan:d172:s02,tool loan,140,True,True
3087,172,ssrm:v58:snapshot:d172:t03087,west hearth,Ari,ari:water_carry:d172:s09,water carry,140,True,True
3094,172,ssrm:v58:snapshot:d172:t03094,river gate,Fay,fay:repair_promise:d172:s16,repair promise,140,True,True
3095,172,ssrm:v58:snapshot:d172:t03095,arrival court,Milo,milo:missed_greeting:d172:s17,missed greeting,140,True,True
3096,173,ssrm:v58:snapshot:d173:t03096,rain court,Sera,sera:route_warning:d173:s00,route warning,140,True,True
3101,173,ssrm:v58:snapshot:d173:t03101,tool alcove,Milo,milo:care_favor:d173:s05,care favor,140,True,True
3108,173,ssrm:v58:snapshot:d173:t03108,rain court,Sera,sera:route_warning:d173:s12,route warning,140,True,True
3113,173,ssrm:v58:snapshot:d173:t03113,tool alcove,Milo,milo:care_favor:d173:s17,care favor,140,True,True
3114,174,ssrm:v58:snapshot:d174:t03114,fiber loft,Sera,sera:tool_loan:d174:s00,tool loan,140,True,True
3115,174,ssrm:v58:snapshot:d174:t03115,west hearth,Tovan,tovan:water_carry:d174:s01,water carry,140,True,True
3122,174,ssrm:v58:snapshot:d174:t03122,river gate,Nia,nia:repair_promise:d174:s08,repair promise,140,True,True
3129,174,ssrm:v58:snapshot:d174:t03129,arrival court,Ari,ari:missed_greeting:d174:s15,missed greeting,140,True,True
3131,174,ssrm:v58:snapshot:d174:t03131,rain court,Milo,milo:route_warning:d174:s17,route warning,140,True,True
3132,175,ssrm:v58:snapshot:d175:t03132,west hearth,Sera,sera:water_carry:d175:s00,water carry,140,True,True
3136,175,ssrm:v58:snapshot:d175:t03136,rain court,Fay,fay:route_warning:d175:s04,route warning,140,True,True
3143,175,ssrm:v58:snapshot:d175:t03143,fiber loft,Milo,milo:tool_loan:d175:s11,tool loan,140,True,True
3149,175,ssrm:v58:snapshot:d175:t03149,fiber loft,Milo,milo:tool_loan:d175:s17,tool loan,140,True,True
3150,176,ssrm:v58:snapshot:d176:t03150,river gate,Sera,sera:repair_promise:d176:s00,repair promise,140,True,True
3157,176,ssrm:v58:snapshot:d176:t03157,arrival court,Tovan,tovan:missed_greeting:d176:s07,missed greeting,140,True,True
3164,176,ssrm:v58:snapshot:d176:t03164,tool alcove,Nia,nia:care_favor:d176:s14,care favor,140,True,True
3167,176,ssrm:v58:snapshot:d176:t03167,west hearth,Milo,milo:water_carry:d176:s17,water carry,140,True,True
3168,177,ssrm:v58:snapshot:d177:t03168,arrival court,Sera,sera:missed_greeting:d177:s00,missed greeting,140,True,True
3171,177,ssrm:v58:snapshot:d177:t03171,fiber loft,Ari,ari:tool_loan:d177:s03,tool loan,140,True,True
3178,177,ssrm:v58:snapshot:d177:t03178,west hearth,Fay,fay:water_carry:d177:s10,water carry,140,True,True
3185,177,ssrm:v58:snapshot:d177:t03185,river gate,Milo,milo:repair_promise:d177:s17,repair promise,140,True,True
3186,178,ssrm:v58:snapshot:d178:t03186,tool alcove,Sera,sera:care_favor:d178:s00,care favor,140,True,True
3192,178,ssrm:v58:snapshot:d178:t03192,tool alcove,Sera,sera:care_favor:d178:s06,care favor,140,True,True
3199,178,ssrm:v58:snapshot:d178:t03199,rain court,Tovan,tovan:route_warning:d178:s13,route warning,140,True,True
3203,178,ssrm:v58:snapshot:d178:t03203,arrival court,Milo,milo:missed_greeting:d178:s17,missed greeting,140,True,True
3204,179,ssrm:v58:snapshot:d179:t03204,rain court,Sera,sera:route_warning:d179:s00,route warning,140,True,True
3206,179,ssrm:v58:snapshot:d179:t03206,west hearth,Nia,nia:water_carry:d179:s02,water carry,140,True,True
3213,179,ssrm:v58:snapshot:d179:t03213,river gate,Ari,ari:repair_promise:d179:s09,repair promise,140,True,True
3220,179,ssrm:v58:snapshot:d179:t03220,arrival court,Fay,fay:missed_greeting:d179:s16,missed greeting,140,True,True
3221,179,ssrm:v58:snapshot:d179:t03221,tool alcove,Milo,milo:care_favor:d179:s17,care favor,140,True,True
3222,180,ssrm:v58:snapshot:d180:t03222,fiber loft,Sera,sera:tool_loan:d180:s00,tool loan,140,True,True
3227,180,ssrm:v58:snapshot:d180:t03227,rain court,Milo,milo:route_warning:d180:s05,route warning,140,True,True
3234,180,ssrm:v58:snapshot:d180:t03234,fiber loft,Sera,sera:tool_loan:d180:s12,tool loan,140,True,True
3239,180,ssrm:v58:snapshot:d180:t03239,rain court,Milo,milo:route_warning:d180:s17,route warning,140,True,True
3240,181,ssrm:v58:snapshot:d181:t03240,west hearth,Sera,sera:water_carry:d181:s00,water carry,140,True,True
3241,181,ssrm:v58:snapshot:d181:t03241,river gate,Tovan,tovan:repair_promise:d181:s01,repair promise,140,True,True
3248,181,ssrm:v58:snapshot:d181:t03248,arrival court,Nia,nia:missed_greeting:d181:s08,missed greeting,140,True,True
3255,181,ssrm:v58:snapshot:d181:t03255,tool alcove,Ari,ari:care_favor:d181:s15,care favor,140,True,True
3257,181,ssrm:v58:snapshot:d181:t03257,fiber loft,Milo,milo:tool_loan:d181:s17,tool loan,140,True,True
3258,182,ssrm:v58:snapshot:d182:t03258,river gate,Sera,sera:repair_promise:d182:s00,repair promise,140,True,True
3262,182,ssrm:v58:snapshot:d182:t03262,fiber loft,Fay,fay:tool_loan:d182:s04,tool loan,140,True,True
3269,182,ssrm:v58:snapshot:d182:t03269,west hearth,Milo,milo:water_carry:d182:s11,water carry,140,True,True
3275,182,ssrm:v58:snapshot:d182:t03275,west hearth,Milo,milo:water_carry:d182:s17,water carry,140,True,True
3276,183,ssrm:v58:snapshot:d183:t03276,arrival court,Sera,sera:missed_greeting:d183:s00,missed greeting,140,True,True
3283,183,ssrm:v58:snapshot:d183:t03283,tool alcove,Tovan,tovan:care_favor:d183:s07,care favor,140,True,True
3290,183,ssrm:v58:snapshot:d183:t03290,rain court,Nia,nia:route_warning:d183:s14,route warning,140,True,True
3293,183,ssrm:v58:snapshot:d183:t03293,river gate,Milo,milo:repair_promise:d183:s17,repair promise,140,True,True
3294,184,ssrm:v58:snapshot:d184:t03294,tool alcove,Sera,sera:care_favor:d184:s00,care favor,140,True,True
3297,184,ssrm:v58:snapshot:d184:t03297,west hearth,Ari,ari:water_carry:d184:s03,water carry,140,True,True
3304,184,ssrm:v58:snapshot:d184:t03304,river gate,Fay,fay:repair_promise:d184:s10,repair promise,140,True,True
3311,184,ssrm:v58:snapshot:d184:t03311,arrival court,Milo,milo:missed_greeting:d184:s17,missed greeting,140,True,True
3312,185,ssrm:v58:snapshot:d185:t03312,rain court,Sera,sera:route_warning:d185:s00,route warning,140,True,True
3318,185,ssrm:v58:snapshot:d185:t03318,rain court,Sera,sera:route_warning:d185:s06,route warning,140,True,True
3325,185,ssrm:v58:snapshot:d185:t03325,fiber loft,Tovan,tovan:tool_loan:d185:s13,tool loan,140,True,True
3329,185,ssrm:v58:snapshot:d185:t03329,tool alcove,Milo,milo:care_favor:d185:s17,care favor,140,True,True
3330,186,ssrm:v58:snapshot:d186:t03330,fiber loft,Sera,sera:tool_loan:d186:s00,tool loan,140,True,True
3332,186,ssrm:v58:snapshot:d186:t03332,river gate,Nia,nia:repair_promise:d186:s02,repair promise,140,True,True
3339,186,ssrm:v58:snapshot:d186:t03339,arrival court,Ari,ari:missed_greeting:d186:s09,missed greeting,140,True,True
3346,186,ssrm:v58:snapshot:d186:t03346,tool alcove,Fay,fay:care_favor:d186:s16,care favor,140,True,True
3347,186,ssrm:v58:snapshot:d186:t03347,rain court,Milo,milo:route_warning:d186:s17,route warning,140,True,True
3348,187,ssrm:v58:snapshot:d187:t03348,west hearth,Sera,sera:water_carry:d187:s00,water carry,140,True,True
3353,187,ssrm:v58:snapshot:d187:t03353,fiber loft,Milo,milo:tool_loan:d187:s05,tool loan,140,True,True
3360,187,ssrm:v58:snapshot:d187:t03360,west hearth,Sera,sera:water_carry:d187:s12,water carry,140,True,True
3365,187,ssrm:v58:snapshot:d187:t03365,fiber loft,Milo,milo:tool_loan:d187:s17,tool loan,140,True,True
3366,188,ssrm:v58:snapshot:d188:t03366,river gate,Sera,sera:repair_promise:d188:s00,repair promise,140,True,True
3367,188,ssrm:v58:snapshot:d188:t03367,arrival court,Tovan,tovan:missed_greeting:d188:s01,missed greeting,140,True,True
3374,188,ssrm:v58:snapshot:d188:t03374,tool alcove,Nia,nia:care_favor:d188:s08,care favor,140,True,True
3381,188,ssrm:v58:snapshot:d188:t03381,rain court,Ari,ari:route_warning:d188:s15,route warning,140,True,True
3383,188,ssrm:v58:snapshot:d188:t03383,west hearth,Milo,milo:water_carry:d188:s17,water carry,140,True,True
3384,189,ssrm:v58:snapshot:d189:t03384,arrival court,Sera,sera:missed_greeting:d189:s00,missed greeting,140,True,True
3388,189,ssrm:v58:snapshot:d189:t03388,west hearth,Fay,fay:water_carry:d189:s04,water carry,140,True,True
3395,189,ssrm:v58:snapshot:d189:t03395,river gate,Milo,milo:repair_promise:d189:s11,repair promise,140,True,True
3401,189,ssrm:v58:snapshot:d189:t03401,river gate,Milo,milo:repair_promise:d189:s17,repair promise,140,True,True
3402,190,ssrm:v58:snapshot:d190:t03402,tool alcove,Sera,sera:care_favor:d190:s00,care favor,140,True,True
3409,190,ssrm:v58:snapshot:d190:t03409,rain court,Tovan,tovan:route_warning:d190:s07,route warning,140,True,True
3416,190,ssrm:v58:snapshot:d190:t03416,fiber loft,Nia,nia:tool_loan:d190:s14,tool loan,140,True,True
3419,190,ssrm:v58:snapshot:d190:t03419,arrival court,Milo,milo:missed_greeting:d190:s17,missed greeting,140,True,True
3420,191,ssrm:v58:snapshot:d191:t03420,rain court,Sera,sera:route_warning:d191:s00,route warning,140,True,True
3423,191,ssrm:v58:snapshot:d191:t03423,river gate,Ari,ari:repair_promise:d191:s03,repair promise,140,True,True
3430,191,ssrm:v58:snapshot:d191:t03430,arrival court,Fay,fay:missed_greeting:d191:s10,missed greeting,140,True,True
3437,191,ssrm:v58:snapshot:d191:t03437,tool alcove,Milo,milo:care_favor:d191:s17,care favor,140,True,True
3438,192,ssrm:v58:snapshot:d192:t03438,fiber loft,Sera,sera:tool_loan:d192:s00,tool loan,140,True,True
3444,192,ssrm:v58:snapshot:d192:t03444,fiber loft,Sera,sera:tool_loan:d192:s06,tool loan,140,True,True
3451,192,ssrm:v58:snapshot:d192:t03451,west hearth,Tovan,tovan:water_carry:d192:s13,water carry,140,True,True
3455,192,ssrm:v58:snapshot:d192:t03455,rain court,Milo,milo:route_warning:d192:s17,route warning,140,True,True
3456,193,ssrm:v58:snapshot:d193:t03456,west hearth,Sera,sera:water_carry:d193:s00,water carry,140,True,True
3458,193,ssrm:v58:snapshot:d193:t03458,arrival court,Nia,nia:missed_greeting:d193:s02,missed greeting,140,True,True
3465,193,ssrm:v58:snapshot:d193:t03465,tool alcove,Ari,ari:care_favor:d193:s09,care favor,140,True,True
3472,193,ssrm:v58:snapshot:d193:t03472,rain court,Fay,fay:route_warning:d193:s16,route warning,140,True,True
3473,193,ssrm:v58:snapshot:d193:t03473,fiber loft,Milo,milo:tool_loan:d193:s17,tool loan,140,True,True
3474,194,ssrm:v58:snapshot:d194:t03474,river gate,Sera,sera:repair_promise:d194:s00,repair promise,140,True,True
3479,194,ssrm:v58:snapshot:d194:t03479,west hearth,Milo,milo:water_carry:d194:s05,water carry,140,True,True
3486,194,ssrm:v58:snapshot:d194:t03486,river gate,Sera,sera:repair_promise:d194:s12,repair promise,140,True,True
3491,194,ssrm:v58:snapshot:d194:t03491,west hearth,Milo,milo:water_carry:d194:s17,water carry,140,True,True
3492,195,ssrm:v58:snapshot:d195:t03492,arrival court,Sera,sera:missed_greeting:d195:s00,missed greeting,140,True,True
3493,195,ssrm:v58:snapshot:d195:t03493,tool alcove,Tovan,tovan:care_favor:d195:s01,care favor,140,True,True
3500,195,ssrm:v58:snapshot:d195:t03500,rain court,Nia,nia:route_warning:d195:s08,route warning,140,True,True
3507,195,ssrm:v58:snapshot:d195:t03507,fiber loft,Ari,ari:tool_loan:d195:s15,tool loan,140,True,True
3509,195,ssrm:v58:snapshot:d195:t03509,river gate,Milo,milo:repair_promise:d195:s17,repair promise,140,True,True
3510,196,ssrm:v58:snapshot:d196:t03510,tool alcove,Sera,sera:care_favor:d196:s00,care favor,140,True,True
3514,196,ssrm:v58:snapshot:d196:t03514,river gate,Fay,fay:repair_promise:d196:s04,repair promise,140,True,True
3521,196,ssrm:v58:snapshot:d196:t03521,arrival court,Milo,milo:missed_greeting:d196:s11,missed greeting,140,True,True
3527,196,ssrm:v58:snapshot:d196:t03527,arrival court,Milo,milo:missed_greeting:d196:s17,missed greeting,140,True,True
3528,197,ssrm:v58:snapshot:d197:t03528,rain court,Sera,sera:route_warning:d197:s00,route warning,140,True,True
3535,197,ssrm:v58:snapshot:d197:t03535,fiber loft,Tovan,tovan:tool_loan:d197:s07,tool loan,140,True,True
3542,197,ssrm:v58:snapshot:d197:t03542,west hearth,Nia,nia:water_carry:d197:s14,water carry,140,True,True
3545,197,ssrm:v58:snapshot:d197:t03545,tool alcove,Milo,milo:care_favor:d197:s17,care favor,140,True,True
3546,198,ssrm:v58:snapshot:d198:t03546,fiber loft,Sera,sera:tool_loan:d198:s00,tool loan,140,True,True
3549,198,ssrm:v58:snapshot:d198:t03549,arrival court,Ari,ari:missed_greeting:d198:s03,missed greeting,140,True,True
3556,198,ssrm:v58:snapshot:d198:t03556,tool alcove,Fay,fay:care_favor:d198:s10,care favor,140,True,True
3563,198,ssrm:v58:snapshot:d198:t03563,rain court,Milo,milo:route_warning:d198:s17,route warning,140,True,True
3564,199,ssrm:v58:snapshot:d199:t03564,west hearth,Sera,sera:water_carry:d199:s00,water carry,140,True,True
3570,199,ssrm:v58:snapshot:d199:t03570,west hearth,Sera,sera:water_carry:d199:s06,water carry,140,True,True
3577,199,ssrm:v58:snapshot:d199:t03577,river gate,Tovan,tovan:repair_promise:d199:s13,repair promise,140,True,True
3581,199,ssrm:v58:snapshot:d199:t03581,fiber loft,Milo,milo:tool_loan:d199:s17,tool loan,140,True,True
3582,200,ssrm:v58:snapshot:d200:t03582,river gate,Sera,sera:repair_promise:d200:s00,repair promise,140,True,True
3584,200,ssrm:v58:snapshot:d200:t03584,tool alcove,Nia,nia:care_favor:d200:s02,care favor,140,True,True
3591,200,ssrm:v58:snapshot:d200:t03591,rain court,Ari,ari:route_warning:d200:s09,route warning,140,True,True
3598,200,ssrm:v58:snapshot:d200:t03598,fiber loft,Fay,fay:tool_loan:d200:s16,tool loan,140,True,True
3599,200,ssrm:v58:snapshot:d200:t03599,west hearth,Milo,milo:water_carry:d200:s17,water carry,140,True,True
3600,201,ssrm:v58:snapshot:d201:t03600,arrival court,Sera,sera:missed_greeting:d201:s00,missed greeting,140,True,True
3605,201,ssrm:v58:snapshot:d201:t03605,river gate,Milo,milo:repair_promise:d201:s05,repair promise,140,True,True
3612,201,ssrm:v58:snapshot:d201:t03612,arrival court,Sera,sera:missed_greeting:d201:s12,missed greeting,140,True,True
3617,201,ssrm:v58:snapshot:d201:t03617,river gate,Milo,milo:repair_promise:d201:s17,repair promise,140,True,True
3618,202,ssrm:v58:snapshot:d202:t03618,tool alcove,Sera,sera:care_favor:d202:s00,care favor,140,True,True
3619,202,ssrm:v58:snapshot:d202:t03619,rain court,Tovan,tovan:route_warning:d202:s01,route warning,140,True,True
3626,202,ssrm:v58:snapshot:d202:t03626,fiber loft,Nia,nia:tool_loan:d202:s08,tool loan,140,True,True
3633,202,ssrm:v58:snapshot:d202:t03633,west hearth,Ari,ari:water_carry:d202:s15,water carry,140,True,True
3635,202,ssrm:v58:snapshot:d202:t03635,arrival court,Milo,milo:missed_greeting:d202:s17,missed greeting,140,True,True
3636,203,ssrm:v58:snapshot:d203:t03636,rain court,Sera,sera:route_warning:d203:s00,route warning,140,True,True
3640,203,ssrm:v58:snapshot:d203:t03640,arrival court,Fay,fay:missed_greeting:d203:s04,missed greeting,140,True,True
3647,203,ssrm:v58:snapshot:d203:t03647,tool alcove,Milo,milo:care_favor:d203:s11,care favor,140,True,True
3653,203,ssrm:v58:snapshot:d203:t03653,tool alcove,Milo,milo:care_favor:d203:s17,care favor,140,True,True
3654,204,ssrm:v58:snapshot:d204:t03654,fiber loft,Sera,sera:tool_loan:d204:s00,tool loan,140,True,True
3661,204,ssrm:v58:snapshot:d204:t03661,west hearth,Tovan,tovan:water_carry:d204:s07,water carry,140,True,True
3668,204,ssrm:v58:snapshot:d204:t03668,river gate,Nia,nia:repair_promise:d204:s14,repair promise,140,True,True
3671,204,ssrm:v58:snapshot:d204:t03671,rain court,Milo,milo:route_warning:d204:s17,route warning,140,True,True
3672,205,ssrm:v58:snapshot:d205:t03672,west hearth,Sera,sera:water_carry:d205:s00,water carry,140,True,True
3675,205,ssrm:v58:snapshot:d205:t03675,tool alcove,Ari,ari:care_favor:d205:s03,care favor,140,True,True
3682,205,ssrm:v58:snapshot:d205:t03682,rain court,Fay,fay:route_warning:d205:s10,route warning,140,True,True
3689,205,ssrm:v58:snapshot:d205:t03689,fiber loft,Milo,milo:tool_loan:d205:s17,tool loan,140,True,True
3690,206,ssrm:v58:snapshot:d206:t03690,river gate,Sera,sera:repair_promise:d206:s00,repair promise,140,True,True
3696,206,ssrm:v58:snapshot:d206:t03696,river gate,Sera,sera:repair_promise:d206:s06,repair promise,140,True,True
3703,206,ssrm:v58:snapshot:d206:t03703,arrival court,Tovan,tovan:missed_greeting:d206:s13,missed greeting,140,True,True
3707,206,ssrm:v58:snapshot:d206:t03707,west hearth,Milo,milo:water_carry:d206:s17,water carry,140,True,True
3708,207,ssrm:v58:snapshot:d207:t03708,arrival court,Sera,sera:missed_greeting:d207:s00,missed greeting,140,True,True
3710,207,ssrm:v58:snapshot:d207:t03710,rain court,Nia,nia:route_warning:d207:s02,route warning,140,True,True
3717,207,ssrm:v58:snapshot:d207:t03717,fiber loft,Ari,ari:tool_loan:d207:s09,tool loan,140,True,True
3724,207,ssrm:v58:snapshot:d207:t03724,west hearth,Fay,fay:water_carry:d207:s16,water carry,140,True,True
3725,207,ssrm:v58:snapshot:d207:t03725,river gate,Milo,milo:repair_promise:d207:s17,repair promise,140,True,True
3726,208,ssrm:v58:snapshot:d208:t03726,tool alcove,Sera,sera:care_favor:d208:s00,care favor,140,True,True
3731,208,ssrm:v58:snapshot:d208:t03731,arrival court,Milo,milo:missed_greeting:d208:s05,missed greeting,140,True,True
3738,208,ssrm:v58:snapshot:d208:t03738,tool alcove,Sera,sera:care_favor:d208:s12,care favor,140,True,True
3743,208,ssrm:v58:snapshot:d208:t03743,arrival court,Milo,milo:missed_greeting:d208:s17,missed greeting,140,True,True
3744,209,ssrm:v58:snapshot:d209:t03744,rain court,Sera,sera:route_warning:d209:s00,route warning,140,True,True
3745,209,ssrm:v58:snapshot:d209:t03745,fiber loft,Tovan,tovan:tool_loan:d209:s01,tool loan,140,True,True
3752,209,ssrm:v58:snapshot:d209:t03752,west hearth,Nia,nia:water_carry:d209:s08,water carry,140,True,True
3759,209,ssrm:v58:snapshot:d209:t03759,river gate,Ari,ari:repair_promise:d209:s15,repair promise,140,True,True
3761,209,ssrm:v58:snapshot:d209:t03761,tool alcove,Milo,milo:care_favor:d209:s17,care favor,140,True,True
3762,210,ssrm:v58:snapshot:d210:t03762,fiber loft,Sera,sera:tool_loan:d210:s00,tool loan,140,True,True
3766,210,ssrm:v58:snapshot:d210:t03766,tool alcove,Fay,fay:care_favor:d210:s04,care favor,140,True,True
3773,210,ssrm:v58:snapshot:d210:t03773,rain court,Milo,milo:route_warning:d210:s11,route warning,140,True,True
3779,210,ssrm:v58:snapshot:d210:t03779,rain court,Milo,milo:route_warning:d210:s17,route warning,140,True,True
3780,211,ssrm:v58:snapshot:d211:t03780,west hearth,Sera,sera:water_carry:d211:s00,water carry,140,True,True
3787,211,ssrm:v58:snapshot:d211:t03787,river gate,Tovan,tovan:repair_promise:d211:s07,repair promise,140,True,True
3794,211,ssrm:v58:snapshot:d211:t03794,arrival court,Nia,nia:missed_greeting:d211:s14,missed greeting,140,True,True
3797,211,ssrm:v58:snapshot:d211:t03797,fiber loft,Milo,milo:tool_loan:d211:s17,tool loan,140,True,True
3798,212,ssrm:v58:snapshot:d212:t03798,river gate,Sera,sera:repair_promise:d212:s00,repair promise,140,True,True
3801,212,ssrm:v58:snapshot:d212:t03801,rain court,Ari,ari:route_warning:d212:s03,route warning,140,True,True
3808,212,ssrm:v58:snapshot:d212:t03808,fiber loft,Fay,fay:tool_loan:d212:s10,tool loan,140,True,True
3815,212,ssrm:v58:snapshot:d212:t03815,west hearth,Milo,milo:water_carry:d212:s17,water carry,140,True,True
3816,213,ssrm:v58:snapshot:d213:t03816,arrival court,Sera,sera:missed_greeting:d213:s00,missed greeting,140,True,True
3822,213,ssrm:v58:snapshot:d213:t03822,arrival court,Sera,sera:missed_greeting:d213:s06,missed greeting,140,True,True
3829,213,ssrm:v58:snapshot:d213:t03829,tool alcove,Tovan,tovan:care_favor:d213:s13,care favor,140,True,True
3833,213,ssrm:v58:snapshot:d213:t03833,river gate,Milo,milo:repair_promise:d213:s17,repair promise,140,True,True
3834,214,ssrm:v58:snapshot:d214:t03834,tool alcove,Sera,sera:care_favor:d214:s00,care favor,140,True,True
3836,214,ssrm:v58:snapshot:d214:t03836,fiber loft,Nia,nia:tool_loan:d214:s02,tool loan,140,True,True
3843,214,ssrm:v58:snapshot:d214:t03843,west hearth,Ari,ari:water_carry:d214:s09,water carry,140,True,True
3850,214,ssrm:v58:snapshot:d214:t03850,river gate,Fay,fay:repair_promise:d214:s16,repair promise,140,True,True
3851,214,ssrm:v58:snapshot:d214:t03851,arrival court,Milo,milo:missed_greeting:d214:s17,missed greeting,140,True,True
3852,215,ssrm:v58:snapshot:d215:t03852,rain court,Sera,sera:route_warning:d215:s00,route warning,140,True,True
3857,215,ssrm:v58:snapshot:d215:t03857,tool alcove,Milo,milo:care_favor:d215:s05,care favor,140,True,True
3864,215,ssrm:v58:snapshot:d215:t03864,rain court,Sera,sera:route_warning:d215:s12,route warning,140,True,True
3869,215,ssrm:v58:snapshot:d215:t03869,tool alcove,Milo,milo:care_favor:d215:s17,care favor,140,True,True
3870,216,ssrm:v58:snapshot:d216:t03870,fiber loft,Sera,sera:tool_loan:d216:s00,tool loan,140,True,True
3871,216,ssrm:v58:snapshot:d216:t03871,west hearth,Tovan,tovan:water_carry:d216:s01,water carry,140,True,True
3878,216,ssrm:v58:snapshot:d216:t03878,river gate,Nia,nia:repair_promise:d216:s08,repair promise,140,True,True
3885,216,ssrm:v58:snapshot:d216:t03885,arrival court,Ari,ari:missed_greeting:d216:s15,missed greeting,140,True,True
3887,216,ssrm:v58:snapshot:d216:t03887,rain court,Milo,milo:route_warning:d216:s17,route warning,140,True,True
3888,217,ssrm:v58:snapshot:d217:t03888,west hearth,Sera,sera:water_carry:d217:s00,water carry,140,True,True
3892,217,ssrm:v58:snapshot:d217:t03892,rain court,Fay,fay:route_warning:d217:s04,route warning,140,True,True
3899,217,ssrm:v58:snapshot:d217:t03899,fiber loft,Milo,milo:tool_loan:d217:s11,tool loan,140,True,True
3905,217,ssrm:v58:snapshot:d217:t03905,fiber loft,Milo,milo:tool_loan:d217:s17,tool loan,140,True,True
3906,218,ssrm:v58:snapshot:d218:t03906,river gate,Sera,sera:repair_promise:d218:s00,repair promise,140,True,True
3913,218,ssrm:v58:snapshot:d218:t03913,arrival court,Tovan,tovan:missed_greeting:d218:s07,missed greeting,140,True,True
3920,218,ssrm:v58:snapshot:d218:t03920,tool alcove,Nia,nia:care_favor:d218:s14,care favor,140,True,True
3923,218,ssrm:v58:snapshot:d218:t03923,west hearth,Milo,milo:water_carry:d218:s17,water carry,140,True,True
3924,219,ssrm:v58:snapshot:d219:t03924,arrival court,Sera,sera:missed_greeting:d219:s00,missed greeting,140,True,True
3927,219,ssrm:v58:snapshot:d219:t03927,fiber loft,Ari,ari:tool_loan:d219:s03,tool loan,140,True,True
3934,219,ssrm:v58:snapshot:d219:t03934,west hearth,Fay,fay:water_carry:d219:s10,water carry,140,True,True
3941,219,ssrm:v58:snapshot:d219:t03941,river gate,Milo,milo:repair_promise:d219:s17,repair promise,140,True,True
