tick_id,day,settlement_id,resident_id,avatar_action,queue_before,queue_after,task_delay_ms,relationship_delta,project_progress_delta,consequence_label,resident_response_marker,consequence_visible,bounded_consequence,no_permanent_damage
2187,122,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2188,122,archive,Nia,step_back,0.895,0.889,453,0.006,0.0,claim understood,looks toward avatar,True,True,True
2189,122,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2190,122,orchard,Ivo,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2191,122,repair_ring,Pax,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2192,122,riverbend,Ari,approach,0.94,0.922,467,0.004,0.0,claim understood,looks toward avatar,True,True,True
2193,122,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2194,122,archive,Nia,touch_claimed_tool,0.889,0.895,455,0.0,0.0,boundary respected,looks toward avatar,True,True,True
2195,122,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2196,123,repair_ring,Pax,touch_claimed_tool,0.892,0.937,473,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2197,123,riverbend,Ari,approach,0.922,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2198,123,roofward,Sera,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2199,123,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2200,123,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2201,123,orchard,Ivo,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2202,123,repair_ring,Pax,step_back,0.937,0.931,471,0.006,0.0,claim understood,looks toward avatar,True,True,True
2203,123,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2204,123,roofward,Sera,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2205,123,archive,Nia,step_back,0.901,0.895,455,0.001,0.0,claim understood,looks toward avatar,True,True,True
2206,123,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2207,123,orchard,Ivo,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2208,123,repair_ring,Pax,touch_claimed_tool,0.931,0.913,463,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2209,123,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2210,123,roofward,Sera,ask_about_tool,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2211,123,archive,Nia,touch_claimed_tool,0.895,0.901,458,0.0,0.0,boundary respected,looks toward avatar,True,True,True
2212,123,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2213,123,orchard,Ivo,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2214,124,riverbend,Ari,approach,0.894,0.902,458,0.002,0.0,claim understood,looks toward avatar,True,True,True
2215,124,roofward,Sera,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2216,124,archive,Nia,touch_claimed_tool,0.901,0.883,450,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2217,124,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2218,124,orchard,Ivo,consent_dialogue,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2219,124,repair_ring,Pax,step_back,0.913,0.907,460,0.006,0.0,claim understood,looks toward avatar,True,True,True
2220,124,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2221,124,roofward,Sera,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2222,124,archive,Nia,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
2223,124,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2224,124,orchard,Ivo,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2225,124,repair_ring,Pax,touch_claimed_tool,0.907,0.889,453,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2226,124,riverbend,Ari,approach,0.884,0.892,454,0.004,0.0,claim understood,looks toward avatar,True,True,True
2227,124,roofward,Sera,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2228,124,archive,Nia,touch_claimed_tool,0.877,0.922,467,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2229,124,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2230,124,orchard,Ivo,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2231,124,repair_ring,Pax,step_back,0.889,0.883,450,0.006,0.0,claim understood,looks toward avatar,True,True,True
2232,125,roofward,Sera,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2233,125,archive,Nia,touch_claimed_tool,0.922,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2234,125,signal,Ren,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2235,125,orchard,Ivo,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2236,125,repair_ring,Pax,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
2237,125,riverbend,Ari,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2238,125,roofward,Sera,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2239,125,archive,Nia,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
2240,125,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2241,125,orchard,Ivo,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2242,125,repair_ring,Pax,touch_claimed_tool,0.877,0.883,450,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2243,125,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2244,125,roofward,Sera,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2245,125,archive,Nia,touch_claimed_tool,0.898,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2246,125,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2247,125,orchard,Ivo,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2248,125,repair_ring,Pax,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
2249,125,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2250,126,archive,Nia,touch_claimed_tool,0.904,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2251,126,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2252,126,orchard,Ivo,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2253,126,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
2254,126,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2255,126,roofward,Sera,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2256,126,archive,Nia,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
2257,126,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2258,126,orchard,Ivo,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2259,126,repair_ring,Pax,touch_claimed_tool,0.871,0.877,448,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2260,126,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2261,126,roofward,Sera,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2262,126,archive,Nia,touch_claimed_tool,0.88,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2263,126,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2264,126,orchard,Ivo,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2265,126,repair_ring,Pax,step_back,0.877,0.871,445,0.006,0.0,claim understood,looks toward avatar,True,True,True
2266,126,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2267,126,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2268,127,signal,Ren,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2269,127,orchard,Ivo,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2270,127,repair_ring,Pax,step_back,0.871,0.865,443,0.006,0.0,claim understood,looks toward avatar,True,True,True
2271,127,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2272,127,roofward,Sera,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2273,127,archive,Nia,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
2274,127,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2275,127,orchard,Ivo,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2276,127,repair_ring,Pax,touch_claimed_tool,0.865,0.91,462,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2277,127,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2278,127,roofward,Sera,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2279,127,archive,Nia,touch_claimed_tool,0.88,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2280,127,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2281,127,orchard,Ivo,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2282,127,repair_ring,Pax,step_back,0.91,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2283,127,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2284,127,roofward,Sera,consent_dialogue,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2285,127,archive,Nia,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
2286,128,orchard,Ivo,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2287,128,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
2288,128,riverbend,Ari,interrupt_queue,0.886,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2289,128,roofward,Sera,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2290,128,archive,Nia,step_back,0.88,0.874,447,0.006,0.0,claim understood,looks toward avatar,True,True,True
2291,128,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2292,128,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2293,128,repair_ring,Pax,touch_claimed_tool,0.898,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2294,128,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2295,128,roofward,Sera,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2296,128,archive,Nia,touch_claimed_tool,0.874,0.919,465,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2297,128,signal,Ren,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2298,128,orchard,Ivo,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2299,128,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
2300,128,riverbend,Ari,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2301,128,roofward,Sera,consent_dialogue,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2302,128,archive,Nia,step_back,0.919,0.913,463,0.006,0.0,claim understood,looks toward avatar,True,True,True
2303,128,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2304,129,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2305,129,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2306,129,roofward,Sera,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2307,129,archive,Nia,step_back,0.913,0.907,460,0.006,0.0,claim understood,looks toward avatar,True,True,True
2308,129,signal,Ren,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2309,129,orchard,Ivo,ask_about_tool,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2310,129,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2311,129,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2312,129,roofward,Sera,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2313,129,archive,Nia,touch_claimed_tool,0.907,0.889,453,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2314,129,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2315,129,orchard,Ivo,consent_dialogue,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2316,129,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2317,129,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2318,129,roofward,Sera,consent_dialogue,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2319,129,archive,Nia,step_back,0.889,0.883,450,0.006,0.0,claim understood,looks toward avatar,True,True,True
2320,129,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2321,129,orchard,Ivo,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2322,130,riverbend,Ari,interrupt_queue,0.94,0.922,607,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2323,130,roofward,Sera,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2324,130,archive,Nia,step_back,0.883,0.877,448,0.006,0.0,claim understood,looks toward avatar,True,True,True
2325,130,signal,Ren,approach,0.894,0.902,458,0.004,0.0,claim understood,looks toward avatar,True,True,True
2326,130,orchard,Ivo,ask_about_tool,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2327,130,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2328,130,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2329,130,roofward,Sera,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2330,130,archive,Nia,touch_claimed_tool,0.877,0.883,450,0.0,0.0,boundary respected,looks toward avatar,True,True,True
2331,130,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2332,130,orchard,Ivo,consent_dialogue,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2333,130,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2334,130,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2335,130,roofward,Sera,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2336,130,archive,Nia,step_back,0.883,0.877,448,0.004,0.0,claim understood,looks toward avatar,True,True,True
2337,130,signal,Ren,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2338,130,orchard,Ivo,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2339,130,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2340,131,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2341,131,archive,Nia,step_back,0.877,0.871,445,0.0,0.0,claim understood,looks toward avatar,True,True,True
2342,131,signal,Ren,approach,0.892,0.9,457,0.002,0.0,claim understood,looks toward avatar,True,True,True
2343,131,orchard,Ivo,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2344,131,repair_ring,Pax,touch_claimed_tool,0.898,0.94,474,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2345,131,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2346,131,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2347,131,archive,Nia,touch_claimed_tool,0.871,0.877,448,0.0,0.0,boundary respected,looks toward avatar,True,True,True
2348,131,signal,Ren,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2349,131,orchard,Ivo,consent_dialogue,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2350,131,repair_ring,Pax,step_back,0.94,0.934,472,0.006,0.0,claim understood,looks toward avatar,True,True,True
2351,131,riverbend,Ari,interrupt_queue,0.894,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2352,131,roofward,Sera,consent_dialogue,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2353,131,archive,Nia,step_back,0.877,0.871,445,0.0,0.0,claim understood,looks toward avatar,True,True,True
2354,131,signal,Ren,approach,0.94,0.922,467,0.004,0.0,claim understood,looks toward avatar,True,True,True
2355,131,orchard,Ivo,ask_about_tool,0.886,0.894,455,0.0,0.0,claim understood,looks toward avatar,True,True,True
2356,131,repair_ring,Pax,touch_claimed_tool,0.934,0.916,464,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2357,131,riverbend,Ari,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2358,132,archive,Nia,step_back,0.871,0.865,443,0.0,0.0,claim understood,looks toward avatar,True,True,True
2359,132,signal,Ren,approach,0.922,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2360,132,orchard,Ivo,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2361,132,repair_ring,Pax,touch_claimed_tool,0.916,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2362,132,riverbend,Ari,approach,0.922,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2363,132,roofward,Sera,ask_about_tool,0.894,0.902,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2364,132,archive,Nia,touch_claimed_tool,0.865,0.91,462,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2365,132,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2366,132,orchard,Ivo,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2367,132,repair_ring,Pax,step_back,0.898,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2368,132,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2369,132,roofward,Sera,consent_dialogue,0.902,0.884,451,0.0,0.0,claim understood,looks toward avatar,True,True,True
2370,132,archive,Nia,step_back,0.91,0.904,459,0.006,0.0,claim understood,looks toward avatar,True,True,True
2371,132,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2372,132,orchard,Ivo,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2373,132,repair_ring,Pax,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2374,132,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2375,132,roofward,Sera,ask_about_tool,0.884,0.892,454,0.0,0.0,claim understood,looks toward avatar,True,True,True
2376,133,signal,Ren,approach,0.894,0.902,458,0.002,0.0,claim understood,looks toward avatar,True,True,True
2377,133,orchard,Ivo,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2378,133,repair_ring,Pax,touch_claimed_tool,0.898,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2379,133,riverbend,Ari,approach,0.894,0.902,458,0.004,0.0,claim understood,looks toward avatar,True,True,True
2380,133,roofward,Sera,ask_about_tool,0.892,0.9,458,0.0,0.0,claim understood,looks toward avatar,True,True,True
2381,133,archive,Nia,touch_claimed_tool,0.904,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2382,133,signal,Ren,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2383,133,orchard,Ivo,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2384,133,repair_ring,Pax,step_back,0.904,0.898,457,0.006,0.0,claim understood,looks toward avatar,True,True,True
2385,133,riverbend,Ari,interrupt_queue,0.902,0.884,591,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2386,133,roofward,Sera,consent_dialogue,0.9,0.882,450,0.0,0.0,claim understood,looks toward avatar,True,True,True
2387,133,archive,Nia,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
2388,133,signal,Ren,approach,0.884,0.892,454,0.004,0.0,claim understood,looks toward avatar,True,True,True
2389,133,orchard,Ivo,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2390,133,repair_ring,Pax,touch_claimed_tool,0.898,0.904,459,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2391,133,riverbend,Ari,approach,0.884,0.892,454,0.006,0.0,claim understood,looks toward avatar,True,True,True
2392,133,roofward,Sera,ask_about_tool,0.882,0.89,453,0.0,0.0,claim understood,looks toward avatar,True,True,True
2393,133,archive,Nia,touch_claimed_tool,0.88,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2394,134,orchard,Ivo,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2395,134,repair_ring,Pax,touch_claimed_tool,0.904,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2396,134,riverbend,Ari,approach,0.892,0.9,457,0.002,0.0,claim understood,looks toward avatar,True,True,True
2397,134,roofward,Sera,ask_about_tool,0.89,0.898,457,0.0,0.0,claim understood,looks toward avatar,True,True,True
2398,134,archive,Nia,touch_claimed_tool,0.886,0.892,454,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2399,134,signal,Ren,interrupt_queue,0.892,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2400,134,orchard,Ivo,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2401,134,repair_ring,Pax,step_back,0.886,0.88,449,0.006,0.0,claim understood,looks toward avatar,True,True,True
2402,134,riverbend,Ari,interrupt_queue,0.9,0.94,614,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2403,134,roofward,Sera,consent_dialogue,0.898,0.906,460,0.0,0.0,claim understood,looks toward avatar,True,True,True
2404,134,archive,Nia,step_back,0.892,0.886,452,0.006,0.0,claim understood,looks toward avatar,True,True,True
2405,134,signal,Ren,approach,0.94,0.922,467,0.006,0.0,claim understood,looks toward avatar,True,True,True
2406,134,orchard,Ivo,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2407,134,repair_ring,Pax,touch_claimed_tool,0.88,0.886,452,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2408,134,riverbend,Ari,approach,0.94,0.922,467,0.004,0.0,claim understood,looks toward avatar,True,True,True
2409,134,roofward,Sera,ask_about_tool,0.906,0.888,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
2410,134,archive,Nia,touch_claimed_tool,0.886,0.892,454,0.0,0.0,boundary respected,looks toward avatar,True,True,True
2411,134,signal,Ren,interrupt_queue,0.922,0.904,599,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2412,135,repair_ring,Pax,touch_claimed_tool,0.886,0.931,471,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2413,135,riverbend,Ari,approach,0.922,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2414,135,roofward,Sera,ask_about_tool,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2415,135,archive,Nia,touch_claimed_tool,0.892,0.898,457,0.003,0.0,boundary respected,looks toward avatar,True,True,True
2416,135,signal,Ren,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2417,135,orchard,Ivo,consent_dialogue,0.888,0.896,456,0.0,0.0,claim understood,looks toward avatar,True,True,True
2418,135,repair_ring,Pax,step_back,0.931,0.925,468,0.006,0.0,claim understood,looks toward avatar,True,True,True
2419,135,riverbend,Ari,interrupt_queue,0.904,0.886,592,-0.008,0.0,queue interrupted,turns away from avatar,True,True,True
2420,135,roofward,Sera,consent_dialogue,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2421,135,archive,Nia,step_back,0.898,0.892,454,0.001,0.0,claim understood,looks toward avatar,True,True,True
2422,135,signal,Ren,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2423,135,orchard,Ivo,ask_about_tool,0.896,0.904,459,0.0,0.0,claim understood,looks toward avatar,True,True,True
2424,135,repair_ring,Pax,touch_claimed_tool,0.925,0.907,460,-0.026,0.0,ownership wound,turns away from avatar,True,True,True
2425,135,riverbend,Ari,approach,0.886,0.894,455,0.006,0.0,claim understood,looks toward avatar,True,True,True
2426,135,roofward,Sera,ask_about_tool,0.904,0.886,452,0.0,0.0,claim understood,looks toward avatar,True,True,True
