tick_id,day,week,settlement_id,simulated_year,dialect_family,phrase,ritual,craft_technology,lineage_memory,culture_marker_visible,not_autonomous_language_claim,frequency_hz,flower_phase
3305,207,30,cinder_garden,1346,cinder pulse-family,cinder-0-keep Pax,shade cloth bow,ember bed tool lineage v3,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.525924,0.332442
3306,207,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Rin,shared bowl,signal post tool lineage v4,Rin remembers bridge hum-family shelter rule from year 1421,True,True,9.19435,0.32425
3307,207,30,orchid_engine,1499,engine ring-family,engine-6-keep Eli,gear-wash thanks,gear wash tool lineage v5,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.44738,0.352658
3308,207,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Ari,warm cup before work,moss lane tool lineage v6,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,7.023813,0.311267
3309,207,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Oren,lamp touch,salt steps tool lineage v7,Oren remembers harbor chime-family shelter rule from year 1272,True,True,8.226559,0.327775
3310,207,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Vale,cool hand sign,seed shelf tool lineage v8,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.904726,0.358483
3311,207,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Sol,rope touch,rope bridge tool lineage v9,Sol remembers bridge hum-family shelter rule from year 1421,True,True,9.4,0.350292
3312,208,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Ari,blanket share,rain gate tool lineage v6,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.160637,0.3321
3313,208,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Oren,net-knot thanks,net room tool lineage v7,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.363383,0.348608
3314,208,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Vale,shade cloth bow,ember bed tool lineage v8,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.04155,0.379317
3315,208,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Sol,shared bowl,signal post tool lineage v9,Sol remembers bridge hum-family shelter rule from year 1421,True,True,8.56,0.371125
3316,208,30,orchid_engine,1499,engine ring-family,engine-6-keep Bea,gear-wash thanks,gear wash tool lineage v10,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.123302,0.399533
3317,208,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Fay,warm cup before work,moss lane tool lineage v11,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.533626,0.358142
3318,208,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Puck,lamp touch,salt steps tool lineage v0,Puck remembers harbor chime-family shelter rule from year 1272,True,True,7.735854,0.37465
3319,208,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Wren,cool hand sign,seed shelf tool lineage v1,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.19476,0.405358
3320,208,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Kio,rope touch,rope bridge tool lineage v2,Kio remembers bridge hum-family shelter rule from year 1421,True,True,9.164318,0.397167
3321,208,30,orchid_engine,1499,engine ring-family,engine-6-keep Cai,orchid cup,orchid bay tool lineage v3,Cai remembers engine ring-family shelter rule from year 1496,True,True,11.350696,0.425575
3322,208,30,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Milo,door-watch blessing,tool nook tool lineage v4,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,6.760535,0.384183
3323,208,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Sera,tea before crossing,lamp pier tool lineage v5,Sera remembers harbor chime-family shelter rule from year 1272,True,True,7.91738,0.400692
3324,208,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Juno,seed-count chant,ash path tool lineage v6,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,10.706191,0.4314
3325,208,30,lichen_bridge,1424,bridge hum-family,bridge-2-keep Luma,signal hush,lichen wall tool lineage v7,Luma remembers bridge hum-family shelter rule from year 1421,True,True,9.434157,0.423208
3326,208,30,orchid_engine,1499,engine ring-family,engine-6-keep Dax,valve pause,engine ring tool lineage v8,Dax remembers engine ring-family shelter rule from year 1496,True,True,11.722953,0.451617
3327,208,30,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Tala,blanket share,rain gate tool lineage v9,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,7.06,0.410225
3328,209,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Juno,cool hand sign,seed shelf tool lineage v6,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,9.843015,0.452233
3329,209,30,lichen_bridge,1424,bridge hum-family,bridge-2-keep Luma,rope touch,rope bridge tool lineage v7,Luma remembers bridge hum-family shelter rule from year 1421,True,True,8.570981,0.444042
3330,209,30,orchid_engine,1499,engine ring-family,engine-6-keep Dax,orchid cup,orchid bay tool lineage v8,Dax remembers engine ring-family shelter rule from year 1496,True,True,10.859777,0.47245
3331,209,30,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Tala,door-watch blessing,tool nook tool lineage v9,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,6.22,0.431058
3332,209,30,glass_harbor,1275,harbor chime-family,harbor-6-keep Nia,tea before crossing,lamp pier tool lineage v10,Nia remembers harbor chime-family shelter rule from year 1272,True,True,7.471141,0.447567
3333,209,30,cinder_garden,1346,cinder pulse-family,cinder-0-keep Pax,seed-count chant,ash path tool lineage v11,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.255764,0.478275
3334,209,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Rin,signal hush,lichen wall tool lineage v0,Rin remembers bridge hum-family shelter rule from year 1421,True,True,8.92173,0.470083
3335,209,30,orchid_engine,1499,engine ring-family,engine-6-keep Eli,valve pause,engine ring tool lineage v1,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.17722,0.498492
3336,209,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Ari,blanket share,rain gate tool lineage v2,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.730477,0.4571
3337,209,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Oren,net-knot thanks,net room tool lineage v3,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.930763,0.473608
3338,209,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Vale,shade cloth bow,ember bed tool lineage v4,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.61139,0.504317
3339,209,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Sol,shared bowl,signal post tool lineage v5,Sol remembers bridge hum-family shelter rule from year 1421,True,True,9.12738,0.496125
3340,209,30,orchid_engine,1499,engine ring-family,engine-6-keep Bea,gear-wash thanks,gear wash tool lineage v6,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.693142,0.524533
3341,209,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Fay,warm cup before work,moss lane tool lineage v7,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,7.103466,0.483142
3342,209,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Puck,lamp touch,salt steps tool lineage v8,Puck remembers harbor chime-family shelter rule from year 1272,True,True,8.303234,0.49965
3343,209,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Wren,cool hand sign,seed shelf tool lineage v9,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.74,0.530358
3344,210,30,orchid_engine,1499,engine ring-family,engine-6-keep Bea,valve pause,engine ring tool lineage v6,Bea remembers engine ring-family shelter rule from year 1496,True,True,10.829966,0.545367
3345,210,30,moss_ward,1191,moss-ward breath-family,moss-ward-6-keep Fay,blanket share,rain gate tool lineage v7,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.24029,0.503975
3346,210,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Puck,net-knot thanks,net room tool lineage v8,Puck remembers harbor chime-family shelter rule from year 1272,True,True,7.440058,0.520483
3347,210,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Wren,shade cloth bow,ember bed tool lineage v9,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,9.9,0.551192
3348,210,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Kio,shared bowl,signal post tool lineage v10,Kio remembers bridge hum-family shelter rule from year 1421,True,True,8.894158,0.543
3349,210,30,orchid_engine,1499,engine ring-family,engine-6-keep Cai,gear-wash thanks,gear wash tool lineage v11,Cai remembers engine ring-family shelter rule from year 1496,True,True,11.078076,0.571408
3350,210,30,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Milo,warm cup before work,moss lane tool lineage v0,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,6.487915,0.530017
3351,210,30,glass_harbor,1275,harbor chime-family,harbor-0-keep Sera,lamp touch,salt steps tool lineage v1,Sera remembers harbor chime-family shelter rule from year 1272,True,True,7.64476,0.546525
3352,210,30,cinder_garden,1346,cinder pulse-family,cinder-1-keep Juno,cool hand sign,seed shelf tool lineage v2,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,10.410395,0.577233
3353,210,30,lichen_bridge,1424,bridge hum-family,bridge-2-keep Luma,rope touch,rope bridge tool lineage v3,Luma remembers bridge hum-family shelter rule from year 1421,True,True,9.140821,0.569042
3354,210,30,orchid_engine,1499,engine ring-family,engine-6-keep Dax,orchid cup,orchid bay tool lineage v4,Dax remembers engine ring-family shelter rule from year 1496,True,True,11.427157,0.59745
3355,210,30,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Tala,door-watch blessing,tool nook tool lineage v5,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,6.78738,0.556058
3356,210,30,glass_harbor,1275,harbor chime-family,harbor-6-keep Nia,tea before crossing,lamp pier tool lineage v6,Nia remembers harbor chime-family shelter rule from year 1272,True,True,8.038521,0.572567
3357,210,30,cinder_garden,1346,cinder pulse-family,cinder-0-keep Pax,seed-count chant,ash path tool lineage v7,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.823144,0.603275
3358,210,30,lichen_bridge,1424,bridge hum-family,bridge-1-keep Rin,signal hush,lichen wall tool lineage v8,Rin remembers bridge hum-family shelter rule from year 1421,True,True,9.49157,0.595083
3359,210,30,orchid_engine,1499,engine ring-family,engine-6-keep Eli,valve pause,engine ring tool lineage v9,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.72,0.623492
3360,211,31,glass_harbor,1275,harbor chime-family,harbor-0-keep Nia,lamp touch,salt steps tool lineage v7,Nia remembers harbor chime-family shelter rule from year 1272,True,True,7.188345,0.5944
3361,211,31,cinder_garden,1346,cinder pulse-family,cinder-1-keep Pax,cool hand sign,seed shelf tool lineage v8,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,9.972969,0.625108
3362,211,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Rin,rope touch,rope bridge tool lineage v9,Rin remembers bridge hum-family shelter rule from year 1421,True,True,8.641394,0.616917
3363,211,31,orchid_engine,1499,engine ring-family,engine-0-keep Eli,orchid cup,orchid bay tool lineage v10,Eli remembers engine ring-family shelter rule from year 1496,True,True,10.893,0.645325
3364,211,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Ari,door-watch blessing,tool nook tool lineage v11,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.470857,0.603933
3365,211,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Oren,tea before crossing,lamp pier tool lineage v0,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.673603,0.620442
3366,211,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Vale,seed-count chant,ash path tool lineage v1,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.35177,0.65115
3367,211,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Sol,signal hush,lichen wall tool lineage v2,Sol remembers bridge hum-family shelter rule from year 1421,True,True,8.87022,0.642958
3368,211,31,orchid_engine,1499,engine ring-family,engine-0-keep Bea,valve pause,engine ring tool lineage v3,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.410346,0.671367
3369,211,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Fay,blanket share,rain gate tool lineage v4,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.82067,0.629975
3370,211,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Puck,net-knot thanks,net room tool lineage v5,Puck remembers harbor chime-family shelter rule from year 1272,True,True,8.022898,0.646483
3371,211,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Wren,shade cloth bow,ember bed tool lineage v6,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.48038,0.677192
3372,211,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Kio,shared bowl,signal post tool lineage v7,Kio remembers bridge hum-family shelter rule from year 1421,True,True,9.476998,0.669
3373,211,31,orchid_engine,1499,engine ring-family,engine-0-keep Cai,gear-wash thanks,gear wash tool lineage v8,Cai remembers engine ring-family shelter rule from year 1496,True,True,11.658456,0.697408
3374,211,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Milo,warm cup before work,moss lane tool lineage v9,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,7.068295,0.656017
3375,211,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Sera,lamp touch,salt steps tool lineage v10,Sera remembers harbor chime-family shelter rule from year 1272,True,True,8.203,0.672525
3376,212,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Kio,signal hush,lichen wall tool lineage v7,Kio remembers bridge hum-family shelter rule from year 1421,True,True,8.613822,0.689833
3377,212,31,orchid_engine,1499,engine ring-family,engine-0-keep Cai,valve pause,engine ring tool lineage v8,Cai remembers engine ring-family shelter rule from year 1496,True,True,10.79528,0.718242
3378,212,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Milo,blanket share,rain gate tool lineage v9,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,6.205119,0.67685
3379,212,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Sera,net-knot thanks,net room tool lineage v10,Sera remembers harbor chime-family shelter rule from year 1272,True,True,7.363,0.693358
3380,212,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Juno,shade cloth bow,ember bed tool lineage v11,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,10.153235,0.724067
3381,212,31,lichen_bridge,1424,bridge hum-family,bridge-3-keep Luma,shared bowl,signal post tool lineage v0,Luma remembers bridge hum-family shelter rule from year 1421,True,True,8.881201,0.715875
3382,212,31,orchid_engine,1499,engine ring-family,engine-0-keep Dax,gear-wash thanks,gear wash tool lineage v1,Dax remembers engine ring-family shelter rule from year 1496,True,True,11.167537,0.744283
3383,212,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Tala,warm cup before work,moss lane tool lineage v2,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,6.52776,0.702892
3384,212,31,glass_harbor,1275,harbor chime-family,harbor-0-keep Nia,lamp touch,salt steps tool lineage v3,Nia remembers harbor chime-family shelter rule from year 1272,True,True,7.755725,0.7194
3385,212,31,cinder_garden,1346,cinder pulse-family,cinder-1-keep Pax,cool hand sign,seed shelf tool lineage v4,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.542809,0.750108
3386,212,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Rin,rope touch,rope bridge tool lineage v5,Rin remembers bridge hum-family shelter rule from year 1421,True,True,9.208774,0.741917
3387,212,31,orchid_engine,1499,engine ring-family,engine-0-keep Eli,orchid cup,orchid bay tool lineage v6,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.46038,0.770325
3388,212,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Ari,door-watch blessing,tool nook tool lineage v7,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,7.038237,0.728933
3389,212,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Oren,tea before crossing,lamp pier tool lineage v8,Oren remembers harbor chime-family shelter rule from year 1272,True,True,8.240983,0.745442
3390,212,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Vale,seed-count chant,ash path tool lineage v9,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.92161,0.77615
3391,212,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Sol,signal hush,lichen wall tool lineage v10,Sol remembers bridge hum-family shelter rule from year 1421,True,True,9.413,0.767958
3392,213,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Ari,warm cup before work,moss lane tool lineage v7,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.175061,0.749767
3393,213,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Oren,lamp touch,salt steps tool lineage v8,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.377807,0.766275
3394,213,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Vale,cool hand sign,seed shelf tool lineage v9,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.058435,0.796983
3395,213,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Sol,rope touch,rope bridge tool lineage v10,Sol remembers bridge hum-family shelter rule from year 1421,True,True,8.573,0.788792
3396,213,31,orchid_engine,1499,engine ring-family,engine-0-keep Bea,orchid cup,orchid bay tool lineage v11,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.137726,0.8172
3397,213,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Fay,door-watch blessing,tool nook tool lineage v0,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.54805,0.775808
3398,213,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Puck,tea before crossing,lamp pier tool lineage v1,Puck remembers harbor chime-family shelter rule from year 1272,True,True,7.750278,0.792317
3399,213,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Wren,seed-count chant,ash path tool lineage v2,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.20776,0.823025
3400,213,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Kio,signal hush,lichen wall tool lineage v3,Kio remembers bridge hum-family shelter rule from year 1421,True,True,9.181202,0.814833
3401,213,31,orchid_engine,1499,engine ring-family,engine-0-keep Cai,valve pause,engine ring tool lineage v4,Cai remembers engine ring-family shelter rule from year 1496,True,True,11.36266,0.843242
3402,213,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Milo,blanket share,rain gate tool lineage v5,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,6.772499,0.80185
3403,213,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Sera,net-knot thanks,net room tool lineage v6,Sera remembers harbor chime-family shelter rule from year 1272,True,True,7.93038,0.818358
3404,213,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Juno,shade cloth bow,ember bed tool lineage v7,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,10.720615,0.849067
3405,213,31,lichen_bridge,1424,bridge hum-family,bridge-3-keep Luma,shared bowl,signal post tool lineage v8,Luma remembers bridge hum-family shelter rule from year 1421,True,True,9.448581,0.840875
3406,213,31,orchid_engine,1499,engine ring-family,engine-0-keep Dax,gear-wash thanks,gear wash tool lineage v9,Dax remembers engine ring-family shelter rule from year 1496,True,True,11.734917,0.869283
3407,213,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Tala,warm cup before work,moss lane tool lineage v10,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,7.073,0.827892
3408,214,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Juno,seed-count chant,ash path tool lineage v7,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,9.85744,0.8699
3409,214,31,lichen_bridge,1424,bridge hum-family,bridge-3-keep Luma,signal hush,lichen wall tool lineage v8,Luma remembers bridge hum-family shelter rule from year 1421,True,True,8.585406,0.861708
3410,214,31,orchid_engine,1499,engine ring-family,engine-0-keep Dax,valve pause,engine ring tool lineage v9,Dax remembers engine ring-family shelter rule from year 1496,True,True,10.871741,0.890117
3411,214,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Tala,blanket share,rain gate tool lineage v10,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,6.233,0.848725
3412,214,31,glass_harbor,1275,harbor chime-family,harbor-0-keep Nia,net-knot thanks,net room tool lineage v11,Nia remembers harbor chime-family shelter rule from year 1272,True,True,7.483105,0.865233
3413,214,31,cinder_garden,1346,cinder pulse-family,cinder-1-keep Pax,shade cloth bow,ember bed tool lineage v0,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.272649,0.895942
3414,214,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Rin,shared bowl,signal post tool lineage v1,Rin remembers bridge hum-family shelter rule from year 1421,True,True,8.936154,0.88775
3415,214,31,orchid_engine,1499,engine ring-family,engine-0-keep Eli,gear-wash thanks,gear wash tool lineage v2,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.19022,0.916158
3416,214,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Ari,warm cup before work,moss lane tool lineage v3,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.744901,0.874767
3417,214,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Oren,lamp touch,salt steps tool lineage v4,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.945187,0.891275
3418,214,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Vale,cool hand sign,seed shelf tool lineage v5,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.607112,0.921983
3419,214,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Sol,rope touch,rope bridge tool lineage v6,Sol remembers bridge hum-family shelter rule from year 1421,True,True,9.14038,0.913792
3420,214,31,orchid_engine,1499,engine ring-family,engine-0-keep Bea,orchid cup,orchid bay tool lineage v7,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.707566,0.9422
3421,214,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Fay,door-watch blessing,tool nook tool lineage v8,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,7.11789,0.900808
3422,214,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Puck,tea before crossing,lamp pier tool lineage v9,Puck remembers harbor chime-family shelter rule from year 1272,True,True,8.317658,0.917317
3423,214,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Wren,seed-count chant,ash path tool lineage v10,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.753,0.948025
3424,215,31,orchid_engine,1499,engine ring-family,engine-0-keep Bea,gear-wash thanks,gear wash tool lineage v7,Bea remembers engine ring-family shelter rule from year 1496,True,True,10.84439,0.963033
3425,215,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Fay,warm cup before work,moss lane tool lineage v8,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.254715,0.921642
3426,215,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Puck,lamp touch,salt steps tool lineage v9,Puck remembers harbor chime-family shelter rule from year 1272,True,True,7.454482,0.93815
3427,215,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Wren,cool hand sign,seed shelf tool lineage v10,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,9.913,0.968858
3428,215,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Kio,rope touch,rope bridge tool lineage v11,Kio remembers bridge hum-family shelter rule from year 1421,True,True,8.911042,0.960667
3429,215,31,orchid_engine,1499,engine ring-family,engine-0-keep Cai,orchid cup,orchid bay tool lineage v0,Cai remembers engine ring-family shelter rule from year 1496,True,True,11.09004,0.989075
3430,215,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Milo,door-watch blessing,tool nook tool lineage v1,Milo remembers moss-ward breath-family shelter rule from year 1188,True,True,6.499879,0.947683
3431,215,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Sera,tea before crossing,lamp pier tool lineage v2,Sera remembers harbor chime-family shelter rule from year 1272,True,True,7.65776,0.964192
3432,215,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Juno,seed-count chant,ash path tool lineage v3,Juno remembers cinder pulse-family shelter rule from year 1343,True,True,10.42482,0.9949
3433,215,31,lichen_bridge,1424,bridge hum-family,bridge-3-keep Luma,signal hush,lichen wall tool lineage v4,Luma remembers bridge hum-family shelter rule from year 1421,True,True,9.155246,0.986708
3434,215,31,orchid_engine,1499,engine ring-family,engine-0-keep Dax,valve pause,engine ring tool lineage v5,Dax remembers engine ring-family shelter rule from year 1496,True,True,11.439121,0.015117
3435,215,31,moss_ward,1191,moss-ward breath-family,moss-ward-1-keep Tala,blanket share,rain gate tool lineage v6,Tala remembers moss-ward breath-family shelter rule from year 1188,True,True,6.80038,0.973725
3436,215,31,glass_harbor,1275,harbor chime-family,harbor-0-keep Nia,net-knot thanks,net room tool lineage v7,Nia remembers harbor chime-family shelter rule from year 1272,True,True,8.050485,0.990233
3437,215,31,cinder_garden,1346,cinder pulse-family,cinder-1-keep Pax,shade cloth bow,ember bed tool lineage v8,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,10.840029,0.020942
3438,215,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Rin,shared bowl,signal post tool lineage v9,Rin remembers bridge hum-family shelter rule from year 1421,True,True,9.505994,0.01275
3439,215,31,orchid_engine,1499,engine ring-family,engine-0-keep Eli,gear-wash thanks,gear wash tool lineage v10,Eli remembers engine ring-family shelter rule from year 1496,True,True,11.733,0.041158
3440,216,31,glass_harbor,1275,harbor chime-family,harbor-0-keep Nia,tea before crossing,lamp pier tool lineage v7,Nia remembers harbor chime-family shelter rule from year 1272,True,True,7.187309,0.011067
3441,216,31,cinder_garden,1346,cinder pulse-family,cinder-1-keep Pax,seed-count chant,ash path tool lineage v8,Pax remembers cinder pulse-family shelter rule from year 1343,True,True,9.976853,0.041775
3442,216,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Rin,signal hush,lichen wall tool lineage v9,Rin remembers bridge hum-family shelter rule from year 1421,True,True,8.642818,0.033583
3443,216,31,orchid_engine,1499,engine ring-family,engine-0-keep Eli,valve pause,engine ring tool lineage v10,Eli remembers engine ring-family shelter rule from year 1496,True,True,10.893,0.061992
3444,216,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Ari,blanket share,rain gate tool lineage v11,Ari remembers moss-ward breath-family shelter rule from year 1188,True,True,6.472281,0.0206
3445,216,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Oren,net-knot thanks,net room tool lineage v0,Oren remembers harbor chime-family shelter rule from year 1272,True,True,7.675027,0.037108
3446,216,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Vale,shade cloth bow,ember bed tool lineage v1,Vale remembers cinder pulse-family shelter rule from year 1343,True,True,10.334492,0.067817
3447,216,31,lichen_bridge,1424,bridge hum-family,bridge-2-keep Sol,shared bowl,signal post tool lineage v2,Sol remembers bridge hum-family shelter rule from year 1421,True,True,8.87022,0.059625
3448,216,31,orchid_engine,1499,engine ring-family,engine-0-keep Bea,gear-wash thanks,gear wash tool lineage v3,Bea remembers engine ring-family shelter rule from year 1496,True,True,11.41177,0.088033
3449,216,31,moss_ward,1191,moss-ward breath-family,moss-ward-0-keep Fay,warm cup before work,moss lane tool lineage v4,Fay remembers moss-ward breath-family shelter rule from year 1188,True,True,6.822095,0.046642
3450,216,31,glass_harbor,1275,harbor chime-family,harbor-1-keep Puck,lamp touch,salt steps tool lineage v5,Puck remembers harbor chime-family shelter rule from year 1272,True,True,8.024322,0.06315
3451,216,31,cinder_garden,1346,cinder pulse-family,cinder-2-keep Wren,cool hand sign,seed shelf tool lineage v6,Wren remembers cinder pulse-family shelter rule from year 1343,True,True,10.48038,0.093858
