tick,day,selected_resident,visible_schedule,visible_project,visible_debt,visible_care_need,visible_trust,panel_patch,private_workspace_hidden
3942,220,Sera,private task,dry seed store,care favor,focused,0.447666,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.4477}",True
3943,220,Tovan,work,sort herb shelf,route warning,guarded,0.594202,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.5942}",True
3944,220,Nia,work,map safe route,tool loan,relieved,0.679633,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.6796}",True
3945,220,Ari,negotiate debt,dry seed store,water carry,steady,0.50042,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.5004}",True
3946,220,Fay,negotiate debt,sort herb shelf,repair promise,tired,0.347466,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.3475}",True
3947,220,Milo,seek tool,map safe route,missed greeting,wet,0.343634,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3436}",True
3948,220,Sera,care duty,dry seed store,care favor,hungry,0.442719,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.4427}",True
3949,220,Tovan,private task,sort herb shelf,route warning,focused,0.622753,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6228}",True
3950,220,Nia,recover focus,map safe route,tool loan,guarded,0.668455,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6685}",True
3951,220,Ari,rest,dry seed store,water carry,relieved,0.487663,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4877}",True
3952,220,Fay,rest,sort herb shelf,repair promise,steady,0.373959,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.374}",True
3953,220,Milo,seek tool,map safe route,missed greeting,tired,0.312314,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3123}",True
3954,220,Sera,seek tool,dry seed store,care favor,wet,0.461401,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.4614}",True
3955,220,Tovan,care duty,sort herb shelf,route warning,hungry,0.615143,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6151}",True
3956,220,Nia,private task,map safe route,tool loan,focused,0.678361,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6784}",True
3957,220,Ari,recover focus,dry seed store,water carry,guarded,0.530069,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.5301}",True
3958,220,Fay,work,sort herb shelf,repair promise,relieved,0.350258,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3503}",True
3959,220,Milo,negotiate debt,map safe route,missed greeting,steady,0.303029,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.303}",True
3960,221,Sera,care duty,fix bridge peg,route warning,tired,0.438223,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.4382}",True
3961,221,Tovan,care duty,patch cloak,tool loan,wet,0.625847,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6258}",True
3962,221,Nia,private task,repair awning,water carry,hungry,0.667861,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6679}",True
3963,221,Ari,recover focus,fix bridge peg,repair promise,focused,0.509849,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.5098}",True
3964,221,Fay,work,patch cloak,missed greeting,guarded,0.353795,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3538}",True
3965,221,Milo,rest,repair awning,care favor,relieved,0.335558,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.3356}",True
3966,221,Sera,seek tool,fix bridge peg,route warning,steady,0.436342,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.4363}",True
3967,221,Tovan,seek tool,patch cloak,tool loan,tired,0.621703,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6217}",True
3968,221,Nia,private task,repair awning,water carry,wet,0.632359,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6324}",True
3969,221,Ari,private task,fix bridge peg,repair promise,hungry,0.479025,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.479}",True
3970,221,Fay,recover focus,patch cloak,missed greeting,focused,0.35056,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3506}",True
3971,221,Milo,work,repair awning,care favor,guarded,0.315844,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3158}",True
3972,221,Sera,rest,fix bridge peg,route warning,relieved,0.478326,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4783}",True
3973,221,Tovan,negotiate debt,patch cloak,tool loan,steady,0.62978,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6298}",True
3974,221,Nia,care duty,repair awning,water carry,tired,0.65237,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.6524}",True
3975,221,Ari,care duty,fix bridge peg,repair promise,wet,0.517997,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.518}",True
3976,221,Fay,recover focus,patch cloak,missed greeting,hungry,0.333753,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3338}",True
3977,221,Milo,recover focus,repair awning,care favor,focused,0.321779,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.3218}",True
3978,222,Sera,rest,sort herb shelf,tool loan,guarded,0.473155,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4732}",True
3979,222,Tovan,negotiate debt,map safe route,water carry,relieved,0.657278,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6573}",True
3980,222,Nia,seek tool,dry seed store,repair promise,steady,0.675946,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6759}",True
3981,222,Ari,private task,sort herb shelf,missed greeting,tired,0.455474,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.4555}",True
3982,222,Fay,private task,map safe route,care favor,wet,0.364118,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""private task"", ""trust"": 0.3641}",True
3983,222,Milo,work,dry seed store,route warning,hungry,0.299543,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.2995}",True
3984,222,Sera,work,sort herb shelf,tool loan,focused,0.475457,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.4755}",True
3985,222,Tovan,rest,map safe route,water carry,guarded,0.640549,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6405}",True
3986,222,Nia,negotiate debt,dry seed store,repair promise,relieved,0.677233,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6772}",True
3987,222,Ari,seek tool,sort herb shelf,missed greeting,steady,0.492271,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.4923}",True
3988,222,Fay,care duty,map safe route,care favor,tired,0.353748,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3537}",True
3989,222,Milo,recover focus,dry seed store,route warning,wet,0.297038,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.297}",True
3990,222,Sera,recover focus,sort herb shelf,tool loan,hungry,0.474602,"{""debt"": ""tool loan"", ""project"": ""sort herb shelf"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.4746}",True
3991,222,Tovan,rest,map safe route,water carry,focused,0.618691,"{""debt"": ""water carry"", ""project"": ""map safe route"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6187}",True
3992,222,Nia,rest,dry seed store,repair promise,guarded,0.650121,"{""debt"": ""repair promise"", ""project"": ""dry seed store"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.6501}",True
3993,222,Ari,negotiate debt,sort herb shelf,missed greeting,relieved,0.498635,"{""debt"": ""missed greeting"", ""project"": ""sort herb shelf"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.4986}",True
3994,222,Fay,seek tool,map safe route,care favor,steady,0.339645,"{""debt"": ""care favor"", ""project"": ""map safe route"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.3396}",True
3995,222,Milo,care duty,dry seed store,route warning,tired,0.365467,"{""debt"": ""route warning"", ""project"": ""dry seed store"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3655}",True
3996,223,Sera,work,patch cloak,water carry,wet,0.451781,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.4518}",True
3997,223,Tovan,work,repair awning,repair promise,hungry,0.661644,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""work"", ""trust"": 0.6616}",True
3998,223,Nia,negotiate debt,fix bridge peg,missed greeting,focused,0.62771,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6277}",True
3999,223,Ari,negotiate debt,patch cloak,care favor,guarded,0.4721,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.4721}",True
4000,223,Fay,seek tool,repair awning,route warning,relieved,0.338001,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.338}",True
4001,223,Milo,care duty,fix bridge peg,tool loan,steady,0.34273,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3427}",True
4002,223,Sera,private task,patch cloak,water carry,tired,0.503279,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5033}",True
4003,223,Tovan,recover focus,repair awning,repair promise,wet,0.663724,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6637}",True
4004,223,Nia,rest,fix bridge peg,missed greeting,hungry,0.642525,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.6425}",True
4005,223,Ari,rest,patch cloak,care favor,focused,0.492346,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4923}",True
4006,223,Fay,seek tool,repair awning,route warning,guarded,0.313785,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.3138}",True
4007,223,Milo,seek tool,fix bridge peg,tool loan,relieved,0.341209,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3412}",True
4008,223,Sera,care duty,patch cloak,water carry,steady,0.516696,"{""debt"": ""water carry"", ""project"": ""patch cloak"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5167}",True
4009,223,Tovan,private task,repair awning,repair promise,tired,0.654254,"{""debt"": ""repair promise"", ""project"": ""repair awning"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6543}",True
4010,223,Nia,recover focus,fix bridge peg,missed greeting,wet,0.682203,"{""debt"": ""missed greeting"", ""project"": ""fix bridge peg"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6822}",True
4011,223,Ari,work,patch cloak,care favor,hungry,0.470639,"{""debt"": ""care favor"", ""project"": ""patch cloak"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.4706}",True
4012,223,Fay,negotiate debt,repair awning,route warning,focused,0.293285,"{""debt"": ""route warning"", ""project"": ""repair awning"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.2933}",True
4013,223,Milo,negotiate debt,fix bridge peg,tool loan,guarded,0.33484,"{""debt"": ""tool loan"", ""project"": ""fix bridge peg"", ""resident"": ""Milo"", ""schedule"": ""negotiate debt"", ""trust"": 0.3348}",True
4014,224,Sera,care duty,map safe route,repair promise,relieved,0.50326,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""care duty"", ""trust"": 0.5033}",True
4015,224,Tovan,private task,dry seed store,missed greeting,steady,0.65133,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6513}",True
4016,224,Nia,recover focus,sort herb shelf,care favor,tired,0.649258,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""recover focus"", ""trust"": 0.6493}",True
4017,224,Ari,work,map safe route,route warning,wet,0.458237,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""work"", ""trust"": 0.4582}",True
4018,224,Fay,rest,dry seed store,tool loan,hungry,0.350548,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""rest"", ""trust"": 0.3505}",True
4019,224,Milo,seek tool,sort herb shelf,water carry,focused,0.329943,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3299}",True
4020,224,Sera,seek tool,map safe route,repair promise,guarded,0.513238,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""seek tool"", ""trust"": 0.5132}",True
4021,224,Tovan,private task,dry seed store,missed greeting,relieved,0.612703,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6127}",True
4022,224,Nia,private task,sort herb shelf,care favor,steady,0.639117,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.6391}",True
4023,224,Ari,recover focus,map safe route,route warning,tired,0.463564,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.4636}",True
4024,224,Fay,work,dry seed store,tool loan,wet,0.339701,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.3397}",True
4025,224,Milo,rest,sort herb shelf,water carry,hungry,0.368945,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""rest"", ""trust"": 0.3689}",True
4026,224,Sera,negotiate debt,map safe route,repair promise,focused,0.52457,"{""debt"": ""repair promise"", ""project"": ""map safe route"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5246}",True
4027,224,Tovan,care duty,dry seed store,missed greeting,guarded,0.617316,"{""debt"": ""missed greeting"", ""project"": ""dry seed store"", ""resident"": ""Tovan"", ""schedule"": ""care duty"", ""trust"": 0.6173}",True
4028,224,Nia,care duty,sort herb shelf,care favor,relieved,0.670409,"{""debt"": ""care favor"", ""project"": ""sort herb shelf"", ""resident"": ""Nia"", ""schedule"": ""care duty"", ""trust"": 0.6704}",True
4029,224,Ari,recover focus,map safe route,route warning,steady,0.419327,"{""debt"": ""route warning"", ""project"": ""map safe route"", ""resident"": ""Ari"", ""schedule"": ""recover focus"", ""trust"": 0.4193}",True
4030,224,Fay,recover focus,dry seed store,tool loan,tired,0.326709,"{""debt"": ""tool loan"", ""project"": ""dry seed store"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.3267}",True
4031,224,Milo,work,sort herb shelf,water carry,wet,0.35404,"{""debt"": ""water carry"", ""project"": ""sort herb shelf"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.354}",True
4032,225,Sera,negotiate debt,repair awning,missed greeting,hungry,0.514727,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""negotiate debt"", ""trust"": 0.5147}",True
4033,225,Tovan,seek tool,fix bridge peg,care favor,focused,0.652332,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""seek tool"", ""trust"": 0.6523}",True
4034,225,Nia,private task,patch cloak,route warning,guarded,0.626021,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""private task"", ""trust"": 0.626}",True
4035,225,Ari,private task,repair awning,tool loan,relieved,0.449135,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""private task"", ""trust"": 0.4491}",True
4036,225,Fay,work,fix bridge peg,water carry,steady,0.286362,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""work"", ""trust"": 0.2864}",True
4037,225,Milo,work,patch cloak,repair promise,tired,0.35344,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""work"", ""trust"": 0.3534}",True
4038,225,Sera,rest,repair awning,missed greeting,wet,0.53845,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.5384}",True
4039,225,Tovan,negotiate debt,fix bridge peg,care favor,hungry,0.651051,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6511}",True
4040,225,Nia,seek tool,patch cloak,route warning,focused,0.675344,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""seek tool"", ""trust"": 0.6753}",True
4041,225,Ari,care duty,repair awning,tool loan,guarded,0.474504,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""care duty"", ""trust"": 0.4745}",True
4042,225,Fay,recover focus,fix bridge peg,water carry,relieved,0.31305,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""recover focus"", ""trust"": 0.313}",True
4043,225,Milo,recover focus,patch cloak,repair promise,steady,0.353192,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""recover focus"", ""trust"": 0.3532}",True
4044,225,Sera,rest,repair awning,missed greeting,tired,0.484069,"{""debt"": ""missed greeting"", ""project"": ""repair awning"", ""resident"": ""Sera"", ""schedule"": ""rest"", ""trust"": 0.4841}",True
4045,225,Tovan,rest,fix bridge peg,care favor,wet,0.663879,"{""debt"": ""care favor"", ""project"": ""fix bridge peg"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6639}",True
4046,225,Nia,negotiate debt,patch cloak,route warning,hungry,0.658797,"{""debt"": ""route warning"", ""project"": ""patch cloak"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6588}",True
4047,225,Ari,seek tool,repair awning,tool loan,focused,0.457991,"{""debt"": ""tool loan"", ""project"": ""repair awning"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.458}",True
4048,225,Fay,care duty,fix bridge peg,water carry,guarded,0.335782,"{""debt"": ""water carry"", ""project"": ""fix bridge peg"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3358}",True
4049,225,Milo,private task,patch cloak,repair promise,relieved,0.38206,"{""debt"": ""repair promise"", ""project"": ""patch cloak"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3821}",True
4050,226,Sera,work,dry seed store,care favor,steady,0.5335,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""work"", ""trust"": 0.5335}",True
4051,226,Tovan,negotiate debt,sort herb shelf,route warning,tired,0.623387,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""negotiate debt"", ""trust"": 0.6234}",True
4052,226,Nia,negotiate debt,map safe route,tool loan,wet,0.637196,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""negotiate debt"", ""trust"": 0.6372}",True
4053,226,Ari,seek tool,dry seed store,water carry,hungry,0.456778,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.4568}",True
4054,226,Fay,care duty,sort herb shelf,repair promise,focused,0.331526,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""care duty"", ""trust"": 0.3315}",True
4055,226,Milo,private task,map safe route,missed greeting,guarded,0.366124,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""private task"", ""trust"": 0.3661}",True
4056,226,Sera,recover focus,dry seed store,care favor,relieved,0.544358,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""recover focus"", ""trust"": 0.5444}",True
4057,226,Tovan,rest,sort herb shelf,route warning,steady,0.63816,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""rest"", ""trust"": 0.6382}",True
4058,226,Nia,rest,map safe route,tool loan,tired,0.648475,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""rest"", ""trust"": 0.6485}",True
4059,226,Ari,seek tool,dry seed store,water carry,wet,0.407307,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""seek tool"", ""trust"": 0.4073}",True
4060,226,Fay,seek tool,sort herb shelf,repair promise,hungry,0.293737,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.2937}",True
4061,226,Milo,care duty,map safe route,missed greeting,focused,0.375122,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3751}",True
4062,226,Sera,private task,dry seed store,care favor,guarded,0.516712,"{""debt"": ""care favor"", ""project"": ""dry seed store"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5167}",True
4063,226,Tovan,recover focus,sort herb shelf,route warning,relieved,0.675769,"{""debt"": ""route warning"", ""project"": ""sort herb shelf"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6758}",True
4064,226,Nia,work,map safe route,tool loan,steady,0.653613,"{""debt"": ""tool loan"", ""project"": ""map safe route"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.6536}",True
4065,226,Ari,negotiate debt,dry seed store,water carry,tired,0.394857,"{""debt"": ""water carry"", ""project"": ""dry seed store"", ""resident"": ""Ari"", ""schedule"": ""negotiate debt"", ""trust"": 0.3949}",True
4066,226,Fay,negotiate debt,sort herb shelf,repair promise,wet,0.322702,"{""debt"": ""repair promise"", ""project"": ""sort herb shelf"", ""resident"": ""Fay"", ""schedule"": ""negotiate debt"", ""trust"": 0.3227}",True
4067,226,Milo,care duty,map safe route,missed greeting,hungry,0.345619,"{""debt"": ""missed greeting"", ""project"": ""map safe route"", ""resident"": ""Milo"", ""schedule"": ""care duty"", ""trust"": 0.3456}",True
4068,227,Sera,private task,fix bridge peg,route warning,focused,0.567572,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5676}",True
4069,227,Tovan,recover focus,patch cloak,tool loan,guarded,0.672785,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""recover focus"", ""trust"": 0.6728}",True
4070,227,Nia,work,repair awning,water carry,relieved,0.641419,"{""debt"": ""water carry"", ""project"": ""repair awning"", ""resident"": ""Nia"", ""schedule"": ""work"", ""trust"": 0.6414}",True
4071,227,Ari,rest,fix bridge peg,repair promise,steady,0.420396,"{""debt"": ""repair promise"", ""project"": ""fix bridge peg"", ""resident"": ""Ari"", ""schedule"": ""rest"", ""trust"": 0.4204}",True
4072,227,Fay,seek tool,patch cloak,missed greeting,tired,0.291037,"{""debt"": ""missed greeting"", ""project"": ""patch cloak"", ""resident"": ""Fay"", ""schedule"": ""seek tool"", ""trust"": 0.291}",True
4073,227,Milo,seek tool,repair awning,care favor,wet,0.396312,"{""debt"": ""care favor"", ""project"": ""repair awning"", ""resident"": ""Milo"", ""schedule"": ""seek tool"", ""trust"": 0.3963}",True
4074,227,Sera,private task,fix bridge peg,route warning,hungry,0.530728,"{""debt"": ""route warning"", ""project"": ""fix bridge peg"", ""resident"": ""Sera"", ""schedule"": ""private task"", ""trust"": 0.5307}",True
4075,227,Tovan,private task,patch cloak,tool loan,focused,0.672065,"{""debt"": ""tool loan"", ""project"": ""patch cloak"", ""resident"": ""Tovan"", ""schedule"": ""private task"", ""trust"": 0.6721}",True
