tick_index,agent,routine,project_progress,skill_practice,resource_change,social_face_change,autonomy_satisfaction,routine_variation,consequence_summary
1,Ari,quiet_route_scan,0.193754,0.234,0.5,0.48,0.792921,0.26,Ari quiet_route_scan: progress=0.19; resource=0.50; face=0.48
617,Ari,repair_route,1.0,1.0,0.278,0.596,0.836533,0.42,Ari repair_route: progress=1.00; resource=0.28; face=0.60
618,Fay,work_project,1.0,1.0,0.418,0.986,0.811283,0.26,Fay work_project: progress=1.00; resource=0.42; face=0.99
619,Milo,market_exchange,1.0,1.0,0.872,0.696,0.8454,0.26,Milo market_exchange: progress=1.00; resource=0.87; face=0.70
620,Sol,repair_route,1.0,1.0,0.5,0.79,0.738038,0.26,Sol repair_route: progress=1.00; resource=0.50; face=0.79
621,Ari,repair_route,1.0,1.0,0.278,0.582,0.73183,0.5,Ari repair_route: progress=1.00; resource=0.28; face=0.58
622,Fay,teach_skill,1.0,1.0,0.4,1.0,0.806,0.5,Fay teach_skill: progress=1.00; resource=0.40; face=1.00
623,Milo,market_exchange,1.0,1.0,0.898,0.696,0.826084,0.5,Milo market_exchange: progress=1.00; resource=0.90; face=0.70
624,Sol,market_exchange,1.0,1.0,0.526,0.79,0.8608,0.5,Sol market_exchange: progress=1.00; resource=0.53; face=0.79
625,Ari,ritual_hum,1.0,1.0,0.278,0.6,0.8524,0.34,Ari ritual_hum: progress=1.00; resource=0.28; face=0.60
626,Fay,ritual_hum,1.0,1.0,0.4,1.0,0.77065,0.34,Fay ritual_hum: progress=1.00; resource=0.40; face=1.00
627,Milo,store_objects,1.0,1.0,0.91,0.696,0.823316,0.5,Milo store_objects: progress=1.00; resource=0.91; face=0.70
628,Sol,hearth_return,1.0,1.0,0.526,0.79,0.843735,0.34,Sol hearth_return: progress=1.00; resource=0.53; face=0.79
629,Ari,hearth_return,1.0,1.0,0.278,0.6,0.832467,0.18,Ari hearth_return: progress=1.00; resource=0.28; face=0.60
630,Fay,ritual_hum,1.0,1.0,0.4,1.0,0.8286,0.18,Fay ritual_hum: progress=1.00; resource=0.40; face=1.00
631,Milo,relationship_check,1.0,1.0,0.91,0.7,0.724736,0.18,Milo relationship_check: progress=1.00; resource=0.91; face=0.70
632,Sol,store_objects,1.0,1.0,0.52,0.79,0.841496,0.18,Sol store_objects: progress=1.00; resource=0.52; face=0.79
633,Ari,soft_recovery,1.0,1.0,0.26,0.6,0.832834,0.42,Ari soft_recovery: progress=1.00; resource=0.26; face=0.60
634,Fay,sleep,1.0,1.0,0.4,1.0,0.811225,0.42,Fay sleep: progress=1.00; resource=0.40; face=1.00
635,Milo,dream_sort_memory,1.0,1.0,0.91,0.7,0.8454,0.42,Milo dream_sort_memory: progress=1.00; resource=0.91; face=0.70
636,Sol,guarded_rest,1.0,1.0,0.52,0.79,0.801551,0.42,Sol guarded_rest: progress=1.00; resource=0.52; face=0.79
637,Ari,guarded_rest,1.0,1.0,0.26,0.6,0.791073,0.34,Ari guarded_rest: progress=1.00; resource=0.26; face=0.60
638,Fay,soft_recovery,1.0,1.0,0.4,1.0,0.80652,0.5,Fay soft_recovery: progress=1.00; resource=0.40; face=1.00
639,Milo,sleep,1.0,1.0,0.91,0.7,0.824545,0.34,Milo sleep: progress=1.00; resource=0.91; face=0.70
640,Sol,dream_sort_memory,1.0,1.0,0.52,0.79,0.8608,0.34,Sol dream_sort_memory: progress=1.00; resource=0.52; face=0.79
641,Ari,quiet_route_scan,1.0,1.0,0.26,0.586,0.728966,0.26,Ari quiet_route_scan: progress=1.00; resource=0.26; face=0.59
642,Fay,share_water,1.0,1.0,0.382,1.0,0.811083,0.26,Fay share_water: progress=1.00; resource=0.38; face=1.00
643,Milo,wake_check_body,1.0,1.0,0.91,0.7,0.824485,0.26,Milo wake_check_body: progress=1.00; resource=0.91; face=0.70
644,Sol,quiet_route_scan,1.0,1.0,0.52,0.79,0.8608,0.26,Sol quiet_route_scan: progress=1.00; resource=0.52; face=0.79
645,Ari,prepare_tools,1.0,1.0,0.26,0.586,0.8524,0.5,Ari prepare_tools: progress=1.00; resource=0.26; face=0.59
646,Fay,quiet_route_scan,1.0,1.0,0.382,1.0,0.767421,0.5,Fay quiet_route_scan: progress=1.00; resource=0.38; face=1.00
647,Milo,share_water,1.0,1.0,0.91,0.7,0.826089,0.66,Milo share_water: progress=1.00; resource=0.91; face=0.70
648,Sol,quiet_route_scan,1.0,1.0,0.52,0.79,0.839794,0.5,Sol quiet_route_scan: progress=1.00; resource=0.52; face=0.79
649,Ari,repair_route,1.0,1.0,0.26,0.586,0.8346,0.34,Ari repair_route: progress=1.00; resource=0.26; face=0.59
650,Fay,market_exchange,1.0,1.0,0.408,1.0,0.8286,0.34,Fay market_exchange: progress=1.00; resource=0.41; face=1.00
651,Milo,repair_route,1.0,1.0,0.91,0.686,0.720183,0.34,Milo repair_route: progress=1.00; resource=0.91; face=0.69
652,Sol,teach_skill,1.0,1.0,0.502,0.808,0.841714,0.34,Sol teach_skill: progress=1.00; resource=0.50; face=0.81
653,Ari,repair_route,1.0,1.0,0.242,0.586,0.834654,0.18,Ari repair_route: progress=1.00; resource=0.24; face=0.59
654,Fay,work_project,1.0,1.0,0.408,1.0,0.810924,0.18,Fay work_project: progress=1.00; resource=0.41; face=1.00
655,Milo,market_exchange,1.0,1.0,0.936,0.686,0.8454,0.18,Milo market_exchange: progress=1.00; resource=0.94; face=0.69
656,Sol,repair_route,1.0,1.0,0.502,0.808,0.799428,0.18,Sol repair_route: progress=1.00; resource=0.50; face=0.81
657,Ari,relationship_check,1.0,1.0,0.242,0.604,0.790734,0.42,Ari relationship_check: progress=1.00; resource=0.24; face=0.60
658,Fay,ritual_hum,1.0,1.0,0.408,1.0,0.81038,0.58,Fay ritual_hum: progress=1.00; resource=0.41; face=1.00
659,Milo,hearth_return,1.0,1.0,0.936,0.686,0.828752,0.42,Milo hearth_return: progress=1.00; resource=0.94; face=0.69
660,Sol,ritual_hum,1.0,1.0,0.502,0.826,0.8608,0.42,Sol ritual_hum: progress=1.00; resource=0.50; face=0.83
661,Ari,ritual_hum,1.0,1.0,0.242,0.622,0.8524,0.26,Ari ritual_hum: progress=1.00; resource=0.24; face=0.62
662,Fay,ritual_hum,1.0,1.0,0.408,1.0,0.705206,0.26,Fay ritual_hum: progress=1.00; resource=0.41; face=1.00
663,Milo,store_objects,1.0,1.0,0.93,0.686,0.829172,0.26,Milo store_objects: progress=1.00; resource=0.93; face=0.69
664,Sol,hearth_return,1.0,1.0,0.502,0.826,0.839782,0.26,Sol hearth_return: progress=1.00; resource=0.50; face=0.83
665,Ari,sleep,1.0,1.0,0.242,0.622,0.836663,0.5,Ari sleep: progress=1.00; resource=0.24; face=0.62
666,Fay,dream_sort_memory,1.0,1.0,0.408,1.0,0.8286,0.5,Fay dream_sort_memory: progress=1.00; resource=0.41; face=1.00
667,Milo,guarded_rest,1.0,1.0,0.93,0.686,0.784489,0.5,Milo guarded_rest: progress=1.00; resource=0.93; face=0.69
668,Sol,soft_recovery,1.0,1.0,0.502,0.836,0.84001,0.66,Sol soft_recovery: progress=1.00; resource=0.50; face=0.84
669,Ari,soft_recovery,1.0,1.0,0.242,0.632,0.831485,0.58,Ari soft_recovery: progress=1.00; resource=0.24; face=0.63
670,Fay,sleep,1.0,1.0,0.408,1.0,0.812005,0.42,Fay sleep: progress=1.00; resource=0.41; face=1.00
671,Milo,dream_sort_memory,1.0,1.0,0.93,0.686,0.8454,0.42,Milo dream_sort_memory: progress=1.00; resource=0.93; face=0.69
672,Sol,guarded_rest,1.0,1.0,0.502,0.822,0.737641,0.42,Sol guarded_rest: progress=1.00; resource=0.50; face=0.82
