tick_id,day,settlement_id,avatar_position,visible_resident,sight_packet,sound_packet,smell_packet,temperature_packet,wetness_packet,local_history_hash,prehistory_present,private_workspace_boundary,frequency_hz,flower_phase
2304,129,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ef92dc019d39da47,True,True,49.42098,0.95
2305,129,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8eca27110a6093f8,True,True,50.57886,0.968556
2306,129,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7c8ea132001e0cb1,True,True,53.14786,0.995111
2307,129,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,372964dd0df2447b,True,True,51.78616,0.989667
2308,129,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,535ac5d34bfc62b0,True,True,54.16586,0.018222
2309,129,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ef92dc019d39da47,True,True,49.52486,0.977778
2310,129,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8eca27110a6093f8,True,True,50.62874,0.996333
2311,129,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7c8ea132001e0cb1,True,True,53.1847,0.022889
2312,129,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,372964dd0df2447b,True,True,51.92186,0.017444
2313,129,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,535ac5d34bfc62b0,True,True,54.25162,0.046
2314,129,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ef92dc019d39da47,True,True,49.56822,0.005556
2315,129,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8eca27110a6093f8,True,True,50.76886,0.024111
2316,129,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7c8ea132001e0cb1,True,True,53.33786,0.050667
2317,129,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,372964dd0df2447b,True,True,52.00354,0.045222
2318,129,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,535ac5d34bfc62b0,True,True,54.35586,0.073778
2319,129,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,ef92dc019d39da47,True,True,49.7156,0.033333
2320,129,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,8eca27110a6093f8,True,True,50.84242,0.051889
2321,129,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7c8ea132001e0cb1,True,True,53.43138,0.078444
2322,130,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,69ac2ee0d4d1887b,True,True,54.43186,0.097
2323,130,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e2e945c9175dc572,True,True,49.79086,0.056556
2324,130,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,681de3d061508385,True,True,50.90286,0.075111
2325,130,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,2027e8a64b2ac05d,True,True,53.4541,0.101667
2326,130,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,173c45cc1f5dd509,True,True,52.18786,0.096222
2327,130,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,69ac2ee0d4d1887b,True,True,54.50542,0.124778
2328,130,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e2e945c9175dc572,True,True,49.8425,0.084333
2329,130,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,681de3d061508385,True,True,51.03486,0.102889
2330,130,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,2027e8a64b2ac05d,True,True,53.59462,0.129444
2331,130,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,173c45cc1f5dd509,True,True,52.27398,0.124
2332,130,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,69ac2ee0d4d1887b,True,True,54.62186,0.152556
2333,130,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e2e945c9175dc572,True,True,49.9816,0.112111
2334,130,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,681de3d061508385,True,True,51.11654,0.130667
2335,130,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,2027e8a64b2ac05d,True,True,53.69886,0.157222
2336,130,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,173c45cc1f5dd509,True,True,52.3786,0.151778
2337,130,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,69ac2ee0d4d1887b,True,True,54.70762,0.180333
2338,130,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,e2e945c9175dc572,True,True,50.07438,0.139889
2339,130,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,681de3d061508385,True,True,51.22486,0.158444
2340,131,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,388e92d00e41b2c9,True,True,52.45386,0.175
2341,131,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,1d953a61847f96f4,True,True,54.77954,0.203556
2342,131,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,19408813d47cba7f,True,True,50.1119,0.163111
2343,131,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0bdc2a2180500c96,True,True,51.30086,0.181667
2344,131,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7aaf3fbf4e544eb2,True,True,53.84842,0.208222
2345,131,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,388e92d00e41b2c9,True,True,52.54738,0.202778
2346,131,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,1d953a61847f96f4,True,True,54.88786,0.231333
2347,131,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,19408813d47cba7f,True,True,50.23836,0.190889
2348,131,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0bdc2a2180500c96,True,True,51.38698,0.209444
2349,131,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7aaf3fbf4e544eb2,True,True,53.96486,0.236
2350,131,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,388e92d00e41b2c9,True,True,52.6446,0.230556
2351,131,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,1d953a61847f96f4,True,True,54.98064,0.259111
2352,131,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,19408813d47cba7f,True,True,50.34186,0.218667
2353,131,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0bdc2a2180500c96,True,True,51.49086,0.237222
2354,131,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7aaf3fbf4e544eb2,True,True,54.05062,0.263778
2355,131,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,388e92d00e41b2c9,True,True,52.7026,0.258333
2356,131,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,1d953a61847f96f4,True,True,55.07786,0.286889
2357,131,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,19408813d47cba7f,True,True,50.42762,0.246444
2358,132,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,42624091b7ce3cf0,True,True,54.12254,0.287
2359,132,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f885bb691796b773,True,True,52.81486,0.281556
2360,132,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,96e6ec349048afa4,True,True,55.15386,0.310111
2361,132,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3b980105c6fcf1e1,True,True,50.49216,0.269667
2362,132,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,549807375e7467e4,True,True,51.66038,0.288222
2363,132,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,42624091b7ce3cf0,True,True,54.23086,0.314778
2364,132,lichen_bridge,touch rope post,Rin,Rin near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f885bb691796b773,True,True,52.90136,0.309333
2365,132,orchid_engine,stand outside engine ring,Eli,Eli near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,96e6ec349048afa4,True,True,55.24886,0.337889
2366,132,moss_ward,stand by rain gate,Ari,Ari near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3b980105c6fcf1e1,True,True,50.60786,0.297444
2367,132,glass_harbor,pause at lamp pier,Oren,Oren near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,549807375e7467e4,True,True,51.75686,0.316
2368,132,cinder_garden,bow to shade cloth,Vale,Vale near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,42624091b7ce3cf0,True,True,54.32364,0.342556
2369,132,lichen_bridge,touch rope post,Sol,Sol near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f885bb691796b773,True,True,52.97156,0.337111
2370,132,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,96e6ec349048afa4,True,True,55.34386,0.365667
2371,132,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3b980105c6fcf1e1,True,True,50.68142,0.325222
2372,132,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,549807375e7467e4,True,True,51.8193,0.343778
2373,132,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,42624091b7ce3cf0,True,True,54.3735,0.370333
2374,132,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f885bb691796b773,True,True,53.09062,0.364889
2375,132,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,96e6ec349048afa4,True,True,55.42998,0.393444
2376,133,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,38d70b50f3badd34,True,True,51.92786,0.367
2377,133,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b784e24e34beef3,True,True,54.49686,0.393556
2378,133,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4a30c002c6e53fa4,True,True,53.15516,0.388111
2379,133,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,bdaca45a399459e2,True,True,55.51486,0.416667
2380,133,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,304ef3328c1540b7,True,True,50.87386,0.376222
2381,133,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,38d70b50f3badd34,True,True,52.01362,0.394778
2382,133,cinder_garden,bow to shade cloth,Vale,Vale near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b784e24e34beef3,True,True,54.59186,0.421333
2383,133,lichen_bridge,touch rope post,Sol,Sol near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4a30c002c6e53fa4,True,True,53.24496,0.415889
2384,133,orchid_engine,stand outside engine ring,Bea,Bea near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,bdaca45a399459e2,True,True,55.60986,0.444444
2385,133,moss_ward,stand by rain gate,Fay,Fay near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,304ef3328c1540b7,True,True,50.95554,0.404
2386,133,glass_harbor,pause at lamp pier,Puck,Puck near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,38d70b50f3badd34,True,True,52.08826,0.422556
2387,133,cinder_garden,bow to shade cloth,Wren,Wren near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b784e24e34beef3,True,True,54.64098,0.449111
2388,133,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4a30c002c6e53fa4,True,True,53.34442,0.443667
2389,133,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,bdaca45a399459e2,True,True,55.70338,0.472222
2390,133,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,304ef3328c1540b7,True,True,51.0313,0.431778
2391,133,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,38d70b50f3badd34,True,True,52.21286,0.450333
2392,133,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,0b784e24e34beef3,True,True,54.77298,0.476889
2393,133,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,4a30c002c6e53fa4,True,True,53.46086,0.471444
2394,134,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,50d242f8586a6078,True,True,51.13986,0.455
2395,134,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10efbb0a76f2346c,True,True,52.26742,0.473556
2396,134,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,61900d46b08fe012,True,True,54.85786,0.500111
2397,134,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,aa59a142cd214a61,True,True,53.5154,0.494667
2398,134,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ae38f90e039f45f0,True,True,55.86662,0.523222
2399,134,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,50d242f8586a6078,True,True,51.22598,0.482778
2400,134,glass_harbor,pause at lamp pier,Puck,Puck near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10efbb0a76f2346c,True,True,52.36166,0.501333
2401,134,cinder_garden,bow to shade cloth,Wren,Wren near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,61900d46b08fe012,True,True,54.90994,0.527889
2402,134,lichen_bridge,touch rope post,Kio,Kio near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,aa59a142cd214a61,True,True,53.61854,0.522444
2403,134,orchid_engine,stand outside engine ring,Cai,Cai near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ae38f90e039f45f0,True,True,55.97086,0.551
2404,134,moss_ward,stand by rain gate,Milo,Milo near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,50d242f8586a6078,True,True,51.29878,0.510556
2405,134,glass_harbor,pause at lamp pier,Sera,Sera near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10efbb0a76f2346c,True,True,52.46666,0.529111
2406,134,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,61900d46b08fe012,True,True,55.04638,0.555667
2407,134,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,aa59a142cd214a61,True,True,53.72686,0.550222
2408,134,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,ae38f90e039f45f0,True,True,56.06586,0.578778
2409,134,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,50d242f8586a6078,True,True,51.41228,0.538333
2410,134,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,10efbb0a76f2346c,True,True,52.57386,0.556889
2411,134,cinder_garden,bow to shade cloth,Pax,Pax near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,61900d46b08fe012,True,True,55.14286,0.583444
2412,135,orchid_engine,stand outside engine ring,Bea,Bea near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,3a1c0079b1d9c582,True,True,56.12042,0.602
2413,135,moss_ward,stand by rain gate,Fay,Fay near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,be40ef570dd7afb5,True,True,51.49938,0.561556
2414,135,glass_harbor,pause at lamp pier,Puck,Puck near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0f9562e32a0a4681,True,True,52.6321,0.580111
2415,135,cinder_garden,bow to shade cloth,Wren,Wren near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,b6bfed61f0e10658,True,True,55.1667,0.606667
2416,135,lichen_bridge,touch rope post,Kio,Kio near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f43a81440b0513a8,True,True,53.88898,0.601222
2417,135,orchid_engine,stand outside engine ring,Cai,Cai near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,3a1c0079b1d9c582,True,True,56.23686,0.629778
2418,135,moss_ward,stand by rain gate,Milo,Milo near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,be40ef570dd7afb5,True,True,51.56774,0.589333
2419,135,glass_harbor,pause at lamp pier,Sera,Sera near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0f9562e32a0a4681,True,True,52.73968,0.607889
2420,135,cinder_garden,bow to shade cloth,Juno,Juno near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,b6bfed61f0e10658,True,True,55.31386,0.634444
2421,135,lichen_bridge,touch rope post,Luma,Luma near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f43a81440b0513a8,True,True,53.99286,0.629
2422,135,orchid_engine,stand outside engine ring,Dax,Dax near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,3a1c0079b1d9c582,True,True,56.31966,0.657556
2423,135,moss_ward,stand by rain gate,Tala,Tala near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,be40ef570dd7afb5,True,True,51.68568,0.617111
2424,135,glass_harbor,pause at lamp pier,Nia,Nia near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0f9562e32a0a4681,True,True,52.83986,0.635667
2425,135,cinder_garden,bow to shade cloth,Pax,Pax near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,b6bfed61f0e10658,True,True,55.39962,0.662222
2426,135,lichen_bridge,touch rope post,Rin,Rin near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,f43a81440b0513a8,True,True,54.07528,0.656778
2427,135,orchid_engine,stand outside engine ring,Eli,Eli near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,3a1c0079b1d9c582,True,True,56.42686,0.685333
2428,135,moss_ward,stand by rain gate,Ari,Ari near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,be40ef570dd7afb5,True,True,51.78586,0.644889
2429,135,glass_harbor,pause at lamp pier,Oren,Oren near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,0f9562e32a0a4681,True,True,52.92154,0.663444
2430,136,lichen_bridge,touch rope post,Kio,Kio near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,8e83bbc5863ec43e,True,True,54.16238,0.68
2431,136,orchid_engine,stand outside engine ring,Cai,Cai near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c49d6a6d10d7078e,True,True,56.50286,0.708556
2432,136,moss_ward,stand by rain gate,Milo,Milo near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cfb7da5f12ed6d6,True,True,51.8245,0.668111
2433,136,glass_harbor,pause at lamp pier,Sera,Sera near brass lantern with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4be4fc4802671b3f,True,True,53.01012,0.686667
2434,136,cinder_garden,bow to shade cloth,Juno,Juno near shade pole with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7e7c9d17b3db0ccb,True,True,55.57986,0.713222
2435,136,lichen_bridge,touch rope post,Luma,Luma near meal ledger with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,8e83bbc5863ec43e,True,True,54.25886,0.707778
2436,136,orchid_engine,stand outside engine ring,Dax,Dax near valve key with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c49d6a6d10d7078e,True,True,56.59268,0.736333
2437,136,moss_ward,stand by rain gate,Tala,Tala near blanket loom with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cfb7da5f12ed6d6,True,True,51.95464,0.695889
2438,136,glass_harbor,pause at lamp pier,Nia,Nia near fog catcher with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4be4fc4802671b3f,True,True,53.10586,0.714444
2439,136,cinder_garden,bow to shade cloth,Pax,Pax near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7e7c9d17b3db0ccb,True,True,55.65342,0.741
2440,136,lichen_bridge,touch rope post,Rin,Rin near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,8e83bbc5863ec43e,True,True,54.34868,0.735556
2441,136,orchid_engine,stand outside engine ring,Eli,Eli near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c49d6a6d10d7078e,True,True,56.69286,0.764111
2442,136,moss_ward,stand by rain gate,Ari,Ari near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cfb7da5f12ed6d6,True,True,52.04262,0.723667
2443,136,glass_harbor,pause at lamp pier,Oren,Oren near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,4be4fc4802671b3f,True,True,53.19198,0.742222
2444,136,cinder_garden,bow to shade cloth,Vale,Vale near cool bowl with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,7e7c9d17b3db0ccb,True,True,55.76986,0.768778
2445,136,lichen_bridge,touch rope post,Sol,Sol near signal bell with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,8e83bbc5863ec43e,True,True,54.42888,0.763333
2446,136,orchid_engine,stand outside engine ring,Bea,Bea near orchid lamp with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,c49d6a6d10d7078e,True,True,56.77454,0.791889
2447,136,moss_ward,stand by rain gate,Fay,Fay near root archive with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,3cfb7da5f12ed6d6,True,True,52.14686,0.751444
2448,137,cinder_garden,bow to shade cloth,Juno,Juno near seed tray with visible prehistory markers,dry wind,warm ash,cool basin,dry/warm cue present,e0246c838d7a653f,True,True,55.84586,0.792
2449,137,lichen_bridge,touch rope post,Luma,Luma near rope kit with visible prehistory markers,crosswind,damp rope,stone echo,wet/cold cue present,cfd5008f3f6b2888,True,True,54.51562,0.786556
2450,137,orchid_engine,stand outside engine ring,Dax,Dax near gear basin with visible prehistory markers,valve pulse,orchid oil,steam draft,dry/warm cue present,b3e248b474a0dfd6,True,True,56.86312,0.815111
2451,137,moss_ward,stand by rain gate,Tala,Tala near rain jar with visible prehistory markers,rain hiss,wet moss,cool loft air,wet/cold cue present,794988766f3882c4,True,True,52.2236,0.774667
2452,137,glass_harbor,pause at lamp pier,Nia,Nia near net spool with visible prehistory markers,bell gulls,salt steam,cold spray,wet/cold cue present,a17923c4431b3f46,True,True,53.37186,0.793222
